ID;Woonplaatsen;Code_1;Naam_2;Code_3;Naam_4;Code_5;Naam_6;Code_7
1355;Montfoort;1964; Montfoort                         ;335; Utrecht                 ;26; West-Nederland          ;3
1356;Montfort;2592; Roerdalen                         ;1669; Limburg                 ;31; Zuid-Nederland          ;4
1357;Mook;2803; Mook en Middelaar                 ;944; Limburg                 ;31; Zuid-Nederland          ;4
1358;Mookhoek;2796; Strijen                           ;617; Zuid-Holland            ;28; West-Nederland          ;3
1359;Moordrecht;1244; Zuidplas                          ;1892; Zuid-Holland            ;28; West-Nederland          ;3
1360;Moorveld;1464; Meerssen                          ;938; Limburg                 ;31; Zuid-Nederland          ;4
1361;Morra;3404; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
1362;De Mortel;2093; Gemert-Bakel                      ;1652; Noord-Brabant           ;30; Zuid-Nederland          ;4
1363;Muiden;1518; Muiden                            ;424; Noord-Holland           ;27; West-Nederland          ;3
1364;Muiderberg;1519; Muiden                            ;424; Noord-Holland           ;27; West-Nederland          ;3
1365;Mûnein;2446; Tytsjerksteradiel                 ;737; Friesland               ;21; Noord-Nederland         ;1
1366;Munnekeburen;1725; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1367;Munnekezijl;3312; Kollumerland en Nieuwkruisland    ;79; Friesland               ;21; Noord-Nederland         ;1
1368;Munstergeleen;2816; Sittard-Geleen                    ;1883; Limburg                 ;31; Zuid-Nederland          ;4
1369;Muntendam;2278; Menterwolde                       ;1987; Groningen               ;20; Noord-Nederland         ;1
1370;Mussel;3077; Stadskanaal                       ;37; Groningen               ;20; Noord-Nederland         ;1
1371;Musselkanaal;3075; Stadskanaal                       ;37; Groningen               ;20; Noord-Nederland         ;1
1372;Naaldwijk;2660; Westland                          ;1783; Zuid-Holland            ;28; West-Nederland          ;3
1373;Naarden;1052; Naarden                           ;425; Noord-Holland           ;27; West-Nederland          ;3
1374;Nagele;1278; Noordoostpolder                   ;171; Flevoland               ;24; Oost-Nederland          ;2
1375;Nederasselt;3497; Heumen                            ;252; Gelderland              ;25; Oost-Nederland          ;2
1376;Nederhemert;2633; Zaltbommel                        ;297; Gelderland              ;25; Oost-Nederland          ;2
1377;Nederhorst den Berg;3003; Wijdemeren                        ;1696; Noord-Holland           ;27; West-Nederland          ;3
1378;Nederland;2706; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
1379;Nederweert;2037; Nederweert                        ;946; Limburg                 ;31; Zuid-Nederland          ;4
1380;Nederweert-Eind;2039; Nederweert                        ;946; Limburg                 ;31; Zuid-Nederland          ;4
1381;Neede;1656; Berkelland                        ;1859; Gelderland              ;25; Oost-Nederland          ;2
1382;Neer;2952; Leudal                            ;1640; Limburg                 ;31; Zuid-Nederland          ;4
1383;Neerijnen;3363; Neerijnen                         ;304; Gelderland              ;25; Oost-Nederland          ;2
1384;Neeritter;2953; Leudal                            ;1640; Limburg                 ;31; Zuid-Nederland          ;4
1385;Neerkant;1777; Deurne                            ;762; Noord-Brabant           ;30; Zuid-Nederland          ;4
1386;Neerlangel;3261; Oss                               ;828; Noord-Brabant           ;30; Zuid-Nederland          ;4
1387;Neerloon;3262; Oss                               ;828; Noord-Brabant           ;30; Zuid-Nederland          ;4
1388;Nes;2531; Boarnsterhim                      ;55; Friesland               ;21; Noord-Nederland         ;1
1389;Nes;2588; Ameland                           ;60; Friesland               ;21; Noord-Nederland         ;1
1390;Nes;3405; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
1391;Netersel;1068; Bladel                            ;1728; Noord-Brabant           ;30; Zuid-Nederland          ;4
1392;Netterden;1583; Oude IJsselstreek                 ;1509; Gelderland              ;25; Oost-Nederland          ;2
1393;Niawier;3406; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
1394;Nibbixwoud;3153; Medemblik                         ;420; Noord-Holland           ;27; West-Nederland          ;3
1395;Niebert;2264; Marum                             ;25; Groningen               ;20; Noord-Nederland         ;1
1396;Niehove;2121; Zuidhorn                          ;56; Groningen               ;20; Noord-Nederland         ;1
1397;Niekerk;3422; De Marne                          ;1663; Groningen               ;20; Noord-Nederland         ;1
1398;Niekerk;2178; Grootegast                        ;15; Groningen               ;20; Noord-Nederland         ;1
1399;Nietap;1642; Noordenveld                       ;1699; Drenthe                 ;22; Noord-Nederland         ;1
1400;Nieuw Annerveen;1171; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
1401;Nieuw Beerta;1421; Oldambt                           ;1895; Groningen               ;20; Noord-Nederland         ;1
1402;Nieuw- en Sint Joosland;1009; Middelburg                        ;687; Zeeland                 ;29; West-Nederland          ;3
1403;Nieuw Heeten;1499; Raalte                            ;177; Overijssel              ;23; Oost-Nederland          ;2
1404;Nieuw Namen;3093; Hulst                             ;677; Zeeland                 ;29; West-Nederland          ;3
1405;Nieuw Scheemda;1894; Oldambt                           ;1895; Groningen               ;20; Noord-Nederland         ;1
1406;Nieuwaal;2634; Zaltbommel                        ;297; Gelderland              ;25; Oost-Nederland          ;2
1407;Nieuw-Amsterdam;1993; Emmen                             ;114; Drenthe                 ;22; Noord-Nederland         ;1
1408;Nieuw-Balinge;3018; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
1409;Nieuw-Beijerland;2887; Korendijk                         ;588; Zuid-Holland            ;28; West-Nederland          ;3
1410;Nieuw-Buinen;1797; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
1411;Nieuw-Dordrecht;1994; Emmen                             ;114; Drenthe                 ;22; Noord-Nederland         ;1
1412;Nieuwdorp;1259; Borsele                           ;654; Zeeland                 ;29; West-Nederland          ;3
1413;Nieuwe Niedorp;2518; Hollands Kroon                    ;1911; Noord-Holland           ;27; West-Nederland          ;3
1414;Nieuwe Pekela;1398; Pekela                            ;765; Groningen               ;20; Noord-Nederland         ;1
1415;Nieuwe Wetering;3037; Kaag en Braassem                  ;1884; Zuid-Holland            ;28; West-Nederland          ;3
1416;Nieuwebrug;2496; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
1417;Nieuwediep;1172; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
1418;Nieuwegein;1108; Nieuwegein                        ;356; Utrecht                 ;26; West-Nederland          ;3
1419;Nieuwehorne;2194; Heerenveen                        ;74; Friesland               ;21; Noord-Nederland         ;1
1420;Nieuwendijk;2216; Werkendam                         ;870; Noord-Brabant           ;30; Zuid-Nederland          ;4
1421;Nieuwer Ter Aa;1394; Stichtse Vecht                    ;1904; Utrecht                 ;26; West-Nederland          ;3
1422;Nieuwerbrug aan den Rijn;2666; Bodegraven-Reeuwijk               ;1901; Zuid-Holland            ;28; West-Nederland          ;3
1423;Nieuwerkerk;2680; Schouwen-Duiveland                ;1676; Zeeland                 ;29; West-Nederland          ;3
1424;Nieuwerkerk aan den IJssel;1016; Zuidplas                          ;1892; Zuid-Holland            ;28; West-Nederland          ;3
1425;Nieuweroord;3017; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
1426;Nieuweroord;1815; Hoogeveen                         ;118; Drenthe                 ;22; Noord-Nederland         ;1
1427;Nieuwersluis;2221; Stichtse Vecht                    ;1904; Utrecht                 ;26; West-Nederland          ;3
1428;Nieuweschoot;2187; Heerenveen                        ;74; Friesland               ;21; Noord-Nederland         ;1
1429;Nieuwe-Tonge;3144; Goeree-Overflakkee                ;1924; Zuid-Holland            ;28; West-Nederland          ;3
1430;Nieuwkoop;2667; Nieuwkoop                         ;569; Zuid-Holland            ;28; West-Nederland          ;3
1431;Nieuwkuijk;3502; Heusden                           ;797; Noord-Brabant           ;30; Zuid-Nederland          ;4
1432;Nieuwland;2111; Zederik                           ;707; Zuid-Holland            ;28; West-Nederland          ;3
1433;Nieuwlande;1816; Hoogeveen                         ;118; Drenthe                 ;22; Noord-Nederland         ;1
1434;Nieuwlande Coevorden;2158; Coevorden                         ;109; Drenthe                 ;22; Noord-Nederland         ;1
1435;Nieuw-Lekkerland;2795; Molenwaard                        ;1927; Zuid-Holland            ;28; West-Nederland          ;3
1436;Nieuwleusen;1239; Dalfsen                           ;148; Overijssel              ;23; Oost-Nederland          ;2
1437;Nieuwolda;1896; Oldambt                           ;1895; Groningen               ;20; Noord-Nederland         ;1
1438;Nieuwpoort;1807; Molenwaard                        ;1927; Zuid-Holland            ;28; West-Nederland          ;3
1439;Nieuw-Roden;1643; Noordenveld                       ;1699; Drenthe                 ;22; Noord-Nederland         ;1
1440;Nieuw-Schoonebeek;1995; Emmen                             ;114; Drenthe                 ;22; Noord-Nederland         ;1
1441;Nieuwstadt;2047; Echt-Susteren                     ;1711; Limburg                 ;31; Zuid-Nederland          ;4
1442;Nieuwveen;2670; Nieuwkoop                         ;569; Zuid-Holland            ;28; West-Nederland          ;3
1443;Nieuw-Vennep;1602; Haarlemmermeer                    ;394; Noord-Holland           ;27; West-Nederland          ;3
1444;Nieuwvliet;2969; Sluis                             ;1714; Zeeland                 ;29; West-Nederland          ;3
1445;Nieuw-Vossemeer;1404; Steenbergen                       ;851; Noord-Brabant           ;30; Zuid-Nederland          ;4
1446;Nieuw-Weerdinge;1996; Emmen                             ;114; Drenthe                 ;22; Noord-Nederland         ;1
1447;Niezijl;2122; Zuidhorn                          ;56; Groningen               ;20; Noord-Nederland         ;1
1448;Niftrik;2569; Wijchen                           ;296; Gelderland              ;25; Oost-Nederland          ;2
1449;Nigtevecht;2222; Stichtse Vecht                    ;1904; Utrecht                 ;26; West-Nederland          ;3
1450;Nij Altoenae;3330; het Bildt                         ;63; Friesland               ;21; Noord-Nederland         ;1
1451;Nij Beets;3352; Opsterland                        ;86; Friesland               ;21; Noord-Nederland         ;1
1452;Nijbroek;2607; Voorst                            ;285; Gelderland              ;25; Oost-Nederland          ;2
1453;Nijeberkoop;1761; Ooststellingwerf                  ;85; Friesland               ;21; Noord-Nederland         ;1
1454;Nijega;3284; Smallingerland                    ;90; Friesland               ;21; Noord-Nederland         ;1
1455;Nijehaske;2497; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
1456;Nijeholtpade;1726; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1457;Nijeholtwolde;1727; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1458;Nijelamer;1728; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1459;Nijemirdum;1679; Gaasterlân-Sleat                  ;653; Friesland               ;21; Noord-Nederland         ;1
1460;Nijensleek;3116; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
1461;Nijetrijne;1729; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1462;Nijeveen;1083; Meppel                            ;119; Drenthe                 ;22; Noord-Nederland         ;1
1463;Nijhuizum;1972; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
1464;Nijkerk;2869; Nijkerk                           ;267; Gelderland              ;25; Oost-Nederland          ;2
1465;Nijkerkerveen;2870; Nijkerk                           ;267; Gelderland              ;25; Oost-Nederland          ;2
1466;Nijland;2414; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
1467;Nijlande;1173; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
1468;Nijmegen;3030; Nijmegen                          ;268; Gelderland              ;25; Oost-Nederland          ;2
1469;Nijverdal;1042; Hellendoorn                       ;163; Overijssel              ;23; Oost-Nederland          ;2
1470;Nispen;1591; Roosendaal                        ;1674; Noord-Brabant           ;30; Zuid-Nederland          ;4
1471;Nisse;1260; Borsele                           ;654; Zeeland                 ;29; West-Nederland          ;3
1472;Nistelrode;3062; Bernheze                          ;1721; Noord-Brabant           ;30; Zuid-Nederland          ;4
1473;Noardburgum;2450; Tytsjerksteradiel                 ;737; Friesland               ;21; Noord-Nederland         ;1
1474;Nooitgedacht;1174; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
1475;Noorbeek;1696; Eijsden-Margraten                 ;1903; Limburg                 ;31; Zuid-Nederland          ;4
1476;Noordbeemster;2171; Beemster                          ;370; Noord-Holland           ;27; West-Nederland          ;3
1477;Noordbroek;2279; Menterwolde                       ;1987; Groningen               ;20; Noord-Nederland         ;1
1478;Noordeinde;1905; Graft-De Rijp                     ;365; Noord-Holland           ;27; West-Nederland          ;3
1479;Noordeinde (Gld.);3070; Oldebroek                         ;269; Gelderland              ;25; Oost-Nederland          ;2
1480;Noordeloos;1436; Giessenlanden                     ;689; Zuid-Holland            ;28; West-Nederland          ;3
1481;Noorden;2668; Nieuwkoop                         ;569; Zuid-Holland            ;28; West-Nederland          ;3
1482;Noordgouwe;2681; Schouwen-Duiveland                ;1676; Zeeland                 ;29; West-Nederland          ;3
1483;Noordhoek;1325; Moerdijk                          ;1709; Noord-Brabant           ;30; Zuid-Nederland          ;4
1484;Noordhorn;2123; Zuidhorn                          ;56; Groningen               ;20; Noord-Nederland         ;1
1485;Noordlaren;1268; Haren                             ;17; Groningen               ;20; Noord-Nederland         ;1
1486;Noord-Scharwoude;1118; Langedijk                         ;416; Noord-Holland           ;27; West-Nederland          ;3
1487;Noordscheschut;1817; Hoogeveen                         ;118; Drenthe                 ;22; Noord-Nederland         ;1
1488;Noord-Sleen;2159; Coevorden                         ;109; Drenthe                 ;22; Noord-Nederland         ;1
1489;Noordwelle;2682; Schouwen-Duiveland                ;1676; Zeeland                 ;29; West-Nederland          ;3
1490;Noordwijk;2265; Marum                             ;25; Groningen               ;20; Noord-Nederland         ;1
1491;Noordwijk;2061; Noordwijk                         ;575; Zuid-Holland            ;28; West-Nederland          ;3
1492;Noordwijkerhout;1927; Noordwijkerhout                   ;576; Zuid-Holland            ;28; West-Nederland          ;3
1493;Noordwolde;2830; Bedum                             ;5; Groningen               ;20; Noord-Nederland         ;1
1494;Noordwolde;1730; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1495;Nootdorp;1142; Pijnacker-Nootdorp                ;1926; Zuid-Holland            ;28; West-Nederland          ;3
1496;Norg;1644; Noordenveld                       ;1699; Drenthe                 ;22; Noord-Nederland         ;1
1497;Notter;1090; Wierden                           ;189; Overijssel              ;23; Oost-Nederland          ;2
1498;Nuenen;2136; Nuenen, Gerwen en Nederwetten     ;820; Noord-Brabant           ;30; Zuid-Nederland          ;4
1499;Nuis;2266; Marum                             ;25; Groningen               ;20; Noord-Nederland         ;1
1500;Nuland;2748; Maasdonk                          ;1671; Noord-Brabant           ;30; Zuid-Nederland          ;4
1501;Numansdorp;2372; Cromstrijen                       ;611; Zuid-Holland            ;28; West-Nederland          ;3
1502;Nunhem;2954; Leudal                            ;1640; Limburg                 ;31; Zuid-Nederland          ;4
1503;Nunspeet;2982; Nunspeet                          ;302; Gelderland              ;25; Oost-Nederland          ;2
1504;Nuth;2358; Nuth                              ;951; Limburg                 ;31; Zuid-Nederland          ;4
1505;Nutter;1411; Dinkelland                        ;1774; Overijssel              ;23; Oost-Nederland          ;2
1506;Obbicht;2817; Sittard-Geleen                    ;1883; Limburg                 ;31; Zuid-Nederland          ;4
1507;Obdam;1187; Koggenland                        ;1598; Noord-Holland           ;27; West-Nederland          ;3
1508;Ochten;1097; Neder-Betuwe                      ;1740; Gelderland              ;25; Oost-Nederland          ;2
1509;Odijk;2604; Bunnik                            ;312; Utrecht                 ;26; West-Nederland          ;3
1510;Odiliapeel;1849; Uden                              ;856; Noord-Brabant           ;30; Zuid-Nederland          ;4
1511;Odoorn;1798; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
1512;Odoornerveen;1799; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
1513;Oeffelt;1219; Boxmeer                           ;756; Noord-Brabant           ;30; Zuid-Nederland          ;4
1514;Oegstgeest;2744; Oegstgeest                        ;579; Zuid-Holland            ;28; West-Nederland          ;3
1515;Oene;1347; Epe                               ;232; Gelderland              ;25; Oost-Nederland          ;2
1516;Oentsjerk;2443; Tytsjerksteradiel                 ;737; Friesland               ;21; Noord-Nederland         ;1
1517;Den Oever;1489; Hollands Kroon                    ;1911; Noord-Holland           ;27; West-Nederland          ;3
1518;Offingawier;2863; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
1519;Ohé en Laak;1923; Maasgouw                          ;1641; Limburg                 ;31; Zuid-Nederland          ;4
1520;Oijen;3470; Oss                               ;828; Noord-Brabant           ;30; Zuid-Nederland          ;4
1521;Oirlo;2332; Venray                            ;984; Limburg                 ;31; Zuid-Nederland          ;4
1522;Oirsbeek;2101; Schinnen                          ;962; Limburg                 ;31; Zuid-Nederland          ;4
1523;Oirschot;1207; Oirschot                          ;823; Noord-Brabant           ;30; Zuid-Nederland          ;4
1524;Oisterwijk;2646; Oisterwijk                        ;824; Noord-Brabant           ;30; Zuid-Nederland          ;4
1525;Okkenbroek;2859; Deventer                          ;150; Overijssel              ;23; Oost-Nederland          ;2
1526;Olburgen;1529; Bronckhorst                       ;1876; Gelderland              ;25; Oost-Nederland          ;2
1527;Oldeberkoop;1762; Ooststellingwerf                  ;85; Friesland               ;21; Noord-Nederland         ;1
1528;Oldebroek;3071; Oldebroek                         ;269; Gelderland              ;25; Oost-Nederland          ;2
1529;Oldeholtpade;1731; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1530;Oldeholtwolde;1732; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1531;Oldehove;2124; Zuidhorn                          ;56; Groningen               ;20; Noord-Nederland         ;1
1532;Oldekerk;2179; Grootegast                        ;15; Groningen               ;20; Noord-Nederland         ;1
1533;Oldelamer;1733; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1534;Oldemarkt;2707; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
1535;Oldenzaal;1668; Oldenzaal                         ;173; Overijssel              ;23; Oost-Nederland          ;2
1536;Oldenzijl;3476; Eemsmond                          ;1651; Groningen               ;20; Noord-Nederland         ;1
1537;Oldeouwer;2498; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
1538;Oldetrijne;1734; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1539;Olst;1379; Olst-Wijhe                        ;1773; Overijssel              ;23; Oost-Nederland          ;2
1540;Olterterp;3353; Opsterland                        ;86; Friesland               ;21; Noord-Nederland         ;1
1541;Ommel;2930; Asten                             ;743; Noord-Brabant           ;30; Zuid-Nederland          ;4
1542;Ommen;2546; Ommen                             ;175; Overijssel              ;23; Oost-Nederland          ;2
1543;Ommeren;3381; Buren                             ;214; Gelderland              ;25; Oost-Nederland          ;2
1544;Onderdendam;2831; Bedum                             ;5; Groningen               ;20; Noord-Nederland         ;1
1545;Onna;2708; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
1546;Onnen;1269; Haren                             ;17; Groningen               ;20; Noord-Nederland         ;1
1547;Onstwedde;3076; Stadskanaal                       ;37; Groningen               ;20; Noord-Nederland         ;1
1548;Ooij;2877; Ubbergen                          ;282; Gelderland              ;25; Oost-Nederland          ;2
1549;Ooltgensplaat;2133; Goeree-Overflakkee                ;1924; Zuid-Holland            ;28; West-Nederland          ;3
1550;Oost West en Middelbeers;1208; Oirschot                          ;823; Noord-Brabant           ;30; Zuid-Nederland          ;4
1551;Oostburg;2960; Sluis                             ;1714; Zeeland                 ;29; West-Nederland          ;3
1552;Oostdijk;3464; Reimerswaal                       ;703; Zeeland                 ;29; West-Nederland          ;3
1553;Oosteind;2957; Oosterhout                        ;826; Noord-Brabant           ;30; Zuid-Nederland          ;4
1554;Oosterbeek;2990; Renkum                            ;274; Gelderland              ;25; Oost-Nederland          ;2
1555;Oosterbierum;1375; Franekeradeel                     ;70; Friesland               ;21; Noord-Nederland         ;1
1556;Oosterblokker;1509; Drechterland                      ;498; Noord-Holland           ;27; West-Nederland          ;3
1557;Oosterend;2614; Terschelling                      ;93; Friesland               ;21; Noord-Nederland         ;1
1558;Oosterend (NH.);2742; Texel                             ;448; Noord-Holland           ;27; West-Nederland          ;3
1559;Oosterhesselen;2160; Coevorden                         ;109; Drenthe                 ;22; Noord-Nederland         ;1
1560;Oosterhout;1869; Overbetuwe                        ;1734; Gelderland              ;25; Oost-Nederland          ;2
1561;Oosterhout;2956; Oosterhout                        ;826; Noord-Brabant           ;30; Zuid-Nederland          ;4
1562;Oosterland;2683; Schouwen-Duiveland                ;1676; Zeeland                 ;29; West-Nederland          ;3
1563;Oosterleek;1510; Drechterland                      ;498; Noord-Holland           ;27; West-Nederland          ;3
1564;Oosternieland;3477; Eemsmond                          ;1651; Groningen               ;20; Noord-Nederland         ;1
1565;Oosternijkerk;3407; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
1566;Oosterstreek;1735; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1567;Oosterwijk;2274; Leerdam                           ;545; Zuid-Holland            ;28; West-Nederland          ;3
1568;Oosterwijtwerd;3451; Loppersum                         ;24; Groningen               ;20; Noord-Nederland         ;1
1569;Oosterwolde;1763; Ooststellingwerf                  ;85; Friesland               ;21; Noord-Nederland         ;1
1570;Oosterwolde (Gld.);3072; Oldebroek                         ;269; Gelderland              ;25; Oost-Nederland          ;2
1571;Oosterzee;2246; Lemsterland                       ;82; Friesland               ;21; Noord-Nederland         ;1
1572;Oost-Graftdijk;3554; Graft-De Rijp                     ;365; Noord-Holland           ;27; West-Nederland          ;3
1573;Oosthem;2415; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
1574;Oosthuizen;1841; Zeevang                           ;478; Noord-Holland           ;27; West-Nederland          ;3
1575;Oostkapelle;2781; Veere                             ;717; Zeeland                 ;29; West-Nederland          ;3
1576;Oostknollendam;2285; Wormerland                        ;880; Noord-Holland           ;27; West-Nederland          ;3
1577;Oostrum;2333; Venray                            ;984; Limburg                 ;31; Zuid-Nederland          ;4
1578;Oostrum;3408; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
1579;Oost-Souburg;1076; Vlissingen                        ;718; Zeeland                 ;29; West-Nederland          ;3
1580;Oostvoorne;1209; Westvoorne                        ;614; Zuid-Holland            ;28; West-Nederland          ;3
1581;Oostwold;1898; Oldambt                           ;1895; Groningen               ;20; Noord-Nederland         ;1
1582;Oostwold;2344; Leek                              ;22; Groningen               ;20; Noord-Nederland         ;1
1583;Oostwoud;3154; Medemblik                         ;420; Noord-Holland           ;27; West-Nederland          ;3
1584;Oostzaan;2113; Oostzaan                          ;431; Noord-Holland           ;27; West-Nederland          ;3
1585;Ootmarsum;1412; Dinkelland                        ;1774; Overijssel              ;23; Oost-Nederland          ;2
1586;Opeinde;3285; Smallingerland                    ;90; Friesland               ;21; Noord-Nederland         ;1
1587;Opende;2180; Grootegast                        ;15; Groningen               ;20; Noord-Nederland         ;1
1588;Ophemert;3364; Neerijnen                         ;304; Gelderland              ;25; Oost-Nederland          ;2
1589;Opheusden;1098; Neder-Betuwe                      ;1740; Gelderland              ;25; Oost-Nederland          ;2
1590;Opijnen;3365; Neerijnen                         ;304; Gelderland              ;25; Oost-Nederland          ;2
1591;Oploo;2082; Sint Anthonis                     ;1702; Noord-Brabant           ;30; Zuid-Nederland          ;4
1592;Opmeer;2791; Opmeer                            ;432; Noord-Holland           ;27; West-Nederland          ;3
1593;Oppenhuizen;2416; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
1594;Opperdoes;3155; Medemblik                         ;420; Noord-Holland           ;27; West-Nederland          ;3
1595;Oranje;3019; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
1596;Oranjewoud;2189; Heerenveen                        ;74; Friesland               ;21; Noord-Nederland         ;1
1597;Orvelte;3020; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
1598;Ospel;2038; Nederweert                        ;946; Limburg                 ;31; Zuid-Nederland          ;4
1599;Oss;3249; Oss                               ;828; Noord-Brabant           ;30; Zuid-Nederland          ;4
1600;Ossendrecht;1002; Woensdrecht                       ;873; Noord-Brabant           ;30; Zuid-Nederland          ;4
1601;Ossenisse;3102; Hulst                             ;677; Zeeland                 ;29; West-Nederland          ;3
1602;Ossenwaard;2842; Vianen                            ;620; Utrecht                 ;26; West-Nederland          ;3
1603;Ossenzijl;2709; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
1604;Oterleek;1888; Schermer                          ;458; Noord-Holland           ;27; West-Nederland          ;3
1605;Otterlo;2767; Ede                               ;228; Gelderland              ;25; Oost-Nederland          ;2
1606;Ottersum;2480; Gennep                            ;907; Limburg                 ;31; Zuid-Nederland          ;4
1607;Ottoland;1984; Molenwaard                        ;1927; Zuid-Holland            ;28; West-Nederland          ;3
1608;Oud Ade;3540; Kaag en Braassem                  ;1884; Zuid-Holland            ;28; West-Nederland          ;3
1609;Oud Annerveen;1175; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
1610;Oud Gastel;1248; Halderberge                       ;1655; Noord-Brabant           ;30; Zuid-Nederland          ;4
1611;Oud Ootmarsum;1413; Dinkelland                        ;1774; Overijssel              ;23; Oost-Nederland          ;2
1612;Oud Zuilen;2066; Stichtse Vecht                    ;1904; Utrecht                 ;26; West-Nederland          ;3
1613;Oud-Alblas;1985; Molenwaard                        ;1927; Zuid-Holland            ;28; West-Nederland          ;3
1614;Oud-Beijerland;2793; Oud-Beijerland                    ;584; Zuid-Holland            ;28; West-Nederland          ;3
1615;Ouddorp;2932; Goeree-Overflakkee                ;1924; Zuid-Holland            ;28; West-Nederland          ;3
1616;Oude Meer;1599; Haarlemmermeer                    ;394; Noord-Holland           ;27; West-Nederland          ;3
1617;Oude Niedorp;2519; Hollands Kroon                    ;1911; Noord-Holland           ;27; West-Nederland          ;3
1618;Oude Pekela;1397; Pekela                            ;765; Groningen               ;20; Noord-Nederland         ;1
1619;Oude Wetering;3039; Kaag en Braassem                  ;1884; Zuid-Holland            ;28; West-Nederland          ;3
1620;Oude Willem;3117; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
1621;Oudebildtzijl;3328; het Bildt                         ;63; Friesland               ;21; Noord-Nederland         ;1
1622;Oudega;1680; Gaasterlân-Sleat                  ;653; Friesland               ;21; Noord-Nederland         ;1
1623;Oudega;3286; Smallingerland                    ;90; Friesland               ;21; Noord-Nederland         ;1
1624;Oudega;2417; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
1625;Oudehaske;2499; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
1626;Oudehorne;2195; Heerenveen                        ;74; Friesland               ;21; Noord-Nederland         ;1
1627;Oudelande;1261; Borsele                           ;654; Zeeland                 ;29; West-Nederland          ;3
1628;Oudemirdum;1681; Gaasterlân-Sleat                  ;653; Friesland               ;21; Noord-Nederland         ;1
1629;Oudemolen;2917; Tynaarlo                          ;1730; Drenthe                 ;22; Noord-Nederland         ;1
1630;Oudemolen;1320; Moerdijk                          ;1709; Noord-Brabant           ;30; Zuid-Nederland          ;4
1631;Oudenbosch;1246; Halderberge                       ;1655; Noord-Brabant           ;30; Zuid-Nederland          ;4
1632;Oudendijk;1188; Koggenland                        ;1598; Noord-Holland           ;27; West-Nederland          ;3
1633;Oudenhoorn;1388; Bernisse                          ;568; Zuid-Holland            ;28; West-Nederland          ;3
1634;Ouderkerk aan de Amstel;2129; Ouder-Amstel                      ;437; Noord-Holland           ;27; West-Nederland          ;3
