ID;Vorderingen;RegioS;Perioden;AantalOpenstaandeVorderingen_1;OpenstaandSaldo_2
76;Totaal;Nederland;2019 mei;482700.0;1393.1
77;Totaal;Nederland;2019 juni;475220.0;1386.3
78;Totaal;Nederland;2019 juli;474570.0;1381.4
79;Totaal;Nederland;2019 augustus;471270.0;1375.2
80;Totaal;Nederland;2019 september;471120.0;1369.0
81;Totaal;Nederland;2019 oktober;474090.0;1358.3
82;Totaal;Nederland;2019 november;471590.0;1350.9
83;Totaal;Nederland;2019 december;469440.0;1320.8
84;Totaal;Nederland;2020 januari;453320.0;1317.6
85;Totaal;Nederland;2020 februari;453320.0;1312.8
86;Totaal;Nederland;2020 maart;453390.0;1308.7
87;Totaal;Nederland;2020 april;457390.0;1317.5
88;Totaal;Nederland;2020 mei;471380.0;1373.8
89;Totaal;Nederland;2020 juni;483810.0;1414.6
90;Totaal;Nederland;2020 juli;485170.0;1459.0
91;Totaal;Nederland;2020 augustus;479900.0;1474.2
92;Totaal;Nederland;2020 september;481870.0;1487.8
93;Totaal;Nederland;2020 oktober;482930.0;1497.3
94;Totaal;Nederland;2020 november;485030.0;1506.4
95;Totaal;Nederland;2020 december;500480.0;1517.8
96;Totaal;Nederland;2021 januari;497950.0;1539.8
97;Totaal;Nederland;2021 februari;497720.0;1541.5
98;Totaal;Nederland;2021 maart;497680.0;1541.5
99;Totaal;Nederland;2021 april;493850.0;1539.7
100;Totaal;Nederland;2021 mei;492550.0;1538.1
101;Totaal;Nederland;2021 juni;495770.0;1537.3
102;Totaal;Nederland;2021 juli;497510.0;1537.7
103;Totaal;Nederland;2021 augustus;495370.0;1536.0
104;Totaal;Nederland;2021 september;497160.0;1533.6
105;Totaal;Nederland;2021 oktober;498620.0;1530.8
106;Totaal;Nederland;2021 november;498110.0;1518.8
107;Totaal;Nederland;2021 december;498180.0;1511.6
108;Totaal;Nederland;2022 januari;488720.0;1513.4
109;Totaal;Nederland;2022 februari;490160.0;1509.2
110;Totaal;Nederland;2022 maart;491320.0;1504.6
111;Totaal;Nederland;2022 april;495270.0;1500.6
112;Totaal;Nederland;2022 mei;497370.0;1492.5
113;Totaal;Nederland;2022 juni;484820.0;1484.7
114;Totaal;Nederland;2022 juli;480500.0;1473.1
115;Totaal;Nederland;2022 augustus;478270.0;1462.1
116;Totaal;Nederland;2022 september;475690.0;1448.1
117;Totaal;Nederland;2022 oktober;475440.0;1434.3
118;Totaal;Nederland;2022 november;475970.0;1422.1
119;Totaal;Nederland;2022 december;471680.0;1406.1
120;Totaal;Nederland;2023 januari;466390.0;1397.8
121;Totaal;Nederland;2023 februari;465650.0;1384.0
122;Totaal;Nederland;2023 maart;461810.0;1368.8
123;Totaal;Nederland;2023 april;463840.0;1368.0
124;Totaal;Nederland;2023 mei;463360.0;1355.0
125;Totaal;Nederland;2023 juni;453530.0;1343.5
126;Totaal;Nederland;2023 juli;446470.0;1329.6
127;Totaal;Nederland;2023 augustus;441220.0;1317.1
128;Totaal;Nederland;2023 september;436780.0;1305.6
129;Totaal;Nederland;2023 oktober;436680.0;1294.0
130;Totaal;Nederland;2023 november;434350.0;1280.0
131;Totaal;Nederland;2023 december;428320.0;1265.6
132;Totaal;Nederland;2024 januari;422690.0;1258.8
133;Totaal;Nederland;2024 februari;422500.0;1247.7
134;Totaal;Nederland;2024 maart;420010.0;1237.2
135;Totaal;Nederland;2024 april;426990.0;1228.4
136;Totaal;Nederland;2024 mei;424970.0;1217.0
137;Totaal;Nederland;2024 juni;410630.0;1208.8
138;Totaal;Nederland;2024 juli;407580.0;1195.4
139;Totaal;Nederland;2024 augustus;401830.0;1186.6
140;Totaal;Nederland;2024 september;399500.0;1176.2
141;Totaal;Noord-Nederland (LD);2013 januari;33640.0;146.6
142;Totaal;Noord-Nederland (LD);2013 februari;34170.0;147.2
143;Totaal;Noord-Nederland (LD);2013 maart;34600.0;147.8
144;Totaal;Noord-Nederland (LD);2013 april;34990.0;148.5
145;Totaal;Noord-Nederland (LD);2013 mei;35320.0;149.2
146;Totaal;Noord-Nederland (LD);2013 juni;34730.0;149.9
147;Totaal;Noord-Nederland (LD);2013 juli;34960.0;150.9
148;Totaal;Noord-Nederland (LD);2013 augustus;34990.0;151.2
149;Totaal;Noord-Nederland (LD);2013 september;36060.0;154.5
150;Totaal;Noord-Nederland (LD);2013 oktober;36940.0;155.7
151;Totaal;Noord-Nederland (LD);2013 november;37600.0;156.7
152;Totaal;Noord-Nederland (LD);2013 december;37960.0;155.9
153;Totaal;Noord-Nederland (LD);2014 januari;38070.0;156.9
154;Totaal;Noord-Nederland (LD);2014 februari;38770.0;158.7
155;Totaal;Noord-Nederland (LD);2014 maart;39250.0;159.3
156;Totaal;Noord-Nederland (LD);2014 april;39380.0;159.7
157;Totaal;Noord-Nederland (LD);2014 mei;39510.0;159.8
158;Totaal;Noord-Nederland (LD);2014 juni;39130.0;160.0
159;Totaal;Noord-Nederland (LD);2014 juli;39120.0;160.4
160;Totaal;Noord-Nederland (LD);2014 augustus;39110.0;160.2
161;Totaal;Noord-Nederland (LD);2014 september;39450.0;159.6
162;Totaal;Noord-Nederland (LD);2014 oktober;39870.0;159.6
163;Totaal;Noord-Nederland (LD);2014 november;39870.0;160.2
164;Totaal;Noord-Nederland (LD);2014 december;40330.0;160.2
165;Totaal;Noord-Nederland (LD);2015 januari;39800.0;161.7
166;Totaal;Noord-Nederland (LD);2015 februari;40530.0;162.3
167;Totaal;Noord-Nederland (LD);2015 maart;40980.0;162.3
168;Totaal;Noord-Nederland (LD);2015 april;41050.0;162.5
169;Totaal;Noord-Nederland (LD);2015 mei;40630.0;162.3
170;Totaal;Noord-Nederland (LD);2015 juni;40400.0;161.4
171;Totaal;Noord-Nederland (LD);2015 juli;40040.0;161.4
172;Totaal;Noord-Nederland (LD);2015 augustus;40010.0;161.2
173;Totaal;Noord-Nederland (LD);2015 september;40460.0;161.0
174;Totaal;Noord-Nederland (LD);2015 oktober;40960.0;160.2
175;Totaal;Noord-Nederland (LD);2015 november;41190.0;161.3
176;Totaal;Noord-Nederland (LD);2015 december;41340.0;161.5
177;Totaal;Noord-Nederland (LD);2016 januari;40790.0;163.1
178;Totaal;Noord-Nederland (LD);2016 februari;41620.0;164.2
179;Totaal;Noord-Nederland (LD);2016 maart;41840.0;164.4
180;Totaal;Noord-Nederland (LD);2016 april;42260.0;165.2
181;Totaal;Noord-Nederland (LD);2016 mei;42270.0;165.0
182;Totaal;Noord-Nederland (LD);2016 juni;40490.0;164.4
183;Totaal;Noord-Nederland (LD);2016 juli;39910.0;165.2
184;Totaal;Noord-Nederland (LD);2016 augustus;40140.0;164.5
185;Totaal;Noord-Nederland (LD);2016 september;40350.0;163.9
186;Totaal;Noord-Nederland (LD);2016 oktober;40500.0;162.8
187;Totaal;Noord-Nederland (LD);2016 november;40920.0;163.3
188;Totaal;Noord-Nederland (LD);2016 december;40850.0;162.6
189;Totaal;Noord-Nederland (LD);2017 januari;40700.0;163.8
190;Totaal;Noord-Nederland (LD);2017 februari;41270.0;164.7
191;Totaal;Noord-Nederland (LD);2017 maart;42200.0;164.7
192;Totaal;Noord-Nederland (LD);2017 april;41270.0;164.8
193;Totaal;Noord-Nederland (LD);2017 mei;41480.0;164.5
194;Totaal;Noord-Nederland (LD);2017 juni;41370.0;164.3
195;Totaal;Noord-Nederland (LD);2017 juli;41270.0;164.8
196;Totaal;Noord-Nederland (LD);2017 augustus;41270.0;164.4
197;Totaal;Noord-Nederland (LD);2017 september;41180.0;163.6
198;Totaal;Noord-Nederland (LD);2017 oktober;41540.0;162.2
199;Totaal;Noord-Nederland (LD);2017 november;41810.0;160.3
200;Totaal;Noord-Nederland (LD);2017 december;41600.0;160.1
201;Totaal;Noord-Nederland (LD);2018 januari;41380.0;160.9
202;Totaal;Noord-Nederland (LD);2018 februari;41690.0;161.2
203;Totaal;Noord-Nederland (LD);2018 maart;42290.0;161.1
204;Totaal;Noord-Nederland (LD);2018 april;41910.0;159.8
205;Totaal;Noord-Nederland (LD);2018 mei;41840.0;159.0
206;Totaal;Noord-Nederland (LD);2018 juni;41540.0;157.8
207;Totaal;Noord-Nederland (LD);2018 juli;40940.0;155.9
208;Totaal;Noord-Nederland (LD);2018 augustus;40720.0;155.9
209;Totaal;Noord-Nederland (LD);2018 september;40630.0;154.9
210;Totaal;Noord-Nederland (LD);2018 oktober;41090.0;153.4
211;Totaal;Noord-Nederland (LD);2018 november;41110.0;152.6
212;Totaal;Noord-Nederland (LD);2018 december;40890.0;151.8
213;Totaal;Noord-Nederland (LD);2019 januari;40380.0;151.3
214;Totaal;Noord-Nederland (LD);2019 februari;40500.0;151.2
215;Totaal;Noord-Nederland (LD);2019 maart;40410.0;149.9
216;Totaal;Noord-Nederland (LD);2019 april;40300.0;149.4
217;Totaal;Noord-Nederland (LD);2019 mei;40160.0;148.1
218;Totaal;Noord-Nederland (LD);2019 juni;39370.0;147.3
219;Totaal;Noord-Nederland (LD);2019 juli;39470.0;146.6
220;Totaal;Noord-Nederland (LD);2019 augustus;38990.0;145.8
221;Totaal;Noord-Nederland (LD);2019 september;38930.0;144.6
222;Totaal;Noord-Nederland (LD);2019 oktober;39060.0;144.0
223;Totaal;Noord-Nederland (LD);2019 november;38800.0;143.7
224;Totaal;Noord-Nederland (LD);2019 december;38700.0;142.4
225;Totaal;Noord-Nederland (LD);2020 januari;37960.0;142.8
226;Totaal;Noord-Nederland (LD);2020 februari;38330.0;143.3
227;Totaal;Noord-Nederland (LD);2020 maart;38240.0;142.6
228;Totaal;Noord-Nederland (LD);2020 april;38000.0;143.1
229;Totaal;Noord-Nederland (LD);2020 mei;38650.0;150.6
230;Totaal;Noord-Nederland (LD);2020 juni;39200.0;154.2
231;Totaal;Noord-Nederland (LD);2020 juli;39080.0;154.0
232;Totaal;Noord-Nederland (LD);2020 augustus;38860.0;154.8
233;Totaal;Noord-Nederland (LD);2020 september;39110.0;154.3
234;Totaal;Noord-Nederland (LD);2020 oktober;39270.0;153.4
235;Totaal;Noord-Nederland (LD);2020 november;39530.0;153.0
236;Totaal;Noord-Nederland (LD);2020 december;39760.0;153.5
237;Totaal;Noord-Nederland (LD);2021 januari;39080.0;154.0
238;Totaal;Noord-Nederland (LD);2021 februari;39150.0;153.5
239;Totaal;Noord-Nederland (LD);2021 maart;39030.0;153.5
240;Totaal;Noord-Nederland (LD);2021 april;38640.0;153.2
241;Totaal;Noord-Nederland (LD);2021 mei;38500.0;153.1
242;Totaal;Noord-Nederland (LD);2021 juni;38630.0;151.8
243;Totaal;Noord-Nederland (LD);2021 juli;38290.0;151.1
244;Totaal;Noord-Nederland (LD);2021 augustus;38020.0;150.0
245;Totaal;Noord-Nederland (LD);2021 september;38240.0;149.5
246;Totaal;Noord-Nederland (LD);2021 oktober;38140.0;148.3
247;Totaal;Noord-Nederland (LD);2021 november;38040.0;147.4
248;Totaal;Noord-Nederland (LD);2021 december;38010.0;146.0
249;Totaal;Noord-Nederland (LD);2022 januari;37160.0;145.9
250;Totaal;Noord-Nederland (LD);2022 februari;37340.0;145.8
251;Totaal;Noord-Nederland (LD);2022 maart;37270.0;145.3
252;Totaal;Noord-Nederland (LD);2022 april;37320.0;144.8
253;Totaal;Noord-Nederland (LD);2022 mei;37440.0;143.8
254;Totaal;Noord-Nederland (LD);2022 juni;36760.0;143.6
255;Totaal;Noord-Nederland (LD);2022 juli;36680.0;142.0
256;Totaal;Noord-Nederland (LD);2022 augustus;36450.0;140.7
257;Totaal;Noord-Nederland (LD);2022 september;36380.0;139.3
258;Totaal;Noord-Nederland (LD);2022 oktober;36390.0;138.0
259;Totaal;Noord-Nederland (LD);2022 november;36420.0;136.8
260;Totaal;Noord-Nederland (LD);2022 december;36260.0;135.2
261;Totaal;Noord-Nederland (LD);2023 januari;35680.0;134.4
262;Totaal;Noord-Nederland (LD);2023 februari;35850.0;133.1
263;Totaal;Noord-Nederland (LD);2023 maart;35680.0;132.0
264;Totaal;Noord-Nederland (LD);2023 april;35490.0;131.1
265;Totaal;Noord-Nederland (LD);2023 mei;35460.0;129.8
266;Totaal;Noord-Nederland (LD);2023 juni;35040.0;128.8
267;Totaal;Noord-Nederland (LD);2023 juli;34650.0;126.9
268;Totaal;Noord-Nederland (LD);2023 augustus;34210.0;126.2
269;Totaal;Noord-Nederland (LD);2023 september;33920.0;125.4
270;Totaal;Noord-Nederland (LD);2023 oktober;34050.0;124.0
271;Totaal;Noord-Nederland (LD);2023 november;34170.0;122.5
272;Totaal;Noord-Nederland (LD);2023 december;33530.0;120.7
273;Totaal;Noord-Nederland (LD);2024 januari;32930.0;120.0
274;Totaal;Noord-Nederland (LD);2024 februari;33180.0;118.7
275;Totaal;Noord-Nederland (LD);2024 maart;32740.0;117.1
276;Totaal;Noord-Nederland (LD);2024 april;33160.0;116.5
277;Totaal;Noord-Nederland (LD);2024 mei;32990.0;115.8
278;Totaal;Noord-Nederland (LD);2024 juni;32360.0;114.7
279;Totaal;Noord-Nederland (LD);2024 juli;32140.0;112.9
280;Totaal;Noord-Nederland (LD);2024 augustus;31720.0;112.5
281;Totaal;Noord-Nederland (LD);2024 september;31370.0;111.4
282;Totaal;Oost-Nederland (LD);2013 januari;73610.0;293.4
283;Totaal;Oost-Nederland (LD);2013 februari;73360.0;293.2
284;Totaal;Oost-Nederland (LD);2013 maart;74360.0;294.5
285;Totaal;Oost-Nederland (LD);2013 april;74820.0;293.4
286;Totaal;Oost-Nederland (LD);2013 mei;75160.0;294.5
287;Totaal;Oost-Nederland (LD);2013 juni;75550.0;296.3
288;Totaal;Oost-Nederland (LD);2013 juli;75870.0;297.7
289;Totaal;Oost-Nederland (LD);2013 augustus;76090.0;298.0
290;Totaal;Oost-Nederland (LD);2013 september;77060.0;299.4
291;Totaal;Oost-Nederland (LD);2013 oktober;79660.0;310.8
292;Totaal;Oost-Nederland (LD);2013 november;79990.0;313.5
293;Totaal;Oost-Nederland (LD);2013 december;81080.0;316.1
294;Totaal;Oost-Nederland (LD);2014 januari;80290.0;317.4
295;Totaal;Oost-Nederland (LD);2014 februari;81210.0;316.8
296;Totaal;Oost-Nederland (LD);2014 maart;81760.0;317.4
297;Totaal;Oost-Nederland (LD);2014 april;82050.0;318.6
298;Totaal;Oost-Nederland (LD);2014 mei;82280.0;319.9
299;Totaal;Oost-Nederland (LD);2014 juni;82320.0;319.2
300;Totaal;Oost-Nederland (LD);2014 juli;82620.0;319.0
301;Totaal;Oost-Nederland (LD);2014 augustus;82400.0;319.8
302;Totaal;Oost-Nederland (LD);2014 september;82890.0;320.5
303;Totaal;Oost-Nederland (LD);2014 oktober;83700.0;320.5
304;Totaal;Oost-Nederland (LD);2014 november;84140.0;321.1
305;Totaal;Oost-Nederland (LD);2014 december;84360.0;321.2
306;Totaal;Oost-Nederland (LD);2015 januari;83180.0;323.0
307;Totaal;Oost-Nederland (LD);2015 februari;84520.0;324.7
308;Totaal;Oost-Nederland (LD);2015 maart;85550.0;324.7
309;Totaal;Oost-Nederland (LD);2015 april;86780.0;326.5
310;Totaal;Oost-Nederland (LD);2015 mei;86260.0;325.8
311;Totaal;Oost-Nederland (LD);2015 juni;86040.0;324.5
312;Totaal;Oost-Nederland (LD);2015 juli;85790.0;324.3
313;Totaal;Oost-Nederland (LD);2015 augustus;85500.0;323.7
314;Totaal;Oost-Nederland (LD);2015 september;86500.0;326.3
315;Totaal;Oost-Nederland (LD);2015 oktober;87400.0;326.2
316;Totaal;Oost-Nederland (LD);2015 november;88170.0;324.5
317;Totaal;Oost-Nederland (LD);2015 december;88070.0;322.8
318;Totaal;Oost-Nederland (LD);2016 januari;84980.0;321.7
319;Totaal;Oost-Nederland (LD);2016 februari;87030.0;323.4
320;Totaal;Oost-Nederland (LD);2016 maart;87340.0;324.2
321;Totaal;Oost-Nederland (LD);2016 april;87470.0;323.9
322;Totaal;Oost-Nederland (LD);2016 mei;88030.0;325.8
323;Totaal;Oost-Nederland (LD);2016 juni;86340.0;324.5
324;Totaal;Oost-Nederland (LD);2016 juli;85940.0;325.8
325;Totaal;Oost-Nederland (LD);2016 augustus;86500.0;325.5
326;Totaal;Oost-Nederland (LD);2016 september;87040.0;324.8
327;Totaal;Oost-Nederland (LD);2016 oktober;87770.0;325.1
328;Totaal;Oost-Nederland (LD);2016 november;88600.0;325.0
329;Totaal;Oost-Nederland (LD);2016 december;88810.0;325.1
330;Totaal;Oost-Nederland (LD);2017 januari;88420.0;327.4
331;Totaal;Oost-Nederland (LD);2017 februari;89200.0;327.6
332;Totaal;Oost-Nederland (LD);2017 maart;90120.0;328.7
333;Totaal;Oost-Nederland (LD);2017 april;89760.0;328.7
334;Totaal;Oost-Nederland (LD);2017 mei;90530.0;328.9
335;Totaal;Oost-Nederland (LD);2017 juni;90490.0;328.4
336;Totaal;Oost-Nederland (LD);2017 juli;90390.0;328.7
337;Totaal;Oost-Nederland (LD);2017 augustus;90880.0;328.5
338;Totaal;Oost-Nederland (LD);2017 september;90910.0;327.3
339;Totaal;Oost-Nederland (LD);2017 oktober;92050.0;326.2
340;Totaal;Oost-Nederland (LD);2017 november;92650.0;324.3
341;Totaal;Oost-Nederland (LD);2017 december;92160.0;322.6
342;Totaal;Oost-Nederland (LD);2018 januari;91690.0;324.4
343;Totaal;Oost-Nederland (LD);2018 februari;92530.0;324.8
344;Totaal;Oost-Nederland (LD);2018 maart;92880.0;324.9
345;Totaal;Oost-Nederland (LD);2018 april;92460.0;323.0
346;Totaal;Oost-Nederland (LD);2018 mei;92660.0;320.6
347;Totaal;Oost-Nederland (LD);2018 juni;92480.0;318.4
348;Totaal;Oost-Nederland (LD);2018 juli;92150.0;317.5
349;Totaal;Oost-Nederland (LD);2018 augustus;91930.0;315.9
350;Totaal;Oost-Nederland (LD);2018 september;91750.0;314.9
351;Totaal;Oost-Nederland (LD);2018 oktober;92610.0;312.9
352;Totaal;Oost-Nederland (LD);2018 november;92550.0;310.7
353;Totaal;Oost-Nederland (LD);2018 december;91600.0;309.2
354;Totaal;Oost-Nederland (LD);2019 januari;90560.0;309.3
355;Totaal;Oost-Nederland (LD);2019 februari;91620.0;308.8
356;Totaal;Oost-Nederland (LD);2019 maart;91480.0;307.5
357;Totaal;Oost-Nederland (LD);2019 april;91390.0;305.8
358;Totaal;Oost-Nederland (LD);2019 mei;91230.0;303.5
359;Totaal;Oost-Nederland (LD);2019 juni;90070.0;301.7
360;Totaal;Oost-Nederland (LD);2019 juli;89670.0;299.9
361;Totaal;Oost-Nederland (LD);2019 augustus;88710.0;297.6
362;Totaal;Oost-Nederland (LD);2019 september;88450.0;295.9
363;Totaal;Oost-Nederland (LD);2019 oktober;88700.0;293.0
364;Totaal;Oost-Nederland (LD);2019 november;87780.0;291.2
365;Totaal;Oost-Nederland (LD);2019 december;86870.0;289.0
366;Totaal;Oost-Nederland (LD);2020 januari;85950.0;289.3
367;Totaal;Oost-Nederland (LD);2020 februari;86550.0;286.4
368;Totaal;Oost-Nederland (LD);2020 maart;86590.0;284.6
369;Totaal;Oost-Nederland (LD);2020 april;86690.0;288.9
370;Totaal;Oost-Nederland (LD);2020 mei;88180.0;301.5
371;Totaal;Oost-Nederland (LD);2020 juni;89760.0;309.7
372;Totaal;Oost-Nederland (LD);2020 juli;89740.0;313.7
373;Totaal;Oost-Nederland (LD);2020 augustus;88850.0;314.5
374;Totaal;Oost-Nederland (LD);2020 september;89190.0;313.9
375;Totaal;Oost-Nederland (LD);2020 oktober;90080.0;313.5
376;Totaal;Oost-Nederland (LD);2020 november;90370.0;313.6
377;Totaal;Oost-Nederland (LD);2020 december;90420.0;312.3
378;Totaal;Oost-Nederland (LD);2021 januari;88500.0;314.1
379;Totaal;Oost-Nederland (LD);2021 februari;89500.0;314.8
380;Totaal;Oost-Nederland (LD);2021 maart;89820.0;314.2
381;Totaal;Oost-Nederland (LD);2021 april;89330.0;313.2
382;Totaal;Oost-Nederland (LD);2021 mei;88500.0;312.7
383;Totaal;Oost-Nederland (LD);2021 juni;88430.0;311.5
384;Totaal;Oost-Nederland (LD);2021 juli;87640.0;310.6
385;Totaal;Oost-Nederland (LD);2021 augustus;87030.0;308.5
386;Totaal;Oost-Nederland (LD);2021 september;87210.0;306.7
387;Totaal;Oost-Nederland (LD);2021 oktober;87170.0;304.3
388;Totaal;Oost-Nederland (LD);2021 november;87090.0;302.3
389;Totaal;Oost-Nederland (LD);2021 december;87040.0;299.4
390;Totaal;Oost-Nederland (LD);2022 januari;84920.0;300.6
391;Totaal;Oost-Nederland (LD);2022 februari;85570.0;298.6
392;Totaal;Oost-Nederland (LD);2022 maart;85470.0;296.5
393;Totaal;Oost-Nederland (LD);2022 april;85590.0;295.2
394;Totaal;Oost-Nederland (LD);2022 mei;85780.0;293.0
395;Totaal;Oost-Nederland (LD);2022 juni;83990.0;291.6
396;Totaal;Oost-Nederland (LD);2022 juli;83040.0;287.7
397;Totaal;Oost-Nederland (LD);2022 augustus;82410.0;284.8
398;Totaal;Oost-Nederland (LD);2022 september;81830.0;281.4
399;Totaal;Oost-Nederland (LD);2022 oktober;81810.0;278.4
400;Totaal;Oost-Nederland (LD);2022 november;81650.0;275.0
401;Totaal;Oost-Nederland (LD);2022 december;80860.0;271.5
402;Totaal;Oost-Nederland (LD);2023 januari;79490.0;270.5
403;Totaal;Oost-Nederland (LD);2023 februari;79710.0;267.1
404;Totaal;Oost-Nederland (LD);2023 maart;79040.0;264.4
405;Totaal;Oost-Nederland (LD);2023 april;78710.0;262.7
406;Totaal;Oost-Nederland (LD);2023 mei;78960.0;260.1
407;Totaal;Oost-Nederland (LD);2023 juni;77230.0;257.6
408;Totaal;Oost-Nederland (LD);2023 juli;76100.0;256.0
409;Totaal;Oost-Nederland (LD);2023 augustus;75150.0;253.5
410;Totaal;Oost-Nederland (LD);2023 september;74450.0;250.0
411;Totaal;Oost-Nederland (LD);2023 oktober;74460.0;246.7
412;Totaal;Oost-Nederland (LD);2023 november;73720.0;244.6
413;Totaal;Oost-Nederland (LD);2023 december;72630.0;241.6
414;Totaal;Oost-Nederland (LD);2024 januari;71060.0;241.3
415;Totaal;Oost-Nederland (LD);2024 februari;71530.0;239.0
416;Totaal;Oost-Nederland (LD);2024 maart;71090.0;236.3
417;Totaal;Oost-Nederland (LD);2024 april;71970.0;235.1
418;Totaal;Oost-Nederland (LD);2024 mei;71540.0;232.4
419;Totaal;Oost-Nederland (LD);2024 juni;69290.0;230.9
420;Totaal;Oost-Nederland (LD);2024 juli;69160.0;228.2
421;Totaal;Oost-Nederland (LD);2024 augustus;68090.0;226.6
422;Totaal;Oost-Nederland (LD);2024 september;67810.0;224.6
423;Totaal;West-Nederland (LD);2013 januari;236930.0;696.2
424;Totaal;West-Nederland (LD);2013 februari;237020.0;695.5
425;Totaal;West-Nederland (LD);2013 maart;238470.0;696.9
426;Totaal;West-Nederland (LD);2013 april;238980.0;696.4
427;Totaal;West-Nederland (LD);2013 mei;238600.0;690.3
428;Totaal;West-Nederland (LD);2013 juni;232700.0;689.4
429;Totaal;West-Nederland (LD);2013 juli;234240.0;689.8
430;Totaal;West-Nederland (LD);2013 augustus;234540.0;690.2
431;Totaal;West-Nederland (LD);2013 september;237480.0;696.0
432;Totaal;West-Nederland (LD);2013 oktober;242210.0;702.8
433;Totaal;West-Nederland (LD);2013 november;243420.0;706.1
434;Totaal;West-Nederland (LD);2013 december;244230.0;708.6
435;Totaal;West-Nederland (LD);2014 januari;243230.0;713.4
