ID;BedrijfstakkenBranchesSBI2008;Perioden;BeloningVanWerknemers_1;Lonen_2;SocialePremiesTLVWerkgevers_3;Loonkosten_4;BeloningVanWerknemers_5;Lonen_6;Loonkosten_7;BeloningPerArbeidsjaar_8;LonenPerArbeidsjaar_9;LoonkostenPerArbeidsjaar_10;BeloningPerGewerktUur_11;LonenPerGewerktUur_12;LoonkostenPerGewerktUur_13;BeloningPerArbeidsjaar_14;LonenPerArbeidsjaar_15;LoonkostenPerArbeidsjaar_16;BeloningPerGewerktUur_17;LonenPerGewerktUur_18;LoonkostenPerGewerktUur_19;Arbeidsjaren_20;GewerkteUren_21;BetaaldeUren_22;OvereengekomenUren_23;BetaaldeOverwerkuren_24;Arbeidsjaren_25;GewerkteUren_26;Totaal_27;Mannen_28;Vrouwen_29;Totaal_30;Mannen_31;Vrouwen_32;Totaal_33;Mannen_34;Vrouwen_35;Totaal_36
94;A Landbouw, bosbouw en visserij;2015;2789.0;2225.0;564.0;2761.0;-0.3;0.5;-0.3;40.1;31.9;39.7;22.4;17.9;22.2;1.1;1.9;1.1;1.7;2.4;1.7;70.0;125.0;146.0;143.0;4.0;-1.4;-1.9;101.0;68.0;33.0;48.0;40.0;8.0;53.0;28.0;25.0;-1.7
95;A Landbouw, bosbouw en visserij;2016;2903.0;2308.0;595.0;2851.0;4.1;3.7;3.2;40.8;32.5;40.1;22.6;17.9;22.2;1.9;1.6;1.1;0.8;0.5;0.0;71.0;129.0;150.0;146.0;4.0;2.1;3.2;103.0;69.0;34.0;49.0;40.0;8.0;54.0;29.0;25.0;1.7
96;01 Landbouw;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;01 Landbouw;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;01 Landbouw;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;01 Landbouw;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;01 Landbouw;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;01 Landbouw;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;01 Landbouw;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;01 Landbouw;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;01 Landbouw;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;01 Landbouw;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;01 Landbouw;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;01 Landbouw;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;01 Landbouw;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;01 Landbouw;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;01 Landbouw;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;01 Landbouw;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;01 Landbouw;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;01 Landbouw;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;01 Landbouw;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;01 Landbouw;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;01 Landbouw;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;01 Landbouw;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;01 Landbouw;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;01 Landbouw;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;01 Landbouw;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;01 Landbouw;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;01 Landbouw;1995;1516.0;1303.0;213.0;1508.0;;;;22.9;19.7;22.8;13.6;11.7;13.5;;;;;;;66.0;111.0;;;;;;98.0;68.0;30.0;;;;;;;
123;01 Landbouw;1996;1581.0;1363.0;218.0;1560.0;4.4;4.6;3.5;23.8;20.5;23.5;14.0;12.1;13.9;4.0;4.2;3.1;3.1;3.4;2.3;66.0;113.0;;;;0.4;1.2;99.0;69.0;30.0;;;;;;;1.5
124;01 Landbouw;1997;1639.0;1422.0;217.0;1595.0;3.7;4.3;2.3;24.0;20.8;23.4;14.3;12.4;13.9;1.1;1.6;-0.3;2.0;2.6;0.6;68.0;114.0;;;;2.6;1.7;104.0;70.0;34.0;;;;;;;4.7
125;01 Landbouw;1998;1712.0;1412.0;300.0;1658.0;4.4;-0.7;3.9;24.4;20.1;23.6;14.4;11.9;14.0;1.5;-3.4;1.0;0.8;-4.1;0.3;70.0;119.0;;;;2.9;3.6;106.0;69.0;37.0;;;;;;;1.9
126;01 Landbouw;1999;1833.0;1490.0;343.0;1779.0;7.1;5.4;7.3;25.0;20.3;24.3;14.8;12.0;14.4;2.6;1.0;2.8;2.6;1.0;2.8;73.0;124.0;;;;4.4;4.3;112.0;72.0;40.0;;;;;;;5.7
127;01 Landbouw;2000;1948.0;1556.0;392.0;1893.0;6.3;4.5;6.5;26.4;21.1;25.7;15.7;12.6;15.3;5.6;3.8;5.7;6.2;4.4;6.4;74.0;124.0;;;;0.7;0.1;111.0;73.0;39.0;;;;;;;-0.4
128;01 Landbouw;2001;2057.0;1673.0;384.0;1998.0;5.6;7.5;5.6;27.6;22.4;26.8;16.0;13.0;15.5;4.3;6.2;4.3;1.7;3.5;1.6;75.0;129.0;;;;1.2;3.9;117.0;76.0;41.0;;;;;;;5.1
129;01 Landbouw;2002;2202.0;1789.0;413.0;2139.0;7.1;7.0;7.2;29.3;23.8;28.5;17.0;13.8;16.5;6.4;6.2;6.4;6.3;6.1;6.3;75.0;130.0;;;;0.7;0.8;117.0;77.0;40.0;;;;;;;-0.3
130;01 Landbouw;2003;2217.0;1776.0;441.0;2156.0;0.6;-0.8;0.7;30.6;24.5;29.7;17.6;14.1;17.2;4.3;2.9;4.4;3.8;2.4;3.9;73.0;126.0;;;;-3.6;-3.1;113.0;74.0;38.0;;;;;;;-3.5
131;01 Landbouw;2004;2181.0;1761.0;420.0;2124.0;-1.6;-0.9;-1.5;30.8;24.8;29.9;17.6;14.2;17.1;0.6;1.3;0.7;-0.5;0.2;-0.4;71.0;124.0;;;;-2.2;-1.1;113.0;75.0;38.0;;;;;;;0.4
132;01 Landbouw;2005;2179.0;1767.0;412.0;2130.0;-0.1;0.4;0.3;30.7;24.9;30.0;17.6;14.3;17.2;-0.1;0.3;0.3;0.5;0.9;0.9;71.0;124.0;;;;0.0;-0.6;110.0;72.0;37.0;;;;;;;-3.0
133;01 Landbouw;2006;2221.0;1819.0;402.0;2174.0;1.9;3.0;2.0;31.0;25.4;30.3;17.9;14.7;17.5;0.9;2.0;1.0;1.4;2.5;1.5;72.0;124.0;;;;1.0;0.5;110.0;73.0;37.0;;;;;;;0.4
134;01 Landbouw;2007;2341.0;1910.0;431.0;2294.0;5.4;5.0;5.6;32.2;26.3;31.6;18.6;15.2;18.2;3.9;3.5;4.0;3.8;3.4;4.0;73.0;126.0;;;;1.4;1.5;111.0;74.0;37.0;;;;;;;1.2
135;01 Landbouw;2008;2412.0;1964.0;448.0;2363.0;3.0;2.8;3.0;33.9;27.6;33.2;19.4;15.8;19.1;5.1;4.9;5.1;4.7;4.5;4.7;71.0;124.0;;;;-1.9;-1.6;108.0;72.0;36.0;;;;;;;-3.2
136;01 Landbouw;2009;2428.0;1973.0;455.0;2372.0;0.7;0.5;0.4;34.4;27.9;33.6;19.4;15.8;19.0;1.5;1.3;1.2;-0.3;-0.5;-0.5;71.0;125.0;;;;-0.8;0.9;105.0;70.0;35.0;;;;;;;-2.7
137;01 Landbouw;2010;2462.0;1999.0;463.0;2405.0;1.4;1.3;1.4;35.5;28.9;34.7;20.1;16.3;19.7;3.4;3.3;3.3;3.8;3.7;3.8;69.0;122.0;143.0;140.0;3.0;-1.9;-2.3;103.0;69.0;34.0;48.0;40.0;8.0;55.0;29.0;26.0;-1.6
138;01 Landbouw;2011;2534.0;2033.0;501.0;2483.0;2.8;1.6;3.2;36.8;29.5;36.0;20.6;16.6;20.2;3.5;2.3;3.8;2.5;1.3;2.8;69.0;123.0;143.0;139.0;3.0;-0.6;0.3;103.0;69.0;34.0;47.0;39.0;8.0;56.0;30.0;26.0;-0.5
139;01 Landbouw;2012;2596.0;2063.0;533.0;2554.0;2.5;1.5;2.9;38.0;30.2;37.4;21.3;17.0;21.0;3.3;2.3;3.8;3.4;2.4;3.8;68.0;122.0;142.0;139.0;3.0;-0.8;-0.9;102.0;68.0;34.0;47.0;39.0;8.0;56.0;30.0;26.0;-0.5
140;01 Landbouw;2013;2649.0;2109.0;540.0;2612.0;2.1;2.3;2.4;38.4;30.6;37.9;21.5;17.1;21.2;1.1;1.3;1.3;0.7;0.8;0.9;69.0;123.0;145.0;141.0;4.0;1.0;1.5;101.0;68.0;33.0;48.0;40.0;8.0;53.0;28.0;25.0;-1.1
141;01 Landbouw;2014;2650.0;2096.0;554.0;2622.0;0.0;-0.6;0.3;38.9;30.8;38.5;21.6;17.1;21.4;1.3;0.6;1.6;0.6;0.0;0.9;68.0;123.0;143.0;140.0;4.0;-1.2;-0.6;100.0;67.0;33.0;47.0;39.0;8.0;53.0;28.0;25.0;-1.0
142;01 Landbouw;2015;2641.0;2105.0;536.0;2613.0;-0.3;0.4;-0.3;39.3;31.3;38.9;22.0;17.5;21.8;1.1;1.9;1.1;1.7;2.5;1.7;67.0;120.0;141.0;137.0;4.0;-1.4;-2.0;98.0;66.0;32.0;46.0;38.0;8.0;52.0;28.0;24.0;-1.7
143;01 Landbouw;2016;2756.0;2189.0;567.0;2704.0;4.3;4.0;3.5;40.1;31.9;39.4;22.2;17.6;21.8;2.0;1.7;1.2;0.9;0.6;0.1;69.0;124.0;145.0;141.0;4.0;2.3;3.3;100.0;67.0;33.0;47.0;39.0;8.0;53.0;28.0;25.0;1.8
144;02 Bosbouw;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;02 Bosbouw;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;02 Bosbouw;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;02 Bosbouw;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;02 Bosbouw;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;02 Bosbouw;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;02 Bosbouw;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;02 Bosbouw;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;02 Bosbouw;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;02 Bosbouw;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;02 Bosbouw;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;02 Bosbouw;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;02 Bosbouw;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;02 Bosbouw;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;02 Bosbouw;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;02 Bosbouw;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;02 Bosbouw;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;02 Bosbouw;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;02 Bosbouw;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;02 Bosbouw;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;02 Bosbouw;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;02 Bosbouw;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;02 Bosbouw;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;02 Bosbouw;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;02 Bosbouw;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;02 Bosbouw;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;02 Bosbouw;1995;59.0;45.0;14.0;59.0;;;;43.7;33.3;43.7;22.5;17.2;22.5;;;;;;;1.0;3.0;;;;;;2.0;1.0;0.0;;;;;;;
171;02 Bosbouw;1996;60.0;42.0;18.0;60.0;1.5;-6.5;1.5;44.4;31.2;44.4;22.7;15.9;22.7;1.5;-6.5;1.5;0.7;-7.3;0.7;1.0;3.0;;;;0.1;0.9;2.0;1.0;0.0;;;;;;;1.2
172;02 Bosbouw;1997;58.0;45.0;13.0;58.0;-3.2;6.9;-3.2;42.4;32.9;42.4;21.9;17.0;21.9;-4.5;5.5;-4.5;-3.5;6.6;-3.5;1.0;3.0;;;;1.3;0.3;2.0;1.0;0.0;;;;;;;3.5
173;02 Bosbouw;1998;57.0;45.0;12.0;57.0;-1.4;0.0;-1.4;41.0;32.2;41.0;21.0;16.5;21.0;-3.3;-1.9;-3.3;-3.9;-2.5;-3.9;1.0;3.0;;;;1.9;2.6;2.0;1.0;0.0;;;;;;;0.6
174;02 Bosbouw;1999;62.0;49.0;13.0;62.0;8.5;9.7;8.5;42.9;34.1;42.9;22.1;17.5;22.1;4.7;5.8;4.7;4.8;6.0;4.8;1.0;3.0;;;;3.6;3.5;2.0;1.0;0.0;;;;;;;5.0
175;02 Bosbouw;2000;64.0;49.0;15.0;64.0;4.1;0.0;4.1;44.4;33.9;44.4;23.0;17.6;23.0;3.6;-0.5;3.6;4.3;0.1;4.3;1.0;3.0;;;;0.5;-0.1;2.0;1.0;0.0;;;;;;;-0.1
176;02 Bosbouw;2001;70.0;55.0;15.0;70.0;8.9;11.8;8.9;40.2;31.5;40.2;24.0;18.8;24.0;-9.5;-7.1;-9.5;4.2;6.9;4.2;2.0;3.0;;;;20.3;4.5;2.0;2.0;0.0;;;;;;;5.1
177;02 Bosbouw;2002;74.0;58.0;16.0;74.0;5.2;5.3;5.2;42.5;33.3;42.5;25.3;19.9;25.3;5.6;5.7;5.6;5.8;5.9;5.8;2.0;3.0;;;;-0.4;-0.6;2.0;2.0;0.0;;;;;;;1.8
178;02 Bosbouw;2003;78.0;58.0;20.0;78.0;6.1;0.6;6.1;45.0;33.4;45.0;27.0;20.1;27.0;5.8;0.2;5.8;6.6;1.0;6.6;2.0;3.0;;;;0.3;-0.4;2.0;2.0;0.0;;;;;;;-0.1
179;02 Bosbouw;2004;74.0;56.0;18.0;74.0;-5.3;-3.0;-5.3;43.6;33.2;43.6;25.9;19.7;25.9;-3.1;-0.7;-3.1;-4.3;-2.0;-4.3;2.0;3.0;;;;-2.2;-1.0;2.0;1.0;0.0;;;;;;;-6.1
180;02 Bosbouw;2005;69.0;53.0;16.0;69.0;-6.5;-5.3;-6.5;45.8;35.3;45.8;27.5;21.2;27.5;5.1;6.5;5.1;6.4;7.7;6.4;2.0;3.0;;;;-11.1;-12.1;2.0;1.0;0.0;;;;;;;-13.5
181;02 Bosbouw;2006;69.0;53.0;16.0;69.0;-0.3;0.2;-0.3;46.1;35.7;46.1;27.8;21.6;27.8;0.6;1.0;0.6;1.2;1.7;1.2;1.0;2.0;;;;-0.9;-1.5;2.0;1.0;0.0;;;;;;;-0.4
182;02 Bosbouw;2007;73.0;56.0;17.0;73.0;5.6;5.1;5.6;47.1;36.3;47.1;28.4;21.9;28.4;2.3;1.8;2.3;2.2;1.7;2.2;2.0;3.0;;;;3.2;3.3;2.0;1.0;0.0;;;;;;;2.5
183;02 Bosbouw;2008;69.0;59.0;10.0;69.0;-5.5;5.1;-5.5;43.3;37.1;43.3;26.3;22.6;26.3;-8.2;2.1;-8.2;-7.5;2.8;-7.5;2.0;3.0;;;;2.9;2.2;2.0;1.0;0.0;;;;;;;3.0
184;02 Bosbouw;2009;75.0;63.0;12.0;75.0;9.6;7.6;9.6;46.8;39.4;46.8;28.4;23.9;28.4;8.3;6.3;8.3;8.0;5.9;8.0;2.0;3.0;;;;1.2;1.6;2.0;1.0;0.0;;;;;;;1.8
185;02 Bosbouw;2010;82.0;65.0;17.0;82.0;8.4;2.1;8.4;50.2;39.8;50.2;30.5;24.2;30.5;7.2;1.0;7.2;7.4;1.1;7.4;2.0;3.0;3.0;3.0;0.0;1.1;1.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2.8
186;02 Bosbouw;2011;83.0;65.0;18.0;83.0;0.8;-0.2;0.8;50.8;39.8;50.8;30.8;24.1;30.8;1.1;0.0;1.1;0.9;-0.1;0.9;2.0;3.0;3.0;3.0;0.0;-0.2;0.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.2
187;02 Bosbouw;2012;81.0;63.0;18.0;81.0;-1.9;-2.8;-1.9;53.0;41.2;53.0;32.2;25.0;32.2;4.3;3.4;4.3;4.6;3.7;4.6;2.0;3.0;3.0;3.0;0.0;-5.9;-6.2;2.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;-6.1
188;02 Bosbouw;2013;79.0;62.0;17.0;79.0;-1.9;-1.5;-1.9;53.9;42.1;53.9;32.9;25.6;32.9;1.8;2.2;1.8;2.1;2.5;2.1;1.0;2.0;3.0;3.0;0.0;-3.6;-3.9;2.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;-3.4
189;02 Bosbouw;2014;79.0;61.0;18.0;79.0;-1.1;-2.0;-1.1;54.3;42.0;54.3;32.9;25.4;32.9;0.8;-0.1;0.8;0.0;-0.8;0.0;1.0;2.0;3.0;3.0;0.0;-1.9;-1.2;2.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;-1.8
190;02 Bosbouw;2015;81.0;64.0;17.0;81.0;4.2;5.9;4.2;54.4;42.8;54.4;33.1;26.1;33.1;0.1;1.8;0.1;0.8;2.4;0.8;2.0;2.0;3.0;3.0;0.0;4.0;3.4;2.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;3.8
191;02 Bosbouw;2016;81.0;64.0;17.0;81.0;-0.6;0.0;-0.6;54.8;43.4;54.8;33.1;26.2;33.1;0.7;1.4;0.7;0.0;0.7;0.0;1.0;2.0;3.0;3.0;0.0;-1.4;-0.6;2.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;-1.6
192;03 Visserij;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;03 Visserij;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;03 Visserij;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;03 Visserij;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;03 Visserij;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;03 Visserij;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;03 Visserij;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;03 Visserij;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;03 Visserij;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;03 Visserij;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;03 Visserij;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;03 Visserij;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;03 Visserij;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;03 Visserij;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;03 Visserij;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;03 Visserij;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;03 Visserij;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;03 Visserij;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;03 Visserij;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;03 Visserij;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;03 Visserij;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;03 Visserij;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;03 Visserij;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;03 Visserij;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;03 Visserij;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;03 Visserij;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;03 Visserij;1995;101.0;91.0;10.0;101.0;;;;49.7;44.7;49.7;25.0;22.5;25.0;;;;;;;2.0;4.0;;;;;;3.0;2.0;0.0;;;;;;;
219;03 Visserij;1996;93.0;84.0;9.0;93.0;-8.7;-8.4;-8.7;51.6;46.6;51.6;25.1;22.7;25.1;3.8;4.1;3.8;0.6;0.9;0.6;2.0;4.0;;;;-12.0;-9.3;2.0;2.0;0.0;;;;;;;-11.1
220;03 Visserij;1997;89.0;81.0;8.0;89.0;-3.0;-2.6;-3.0;53.2;48.1;53.2;25.9;23.4;25.9;3.0;3.3;3.0;2.8;3.2;2.8;2.0;3.0;;;;-5.8;-5.7;2.0;2.0;0.0;;;;;;;-3.7
221;03 Visserij;1998;90.0;77.0;13.0;90.0;0.4;-5.4;0.4;54.2;46.2;54.2;26.1;22.2;26.1;1.9;-4.0;1.9;0.8;-5.0;0.8;2.0;3.0;;;;-1.5;-0.4;2.0;2.0;0.0;;;;;;;-3.1
222;03 Visserij;1999;96.0;81.0;15.0;96.0;6.5;5.7;6.5;56.9;48.2;56.9;27.3;23.1;27.3;4.9;4.2;4.9;4.9;4.1;4.9;2.0;4.0;;;;1.5;1.6;2.0;2.0;0.0;;;;;;;2.8
223;03 Visserij;2000;90.0;75.0;15.0;90.0;-6.1;-8.1;-6.1;60.1;49.8;60.1;28.3;23.5;28.3;5.7;3.4;5.7;3.7;1.5;3.7;2.0;3.0;;;;-11.1;-9.4;2.0;2.0;0.0;;;;;;;-11.3
224;03 Visserij;2001;82.0;69.0;13.0;82.0;-8.9;-7.4;-8.9;51.0;43.0;51.0;27.7;23.3;27.7;-15.1;-13.7;-15.1;-2.3;-0.6;-2.3;2.0;3.0;;;;7.3;-6.8;2.0;2.0;0.0;;;;;;;-10.3
225;03 Visserij;2002;74.0;63.0;11.0;74.0;-9.9;-9.5;-9.9;50.7;42.9;50.7;28.2;23.9;28.2;-0.6;-0.1;-0.6;1.8;2.3;1.8;1.0;3.0;;;;-9.4;-11.6;2.0;1.0;0.0;;;;;;;-6.3
226;03 Visserij;2003;79.0;66.0;13.0;79.0;6.3;5.3;6.3;53.2;44.7;53.2;28.5;23.9;28.5;5.0;4.0;5.0;1.1;0.2;1.1;1.0;3.0;;;;1.3;5.1;2.0;1.0;0.0;;;;;;;1.7
227;03 Visserij;2004;71.0;60.0;11.0;71.0;-8.8;-8.5;-8.8;53.6;45.1;53.6;29.6;24.9;29.6;0.6;1.0;0.6;3.8;4.1;3.8;1.0;2.0;;;;-9.4;-12.1;1.0;1.0;0.0;;;;;;;-10.1
228;03 Visserij;2005;65.0;55.0;10.0;64.0;-9.9;-8.9;-11.3;54.1;46.0;53.2;30.1;25.6;29.6;0.9;2.1;-0.6;1.7;2.8;0.1;1.0;2.0;;;;-10.8;-11.4;1.0;1.0;0.0;;;;;;;-4.7
229;03 Visserij;2006;61.0;52.0;9.0;60.0;-6.5;-6.0;-6.6;54.9;47.0;54.0;30.8;26.3;30.2;1.6;2.1;1.4;2.2;2.8;2.1;1.0;2.0;;;;-7.9;-8.6;1.0;1.0;0.0;;;;;;;-7.9
230;03 Visserij;2007;66.0;56.0;10.0;65.0;8.4;7.9;8.5;58.7;50.0;57.8;32.7;27.9;32.2;6.9;6.4;7.0;6.4;5.9;6.5;1.0;2.0;;;;1.4;1.9;1.0;1.0;0.0;;;;;;;4.4
231;03 Visserij;2008;62.0;52.0;10.0;62.0;-5.7;-7.1;-4.2;57.7;48.4;57.7;31.0;26.0;31.0;-1.6;-3.1;-0.1;-5.4;-6.8;-3.9;1.0;2.0;;;;-4.1;-0.3;1.0;1.0;0.0;;;;;;;-1.9
232;03 Visserij;2009;60.0;51.0;9.0;60.0;-2.5;-1.7;-2.5;55.5;46.9;55.5;29.4;24.9;29.4;-3.9;-3.1;-3.9;-5.1;-4.3;-5.1;1.0;2.0;;;;1.5;2.7;1.0;1.0;0.0;;;;;;;-0.9
233;03 Visserij;2010;59.0;50.0;9.0;58.0;-1.2;-1.4;-2.9;59.2;50.0;58.2;31.2;26.3;30.6;6.6;6.5;4.8;6.0;5.9;4.3;1.0;2.0;2.0;2.0;0.0;-7.4;-6.9;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;-5.9
234;03 Visserij;2011;60.0;51.0;9.0;59.0;0.8;1.0;0.8;62.3;52.7;61.3;32.7;27.7;32.2;5.3;5.5;5.3;5.1;5.3;5.1;1.0;2.0;2.0;2.0;0.0;-4.3;-4.1;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;-3.1
235;03 Visserij;2012;62.0;52.0;10.0;61.0;3.6;2.3;3.7;63.6;53.1;62.6;34.0;28.4;33.4;2.1;0.7;2.2;3.8;2.4;3.9;1.0;2.0;2.0;2.0;0.0;1.5;-0.2;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.5
236;03 Visserij;2013;64.0;54.0;10.0;63.0;3.3;4.0;3.3;62.8;52.9;61.9;32.3;27.1;31.8;-1.2;-0.5;-1.2;-5.1;-4.4;-5.0;1.0;2.0;2.0;2.0;0.0;4.5;8.8;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;3.0
237;03 Visserij;2014;70.0;59.0;11.0;70.0;9.4;8.9;11.2;65.9;55.1;65.9;33.2;27.8;33.2;4.8;4.3;6.5;2.9;2.4;4.5;1.0;2.0;2.0;2.0;0.0;4.4;6.4;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;5.8
238;03 Visserij;2015;67.0;56.0;11.0;67.0;-5.4;-5.0;-5.4;66.3;55.7;66.3;33.3;28.0;33.3;0.7;1.0;0.7;0.2;0.6;0.2;1.0;2.0;2.0;2.0;0.0;-6.0;-5.6;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;-5.6
239;03 Visserij;2016;66.0;55.0;11.0;66.0;-0.8;-1.1;-0.8;68.5;57.4;68.5;33.4;28.0;33.4;3.3;3.0;3.3;0.5;0.2;0.5;1.0;2.0;2.0;2.0;0.0;-4.0;-1.3;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;-2.2
