ID;Bedrijfsomvang;BedrijfstakBranchesSBI2008;Perioden;IndexcijfersOmzet_1;Omzetontwikkeling_2
317;Kleinbedrijf;43 Gespecialiseerde bouw;2012 3e kwartaal;135;-2.5
318;Kleinbedrijf;43 Gespecialiseerde bouw;2012 4e kwartaal;140;-12.0
319;Kleinbedrijf;43 Gespecialiseerde bouw;2012;133;-7.8
320;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2005 1e kwartaal;78;
321;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2005 2e kwartaal;107;
322;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2005 3e kwartaal;91;
323;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2005 4e kwartaal;124;
324;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2005;100;
325;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2006 1e kwartaal;90;15.8
326;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2006 2e kwartaal;119;10.8
327;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2006 3e kwartaal;100;9.8
328;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2006 4e kwartaal;138;11.1
329;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2006;112;11.6
330;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2007 1e kwartaal;100;11.3
331;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2007 2e kwartaal;129;8.7
332;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2007 3e kwartaal;110;10.2
333;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2007 4e kwartaal;147;7.0
334;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2007;122;9.0
335;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2008 1e kwartaal;112;11.9
336;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2008 2e kwartaal;141;9.0
337;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2008 3e kwartaal;119;7.8
338;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2008 4e kwartaal;150;1.6
339;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2008;130;7.1
340;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2009 1e kwartaal;110;-1.8
341;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2009 2e kwartaal;133;-5.3
342;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2009 3e kwartaal;112;-5.7
343;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2009 4e kwartaal;132;-11.6
344;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2009;122;-6.4
345;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2010 1e kwartaal;83;-24.8
346;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2010 2e kwartaal;113;-15.1
347;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2010 3e kwartaal;99;-11.8
348;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2010 4e kwartaal;121;-8.4
349;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2010;104;-14.7
350;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2011 1e kwartaal;93;12.3
351;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2011 2e kwartaal;117;3.5
352;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2011 3e kwartaal;100;1.8
353;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2011 4e kwartaal;124;2.5
354;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2011;109;4.5
355;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2012 1e kwartaal;81;-12.5
356;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2012 2e kwartaal;104;-11.6
357;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2012 3e kwartaal;93;-7.7
358;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2012 4e kwartaal;108;-12.7
359;Middenbedrijf;412-439 Bouw (geen projectontwikkeling);2012;97;-11.2
360;Middenbedrijf;412  Algemene B&U-bouw;2005 1e kwartaal;78;
361;Middenbedrijf;412  Algemene B&U-bouw;2005 2e kwartaal;110;
362;Middenbedrijf;412  Algemene B&U-bouw;2005 3e kwartaal;88;
363;Middenbedrijf;412  Algemene B&U-bouw;2005 4e kwartaal;124;
364;Middenbedrijf;412  Algemene B&U-bouw;2005;100;
365;Middenbedrijf;412  Algemene B&U-bouw;2006 1e kwartaal;92;18.9
366;Middenbedrijf;412  Algemene B&U-bouw;2006 2e kwartaal;124;12.4
367;Middenbedrijf;412  Algemene B&U-bouw;2006 3e kwartaal;99;12.2
368;Middenbedrijf;412  Algemene B&U-bouw;2006 4e kwartaal;137;11.0
369;Middenbedrijf;412  Algemene B&U-bouw;2006;113;13.2
370;Middenbedrijf;412  Algemene B&U-bouw;2007 1e kwartaal;101;9.8
371;Middenbedrijf;412  Algemene B&U-bouw;2007 2e kwartaal;129;4.3
372;Middenbedrijf;412  Algemene B&U-bouw;2007 3e kwartaal;106;7.2
373;Middenbedrijf;412  Algemene B&U-bouw;2007 4e kwartaal;144;4.9
374;Middenbedrijf;412  Algemene B&U-bouw;2007;120;6.2
375;Middenbedrijf;412  Algemene B&U-bouw;2008 1e kwartaal;118;16.6
376;Middenbedrijf;412  Algemene B&U-bouw;2008 2e kwartaal;147;14.1
377;Middenbedrijf;412  Algemene B&U-bouw;2008 3e kwartaal;119;11.7
378;Middenbedrijf;412  Algemene B&U-bouw;2008 4e kwartaal;153;5.9
379;Middenbedrijf;412  Algemene B&U-bouw;2008;134;11.6
380;Middenbedrijf;412  Algemene B&U-bouw;2009 1e kwartaal;110;-7.2
381;Middenbedrijf;412  Algemene B&U-bouw;2009 2e kwartaal;131;-11.3
382;Middenbedrijf;412  Algemene B&U-bouw;2009 3e kwartaal;105;-12.0
383;Middenbedrijf;412  Algemene B&U-bouw;2009 4e kwartaal;122;-20.0
384;Middenbedrijf;412  Algemene B&U-bouw;2009;117;-13.0
385;Middenbedrijf;412  Algemene B&U-bouw;2010 1e kwartaal;79;-27.9
386;Middenbedrijf;412  Algemene B&U-bouw;2010 2e kwartaal;108;-17.3
387;Middenbedrijf;412  Algemene B&U-bouw;2010 3e kwartaal;89;-14.9
388;Middenbedrijf;412  Algemene B&U-bouw;2010 4e kwartaal;111;-9.0
389;Middenbedrijf;412  Algemene B&U-bouw;2010;97;-17.1
390;Middenbedrijf;412  Algemene B&U-bouw;2011 1e kwartaal;92;16.5
391;Middenbedrijf;412  Algemene B&U-bouw;2011 2e kwartaal;114;5.7
392;Middenbedrijf;412  Algemene B&U-bouw;2011 3e kwartaal;94;5.6
393;Middenbedrijf;412  Algemene B&U-bouw;2011 4e kwartaal;114;3.1
394;Middenbedrijf;412  Algemene B&U-bouw;2011;104;7.1
395;Middenbedrijf;412  Algemene B&U-bouw;2012 1e kwartaal;78;-15.3
396;Middenbedrijf;412  Algemene B&U-bouw;2012 2e kwartaal;99;-13.6
397;Middenbedrijf;412  Algemene B&U-bouw;2012 3e kwartaal;87;-7.2
398;Middenbedrijf;412  Algemene B&U-bouw;2012 4e kwartaal;98;-14.2
399;Middenbedrijf;412  Algemene B&U-bouw;2012;91;-12.7
400;Middenbedrijf;42 Grond-, water- en wegenbouw;2005 1e kwartaal;68;
401;Middenbedrijf;42 Grond-, water- en wegenbouw;2005 2e kwartaal;101;
402;Middenbedrijf;42 Grond-, water- en wegenbouw;2005 3e kwartaal;93;
403;Middenbedrijf;42 Grond-, water- en wegenbouw;2005 4e kwartaal;137;
404;Middenbedrijf;42 Grond-, water- en wegenbouw;2005;100;
405;Middenbedrijf;42 Grond-, water- en wegenbouw;2006 1e kwartaal;75;11.2
406;Middenbedrijf;42 Grond-, water- en wegenbouw;2006 2e kwartaal;120;18.9
407;Middenbedrijf;42 Grond-, water- en wegenbouw;2006 3e kwartaal;106;13.6
408;Middenbedrijf;42 Grond-, water- en wegenbouw;2006 4e kwartaal;153;11.2
409;Middenbedrijf;42 Grond-, water- en wegenbouw;2006;114;13.7
410;Middenbedrijf;42 Grond-, water- en wegenbouw;2007 1e kwartaal;89;18.2
411;Middenbedrijf;42 Grond-, water- en wegenbouw;2007 2e kwartaal;144;19.4
412;Middenbedrijf;42 Grond-, water- en wegenbouw;2007 3e kwartaal;130;22.6
413;Middenbedrijf;42 Grond-, water- en wegenbouw;2007 4e kwartaal;186;21.5
414;Middenbedrijf;42 Grond-, water- en wegenbouw;2007;137;20.7
415;Middenbedrijf;42 Grond-, water- en wegenbouw;2008 1e kwartaal;94;6.0
416;Middenbedrijf;42 Grond-, water- en wegenbouw;2008 2e kwartaal;136;-5.8
417;Middenbedrijf;42 Grond-, water- en wegenbouw;2008 3e kwartaal;123;-5.3
418;Middenbedrijf;42 Grond-, water- en wegenbouw;2008 4e kwartaal;165;-11.3
419;Middenbedrijf;42 Grond-, water- en wegenbouw;2008;129;-5.6
420;Middenbedrijf;42 Grond-, water- en wegenbouw;2009 1e kwartaal;92;-2.6
421;Middenbedrijf;42 Grond-, water- en wegenbouw;2009 2e kwartaal;137;0.9
422;Middenbedrijf;42 Grond-, water- en wegenbouw;2009 3e kwartaal;127;3.9
423;Middenbedrijf;42 Grond-, water- en wegenbouw;2009 4e kwartaal;160;-2.9
424;Middenbedrijf;42 Grond-, water- en wegenbouw;2009;129;-0.2
425;Middenbedrijf;42 Grond-, water- en wegenbouw;2010 1e kwartaal;76;-16.9
426;Middenbedrijf;42 Grond-, water- en wegenbouw;2010 2e kwartaal;136;-0.4
427;Middenbedrijf;42 Grond-, water- en wegenbouw;2010 3e kwartaal;125;-2.2
428;Middenbedrijf;42 Grond-, water- en wegenbouw;2010 4e kwartaal;158;-1.1
429;Middenbedrijf;42 Grond-, water- en wegenbouw;2010;124;-4.0
430;Middenbedrijf;42 Grond-, water- en wegenbouw;2011 1e kwartaal;97;27.7
431;Middenbedrijf;42 Grond-, water- en wegenbouw;2011 2e kwartaal;145;6.2
432;Middenbedrijf;42 Grond-, water- en wegenbouw;2011 3e kwartaal;135;8.2
433;Middenbedrijf;42 Grond-, water- en wegenbouw;2011 4e kwartaal;186;17.4
434;Middenbedrijf;42 Grond-, water- en wegenbouw;2011;141;13.6
435;Middenbedrijf;42 Grond-, water- en wegenbouw;2012 1e kwartaal;89;-8.8
436;Middenbedrijf;42 Grond-, water- en wegenbouw;2012 2e kwartaal;137;-5.5
437;Middenbedrijf;42 Grond-, water- en wegenbouw;2012 3e kwartaal;123;-8.9
438;Middenbedrijf;42 Grond-, water- en wegenbouw;2012 4e kwartaal;157;-15.6
439;Middenbedrijf;42 Grond-, water- en wegenbouw;2012;126;-10.2
440;Middenbedrijf;43 Gespecialiseerde bouw;2005 1e kwartaal;80;
441;Middenbedrijf;43 Gespecialiseerde bouw;2005 2e kwartaal;106;
442;Middenbedrijf;43 Gespecialiseerde bouw;2005 3e kwartaal;93;
443;Middenbedrijf;43 Gespecialiseerde bouw;2005 4e kwartaal;121;
444;Middenbedrijf;43 Gespecialiseerde bouw;2005;100;
445;Middenbedrijf;43 Gespecialiseerde bouw;2006 1e kwartaal;92;14.1
446;Middenbedrijf;43 Gespecialiseerde bouw;2006 2e kwartaal;114;7.6
447;Middenbedrijf;43 Gespecialiseerde bouw;2006 3e kwartaal;99;7.1
448;Middenbedrijf;43 Gespecialiseerde bouw;2006 4e kwartaal;134;11.3
449;Middenbedrijf;43 Gespecialiseerde bouw;2006;110;9.9
450;Middenbedrijf;43 Gespecialiseerde bouw;2007 1e kwartaal;102;11.2
451;Middenbedrijf;43 Gespecialiseerde bouw;2007 2e kwartaal;126;10.2
452;Middenbedrijf;43 Gespecialiseerde bouw;2007 3e kwartaal;109;9.8
453;Middenbedrijf;43 Gespecialiseerde bouw;2007 4e kwartaal;141;5.1
454;Middenbedrijf;43 Gespecialiseerde bouw;2007;120;8.8
455;Middenbedrijf;43 Gespecialiseerde bouw;2008 1e kwartaal;111;9.0
456;Middenbedrijf;43 Gespecialiseerde bouw;2008 2e kwartaal;136;8.4
457;Middenbedrijf;43 Gespecialiseerde bouw;2008 3e kwartaal;118;8.0
458;Middenbedrijf;43 Gespecialiseerde bouw;2008 4e kwartaal;144;1.8
459;Middenbedrijf;43 Gespecialiseerde bouw;2008;127;6.4
460;Middenbedrijf;43 Gespecialiseerde bouw;2009 1e kwartaal;115;3.3
461;Middenbedrijf;43 Gespecialiseerde bouw;2009 2e kwartaal;135;-1.2
462;Middenbedrijf;43 Gespecialiseerde bouw;2009 3e kwartaal;115;-2.6
463;Middenbedrijf;43 Gespecialiseerde bouw;2009 4e kwartaal;135;-6.1
464;Middenbedrijf;43 Gespecialiseerde bouw;2009;125;-2.0
465;Middenbedrijf;43 Gespecialiseerde bouw;2010 1e kwartaal;88;-23.8
466;Middenbedrijf;43 Gespecialiseerde bouw;2010 2e kwartaal;112;-16.6
467;Middenbedrijf;43 Gespecialiseerde bouw;2010 3e kwartaal;101;-11.7
468;Middenbedrijf;43 Gespecialiseerde bouw;2010 4e kwartaal;122;-9.8
469;Middenbedrijf;43 Gespecialiseerde bouw;2010;106;-15.3
470;Middenbedrijf;43 Gespecialiseerde bouw;2011 1e kwartaal;93;6.0
471;Middenbedrijf;43 Gespecialiseerde bouw;2011 2e kwartaal;113;1.0
472;Middenbedrijf;43 Gespecialiseerde bouw;2011 3e kwartaal;98;-2.8
473;Middenbedrijf;43 Gespecialiseerde bouw;2011 4e kwartaal;119;-2.3
474;Middenbedrijf;43 Gespecialiseerde bouw;2011;106;0.2
475;Middenbedrijf;43 Gespecialiseerde bouw;2012 1e kwartaal;83;-11.0
476;Middenbedrijf;43 Gespecialiseerde bouw;2012 2e kwartaal;100;-11.5
477;Middenbedrijf;43 Gespecialiseerde bouw;2012 3e kwartaal;91;-7.7
478;Middenbedrijf;43 Gespecialiseerde bouw;2012 4e kwartaal;106;-10.5
479;Middenbedrijf;43 Gespecialiseerde bouw;2012;95;-10.3
480;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2005 1e kwartaal;79;
481;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2005 2e kwartaal;104;
482;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2005 3e kwartaal;96;
483;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2005 4e kwartaal;121;
484;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2005;100;
485;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2006 1e kwartaal;83;4.8
486;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2006 2e kwartaal;104;0.1
487;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2006 3e kwartaal;97;1.4
488;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2006 4e kwartaal;128;5.7
489;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2006;103;3.0
490;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2007 1e kwartaal;97;16.3
491;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2007 2e kwartaal;115;10.0
492;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2007 3e kwartaal;104;7.3
493;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2007 4e kwartaal;139;8.7
494;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2007;114;10.2
495;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2008 1e kwartaal;104;8.0
496;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2008 2e kwartaal;129;12.1
497;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2008 3e kwartaal;116;11.5
498;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2008 4e kwartaal;146;5.5
499;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2008;124;9.1
500;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2009 1e kwartaal;107;2.9
501;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2009 2e kwartaal;122;-5.1
502;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2009 3e kwartaal;110;-5.3
503;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2009 4e kwartaal;131;-10.4
504;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2009;118;-5.0
505;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2010 1e kwartaal;94;-12.0
506;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2010 2e kwartaal;118;-3.2
507;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2010 3e kwartaal;104;-5.2
508;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2010 4e kwartaal;127;-3.0
509;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2010;111;-5.6
510;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2011 1e kwartaal;98;4.0
511;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2011 2e kwartaal;116;-1.6
512;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2011 3e kwartaal;107;2.5
513;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2011 4e kwartaal;132;4.1
514;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2011;113;2.2
515;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2012 1e kwartaal;94;-4.6
516;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2012 2e kwartaal;116;-0.6
517;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2012 3e kwartaal;105;-2.0
518;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2012 4e kwartaal;129;-2.8
519;Grootbedrijf;412-439 Bouw (geen projectontwikkeling);2012;111;-2.5
520;Grootbedrijf;412  Algemene B&U-bouw;2005 1e kwartaal;81;
521;Grootbedrijf;412  Algemene B&U-bouw;2005 2e kwartaal;108;
522;Grootbedrijf;412  Algemene B&U-bouw;2005 3e kwartaal;93;
523;Grootbedrijf;412  Algemene B&U-bouw;2005 4e kwartaal;119;
524;Grootbedrijf;412  Algemene B&U-bouw;2005;100;
525;Grootbedrijf;412  Algemene B&U-bouw;2006 1e kwartaal;85;6.0
526;Grootbedrijf;412  Algemene B&U-bouw;2006 2e kwartaal;107;-0.6
527;Grootbedrijf;412  Algemene B&U-bouw;2006 3e kwartaal;89;-3.9
528;Grootbedrijf;412  Algemene B&U-bouw;2006 4e kwartaal;124;4.3
529;Grootbedrijf;412  Algemene B&U-bouw;2006;101;1.4
530;Grootbedrijf;412  Algemene B&U-bouw;2007 1e kwartaal;99;15.7
531;Grootbedrijf;412  Algemene B&U-bouw;2007 2e kwartaal;123;15.2
532;Grootbedrijf;412  Algemene B&U-bouw;2007 3e kwartaal;103;15.4
533;Grootbedrijf;412  Algemene B&U-bouw;2007 4e kwartaal;140;12.8
534;Grootbedrijf;412  Algemene B&U-bouw;2007;116;14.6
535;Grootbedrijf;412  Algemene B&U-bouw;2008 1e kwartaal;108;9.5
536;Grootbedrijf;412  Algemene B&U-bouw;2008 2e kwartaal;130;5.4
537;Grootbedrijf;412  Algemene B&U-bouw;2008 3e kwartaal;111;8.0
538;Grootbedrijf;412  Algemene B&U-bouw;2008 4e kwartaal;146;4.6
539;Grootbedrijf;412  Algemene B&U-bouw;2008;124;6.6
540;Grootbedrijf;412  Algemene B&U-bouw;2009 1e kwartaal;108;0.0
541;Grootbedrijf;412  Algemene B&U-bouw;2009 2e kwartaal;122;-5.8
542;Grootbedrijf;412  Algemene B&U-bouw;2009 3e kwartaal;102;-8.0
543;Grootbedrijf;412  Algemene B&U-bouw;2009 4e kwartaal;122;-16.6
544;Grootbedrijf;412  Algemene B&U-bouw;2009;114;-8.2
545;Grootbedrijf;412  Algemene B&U-bouw;2010 1e kwartaal;89;-17.5
546;Grootbedrijf;412  Algemene B&U-bouw;2010 2e kwartaal;113;-7.4
547;Grootbedrijf;412  Algemene B&U-bouw;2010 3e kwartaal;94;-8.4
548;Grootbedrijf;412  Algemene B&U-bouw;2010 4e kwartaal;113;-7.7
549;Grootbedrijf;412  Algemene B&U-bouw;2010;102;-10.1
550;Grootbedrijf;412  Algemene B&U-bouw;2011 1e kwartaal;90;1.0
551;Grootbedrijf;412  Algemene B&U-bouw;2011 2e kwartaal;103;-9.6
552;Grootbedrijf;412  Algemene B&U-bouw;2011 3e kwartaal;90;-4.0
553;Grootbedrijf;412  Algemene B&U-bouw;2011 4e kwartaal;110;-1.9
554;Grootbedrijf;412  Algemene B&U-bouw;2011;98;-3.9
555;Grootbedrijf;412  Algemene B&U-bouw;2012 1e kwartaal;82;-9.5
556;Grootbedrijf;412  Algemene B&U-bouw;2012 2e kwartaal;99;-3.6
557;Grootbedrijf;412  Algemene B&U-bouw;2012 3e kwartaal;87;-3.3
558;Grootbedrijf;412  Algemene B&U-bouw;2012 4e kwartaal;97;-12.2
559;Grootbedrijf;412  Algemene B&U-bouw;2012;91;-7.3
560;Grootbedrijf;42 Grond-, water- en wegenbouw;2005 1e kwartaal;69;
561;Grootbedrijf;42 Grond-, water- en wegenbouw;2005 2e kwartaal;101;
562;Grootbedrijf;42 Grond-, water- en wegenbouw;2005 3e kwartaal;99;
563;Grootbedrijf;42 Grond-, water- en wegenbouw;2005 4e kwartaal;131;
564;Grootbedrijf;42 Grond-, water- en wegenbouw;2005;100;
565;Grootbedrijf;42 Grond-, water- en wegenbouw;2006 1e kwartaal;72;4.8
566;Grootbedrijf;42 Grond-, water- en wegenbouw;2006 2e kwartaal;106;4.3
567;Grootbedrijf;42 Grond-, water- en wegenbouw;2006 3e kwartaal;109;10.7
568;Grootbedrijf;42 Grond-, water- en wegenbouw;2006 4e kwartaal;149;13.4
569;Grootbedrijf;42 Grond-, water- en wegenbouw;2006;109;8.9
570;Grootbedrijf;42 Grond-, water- en wegenbouw;2007 1e kwartaal;82;14.0
571;Grootbedrijf;42 Grond-, water- en wegenbouw;2007 2e kwartaal;104;-1.4
572;Grootbedrijf;42 Grond-, water- en wegenbouw;2007 3e kwartaal;100;-8.4
573;Grootbedrijf;42 Grond-, water- en wegenbouw;2007 4e kwartaal;140;-5.5
574;Grootbedrijf;42 Grond-, water- en wegenbouw;2007;107;-2.0
575;Grootbedrijf;42 Grond-, water- en wegenbouw;2008 1e kwartaal;86;4.8
576;Grootbedrijf;42 Grond-, water- en wegenbouw;2008 2e kwartaal;121;16.5
577;Grootbedrijf;42 Grond-, water- en wegenbouw;2008 3e kwartaal;114;13.3
578;Grootbedrijf;42 Grond-, water- en wegenbouw;2008 4e kwartaal;146;4.0
579;Grootbedrijf;42 Grond-, water- en wegenbouw;2008;117;9.4
580;Grootbedrijf;42 Grond-, water- en wegenbouw;2009 1e kwartaal;96;11.3
581;Grootbedrijf;42 Grond-, water- en wegenbouw;2009 2e kwartaal;123;1.3
582;Grootbedrijf;42 Grond-, water- en wegenbouw;2009 3e kwartaal;122;7.2
583;Grootbedrijf;42 Grond-, water- en wegenbouw;2009 4e kwartaal;152;4.0
584;Grootbedrijf;42 Grond-, water- en wegenbouw;2009;123;5.4
585;Grootbedrijf;42 Grond-, water- en wegenbouw;2010 1e kwartaal;86;-11.1
586;Grootbedrijf;42 Grond-, water- en wegenbouw;2010 2e kwartaal;118;-3.8
587;Grootbedrijf;42 Grond-, water- en wegenbouw;2010 3e kwartaal;110;-9.4
588;Grootbedrijf;42 Grond-, water- en wegenbouw;2010 4e kwartaal;149;-2.1
589;Grootbedrijf;42 Grond-, water- en wegenbouw;2010;116;-6.1
590;Grootbedrijf;42 Grond-, water- en wegenbouw;2011 1e kwartaal;87;2.3
591;Grootbedrijf;42 Grond-, water- en wegenbouw;2011 2e kwartaal;119;0.4
592;Grootbedrijf;42 Grond-, water- en wegenbouw;2011 3e kwartaal;112;1.9
593;Grootbedrijf;42 Grond-, water- en wegenbouw;2011 4e kwartaal;151;1.4
594;Grootbedrijf;42 Grond-, water- en wegenbouw;2011;117;1.4
595;Grootbedrijf;42 Grond-, water- en wegenbouw;2012 1e kwartaal;90;3.1
596;Grootbedrijf;42 Grond-, water- en wegenbouw;2012 2e kwartaal;130;9.9
597;Grootbedrijf;42 Grond-, water- en wegenbouw;2012 3e kwartaal;120;7.3
598;Grootbedrijf;42 Grond-, water- en wegenbouw;2012 4e kwartaal;167;10.9
599;Grootbedrijf;42 Grond-, water- en wegenbouw;2012;127;8.3
600;Grootbedrijf;43 Gespecialiseerde bouw;2005 1e kwartaal;87;
601;Grootbedrijf;43 Gespecialiseerde bouw;2005 2e kwartaal;102;
602;Grootbedrijf;43 Gespecialiseerde bouw;2005 3e kwartaal;97;
603;Grootbedrijf;43 Gespecialiseerde bouw;2005 4e kwartaal;114;
604;Grootbedrijf;43 Gespecialiseerde bouw;2005;100;
605;Grootbedrijf;43 Gespecialiseerde bouw;2006 1e kwartaal;89;3.1
606;Grootbedrijf;43 Gespecialiseerde bouw;2006 2e kwartaal;100;-2.6
607;Grootbedrijf;43 Gespecialiseerde bouw;2006 3e kwartaal;97;-0.2
608;Grootbedrijf;43 Gespecialiseerde bouw;2006 4e kwartaal;114;-0.1
609;Grootbedrijf;43 Gespecialiseerde bouw;2006;100;-0.1
610;Grootbedrijf;43 Gespecialiseerde bouw;2007 1e kwartaal;106;18.6
611;Grootbedrijf;43 Gespecialiseerde bouw;2007 2e kwartaal;113;13.1
612;Grootbedrijf;43 Gespecialiseerde bouw;2007 3e kwartaal;109;13.0
613;Grootbedrijf;43 Gespecialiseerde bouw;2007 4e kwartaal;136;18.9
614;Grootbedrijf;43 Gespecialiseerde bouw;2007;116;16.0
615;Grootbedrijf;43 Gespecialiseerde bouw;2008 1e kwartaal;115;8.3
616;Grootbedrijf;43 Gespecialiseerde bouw;2008 2e kwartaal;133;18.4
617;Grootbedrijf;43 Gespecialiseerde bouw;2008 3e kwartaal;125;14.5
618;Grootbedrijf;43 Gespecialiseerde bouw;2008 4e kwartaal;147;8.0
619;Grootbedrijf;43 Gespecialiseerde bouw;2008;130;12.2
620;Grootbedrijf;43 Gespecialiseerde bouw;2009 1e kwartaal;116;1.0
621;Grootbedrijf;43 Gespecialiseerde bouw;2009 2e kwartaal;121;-9.4
622;Grootbedrijf;43 Gespecialiseerde bouw;2009 3e kwartaal;110;-12.2
623;Grootbedrijf;43 Gespecialiseerde bouw;2009 4e kwartaal;125;-15.0
624;Grootbedrijf;43 Gespecialiseerde bouw;2009;118;-9.3
625;Grootbedrijf;43 Gespecialiseerde bouw;2010 1e kwartaal;109;-5.8
626;Grootbedrijf;43 Gespecialiseerde bouw;2010 2e kwartaal;125;3.1
627;Grootbedrijf;43 Gespecialiseerde bouw;2010 3e kwartaal;113;2.8
628;Grootbedrijf;43 Gespecialiseerde bouw;2010 4e kwartaal;128;2.2
629;Grootbedrijf;43 Gespecialiseerde bouw;2010;119;0.6
630;Grootbedrijf;43 Gespecialiseerde bouw;2011 1e kwartaal;119;8.5
631;Grootbedrijf;43 Gespecialiseerde bouw;2011 2e kwartaal;133;6.6
632;Grootbedrijf;43 Gespecialiseerde bouw;2011 3e kwartaal;124;10.3
633;Grootbedrijf;43 Gespecialiseerde bouw;2011 4e kwartaal;146;14.0
634;Grootbedrijf;43 Gespecialiseerde bouw;2011;130;9.9
635;Grootbedrijf;43 Gespecialiseerde bouw;2012 1e kwartaal;113;-4.7
636;Grootbedrijf;43 Gespecialiseerde bouw;2012 2e kwartaal;125;-5.9
637;Grootbedrijf;43 Gespecialiseerde bouw;2012 3e kwartaal;114;-8.3
638;Grootbedrijf;43 Gespecialiseerde bouw;2012 4e kwartaal;137;-5.9
639;Grootbedrijf;43 Gespecialiseerde bouw;2012;122;-6.2
