ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;AantalInstallatiesBijWoningen_5;OpgesteldVermogenVanZonnepanelen_6
5172;Wijk 36 Rotstergaast;De Fryske Marren                        ;Wijk      ;WK194036  ;1;9.0;30.0
5173;Rotstergaast;De Fryske Marren                        ;Buurt     ;BU19403601;1;9.0;30.0
5174;Wijk 37 Rotsterhaule;De Fryske Marren                        ;Wijk      ;WK194037  ;1;56.0;230.0
5175;Rotsterhaule;De Fryske Marren                        ;Buurt     ;BU19403701;1;56.0;230.0
5176;Wijk 38 Rottum;De Fryske Marren                        ;Wijk      ;WK194038  ;1;70.0;286.0
5177;Rottum;De Fryske Marren                        ;Buurt     ;BU19403801;1;70.0;286.0
5178;Wijk 39 Ruigahuizen;De Fryske Marren                        ;Wijk      ;WK194039  ;1;18.0;80.0
5179;Ruigahuizen;De Fryske Marren                        ;Buurt     ;BU19403901;1;18.0;80.0
5180;Wijk 40 Scharsterbrug;De Fryske Marren                        ;Wijk      ;WK194040  ;1;81.0;267.0
5181;Scharsterbrug;De Fryske Marren                        ;Buurt     ;BU19404001;1;81.0;267.0
5182;Wijk 41 Sint Nicolaasga;De Fryske Marren                        ;Wijk      ;WK194041  ;1;212.0;867.0
5183;Sint Nicolaasga;De Fryske Marren                        ;Buurt     ;BU19404101;1;212.0;867.0
5184;Wijk 42 Sinjohannesga;De Fryske Marren                        ;Wijk      ;WK194042  ;1;105.0;398.0
5185;Sintjohannesga;De Fryske Marren                        ;Buurt     ;BU19404201;1;105.0;398.0
5186;Wijk 43 Sloten;De Fryske Marren                        ;Wijk      ;WK194043  ;1;52.0;167.0
5187;Sloten;De Fryske Marren                        ;Buurt     ;BU19404301;1;52.0;167.0
5188;Wijk 44 Snikzwaag;De Fryske Marren                        ;Wijk      ;WK194044  ;1;5.0;17.0
5189;Snikzwaag;De Fryske Marren                        ;Buurt     ;BU19404401;1;5.0;17.0
5190;Wijk 45 Sondel;De Fryske Marren                        ;Wijk      ;WK194045  ;1;38.0;171.0
5191;Sondel;De Fryske Marren                        ;Buurt     ;BU19404501;1;38.0;171.0
5192;Wijk 46 Terherne;De Fryske Marren                        ;Wijk      ;WK194046  ;1;48.0;175.0
5193;Terherne;De Fryske Marren                        ;Buurt     ;BU19404601;1;48.0;175.0
5194;Wijk 47 Terkaple;De Fryske Marren                        ;Wijk      ;WK194047  ;1;20.0;78.0
5195;Terkaple;De Fryske Marren                        ;Buurt     ;BU19404701;1;20.0;78.0
5196;Wijk 48 Teroele;De Fryske Marren                        ;Wijk      ;WK194048  ;1;;
5197;Teroele;De Fryske Marren                        ;Buurt     ;BU19404801;1;;
5198;Wijk 49 Tjerkgaast;De Fryske Marren                        ;Wijk      ;WK194049  ;1;15.0;79.0
5199;Tjerkgaast;De Fryske Marren                        ;Buurt     ;BU19404901;1;15.0;79.0
5200;Wijk 50 Vegelinsoord;De Fryske Marren                        ;Wijk      ;WK194050  ;1;38.0;163.0
5201;Vegelinsoord;De Fryske Marren                        ;Buurt     ;BU19405001;1;38.0;163.0
5202;Wijk 51 Wijckel;De Fryske Marren                        ;Wijk      ;WK194051  ;1;53.0;277.0
5203;Wijckel;De Fryske Marren                        ;Buurt     ;BU19405101;1;53.0;277.0
5204;Geertruidenberg;Geertruidenberg                         ;Gemeente  ;GM0779    ;.;1021.0;3673.0
5205;Wijk 00 Raamsdonksveer;Geertruidenberg                         ;Wijk      ;WK077900  ;1;622.0;2155.0
5206;Raamsdonksveer;Geertruidenberg                         ;Buurt     ;BU07790000;1;309.0;1006.0
5207;Hooipolder en De Hoeven;Geertruidenberg                         ;Buurt     ;BU07790001;1;310.0;1131.0
5208;Industrieterrein Dombosch;Geertruidenberg                         ;Buurt     ;BU07790002;1;;
5209;Verspreide huizen Raamsdonksveer;Geertruidenberg                         ;Buurt     ;BU07790009;1;3.0;18.0
5210;Wijk 01 Raamsdonk;Geertruidenberg                         ;Wijk      ;WK077901  ;1;155.0;672.0
5211;Raamsdonk;Geertruidenberg                         ;Buurt     ;BU07790100;1;141.0;588.0
5212;Verspreide huizen Raamsdonk;Geertruidenberg                         ;Buurt     ;BU07790109;1;14.0;84.0
5213;Wijk 02 Geertruidenberg;Geertruidenberg                         ;Wijk      ;WK077902  ;1;244.0;845.0
5214;Geertruidenberg-Kom;Geertruidenberg                         ;Buurt     ;BU07790200;1;75.0;231.0
5215;Geertruidenberg-West;Geertruidenberg                         ;Buurt     ;BU07790201;1;74.0;289.0
5216;Geertruidenberg-Noord;Geertruidenberg                         ;Buurt     ;BU07790202;1;95.0;325.0
5217;Industrieterrein Dongeoever Amerkant;Geertruidenberg                         ;Buurt     ;BU07790203;1;;
5218;Verspreide huizen Geertruidenberg;Geertruidenberg                         ;Buurt     ;BU07790209;1;;
5219;Geldrop-Mierlo;Geldrop-Mierlo                          ;Gemeente  ;GM1771    ;.;2871.0;10552.0
5220;Wijk 00 Geldrop;Geldrop-Mierlo                          ;Wijk      ;WK177100  ;1;1884.0;6876.0
5221;Centrum;Geldrop-Mierlo                          ;Buurt     ;BU17710000;1;138.0;440.0
5222;Skandia;Geldrop-Mierlo                          ;Buurt     ;BU17710001;1;182.0;645.0
5223;Akert;Geldrop-Mierlo                          ;Buurt     ;BU17710002;1;116.0;439.0
5224;Zesgehuchten;Geldrop-Mierlo                          ;Buurt     ;BU17710003;1;304.0;1127.0
5225;Braakhuizen-Noord;Geldrop-Mierlo                          ;Buurt     ;BU17710004;1;202.0;795.0
5226;Braakhuizen-Zuid;Geldrop-Mierlo                          ;Buurt     ;BU17710005;1;221.0;786.0
5227;Coevering;Geldrop-Mierlo                          ;Buurt     ;BU17710006;1;302.0;1008.0
5228;Genoenhuis;Geldrop-Mierlo                          ;Buurt     ;BU17710007;1;405.0;1557.0
5229;Gijzenrooi;Geldrop-Mierlo                          ;Buurt     ;BU17710009;1;14.0;80.0
5230;Wijk 01 Mierlo;Geldrop-Mierlo                          ;Wijk      ;WK177101  ;1;987.0;3676.0
5231;Mierlo;Geldrop-Mierlo                          ;Buurt     ;BU17710100;1;831.0;3097.0
5232;Verspreide huizen Mierlo;Geldrop-Mierlo                          ;Buurt     ;BU17710109;1;156.0;579.0
5233;Gemert-Bakel;Gemert-Bakel                            ;Gemeente  ;GM1652    ;.;2306.0;8707.0
5234;Wijk 00 Gemert;Gemert-Bakel                            ;Wijk      ;WK165200  ;1;1522.0;5088.0
5235;Gemert-Centrum;Gemert-Bakel                            ;Buurt     ;BU16520000;1;341.0;1221.0
5236;Gemert-Noord;Gemert-Bakel                            ;Buurt     ;BU16520001;1;410.0;1150.0
5237;Gemert-Oost;Gemert-Bakel                            ;Buurt     ;BU16520002;1;581.0;1929.0
5238;Industrieterrein Scheiweg;Gemert-Bakel                            ;Buurt     ;BU16520003;1;4.0;18.0
5239;Doonheide;Gemert-Bakel                            ;Buurt     ;BU16520004;1;118.0;370.0
5240;Verspreide huizen Kampen-Esdonk;Gemert-Bakel                            ;Buurt     ;BU16520007;1;35.0;219.0
5241;Verspreide huizen Broekkant;Gemert-Bakel                            ;Buurt     ;BU16520008;1;24.0;121.0
5242;Verspreide huizen Rooije Hoef;Gemert-Bakel                            ;Buurt     ;BU16520009;1;9.0;60.0
5243;Wijk 01 Handel;Gemert-Bakel                            ;Wijk      ;WK165201  ;1;131.0;546.0
5244;Handel;Gemert-Bakel                            ;Buurt     ;BU16520100;1;109.0;417.0
5245;Verspreide huizen Verreheide;Gemert-Bakel                            ;Buurt     ;BU16520108;1;11.0;60.0
5246;Verspreide huizen Heereveld;Gemert-Bakel                            ;Buurt     ;BU16520109;1;11.0;70.0
5247;Wijk 02 De Mortel;Gemert-Bakel                            ;Wijk      ;WK165202  ;1;103.0;638.0
5248;De Mortel;Gemert-Bakel                            ;Buurt     ;BU16520200;1;58.0;220.0
5249;Verspreide huizen Milschot-Tereyken;Gemert-Bakel                            ;Buurt     ;BU16520208;1;18.0;131.0
5250;Verspreide huizen Mortelse Peel;Gemert-Bakel                            ;Buurt     ;BU16520209;1;27.0;287.0
5251;Wijk 03 Elsendorp;Gemert-Bakel                            ;Wijk      ;WK165203  ;1;54.0;268.0
5252;Elsendorp;Gemert-Bakel                            ;Buurt     ;BU16520300;1;37.0;144.0
5253;Verspreide huizen Elsendorp;Gemert-Bakel                            ;Buurt     ;BU16520309;1;17.0;124.0
5254;Wijk 04 Bakel;Gemert-Bakel                            ;Wijk      ;WK165204  ;1;313.0;1320.0
5255;Bakel;Gemert-Bakel                            ;Buurt     ;BU16520400;1;267.0;1019.0
5256;Verspreide huizen Grotelse Heide en Esp;Gemert-Bakel                            ;Buurt     ;BU16520408;1;21.0;151.0
5257;Verspr.h. ten zuidwesten van Bakel;Gemert-Bakel                            ;Buurt     ;BU16520409;1;25.0;150.0
5258;Wijk 05 Milheeze;Gemert-Bakel                            ;Wijk      ;WK165205  ;1;106.0;492.0
5259;Milheeze;Gemert-Bakel                            ;Buurt     ;BU16520500;1;77.0;305.0
5260;Verspreide huizen Groote Peel;Gemert-Bakel                            ;Buurt     ;BU16520508;1;4.0;29.0
5261;Verspreide huizen Milheeze;Gemert-Bakel                            ;Buurt     ;BU16520509;1;25.0;158.0
5262;Wijk 06 De Rips;Gemert-Bakel                            ;Wijk      ;WK165206  ;1;77.0;355.0
5263;De Rips;Gemert-Bakel                            ;Buurt     ;BU16520600;1;61.0;244.0
5264;Verspreide huizen Rips;Gemert-Bakel                            ;Buurt     ;BU16520609;1;16.0;110.0
5265;Gennep;Gennep                                  ;Gemeente  ;GM0907    ;.;1186.0;4560.0
5266;Wijk 00 Milsbeek;Gennep                                  ;Wijk      ;WK090700  ;1;222.0;914.0
5267;Milsbeek;Gennep                                  ;Buurt     ;BU09070000;1;161.0;630.0
5268;Sprokkelveld;Gennep                                  ;Buurt     ;BU09070001;1;40.0;165.0
5269;Bloemenstraat-Zwarteweg;Gennep                                  ;Buurt     ;BU09070009;1;21.0;119.0
5270;Wijk 01 Ottersum;Gennep                                  ;Wijk      ;WK090701  ;1;132.0;560.0
5271;Ottersum;Gennep                                  ;Buurt     ;BU09070100;1;103.0;396.0
5272;Aaldonk-Violenberg;Gennep                                  ;Buurt     ;BU09070108;1;15.0;91.0
5273;Looierheide;Gennep                                  ;Buurt     ;BU09070109;1;14.0;72.0
5274;Wijk 02 Ven-Zelderheide;Gennep                                  ;Wijk      ;WK090702  ;1;63.0;307.0
5275;Ven-Zelderheide;Gennep                                  ;Buurt     ;BU09070200;1;49.0;235.0
5276;Langehorst-Zelder;Gennep                                  ;Buurt     ;BU09070209;1;14.0;72.0
5277;Wijk 03 Gennep;Gennep                                  ;Wijk      ;WK090703  ;1;637.0;2160.0
5278;Oude Stadskern;Gennep                                  ;Buurt     ;BU09070300;1;28.0;82.0
5279;Noord;Gennep                                  ;Buurt     ;BU09070301;1;68.0;347.0
5280;Midden;Gennep                                  ;Buurt     ;BU09070302;1;189.0;649.0
5281;Zuid;Gennep                                  ;Buurt     ;BU09070303;1;349.0;1060.0
5282;Panoven-Maaskemp;Gennep                                  ;Buurt     ;BU09070309;1;3.0;22.0
5283;Wijk 04 Heijen;Gennep                                  ;Wijk      ;WK090704  ;1;132.0;620.0
5284;Heijen;Gennep                                  ;Buurt     ;BU09070400;1;108.0;490.0
5285;Heijensebos;Gennep                                  ;Buurt     ;BU09070408;1;8.0;57.0
5286;Diekendaal-Nieuwerf;Gennep                                  ;Buurt     ;BU09070409;1;16.0;72.0
5287;Gilze en Rijen;Gilze en Rijen                          ;Gemeente  ;GM0784    ;.;1538.0;6257.0
5288;Wijk 00 Rijen;Gilze en Rijen                          ;Wijk      ;WK078400  ;1;946.0;3610.0
5289;Rijen;Gilze en Rijen                          ;Buurt     ;BU07840000;1;898.0;3389.0
5290;Bedrijventerrein Haansberg;Gilze en Rijen                          ;Buurt     ;BU07840007;1;36.0;90.0
5291;Verspreide huizen Rijen;Gilze en Rijen                          ;Buurt     ;BU07840009;1;12.0;131.0
5292;Wijk 01 Gilze;Gilze en Rijen                          ;Wijk      ;WK078401  ;1;482.0;2104.0
5293;Gilze;Gilze en Rijen                          ;Buurt     ;BU07840100;1;397.0;1538.0
5294;Bedrijventerrein Broekakkers;Gilze en Rijen                          ;Buurt     ;BU07840107;1;5.0;29.0
5295;Verspreide huizen Gilze;Gilze en Rijen                          ;Buurt     ;BU07840109;1;80.0;537.0
5296;Wijk 02 Molenschot;Gilze en Rijen                          ;Wijk      ;WK078402  ;1;77.0;396.0
5297;Molenschot;Gilze en Rijen                          ;Buurt     ;BU07840200;1;61.0;272.0
5298;Verspreide huizen Molenschot;Gilze en Rijen                          ;Buurt     ;BU07840209;1;16.0;124.0
5299;Wijk 03 Hulten;Gilze en Rijen                          ;Wijk      ;WK078403  ;1;33.0;147.0
5300;Hulten;Gilze en Rijen                          ;Buurt     ;BU07840300;1;11.0;44.0
5301;Verspreide huizen Hulten;Gilze en Rijen                          ;Buurt     ;BU07840309;1;22.0;104.0
5302;Goeree-Overflakkee;Goeree-Overflakkee                      ;Gemeente  ;GM1924    ;.;4309.0;13605.0
5303;Goedereede;Goeree-Overflakkee                      ;Wijk      ;WK192400  ;1;184.0;656.0
5304;Goedereede woonkern;Goeree-Overflakkee                      ;Buurt     ;BU19240001;1;132.0;435.0
5305;Goedereede havenhoofd;Goeree-Overflakkee                      ;Buurt     ;BU19240002;1;26.0;98.0
5306;Goedereede buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240003;1;26.0;122.0
5307;Ouddorp;Goeree-Overflakkee                      ;Wijk      ;WK192401  ;1;579.0;2284.0
5308;Ouddorp centrum;Goeree-Overflakkee                      ;Buurt     ;BU19240101;1;122.0;389.0
5309;Ouddorp noord;Goeree-Overflakkee                      ;Buurt     ;BU19240102;1;136.0;667.0
5310;Ouddorp zuid;Goeree-Overflakkee                      ;Buurt     ;BU19240103;1;112.0;396.0
5311;Ouddorp klepperstee klarebeek;Goeree-Overflakkee                      ;Buurt     ;BU19240104;1;9.0;35.0
5312;Ouddorp oude nieuwlandseweg;Goeree-Overflakkee                      ;Buurt     ;BU19240105;1;58.0;174.0
5313;Ouddorp brouwersdam;Goeree-Overflakkee                      ;Buurt     ;BU19240106;1;;
5314;Ouddorp westeinde;Goeree-Overflakkee                      ;Buurt     ;BU19240107;1;;
5315;Ouddorp oudeland;Goeree-Overflakkee                      ;Buurt     ;BU19240108;1;9.0;28.0
5316;Ouddorp buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240109;1;133.0;595.0
5317;Stellendam;Goeree-Overflakkee                      ;Wijk      ;WK192402  ;1;310.0;933.0
5318;Stellendam centrum;Goeree-Overflakkee                      ;Buurt     ;BU19240201;1;98.0;315.0
5319;Stellendam west;Goeree-Overflakkee                      ;Buurt     ;BU19240202;1;206.0;586.0
5320;Stellendam zuiderdiep;Goeree-Overflakkee                      ;Buurt     ;BU19240203;1;;
5321;Stellendam haven;Goeree-Overflakkee                      ;Buurt     ;BU19240204;1;;
5322;Stellendam buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240205;1;;
5323;Middelharnis;Goeree-Overflakkee                      ;Wijk      ;WK192403  ;1;701.0;1708.0
5324;Middelharnis westplaat;Goeree-Overflakkee                      ;Buurt     ;BU19240301;1;125.0;314.0
5325;Middelharnis centrum;Goeree-Overflakkee                      ;Buurt     ;BU19240302;1;69.0;222.0
5326;Middelharnis prinsenkwartier;Goeree-Overflakkee                      ;Buurt     ;BU19240303;1;180.0;416.0
5327;Middelharnis bomenbuurt;Goeree-Overflakkee                      ;Buurt     ;BU19240304;1;310.0;680.0
5328;Middelharnis oostplaat;Goeree-Overflakkee                      ;Buurt     ;BU19240305;1;4.0;17.0
5329;Middelharnis Nieuw Zeeland;Goeree-Overflakkee                      ;Buurt     ;BU19240306;1;9.0;29.0
5330;Middelharnis buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240307;1;4.0;30.0
5331;Ooltgensplaat;Goeree-Overflakkee                      ;Wijk      ;WK192404  ;1;195.0;728.0
5332;Ooltgensplaat woonkern;Goeree-Overflakkee                      ;Buurt     ;BU19240401;1;180.0;547.0
5333;Ooltgensplaat haven;Goeree-Overflakkee                      ;Buurt     ;BU19240402;1;;
5334;Ooltgensplaat buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240403;1;15.0;181.0
5335;Den Bommel;Goeree-Overflakkee                      ;Wijk      ;WK192405  ;1;193.0;568.0
5336;Den Bommel woonkern;Goeree-Overflakkee                      ;Buurt     ;BU19240501;1;176.0;505.0
5337;Den Bommel buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240502;1;17.0;63.0
5338;Oude-Tonge;Goeree-Overflakkee                      ;Wijk      ;WK192406  ;1;484.0;1300.0
5339;Oude-Tonge centrum;Goeree-Overflakkee                      ;Buurt     ;BU19240601;1;182.0;425.0
5340;Oude-Tonge prinsessenbuurt handelskade;Goeree-Overflakkee                      ;Buurt     ;BU19240602;1;122.0;355.0
5341;Oude-Tonge planetenbuurt;Goeree-Overflakkee                      ;Buurt     ;BU19240603;1;148.0;319.0
5342;Oude-Tonge haven;Goeree-Overflakkee                      ;Buurt     ;BU19240604;1;;
5343;Oude-Tonge industriegebied;Goeree-Overflakkee                      ;Buurt     ;BU19240605;1;;
5344;Oude-Tonge buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240606;1;24.0;132.0
5345;Dirksland;Goeree-Overflakkee                      ;Wijk      ;WK192407  ;1;465.0;1555.0
5346;Dirksland centrum;Goeree-Overflakkee                      ;Buurt     ;BU19240701;1;140.0;394.0
5347;Dirksland noord;Goeree-Overflakkee                      ;Buurt     ;BU19240702;1;92.0;294.0
5348;Dirksland zuid;Goeree-Overflakkee                      ;Buurt     ;BU19240703;1;164.0;507.0
5349;Dirksland industriegebied;Goeree-Overflakkee                      ;Buurt     ;BU19240704;1;36.0;149.0
5350;Dirksland buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240705;1;33.0;210.0
5351;Melissant;Goeree-Overflakkee                      ;Wijk      ;WK192408  ;1;165.0;625.0
5352;Melissant woonkern;Goeree-Overflakkee                      ;Buurt     ;BU19240801;1;137.0;457.0
5353;Melissant buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240802;1;28.0;168.0
5354;Herkingen;Goeree-Overflakkee                      ;Wijk      ;WK192409  ;1;63.0;316.0
5355;Herkingen woonkern;Goeree-Overflakkee                      ;Buurt     ;BU19240901;1;49.0;206.0
5356;Herkingen buitenplaats;Goeree-Overflakkee                      ;Buurt     ;BU19240902;1;;
5357;Herkingen buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240903;1;;
5358;Sommelsdijk;Goeree-Overflakkee                      ;Wijk      ;WK192410  ;1;367.0;1246.0
5359;Sommelsdijk centrum;Goeree-Overflakkee                      ;Buurt     ;BU19241001;1;27.0;88.0
5360;Sommelsdijk bloemenbuurt;Goeree-Overflakkee                      ;Buurt     ;BU19241002;1;45.0;174.0
5361;Sommelsdijk westplaat;Goeree-Overflakkee                      ;Buurt     ;BU19241003;1;99.0;316.0
5362;Sommelsdijk vogelbuurt oost;Goeree-Overflakkee                      ;Buurt     ;BU19241004;1;65.0;194.0
5363;Sommelsdijk vogelbuurt west;Goeree-Overflakkee                      ;Buurt     ;BU19241005;1;111.0;346.0
5364;Sommelsdijk buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19241006;1;20.0;129.0
5365;Nieuwe-Tonge;Goeree-Overflakkee                      ;Wijk      ;WK192411  ;1;252.0;729.0
5366;Nieuwe-Tonge woonkern;Goeree-Overflakkee                      ;Buurt     ;BU19241101;1;238.0;666.0
5367;Nieuwe-Tonge battenoord;Goeree-Overflakkee                      ;Buurt     ;BU19241102;1;3.0;7.0
5368;Nieuwe-Tonge buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19241103;1;11.0;56.0
5369;Stad aan 't Haringvliet;Goeree-Overflakkee                      ;Wijk      ;WK192412  ;1;251.0;611.0
5370;Stad aan 't Haringvliet woonkern;Goeree-Overflakkee                      ;Buurt     ;BU19241201;1;243.0;559.0
5371;Stad aan 't Haringvliet buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19241202;1;8.0;52.0
5372;Achthuizen;Goeree-Overflakkee                      ;Wijk      ;WK192413  ;1;100.0;346.0
5373;Achthuizen woonkern;Goeree-Overflakkee                      ;Buurt     ;BU19241301;1;69.0;173.0
5374;Achthuizen buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19241302;1;31.0;173.0
5375;Goes;Goes                                    ;Gemeente  ;GM0664    ;.;3942.0;11282.0
5376;Wijk 01 Goes;Goes                                    ;Wijk      ;WK066401  ;1;2747.0;7615.0
5377;Goes-Centrum;Goes                                    ;Buurt     ;BU06640101;1;94.0;160.0
5378;Goes-Oost;Goes                                    ;Buurt     ;BU06640102;1;321.0;799.0
5379;Goes-Zuid;Goes                                    ;Buurt     ;BU06640103;1;424.0;912.0
5380;Goes-West;Goes                                    ;Buurt     ;BU06640104;1;202.0;594.0
5381;Goes-Noordwest;Goes                                    ;Buurt     ;BU06640105;1;762.0;1595.0
5382;Goes-Noordoost;Goes                                    ;Buurt     ;BU06640106;1;192.0;564.0
5383;Industrieterrein De Poel;Goes                                    ;Buurt     ;BU06640107;1;7.0;151.0
5384;Industrieterrein Haven;Goes                                    ;Buurt     ;BU06640108;1;80.0;293.0
5385;Goese Meer;Goes                                    ;Buurt     ;BU06640109;1;133.0;572.0
5386;Overzuid;Goes                                    ;Buurt     ;BU06640110;1;320.0;1235.0
5387;Mannee;Goes                                    ;Buurt     ;BU06640111;1;212.0;741.0
5388;Wijk 02 Wilhelminadorp;Goes                                    ;Wijk      ;WK066402  ;1;109.0;291.0
5389;Wilhelminadorp;Goes                                    ;Buurt     ;BU06640220;1;106.0;282.0
5390;Verspreide huizen Wilhelminadorp;Goes                                    ;Buurt     ;BU06640229;1;3.0;9.0
5391;Wijk 03 Kloetinge;Goes                                    ;Wijk      ;WK066403  ;1;409.0;1218.0
5392;Kloetinge;Goes                                    ;Buurt     ;BU06640330;1;171.0;436.0
5393;Oostmolenpark;Goes                                    ;Buurt     ;BU06640331;1;223.0;698.0
5394;Verspreide huizen in het Oosten;Goes                                    ;Buurt     ;BU06640338;1;11.0;65.0
5395;Verspreide huizen in het Zuiden;Goes                                    ;Buurt     ;BU06640339;1;4.0;20.0
5396;Wijk 04 Kattendijke;Goes                                    ;Wijk      ;WK066404  ;1;73.0;296.0
5397;Kattendijke;Goes                                    ;Buurt     ;BU06640440;1;53.0;151.0
5398;Verspreide huizen Kattendijke;Goes                                    ;Buurt     ;BU06640449;1;20.0;145.0
5399;Wijk 05 's-Heer-Arendskerke;Goes                                    ;Wijk      ;WK066405  ;1;165.0;482.0
5400;'s-Heer-Arendskerke;Goes                                    ;Buurt     ;BU06640550;1;151.0;436.0
5401;De Schenge;Goes                                    ;Buurt     ;BU06640551;1;10.0;28.0
5402;Verspreide huizen in het Westen;Goes                                    ;Buurt     ;BU06640559;1;4.0;18.0
5403;Wijk 06 Eindewege;Goes                                    ;Wijk      ;WK066406  ;1;38.0;129.0
5404;Eindewege;Goes                                    ;Buurt     ;BU06640660;1;38.0;129.0
5405;Wijk 07 's-Heer-Hendrikskinderen;Goes                                    ;Wijk      ;WK066407  ;1;157.0;493.0
5406;'s-Heer-Hendrikskinderen;Goes                                    ;Buurt     ;BU06640770;1;147.0;445.0
5407;Verspr.h. ten N. v. 's-Heer-Hendrikskind;Goes                                    ;Buurt     ;BU06640778;1;4.0;14.0
5408;Verspr.h. ten Z. v. 's-Heer-Hendrikskind;Goes                                    ;Buurt     ;BU06640779;1;6.0;35.0
5409;Wijk 08 Wolphaartsdijk;Goes                                    ;Wijk      ;WK066408  ;1;212.0;663.0
5410;Wolphaartsdijk;Goes                                    ;Buurt     ;BU06640880;1;160.0;450.0
5411;Verspreide huizen Wolphaartsdijk;Goes                                    ;Buurt     ;BU06640889;1;52.0;214.0
5412;Wijk 09 Oud-Sabbinge;Goes                                    ;Wijk      ;WK066409  ;1;32.0;94.0
5413;Oud-Sabbinge;Goes                                    ;Buurt     ;BU06640990;1;32.0;94.0
5414;Goirle;Goirle                                  ;Gemeente  ;GM0785    ;.;1320.0;5165.0
5415;Wijk 01 Goirle-Centrum;Goirle                                  ;Wijk      ;WK078501  ;1;70.0;205.0
5416;Goirle-Centrum;Goirle                                  ;Buurt     ;BU07850101;1;70.0;205.0
5417;Wijk 02 Grobbendonck;Goirle                                  ;Wijk      ;WK078502  ;1;103.0;378.0
5418;Grobbendonck;Goirle                                  ;Buurt     ;BU07850202;1;103.0;378.0
5419;Wijk 03 De Groote Akkers;Goirle                                  ;Wijk      ;WK078503  ;1;98.0;405.0
5420;De Groote Akkers;Goirle                                  ;Buurt     ;BU07850303;1;86.0;345.0
5421;De Leijzoom;Goirle                                  ;Buurt     ;BU07850304;1;12.0;60.0
5422;Wijk 04 De Hoge Wal;Goirle                                  ;Wijk      ;WK078504  ;1;58.0;251.0
5423;De Hoogte;Goirle                                  ;Buurt     ;BU07850405;1;36.0;136.0
5424;De Vallei;Goirle                                  ;Buurt     ;BU07850406;1;22.0;115.0
5425;Wijk 05 Abcoven;Goirle                                  ;Wijk      ;WK078505  ;1;47.0;157.0
5426;Abcoven;Goirle                                  ;Buurt     ;BU07850507;1;47.0;157.0
5427;Wijk 06 Wildackers;Goirle                                  ;Wijk      ;WK078506  ;1;94.0;377.0
5428;Wildackers;Goirle                                  ;Buurt     ;BU07850608;1;94.0;377.0
5429;Wijk 07 't Ven;Goirle                                  ;Wijk      ;WK078507  ;1;91.0;401.0
5430;'t Ven;Goirle                                  ;Buurt     ;BU07850709;1;59.0;275.0
5431;Burgemeesters;Goirle                                  ;Buurt     ;BU07850710;1;32.0;126.0
5432;Wijk 08 De Boschkens;Goirle                                  ;Wijk      ;WK078508  ;1;228.0;771.0
5433;Tilburgseweg;Goirle                                  ;Buurt     ;BU07850811;1;3.0;15.0
5434;De Boschkens-West;Goirle                                  ;Buurt     ;BU07850812;1;185.0;517.0
5435;De Boschkens-Oost;Goirle                                  ;Buurt     ;BU07850813;1;40.0;238.0
5436;Wijk 09 De Hellen;Goirle                                  ;Wijk      ;WK078509  ;1;207.0;744.0
5437;Vennen;Goirle                                  ;Buurt     ;BU07850914;1;45.0;149.0
5438;Bomen;Goirle                                  ;Buurt     ;BU07850915;1;47.0;162.0
5439;De Villa;Goirle                                  ;Buurt     ;BU07850916;1;20.0;85.0
5440;Rivieren;Goirle                                  ;Buurt     ;BU07850917;1;40.0;155.0
5441;Kruiden;Goirle                                  ;Buurt     ;BU07850918;1;55.0;193.0
5442;Wijk 10 De Nieuwe Erven;Goirle                                  ;Wijk      ;WK078510  ;1;44.0;162.0
5443;De Nieuwe Erven;Goirle                                  ;Buurt     ;BU07851019;1;44.0;162.0
5444;Wijk 11 Hoogeind;Goirle                                  ;Wijk      ;WK078511  ;1;67.0;431.0
5445;Hoogeind;Goirle                                  ;Buurt     ;BU07851120;1;16.0;59.0
5446;Geestelijken;Goirle                                  ;Buurt     ;BU07851121;1;29.0;101.0
5447;Herstallen;Goirle                                  ;Buurt     ;BU07851122;1;22.0;271.0
5448;Wijk 12 Sportpark Van den Wildenberg;Goirle                                  ;Wijk      ;WK078512  ;1;;
5449;Sportpark Van den Wildenberg;Goirle                                  ;Buurt     ;BU07851223;1;;
5450;Wijk 13 Bedrijventerrein Tijvoort;Goirle                                  ;Wijk      ;WK078513  ;1;6.0;32.0
5451;Tijlvoort-Noort;Goirle                                  ;Buurt     ;BU07851324;1;3.0;22.0
