ID;Vormen;Wijken;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;k_0Tot4Jaar_2;k_4Tot12Jaar_3;k_12Tot18Jaar_4;k_18Tot23Jaar_5;ThuiswonendKindInEenouderhuishouden_6;ThuiswonendKindBijEenPaar_7;AnderHuishouden_8;TotaalTrajectenInNatura_9;GemeentelijkeToegang_10;Huisarts_11;Jeugdarts_12;GecertificeerdeInstelling_13;MedischSpecialist_14;RechterOfficierVanJustitie_15;GeenVerwijzer_16;VerwijzerOnbekend_17;Gemeentenaam_18;SoortRegio_19;Codering_20;IndelingswijzigingWijken_21
9297;Jeugdhulp zonder verblijf;Holthees;1e halfjaar 2024;;;;;;;;;10.0;;;;;;;;;Land van Cuijk                          ;Wijk     ;WK198232  ;1.0
9298;Jeugdhulp zonder verblijf;Maashees;1e halfjaar 2024;15.0;;10.0;;;;;;15.0;10.0;;;;;;;;Land van Cuijk                          ;Wijk     ;WK198233  ;1.0
9299;Jeugdhulp zonder verblijf;Landgraaf;1e halfjaar 2024;665.0;40.0;340.0;280.0;;240.0;370.0;50.0;850.0;510.0;105.0;20.0;80.0;25.0;;105.0;;Landgraaf                               ;Gemeente ;GM0882    ;1.0
9300;Jeugdhulp zonder verblijf;Wijk 00 Schaesberg;1e halfjaar 2024;270.0;15.0;135.0;115.0;;95.0;160.0;10.0;365.0;215.0;50.0;;20.0;10.0;;55.0;;Landgraaf                               ;Wijk     ;WK088200  ;1.0
9301;Jeugdhulp zonder verblijf;Wijk 01 Nieuwenhagen;1e halfjaar 2024;135.0;10.0;70.0;60.0;;50.0;80.0;10.0;170.0;90.0;25.0;10.0;15.0;10.0;;20.0;;Landgraaf                               ;Wijk     ;WK088201  ;1.0
9302;Jeugdhulp zonder verblijf;Wijk 02 Ubach over Worms;1e halfjaar 2024;210.0;10.0;115.0;80.0;;75.0;115.0;20.0;275.0;185.0;30.0;;20.0;10.0;;30.0;;Landgraaf                               ;Wijk     ;WK088202  ;1.0
9303;Jeugdhulp zonder verblijf;Landsmeer;1e halfjaar 2024;235.0;;105.0;115.0;;65.0;160.0;;275.0;60.0;145.0;;10.0;;;55.0;;Landsmeer                               ;Gemeente ;GM0415    ;1.0
9304;Jeugdhulp zonder verblijf;Purmerland;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Landsmeer                               ;Wijk     ;WK041501  ;1.0
9305;Jeugdhulp zonder verblijf;Den Ilp;1e halfjaar 2024;10.0;;;;;;;;10.0;;;;;;;;;Landsmeer                               ;Wijk     ;WK041502  ;1.0
9306;Jeugdhulp zonder verblijf;Landsmeer;1e halfjaar 2024;140.0;;55.0;75.0;;45.0;90.0;;165.0;50.0;80.0;;;;;25.0;;Landsmeer                               ;Wijk     ;WK041503  ;1.0
9307;Jeugdhulp zonder verblijf;Lansingerland;1e halfjaar 2024;1660.0;25.0;820.0;770.0;40.0;355.0;1255.0;45.0;2205.0;360.0;1505.0;50.0;75.0;120.0;;90.0;;Lansingerland                           ;Gemeente ;GM1621    ;1.0
9308;Jeugdhulp zonder verblijf;Wijk 11 Bergschenhoek;1e halfjaar 2024;90.0;;35.0;50.0;;25.0;60.0;;130.0;25.0;90.0;;;10.0;;;;Lansingerland                           ;Wijk     ;WK162111  ;1.0
9309;Jeugdhulp zonder verblijf;Wijk 12 De Ackers;1e halfjaar 2024;175.0;10.0;85.0;80.0;;30.0;140.0;;230.0;40.0;160.0;10.0;;15.0;;;;Lansingerland                           ;Wijk     ;WK162112  ;1.0
9310;Jeugdhulp zonder verblijf;Wijk 13 Boterdorp;1e halfjaar 2024;140.0;;65.0;70.0;;25.0;110.0;;195.0;35.0;135.0;;;10.0;;;;Lansingerland                           ;Wijk     ;WK162113  ;1.0
9311;Jeugdhulp zonder verblijf;Wijk 14 Wilderszijde;1e halfjaar 2024;10.0;;;;;;10.0;;10.0;;10.0;;;;;;;Lansingerland                           ;Wijk     ;WK162114  ;1.0
9312;Jeugdhulp zonder verblijf;Wijk 15 Oosteindsche Polder;1e halfjaar 2024;20.0;;;10.0;;;15.0;;25.0;;15.0;;;;;;;Lansingerland                           ;Wijk     ;WK162115  ;1.0
9313;Jeugdhulp zonder verblijf;Wijk 21 Berkel;1e halfjaar 2024;110.0;;55.0;55.0;;35.0;70.0;;145.0;30.0;90.0;;10.0;;;;;Lansingerland                           ;Wijk     ;WK162121  ;1.0
9314;Jeugdhulp zonder verblijf;Wijk 22 Noordpolder;1e halfjaar 2024;115.0;;60.0;55.0;;20.0;90.0;;170.0;20.0;115.0;;10.0;15.0;;;;Lansingerland                           ;Wijk     ;WK162122  ;1.0
9315;Jeugdhulp zonder verblijf;Wijk 23 Meerpolder;1e halfjaar 2024;180.0;;90.0;80.0;10.0;45.0;135.0;;245.0;25.0;190.0;;;15.0;;;;Lansingerland                           ;Wijk     ;WK162123  ;1.0
9316;Jeugdhulp zonder verblijf;Wijk 24 Noordeinde;1e halfjaar 2024;20.0;;15.0;;;;15.0;;35.0;;20.0;;;;;;;Lansingerland                           ;Wijk     ;WK162124  ;1.0
9317;Jeugdhulp zonder verblijf;Wijk 25 Zuidpolder;1e halfjaar 2024;130.0;;65.0;65.0;;25.0;105.0;;175.0;35.0;110.0;;;10.0;;;;Lansingerland                           ;Wijk     ;WK162125  ;1.0
9318;Jeugdhulp zonder verblijf;Wijk 26 De Wadden;1e halfjaar 2024;75.0;;40.0;40.0;;;70.0;;100.0;10.0;85.0;;;;;;;Lansingerland                           ;Wijk     ;WK162126  ;1.0
9319;Jeugdhulp zonder verblijf;Wijk 27 Westpolder;1e halfjaar 2024;165.0;;90.0;65.0;;35.0;130.0;;215.0;30.0;155.0;;;15.0;;;;Lansingerland                           ;Wijk     ;WK162127  ;1.0
9320;Jeugdhulp zonder verblijf;Wijk 28 Rodenrijs;1e halfjaar 2024;55.0;;35.0;15.0;;10.0;45.0;;75.0;;55.0;;;;;;;Lansingerland                           ;Wijk     ;WK162128  ;1.0
9321;Jeugdhulp zonder verblijf;Wijk 31 Bleiswijk;1e halfjaar 2024;95.0;;50.0;40.0;;20.0;70.0;;115.0;20.0;80.0;;;10.0;;;;Lansingerland                           ;Wijk     ;WK162131  ;1.0
9322;Jeugdhulp zonder verblijf;Wijk 32 Hoekeindse Zoom;1e halfjaar 2024;145.0;;70.0;70.0;;35.0;105.0;;190.0;20.0;150.0;;;;;;;Lansingerland                           ;Wijk     ;WK162132  ;1.0
9323;Jeugdhulp zonder verblijf;Wijk 33 Bleiswijk Buiten;1e halfjaar 2024;15.0;;10.0;;;;10.0;;20.0;;15.0;;;;;;;Lansingerland                           ;Wijk     ;WK162133  ;1.0
9324;Jeugdhulp zonder verblijf;Laren (NH.);1e halfjaar 2024;220.0;;115.0;90.0;;60.0;155.0;;265.0;60.0;175.0;;;10.0;;;;Laren (NH.)                             ;Gemeente ;GM0417    ;1.0
9325;Jeugdhulp zonder verblijf;Laren;1e halfjaar 2024;210.0;;110.0;90.0;;55.0;150.0;;255.0;55.0;170.0;;;10.0;;;;Laren (NH.)                             ;Wijk     ;WK041703  ;1.0
9326;Jeugdhulp zonder verblijf;Leeuwarden;1e halfjaar 2024;3285.0;240.0;1525.0;1365.0;155.0;1190.0;1935.0;160.0;4020.0;750.0;1625.0;280.0;275.0;130.0;40.0;920.0;;Leeuwarden                              ;Gemeente ;GM0080    ;1.0
9327;Jeugdhulp zonder verblijf;Binnenstad;1e halfjaar 2024;25.0;;10.0;15.0;;15.0;10.0;;35.0;;10.0;;;;;15.0;;Leeuwarden                              ;Wijk     ;WK008010  ;1.0
9328;Jeugdhulp zonder verblijf;Potmargezone;1e halfjaar 2024;220.0;30.0;100.0;80.0;;95.0;105.0;15.0;285.0;55.0;80.0;15.0;20.0;;;105.0;;Leeuwarden                              ;Wijk     ;WK008011  ;1.0
9329;Jeugdhulp zonder verblijf;Oud-Oost;1e halfjaar 2024;270.0;30.0;130.0;100.0;15.0;135.0;115.0;20.0;355.0;70.0;105.0;40.0;30.0;10.0;;90.0;;Leeuwarden                              ;Wijk     ;WK008020  ;1.0
9330;Jeugdhulp zonder verblijf;Sonnenborgh e.o.;1e halfjaar 2024;195.0;15.0;90.0;80.0;10.0;80.0;105.0;;235.0;30.0;120.0;15.0;15.0;10.0;;45.0;;Leeuwarden                              ;Wijk     ;WK008030  ;1.0
9331;Jeugdhulp zonder verblijf;Westeinde e.o.;1e halfjaar 2024;90.0;;40.0;40.0;;15.0;65.0;10.0;115.0;20.0;50.0;;;;;20.0;;Leeuwarden                              ;Wijk     ;WK008031  ;1.0
9332;Jeugdhulp zonder verblijf;Vossepark & Helicon;1e halfjaar 2024;105.0;;45.0;55.0;;35.0;65.0;;120.0;20.0;75.0;;;10.0;;10.0;;Leeuwarden                              ;Wijk     ;WK008032  ;1.0
9333;Jeugdhulp zonder verblijf;Huizum-West;1e halfjaar 2024;185.0;15.0;85.0;75.0;15.0;90.0;90.0;;220.0;40.0;100.0;;15.0;;;50.0;;Leeuwarden                              ;Wijk     ;WK008040  ;1.0
9334;Jeugdhulp zonder verblijf;Nijlân & De Zwette;1e halfjaar 2024;90.0;10.0;45.0;35.0;;40.0;45.0;;110.0;25.0;40.0;10.0;10.0;;;25.0;;Leeuwarden                              ;Wijk     ;WK008041  ;1.0
9335;Jeugdhulp zonder verblijf;Heechterp & Schieringen;1e halfjaar 2024;135.0;25.0;65.0;35.0;10.0;80.0;45.0;;190.0;20.0;35.0;40.0;20.0;;;70.0;;Leeuwarden                              ;Wijk     ;WK008050  ;1.0
9336;Jeugdhulp zonder verblijf;Camminghaburen e.o.;1e halfjaar 2024;255.0;;120.0;120.0;10.0;60.0;185.0;10.0;300.0;45.0;175.0;10.0;15.0;15.0;;35.0;;Leeuwarden                              ;Wijk     ;WK008051  ;1.0
9337;Jeugdhulp zonder verblijf;Bilgaard & Havankpark e.o.;1e halfjaar 2024;205.0;25.0;100.0;65.0;10.0;110.0;85.0;;255.0;65.0;55.0;20.0;30.0;;;85.0;;Leeuwarden                              ;Wijk     ;WK008060  ;1.0
9338;Jeugdhulp zonder verblijf;Vrijheidswijk;1e halfjaar 2024;130.0;10.0;65.0;55.0;;70.0;55.0;;175.0;40.0;55.0;15.0;10.0;;;50.0;;Leeuwarden                              ;Wijk     ;WK008061  ;1.0
9339;Jeugdhulp zonder verblijf;Dokkumer Ie e.o.;1e halfjaar 2024;90.0;;45.0;40.0;;15.0;70.0;;110.0;15.0;55.0;10.0;;;;15.0;;Leeuwarden                              ;Wijk     ;WK008062  ;3.0
9340;Jeugdhulp zonder verblijf;Stiens e.o.;1e halfjaar 2024;210.0;20.0;95.0;85.0;10.0;60.0;140.0;10.0;260.0;50.0;105.0;20.0;20.0;10.0;;50.0;;Leeuwarden                              ;Wijk     ;WK008063  ;3.0
9341;Jeugdhulp zonder verblijf;Aldlân & De Hemrik;1e halfjaar 2024;140.0;;65.0;65.0;;30.0;100.0;;180.0;30.0;75.0;15.0;10.0;;;35.0;;Leeuwarden                              ;Wijk     ;WK008070  ;1.0
9342;Jeugdhulp zonder verblijf;Goutum;1e halfjaar 2024;75.0;;45.0;30.0;;20.0;55.0;;85.0;15.0;55.0;;;;;10.0;;Leeuwarden                              ;Wijk     ;WK008071  ;1.0
9343;Jeugdhulp zonder verblijf;Hempens/Teerns & Zuiderburen;1e halfjaar 2024;130.0;;40.0;80.0;;20.0;110.0;;150.0;30.0;90.0;;;10.0;;10.0;;Leeuwarden                              ;Wijk     ;WK008072  ;1.0
9344;Jeugdhulp zonder verblijf;De Zuidlanden;1e halfjaar 2024;140.0;;70.0;65.0;;20.0;120.0;;155.0;35.0;100.0;;10.0;;;;;Leeuwarden                              ;Wijk     ;WK008073  ;1.0
9345;Jeugdhulp zonder verblijf;Middelsee;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Leeuwarden                              ;Wijk     ;WK008074  ;1.0
9346;Jeugdhulp zonder verblijf;Dorpen Zuid-Oost;1e halfjaar 2024;100.0;;55.0;35.0;;25.0;70.0;;140.0;25.0;50.0;20.0;10.0;10.0;;30.0;;Leeuwarden                              ;Wijk     ;WK008080  ;1.0
9347;Jeugdhulp zonder verblijf;Dorpen Zuid-West;1e halfjaar 2024;65.0;;25.0;30.0;;10.0;50.0;;80.0;10.0;40.0;;;;;20.0;;Leeuwarden                              ;Wijk     ;WK008081  ;1.0
9348;Jeugdhulp zonder verblijf;Grou e.o.;1e halfjaar 2024;225.0;20.0;110.0;85.0;10.0;80.0;135.0;;285.0;55.0;110.0;20.0;10.0;;;80.0;;Leeuwarden                              ;Wijk     ;WK008082  ;1.0
9349;Jeugdhulp zonder verblijf;Leiden;1e halfjaar 2024;2560.0;135.0;1210.0;1160.0;55.0;740.0;1505.0;315.0;3635.0;745.0;1155.0;100.0;210.0;135.0;20.0;1275.0;;Leiden                                  ;Gemeente ;GM0546    ;1.0
9350;Jeugdhulp zonder verblijf;Binnenstad-Zuid;1e halfjaar 2024;50.0;;25.0;25.0;;15.0;30.0;;75.0;15.0;30.0;;;;;25.0;;Leiden                                  ;Wijk     ;WK054600  ;1.0
9351;Jeugdhulp zonder verblijf;Binnenstad-Noord;1e halfjaar 2024;190.0;10.0;85.0;80.0;10.0;75.0;90.0;25.0;270.0;55.0;65.0;10.0;20.0;15.0;;105.0;;Leiden                                  ;Wijk     ;WK054601  ;1.0
9352;Jeugdhulp zonder verblijf;Stationsdistrict;1e halfjaar 2024;35.0;;20.0;15.0;;10.0;15.0;10.0;40.0;;15.0;;;;;15.0;;Leiden                                  ;Wijk     ;WK054602  ;1.0
9353;Jeugdhulp zonder verblijf;Leiden-Noord;1e halfjaar 2024;355.0;25.0;180.0;145.0;10.0;110.0;200.0;45.0;515.0;115.0;140.0;20.0;50.0;20.0;;175.0;;Leiden                                  ;Wijk     ;WK054603  ;1.0
9354;Jeugdhulp zonder verblijf;Roodenburgerdistrict;1e halfjaar 2024;460.0;25.0;190.0;240.0;;120.0;290.0;50.0;665.0;135.0;255.0;15.0;35.0;20.0;;200.0;;Leiden                                  ;Wijk     ;WK054604  ;1.0
9355;Jeugdhulp zonder verblijf;Bos- en Gasthuisdistrict;1e halfjaar 2024;355.0;25.0;165.0;155.0;10.0;115.0;205.0;35.0;495.0;110.0;165.0;10.0;15.0;15.0;;180.0;;Leiden                                  ;Wijk     ;WK054605  ;1.0
9356;Jeugdhulp zonder verblijf;Morsdistrict;1e halfjaar 2024;215.0;15.0;110.0;90.0;;95.0;100.0;25.0;305.0;75.0;85.0;10.0;15.0;15.0;;105.0;;Leiden                                  ;Wijk     ;WK054606  ;1.0
9357;Jeugdhulp zonder verblijf;Boerhaavedistrict;1e halfjaar 2024;60.0;;40.0;25.0;;10.0;40.0;10.0;85.0;15.0;40.0;;;;;25.0;;Leiden                                  ;Wijk     ;WK054607  ;1.0
9358;Jeugdhulp zonder verblijf;Merenwijkdistrict;1e halfjaar 2024;475.0;15.0;215.0;230.0;10.0;100.0;310.0;65.0;665.0;120.0;200.0;20.0;35.0;25.0;;260.0;;Leiden                                  ;Wijk     ;WK054608  ;1.0
9359;Jeugdhulp zonder verblijf;Stevenshofdistrict;1e halfjaar 2024;270.0;10.0;140.0;120.0;;70.0;180.0;25.0;385.0;75.0;150.0;10.0;10.0;15.0;;125.0;;Leiden                                  ;Wijk     ;WK054609  ;1.0
9360;Jeugdhulp zonder verblijf;Leiderdorp;1e halfjaar 2024;675.0;35.0;305.0;325.0;10.0;150.0;450.0;75.0;960.0;165.0;345.0;15.0;45.0;50.0;10.0;330.0;;Leiderdorp                              ;Gemeente ;GM0547    ;1.0
9361;Jeugdhulp zonder verblijf;Wijk 00;1e halfjaar 2024;400.0;20.0;185.0;190.0;;105.0;250.0;45.0;560.0;85.0;210.0;10.0;25.0;25.0;;200.0;;Leiderdorp                              ;Wijk     ;WK054700  ;1.0
9362;Jeugdhulp zonder verblijf;Wijk 01;1e halfjaar 2024;70.0;;30.0;35.0;;10.0;50.0;;100.0;15.0;40.0;;;;;25.0;;Leiderdorp                              ;Wijk     ;WK054701  ;1.0
9363;Jeugdhulp zonder verblijf;Wijk 02;1e halfjaar 2024;170.0;10.0;75.0;85.0;;30.0;130.0;10.0;255.0;55.0;85.0;;10.0;15.0;;80.0;;Leiderdorp                              ;Wijk     ;WK054702  ;1.0
9364;Jeugdhulp zonder verblijf;Leidschendam-Voorburg;1e halfjaar 2024;1725.0;70.0;835.0;800.0;20.0;485.0;1165.0;70.0;2170.0;395.0;1175.0;80.0;100.0;115.0;;305.0;;Leidschendam-Voorburg                   ;Gemeente ;GM1916    ;1.0
9365;Jeugdhulp zonder verblijf;De Zijde / Duivenvoorde / Park Veursehou;1e halfjaar 2024;85.0;;35.0;45.0;;15.0;50.0;20.0;125.0;25.0;55.0;;20.0;10.0;;15.0;;Leidschendam-Voorburg                   ;Wijk     ;WK191601  ;1.0
9366;Jeugdhulp zonder verblijf;Prinsenhof;1e halfjaar 2024;125.0;10.0;75.0;40.0;;50.0;70.0;;175.0;60.0;75.0;15.0;10.0;10.0;;;;Leidschendam-Voorburg                   ;Wijk     ;WK191602  ;1.0
9367;Jeugdhulp zonder verblijf;'t Lien / De Rietvink;1e halfjaar 2024;115.0;10.0;55.0;50.0;;30.0;85.0;;150.0;40.0;85.0;10.0;;10.0;;;;Leidschendam-Voorburg                   ;Wijk     ;WK191603  ;1.0
9368;Jeugdhulp zonder verblijf;Stompwijk;1e halfjaar 2024;35.0;;15.0;20.0;;10.0;25.0;;50.0;;35.0;;;;;;;Leidschendam-Voorburg                   ;Wijk     ;WK191604  ;1.0
9369;Jeugdhulp zonder verblijf;Leidschendam - Zuid en omgeving;1e halfjaar 2024;130.0;;65.0;60.0;;50.0;75.0;10.0;165.0;45.0;95.0;;;10.0;;;;Leidschendam-Voorburg                   ;Wijk     ;WK191605  ;1.0
9370;Jeugdhulp zonder verblijf;De Heuvel / Amstelwijk;1e halfjaar 2024;65.0;;35.0;25.0;;20.0;40.0;;70.0;15.0;45.0;;;;;;;Leidschendam-Voorburg                   ;Wijk     ;WK191606  ;1.0
9371;Jeugdhulp zonder verblijf;Damsigt en omgeving;1e halfjaar 2024;115.0;;45.0;65.0;;30.0;80.0;;160.0;20.0;110.0;10.0;10.0;10.0;;;;Leidschendam-Voorburg                   ;Wijk     ;WK191607  ;1.0
9372;Jeugdhulp zonder verblijf;Essesteijn;1e halfjaar 2024;110.0;;60.0;45.0;;25.0;85.0;;135.0;15.0;95.0;;;10.0;;;;Leidschendam-Voorburg                   ;Wijk     ;WK191608  ;1.0
9373;Jeugdhulp zonder verblijf;Voorburg Midden;1e halfjaar 2024;130.0;;70.0;55.0;;65.0;65.0;;165.0;45.0;90.0;10.0;10.0;;;10.0;;Leidschendam-Voorburg                   ;Wijk     ;WK191609  ;1.0
9374;Jeugdhulp zonder verblijf;Bovenveen;1e halfjaar 2024;125.0;10.0;50.0;65.0;;45.0;75.0;;160.0;40.0;95.0;;;10.0;;;;Leidschendam-Voorburg                   ;Wijk     ;WK191610  ;1.0
9375;Jeugdhulp zonder verblijf;Voorburg Noord;1e halfjaar 2024;110.0;;50.0;50.0;;45.0;60.0;;150.0;30.0;85.0;10.0;10.0;10.0;;;;Leidschendam-Voorburg                   ;Wijk     ;WK191611  ;1.0
9376;Jeugdhulp zonder verblijf;Voorburg West / Park Leeuwenbergh;1e halfjaar 2024;90.0;;35.0;45.0;;20.0;65.0;;100.0;20.0;70.0;;;;;;;Leidschendam-Voorburg                   ;Wijk     ;WK191612  ;1.0
9377;Jeugdhulp zonder verblijf;Voorburg Oud;1e halfjaar 2024;110.0;;55.0;45.0;;20.0;80.0;10.0;130.0;25.0;90.0;;;;;;;Leidschendam-Voorburg                   ;Wijk     ;WK191613  ;1.0
9378;Jeugdhulp zonder verblijf;Lelystad;1e halfjaar 2024;1375.0;50.0;685.0;620.0;25.0;435.0;850.0;90.0;1645.0;455.0;700.0;160.0;135.0;115.0;10.0;70.0;;Lelystad                                ;Gemeente ;GM0995    ;1.0
9379;Jeugdhulp zonder verblijf;Zuiderzeewijk;1e halfjaar 2024;70.0;;40.0;25.0;;30.0;35.0;;90.0;25.0;20.0;10.0;20.0;;;;;Lelystad                                ;Wijk     ;WK099501  ;1.0
9380;Jeugdhulp zonder verblijf;Atolwijk;1e halfjaar 2024;95.0;;50.0;45.0;;30.0;60.0;;115.0;30.0;45.0;15.0;;15.0;;;;Lelystad                                ;Wijk     ;WK099502  ;1.0
9381;Jeugdhulp zonder verblijf;Boswijk;1e halfjaar 2024;135.0;10.0;65.0;55.0;;55.0;70.0;;160.0;50.0;65.0;15.0;10.0;15.0;;;;Lelystad                                ;Wijk     ;WK099503  ;1.0
9382;Jeugdhulp zonder verblijf;Waterwijk-Landerijen;1e halfjaar 2024;150.0;;80.0;65.0;;35.0;110.0;;180.0;75.0;60.0;15.0;15.0;15.0;;;;Lelystad                                ;Wijk     ;WK099504  ;1.0
9383;Jeugdhulp zonder verblijf;Bolder;1e halfjaar 2024;135.0;;65.0;55.0;;45.0;70.0;15.0;155.0;55.0;50.0;15.0;20.0;10.0;;;;Lelystad                                ;Wijk     ;WK099505  ;1.0
9384;Jeugdhulp zonder verblijf;Kustwijk;1e halfjaar 2024;140.0;;75.0;60.0;;50.0;85.0;;160.0;55.0;70.0;10.0;10.0;10.0;;;;Lelystad                                ;Wijk     ;WK099506  ;1.0
9385;Jeugdhulp zonder verblijf;Havendiep;1e halfjaar 2024;145.0;10.0;65.0;70.0;;45.0;95.0;10.0;165.0;60.0;65.0;10.0;10.0;10.0;;;;Lelystad                                ;Wijk     ;WK099507  ;1.0
9386;Jeugdhulp zonder verblijf;Lelystad-Haven;1e halfjaar 2024;50.0;;30.0;20.0;;10.0;35.0;;65.0;20.0;20.0;10.0;;;;;;Lelystad                                ;Wijk     ;WK099508  ;1.0
9387;Jeugdhulp zonder verblijf;Stadshart;1e halfjaar 2024;10.0;;;;;;;;15.0;10.0;;;;;;;;Lelystad                                ;Wijk     ;WK099509  ;1.0
9388;Jeugdhulp zonder verblijf;Buitengebied;1e halfjaar 2024;;;;;;;;;10.0;;;;;;;;;Lelystad                                ;Wijk     ;WK099510  ;1.0
9389;Jeugdhulp zonder verblijf;Warande;1e halfjaar 2024;55.0;;30.0;20.0;;20.0;30.0;;60.0;15.0;25.0;;;;;;;Lelystad                                ;Wijk     ;WK099511  ;1.0
9390;Jeugdhulp zonder verblijf;Leudal;1e halfjaar 2024;780.0;45.0;360.0;315.0;65.0;190.0;510.0;80.0;1150.0;335.0;260.0;20.0;105.0;25.0;;400.0;;Leudal                                  ;Gemeente ;GM1640    ;1.0
9391;Jeugdhulp zonder verblijf;Heythuysen;1e halfjaar 2024;145.0;10.0;60.0;60.0;15.0;35.0;100.0;10.0;200.0;55.0;45.0;;15.0;;;70.0;;Leudal                                  ;Wijk     ;WK164000  ;1.0
9392;Jeugdhulp zonder verblijf;Heibloem;1e halfjaar 2024;15.0;;10.0;;;;10.0;;20.0;;;;;;;10.0;;Leudal                                  ;Wijk     ;WK164001  ;1.0
9393;Jeugdhulp zonder verblijf;Roggel;1e halfjaar 2024;60.0;10.0;25.0;20.0;;10.0;45.0;;85.0;25.0;15.0;;;;;35.0;;Leudal                                  ;Wijk     ;WK164002  ;1.0
9394;Jeugdhulp zonder verblijf;Neer;1e halfjaar 2024;45.0;;20.0;20.0;;15.0;30.0;;70.0;20.0;15.0;;;;;25.0;;Leudal                                  ;Wijk     ;WK164003  ;1.0
9395;Jeugdhulp zonder verblijf;Nunhem;1e halfjaar 2024;25.0;;15.0;10.0;;;15.0;;50.0;20.0;10.0;;;;;15.0;;Leudal                                  ;Wijk     ;WK164004  ;1.0
9396;Jeugdhulp zonder verblijf;Haelen;1e halfjaar 2024;95.0;;45.0;40.0;10.0;20.0;70.0;;145.0;45.0;40.0;;10.0;;;45.0;;Leudal                                  ;Wijk     ;WK164005  ;1.0
9397;Jeugdhulp zonder verblijf;Buggenum;1e halfjaar 2024;25.0;;10.0;10.0;;10.0;15.0;;35.0;;10.0;;;;;15.0;;Leudal                                  ;Wijk     ;WK164006  ;1.0
9398;Jeugdhulp zonder verblijf;Horn;1e halfjaar 2024;100.0;;40.0;45.0;10.0;25.0;50.0;25.0;170.0;60.0;25.0;;30.0;;;50.0;;Leudal                                  ;Wijk     ;WK164007  ;1.0
9399;Jeugdhulp zonder verblijf;Baexem;1e halfjaar 2024;80.0;10.0;40.0;20.0;10.0;20.0;45.0;15.0;115.0;35.0;25.0;;;;;45.0;;Leudal                                  ;Wijk     ;WK164008  ;1.0
9400;Jeugdhulp zonder verblijf;Kelpen-Oler;1e halfjaar 2024;20.0;;;10.0;;;15.0;;25.0;10.0;;;;;;10.0;;Leudal                                  ;Wijk     ;WK164009  ;1.0
9401;Jeugdhulp zonder verblijf;Grathem;1e halfjaar 2024;35.0;;30.0;10.0;;;30.0;;55.0;15.0;10.0;;;;;25.0;;Leudal                                  ;Wijk     ;WK164010  ;1.0
9402;Jeugdhulp zonder verblijf;Ell;1e halfjaar 2024;30.0;;20.0;10.0;;;25.0;;35.0;10.0;10.0;;;;;10.0;;Leudal                                  ;Wijk     ;WK164011  ;1.0
9403;Jeugdhulp zonder verblijf;Haler;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Leudal                                  ;Wijk     ;WK164012  ;1.0
9404;Jeugdhulp zonder verblijf;Hunsel;1e halfjaar 2024;25.0;;10.0;10.0;;;15.0;;30.0;;10.0;;;;;10.0;;Leudal                                  ;Wijk     ;WK164013  ;1.0
9405;Jeugdhulp zonder verblijf;Neeritter;1e halfjaar 2024;25.0;;;15.0;;10.0;10.0;;35.0;10.0;10.0;;;;;15.0;;Leudal                                  ;Wijk     ;WK164014  ;1.0
9406;Jeugdhulp zonder verblijf;Ittervoort;1e halfjaar 2024;35.0;;20.0;10.0;;;25.0;;45.0;10.0;10.0;;;;;15.0;;Leudal                                  ;Wijk     ;WK164015  ;1.0
9407;Jeugdhulp zonder verblijf;Leusden;1e halfjaar 2024;775.0;25.0;370.0;360.0;25.0;185.0;565.0;25.0;1075.0;345.0;405.0;25.0;40.0;45.0;;210.0;;Leusden                                 ;Gemeente ;GM0327    ;1.0
9408;Jeugdhulp zonder verblijf;Wijk 00 Leusden-Centrum Oost;1e halfjaar 2024;190.0;;105.0;75.0;;45.0;140.0;;280.0;80.0;105.0;;10.0;10.0;;65.0;;Leusden                                 ;Wijk     ;WK032700  ;1.0
9409;Jeugdhulp zonder verblijf;Wijk 01 Leusden-Centrum West;1e halfjaar 2024;310.0;15.0;140.0;145.0;10.0;80.0;220.0;10.0;410.0;135.0;160.0;15.0;10.0;15.0;;80.0;;Leusden                                 ;Wijk     ;WK032701  ;1.0
9410;Jeugdhulp zonder verblijf;Wijk 02 Leusden-Zuid;1e halfjaar 2024;140.0;;70.0;65.0;;30.0;105.0;;185.0;65.0;75.0;;;10.0;;25.0;;Leusden                                 ;Wijk     ;WK032702  ;1.0
9411;Jeugdhulp zonder verblijf;Wijk 03 Achterveld;1e halfjaar 2024;35.0;;10.0;25.0;;;30.0;;50.0;15.0;20.0;;;;;15.0;;Leusden                                 ;Wijk     ;WK032703  ;1.0
9412;Jeugdhulp zonder verblijf;Wijk 04 Stoutenburg;1e halfjaar 2024;;;;;;;;;10.0;;;;;;;;;Leusden                                 ;Wijk     ;WK032704  ;1.0
9413;Jeugdhulp zonder verblijf;Wijk 05 't Ruige Veld;1e halfjaar 2024;80.0;;35.0;40.0;;20.0;55.0;;115.0;40.0;30.0;;;10.0;;25.0;;Leusden                                 ;Wijk     ;WK032705  ;1.0
