ID;DiplomaOpPeilmoment;Geslacht;Herkomstkenmerken;DefinitiefSchooladvies;OnderwijspositieOpPeilmoment;Startjaar;Peilmoment;LeerlingenAantal_1
464;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen in vo;2012;4 jaar na startjaar;
465;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen in vo;2012;5 jaar na startjaar;
466;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen in vo;2012;6 jaar na startjaar;
467;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen in vo;2012;7 jaar na startjaar;
468;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen in vo;2014;4 jaar na startjaar;
469;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen in vo;2014;5 jaar na startjaar;
470;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen in vo;2014;6 jaar na startjaar;
471;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen in vo;2014;7 jaar na startjaar;
472;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen in vo;2016;4 jaar na startjaar;12060.0
473;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen in vo;2016;5 jaar na startjaar;4900.0
474;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen in vo;2016;6 jaar na startjaar;1050.0
475;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen in vo;2016;7 jaar na startjaar;
476;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen in vo;2018;4 jaar na startjaar;9800.0
477;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen in vo;2018;5 jaar na startjaar;
478;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen in vo;2018;6 jaar na startjaar;
479;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen in vo;2018;7 jaar na startjaar;
480;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2008;4 jaar na startjaar;
481;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2008;5 jaar na startjaar;
482;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2008;6 jaar na startjaar;
483;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2008;7 jaar na startjaar;
484;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2010;4 jaar na startjaar;
485;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2010;5 jaar na startjaar;
486;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2010;6 jaar na startjaar;
487;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2010;7 jaar na startjaar;
488;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2012;4 jaar na startjaar;
489;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2012;5 jaar na startjaar;
490;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2012;6 jaar na startjaar;
491;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2012;7 jaar na startjaar;
492;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2014;4 jaar na startjaar;
493;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2014;5 jaar na startjaar;
494;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2014;6 jaar na startjaar;
495;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2014;7 jaar na startjaar;
496;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2016;4 jaar na startjaar;25970.0
497;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2016;5 jaar na startjaar;33130.0
498;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2016;6 jaar na startjaar;36970.0
499;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2016;7 jaar na startjaar;
500;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2018;4 jaar na startjaar;21050.0
501;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2018;5 jaar na startjaar;
502;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2018;6 jaar na startjaar;
503;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt;Leerlingen uit vo;2018;7 jaar na startjaar;
504;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2008;4 jaar na startjaar;
505;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2008;5 jaar na startjaar;
506;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2008;6 jaar na startjaar;
507;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2008;7 jaar na startjaar;
508;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2010;4 jaar na startjaar;
509;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2010;5 jaar na startjaar;
510;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2010;6 jaar na startjaar;
511;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2010;7 jaar na startjaar;
512;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2012;4 jaar na startjaar;
513;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2012;5 jaar na startjaar;
514;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2012;6 jaar na startjaar;
515;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2012;7 jaar na startjaar;
516;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2014;4 jaar na startjaar;
517;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2014;5 jaar na startjaar;
518;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2014;6 jaar na startjaar;
519;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2014;7 jaar na startjaar;
520;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2016;4 jaar na startjaar;12090.0
521;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2016;5 jaar na startjaar;12090.0
522;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2016;6 jaar na startjaar;12090.0
523;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2016;7 jaar na startjaar;
524;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2018;4 jaar na startjaar;15220.0
525;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2018;5 jaar na startjaar;
526;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2018;6 jaar na startjaar;
527;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Totaal leerlingen startjaar;2018;7 jaar na startjaar;
528;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2008;4 jaar na startjaar;
529;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2008;5 jaar na startjaar;
530;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2008;6 jaar na startjaar;
531;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2008;7 jaar na startjaar;
532;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2010;4 jaar na startjaar;
533;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2010;5 jaar na startjaar;
534;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2010;6 jaar na startjaar;
535;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2010;7 jaar na startjaar;
536;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2012;4 jaar na startjaar;
537;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2012;5 jaar na startjaar;
538;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2012;6 jaar na startjaar;
539;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2012;7 jaar na startjaar;
540;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2014;4 jaar na startjaar;
541;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2014;5 jaar na startjaar;
542;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2014;6 jaar na startjaar;
543;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2014;7 jaar na startjaar;
544;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2016;4 jaar na startjaar;6300.0
545;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2016;5 jaar na startjaar;2510.0
546;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2016;6 jaar na startjaar;550.0
547;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2016;7 jaar na startjaar;
548;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2018;4 jaar na startjaar;7960.0
549;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2018;5 jaar na startjaar;
550;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2018;6 jaar na startjaar;
551;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen in vo;2018;7 jaar na startjaar;
552;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2008;4 jaar na startjaar;
553;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2008;5 jaar na startjaar;
554;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2008;6 jaar na startjaar;
555;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2008;7 jaar na startjaar;
556;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2010;4 jaar na startjaar;
557;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2010;5 jaar na startjaar;
558;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2010;6 jaar na startjaar;
559;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2010;7 jaar na startjaar;
560;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2012;4 jaar na startjaar;
561;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2012;5 jaar na startjaar;
562;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2012;6 jaar na startjaar;
563;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2012;7 jaar na startjaar;
564;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2014;4 jaar na startjaar;
565;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2014;5 jaar na startjaar;
566;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2014;6 jaar na startjaar;
567;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2014;7 jaar na startjaar;
568;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2016;4 jaar na startjaar;5790.0
569;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2016;5 jaar na startjaar;9580.0
570;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2016;6 jaar na startjaar;11540.0
571;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2016;7 jaar na startjaar;
572;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2018;4 jaar na startjaar;7260.0
573;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2018;5 jaar na startjaar;
574;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2018;6 jaar na startjaar;
575;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: vmbo-gt/havo;Leerlingen uit vo;2018;7 jaar na startjaar;
576;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2008;4 jaar na startjaar;
577;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2008;5 jaar na startjaar;
578;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2008;6 jaar na startjaar;
579;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2008;7 jaar na startjaar;
580;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2010;4 jaar na startjaar;
581;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2010;5 jaar na startjaar;
582;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2010;6 jaar na startjaar;
583;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2010;7 jaar na startjaar;
584;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2012;4 jaar na startjaar;
585;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2012;5 jaar na startjaar;
586;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2012;6 jaar na startjaar;
587;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2012;7 jaar na startjaar;
588;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2014;4 jaar na startjaar;
589;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2014;5 jaar na startjaar;
590;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2014;6 jaar na startjaar;
591;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2014;7 jaar na startjaar;
592;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2016;4 jaar na startjaar;37490.0
593;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2016;5 jaar na startjaar;37490.0
594;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2016;6 jaar na startjaar;37490.0
595;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2016;7 jaar na startjaar;
596;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2018;4 jaar na startjaar;32280.0
597;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2018;5 jaar na startjaar;
598;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2018;6 jaar na startjaar;
599;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Totaal leerlingen startjaar;2018;7 jaar na startjaar;
600;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2008;4 jaar na startjaar;
601;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2008;5 jaar na startjaar;
602;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2008;6 jaar na startjaar;
603;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2008;7 jaar na startjaar;
604;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2010;4 jaar na startjaar;
605;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2010;5 jaar na startjaar;
606;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2010;6 jaar na startjaar;
607;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2010;7 jaar na startjaar;
608;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2012;4 jaar na startjaar;
609;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2012;5 jaar na startjaar;
610;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2012;6 jaar na startjaar;
611;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2012;7 jaar na startjaar;
612;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2014;4 jaar na startjaar;
613;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2014;5 jaar na startjaar;
614;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2014;6 jaar na startjaar;
615;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2014;7 jaar na startjaar;
616;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2016;4 jaar na startjaar;29170.0
617;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2016;5 jaar na startjaar;12840.0
618;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2016;6 jaar na startjaar;2690.0
619;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2016;7 jaar na startjaar;
620;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2018;4 jaar na startjaar;24640.0
621;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2018;5 jaar na startjaar;
622;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2018;6 jaar na startjaar;
623;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen in vo;2018;7 jaar na startjaar;
624;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen uit vo;2008;4 jaar na startjaar;
625;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen uit vo;2008;5 jaar na startjaar;
626;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen uit vo;2008;6 jaar na startjaar;
627;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen uit vo;2008;7 jaar na startjaar;
628;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen uit vo;2010;4 jaar na startjaar;
629;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen uit vo;2010;5 jaar na startjaar;
630;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen uit vo;2010;6 jaar na startjaar;
631;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Totaal leerlingen startjaar;Advies: havo;Leerlingen uit vo;2010;7 jaar na startjaar;
