ID;RegioS;Geslacht;Leeftijd;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
37;Oost-Nederland (LD);Man;25 tot 45 jaar;479.4;22.8
38;Oost-Nederland (LD);Man;45 tot 65 jaar;410.0;25.4
39;Oost-Nederland (LD);Man;65 jaar en ouder;188.3;19.2
40;Oost-Nederland (LD);Vrouw;Totaal leeftijd;1027.2;13.5
41;Oost-Nederland (LD);Vrouw;15 tot 25 jaar;116.3;9.0
42;Oost-Nederland (LD);Vrouw;25 tot 45 jaar;386.0;14.5
43;Oost-Nederland (LD);Vrouw;45 tot 65 jaar;268.4;14.3
44;Oost-Nederland (LD);Vrouw;65 jaar en ouder;256.5;13.1
45;West-Nederland (LD);Mannen en vrouwen;Totaal leeftijd;5037.6;19.5
46;West-Nederland (LD);Mannen en vrouwen;15 tot 25 jaar;500.3;10.1
47;West-Nederland (LD);Mannen en vrouwen;25 tot 45 jaar;1984.3;20.7
48;West-Nederland (LD);Mannen en vrouwen;45 tot 65 jaar;1545.1;22.6
49;West-Nederland (LD);Mannen en vrouwen;65 jaar en ouder;1007.8;16.8
50;West-Nederland (LD);Man;Totaal leeftijd;2638.3;23.5
51;West-Nederland (LD);Man;15 tot 25 jaar;252.1;10.6
52;West-Nederland (LD);Man;25 tot 45 jaar;1073.8;24.4
53;West-Nederland (LD);Man;45 tot 65 jaar;895.3;27.4
54;West-Nederland (LD);Man;65 jaar en ouder;417.1;20.7
55;West-Nederland (LD);Vrouw;Totaal leeftijd;2399.3;15.0
56;West-Nederland (LD);Vrouw;15 tot 25 jaar;248.2;9.5
57;West-Nederland (LD);Vrouw;25 tot 45 jaar;910.6;16.5
58;West-Nederland (LD);Vrouw;45 tot 65 jaar;649.8;15.9
59;West-Nederland (LD);Vrouw;65 jaar en ouder;590.7;14.1
60;Zuid-Nederland (LD);Mannen en vrouwen;Totaal leeftijd;2384.8;18.1
61;Zuid-Nederland (LD);Mannen en vrouwen;15 tot 25 jaar;241.1;9.4
62;Zuid-Nederland (LD);Mannen en vrouwen;25 tot 45 jaar;901.9;19.3
63;Zuid-Nederland (LD);Mannen en vrouwen;45 tot 65 jaar;756.1;21.0
64;Zuid-Nederland (LD);Mannen en vrouwen;65 jaar en ouder;485.7;15.6
65;Zuid-Nederland (LD);Man;Totaal leeftijd;1289.6;22.0
66;Zuid-Nederland (LD);Man;15 tot 25 jaar;124.4;9.9
67;Zuid-Nederland (LD);Man;25 tot 45 jaar;497.6;23.1
68;Zuid-Nederland (LD);Man;45 tot 65 jaar;458.9;25.5
69;Zuid-Nederland (LD);Man;65 jaar en ouder;208.7;19.0
70;Zuid-Nederland (LD);Vrouw;Totaal leeftijd;1095.1;13.4
71;Zuid-Nederland (LD);Vrouw;15 tot 25 jaar;116.7;8.9
72;Zuid-Nederland (LD);Vrouw;25 tot 45 jaar;404.3;14.6
73;Zuid-Nederland (LD);Vrouw;45 tot 65 jaar;297.2;14.0
74;Zuid-Nederland (LD);Vrouw;65 jaar en ouder;277.0;13.0
75;Groningen (PV);Mannen en vrouwen;Totaal leeftijd;381.1;17.1
76;Groningen (PV);Mannen en vrouwen;15 tot 25 jaar;41.7;9.2
77;Groningen (PV);Mannen en vrouwen;25 tot 45 jaar;142.5;18.2
78;Groningen (PV);Mannen en vrouwen;45 tot 65 jaar;115.3;20.1
79;Groningen (PV);Mannen en vrouwen;65 jaar en ouder;81.7;14.8
80;Groningen (PV);Man;Totaal leeftijd;203.8;20.1
81;Groningen (PV);Man;15 tot 25 jaar;20.9;9.6
82;Groningen (PV);Man;25 tot 45 jaar;78.8;20.9
83;Groningen (PV);Man;45 tot 65 jaar;70.0;23.7
84;Groningen (PV);Man;65 jaar en ouder;34.1;17.5
85;Groningen (PV);Vrouw;Totaal leeftijd;177.4;13.5
86;Groningen (PV);Vrouw;15 tot 25 jaar;20.8;8.7
87;Groningen (PV);Vrouw;25 tot 45 jaar;63.7;14.8
88;Groningen (PV);Vrouw;45 tot 65 jaar;45.3;14.7
89;Groningen (PV);Vrouw;65 jaar en ouder;47.6;12.8
90;Friesland (PV);Mannen en vrouwen;Totaal leeftijd;418.2;17.2
91;Friesland (PV);Mannen en vrouwen;15 tot 25 jaar;43.4;9.7
92;Friesland (PV);Mannen en vrouwen;25 tot 45 jaar;153.9;18.1
93;Friesland (PV);Mannen en vrouwen;45 tot 65 jaar;129.4;20.1
94;Friesland (PV);Mannen en vrouwen;65 jaar en ouder;91.4;15.1
95;Friesland (PV);Man;Totaal leeftijd;227.9;20.7
96;Friesland (PV);Man;15 tot 25 jaar;22.6;10.5
97;Friesland (PV);Man;25 tot 45 jaar;86.3;21.3
98;Friesland (PV);Man;45 tot 65 jaar;80.0;23.9
99;Friesland (PV);Man;65 jaar en ouder;38.9;18.5
100;Friesland (PV);Vrouw;Totaal leeftijd;190.3;13.0
101;Friesland (PV);Vrouw;15 tot 25 jaar;20.8;8.8
102;Friesland (PV);Vrouw;25 tot 45 jaar;67.6;14.0
103;Friesland (PV);Vrouw;45 tot 65 jaar;49.4;13.9
104;Friesland (PV);Vrouw;65 jaar en ouder;52.5;12.6
105;Drenthe (PV);Mannen en vrouwen;Totaal leeftijd;321.8;17.4
106;Drenthe (PV);Mannen en vrouwen;15 tot 25 jaar;29.4;9.5
107;Drenthe (PV);Mannen en vrouwen;25 tot 45 jaar;115.0;18.2
108;Drenthe (PV);Mannen en vrouwen;45 tot 65 jaar;103.3;20.4
109;Drenthe (PV);Mannen en vrouwen;65 jaar en ouder;74.2;15.2
110;Drenthe (PV);Man;Totaal leeftijd;173.1;21.1
111;Drenthe (PV);Man;15 tot 25 jaar;15.5;10.2
112;Drenthe (PV);Man;25 tot 45 jaar;63.1;21.7
113;Drenthe (PV);Man;45 tot 65 jaar;62.6;24.5
114;Drenthe (PV);Man;65 jaar en ouder;32.0;18.5
115;Drenthe (PV);Vrouw;Totaal leeftijd;148.7;13.1
116;Drenthe (PV);Vrouw;15 tot 25 jaar;13.9;8.6
117;Drenthe (PV);Vrouw;25 tot 45 jaar;51.9;13.9
118;Drenthe (PV);Vrouw;45 tot 65 jaar;40.7;14.1
119;Drenthe (PV);Vrouw;65 jaar en ouder;42.2;12.8
120;Overijssel (PV);Mannen en vrouwen;Totaal leeftijd;720.9;17.4
121;Overijssel (PV);Mannen en vrouwen;15 tot 25 jaar;80.4;9.6
122;Overijssel (PV);Mannen en vrouwen;25 tot 45 jaar;278.0;18.6
123;Overijssel (PV);Mannen en vrouwen;45 tot 65 jaar;213.4;20.4
124;Overijssel (PV);Mannen en vrouwen;65 jaar en ouder;149.1;15.2
125;Overijssel (PV);Man;Totaal leeftijd;392.5;21.0
126;Overijssel (PV);Man;15 tot 25 jaar;42.5;10.2
127;Overijssel (PV);Man;25 tot 45 jaar;155.7;22.1
128;Overijssel (PV);Man;45 tot 65 jaar;131.3;24.6
129;Overijssel (PV);Man;65 jaar en ouder;63.0;18.4
130;Overijssel (PV);Vrouw;Totaal leeftijd;328.4;13.1
131;Overijssel (PV);Vrouw;15 tot 25 jaar;37.9;9.0
132;Overijssel (PV);Vrouw;25 tot 45 jaar;122.3;14.1
133;Overijssel (PV);Vrouw;45 tot 65 jaar;82.1;13.7
134;Overijssel (PV);Vrouw;65 jaar en ouder;86.1;12.9
135;Flevoland (PV);Mannen en vrouwen;Totaal leeftijd;218.7;18.5
136;Flevoland (PV);Mannen en vrouwen;15 tot 25 jaar;25.1;10.2
137;Flevoland (PV);Mannen en vrouwen;25 tot 45 jaar;97.8;19.8
138;Flevoland (PV);Mannen en vrouwen;45 tot 65 jaar;65.7;21.2
139;Flevoland (PV);Mannen en vrouwen;65 jaar en ouder;30.0;15.1
140;Flevoland (PV);Man;Totaal leeftijd;117.5;22.3
141;Flevoland (PV);Man;15 tot 25 jaar;13.0;10.9
142;Flevoland (PV);Man;25 tot 45 jaar;53.3;23.7
143;Flevoland (PV);Man;45 tot 65 jaar;38.1;25.5
144;Flevoland (PV);Man;65 jaar en ouder;13.2;18.4
145;Flevoland (PV);Vrouw;Totaal leeftijd;101.1;14.1
146;Flevoland (PV);Vrouw;15 tot 25 jaar;12.1;9.6
147;Flevoland (PV);Vrouw;25 tot 45 jaar;44.6;15.1
148;Flevoland (PV);Vrouw;45 tot 65 jaar;27.7;15.3
149;Flevoland (PV);Vrouw;65 jaar en ouder;16.8;12.5
150;Gelderland (PV);Mannen en vrouwen;Totaal leeftijd;1291.6;18.2
151;Gelderland (PV);Mannen en vrouwen;15 tot 25 jaar;137.1;9.6
152;Gelderland (PV);Mannen en vrouwen;25 tot 45 jaar;489.5;19.3
153;Gelderland (PV);Mannen en vrouwen;45 tot 65 jaar;399.3;21.3
154;Gelderland (PV);Mannen en vrouwen;65 jaar en ouder;265.7;16.0
155;Gelderland (PV);Man;Totaal leeftijd;694.0;22.2
156;Gelderland (PV);Man;15 tot 25 jaar;70.8;10.3
157;Gelderland (PV);Man;25 tot 45 jaar;270.4;23.1
158;Gelderland (PV);Man;45 tot 65 jaar;240.7;25.8
159;Gelderland (PV);Man;65 jaar en ouder;112.1;19.7
160;Gelderland (PV);Vrouw;Totaal leeftijd;597.6;13.6
161;Gelderland (PV);Vrouw;15 tot 25 jaar;66.3;8.9
162;Gelderland (PV);Vrouw;25 tot 45 jaar;219.1;14.6
163;Gelderland (PV);Vrouw;45 tot 65 jaar;158.6;14.4
164;Gelderland (PV);Vrouw;65 jaar en ouder;153.6;13.3
165;Utrecht (PV);Mannen en vrouwen;Totaal leeftijd;771.9;20.0
166;Utrecht (PV);Mannen en vrouwen;15 tot 25 jaar;82.9;9.8
167;Utrecht (PV);Mannen en vrouwen;25 tot 45 jaar;317.6;21.2
168;Utrecht (PV);Mannen en vrouwen;45 tot 65 jaar;230.3;23.3
169;Utrecht (PV);Mannen en vrouwen;65 jaar en ouder;141.1;17.6
170;Utrecht (PV);Man;Totaal leeftijd;400.0;24.3
171;Utrecht (PV);Man;15 tot 25 jaar;40.4;10.3
172;Utrecht (PV);Man;25 tot 45 jaar;170.3;25.0
173;Utrecht (PV);Man;45 tot 65 jaar;131.9;28.7
174;Utrecht (PV);Man;65 jaar en ouder;57.5;22.1
175;Utrecht (PV);Vrouw;Totaal leeftijd;371.9;15.3
176;Utrecht (PV);Vrouw;15 tot 25 jaar;42.5;9.3
177;Utrecht (PV);Vrouw;25 tot 45 jaar;147.3;16.8
178;Utrecht (PV);Vrouw;45 tot 65 jaar;98.4;16.2
179;Utrecht (PV);Vrouw;65 jaar en ouder;83.6;14.6
180;Noord-Holland (PV);Mannen en vrouwen;Totaal leeftijd;1740.6;19.7
181;Noord-Holland (PV);Mannen en vrouwen;15 tot 25 jaar;158.6;10.1
182;Noord-Holland (PV);Mannen en vrouwen;25 tot 45 jaar;697.9;21.0
183;Noord-Holland (PV);Mannen en vrouwen;45 tot 65 jaar;543.7;22.4
184;Noord-Holland (PV);Mannen en vrouwen;65 jaar en ouder;340.4;17.0
185;Noord-Holland (PV);Man;Totaal leeftijd;904.4;23.5
186;Noord-Holland (PV);Man;15 tot 25 jaar;79.6;10.6
187;Noord-Holland (PV);Man;25 tot 45 jaar;374.1;24.5
188;Noord-Holland (PV);Man;45 tot 65 jaar;309.4;27.0
189;Noord-Holland (PV);Man;65 jaar en ouder;141.3;20.8
190;Noord-Holland (PV);Vrouw;Totaal leeftijd;836.2;15.5
191;Noord-Holland (PV);Vrouw;15 tot 25 jaar;79.0;9.6
192;Noord-Holland (PV);Vrouw;25 tot 45 jaar;323.8;17.0
193;Noord-Holland (PV);Vrouw;45 tot 65 jaar;234.3;16.3
194;Noord-Holland (PV);Vrouw;65 jaar en ouder;199.1;14.2
195;Zuid-Holland (PV);Mannen en vrouwen;Totaal leeftijd;2275.2;19.3
196;Zuid-Holland (PV);Mannen en vrouwen;15 tot 25 jaar;234.3;10.2
197;Zuid-Holland (PV);Mannen en vrouwen;25 tot 45 jaar;883.5;20.5
198;Zuid-Holland (PV);Mannen en vrouwen;45 tot 65 jaar;692.1;22.5
199;Zuid-Holland (PV);Mannen en vrouwen;65 jaar en ouder;465.3;16.6
200;Zuid-Holland (PV);Man;Totaal leeftijd;1198.0;23.3
201;Zuid-Holland (PV);Man;15 tot 25 jaar;119.0;10.7
202;Zuid-Holland (PV);Man;25 tot 45 jaar;481.6;24.1
203;Zuid-Holland (PV);Man;45 tot 65 jaar;405.5;27.4
204;Zuid-Holland (PV);Man;65 jaar en ouder;191.9;20.4
205;Zuid-Holland (PV);Vrouw;Totaal leeftijd;1077.2;14.8
206;Zuid-Holland (PV);Vrouw;15 tot 25 jaar;115.3;9.6
207;Zuid-Holland (PV);Vrouw;25 tot 45 jaar;401.9;16.2
208;Zuid-Holland (PV);Vrouw;45 tot 65 jaar;286.6;15.7
209;Zuid-Holland (PV);Vrouw;65 jaar en ouder;273.3;13.9
210;Zeeland (PV);Mannen en vrouwen;Totaal leeftijd;249.9;18.2
211;Zeeland (PV);Mannen en vrouwen;15 tot 25 jaar;24.5;10.0
212;Zeeland (PV);Mannen en vrouwen;25 tot 45 jaar;85.4;19.3
213;Zeeland (PV);Mannen en vrouwen;45 tot 65 jaar;79.0;21.5
214;Zeeland (PV);Mannen en vrouwen;65 jaar en ouder;61.0;15.7
215;Zeeland (PV);Man;Totaal leeftijd;135.9;22.3
216;Zeeland (PV);Man;15 tot 25 jaar;13.1;11.0
217;Zeeland (PV);Man;25 tot 45 jaar;47.8;23.4
218;Zeeland (PV);Man;45 tot 65 jaar;48.6;26.0
219;Zeeland (PV);Man;65 jaar en ouder;26.4;19.3
220;Zeeland (PV);Vrouw;Totaal leeftijd;114.0;13.2
221;Zeeland (PV);Vrouw;15 tot 25 jaar;11.4;8.9
222;Zeeland (PV);Vrouw;25 tot 45 jaar;37.6;14.0
223;Zeeland (PV);Vrouw;45 tot 65 jaar;30.4;14.1
224;Zeeland (PV);Vrouw;65 jaar en ouder;34.7;12.9
225;Noord-Brabant (PV);Mannen en vrouwen;Totaal leeftijd;1615.4;18.3
226;Noord-Brabant (PV);Mannen en vrouwen;15 tot 25 jaar;170.1;9.5
227;Noord-Brabant (PV);Mannen en vrouwen;25 tot 45 jaar;625.5;19.6
228;Noord-Brabant (PV);Mannen en vrouwen;45 tot 65 jaar;505.0;21.3
229;Noord-Brabant (PV);Mannen en vrouwen;65 jaar en ouder;314.8;15.7
230;Noord-Brabant (PV);Man;Totaal leeftijd;877.7;22.3
231;Noord-Brabant (PV);Man;15 tot 25 jaar;88.1;10.1
232;Noord-Brabant (PV);Man;25 tot 45 jaar;346.8;23.5
233;Noord-Brabant (PV);Man;45 tot 65 jaar;306.8;26.0
234;Noord-Brabant (PV);Man;65 jaar en ouder;136.0;19.2
235;Noord-Brabant (PV);Vrouw;Totaal leeftijd;737.7;13.5
236;Noord-Brabant (PV);Vrouw;15 tot 25 jaar;82.0;9.0
237;Noord-Brabant (PV);Vrouw;25 tot 45 jaar;278.7;14.7
238;Noord-Brabant (PV);Vrouw;45 tot 65 jaar;198.2;14.2
239;Noord-Brabant (PV);Vrouw;65 jaar en ouder;178.8;13.1
240;Limburg (PV);Mannen en vrouwen;Totaal leeftijd;769.4;17.5
241;Limburg (PV);Mannen en vrouwen;15 tot 25 jaar;71.0;9.1
242;Limburg (PV);Mannen en vrouwen;25 tot 45 jaar;276.4;18.6
243;Limburg (PV);Mannen en vrouwen;45 tot 65 jaar;251.1;20.2
244;Limburg (PV);Mannen en vrouwen;65 jaar en ouder;170.9;15.3
245;Limburg (PV);Man;Totaal leeftijd;411.9;21.3
246;Limburg (PV);Man;15 tot 25 jaar;36.3;9.5
247;Limburg (PV);Man;25 tot 45 jaar;150.7;22.2
248;Limburg (PV);Man;45 tot 65 jaar;152.1;24.4
249;Limburg (PV);Man;65 jaar en ouder;72.8;18.6
250;Limburg (PV);Vrouw;Totaal leeftijd;357.5;13.2
251;Limburg (PV);Vrouw;15 tot 25 jaar;34.7;8.6
252;Limburg (PV);Vrouw;25 tot 45 jaar;125.6;14.3
253;Limburg (PV);Vrouw;45 tot 65 jaar;99.0;13.7
254;Limburg (PV);Vrouw;65 jaar en ouder;98.2;12.9
255;Oost-Groningen (CR);Mannen en vrouwen;Totaal leeftijd;103.3;16.3
256;Oost-Groningen (CR);Mannen en vrouwen;15 tot 25 jaar;8.3;9.7
257;Oost-Groningen (CR);Mannen en vrouwen;25 tot 45 jaar;36.2;17.5
258;Oost-Groningen (CR);Mannen en vrouwen;45 tot 65 jaar;33.2;18.8
259;Oost-Groningen (CR);Mannen en vrouwen;65 jaar en ouder;25.6;13.6
260;Oost-Groningen (CR);Man;Totaal leeftijd;56.1;19.5
261;Oost-Groningen (CR);Man;15 tot 25 jaar;4.3;10.5
262;Oost-Groningen (CR);Man;25 tot 45 jaar;20.3;20.7
263;Oost-Groningen (CR);Man;45 tot 65 jaar;20.8;22.1
264;Oost-Groningen (CR);Man;65 jaar en ouder;10.8;15.9
265;Oost-Groningen (CR);Vrouw;Totaal leeftijd;47.2;12.5
266;Oost-Groningen (CR);Vrouw;15 tot 25 jaar;4.0;8.8
267;Oost-Groningen (CR);Vrouw;25 tot 45 jaar;16.0;13.4
268;Oost-Groningen (CR);Vrouw;45 tot 65 jaar;12.5;13.2
269;Oost-Groningen (CR);Vrouw;65 jaar en ouder;14.8;11.9
270;Delfzijl en omgeving (CR);Mannen en vrouwen;Totaal leeftijd;34.6;17.2
271;Delfzijl en omgeving (CR);Mannen en vrouwen;15 tot 25 jaar;3.0;9.9
272;Delfzijl en omgeving (CR);Mannen en vrouwen;25 tot 45 jaar;12.1;18.0
273;Delfzijl en omgeving (CR);Mannen en vrouwen;45 tot 65 jaar;11.2;20.5
274;Delfzijl en omgeving (CR);Mannen en vrouwen;65 jaar en ouder;8.3;14.3
275;Delfzijl en omgeving (CR);Man;Totaal leeftijd;19.0;20.8
276;Delfzijl en omgeving (CR);Man;15 tot 25 jaar;1.6;11.1
277;Delfzijl en omgeving (CR);Man;25 tot 45 jaar;6.8;21.3
278;Delfzijl en omgeving (CR);Man;45 tot 65 jaar;7.0;24.2
279;Delfzijl en omgeving (CR);Man;65 jaar en ouder;3.6;17.3
280;Delfzijl en omgeving (CR);Vrouw;Totaal leeftijd;15.6;12.9
281;Delfzijl en omgeving (CR);Vrouw;15 tot 25 jaar;1.4;8.6
282;Delfzijl en omgeving (CR);Vrouw;25 tot 45 jaar;5.3;13.8
283;Delfzijl en omgeving (CR);Vrouw;45 tot 65 jaar;4.1;14.0
284;Delfzijl en omgeving (CR);Vrouw;65 jaar en ouder;4.8;12.1
285;Overig Groningen (CR);Mannen en vrouwen;Totaal leeftijd;243.2;17.4
286;Overig Groningen (CR);Mannen en vrouwen;15 tot 25 jaar;30.4;8.9
287;Overig Groningen (CR);Mannen en vrouwen;25 tot 45 jaar;94.2;18.5
288;Overig Groningen (CR);Mannen en vrouwen;45 tot 65 jaar;70.9;20.7
289;Overig Groningen (CR);Mannen en vrouwen;65 jaar en ouder;47.8;15.5
290;Overig Groningen (CR);Man;Totaal leeftijd;128.6;20.3
291;Overig Groningen (CR);Man;15 tot 25 jaar;14.9;9.2
292;Overig Groningen (CR);Man;25 tot 45 jaar;51.7;20.9
293;Overig Groningen (CR);Man;45 tot 65 jaar;42.2;24.3
294;Overig Groningen (CR);Man;65 jaar en ouder;19.8;18.5
295;Overig Groningen (CR);Vrouw;Totaal leeftijd;114.6;14.1
296;Overig Groningen (CR);Vrouw;15 tot 25 jaar;15.4;8.7
297;Overig Groningen (CR);Vrouw;25 tot 45 jaar;42.4;15.5
298;Overig Groningen (CR);Vrouw;45 tot 65 jaar;28.7;15.5
299;Overig Groningen (CR);Vrouw;65 jaar en ouder;28.0;13.4
300;Noord-Friesland (CR);Mannen en vrouwen;Totaal leeftijd;215.1;17.1
301;Noord-Friesland (CR);Mannen en vrouwen;15 tot 25 jaar;23.9;9.8
302;Noord-Friesland (CR);Mannen en vrouwen;25 tot 45 jaar;79.8;18.1
303;Noord-Friesland (CR);Mannen en vrouwen;45 tot 65 jaar;66.2;20.0
304;Noord-Friesland (CR);Mannen en vrouwen;65 jaar en ouder;45.1;15.0
305;Noord-Friesland (CR);Man;Totaal leeftijd;117.2;20.5
306;Noord-Friesland (CR);Man;15 tot 25 jaar;12.3;10.7
307;Noord-Friesland (CR);Man;25 tot 45 jaar;44.8;21.2
308;Noord-Friesland (CR);Man;45 tot 65 jaar;41.1;23.6
309;Noord-Friesland (CR);Man;65 jaar en ouder;19.0;18.2
310;Noord-Friesland (CR);Vrouw;Totaal leeftijd;97.9;13.1
311;Noord-Friesland (CR);Vrouw;15 tot 25 jaar;11.6;8.9
312;Noord-Friesland (CR);Vrouw;25 tot 45 jaar;35.1;14.2
313;Noord-Friesland (CR);Vrouw;45 tot 65 jaar;25.1;14.0
314;Noord-Friesland (CR);Vrouw;65 jaar en ouder;26.1;12.7
315;Zuidwest-Friesland (CR);Mannen en vrouwen;Totaal leeftijd;67.7;17.3
316;Zuidwest-Friesland (CR);Mannen en vrouwen;15 tot 25 jaar;6.6;9.6
317;Zuidwest-Friesland (CR);Mannen en vrouwen;25 tot 45 jaar;24.9;18.2
318;Zuidwest-Friesland (CR);Mannen en vrouwen;45 tot 65 jaar;21.3;20.2
319;Zuidwest-Friesland (CR);Mannen en vrouwen;65 jaar en ouder;14.9;15.3
320;Zuidwest-Friesland (CR);Man;Totaal leeftijd;37.3;21.0
321;Zuidwest-Friesland (CR);Man;15 tot 25 jaar;3.5;10.3
322;Zuidwest-Friesland (CR);Man;25 tot 45 jaar;14.1;21.6
323;Zuidwest-Friesland (CR);Man;45 tot 65 jaar;13.3;24.2
324;Zuidwest-Friesland (CR);Man;65 jaar en ouder;6.5;19.1
325;Zuidwest-Friesland (CR);Vrouw;Totaal leeftijd;30.4;12.8
326;Zuidwest-Friesland (CR);Vrouw;15 tot 25 jaar;3.2;8.8
327;Zuidwest-Friesland (CR);Vrouw;25 tot 45 jaar;10.8;13.8
328;Zuidwest-Friesland (CR);Vrouw;45 tot 65 jaar;8.0;13.6
329;Zuidwest-Friesland (CR);Vrouw;65 jaar en ouder;8.4;12.3
330;Zuidoost-Friesland (CR);Mannen en vrouwen;Totaal leeftijd;135.4;17.3
331;Zuidoost-Friesland (CR);Mannen en vrouwen;15 tot 25 jaar;12.9;9.6
332;Zuidoost-Friesland (CR);Mannen en vrouwen;25 tot 45 jaar;49.2;18.1
333;Zuidoost-Friesland (CR);Mannen en vrouwen;45 tot 65 jaar;41.9;20.2
334;Zuidoost-Friesland (CR);Mannen en vrouwen;65 jaar en ouder;31.3;15.2
335;Zuidoost-Friesland (CR);Man;Totaal leeftijd;73.4;20.9
336;Zuidoost-Friesland (CR);Man;15 tot 25 jaar;6.8;10.3
337;Zuidoost-Friesland (CR);Man;25 tot 45 jaar;27.5;21.5
338;Zuidoost-Friesland (CR);Man;45 tot 65 jaar;25.7;24.3
339;Zuidoost-Friesland (CR);Man;65 jaar en ouder;13.4;18.6
340;Zuidoost-Friesland (CR);Vrouw;Totaal leeftijd;62.0;13.0
341;Zuidoost-Friesland (CR);Vrouw;15 tot 25 jaar;6.0;8.7
342;Zuidoost-Friesland (CR);Vrouw;25 tot 45 jaar;21.7;13.9
343;Zuidoost-Friesland (CR);Vrouw;45 tot 65 jaar;16.3;13.9
344;Zuidoost-Friesland (CR);Vrouw;65 jaar en ouder;18.0;12.6
345;Noord-Drenthe (CR);Mannen en vrouwen;Totaal leeftijd;123.0;18.3
346;Noord-Drenthe (CR);Mannen en vrouwen;15 tot 25 jaar;10.0;9.1
347;Noord-Drenthe (CR);Mannen en vrouwen;25 tot 45 jaar;44.0;18.9
348;Noord-Drenthe (CR);Mannen en vrouwen;45 tot 65 jaar;40.6;21.5
349;Noord-Drenthe (CR);Mannen en vrouwen;65 jaar en ouder;28.4;16.0
350;Noord-Drenthe (CR);Man;Totaal leeftijd;65.4;22.2
351;Noord-Drenthe (CR);Man;15 tot 25 jaar;5.3;9.8
352;Noord-Drenthe (CR);Man;25 tot 45 jaar;23.6;22.5
353;Noord-Drenthe (CR);Man;45 tot 65 jaar;24.3;25.9
354;Noord-Drenthe (CR);Man;65 jaar en ouder;12.2;19.6
355;Noord-Drenthe (CR);Vrouw;Totaal leeftijd;57.6;13.8
356;Noord-Drenthe (CR);Vrouw;15 tot 25 jaar;4.7;8.5
357;Noord-Drenthe (CR);Vrouw;25 tot 45 jaar;20.4;14.8
358;Noord-Drenthe (CR);Vrouw;45 tot 65 jaar;16.3;14.9
359;Noord-Drenthe (CR);Vrouw;65 jaar en ouder;16.1;13.2
360;Zuidoost-Drenthe (CR);Mannen en vrouwen;Totaal leeftijd;114.5;16.5
361;Zuidoost-Drenthe (CR);Mannen en vrouwen;15 tot 25 jaar;10.8;9.4
362;Zuidoost-Drenthe (CR);Mannen en vrouwen;25 tot 45 jaar;41.2;17.3
