ID;BronTechniek;Perioden;Elektriciteitsproductie_1;AandeelInTotaalElektriciteitsverbruik_2;Elektriciteitsproductie_3;AandeelInTotaalElektriciteitsverbruik_4;Elektriciteitsproductie_5;AandeelInTotaalElektriciteitsverbruik_6;Elektriciteit_7;AandeelInTotaalElektriciteitsverbruik_8;Elektriciteit_9;AandeelInTotaalElektriciteitsverbruik_10
290;Windenergie op zee;1992;0.0;0.0;0.0;0.0;0.0;0.0;;;;
291;Windenergie op zee;1993;0.0;0.0;0.0;0.0;0.0;0.0;;;;
292;Windenergie op zee;1994;0.0;0.0;0.0;0.0;0.0;0.0;;;;
293;Windenergie op zee;1995;0.0;0.0;0.0;0.0;0.0;0.0;;;;
294;Windenergie op zee;1996;0.0;0.0;0.0;0.0;0.0;0.0;;;;
295;Windenergie op zee;1997;0.0;0.0;0.0;0.0;0.0;0.0;;;;
296;Windenergie op zee;1998;0.0;0.0;0.0;0.0;0.0;0.0;;;;
297;Windenergie op zee;1999;0.0;0.0;0.0;0.0;0.0;0.0;;;;
298;Windenergie op zee;2000;0.0;0.0;0.0;0.0;0.0;0.0;;;;
299;Windenergie op zee;2001;0.0;0.0;0.0;0.0;0.0;0.0;;;;
300;Windenergie op zee;2002 1e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;;;;
301;Windenergie op zee;2002 2e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;;;;
302;Windenergie op zee;2002 3e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;;;;
303;Windenergie op zee;2002 4e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;;;;
304;Windenergie op zee;2002;0.0;0.0;0.0;0.0;0.0;0.0;;;;
305;Windenergie op zee;2003 1e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;;;;
306;Windenergie op zee;2003 2e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;;;;
307;Windenergie op zee;2003 3e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;;;;
308;Windenergie op zee;2003 4e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;;;;
309;Windenergie op zee;2003;0.0;0.0;0.0;0.0;0.0;0.0;;;;
310;Windenergie op zee;2004 1e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;;;;
311;Windenergie op zee;2004 2e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;;;;
312;Windenergie op zee;2004 3e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;;;;
313;Windenergie op zee;2004 4e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;;;;
314;Windenergie op zee;2004;0.0;0.0;0.0;0.0;0.0;0.0;;;;
315;Windenergie op zee;2005 1e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;;;;
316;Windenergie op zee;2005 2e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;;;;
317;Windenergie op zee;2005 3e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;;;;
318;Windenergie op zee;2005 4e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;;;;
319;Windenergie op zee;2005;0.0;0.0;0.0;0.0;0.0;0.0;;;;
320;Windenergie op zee;2006 1e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
321;Windenergie op zee;2006 2e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
322;Windenergie op zee;2006 3e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
323;Windenergie op zee;2006 4e kwartaal;63.0;0.2;68.0;0.22;68.0;0.22;0.0;0.0;;
324;Windenergie op zee;2006;63.0;0.05;68.0;0.06;68.0;0.06;0.0;0.0;;
325;Windenergie op zee;2007 1e kwartaal;;;108.0;0.33;108.0;0.35;;;;
326;Windenergie op zee;2007 2e kwartaal;;;67.0;0.23;67.0;0.24;;;;
327;Windenergie op zee;2007 3e kwartaal;;;82.0;0.28;82.0;0.29;;;;
328;Windenergie op zee;2007 4e kwartaal;;;72.0;0.22;72.0;0.23;;;;
329;Windenergie op zee;2007;303.0;0.25;330.0;0.27;330.0;0.28;;;;
330;Windenergie op zee;2008 1e kwartaal;;;111.0;0.33;111.0;0.35;;;;
331;Windenergie op zee;2008 2e kwartaal;;;114.0;0.39;114.0;0.4;;;;
332;Windenergie op zee;2008 3e kwartaal;;;160.0;0.55;160.0;0.57;;;;
333;Windenergie op zee;2008 4e kwartaal;;;212.0;0.65;212.0;0.67;;;;
334;Windenergie op zee;2008;549.0;0.44;596.0;0.48;596.0;0.5;;;;
335;Windenergie op zee;2009 1e kwartaal;;;182.0;0.58;182.0;0.6;;;;
336;Windenergie op zee;2009 2e kwartaal;;;139.0;0.5;139.0;0.52;;;;
337;Windenergie op zee;2009 3e kwartaal;;;161.0;0.59;161.0;0.61;;;;
338;Windenergie op zee;2009 4e kwartaal;;;253.0;0.8;253.0;0.83;;;;
339;Windenergie op zee;2009;719.0;0.61;735.0;0.62;735.0;0.65;;;;
340;Windenergie op zee;2010 1e kwartaal;;;197.0;0.62;197.0;0.65;;;;
341;Windenergie op zee;2010 2e kwartaal;;;116.0;0.41;116.0;0.43;;;;
342;Windenergie op zee;2010 3e kwartaal;;;148.0;0.52;148.0;0.54;;;;
343;Windenergie op zee;2010 4e kwartaal;;;218.0;0.67;218.0;0.69;;;;
344;Windenergie op zee;2010;765.0;0.63;679.0;0.56;679.0;0.58;;;;
345;Windenergie op zee;2011 1e kwartaal;;;198.0;0.62;198.0;0.64;;;;
346;Windenergie op zee;2011 2e kwartaal;;;159.0;0.56;159.0;0.58;;;;
347;Windenergie op zee;2011 3e kwartaal;;;177.0;0.62;177.0;0.64;;;;
348;Windenergie op zee;2011 4e kwartaal;;;268.0;0.81;268.0;0.84;;;;
349;Windenergie op zee;2011;743.0;0.61;802.0;0.66;802.0;0.68;;;;
350;Windenergie op zee;2012 1e kwartaal;;;204.0;0.65;204.0;0.67;;;;
351;Windenergie op zee;2012 2e kwartaal;;;174.0;0.62;174.0;0.65;;;;
352;Windenergie op zee;2012 3e kwartaal;;;158.0;0.56;158.0;0.58;;;;
353;Windenergie op zee;2012 4e kwartaal;;;254.0;0.79;254.0;0.82;;;;
354;Windenergie op zee;2012;782.0;0.65;789.0;0.66;789.0;0.68;;;;
355;Windenergie op zee;2013 1e kwartaal;;;226.0;0.73;226.0;0.75;;;;
356;Windenergie op zee;2013 2e kwartaal;;;197.0;0.72;197.0;0.75;;;;
357;Windenergie op zee;2013 3e kwartaal;;;121.0;0.43;121.0;0.45;;;;
358;Windenergie op zee;2013 4e kwartaal;;;227.0;0.71;227.0;0.73;;;;
359;Windenergie op zee;2013;740.0;0.63;771.0;0.65;771.0;0.67;;;;
360;Totaal zonnestroom;1990;0.0;0.0;0.0;0.0;0.0;0.0;;;;
361;Totaal zonnestroom;1991;0.0;0.0;0.0;0.0;0.0;0.0;;;;
362;Totaal zonnestroom;1992;1.0;0.0;1.0;0.0;1.0;0.0;;;;
363;Totaal zonnestroom;1993;1.0;0.0;1.0;0.0;1.0;0.0;;;;
364;Totaal zonnestroom;1994;1.0;0.0;1.0;0.0;1.0;0.0;;;;
365;Totaal zonnestroom;1995;1.0;0.0;1.0;0.0;1.0;0.0;;;;
366;Totaal zonnestroom;1996;2.0;0.0;2.0;0.0;2.0;0.0;;;;
367;Totaal zonnestroom;1997;2.0;0.0;2.0;0.0;2.0;0.0;;;;
368;Totaal zonnestroom;1998;4.0;0.0;4.0;0.0;4.0;0.0;;;;
369;Totaal zonnestroom;1999;5.0;0.01;5.0;0.01;5.0;0.01;;;;
370;Totaal zonnestroom;2000;8.0;0.01;8.0;0.01;8.0;0.01;;;;
371;Totaal zonnestroom;2001;13.0;0.01;13.0;0.01;13.0;0.01;;;;
372;Totaal zonnestroom;2002 1e kwartaal;;;;;;;0.0;0.0;;
373;Totaal zonnestroom;2002 2e kwartaal;;;;;;;0.0;0.0;;
374;Totaal zonnestroom;2002 3e kwartaal;;;;;;;0.0;0.0;;
375;Totaal zonnestroom;2002 4e kwartaal;;;;;;;0.0;0.0;;
376;Totaal zonnestroom;2002;17.0;0.02;17.0;0.02;17.0;0.02;0.0;0.0;;
377;Totaal zonnestroom;2003 1e kwartaal;;;;;;;0.0;0.0;;
378;Totaal zonnestroom;2003 2e kwartaal;;;;;;;0.0;0.0;;
379;Totaal zonnestroom;2003 3e kwartaal;;;;;;;0.0;0.0;;
380;Totaal zonnestroom;2003 4e kwartaal;;;;;;;0.0;0.0;;
381;Totaal zonnestroom;2003;31.0;0.03;31.0;0.03;31.0;0.03;0.0;0.0;;
382;Totaal zonnestroom;2004 1e kwartaal;;;;;;;0.0;0.0;;
383;Totaal zonnestroom;2004 2e kwartaal;;;;;;;0.0;0.0;;
384;Totaal zonnestroom;2004 3e kwartaal;;;;;;;0.0;0.0;;
385;Totaal zonnestroom;2004 4e kwartaal;;;;;;;0.0;0.0;;
386;Totaal zonnestroom;2004;33.0;0.03;33.0;0.03;33.0;0.03;0.0;0.0;;
387;Totaal zonnestroom;2005 1e kwartaal;;;;;;;0.0;0.0;;
388;Totaal zonnestroom;2005 2e kwartaal;;;;;;;0.0;0.0;;
389;Totaal zonnestroom;2005 3e kwartaal;;;;;;;0.0;0.0;;
390;Totaal zonnestroom;2005 4e kwartaal;;;;;;;0.0;0.0;;
391;Totaal zonnestroom;2005;34.0;0.03;34.0;0.03;34.0;0.03;0.0;0.0;;
392;Totaal zonnestroom;2006 1e kwartaal;;;;;;;0.0;0.0;;
393;Totaal zonnestroom;2006 2e kwartaal;;;;;;;0.0;0.0;;
394;Totaal zonnestroom;2006 3e kwartaal;;;;;;;0.0;0.0;;
395;Totaal zonnestroom;2006 4e kwartaal;;;;;;;0.0;0.0;;
396;Totaal zonnestroom;2006;35.0;0.03;35.0;0.03;35.0;0.03;0.0;0.0;;
397;Totaal zonnestroom;2007 1e kwartaal;;;;;;;0.0;0.0;;
398;Totaal zonnestroom;2007 2e kwartaal;;;;;;;0.0;0.0;;
399;Totaal zonnestroom;2007 3e kwartaal;;;;;;;0.0;0.0;;
400;Totaal zonnestroom;2007 4e kwartaal;;;;;;;0.0;0.0;;
401;Totaal zonnestroom;2007;36.0;0.03;36.0;0.03;36.0;0.03;0.0;0.0;;
402;Totaal zonnestroom;2008 1e kwartaal;;;;;;;0.0;0.0;;
403;Totaal zonnestroom;2008 2e kwartaal;;;;;;;0.0;0.0;;
404;Totaal zonnestroom;2008 3e kwartaal;;;;;;;0.0;0.0;;
405;Totaal zonnestroom;2008 4e kwartaal;;;;;;;0.0;0.0;;
406;Totaal zonnestroom;2008;38.0;0.03;38.0;0.03;38.0;0.03;0.0;0.0;;
407;Totaal zonnestroom;2009 1e kwartaal;;;;;;;0.0;0.0;;
408;Totaal zonnestroom;2009 2e kwartaal;;;;;;;0.0;0.0;;
409;Totaal zonnestroom;2009 3e kwartaal;;;;;;;0.0;0.0;;
410;Totaal zonnestroom;2009 4e kwartaal;;;;;;;0.0;0.0;;
411;Totaal zonnestroom;2009;46.0;0.04;46.0;0.04;46.0;0.04;0.0;0.0;;
412;Totaal zonnestroom;2010 1e kwartaal;;;;;;;0.0;0.0;;
413;Totaal zonnestroom;2010 2e kwartaal;;;;;;;0.0;0.0;;
414;Totaal zonnestroom;2010 3e kwartaal;;;;;;;0.0;0.0;;
415;Totaal zonnestroom;2010 4e kwartaal;;;;;;;0.0;0.0;;
416;Totaal zonnestroom;2010;60.0;0.05;60.0;0.05;60.0;0.05;0.0;0.0;;
417;Totaal zonnestroom;2011 1e kwartaal;;;;;;;0.0;0.0;;
418;Totaal zonnestroom;2011 2e kwartaal;;;;;;;0.0;0.0;;
419;Totaal zonnestroom;2011 3e kwartaal;;;;;;;0.0;0.0;;
420;Totaal zonnestroom;2011 4e kwartaal;;;;;;;0.0;0.0;;
421;Totaal zonnestroom;2011;100.0;0.08;100.0;0.08;100.0;0.09;0.0;0.0;;
422;Totaal zonnestroom;2012 1e kwartaal;;;;;;;0.0;0.0;;
423;Totaal zonnestroom;2012 2e kwartaal;;;;;;;0.0;0.0;;
424;Totaal zonnestroom;2012 3e kwartaal;;;;;;;0.0;0.0;;
425;Totaal zonnestroom;2012 4e kwartaal;;;;;;;0.0;0.0;;
426;Totaal zonnestroom;2012;254.0;0.21;254.0;0.21;254.0;0.22;0.0;0.0;;
427;Totaal zonnestroom;2013 1e kwartaal;;;;;;;;;;
428;Totaal zonnestroom;2013 2e kwartaal;;;;;;;;;;
429;Totaal zonnestroom;2013 3e kwartaal;;;;;;;;;;
430;Totaal zonnestroom;2013 4e kwartaal;;;;;;;;;;
431;Totaal zonnestroom;2013;;;;;;;0.0;0.0;;
432;Zonnestroom, niet aan het net gekoppeld;1990;0.0;0.0;0.0;0.0;0.0;0.0;;;;
433;Zonnestroom, niet aan het net gekoppeld;1991;0.0;0.0;0.0;0.0;0.0;0.0;;;;
434;Zonnestroom, niet aan het net gekoppeld;1992;0.0;0.0;0.0;0.0;0.0;0.0;;;;
435;Zonnestroom, niet aan het net gekoppeld;1993;1.0;0.0;1.0;0.0;1.0;0.0;;;;
436;Zonnestroom, niet aan het net gekoppeld;1994;1.0;0.0;1.0;0.0;1.0;0.0;;;;
437;Zonnestroom, niet aan het net gekoppeld;1995;1.0;0.0;1.0;0.0;1.0;0.0;;;;
438;Zonnestroom, niet aan het net gekoppeld;1996;1.0;0.0;1.0;0.0;1.0;0.0;;;;
439;Zonnestroom, niet aan het net gekoppeld;1997;1.0;0.0;1.0;0.0;1.0;0.0;;;;
440;Zonnestroom, niet aan het net gekoppeld;1998;1.0;0.0;1.0;0.0;1.0;0.0;;;;
441;Zonnestroom, niet aan het net gekoppeld;1999;2.0;0.0;2.0;0.0;2.0;0.0;;;;
442;Zonnestroom, niet aan het net gekoppeld;2000;2.0;0.0;2.0;0.0;2.0;0.0;;;;
443;Zonnestroom, niet aan het net gekoppeld;2001;2.0;0.0;2.0;0.0;2.0;0.0;;;;
444;Zonnestroom, niet aan het net gekoppeld;2002 1e kwartaal;;;;;;;0.0;0.0;;
445;Zonnestroom, niet aan het net gekoppeld;2002 2e kwartaal;;;;;;;0.0;0.0;;
446;Zonnestroom, niet aan het net gekoppeld;2002 3e kwartaal;;;;;;;0.0;0.0;;
447;Zonnestroom, niet aan het net gekoppeld;2002 4e kwartaal;;;;;;;0.0;0.0;;
448;Zonnestroom, niet aan het net gekoppeld;2002;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;;
449;Zonnestroom, niet aan het net gekoppeld;2003 1e kwartaal;;;;;;;0.0;0.0;;
450;Zonnestroom, niet aan het net gekoppeld;2003 2e kwartaal;;;;;;;0.0;0.0;;
451;Zonnestroom, niet aan het net gekoppeld;2003 3e kwartaal;;;;;;;0.0;0.0;;
452;Zonnestroom, niet aan het net gekoppeld;2003 4e kwartaal;;;;;;;0.0;0.0;;
453;Zonnestroom, niet aan het net gekoppeld;2003;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;;
454;Zonnestroom, niet aan het net gekoppeld;2004 1e kwartaal;;;;;;;0.0;0.0;;
455;Zonnestroom, niet aan het net gekoppeld;2004 2e kwartaal;;;;;;;0.0;0.0;;
456;Zonnestroom, niet aan het net gekoppeld;2004 3e kwartaal;;;;;;;0.0;0.0;;
457;Zonnestroom, niet aan het net gekoppeld;2004 4e kwartaal;;;;;;;0.0;0.0;;
458;Zonnestroom, niet aan het net gekoppeld;2004;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;;
459;Zonnestroom, niet aan het net gekoppeld;2005 1e kwartaal;;;;;;;0.0;0.0;;
460;Zonnestroom, niet aan het net gekoppeld;2005 2e kwartaal;;;;;;;0.0;0.0;;
461;Zonnestroom, niet aan het net gekoppeld;2005 3e kwartaal;;;;;;;0.0;0.0;;
462;Zonnestroom, niet aan het net gekoppeld;2005 4e kwartaal;;;;;;;0.0;0.0;;
463;Zonnestroom, niet aan het net gekoppeld;2005;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;;
464;Zonnestroom, niet aan het net gekoppeld;2006 1e kwartaal;;;;;;;0.0;0.0;;
465;Zonnestroom, niet aan het net gekoppeld;2006 2e kwartaal;;;;;;;0.0;0.0;;
466;Zonnestroom, niet aan het net gekoppeld;2006 3e kwartaal;;;;;;;0.0;0.0;;
467;Zonnestroom, niet aan het net gekoppeld;2006 4e kwartaal;;;;;;;0.0;0.0;;
468;Zonnestroom, niet aan het net gekoppeld;2006;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;;
469;Zonnestroom, niet aan het net gekoppeld;2007 1e kwartaal;;;;;;;0.0;0.0;;
470;Zonnestroom, niet aan het net gekoppeld;2007 2e kwartaal;;;;;;;0.0;0.0;;
471;Zonnestroom, niet aan het net gekoppeld;2007 3e kwartaal;;;;;;;0.0;0.0;;
472;Zonnestroom, niet aan het net gekoppeld;2007 4e kwartaal;;;;;;;0.0;0.0;;
473;Zonnestroom, niet aan het net gekoppeld;2007;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;;
474;Zonnestroom, niet aan het net gekoppeld;2008 1e kwartaal;;;;;;;0.0;0.0;;
475;Zonnestroom, niet aan het net gekoppeld;2008 2e kwartaal;;;;;;;0.0;0.0;;
476;Zonnestroom, niet aan het net gekoppeld;2008 3e kwartaal;;;;;;;0.0;0.0;;
477;Zonnestroom, niet aan het net gekoppeld;2008 4e kwartaal;;;;;;;0.0;0.0;;
478;Zonnestroom, niet aan het net gekoppeld;2008;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;;
479;Zonnestroom, niet aan het net gekoppeld;2009 1e kwartaal;;;;;;;0.0;0.0;;
480;Zonnestroom, niet aan het net gekoppeld;2009 2e kwartaal;;;;;;;0.0;0.0;;
481;Zonnestroom, niet aan het net gekoppeld;2009 3e kwartaal;;;;;;;0.0;0.0;;
482;Zonnestroom, niet aan het net gekoppeld;2009 4e kwartaal;;;;;;;0.0;0.0;;
483;Zonnestroom, niet aan het net gekoppeld;2009;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;;
484;Zonnestroom, niet aan het net gekoppeld;2010 1e kwartaal;;;;;;;0.0;0.0;;
485;Zonnestroom, niet aan het net gekoppeld;2010 2e kwartaal;;;;;;;0.0;0.0;;
486;Zonnestroom, niet aan het net gekoppeld;2010 3e kwartaal;;;;;;;0.0;0.0;;
487;Zonnestroom, niet aan het net gekoppeld;2010 4e kwartaal;;;;;;;0.0;0.0;;
488;Zonnestroom, niet aan het net gekoppeld;2010;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;;
489;Zonnestroom, niet aan het net gekoppeld;2011 1e kwartaal;;;;;;;0.0;0.0;;
490;Zonnestroom, niet aan het net gekoppeld;2011 2e kwartaal;;;;;;;0.0;0.0;;
491;Zonnestroom, niet aan het net gekoppeld;2011 3e kwartaal;;;;;;;0.0;0.0;;
492;Zonnestroom, niet aan het net gekoppeld;2011 4e kwartaal;;;;;;;0.0;0.0;;
493;Zonnestroom, niet aan het net gekoppeld;2011;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;;
494;Zonnestroom, niet aan het net gekoppeld;2012 1e kwartaal;;;;;;;0.0;0.0;;
495;Zonnestroom, niet aan het net gekoppeld;2012 2e kwartaal;;;;;;;0.0;0.0;;
496;Zonnestroom, niet aan het net gekoppeld;2012 3e kwartaal;;;;;;;0.0;0.0;;
497;Zonnestroom, niet aan het net gekoppeld;2012 4e kwartaal;;;;;;;0.0;0.0;;
498;Zonnestroom, niet aan het net gekoppeld;2012;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;;
499;Zonnestroom, niet aan het net gekoppeld;2013 1e kwartaal;;;;;;;;;;
500;Zonnestroom, niet aan het net gekoppeld;2013 2e kwartaal;;;;;;;;;;
501;Zonnestroom, niet aan het net gekoppeld;2013 3e kwartaal;;;;;;;;;;
502;Zonnestroom, niet aan het net gekoppeld;2013 4e kwartaal;;;;;;;;;;
503;Zonnestroom, niet aan het net gekoppeld;2013;;;;;;;0.0;0.0;;
504;Zonnestroom, netgekoppeld energiebedr.;1990;0.0;0.0;0.0;0.0;0.0;0.0;;;;
505;Zonnestroom, netgekoppeld energiebedr.;1991;0.0;0.0;0.0;0.0;0.0;0.0;;;;
506;Zonnestroom, netgekoppeld energiebedr.;1992;0.0;0.0;0.0;0.0;0.0;0.0;;;;
507;Zonnestroom, netgekoppeld energiebedr.;1993;0.0;0.0;0.0;0.0;0.0;0.0;;;;
508;Zonnestroom, netgekoppeld energiebedr.;1994;0.0;0.0;0.0;0.0;0.0;0.0;;;;
509;Zonnestroom, netgekoppeld energiebedr.;1995;0.0;0.0;0.0;0.0;0.0;0.0;;;;
510;Zonnestroom, netgekoppeld energiebedr.;1996;0.0;0.0;0.0;0.0;0.0;0.0;;;;
511;Zonnestroom, netgekoppeld energiebedr.;1997;0.0;0.0;0.0;0.0;0.0;0.0;;;;
512;Zonnestroom, netgekoppeld energiebedr.;1998;0.0;0.0;0.0;0.0;0.0;0.0;;;;
513;Zonnestroom, netgekoppeld energiebedr.;1999;0.0;0.0;0.0;0.0;0.0;0.0;;;;
514;Zonnestroom, netgekoppeld energiebedr.;2000;0.0;0.0;0.0;0.0;0.0;0.0;;;;
515;Zonnestroom, netgekoppeld energiebedr.;2001;2.0;0.0;2.0;0.0;2.0;0.0;;;;
516;Zonnestroom, netgekoppeld energiebedr.;2002 1e kwartaal;;;;;;;0.0;0.0;;
517;Zonnestroom, netgekoppeld energiebedr.;2002 2e kwartaal;;;;;;;0.0;0.0;;
518;Zonnestroom, netgekoppeld energiebedr.;2002 3e kwartaal;;;;;;;0.0;0.0;;
519;Zonnestroom, netgekoppeld energiebedr.;2002 4e kwartaal;;;;;;;0.0;0.0;;
520;Zonnestroom, netgekoppeld energiebedr.;2002;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;;
521;Zonnestroom, netgekoppeld energiebedr.;2003 1e kwartaal;;;;;;;0.0;0.0;;
522;Zonnestroom, netgekoppeld energiebedr.;2003 2e kwartaal;;;;;;;0.0;0.0;;
523;Zonnestroom, netgekoppeld energiebedr.;2003 3e kwartaal;;;;;;;0.0;0.0;;
524;Zonnestroom, netgekoppeld energiebedr.;2003 4e kwartaal;;;;;;;0.0;0.0;;
525;Zonnestroom, netgekoppeld energiebedr.;2003;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;;
526;Zonnestroom, netgekoppeld energiebedr.;2004 1e kwartaal;;;;;;;0.0;0.0;;
527;Zonnestroom, netgekoppeld energiebedr.;2004 2e kwartaal;;;;;;;0.0;0.0;;
528;Zonnestroom, netgekoppeld energiebedr.;2004 3e kwartaal;;;;;;;0.0;0.0;;
529;Zonnestroom, netgekoppeld energiebedr.;2004 4e kwartaal;;;;;;;0.0;0.0;;
530;Zonnestroom, netgekoppeld energiebedr.;2004;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;;
531;Zonnestroom, netgekoppeld energiebedr.;2005 1e kwartaal;;;;;;;0.0;0.0;;
532;Zonnestroom, netgekoppeld energiebedr.;2005 2e kwartaal;;;;;;;0.0;0.0;;
533;Zonnestroom, netgekoppeld energiebedr.;2005 3e kwartaal;;;;;;;0.0;0.0;;
534;Zonnestroom, netgekoppeld energiebedr.;2005 4e kwartaal;;;;;;;0.0;0.0;;
535;Zonnestroom, netgekoppeld energiebedr.;2005;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;;
536;Zonnestroom, netgekoppeld energiebedr.;2006 1e kwartaal;;;;;;;0.0;0.0;;
537;Zonnestroom, netgekoppeld energiebedr.;2006 2e kwartaal;;;;;;;0.0;0.0;;
538;Zonnestroom, netgekoppeld energiebedr.;2006 3e kwartaal;;;;;;;0.0;0.0;;
539;Zonnestroom, netgekoppeld energiebedr.;2006 4e kwartaal;;;;;;;0.0;0.0;;
540;Zonnestroom, netgekoppeld energiebedr.;2006;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;;
541;Zonnestroom, netgekoppeld energiebedr.;2007 1e kwartaal;;;;;;;0.0;0.0;;
542;Zonnestroom, netgekoppeld energiebedr.;2007 2e kwartaal;;;;;;;0.0;0.0;;
543;Zonnestroom, netgekoppeld energiebedr.;2007 3e kwartaal;;;;;;;0.0;0.0;;
544;Zonnestroom, netgekoppeld energiebedr.;2007 4e kwartaal;;;;;;;0.0;0.0;;
545;Zonnestroom, netgekoppeld energiebedr.;2007;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;;
546;Zonnestroom, netgekoppeld energiebedr.;2008 1e kwartaal;;;;;;;0.0;0.0;;
547;Zonnestroom, netgekoppeld energiebedr.;2008 2e kwartaal;;;;;;;0.0;0.0;;
548;Zonnestroom, netgekoppeld energiebedr.;2008 3e kwartaal;;;;;;;0.0;0.0;;
549;Zonnestroom, netgekoppeld energiebedr.;2008 4e kwartaal;;;;;;;0.0;0.0;;
550;Zonnestroom, netgekoppeld energiebedr.;2008;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;;
551;Zonnestroom, netgekoppeld energiebedr.;2009 1e kwartaal;;;;;;;0.0;0.0;;
552;Zonnestroom, netgekoppeld energiebedr.;2009 2e kwartaal;;;;;;;0.0;0.0;;
553;Zonnestroom, netgekoppeld energiebedr.;2009 3e kwartaal;;;;;;;0.0;0.0;;
554;Zonnestroom, netgekoppeld energiebedr.;2009 4e kwartaal;;;;;;;0.0;0.0;;
555;Zonnestroom, netgekoppeld energiebedr.;2009;3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;;
556;Zonnestroom, netgekoppeld energiebedr.;2010 1e kwartaal;;;;;;;0.0;0.0;;
557;Zonnestroom, netgekoppeld energiebedr.;2010 2e kwartaal;;;;;;;0.0;0.0;;
558;Zonnestroom, netgekoppeld energiebedr.;2010 3e kwartaal;;;;;;;0.0;0.0;;
559;Zonnestroom, netgekoppeld energiebedr.;2010 4e kwartaal;;;;;;;0.0;0.0;;
560;Zonnestroom, netgekoppeld energiebedr.;2010;4.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0;;
561;Zonnestroom, netgekoppeld energiebedr.;2011 1e kwartaal;;;;;;;0.0;0.0;;
562;Zonnestroom, netgekoppeld energiebedr.;2011 2e kwartaal;;;;;;;0.0;0.0;;
563;Zonnestroom, netgekoppeld energiebedr.;2011 3e kwartaal;;;;;;;0.0;0.0;;
564;Zonnestroom, netgekoppeld energiebedr.;2011 4e kwartaal;;;;;;;0.0;0.0;;
565;Zonnestroom, netgekoppeld energiebedr.;2011;8.0;0.01;8.0;0.01;8.0;0.01;0.0;0.0;;
566;Zonnestroom, netgekoppeld energiebedr.;2012 1e kwartaal;;;;;;;0.0;0.0;;
567;Zonnestroom, netgekoppeld energiebedr.;2012 2e kwartaal;;;;;;;0.0;0.0;;
568;Zonnestroom, netgekoppeld energiebedr.;2012 3e kwartaal;;;;;;;0.0;0.0;;
569;Zonnestroom, netgekoppeld energiebedr.;2012 4e kwartaal;;;;;;;0.0;0.0;;
570;Zonnestroom, netgekoppeld energiebedr.;2012;11.0;0.01;11.0;0.01;11.0;0.01;0.0;0.0;;
571;Zonnestroom, netgekoppeld energiebedr.;2013 1e kwartaal;;;;;;;;;;
572;Zonnestroom, netgekoppeld energiebedr.;2013 2e kwartaal;;;;;;;;;;
573;Zonnestroom, netgekoppeld energiebedr.;2013 3e kwartaal;;;;;;;;;;
574;Zonnestroom, netgekoppeld energiebedr.;2013 4e kwartaal;;;;;;;;;;
575;Zonnestroom, netgekoppeld energiebedr.;2013;;;;;;;0.0;0.0;;
576;Zonnestroom, netgekoppeld, overig;1990;0.0;0.0;0.0;0.0;0.0;0.0;;;;
