ID;Populatie;Vervoerwijzen;Motieven;RegioS;Perioden;VerplaatsingenPerPersoonPerDag_1;AfgelegdeAfstandPerVerplaatsing_2;AfgelegdeAfstandPerPersoonPerDag_3;ReisduurPerVerplaatsing_4;ReisduurPerPersoonPerDag_5
2147;Hele bevolking;Alle hoofdvervoerwijzen;5;Flevoland;1993;;;;;
2148;Hele bevolking;Alle hoofdvervoerwijzen;5;Flevoland;1994;0.74;5.24;3.86;11.8;8.69
2149;Hele bevolking;Alle hoofdvervoerwijzen;5;Flevoland;1995;0.64;5.54;3.56;13.0;8.36
2150;Hele bevolking;Alle hoofdvervoerwijzen;5;Flevoland;1996;0.62;6.68;4.17;13.43;8.39
2151;Hele bevolking;Alle hoofdvervoerwijzen;5;Flevoland;1997;0.65;6.06;3.95;13.0;8.48
2152;Hele bevolking;Alle hoofdvervoerwijzen;5;Flevoland;1998;0.66;6.61;4.39;13.75;9.12
2153;Hele bevolking;Alle hoofdvervoerwijzen;5;Flevoland;1999;0.62;5.0;3.09;12.38;7.66
2154;Hele bevolking;Alle hoofdvervoerwijzen;5;Flevoland;2000;0.58;7.11;4.13;13.54;7.86
2155;Hele bevolking;Alle hoofdvervoerwijzen;5;Flevoland;2001;0.55;6.28;3.42;12.05;6.57
2156;Hele bevolking;Alle hoofdvervoerwijzen;5;Flevoland;2002;0.62;8.42;5.24;14.93;9.29
2157;Hele bevolking;Alle hoofdvervoerwijzen;5;Flevoland;2003;0.57;6.89;3.94;13.53;7.74
2158;Hele bevolking;Alle hoofdvervoerwijzen;5;Flevoland;2004;;;;;
2159;Hele bevolking;Alle hoofdvervoerwijzen;5;Flevoland;2005;;;;;
2160;Hele bevolking;Alle hoofdvervoerwijzen;5;Flevoland;2006;;;;;
2161;Hele bevolking;Alle hoofdvervoerwijzen;5;Flevoland;2007;;;;;
2162;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;1985;;;;;
2163;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;1986;;;;;
2164;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;1987;;;;;
2165;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;1988;;;;;
2166;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;1989;;;;;
2167;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;1990;;;;;
2168;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;1991;;;;;
2169;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;1992;;;;;
2170;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;1993;;;;;
2171;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;1994;0.69;4.59;3.14;12.55;8.6
2172;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;1995;0.68;5.01;3.4;13.16;8.93
2173;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;1996;0.65;4.81;3.14;12.55;8.17
2174;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;1997;0.68;5.15;3.51;12.85;8.75
2175;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;1998;0.67;4.97;3.32;12.48;8.33
2176;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;1999;0.65;4.76;3.11;12.19;7.96
2177;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;2000;0.62;4.85;3.0;12.17;7.52
2178;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;2001;0.65;4.78;3.12;11.96;7.8
2179;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;2002;0.66;4.95;3.26;12.03;7.92
2180;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;2003;0.63;5.14;3.25;12.2;7.71
2181;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;2004;;;;;
2182;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;2005;;;;;
2183;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;2006;;;;;
2184;Hele bevolking;Alle hoofdvervoerwijzen;5;Gelderland;2007;;;;;
2185;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;1985;;;;;
2186;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;1986;;;;;
2187;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;1987;;;;;
2188;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;1988;;;;;
2189;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;1989;;;;;
2190;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;1990;;;;;
2191;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;1991;;;;;
2192;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;1992;;;;;
2193;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;1993;;;;;
2194;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;1994;0.76;4.34;3.27;12.77;9.65
2195;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;1995;0.71;4.41;3.11;12.69;8.98
2196;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;1996;0.72;4.34;3.09;12.33;8.82
2197;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;1997;0.72;4.61;3.31;12.77;9.19
2198;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;1998;0.74;4.37;3.23;12.6;9.33
2199;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;1999;0.65;4.66;3.03;12.77;8.31
2200;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;2000;0.67;4.73;3.17;12.59;8.45
2201;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;2001;0.67;4.43;2.99;11.99;8.08
2202;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;2002;0.68;4.48;3.04;12.42;8.42
2203;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;2003;0.69;4.73;3.25;12.37;8.5
2204;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;2004;;;;;
2205;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;2005;;;;;
2206;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;2006;;;;;
2207;Hele bevolking;Alle hoofdvervoerwijzen;5;Utrecht;2007;;;;;
2208;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;1985;;;;;
2209;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;1986;;;;;
2210;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;1987;;;;;
2211;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;1988;;;;;
2212;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;1989;;;;;
2213;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;1990;;;;;
2214;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;1991;;;;;
2215;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;1992;;;;;
2216;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;1993;;;;;
2217;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;1994;0.75;4.22;3.17;13.19;9.95
2218;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;1995;0.72;4.27;3.07;13.39;9.69
2219;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;1996;0.74;4.36;3.24;13.44;10.0
2220;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;1997;0.71;4.45;3.16;13.56;9.64
2221;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;1998;0.73;4.49;3.29;13.61;9.98
2222;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;1999;0.69;4.18;2.88;13.62;9.38
2223;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;2000;0.66;4.35;2.87;13.39;8.84
2224;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;2001;0.68;4.38;2.98;13.56;9.24
2225;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;2002;0.7;4.25;2.96;13.01;9.08
2226;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;2003;0.68;4.19;2.86;13.19;9.0
2227;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;2004;;;;;
2228;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;2005;;;;;
2229;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;2006;;;;;
2230;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Holland;2007;;;;;
2231;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;1985;;;;;
2232;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;1986;;;;;
2233;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;1987;;;;;
2234;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;1988;;;;;
2235;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;1989;;;;;
2236;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;1990;;;;;
2237;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;1991;;;;;
2238;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;1992;;;;;
2239;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;1993;;;;;
2240;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;1994;0.71;3.99;2.84;13.52;9.65
2241;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;1995;0.71;4.21;2.97;13.54;9.58
2242;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;1996;0.68;4.25;2.89;13.34;9.08
2243;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;1997;0.69;4.25;2.94;13.34;9.26
2244;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;1998;0.69;4.46;3.08;13.46;9.31
2245;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;1999;0.66;4.41;2.9;13.44;8.86
2246;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;2000;0.64;4.46;2.87;13.44;8.65
2247;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;2001;0.66;4.18;2.77;12.68;8.4
2248;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;2002;0.64;4.26;2.74;12.69;8.15
2249;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;2003;0.65;4.1;2.68;12.64;8.26
2250;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;2004;;;;;
2251;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;2005;;;;;
2252;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;2006;;;;;
2253;Hele bevolking;Alle hoofdvervoerwijzen;5;Zuid-Holland;2007;;;;;
2254;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;1985;;;;;
2255;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;1986;;;;;
2256;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;1987;;;;;
2257;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;1988;;;;;
2258;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;1989;;;;;
2259;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;1990;;;;;
2260;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;1991;;;;;
2261;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;1992;;;;;
2262;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;1993;;;;;
2263;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;1994;0.64;5.94;3.82;14.09;9.06
2264;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;1995;0.61;5.09;3.11;13.59;8.31
2265;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;1996;0.64;4.95;3.18;13.34;8.5
2266;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;1997;0.65;5.77;3.76;13.57;8.85
2267;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;1998;0.67;5.77;3.89;13.6;9.17
2268;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;1999;0.62;5.25;3.27;12.28;7.66
2269;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;2000;0.62;5.72;3.56;12.95;8.07
2270;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;2001;0.64;5.33;3.38;12.33;7.83
2271;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;2002;0.62;5.87;3.65;12.65;7.87
2272;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;2003;0.64;6.27;4.01;13.55;8.67
2273;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;2004;;;;;
2274;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;2005;;;;;
2275;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;2006;;;;;
2276;Hele bevolking;Alle hoofdvervoerwijzen;5;Zeeland;2007;;;;;
2277;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;1985;;;;;
2278;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;1986;;;;;
2279;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;1987;;;;;
2280;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;1988;;;;;
2281;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;1989;;;;;
2282;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;1990;;;;;
2283;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;1991;;;;;
2284;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;1992;;;;;
2285;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;1993;;;;;
2286;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;1994;0.66;4.73;3.11;12.52;8.24
2287;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;1995;0.66;4.77;3.14;12.78;8.41
2288;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;1996;0.66;4.74;3.11;12.65;8.31
2289;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;1997;0.65;5.02;3.29;12.94;8.47
2290;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;1998;0.65;4.97;3.23;12.88;8.36
2291;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;1999;0.66;4.83;3.18;12.46;8.19
2292;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;2000;0.63;4.5;2.83;12.17;7.66
2293;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;2001;0.62;4.85;3.03;12.28;7.67
2294;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;2002;0.63;4.66;2.95;12.0;7.61
2295;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;2003;0.63;5.04;3.16;12.17;7.62
2296;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;2004;;;;;
2297;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;2005;;;;;
2298;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;2006;;;;;
2299;Hele bevolking;Alle hoofdvervoerwijzen;5;Noord-Brabant;2007;;;;;
2300;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;1985;;;;;
2301;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;1986;;;;;
2302;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;1987;;;;;
2303;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;1988;;;;;
2304;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;1989;;;;;
2305;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;1990;;;;;
2306;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;1991;;;;;
2307;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;1992;;;;;
2308;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;1993;;;;;
2309;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;1994;0.64;4.31;2.74;12.78;8.16
2310;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;1995;0.62;4.78;2.97;13.62;8.48
2311;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;1996;0.61;4.92;3.01;13.47;8.24
2312;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;1997;0.65;4.87;3.15;13.66;8.83
2313;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;1998;0.63;5.0;3.15;13.43;8.48
2314;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;1999;0.64;4.69;3.02;13.04;8.39
2315;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;2000;0.62;4.4;2.75;12.82;8.01
2316;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;2001;0.61;4.89;3.0;12.88;7.91
2317;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;2002;0.63;4.98;3.15;12.67;8.03
2318;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;2003;0.61;5.39;3.28;13.46;8.21
2319;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;2004;;;;;
2320;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;2005;;;;;
2321;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;2006;;;;;
2322;Hele bevolking;Alle hoofdvervoerwijzen;5;Limburg;2007;;;;;
2323;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;1985;;;;;
2324;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;1986;;;;;
2325;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;1987;;;;;
2326;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;1988;;;;;
2327;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;1989;;;;;
2328;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;1990;;;;;
2329;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;1991;;;;;
2330;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;1992;;;;;
2331;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;1993;;;;;
2332;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;1994;0.66;4.97;3.3;13.07;8.68
2333;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;1995;0.64;4.99;3.17;13.11;8.34
2334;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;1996;0.64;5.53;3.53;13.43;8.58
2335;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;1997;0.66;4.95;3.26;13.0;8.54
2336;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;1998;0.66;5.51;3.63;13.13;8.63
2337;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;1999;0.63;5.4;3.43;12.65;8.02
2338;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;2000;0.63;5.06;3.18;12.28;7.71
2339;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;2001;0.62;5.37;3.35;12.31;7.67
2340;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;2002;0.65;5.26;3.4;12.21;7.9
2341;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;2003;0.65;5.47;3.53;12.03;7.77
2342;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;2004;;;;;
2343;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;2005;;;;;
2344;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;2006;;;;;
2345;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Noord-Nederland;2007;;;;;
2346;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;1985;;;;;
2347;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;1986;;;;;
2348;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;1987;;;;;
2349;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;1988;;;;;
2350;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;1989;;;;;
2351;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;1990;;;;;
2352;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;1991;;;;;
2353;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;1992;;;;;
2354;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;1993;;;;;
2355;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;1994;0.68;4.67;3.17;12.48;8.47
2356;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;1995;0.68;4.88;3.31;12.92;8.76
2357;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;1996;0.65;4.89;3.17;12.56;8.14
2358;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;1997;0.68;5.24;3.55;12.99;8.78
2359;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;1998;0.67;4.97;3.33;12.47;8.34
2360;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;1999;0.65;4.77;3.09;12.2;7.92
2361;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;2000;0.62;4.9;3.04;12.14;7.53
2362;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;2001;0.64;4.78;3.05;11.78;7.51
2363;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;2002;0.65;5.14;3.33;12.13;7.86
2364;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;2003;0.63;5.04;3.18;12.02;7.58
2365;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;2004;;;;;
2366;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;2005;;;;;
2367;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;2006;;;;;
2368;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Oost-Nederland;2007;;;;;
2369;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;1985;;;;;
2370;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;1986;;;;;
2371;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;1987;;;;;
2372;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;1988;;;;;
2373;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;1989;;;;;
2374;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;1990;;;;;
2375;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;1991;;;;;
2376;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;1992;;;;;
2377;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;1993;;;;;
2378;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;1994;0.73;4.21;3.06;13.32;9.71
2379;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;1995;0.71;4.3;3.03;13.37;9.46
2380;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;1996;0.7;4.33;3.05;13.22;9.31
2381;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;1997;0.7;4.44;3.11;13.34;9.35
2382;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;1998;0.71;4.52;3.21;13.38;9.52
2383;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;1999;0.67;4.4;2.93;13.35;8.89
2384;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;2000;0.65;4.52;2.95;13.27;8.66
2385;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;2001;0.67;4.34;2.91;12.87;8.61
2386;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;2002;0.67;4.37;2.91;12.76;8.49
2387;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;2003;0.67;4.33;2.89;12.83;8.57
2388;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;2004;;;;;
2389;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;2005;;;;;
2390;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;2006;;;;;
2391;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel West-Nederland;2007;;;;;
2392;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Zuid-Nederland;1985;;;;;
2393;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Zuid-Nederland;1986;;;;;
2394;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Zuid-Nederland;1987;;;;;
2395;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Zuid-Nederland;1988;;;;;
2396;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Zuid-Nederland;1989;;;;;
2397;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Zuid-Nederland;1990;;;;;
2398;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Zuid-Nederland;1991;;;;;
2399;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Zuid-Nederland;1992;;;;;
2400;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Zuid-Nederland;1993;;;;;
2401;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Zuid-Nederland;1994;0.65;4.6;2.99;12.61;8.21
2402;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Zuid-Nederland;1995;0.65;4.77;3.08;13.05;8.43
2403;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Zuid-Nederland;1996;0.64;4.8;3.08;12.9;8.29
2404;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Zuid-Nederland;1997;0.65;4.98;3.24;13.17;8.59
2405;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Zuid-Nederland;1998;0.64;4.98;3.2;13.05;8.4
2406;Hele bevolking;Alle hoofdvervoerwijzen;5;Landsdeel Zuid-Nederland;1999;0.65;4.79;3.13;12.64;8.26
