ID;ArbeidsmarktpositieBijUitstroom;PeilmomentenArbeidsmarktpositie;Regiokenmerken;Perioden;InstromersTotaal_1;InstromersVolgtRegulierOnderwijs_2;InstromersGeenRegulierOnderwijs_3
4980;Totaal;6 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2015;15.0;5.0;10.0
4981;Totaal;6 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2016;16.0;5.0;10.0
4982;Totaal;6 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2017;;;
4983;Totaal;6 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2007;47.0;18.0;29.0
4984;Totaal;6 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2008;44.0;18.0;25.0
4985;Totaal;6 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2009;38.0;16.0;22.0
4986;Totaal;6 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2010;41.0;17.0;24.0
4987;Totaal;6 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2011;41.0;17.0;24.0
4988;Totaal;6 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2012;40.0;16.0;24.0
4989;Totaal;6 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2013;40.0;15.0;25.0
4990;Totaal;6 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2014;41.0;15.0;25.0
4991;Totaal;6 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2015;41.0;16.0;25.0
4992;Totaal;6 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2016;40.0;15.0;25.0
4993;Totaal;6 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2017;;;
4994;Totaal;6 maanden na instroom;Flevoland (CR);Jaar van instroom: 2007;36.0;13.0;22.0
4995;Totaal;6 maanden na instroom;Flevoland (CR);Jaar van instroom: 2008;35.0;13.0;21.0
4996;Totaal;6 maanden na instroom;Flevoland (CR);Jaar van instroom: 2009;31.0;12.0;19.0
4997;Totaal;6 maanden na instroom;Flevoland (CR);Jaar van instroom: 2010;31.0;12.0;19.0
4998;Totaal;6 maanden na instroom;Flevoland (CR);Jaar van instroom: 2011;32.0;12.0;19.0
4999;Totaal;6 maanden na instroom;Flevoland (CR);Jaar van instroom: 2012;31.0;12.0;19.0
5000;Totaal;6 maanden na instroom;Flevoland (CR);Jaar van instroom: 2013;30.0;12.0;19.0
5001;Totaal;6 maanden na instroom;Flevoland (CR);Jaar van instroom: 2014;32.0;12.0;20.0
5002;Totaal;6 maanden na instroom;Flevoland (CR);Jaar van instroom: 2015;34.0;13.0;21.0
5003;Totaal;6 maanden na instroom;Flevoland (CR);Jaar van instroom: 2016;34.0;13.0;22.0
5004;Totaal;6 maanden na instroom;Flevoland (CR);Jaar van instroom: 2017;;;
5005;Totaal;6 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2007;0.0;0.0;0.0
5006;Totaal;6 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2008;0.0;0.0;0.0
5007;Totaal;6 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2009;0.0;0.0;0.0
5008;Totaal;6 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2010;0.0;0.0;0.0
5009;Totaal;6 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2011;0.0;0.0;0.0
5010;Totaal;6 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2012;3.0;1.0;2.0
5011;Totaal;6 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2013;0.0;0.0;0.0
5012;Totaal;6 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2014;7.0;3.0;4.0
5013;Totaal;6 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2015;0.0;0.0;0.0
5014;Totaal;6 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2016;0.0;0.0;0.0
5015;Totaal;6 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2017;;;
5016;Totaal;6 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2007;284.0;110.0;174.0
5017;Totaal;6 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2008;272.0;108.0;164.0
5018;Totaal;6 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2009;265.0;108.0;158.0
5019;Totaal;6 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2010;278.0;114.0;164.0
5020;Totaal;6 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2011;280.0;114.0;166.0
5021;Totaal;6 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2012;268.0;108.0;160.0
5022;Totaal;6 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2013;270.0;108.0;162.0
5023;Totaal;6 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2014;295.0;116.0;179.0
5024;Totaal;6 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2015;316.0;126.0;190.0
5025;Totaal;6 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2016;349.0;135.0;213.0
5026;Totaal;6 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2017;;;
5027;Totaal;6 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2007;391.0;150.0;242.0
5028;Totaal;6 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2008;380.0;149.0;231.0
5029;Totaal;6 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2009;327.0;129.0;198.0
5030;Totaal;6 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2010;341.0;135.0;205.0
5031;Totaal;6 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2011;339.0;135.0;204.0
5032;Totaal;6 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2012;323.0;127.0;196.0
5033;Totaal;6 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2013;324.0;124.0;200.0
5034;Totaal;6 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2014;329.0;125.0;204.0
5035;Totaal;6 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2015;387.0;150.0;237.0
5036;Totaal;6 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2016;381.0;144.0;236.0
5037;Totaal;6 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2017;;;
5038;Totaal;6 maanden na instroom;Matig stedelijk;Jaar van instroom: 2007;242.0;91.0;152.0
5039;Totaal;6 maanden na instroom;Matig stedelijk;Jaar van instroom: 2008;226.0;87.0;139.0
5040;Totaal;6 maanden na instroom;Matig stedelijk;Jaar van instroom: 2009;198.0;77.0;121.0
5041;Totaal;6 maanden na instroom;Matig stedelijk;Jaar van instroom: 2010;215.0;83.0;132.0
5042;Totaal;6 maanden na instroom;Matig stedelijk;Jaar van instroom: 2011;212.0;82.0;130.0
5043;Totaal;6 maanden na instroom;Matig stedelijk;Jaar van instroom: 2012;214.0;81.0;133.0
5044;Totaal;6 maanden na instroom;Matig stedelijk;Jaar van instroom: 2013;211.0;78.0;133.0
5045;Totaal;6 maanden na instroom;Matig stedelijk;Jaar van instroom: 2014;228.0;84.0;144.0
5046;Totaal;6 maanden na instroom;Matig stedelijk;Jaar van instroom: 2015;197.0;75.0;122.0
5047;Totaal;6 maanden na instroom;Matig stedelijk;Jaar van instroom: 2016;198.0;74.0;124.0
5048;Totaal;6 maanden na instroom;Matig stedelijk;Jaar van instroom: 2017;;;
5049;Totaal;6 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2007;246.0;97.0;149.0
5050;Totaal;6 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2008;242.0;97.0;145.0
5051;Totaal;6 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2009;211.0;85.0;126.0
5052;Totaal;6 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2010;228.0;90.0;137.0
5053;Totaal;6 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2011;233.0;93.0;139.0
5054;Totaal;6 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2012;215.0;85.0;130.0
5055;Totaal;6 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2013;229.0;87.0;141.0
5056;Totaal;6 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2014;230.0;87.0;143.0
5057;Totaal;6 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2015;231.0;90.0;141.0
5058;Totaal;6 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2016;228.0;87.0;141.0
5059;Totaal;6 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2017;;;
5060;Totaal;6 maanden na instroom;Niet stedelijk;Jaar van instroom: 2007;138.0;55.0;83.0
5061;Totaal;6 maanden na instroom;Niet stedelijk;Jaar van instroom: 2008;131.0;53.0;77.0
5062;Totaal;6 maanden na instroom;Niet stedelijk;Jaar van instroom: 2009;118.0;48.0;69.0
5063;Totaal;6 maanden na instroom;Niet stedelijk;Jaar van instroom: 2010;122.0;49.0;72.0
5064;Totaal;6 maanden na instroom;Niet stedelijk;Jaar van instroom: 2011;113.0;46.0;67.0
5065;Totaal;6 maanden na instroom;Niet stedelijk;Jaar van instroom: 2012;107.0;42.0;64.0
5066;Totaal;6 maanden na instroom;Niet stedelijk;Jaar van instroom: 2013;109.0;42.0;67.0
5067;Totaal;6 maanden na instroom;Niet stedelijk;Jaar van instroom: 2014;110.0;43.0;68.0
5068;Totaal;6 maanden na instroom;Niet stedelijk;Jaar van instroom: 2015;96.0;38.0;58.0
5069;Totaal;6 maanden na instroom;Niet stedelijk;Jaar van instroom: 2016;94.0;37.0;57.0
5070;Totaal;6 maanden na instroom;Niet stedelijk;Jaar van instroom: 2017;;;
5071;Totaal;6 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2007;0.0;0.0;0.0
5072;Totaal;6 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2008;0.0;0.0;0.0
5073;Totaal;6 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2009;0.0;0.0;0.0
5074;Totaal;6 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2010;0.0;0.0;0.0
5075;Totaal;6 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2011;0.0;0.0;0.0
5076;Totaal;6 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2012;3.0;1.0;2.0
5077;Totaal;6 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2013;0.0;0.0;0.0
5078;Totaal;6 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2014;7.0;3.0;4.0
5079;Totaal;6 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2015;0.0;0.0;0.0
5080;Totaal;6 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2016;0.0;0.0;0.0
5081;Totaal;6 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2017;;;
5082;Totaal;7 maanden na instroom;Nederland;Jaar van instroom: 2007;1301.0;502.0;799.0
5083;Totaal;7 maanden na instroom;Nederland;Jaar van instroom: 2008;1251.0;495.0;756.0
5084;Totaal;7 maanden na instroom;Nederland;Jaar van instroom: 2009;1120.0;448.0;672.0
5085;Totaal;7 maanden na instroom;Nederland;Jaar van instroom: 2010;1183.0;473.0;711.0
5086;Totaal;7 maanden na instroom;Nederland;Jaar van instroom: 2011;1177.0;471.0;706.0
5087;Totaal;7 maanden na instroom;Nederland;Jaar van instroom: 2012;1131.0;444.0;686.0
5088;Totaal;7 maanden na instroom;Nederland;Jaar van instroom: 2013;1143.0;439.0;704.0
5089;Totaal;7 maanden na instroom;Nederland;Jaar van instroom: 2014;1199.0;458.0;742.0
5090;Totaal;7 maanden na instroom;Nederland;Jaar van instroom: 2015;1227.0;479.0;748.0
5091;Totaal;7 maanden na instroom;Nederland;Jaar van instroom: 2016;1249.0;478.0;771.0
5092;Totaal;7 maanden na instroom;Nederland;Jaar van instroom: 2017;;;
5093;Totaal;7 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2007;133.0;57.0;76.0
5094;Totaal;7 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2008;130.0;57.0;73.0
5095;Totaal;7 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2009;115.0;50.0;65.0
5096;Totaal;7 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2010;125.0;54.0;71.0
5097;Totaal;7 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2011;121.0;53.0;68.0
5098;Totaal;7 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2012;118.0;50.0;68.0
5099;Totaal;7 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2013;120.0;50.0;70.0
5100;Totaal;7 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2014;122.0;51.0;71.0
5101;Totaal;7 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2015;126.0;54.0;71.0
5102;Totaal;7 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2016;126.0;54.0;71.0
5103;Totaal;7 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2017;;;
5104;Totaal;7 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2007;274.0;110.0;164.0
5105;Totaal;7 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2008;263.0;108.0;154.0
5106;Totaal;7 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2009;235.0;97.0;138.0
5107;Totaal;7 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2010;249.0;102.0;147.0
5108;Totaal;7 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2011;248.0;103.0;145.0
5109;Totaal;7 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2012;237.0;96.0;141.0
5110;Totaal;7 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2013;238.0;95.0;143.0
5111;Totaal;7 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2014;255.0;100.0;155.0
5112;Totaal;7 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2015;260.0;104.0;156.0
5113;Totaal;7 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2016;262.0;105.0;157.0
5114;Totaal;7 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2017;;;
5115;Totaal;7 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2007;628.0;235.0;393.0
5116;Totaal;7 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2008;605.0;230.0;375.0
5117;Totaal;7 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2009;544.0;210.0;335.0
5118;Totaal;7 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2010;565.0;220.0;344.0
5119;Totaal;7 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2011;567.0;219.0;348.0
5120;Totaal;7 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2012;539.0;207.0;332.0
5121;Totaal;7 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2013;547.0;206.0;341.0
5122;Totaal;7 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2014;570.0;213.0;357.0
5123;Totaal;7 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2015;587.0;223.0;364.0
5124;Totaal;7 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2016;607.0;225.0;382.0
5125;Totaal;7 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2017;;;
5126;Totaal;7 maanden na instroom;Zuid-Nederland (LD);Jaar van instroom: 2007;267.0;101.0;165.0
5127;Totaal;7 maanden na instroom;Zuid-Nederland (LD);Jaar van instroom: 2008;253.0;99.0;154.0
5128;Totaal;7 maanden na instroom;Zuid-Nederland (LD);Jaar van instroom: 2009;226.0;91.0;135.0
5129;Totaal;7 maanden na instroom;Zuid-Nederland (LD);Jaar van instroom: 2010;244.0;96.0;148.0
5130;Totaal;7 maanden na instroom;Zuid-Nederland (LD);Jaar van instroom: 2011;241.0;95.0;146.0
5131;Totaal;7 maanden na instroom;Zuid-Nederland (LD);Jaar van instroom: 2012;233.0;90.0;143.0
5132;Totaal;7 maanden na instroom;Zuid-Nederland (LD);Jaar van instroom: 2013;238.0;88.0;150.0
5133;Totaal;7 maanden na instroom;Zuid-Nederland (LD);Jaar van instroom: 2014;246.0;91.0;155.0
5134;Totaal;7 maanden na instroom;Zuid-Nederland (LD);Jaar van instroom: 2015;255.0;97.0;157.0
5135;Totaal;7 maanden na instroom;Zuid-Nederland (LD);Jaar van instroom: 2016;255.0;94.0;161.0
5136;Totaal;7 maanden na instroom;Zuid-Nederland (LD);Jaar van instroom: 2017;;;
5137;Totaal;7 maanden na instroom;Niet in te delen (LD);Jaar van instroom: 2007;0.0;0.0;0.0
5138;Totaal;7 maanden na instroom;Niet in te delen (LD);Jaar van instroom: 2008;0.0;0.0;0.0
5139;Totaal;7 maanden na instroom;Niet in te delen (LD);Jaar van instroom: 2009;0.0;0.0;0.0
5140;Totaal;7 maanden na instroom;Niet in te delen (LD);Jaar van instroom: 2010;0.0;0.0;0.0
5141;Totaal;7 maanden na instroom;Niet in te delen (LD);Jaar van instroom: 2011;0.0;0.0;0.0
5142;Totaal;7 maanden na instroom;Niet in te delen (LD);Jaar van instroom: 2012;3.0;1.0;2.0
5143;Totaal;7 maanden na instroom;Niet in te delen (LD);Jaar van instroom: 2013;0.0;0.0;0.0
5144;Totaal;7 maanden na instroom;Niet in te delen (LD);Jaar van instroom: 2014;7.0;3.0;4.0
5145;Totaal;7 maanden na instroom;Niet in te delen (LD);Jaar van instroom: 2015;0.0;0.0;0.0
5146;Totaal;7 maanden na instroom;Niet in te delen (LD);Jaar van instroom: 2016;0.0;0.0;0.0
5147;Totaal;7 maanden na instroom;Niet in te delen (LD);Jaar van instroom: 2017;;;
5148;Totaal;7 maanden na instroom;Groningen (PV);Jaar van instroom: 2007;49.0;23.0;26.0
5149;Totaal;7 maanden na instroom;Groningen (PV);Jaar van instroom: 2008;49.0;24.0;25.0
5150;Totaal;7 maanden na instroom;Groningen (PV);Jaar van instroom: 2009;44.0;21.0;23.0
5151;Totaal;7 maanden na instroom;Groningen (PV);Jaar van instroom: 2010;46.0;22.0;24.0
5152;Totaal;7 maanden na instroom;Groningen (PV);Jaar van instroom: 2011;46.0;22.0;24.0
5153;Totaal;7 maanden na instroom;Groningen (PV);Jaar van instroom: 2012;44.0;21.0;23.0
5154;Totaal;7 maanden na instroom;Groningen (PV);Jaar van instroom: 2013;45.0;20.0;24.0
5155;Totaal;7 maanden na instroom;Groningen (PV);Jaar van instroom: 2014;49.0;22.0;26.0
5156;Totaal;7 maanden na instroom;Groningen (PV);Jaar van instroom: 2015;47.0;23.0;25.0
5157;Totaal;7 maanden na instroom;Groningen (PV);Jaar van instroom: 2016;48.0;23.0;25.0
5158;Totaal;7 maanden na instroom;Groningen (PV);Jaar van instroom: 2017;;;
5159;Totaal;7 maanden na instroom;Friesland (PV);Jaar van instroom: 2007;49.0;21.0;29.0
5160;Totaal;7 maanden na instroom;Friesland (PV);Jaar van instroom: 2008;47.0;20.0;27.0
5161;Totaal;7 maanden na instroom;Friesland (PV);Jaar van instroom: 2009;42.0;18.0;24.0
5162;Totaal;7 maanden na instroom;Friesland (PV);Jaar van instroom: 2010;47.0;19.0;28.0
5163;Totaal;7 maanden na instroom;Friesland (PV);Jaar van instroom: 2011;45.0;19.0;25.0
5164;Totaal;7 maanden na instroom;Friesland (PV);Jaar van instroom: 2012;44.0;18.0;26.0
5165;Totaal;7 maanden na instroom;Friesland (PV);Jaar van instroom: 2013;44.0;18.0;26.0
5166;Totaal;7 maanden na instroom;Friesland (PV);Jaar van instroom: 2014;41.0;17.0;25.0
5167;Totaal;7 maanden na instroom;Friesland (PV);Jaar van instroom: 2015;46.0;19.0;27.0
5168;Totaal;7 maanden na instroom;Friesland (PV);Jaar van instroom: 2016;45.0;19.0;26.0
5169;Totaal;7 maanden na instroom;Friesland (PV);Jaar van instroom: 2017;;;
5170;Totaal;7 maanden na instroom;Drenthe (PV);Jaar van instroom: 2007;34.0;13.0;21.0
5171;Totaal;7 maanden na instroom;Drenthe (PV);Jaar van instroom: 2008;34.0;13.0;21.0
5172;Totaal;7 maanden na instroom;Drenthe (PV);Jaar van instroom: 2009;30.0;11.0;18.0
5173;Totaal;7 maanden na instroom;Drenthe (PV);Jaar van instroom: 2010;32.0;12.0;19.0
5174;Totaal;7 maanden na instroom;Drenthe (PV);Jaar van instroom: 2011;31.0;12.0;19.0
5175;Totaal;7 maanden na instroom;Drenthe (PV);Jaar van instroom: 2012;30.0;11.0;19.0
5176;Totaal;7 maanden na instroom;Drenthe (PV);Jaar van instroom: 2013;32.0;11.0;20.0
5177;Totaal;7 maanden na instroom;Drenthe (PV);Jaar van instroom: 2014;32.0;12.0;20.0
5178;Totaal;7 maanden na instroom;Drenthe (PV);Jaar van instroom: 2015;32.0;13.0;19.0
5179;Totaal;7 maanden na instroom;Drenthe (PV);Jaar van instroom: 2016;32.0;12.0;20.0
5180;Totaal;7 maanden na instroom;Drenthe (PV);Jaar van instroom: 2017;;;
5181;Totaal;7 maanden na instroom;Overijssel (PV);Jaar van instroom: 2007;85.0;36.0;48.0
5182;Totaal;7 maanden na instroom;Overijssel (PV);Jaar van instroom: 2008;83.0;36.0;47.0
5183;Totaal;7 maanden na instroom;Overijssel (PV);Jaar van instroom: 2009;73.0;31.0;42.0
5184;Totaal;7 maanden na instroom;Overijssel (PV);Jaar van instroom: 2010;81.0;34.0;47.0
5185;Totaal;7 maanden na instroom;Overijssel (PV);Jaar van instroom: 2011;78.0;33.0;44.0
5186;Totaal;7 maanden na instroom;Overijssel (PV);Jaar van instroom: 2012;76.0;32.0;44.0
5187;Totaal;7 maanden na instroom;Overijssel (PV);Jaar van instroom: 2013;76.0;31.0;44.0
5188;Totaal;7 maanden na instroom;Overijssel (PV);Jaar van instroom: 2014;82.0;32.0;50.0
5189;Totaal;7 maanden na instroom;Overijssel (PV);Jaar van instroom: 2015;81.0;33.0;48.0
5190;Totaal;7 maanden na instroom;Overijssel (PV);Jaar van instroom: 2016;82.0;34.0;48.0
5191;Totaal;7 maanden na instroom;Overijssel (PV);Jaar van instroom: 2017;;;
5192;Totaal;7 maanden na instroom;Flevoland (PV);Jaar van instroom: 2007;36.0;13.0;22.0
5193;Totaal;7 maanden na instroom;Flevoland (PV);Jaar van instroom: 2008;35.0;13.0;21.0
5194;Totaal;7 maanden na instroom;Flevoland (PV);Jaar van instroom: 2009;31.0;12.0;19.0
5195;Totaal;7 maanden na instroom;Flevoland (PV);Jaar van instroom: 2010;31.0;12.0;19.0
5196;Totaal;7 maanden na instroom;Flevoland (PV);Jaar van instroom: 2011;32.0;12.0;19.0
5197;Totaal;7 maanden na instroom;Flevoland (PV);Jaar van instroom: 2012;31.0;12.0;19.0
5198;Totaal;7 maanden na instroom;Flevoland (PV);Jaar van instroom: 2013;30.0;12.0;19.0
5199;Totaal;7 maanden na instroom;Flevoland (PV);Jaar van instroom: 2014;32.0;12.0;20.0
5200;Totaal;7 maanden na instroom;Flevoland (PV);Jaar van instroom: 2015;34.0;13.0;21.0
5201;Totaal;7 maanden na instroom;Flevoland (PV);Jaar van instroom: 2016;34.0;13.0;22.0
5202;Totaal;7 maanden na instroom;Flevoland (PV);Jaar van instroom: 2017;;;
5203;Totaal;7 maanden na instroom;Gelderland (PV);Jaar van instroom: 2007;154.0;60.0;94.0
5204;Totaal;7 maanden na instroom;Gelderland (PV);Jaar van instroom: 2008;145.0;59.0;86.0
5205;Totaal;7 maanden na instroom;Gelderland (PV);Jaar van instroom: 2009;131.0;54.0;77.0
5206;Totaal;7 maanden na instroom;Gelderland (PV);Jaar van instroom: 2010;137.0;56.0;81.0
5207;Totaal;7 maanden na instroom;Gelderland (PV);Jaar van instroom: 2011;138.0;57.0;81.0
5208;Totaal;7 maanden na instroom;Gelderland (PV);Jaar van instroom: 2012;130.0;52.0;78.0
5209;Totaal;7 maanden na instroom;Gelderland (PV);Jaar van instroom: 2013;133.0;52.0;80.0
5210;Totaal;7 maanden na instroom;Gelderland (PV);Jaar van instroom: 2014;141.0;56.0;85.0
5211;Totaal;7 maanden na instroom;Gelderland (PV);Jaar van instroom: 2015;145.0;58.0;87.0
5212;Totaal;7 maanden na instroom;Gelderland (PV);Jaar van instroom: 2016;145.0;58.0;87.0
5213;Totaal;7 maanden na instroom;Gelderland (PV);Jaar van instroom: 2017;;;
5214;Totaal;7 maanden na instroom;Utrecht (PV);Jaar van instroom: 2007;102.0;40.0;62.0
5215;Totaal;7 maanden na instroom;Utrecht (PV);Jaar van instroom: 2008;99.0;39.0;60.0
5216;Totaal;7 maanden na instroom;Utrecht (PV);Jaar van instroom: 2009;88.0;36.0;52.0
5217;Totaal;7 maanden na instroom;Utrecht (PV);Jaar van instroom: 2010;90.0;38.0;53.0
5218;Totaal;7 maanden na instroom;Utrecht (PV);Jaar van instroom: 2011;92.0;38.0;54.0
5219;Totaal;7 maanden na instroom;Utrecht (PV);Jaar van instroom: 2012;89.0;36.0;53.0
5220;Totaal;7 maanden na instroom;Utrecht (PV);Jaar van instroom: 2013;88.0;35.0;53.0
5221;Totaal;7 maanden na instroom;Utrecht (PV);Jaar van instroom: 2014;94.0;37.0;57.0
5222;Totaal;7 maanden na instroom;Utrecht (PV);Jaar van instroom: 2015;96.0;39.0;58.0
5223;Totaal;7 maanden na instroom;Utrecht (PV);Jaar van instroom: 2016;100.0;39.0;61.0
5224;Totaal;7 maanden na instroom;Utrecht (PV);Jaar van instroom: 2017;;;
5225;Totaal;7 maanden na instroom;Noord-Holland (PV);Jaar van instroom: 2007;217.0;77.0;140.0
5226;Totaal;7 maanden na instroom;Noord-Holland (PV);Jaar van instroom: 2008;207.0;75.0;132.0
5227;Totaal;7 maanden na instroom;Noord-Holland (PV);Jaar van instroom: 2009;189.0;70.0;119.0
5228;Totaal;7 maanden na instroom;Noord-Holland (PV);Jaar van instroom: 2010;197.0;75.0;122.0
5229;Totaal;7 maanden na instroom;Noord-Holland (PV);Jaar van instroom: 2011;197.0;73.0;124.0
5230;Totaal;7 maanden na instroom;Noord-Holland (PV);Jaar van instroom: 2012;187.0;69.0;119.0
5231;Totaal;7 maanden na instroom;Noord-Holland (PV);Jaar van instroom: 2013;191.0;70.0;121.0
5232;Totaal;7 maanden na instroom;Noord-Holland (PV);Jaar van instroom: 2014;201.0;72.0;129.0
5233;Totaal;7 maanden na instroom;Noord-Holland (PV);Jaar van instroom: 2015;206.0;73.0;133.0
5234;Totaal;7 maanden na instroom;Noord-Holland (PV);Jaar van instroom: 2016;214.0;75.0;139.0
5235;Totaal;7 maanden na instroom;Noord-Holland (PV);Jaar van instroom: 2017;;;
5236;Totaal;7 maanden na instroom;Zuid-Holland (PV);Jaar van instroom: 2007;282.0;108.0;174.0
5237;Totaal;7 maanden na instroom;Zuid-Holland (PV);Jaar van instroom: 2008;273.0;106.0;167.0
5238;Totaal;7 maanden na instroom;Zuid-Holland (PV);Jaar van instroom: 2009;244.0;95.0;148.0
5239;Totaal;7 maanden na instroom;Zuid-Holland (PV);Jaar van instroom: 2010;253.0;99.0;154.0
5240;Totaal;7 maanden na instroom;Zuid-Holland (PV);Jaar van instroom: 2011;253.0;99.0;154.0
5241;Totaal;7 maanden na instroom;Zuid-Holland (PV);Jaar van instroom: 2012;239.0;94.0;145.0
5242;Totaal;7 maanden na instroom;Zuid-Holland (PV);Jaar van instroom: 2013;244.0;93.0;151.0
5243;Totaal;7 maanden na instroom;Zuid-Holland (PV);Jaar van instroom: 2014;251.0;95.0;156.0
5244;Totaal;7 maanden na instroom;Zuid-Holland (PV);Jaar van instroom: 2015;260.0;102.0;158.0
