ID;Rijbewijscategorie;LeeftijdRijbewijshouder;RegioS;Perioden;PersonenMetRijbewijs_1
2033;Autorijbewijs totaal;60 tot 65 jaar;Limburg (PV);2019;73793.0
2034;Autorijbewijs totaal;60 tot 65 jaar;Limburg (PV);2020;75428.0
2035;Autorijbewijs totaal;60 tot 65 jaar;Limburg (PV);2021;77081.0
2036;Autorijbewijs totaal;60 tot 65 jaar;Limburg (PV);2022;78677.0
2037;Autorijbewijs totaal;60 tot 65 jaar;Limburg (PV);2023;79823.0
2038;Autorijbewijs totaal;60 tot 65 jaar;Limburg (PV);2024;80741.0
2039;Autorijbewijs totaal;60 tot 65 jaar;Limburg (PV);2025;81277.0
2040;Autorijbewijs totaal;60 tot 65 jaar;Niet in te delen (PV);2014;2673.0
2041;Autorijbewijs totaal;60 tot 65 jaar;Niet in te delen (PV);2015;2727.0
2042;Autorijbewijs totaal;60 tot 65 jaar;Niet in te delen (PV);2016;2887.0
2043;Autorijbewijs totaal;60 tot 65 jaar;Niet in te delen (PV);2017;3153.0
2044;Autorijbewijs totaal;60 tot 65 jaar;Niet in te delen (PV);2018;3367.0
2045;Autorijbewijs totaal;60 tot 65 jaar;Niet in te delen (PV);2019;3680.0
2046;Autorijbewijs totaal;60 tot 65 jaar;Niet in te delen (PV);2020;3978.0
2047;Autorijbewijs totaal;60 tot 65 jaar;Niet in te delen (PV);2021;4440.0
2048;Autorijbewijs totaal;60 tot 65 jaar;Niet in te delen (PV);2022;4441.0
2049;Autorijbewijs totaal;60 tot 65 jaar;Niet in te delen (PV);2023;4701.0
2050;Autorijbewijs totaal;60 tot 65 jaar;Niet in te delen (PV);2024;5174.0
2051;Autorijbewijs totaal;60 tot 65 jaar;Niet in te delen (PV);2025;5802.0
2052;Autorijbewijs totaal;65 tot 70 jaar;Nederland;2014;828094.0
2053;Autorijbewijs totaal;65 tot 70 jaar;Nederland;2015;855864.0
2054;Autorijbewijs totaal;65 tot 70 jaar;Nederland;2016;890290.0
2055;Autorijbewijs totaal;65 tot 70 jaar;Nederland;2017;866673.0
2056;Autorijbewijs totaal;65 tot 70 jaar;Nederland;2018;850840.0
2057;Autorijbewijs totaal;65 tot 70 jaar;Nederland;2019;846138.0
2058;Autorijbewijs totaal;65 tot 70 jaar;Nederland;2020;851026.0
2059;Autorijbewijs totaal;65 tot 70 jaar;Nederland;2021;865311.0
2060;Autorijbewijs totaal;65 tot 70 jaar;Nederland;2022;877898.0
2061;Autorijbewijs totaal;65 tot 70 jaar;Nederland;2023;892910.0
2062;Autorijbewijs totaal;65 tot 70 jaar;Nederland;2024;913875.0
2063;Autorijbewijs totaal;65 tot 70 jaar;Nederland;2025;938854.0
2064;Autorijbewijs totaal;65 tot 70 jaar;Noord-Nederland (LD);2014;94483.0
2065;Autorijbewijs totaal;65 tot 70 jaar;Noord-Nederland (LD);2015;96767.0
2066;Autorijbewijs totaal;65 tot 70 jaar;Noord-Nederland (LD);2016;99132.0
2067;Autorijbewijs totaal;65 tot 70 jaar;Noord-Nederland (LD);2017;96115.0
2068;Autorijbewijs totaal;65 tot 70 jaar;Noord-Nederland (LD);2018;94336.0
2069;Autorijbewijs totaal;65 tot 70 jaar;Noord-Nederland (LD);2019;94080.0
2070;Autorijbewijs totaal;65 tot 70 jaar;Noord-Nederland (LD);2020;95038.0
2071;Autorijbewijs totaal;65 tot 70 jaar;Noord-Nederland (LD);2021;97157.0
2072;Autorijbewijs totaal;65 tot 70 jaar;Noord-Nederland (LD);2022;98694.0
2073;Autorijbewijs totaal;65 tot 70 jaar;Noord-Nederland (LD);2023;100298.0
2074;Autorijbewijs totaal;65 tot 70 jaar;Noord-Nederland (LD);2024;102170.0
2075;Autorijbewijs totaal;65 tot 70 jaar;Noord-Nederland (LD);2025;103970.0
2076;Autorijbewijs totaal;65 tot 70 jaar;Oost-Nederland (LD);2014;176529.0
2077;Autorijbewijs totaal;65 tot 70 jaar;Oost-Nederland (LD);2015;182726.0
2078;Autorijbewijs totaal;65 tot 70 jaar;Oost-Nederland (LD);2016;189646.0
2079;Autorijbewijs totaal;65 tot 70 jaar;Oost-Nederland (LD);2017;185933.0
2080;Autorijbewijs totaal;65 tot 70 jaar;Oost-Nederland (LD);2018;183843.0
2081;Autorijbewijs totaal;65 tot 70 jaar;Oost-Nederland (LD);2019;184123.0
2082;Autorijbewijs totaal;65 tot 70 jaar;Oost-Nederland (LD);2020;186538.0
2083;Autorijbewijs totaal;65 tot 70 jaar;Oost-Nederland (LD);2021;190977.0
2084;Autorijbewijs totaal;65 tot 70 jaar;Oost-Nederland (LD);2022;194620.0
2085;Autorijbewijs totaal;65 tot 70 jaar;Oost-Nederland (LD);2023;198242.0
2086;Autorijbewijs totaal;65 tot 70 jaar;Oost-Nederland (LD);2024;203171.0
2087;Autorijbewijs totaal;65 tot 70 jaar;Oost-Nederland (LD);2025;208760.0
2088;Autorijbewijs totaal;65 tot 70 jaar;West-Nederland (LD);2014;363311.0
2089;Autorijbewijs totaal;65 tot 70 jaar;West-Nederland (LD);2015;374661.0
2090;Autorijbewijs totaal;65 tot 70 jaar;West-Nederland (LD);2016;393552.0
2091;Autorijbewijs totaal;65 tot 70 jaar;West-Nederland (LD);2017;377680.0
2092;Autorijbewijs totaal;65 tot 70 jaar;West-Nederland (LD);2018;367744.0
2093;Autorijbewijs totaal;65 tot 70 jaar;West-Nederland (LD);2019;363896.0
2094;Autorijbewijs totaal;65 tot 70 jaar;West-Nederland (LD);2020;365257.0
2095;Autorijbewijs totaal;65 tot 70 jaar;West-Nederland (LD);2021;370391.0
2096;Autorijbewijs totaal;65 tot 70 jaar;West-Nederland (LD);2022;375467.0
2097;Autorijbewijs totaal;65 tot 70 jaar;West-Nederland (LD);2023;381552.0
2098;Autorijbewijs totaal;65 tot 70 jaar;West-Nederland (LD);2024;390307.0
2099;Autorijbewijs totaal;65 tot 70 jaar;West-Nederland (LD);2025;401496.0
2100;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Nederland (LD);2014;191870.0
2101;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Nederland (LD);2015;199697.0
2102;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Nederland (LD);2016;205760.0
2103;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Nederland (LD);2017;204501.0
2104;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Nederland (LD);2018;202447.0
2105;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Nederland (LD);2019;201448.0
2106;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Nederland (LD);2020;201443.0
2107;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Nederland (LD);2021;203781.0
2108;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Nederland (LD);2022;206217.0
2109;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Nederland (LD);2023;209807.0
2110;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Nederland (LD);2024;214768.0
2111;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Nederland (LD);2025;220778.0
2112;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (LD);2014;1901.0
2113;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (LD);2015;2013.0
2114;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (LD);2016;2200.0
2115;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (LD);2017;2444.0
2116;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (LD);2018;2470.0
2117;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (LD);2019;2591.0
2118;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (LD);2020;2750.0
2119;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (LD);2021;3005.0
2120;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (LD);2022;2900.0
2121;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (LD);2023;3011.0
2122;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (LD);2024;3459.0
2123;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (LD);2025;3850.0
2124;Autorijbewijs totaal;65 tot 70 jaar;Groningen (PV);2014;29433.0
2125;Autorijbewijs totaal;65 tot 70 jaar;Groningen (PV);2015;30185.0
2126;Autorijbewijs totaal;65 tot 70 jaar;Groningen (PV);2016;30900.0
2127;Autorijbewijs totaal;65 tot 70 jaar;Groningen (PV);2017;29852.0
2128;Autorijbewijs totaal;65 tot 70 jaar;Groningen (PV);2018;29307.0
2129;Autorijbewijs totaal;65 tot 70 jaar;Groningen (PV);2019;29298.0
2130;Autorijbewijs totaal;65 tot 70 jaar;Groningen (PV);2020;29543.0
2131;Autorijbewijs totaal;65 tot 70 jaar;Groningen (PV);2021;30167.0
2132;Autorijbewijs totaal;65 tot 70 jaar;Groningen (PV);2022;30563.0
2133;Autorijbewijs totaal;65 tot 70 jaar;Groningen (PV);2023;30831.0
2134;Autorijbewijs totaal;65 tot 70 jaar;Groningen (PV);2024;31242.0
2135;Autorijbewijs totaal;65 tot 70 jaar;Groningen (PV);2025;31935.0
2136;Autorijbewijs totaal;65 tot 70 jaar;Fryslân (PV);2014;35566.0
2137;Autorijbewijs totaal;65 tot 70 jaar;Fryslân (PV);2015;36341.0
2138;Autorijbewijs totaal;65 tot 70 jaar;Fryslân (PV);2016;37034.0
2139;Autorijbewijs totaal;65 tot 70 jaar;Fryslân (PV);2017;35939.0
2140;Autorijbewijs totaal;65 tot 70 jaar;Fryslân (PV);2018;35265.0
2141;Autorijbewijs totaal;65 tot 70 jaar;Fryslân (PV);2019;35142.0
2142;Autorijbewijs totaal;65 tot 70 jaar;Fryslân (PV);2020;35370.0
2143;Autorijbewijs totaal;65 tot 70 jaar;Fryslân (PV);2021;36241.0
2144;Autorijbewijs totaal;65 tot 70 jaar;Fryslân (PV);2022;36909.0
2145;Autorijbewijs totaal;65 tot 70 jaar;Fryslân (PV);2023;37663.0
2146;Autorijbewijs totaal;65 tot 70 jaar;Fryslân (PV);2024;38441.0
2147;Autorijbewijs totaal;65 tot 70 jaar;Fryslân (PV);2025;39133.0
2148;Autorijbewijs totaal;65 tot 70 jaar;Drenthe (PV);2014;29484.0
2149;Autorijbewijs totaal;65 tot 70 jaar;Drenthe (PV);2015;30241.0
2150;Autorijbewijs totaal;65 tot 70 jaar;Drenthe (PV);2016;31198.0
2151;Autorijbewijs totaal;65 tot 70 jaar;Drenthe (PV);2017;30324.0
2152;Autorijbewijs totaal;65 tot 70 jaar;Drenthe (PV);2018;29764.0
2153;Autorijbewijs totaal;65 tot 70 jaar;Drenthe (PV);2019;29640.0
2154;Autorijbewijs totaal;65 tot 70 jaar;Drenthe (PV);2020;30125.0
2155;Autorijbewijs totaal;65 tot 70 jaar;Drenthe (PV);2021;30749.0
2156;Autorijbewijs totaal;65 tot 70 jaar;Drenthe (PV);2022;31222.0
2157;Autorijbewijs totaal;65 tot 70 jaar;Drenthe (PV);2023;31804.0
2158;Autorijbewijs totaal;65 tot 70 jaar;Drenthe (PV);2024;32487.0
2159;Autorijbewijs totaal;65 tot 70 jaar;Drenthe (PV);2025;32902.0
2160;Autorijbewijs totaal;65 tot 70 jaar;Overijssel (PV);2014;56733.0
2161;Autorijbewijs totaal;65 tot 70 jaar;Overijssel (PV);2015;58288.0
2162;Autorijbewijs totaal;65 tot 70 jaar;Overijssel (PV);2016;60116.0
2163;Autorijbewijs totaal;65 tot 70 jaar;Overijssel (PV);2017;58788.0
2164;Autorijbewijs totaal;65 tot 70 jaar;Overijssel (PV);2018;58012.0
2165;Autorijbewijs totaal;65 tot 70 jaar;Overijssel (PV);2019;57956.0
2166;Autorijbewijs totaal;65 tot 70 jaar;Overijssel (PV);2020;58575.0
2167;Autorijbewijs totaal;65 tot 70 jaar;Overijssel (PV);2021;59832.0
2168;Autorijbewijs totaal;65 tot 70 jaar;Overijssel (PV);2022;60636.0
2169;Autorijbewijs totaal;65 tot 70 jaar;Overijssel (PV);2023;61891.0
2170;Autorijbewijs totaal;65 tot 70 jaar;Overijssel (PV);2024;63324.0
2171;Autorijbewijs totaal;65 tot 70 jaar;Overijssel (PV);2025;65045.0
2172;Autorijbewijs totaal;65 tot 70 jaar;Flevoland (PV);2014;14844.0
2173;Autorijbewijs totaal;65 tot 70 jaar;Flevoland (PV);2015;15619.0
2174;Autorijbewijs totaal;65 tot 70 jaar;Flevoland (PV);2016;16628.0
2175;Autorijbewijs totaal;65 tot 70 jaar;Flevoland (PV);2017;16648.0
2176;Autorijbewijs totaal;65 tot 70 jaar;Flevoland (PV);2018;16821.0
2177;Autorijbewijs totaal;65 tot 70 jaar;Flevoland (PV);2019;17266.0
2178;Autorijbewijs totaal;65 tot 70 jaar;Flevoland (PV);2020;17847.0
2179;Autorijbewijs totaal;65 tot 70 jaar;Flevoland (PV);2021;18625.0
2180;Autorijbewijs totaal;65 tot 70 jaar;Flevoland (PV);2022;19304.0
2181;Autorijbewijs totaal;65 tot 70 jaar;Flevoland (PV);2023;19981.0
2182;Autorijbewijs totaal;65 tot 70 jaar;Flevoland (PV);2024;20633.0
2183;Autorijbewijs totaal;65 tot 70 jaar;Flevoland (PV);2025;21356.0
2184;Autorijbewijs totaal;65 tot 70 jaar;Gelderland (PV);2014;104952.0
2185;Autorijbewijs totaal;65 tot 70 jaar;Gelderland (PV);2015;108819.0
2186;Autorijbewijs totaal;65 tot 70 jaar;Gelderland (PV);2016;112902.0
2187;Autorijbewijs totaal;65 tot 70 jaar;Gelderland (PV);2017;110497.0
2188;Autorijbewijs totaal;65 tot 70 jaar;Gelderland (PV);2018;109010.0
2189;Autorijbewijs totaal;65 tot 70 jaar;Gelderland (PV);2019;108901.0
2190;Autorijbewijs totaal;65 tot 70 jaar;Gelderland (PV);2020;110116.0
2191;Autorijbewijs totaal;65 tot 70 jaar;Gelderland (PV);2021;112520.0
2192;Autorijbewijs totaal;65 tot 70 jaar;Gelderland (PV);2022;114680.0
2193;Autorijbewijs totaal;65 tot 70 jaar;Gelderland (PV);2023;116370.0
2194;Autorijbewijs totaal;65 tot 70 jaar;Gelderland (PV);2024;119214.0
2195;Autorijbewijs totaal;65 tot 70 jaar;Gelderland (PV);2025;122359.0
2196;Autorijbewijs totaal;65 tot 70 jaar;Utrecht (PV);2014;54317.0
2197;Autorijbewijs totaal;65 tot 70 jaar;Utrecht (PV);2015;56186.0
2198;Autorijbewijs totaal;65 tot 70 jaar;Utrecht (PV);2016;59319.0
2199;Autorijbewijs totaal;65 tot 70 jaar;Utrecht (PV);2017;57255.0
2200;Autorijbewijs totaal;65 tot 70 jaar;Utrecht (PV);2018;56397.0
2201;Autorijbewijs totaal;65 tot 70 jaar;Utrecht (PV);2019;56175.0
2202;Autorijbewijs totaal;65 tot 70 jaar;Utrecht (PV);2020;58304.0
2203;Autorijbewijs totaal;65 tot 70 jaar;Utrecht (PV);2021;59175.0
2204;Autorijbewijs totaal;65 tot 70 jaar;Utrecht (PV);2022;60404.0
2205;Autorijbewijs totaal;65 tot 70 jaar;Utrecht (PV);2023;61518.0
2206;Autorijbewijs totaal;65 tot 70 jaar;Utrecht (PV);2024;63437.0
2207;Autorijbewijs totaal;65 tot 70 jaar;Utrecht (PV);2025;65552.0
2208;Autorijbewijs totaal;65 tot 70 jaar;Noord-Holland (PV);2014;126240.0
2209;Autorijbewijs totaal;65 tot 70 jaar;Noord-Holland (PV);2015;129925.0
2210;Autorijbewijs totaal;65 tot 70 jaar;Noord-Holland (PV);2016;136021.0
2211;Autorijbewijs totaal;65 tot 70 jaar;Noord-Holland (PV);2017;130532.0
2212;Autorijbewijs totaal;65 tot 70 jaar;Noord-Holland (PV);2018;126410.0
2213;Autorijbewijs totaal;65 tot 70 jaar;Noord-Holland (PV);2019;124545.0
2214;Autorijbewijs totaal;65 tot 70 jaar;Noord-Holland (PV);2020;124570.0
2215;Autorijbewijs totaal;65 tot 70 jaar;Noord-Holland (PV);2021;125808.0
2216;Autorijbewijs totaal;65 tot 70 jaar;Noord-Holland (PV);2022;127180.0
2217;Autorijbewijs totaal;65 tot 70 jaar;Noord-Holland (PV);2023;129090.0
2218;Autorijbewijs totaal;65 tot 70 jaar;Noord-Holland (PV);2024;131976.0
2219;Autorijbewijs totaal;65 tot 70 jaar;Noord-Holland (PV);2025;135816.0
2220;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Holland (PV);2014;159428.0
2221;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Holland (PV);2015;164605.0
2222;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Holland (PV);2016;173931.0
2223;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Holland (PV);2017;166523.0
2224;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Holland (PV);2018;162458.0
2225;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Holland (PV);2019;160758.0
2226;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Holland (PV);2020;159921.0
2227;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Holland (PV);2021;162516.0
2228;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Holland (PV);2022;164757.0
2229;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Holland (PV);2023;167459.0
2230;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Holland (PV);2024;171341.0
2231;Autorijbewijs totaal;65 tot 70 jaar;Zuid-Holland (PV);2025;176239.0
2232;Autorijbewijs totaal;65 tot 70 jaar;Zeeland (PV);2014;23326.0
2233;Autorijbewijs totaal;65 tot 70 jaar;Zeeland (PV);2015;23945.0
2234;Autorijbewijs totaal;65 tot 70 jaar;Zeeland (PV);2016;24281.0
2235;Autorijbewijs totaal;65 tot 70 jaar;Zeeland (PV);2017;23370.0
2236;Autorijbewijs totaal;65 tot 70 jaar;Zeeland (PV);2018;22479.0
2237;Autorijbewijs totaal;65 tot 70 jaar;Zeeland (PV);2019;22418.0
2238;Autorijbewijs totaal;65 tot 70 jaar;Zeeland (PV);2020;22462.0
2239;Autorijbewijs totaal;65 tot 70 jaar;Zeeland (PV);2021;22892.0
2240;Autorijbewijs totaal;65 tot 70 jaar;Zeeland (PV);2022;23126.0
2241;Autorijbewijs totaal;65 tot 70 jaar;Zeeland (PV);2023;23485.0
2242;Autorijbewijs totaal;65 tot 70 jaar;Zeeland (PV);2024;23553.0
2243;Autorijbewijs totaal;65 tot 70 jaar;Zeeland (PV);2025;23889.0
2244;Autorijbewijs totaal;65 tot 70 jaar;Noord-Brabant (PV);2014;129880.0
2245;Autorijbewijs totaal;65 tot 70 jaar;Noord-Brabant (PV);2015;135059.0
2246;Autorijbewijs totaal;65 tot 70 jaar;Noord-Brabant (PV);2016;139167.0
2247;Autorijbewijs totaal;65 tot 70 jaar;Noord-Brabant (PV);2017;137722.0
2248;Autorijbewijs totaal;65 tot 70 jaar;Noord-Brabant (PV);2018;135827.0
2249;Autorijbewijs totaal;65 tot 70 jaar;Noord-Brabant (PV);2019;134602.0
2250;Autorijbewijs totaal;65 tot 70 jaar;Noord-Brabant (PV);2020;134510.0
2251;Autorijbewijs totaal;65 tot 70 jaar;Noord-Brabant (PV);2021;135802.0
2252;Autorijbewijs totaal;65 tot 70 jaar;Noord-Brabant (PV);2022;137445.0
2253;Autorijbewijs totaal;65 tot 70 jaar;Noord-Brabant (PV);2023;140079.0
2254;Autorijbewijs totaal;65 tot 70 jaar;Noord-Brabant (PV);2024;143566.0
2255;Autorijbewijs totaal;65 tot 70 jaar;Noord-Brabant (PV);2025;147757.0
2256;Autorijbewijs totaal;65 tot 70 jaar;Limburg (PV);2014;61990.0
2257;Autorijbewijs totaal;65 tot 70 jaar;Limburg (PV);2015;64638.0
2258;Autorijbewijs totaal;65 tot 70 jaar;Limburg (PV);2016;66593.0
2259;Autorijbewijs totaal;65 tot 70 jaar;Limburg (PV);2017;66779.0
2260;Autorijbewijs totaal;65 tot 70 jaar;Limburg (PV);2018;66620.0
2261;Autorijbewijs totaal;65 tot 70 jaar;Limburg (PV);2019;66846.0
2262;Autorijbewijs totaal;65 tot 70 jaar;Limburg (PV);2020;66933.0
2263;Autorijbewijs totaal;65 tot 70 jaar;Limburg (PV);2021;67979.0
2264;Autorijbewijs totaal;65 tot 70 jaar;Limburg (PV);2022;68772.0
2265;Autorijbewijs totaal;65 tot 70 jaar;Limburg (PV);2023;69728.0
2266;Autorijbewijs totaal;65 tot 70 jaar;Limburg (PV);2024;71202.0
2267;Autorijbewijs totaal;65 tot 70 jaar;Limburg (PV);2025;73021.0
2268;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (PV);2014;1901.0
2269;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (PV);2015;2013.0
2270;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (PV);2016;2200.0
2271;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (PV);2017;2444.0
2272;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (PV);2018;2470.0
2273;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (PV);2019;2591.0
2274;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (PV);2020;2750.0
2275;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (PV);2021;3005.0
2276;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (PV);2022;2900.0
2277;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (PV);2023;3011.0
2278;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (PV);2024;3459.0
2279;Autorijbewijs totaal;65 tot 70 jaar;Niet in te delen (PV);2025;3850.0
2280;Autorijbewijs totaal;70 tot 75 jaar;Nederland;2014;510122.0
2281;Autorijbewijs totaal;70 tot 75 jaar;Nederland;2015;543363.0
2282;Autorijbewijs totaal;70 tot 75 jaar;Nederland;2016;566471.0
2283;Autorijbewijs totaal;70 tot 75 jaar;Nederland;2017;638181.0
2284;Autorijbewijs totaal;70 tot 75 jaar;Nederland;2018;699568.0
2285;Autorijbewijs totaal;70 tot 75 jaar;Nederland;2019;742051.0
2286;Autorijbewijs totaal;70 tot 75 jaar;Nederland;2020;772875.0
2287;Autorijbewijs totaal;70 tot 75 jaar;Nederland;2021;806284.0
2288;Autorijbewijs totaal;70 tot 75 jaar;Nederland;2022;785923.0
2289;Autorijbewijs totaal;70 tot 75 jaar;Nederland;2023;779338.0
2290;Autorijbewijs totaal;70 tot 75 jaar;Nederland;2024;781166.0
2291;Autorijbewijs totaal;70 tot 75 jaar;Nederland;2025;788005.0
2292;Autorijbewijs totaal;70 tot 75 jaar;Noord-Nederland (LD);2014;58831.0
2293;Autorijbewijs totaal;70 tot 75 jaar;Noord-Nederland (LD);2015;63320.0
2294;Autorijbewijs totaal;70 tot 75 jaar;Noord-Nederland (LD);2016;66368.0
2295;Autorijbewijs totaal;70 tot 75 jaar;Noord-Nederland (LD);2017;74350.0
2296;Autorijbewijs totaal;70 tot 75 jaar;Noord-Nederland (LD);2018;80811.0
2297;Autorijbewijs totaal;70 tot 75 jaar;Noord-Nederland (LD);2019;84889.0
2298;Autorijbewijs totaal;70 tot 75 jaar;Noord-Nederland (LD);2020;87469.0
2299;Autorijbewijs totaal;70 tot 75 jaar;Noord-Nederland (LD);2021;90538.0
2300;Autorijbewijs totaal;70 tot 75 jaar;Noord-Nederland (LD);2022;88247.0
2301;Autorijbewijs totaal;70 tot 75 jaar;Noord-Nederland (LD);2023;87440.0
2302;Autorijbewijs totaal;70 tot 75 jaar;Noord-Nederland (LD);2024;88022.0
2303;Autorijbewijs totaal;70 tot 75 jaar;Noord-Nederland (LD);2025;89176.0
2304;Autorijbewijs totaal;70 tot 75 jaar;Oost-Nederland (LD);2014;110024.0
2305;Autorijbewijs totaal;70 tot 75 jaar;Oost-Nederland (LD);2015;117390.0
2306;Autorijbewijs totaal;70 tot 75 jaar;Oost-Nederland (LD);2016;122231.0
2307;Autorijbewijs totaal;70 tot 75 jaar;Oost-Nederland (LD);2017;137397.0
2308;Autorijbewijs totaal;70 tot 75 jaar;Oost-Nederland (LD);2018;150196.0
2309;Autorijbewijs totaal;70 tot 75 jaar;Oost-Nederland (LD);2019;159704.0
2310;Autorijbewijs totaal;70 tot 75 jaar;Oost-Nederland (LD);2020;166590.0
2311;Autorijbewijs totaal;70 tot 75 jaar;Oost-Nederland (LD);2021;174020.0
2312;Autorijbewijs totaal;70 tot 75 jaar;Oost-Nederland (LD);2022;170948.0
2313;Autorijbewijs totaal;70 tot 75 jaar;Oost-Nederland (LD);2023;170716.0
2314;Autorijbewijs totaal;70 tot 75 jaar;Oost-Nederland (LD);2024;172193.0
2315;Autorijbewijs totaal;70 tot 75 jaar;Oost-Nederland (LD);2025;175005.0
2316;Autorijbewijs totaal;70 tot 75 jaar;West-Nederland (LD);2014;217253.0
2317;Autorijbewijs totaal;70 tot 75 jaar;West-Nederland (LD);2015;231137.0
2318;Autorijbewijs totaal;70 tot 75 jaar;West-Nederland (LD);2016;238721.0
2319;Autorijbewijs totaal;70 tot 75 jaar;West-Nederland (LD);2017;274495.0
2320;Autorijbewijs totaal;70 tot 75 jaar;West-Nederland (LD);2018;304156.0
2321;Autorijbewijs totaal;70 tot 75 jaar;West-Nederland (LD);2019;323382.0
2322;Autorijbewijs totaal;70 tot 75 jaar;West-Nederland (LD);2020;336116.0
2323;Autorijbewijs totaal;70 tot 75 jaar;West-Nederland (LD);2021;352884.0
2324;Autorijbewijs totaal;70 tot 75 jaar;West-Nederland (LD);2022;338699.0
2325;Autorijbewijs totaal;70 tot 75 jaar;West-Nederland (LD);2023;332985.0
2326;Autorijbewijs totaal;70 tot 75 jaar;West-Nederland (LD);2024;331692.0
2327;Autorijbewijs totaal;70 tot 75 jaar;West-Nederland (LD);2025;333823.0
2328;Autorijbewijs totaal;70 tot 75 jaar;Zuid-Nederland (LD);2014;123325.0
2329;Autorijbewijs totaal;70 tot 75 jaar;Zuid-Nederland (LD);2015;130648.0
2330;Autorijbewijs totaal;70 tot 75 jaar;Zuid-Nederland (LD);2016;138198.0
2331;Autorijbewijs totaal;70 tot 75 jaar;Zuid-Nederland (LD);2017;150817.0
2332;Autorijbewijs totaal;70 tot 75 jaar;Zuid-Nederland (LD);2018;163048.0
2333;Autorijbewijs totaal;70 tot 75 jaar;Zuid-Nederland (LD);2019;172493.0
2334;Autorijbewijs totaal;70 tot 75 jaar;Zuid-Nederland (LD);2020;180955.0
2335;Autorijbewijs totaal;70 tot 75 jaar;Zuid-Nederland (LD);2021;186861.0
2336;Autorijbewijs totaal;70 tot 75 jaar;Zuid-Nederland (LD);2022;186056.0
2337;Autorijbewijs totaal;70 tot 75 jaar;Zuid-Nederland (LD);2023;186232.0
2338;Autorijbewijs totaal;70 tot 75 jaar;Zuid-Nederland (LD);2024;187062.0
2339;Autorijbewijs totaal;70 tot 75 jaar;Zuid-Nederland (LD);2025;187619.0
2340;Autorijbewijs totaal;70 tot 75 jaar;Niet in te delen (LD);2014;689.0
2341;Autorijbewijs totaal;70 tot 75 jaar;Niet in te delen (LD);2015;868.0
2342;Autorijbewijs totaal;70 tot 75 jaar;Niet in te delen (LD);2016;953.0
2343;Autorijbewijs totaal;70 tot 75 jaar;Niet in te delen (LD);2017;1122.0
2344;Autorijbewijs totaal;70 tot 75 jaar;Niet in te delen (LD);2018;1357.0
2345;Autorijbewijs totaal;70 tot 75 jaar;Niet in te delen (LD);2019;1583.0
2346;Autorijbewijs totaal;70 tot 75 jaar;Niet in te delen (LD);2020;1745.0
2347;Autorijbewijs totaal;70 tot 75 jaar;Niet in te delen (LD);2021;1981.0
2348;Autorijbewijs totaal;70 tot 75 jaar;Niet in te delen (LD);2022;1973.0
