ID;Geslacht;LeeftijdOp31December;Perioden;Overledenen_1
140;Totaal mannen en vrouwen;2 jaar;2028;25
141;Totaal mannen en vrouwen;2 jaar;2029;24
142;Totaal mannen en vrouwen;2 jaar;2030;23
143;Totaal mannen en vrouwen;2 jaar;2031;23
144;Totaal mannen en vrouwen;2 jaar;2032;22
145;Totaal mannen en vrouwen;2 jaar;2033;21
146;Totaal mannen en vrouwen;2 jaar;2034;20
147;Totaal mannen en vrouwen;2 jaar;2035;20
148;Totaal mannen en vrouwen;2 jaar;2036;18
149;Totaal mannen en vrouwen;2 jaar;2037;18
150;Totaal mannen en vrouwen;2 jaar;2038;17
151;Totaal mannen en vrouwen;2 jaar;2039;16
152;Totaal mannen en vrouwen;2 jaar;2040;16
153;Totaal mannen en vrouwen;2 jaar;2041;15
154;Totaal mannen en vrouwen;2 jaar;2042;15
155;Totaal mannen en vrouwen;2 jaar;2043;13
156;Totaal mannen en vrouwen;2 jaar;2044;13
157;Totaal mannen en vrouwen;2 jaar;2045;13
158;Totaal mannen en vrouwen;2 jaar;2046;12
159;Totaal mannen en vrouwen;2 jaar;2047;11
160;Totaal mannen en vrouwen;2 jaar;2048;11
161;Totaal mannen en vrouwen;2 jaar;2049;10
162;Totaal mannen en vrouwen;2 jaar;2050;10
163;Totaal mannen en vrouwen;2 jaar;2051;10
164;Totaal mannen en vrouwen;2 jaar;2052;10
165;Totaal mannen en vrouwen;2 jaar;2053;10
166;Totaal mannen en vrouwen;2 jaar;2054;8
167;Totaal mannen en vrouwen;2 jaar;2055;8
168;Totaal mannen en vrouwen;2 jaar;2056;8
169;Totaal mannen en vrouwen;2 jaar;2057;8
170;Totaal mannen en vrouwen;2 jaar;2058;8
171;Totaal mannen en vrouwen;2 jaar;2059;7
172;Totaal mannen en vrouwen;3 jaar;2017;21
173;Totaal mannen en vrouwen;3 jaar;2018;20
174;Totaal mannen en vrouwen;3 jaar;2019;19
175;Totaal mannen en vrouwen;3 jaar;2020;18
176;Totaal mannen en vrouwen;3 jaar;2021;17
177;Totaal mannen en vrouwen;3 jaar;2022;17
178;Totaal mannen en vrouwen;3 jaar;2023;16
179;Totaal mannen en vrouwen;3 jaar;2024;16
180;Totaal mannen en vrouwen;3 jaar;2025;16
181;Totaal mannen en vrouwen;3 jaar;2026;16
182;Totaal mannen en vrouwen;3 jaar;2027;15
183;Totaal mannen en vrouwen;3 jaar;2028;14
184;Totaal mannen en vrouwen;3 jaar;2029;14
185;Totaal mannen en vrouwen;3 jaar;2030;14
186;Totaal mannen en vrouwen;3 jaar;2031;14
187;Totaal mannen en vrouwen;3 jaar;2032;13
188;Totaal mannen en vrouwen;3 jaar;2033;13
189;Totaal mannen en vrouwen;3 jaar;2034;12
190;Totaal mannen en vrouwen;3 jaar;2035;11
191;Totaal mannen en vrouwen;3 jaar;2036;11
192;Totaal mannen en vrouwen;3 jaar;2037;11
193;Totaal mannen en vrouwen;3 jaar;2038;10
194;Totaal mannen en vrouwen;3 jaar;2039;10
195;Totaal mannen en vrouwen;3 jaar;2040;9
196;Totaal mannen en vrouwen;3 jaar;2041;9
197;Totaal mannen en vrouwen;3 jaar;2042;8
198;Totaal mannen en vrouwen;3 jaar;2043;8
199;Totaal mannen en vrouwen;3 jaar;2044;8
200;Totaal mannen en vrouwen;3 jaar;2045;8
201;Totaal mannen en vrouwen;3 jaar;2046;7
202;Totaal mannen en vrouwen;3 jaar;2047;6
203;Totaal mannen en vrouwen;3 jaar;2048;6
204;Totaal mannen en vrouwen;3 jaar;2049;6
205;Totaal mannen en vrouwen;3 jaar;2050;6
206;Totaal mannen en vrouwen;3 jaar;2051;6
207;Totaal mannen en vrouwen;3 jaar;2052;6
208;Totaal mannen en vrouwen;3 jaar;2053;5
209;Totaal mannen en vrouwen;3 jaar;2054;5
210;Totaal mannen en vrouwen;3 jaar;2055;5
211;Totaal mannen en vrouwen;3 jaar;2056;5
212;Totaal mannen en vrouwen;3 jaar;2057;5
213;Totaal mannen en vrouwen;3 jaar;2058;5
214;Totaal mannen en vrouwen;3 jaar;2059;5
215;Totaal mannen en vrouwen;4 jaar;2017;14
216;Totaal mannen en vrouwen;4 jaar;2018;14
217;Totaal mannen en vrouwen;4 jaar;2019;14
218;Totaal mannen en vrouwen;4 jaar;2020;13
219;Totaal mannen en vrouwen;4 jaar;2021;13
220;Totaal mannen en vrouwen;4 jaar;2022;13
221;Totaal mannen en vrouwen;4 jaar;2023;11
222;Totaal mannen en vrouwen;4 jaar;2024;11
223;Totaal mannen en vrouwen;4 jaar;2025;11
224;Totaal mannen en vrouwen;4 jaar;2026;11
225;Totaal mannen en vrouwen;4 jaar;2027;11
226;Totaal mannen en vrouwen;4 jaar;2028;10
227;Totaal mannen en vrouwen;4 jaar;2029;10
228;Totaal mannen en vrouwen;4 jaar;2030;10
229;Totaal mannen en vrouwen;4 jaar;2031;10
230;Totaal mannen en vrouwen;4 jaar;2032;10
231;Totaal mannen en vrouwen;4 jaar;2033;9
232;Totaal mannen en vrouwen;4 jaar;2034;8
233;Totaal mannen en vrouwen;4 jaar;2035;8
234;Totaal mannen en vrouwen;4 jaar;2036;8
235;Totaal mannen en vrouwen;4 jaar;2037;8
236;Totaal mannen en vrouwen;4 jaar;2038;8
237;Totaal mannen en vrouwen;4 jaar;2039;7
238;Totaal mannen en vrouwen;4 jaar;2040;7
239;Totaal mannen en vrouwen;4 jaar;2041;6
240;Totaal mannen en vrouwen;4 jaar;2042;6
241;Totaal mannen en vrouwen;4 jaar;2043;6
242;Totaal mannen en vrouwen;4 jaar;2044;5
243;Totaal mannen en vrouwen;4 jaar;2045;5
244;Totaal mannen en vrouwen;4 jaar;2046;5
245;Totaal mannen en vrouwen;4 jaar;2047;5
246;Totaal mannen en vrouwen;4 jaar;2048;5
247;Totaal mannen en vrouwen;4 jaar;2049;5
248;Totaal mannen en vrouwen;4 jaar;2050;5
249;Totaal mannen en vrouwen;4 jaar;2051;5
250;Totaal mannen en vrouwen;4 jaar;2052;4
251;Totaal mannen en vrouwen;4 jaar;2053;3
252;Totaal mannen en vrouwen;4 jaar;2054;3
253;Totaal mannen en vrouwen;4 jaar;2055;3
254;Totaal mannen en vrouwen;4 jaar;2056;3
255;Totaal mannen en vrouwen;4 jaar;2057;3
256;Totaal mannen en vrouwen;4 jaar;2058;3
257;Totaal mannen en vrouwen;4 jaar;2059;3
258;Totaal mannen en vrouwen;5 jaar;2017;13
259;Totaal mannen en vrouwen;5 jaar;2018;12
260;Totaal mannen en vrouwen;5 jaar;2019;12
261;Totaal mannen en vrouwen;5 jaar;2020;11
262;Totaal mannen en vrouwen;5 jaar;2021;10
263;Totaal mannen en vrouwen;5 jaar;2022;10
264;Totaal mannen en vrouwen;5 jaar;2023;10
265;Totaal mannen en vrouwen;5 jaar;2024;9
266;Totaal mannen en vrouwen;5 jaar;2025;9
267;Totaal mannen en vrouwen;5 jaar;2026;9
268;Totaal mannen en vrouwen;5 jaar;2027;9
269;Totaal mannen en vrouwen;5 jaar;2028;9
270;Totaal mannen en vrouwen;5 jaar;2029;9
271;Totaal mannen en vrouwen;5 jaar;2030;8
272;Totaal mannen en vrouwen;5 jaar;2031;8
273;Totaal mannen en vrouwen;5 jaar;2032;7
274;Totaal mannen en vrouwen;5 jaar;2033;7
275;Totaal mannen en vrouwen;5 jaar;2034;7
276;Totaal mannen en vrouwen;5 jaar;2035;7
277;Totaal mannen en vrouwen;5 jaar;2036;7
278;Totaal mannen en vrouwen;5 jaar;2037;7
279;Totaal mannen en vrouwen;5 jaar;2038;6
280;Totaal mannen en vrouwen;5 jaar;2039;6
281;Totaal mannen en vrouwen;5 jaar;2040;5
282;Totaal mannen en vrouwen;5 jaar;2041;5
283;Totaal mannen en vrouwen;5 jaar;2042;5
284;Totaal mannen en vrouwen;5 jaar;2043;5
285;Totaal mannen en vrouwen;5 jaar;2044;5
286;Totaal mannen en vrouwen;5 jaar;2045;5
287;Totaal mannen en vrouwen;5 jaar;2046;4
288;Totaal mannen en vrouwen;5 jaar;2047;4
289;Totaal mannen en vrouwen;5 jaar;2048;4
290;Totaal mannen en vrouwen;5 jaar;2049;4
291;Totaal mannen en vrouwen;5 jaar;2050;4
292;Totaal mannen en vrouwen;5 jaar;2051;4
293;Totaal mannen en vrouwen;5 jaar;2052;3
294;Totaal mannen en vrouwen;5 jaar;2053;3
295;Totaal mannen en vrouwen;5 jaar;2054;3
296;Totaal mannen en vrouwen;5 jaar;2055;3
297;Totaal mannen en vrouwen;5 jaar;2056;3
298;Totaal mannen en vrouwen;5 jaar;2057;3
299;Totaal mannen en vrouwen;5 jaar;2058;2
300;Totaal mannen en vrouwen;5 jaar;2059;2
301;Totaal mannen en vrouwen;6 jaar;2017;11
302;Totaal mannen en vrouwen;6 jaar;2018;11
303;Totaal mannen en vrouwen;6 jaar;2019;10
304;Totaal mannen en vrouwen;6 jaar;2020;10
305;Totaal mannen en vrouwen;6 jaar;2021;9
306;Totaal mannen en vrouwen;6 jaar;2022;9
307;Totaal mannen en vrouwen;6 jaar;2023;9
308;Totaal mannen en vrouwen;6 jaar;2024;8
309;Totaal mannen en vrouwen;6 jaar;2025;8
310;Totaal mannen en vrouwen;6 jaar;2026;8
311;Totaal mannen en vrouwen;6 jaar;2027;8
312;Totaal mannen en vrouwen;6 jaar;2028;8
313;Totaal mannen en vrouwen;6 jaar;2029;7
314;Totaal mannen en vrouwen;6 jaar;2030;7
315;Totaal mannen en vrouwen;6 jaar;2031;7
316;Totaal mannen en vrouwen;6 jaar;2032;7
317;Totaal mannen en vrouwen;6 jaar;2033;6
318;Totaal mannen en vrouwen;6 jaar;2034;6
319;Totaal mannen en vrouwen;6 jaar;2035;6
320;Totaal mannen en vrouwen;6 jaar;2036;6
321;Totaal mannen en vrouwen;6 jaar;2037;6
322;Totaal mannen en vrouwen;6 jaar;2038;6
323;Totaal mannen en vrouwen;6 jaar;2039;6
324;Totaal mannen en vrouwen;6 jaar;2040;5
325;Totaal mannen en vrouwen;6 jaar;2041;4
326;Totaal mannen en vrouwen;6 jaar;2042;4
327;Totaal mannen en vrouwen;6 jaar;2043;4
328;Totaal mannen en vrouwen;6 jaar;2044;4
329;Totaal mannen en vrouwen;6 jaar;2045;4
330;Totaal mannen en vrouwen;6 jaar;2046;4
331;Totaal mannen en vrouwen;6 jaar;2047;4
332;Totaal mannen en vrouwen;6 jaar;2048;4
333;Totaal mannen en vrouwen;6 jaar;2049;4
334;Totaal mannen en vrouwen;6 jaar;2050;4
335;Totaal mannen en vrouwen;6 jaar;2051;3
336;Totaal mannen en vrouwen;6 jaar;2052;2
337;Totaal mannen en vrouwen;6 jaar;2053;2
338;Totaal mannen en vrouwen;6 jaar;2054;2
339;Totaal mannen en vrouwen;6 jaar;2055;2
340;Totaal mannen en vrouwen;6 jaar;2056;2
341;Totaal mannen en vrouwen;6 jaar;2057;2
342;Totaal mannen en vrouwen;6 jaar;2058;2
343;Totaal mannen en vrouwen;6 jaar;2059;2
344;Totaal mannen en vrouwen;7 jaar;2017;11
345;Totaal mannen en vrouwen;7 jaar;2018;10
346;Totaal mannen en vrouwen;7 jaar;2019;10
347;Totaal mannen en vrouwen;7 jaar;2020;10
348;Totaal mannen en vrouwen;7 jaar;2021;9
349;Totaal mannen en vrouwen;7 jaar;2022;8
350;Totaal mannen en vrouwen;7 jaar;2023;8
351;Totaal mannen en vrouwen;7 jaar;2024;8
352;Totaal mannen en vrouwen;7 jaar;2025;8
353;Totaal mannen en vrouwen;7 jaar;2026;8
354;Totaal mannen en vrouwen;7 jaar;2027;7
355;Totaal mannen en vrouwen;7 jaar;2028;7
356;Totaal mannen en vrouwen;7 jaar;2029;7
357;Totaal mannen en vrouwen;7 jaar;2030;6
358;Totaal mannen en vrouwen;7 jaar;2031;6
359;Totaal mannen en vrouwen;7 jaar;2032;6
360;Totaal mannen en vrouwen;7 jaar;2033;6
361;Totaal mannen en vrouwen;7 jaar;2034;6
362;Totaal mannen en vrouwen;7 jaar;2035;6
363;Totaal mannen en vrouwen;7 jaar;2036;6
364;Totaal mannen en vrouwen;7 jaar;2037;5
365;Totaal mannen en vrouwen;7 jaar;2038;5
366;Totaal mannen en vrouwen;7 jaar;2039;5
367;Totaal mannen en vrouwen;7 jaar;2040;4
368;Totaal mannen en vrouwen;7 jaar;2041;4
369;Totaal mannen en vrouwen;7 jaar;2042;4
370;Totaal mannen en vrouwen;7 jaar;2043;4
371;Totaal mannen en vrouwen;7 jaar;2044;4
372;Totaal mannen en vrouwen;7 jaar;2045;4
373;Totaal mannen en vrouwen;7 jaar;2046;4
374;Totaal mannen en vrouwen;7 jaar;2047;4
375;Totaal mannen en vrouwen;7 jaar;2048;3
376;Totaal mannen en vrouwen;7 jaar;2049;3
377;Totaal mannen en vrouwen;7 jaar;2050;3
378;Totaal mannen en vrouwen;7 jaar;2051;3
379;Totaal mannen en vrouwen;7 jaar;2052;2
380;Totaal mannen en vrouwen;7 jaar;2053;2
381;Totaal mannen en vrouwen;7 jaar;2054;2
382;Totaal mannen en vrouwen;7 jaar;2055;2
383;Totaal mannen en vrouwen;7 jaar;2056;2
384;Totaal mannen en vrouwen;7 jaar;2057;2
385;Totaal mannen en vrouwen;7 jaar;2058;2
386;Totaal mannen en vrouwen;7 jaar;2059;2
387;Totaal mannen en vrouwen;8 jaar;2017;11
388;Totaal mannen en vrouwen;8 jaar;2018;11
389;Totaal mannen en vrouwen;8 jaar;2019;10
390;Totaal mannen en vrouwen;8 jaar;2020;9
391;Totaal mannen en vrouwen;8 jaar;2021;9
392;Totaal mannen en vrouwen;8 jaar;2022;9
393;Totaal mannen en vrouwen;8 jaar;2023;8
394;Totaal mannen en vrouwen;8 jaar;2024;8
395;Totaal mannen en vrouwen;8 jaar;2025;7
396;Totaal mannen en vrouwen;8 jaar;2026;7
397;Totaal mannen en vrouwen;8 jaar;2027;7
398;Totaal mannen en vrouwen;8 jaar;2028;7
399;Totaal mannen en vrouwen;8 jaar;2029;7
400;Totaal mannen en vrouwen;8 jaar;2030;7
401;Totaal mannen en vrouwen;8 jaar;2031;7
402;Totaal mannen en vrouwen;8 jaar;2032;6
403;Totaal mannen en vrouwen;8 jaar;2033;6
404;Totaal mannen en vrouwen;8 jaar;2034;6
405;Totaal mannen en vrouwen;8 jaar;2035;6
406;Totaal mannen en vrouwen;8 jaar;2036;5
407;Totaal mannen en vrouwen;8 jaar;2037;5
408;Totaal mannen en vrouwen;8 jaar;2038;5
409;Totaal mannen en vrouwen;8 jaar;2039;5
410;Totaal mannen en vrouwen;8 jaar;2040;5
411;Totaal mannen en vrouwen;8 jaar;2041;5
412;Totaal mannen en vrouwen;8 jaar;2042;4
413;Totaal mannen en vrouwen;8 jaar;2043;4
414;Totaal mannen en vrouwen;8 jaar;2044;4
415;Totaal mannen en vrouwen;8 jaar;2045;4
416;Totaal mannen en vrouwen;8 jaar;2046;4
417;Totaal mannen en vrouwen;8 jaar;2047;3
418;Totaal mannen en vrouwen;8 jaar;2048;3
419;Totaal mannen en vrouwen;8 jaar;2049;3
420;Totaal mannen en vrouwen;8 jaar;2050;3
421;Totaal mannen en vrouwen;8 jaar;2051;3
422;Totaal mannen en vrouwen;8 jaar;2052;3
423;Totaal mannen en vrouwen;8 jaar;2053;3
424;Totaal mannen en vrouwen;8 jaar;2054;2
425;Totaal mannen en vrouwen;8 jaar;2055;2
426;Totaal mannen en vrouwen;8 jaar;2056;2
427;Totaal mannen en vrouwen;8 jaar;2057;2
428;Totaal mannen en vrouwen;8 jaar;2058;2
429;Totaal mannen en vrouwen;8 jaar;2059;2
430;Totaal mannen en vrouwen;9 jaar;2017;11
431;Totaal mannen en vrouwen;9 jaar;2018;11
432;Totaal mannen en vrouwen;9 jaar;2019;11
433;Totaal mannen en vrouwen;9 jaar;2020;9
434;Totaal mannen en vrouwen;9 jaar;2021;9
435;Totaal mannen en vrouwen;9 jaar;2022;9
436;Totaal mannen en vrouwen;9 jaar;2023;9
437;Totaal mannen en vrouwen;9 jaar;2024;9
438;Totaal mannen en vrouwen;9 jaar;2025;8
439;Totaal mannen en vrouwen;9 jaar;2026;7
440;Totaal mannen en vrouwen;9 jaar;2027;7
441;Totaal mannen en vrouwen;9 jaar;2028;7
442;Totaal mannen en vrouwen;9 jaar;2029;7
443;Totaal mannen en vrouwen;9 jaar;2030;7
444;Totaal mannen en vrouwen;9 jaar;2031;7
445;Totaal mannen en vrouwen;9 jaar;2032;7
446;Totaal mannen en vrouwen;9 jaar;2033;7
447;Totaal mannen en vrouwen;9 jaar;2034;7
448;Totaal mannen en vrouwen;9 jaar;2035;6
449;Totaal mannen en vrouwen;9 jaar;2036;6
450;Totaal mannen en vrouwen;9 jaar;2037;5
451;Totaal mannen en vrouwen;9 jaar;2038;5
452;Totaal mannen en vrouwen;9 jaar;2039;5
453;Totaal mannen en vrouwen;9 jaar;2040;5
454;Totaal mannen en vrouwen;9 jaar;2041;5
455;Totaal mannen en vrouwen;9 jaar;2042;5
456;Totaal mannen en vrouwen;9 jaar;2043;5
457;Totaal mannen en vrouwen;9 jaar;2044;5
458;Totaal mannen en vrouwen;9 jaar;2045;4
459;Totaal mannen en vrouwen;9 jaar;2046;4
460;Totaal mannen en vrouwen;9 jaar;2047;4
461;Totaal mannen en vrouwen;9 jaar;2048;3
462;Totaal mannen en vrouwen;9 jaar;2049;3
463;Totaal mannen en vrouwen;9 jaar;2050;3
464;Totaal mannen en vrouwen;9 jaar;2051;3
465;Totaal mannen en vrouwen;9 jaar;2052;3
466;Totaal mannen en vrouwen;9 jaar;2053;3
467;Totaal mannen en vrouwen;9 jaar;2054;3
468;Totaal mannen en vrouwen;9 jaar;2055;3
469;Totaal mannen en vrouwen;9 jaar;2056;3
470;Totaal mannen en vrouwen;9 jaar;2057;3
471;Totaal mannen en vrouwen;9 jaar;2058;2
472;Totaal mannen en vrouwen;9 jaar;2059;2
473;Totaal mannen en vrouwen;10 jaar;2017;11
474;Totaal mannen en vrouwen;10 jaar;2018;11
475;Totaal mannen en vrouwen;10 jaar;2019;11
476;Totaal mannen en vrouwen;10 jaar;2020;11
477;Totaal mannen en vrouwen;10 jaar;2021;11
478;Totaal mannen en vrouwen;10 jaar;2022;9
479;Totaal mannen en vrouwen;10 jaar;2023;9
480;Totaal mannen en vrouwen;10 jaar;2024;9
481;Totaal mannen en vrouwen;10 jaar;2025;9
482;Totaal mannen en vrouwen;10 jaar;2026;9
483;Totaal mannen en vrouwen;10 jaar;2027;8
484;Totaal mannen en vrouwen;10 jaar;2028;7
485;Totaal mannen en vrouwen;10 jaar;2029;7
486;Totaal mannen en vrouwen;10 jaar;2030;7
487;Totaal mannen en vrouwen;10 jaar;2031;7
488;Totaal mannen en vrouwen;10 jaar;2032;7
489;Totaal mannen en vrouwen;10 jaar;2033;7
490;Totaal mannen en vrouwen;10 jaar;2034;7
491;Totaal mannen en vrouwen;10 jaar;2035;7
492;Totaal mannen en vrouwen;10 jaar;2036;7
493;Totaal mannen en vrouwen;10 jaar;2037;7
494;Totaal mannen en vrouwen;10 jaar;2038;6
495;Totaal mannen en vrouwen;10 jaar;2039;6
496;Totaal mannen en vrouwen;10 jaar;2040;5
497;Totaal mannen en vrouwen;10 jaar;2041;5
498;Totaal mannen en vrouwen;10 jaar;2042;5
499;Totaal mannen en vrouwen;10 jaar;2043;5
500;Totaal mannen en vrouwen;10 jaar;2044;5
501;Totaal mannen en vrouwen;10 jaar;2045;5
502;Totaal mannen en vrouwen;10 jaar;2046;5
503;Totaal mannen en vrouwen;10 jaar;2047;5
504;Totaal mannen en vrouwen;10 jaar;2048;4
505;Totaal mannen en vrouwen;10 jaar;2049;4
506;Totaal mannen en vrouwen;10 jaar;2050;4
507;Totaal mannen en vrouwen;10 jaar;2051;4
508;Totaal mannen en vrouwen;10 jaar;2052;3
509;Totaal mannen en vrouwen;10 jaar;2053;3
510;Totaal mannen en vrouwen;10 jaar;2054;3
511;Totaal mannen en vrouwen;10 jaar;2055;3
512;Totaal mannen en vrouwen;10 jaar;2056;3
513;Totaal mannen en vrouwen;10 jaar;2057;3
514;Totaal mannen en vrouwen;10 jaar;2058;3
515;Totaal mannen en vrouwen;10 jaar;2059;3
