ID;BurgerlijkeStaat;Geslacht;GrootteklasseNagelatenVermogen;Perioden;NagelatenVermogenAantal_1;NagelatenVermogenTotaalBedrag_2;NagelatenVermogenGemiddeldBedrag_3;NagelatenVermogenMediaanBedrag_4
959;Partnerschap;Mannen en vrouwen;500 000 euro en meer;2010;20;;;
960;Partnerschap;Mannen;Totaal;2005;70;17.0;268.0;124.0
961;Partnerschap;Mannen;Totaal;2006;60;26.0;438.0;140.0
962;Partnerschap;Mannen;Totaal;2007;70;20.0;284.0;144.0
963;Partnerschap;Mannen;Totaal;2008;110;31.0;277.0;114.0
964;Partnerschap;Mannen;Totaal;2009;90;25.0;276.0;86.0
965;Partnerschap;Mannen;Totaal;2010;120;80.0;673.0;174.0
966;Partnerschap;Mannen;Negatief of nul euro;2005;0;;;
967;Partnerschap;Mannen;Negatief of nul euro;2006;0;;;
968;Partnerschap;Mannen;Negatief of nul euro;2007;0;;;
969;Partnerschap;Mannen;Negatief of nul euro;2008;10;;;
970;Partnerschap;Mannen;Negatief of nul euro;2009;10;;;
971;Partnerschap;Mannen;Negatief of nul euro;2010;10;;;
972;Partnerschap;Mannen;> 0 tot 5 000 euro;2005;0;;;
973;Partnerschap;Mannen;> 0 tot 5 000 euro;2006;0;;;
974;Partnerschap;Mannen;> 0 tot 5 000 euro;2007;0;;;
975;Partnerschap;Mannen;> 0 tot 5 000 euro;2008;10;;;
976;Partnerschap;Mannen;> 0 tot 5 000 euro;2009;0;;;
977;Partnerschap;Mannen;> 0 tot 5 000 euro;2010;0;;;
978;Partnerschap;Mannen;5 000 tot 10 000 euro;2005;0;;;
979;Partnerschap;Mannen;5 000 tot 10 000 euro;2006;0;;;
980;Partnerschap;Mannen;5 000 tot 10 000 euro;2007;0;;;
981;Partnerschap;Mannen;5 000 tot 10 000 euro;2008;0;;;
982;Partnerschap;Mannen;5 000 tot 10 000 euro;2009;0;;;
983;Partnerschap;Mannen;5 000 tot 10 000 euro;2010;0;;;
984;Partnerschap;Mannen;10 000 tot 25 000 euro;2005;0;;;
985;Partnerschap;Mannen;10 000 tot 25 000 euro;2006;0;;;
986;Partnerschap;Mannen;10 000 tot 25 000 euro;2007;0;;;
987;Partnerschap;Mannen;10 000 tot 25 000 euro;2008;10;;;
988;Partnerschap;Mannen;10 000 tot 25 000 euro;2009;10;;;
989;Partnerschap;Mannen;10 000 tot 25 000 euro;2010;0;;;
990;Partnerschap;Mannen;25 000 tot 50 000 euro;2005;10;;;
991;Partnerschap;Mannen;25 000 tot 50 000 euro;2006;0;;;
992;Partnerschap;Mannen;25 000 tot 50 000 euro;2007;10;;;
993;Partnerschap;Mannen;25 000 tot 50 000 euro;2008;10;;;
994;Partnerschap;Mannen;25 000 tot 50 000 euro;2009;10;;;
995;Partnerschap;Mannen;25 000 tot 50 000 euro;2010;10;;;
996;Partnerschap;Mannen;50 000 tot 100 000 euro;2005;10;;;
997;Partnerschap;Mannen;50 000 tot 100 000 euro;2006;20;;;
998;Partnerschap;Mannen;50 000 tot 100 000 euro;2007;10;;;
999;Partnerschap;Mannen;50 000 tot 100 000 euro;2008;20;;;
1000;Partnerschap;Mannen;50 000 tot 100 000 euro;2009;20;;;
1001;Partnerschap;Mannen;50 000 tot 100 000 euro;2010;10;;;
1002;Partnerschap;Mannen;100 000 tot 200 000 euro;2005;10;;;
1003;Partnerschap;Mannen;100 000 tot 200 000 euro;2006;10;;;
1004;Partnerschap;Mannen;100 000 tot 200 000 euro;2007;20;;;
1005;Partnerschap;Mannen;100 000 tot 200 000 euro;2008;20;;;
1006;Partnerschap;Mannen;100 000 tot 200 000 euro;2009;10;;;
1007;Partnerschap;Mannen;100 000 tot 200 000 euro;2010;30;;;
1008;Partnerschap;Mannen;200 000 tot 500 000 euro;2005;20;;;
1009;Partnerschap;Mannen;200 000 tot 500 000 euro;2006;10;;;
1010;Partnerschap;Mannen;200 000 tot 500 000 euro;2007;20;;;
1011;Partnerschap;Mannen;200 000 tot 500 000 euro;2008;30;;;
1012;Partnerschap;Mannen;200 000 tot 500 000 euro;2009;20;;;
1013;Partnerschap;Mannen;200 000 tot 500 000 euro;2010;40;;;
1014;Partnerschap;Mannen;500 000 euro en meer;2005;10;;;
1015;Partnerschap;Mannen;500 000 euro en meer;2006;10;;;
1016;Partnerschap;Mannen;500 000 euro en meer;2007;10;;;
1017;Partnerschap;Mannen;500 000 euro en meer;2008;10;;;
1018;Partnerschap;Mannen;500 000 euro en meer;2009;20;;;
1019;Partnerschap;Mannen;500 000 euro en meer;2010;20;;;
1020;Partnerschap;Vrouwen;Totaal;2005;20;;;
1021;Partnerschap;Vrouwen;Totaal;2006;40;;;
1022;Partnerschap;Vrouwen;Totaal;2007;30;;;
1023;Partnerschap;Vrouwen;Totaal;2008;50;;;
1024;Partnerschap;Vrouwen;Totaal;2009;60;10.0;186.0;112.0
1025;Partnerschap;Vrouwen;Totaal;2010;50;;;
1026;Partnerschap;Vrouwen;Negatief of nul euro;2005;0;;;
1027;Partnerschap;Vrouwen;Negatief of nul euro;2006;0;;;
1028;Partnerschap;Vrouwen;Negatief of nul euro;2007;0;;;
1029;Partnerschap;Vrouwen;Negatief of nul euro;2008;0;;;
1030;Partnerschap;Vrouwen;Negatief of nul euro;2009;0;;;
1031;Partnerschap;Vrouwen;Negatief of nul euro;2010;0;;;
1032;Partnerschap;Vrouwen;> 0 tot 5 000 euro;2005;0;;;
1033;Partnerschap;Vrouwen;> 0 tot 5 000 euro;2006;0;;;
1034;Partnerschap;Vrouwen;> 0 tot 5 000 euro;2007;0;;;
1035;Partnerschap;Vrouwen;> 0 tot 5 000 euro;2008;0;;;
1036;Partnerschap;Vrouwen;> 0 tot 5 000 euro;2009;0;;;
1037;Partnerschap;Vrouwen;> 0 tot 5 000 euro;2010;0;;;
1038;Partnerschap;Vrouwen;5 000 tot 10 000 euro;2005;0;;;
1039;Partnerschap;Vrouwen;5 000 tot 10 000 euro;2006;0;;;
1040;Partnerschap;Vrouwen;5 000 tot 10 000 euro;2007;0;;;
1041;Partnerschap;Vrouwen;5 000 tot 10 000 euro;2008;0;;;
1042;Partnerschap;Vrouwen;5 000 tot 10 000 euro;2009;0;;;
1043;Partnerschap;Vrouwen;5 000 tot 10 000 euro;2010;0;;;
1044;Partnerschap;Vrouwen;10 000 tot 25 000 euro;2005;0;;;
1045;Partnerschap;Vrouwen;10 000 tot 25 000 euro;2006;0;;;
1046;Partnerschap;Vrouwen;10 000 tot 25 000 euro;2007;0;;;
1047;Partnerschap;Vrouwen;10 000 tot 25 000 euro;2008;0;;;
1048;Partnerschap;Vrouwen;10 000 tot 25 000 euro;2009;0;;;
1049;Partnerschap;Vrouwen;10 000 tot 25 000 euro;2010;0;;;
1050;Partnerschap;Vrouwen;25 000 tot 50 000 euro;2005;0;;;
1051;Partnerschap;Vrouwen;25 000 tot 50 000 euro;2006;0;;;
1052;Partnerschap;Vrouwen;25 000 tot 50 000 euro;2007;0;;;
1053;Partnerschap;Vrouwen;25 000 tot 50 000 euro;2008;0;;;
1054;Partnerschap;Vrouwen;25 000 tot 50 000 euro;2009;10;;;
1055;Partnerschap;Vrouwen;25 000 tot 50 000 euro;2010;0;;;
1056;Partnerschap;Vrouwen;50 000 tot 100 000 euro;2005;10;;;
1057;Partnerschap;Vrouwen;50 000 tot 100 000 euro;2006;10;;;
1058;Partnerschap;Vrouwen;50 000 tot 100 000 euro;2007;10;;;
1059;Partnerschap;Vrouwen;50 000 tot 100 000 euro;2008;10;;;
1060;Partnerschap;Vrouwen;50 000 tot 100 000 euro;2009;10;;;
1061;Partnerschap;Vrouwen;50 000 tot 100 000 euro;2010;10;;;
1062;Partnerschap;Vrouwen;100 000 tot 200 000 euro;2005;0;;;
1063;Partnerschap;Vrouwen;100 000 tot 200 000 euro;2006;10;;;
1064;Partnerschap;Vrouwen;100 000 tot 200 000 euro;2007;0;;;
1065;Partnerschap;Vrouwen;100 000 tot 200 000 euro;2008;20;;;
1066;Partnerschap;Vrouwen;100 000 tot 200 000 euro;2009;20;;;
1067;Partnerschap;Vrouwen;100 000 tot 200 000 euro;2010;10;;;
1068;Partnerschap;Vrouwen;200 000 tot 500 000 euro;2005;10;;;
1069;Partnerschap;Vrouwen;200 000 tot 500 000 euro;2006;10;;;
1070;Partnerschap;Vrouwen;200 000 tot 500 000 euro;2007;10;;;
1071;Partnerschap;Vrouwen;200 000 tot 500 000 euro;2008;20;;;
1072;Partnerschap;Vrouwen;200 000 tot 500 000 euro;2009;10;;;
1073;Partnerschap;Vrouwen;200 000 tot 500 000 euro;2010;10;;;
1074;Partnerschap;Vrouwen;500 000 euro en meer;2005;0;;;
1075;Partnerschap;Vrouwen;500 000 euro en meer;2006;10;;;
1076;Partnerschap;Vrouwen;500 000 euro en meer;2007;10;;;
1077;Partnerschap;Vrouwen;500 000 euro en meer;2008;0;;;
1078;Partnerschap;Vrouwen;500 000 euro en meer;2009;0;;;
1079;Partnerschap;Vrouwen;500 000 euro en meer;2010;10;;;
