ID;RegioS;Perioden;JongerenMetJeugdhulpInNatura_1;JongerenMetJeugdhMetVerblInNat_2;JongerenMetJeugdbescherming_3;JeugdbeschEnJeugdhMetVerblInNat_4;JongerenMetJeugdreclassering_5
1026;Eersel;1e halfjaar 2023;8.7;6.7;0.3;;
1027;Eersel;2e halfjaar 2023;9.2;6.3;0.4;;
1028;Eersel;2023;10.7;5.4;0.5;;
1029;Eersel;1e half jaar 2024;8.2;6.2;0.5;;
1030;Eijsden-Margraten;1e halfjaar 2021;11.0;14.1;1.3;66.7;
1031;Eijsden-Margraten;2e halfjaar 2021;11.2;14.2;1.2;70.4;
1032;Eijsden-Margraten;2021;13.1;13.4;1.4;69.2;
1033;Eijsden-Margraten;1e halfjaar 2022;10.9;9.2;0.8;55.3;
1034;Eijsden-Margraten;2e halfjaar 2022;11.1;7.8;0.8;61.1;
1035;Eijsden-Margraten;2022;13.1;8.7;0.9;61.9;
1036;Eijsden-Margraten;1e halfjaar 2023;10.5;8.3;0.7;58.1;
1037;Eijsden-Margraten;2e halfjaar 2023;11.6;8.5;0.7;63.3;0.3
1038;Eijsden-Margraten;2023;13.1;8.7;0.8;61.1;0.4
1039;Eijsden-Margraten;1e half jaar 2024;13.0;7.8;0.8;56.8;0.3
1040;Eindhoven;1e halfjaar 2021;9.9;10.2;1.1;42.4;0.4
1041;Eindhoven;2e halfjaar 2021;9.6;10.8;1.1;44.4;0.3
1042;Eindhoven;2021;11.6;10.1;1.2;45.4;0.4
1043;Eindhoven;1e halfjaar 2022;9.4;11.6;1.1;45.4;0.3
1044;Eindhoven;2e halfjaar 2022;10.2;11.4;1.1;47.6;0.3
1045;Eindhoven;2022;11.4;10.9;1.2;46.0;0.3
1046;Eindhoven;1e halfjaar 2023;10.1;10.6;0.9;45.1;0.2
1047;Eindhoven;2e halfjaar 2023;10.9;9.8;0.9;48.0;0.3
1048;Eindhoven;2023;12.3;9.8;1.1;46.5;0.3
1049;Eindhoven;1e half jaar 2024;10.8;8.8;0.9;43.6;0.3
1050;Elburg;1e halfjaar 2021;9.7;8.8;1.2;40.0;
1051;Elburg;2e halfjaar 2021;9.5;9.0;1.2;39.3;
1052;Elburg;2021;11.2;8.7;1.2;41.3;
1053;Elburg;1e halfjaar 2022;8.6;9.8;1.1;43.6;
1054;Elburg;2e halfjaar 2022;8.7;10.2;1.0;46.0;
1055;Elburg;2022;10.5;8.9;1.1;45.8;
1056;Elburg;1e halfjaar 2023;9.0;8.6;0.8;47.6;
1057;Elburg;2e halfjaar 2023;9.5;6.7;0.7;45.9;
1058;Elburg;2023;11.2;7.7;0.8;42.9;
1059;Elburg;1e half jaar 2024;9.3;4.2;0.7;34.3;
1060;Emmen;1e halfjaar 2021;12.7;12.5;1.4;53.2;0.4
1061;Emmen;2e halfjaar 2021;12.5;12.8;1.4;54.1;0.4
1062;Emmen;2021;14.7;12.3;1.5;55.8;0.5
1063;Emmen;1e halfjaar 2022;11.8;14.0;1.4;54.6;0.4
1064;Emmen;2e halfjaar 2022;11.8;13.9;1.2;57.7;0.3
1065;Emmen;2022;13.8;13.6;1.4;55.8;0.4
1066;Emmen;1e halfjaar 2023;12.3;12.9;1.3;57.1;0.4
1067;Emmen;2e halfjaar 2023;12.2;13.3;1.3;53.6;0.4
1068;Emmen;2023;14.4;13.0;1.5;57.2;0.5
1069;Emmen;1e half jaar 2024;12.1;13.1;1.4;52.9;0.5
1070;Enkhuizen;1e halfjaar 2021;10.5;11.5;1.0;43.2;
1071;Enkhuizen;2e halfjaar 2021;11.2;9.6;1.1;36.8;
1072;Enkhuizen;2021;12.9;10.7;1.3;40.0;
1073;Enkhuizen;1e halfjaar 2022;12.4;11.1;1.0;47.2;
1074;Enkhuizen;2e halfjaar 2022;13.1;11.8;1.1;51.4;
1075;Enkhuizen;2022;15.1;10.5;1.3;51.1;
1076;Enkhuizen;1e halfjaar 2023;12.7;9.2;0.9;40.6;
1077;Enkhuizen;2e halfjaar 2023;12.2;8.5;1.0;35.3;
1078;Enkhuizen;2023;15.0;8.3;1.2;38.1;
1079;Enkhuizen;1e half jaar 2024;12.2;7.3;1.0;26.5;
1080;Enschede;1e halfjaar 2021;11.7;14.8;1.7;50.6;0.5
1081;Enschede;2e halfjaar 2021;11.7;15.6;1.7;49.5;0.5
1082;Enschede;2021;13.8;14.4;1.9;50.8;0.6
1083;Enschede;1e halfjaar 2022;12.5;16.2;1.8;58.3;0.4
1084;Enschede;2e halfjaar 2022;12.5;16.5;1.7;65.3;0.4
1085;Enschede;2022;14.5;15.1;2.0;61.1;0.5
1086;Enschede;1e halfjaar 2023;12.6;14.9;1.7;62.4;0.4
1087;Enschede;2e halfjaar 2023;12.7;14.3;1.6;58.9;0.4
1088;Enschede;2023;14.8;14.0;1.8;62.2;0.5
1089;Enschede;1e half jaar 2024;12.8;13.0;1.6;54.9;0.5
1090;Epe;1e halfjaar 2021;10.0;12.7;1.1;56.1;0.2
1091;Epe;2e halfjaar 2021;10.6;13.3;1.1;58.5;
1092;Epe;2021;12.2;12.0;1.3;53.3;0.2
1093;Epe;1e halfjaar 2022;10.6;10.8;1.1;43.8;
1094;Epe;2e halfjaar 2022;10.4;9.2;0.9;46.3;
1095;Epe;2022;12.5;9.8;1.0;43.5;
1096;Epe;1e halfjaar 2023;11.1;8.2;0.9;51.9;0.3
1097;Epe;2e halfjaar 2023;11.4;8.5;0.9;57.4;
1098;Epe;2023;13.1;8.6;1.0;59.7;0.3
1099;Epe;1e half jaar 2024;10.3;8.6;0.8;53.1;
1100;Ermelo;1e halfjaar 2021;12.6;17.7;2.5;57.0;0.4
1101;Ermelo;2e halfjaar 2021;12.7;16.8;2.2;58.8;0.4
1102;Ermelo;2021;14.7;15.5;2.5;56.9;0.4
1103;Ermelo;1e halfjaar 2022;11.9;13.9;2.0;47.5;0.2
1104;Ermelo;2e halfjaar 2022;12.1;12.5;1.9;41.7;
1105;Ermelo;2022;14.5;12.3;2.1;47.7;0.2
1106;Ermelo;1e halfjaar 2023;12.1;11.3;1.9;41.7;
1107;Ermelo;2e halfjaar 2023;11.9;11.1;1.6;45.1;
1108;Ermelo;2023;14.3;11.2;1.9;42.3;
1109;Ermelo;1e half jaar 2024;11.8;9.3;1.4;47.2;
1110;Etten-Leur;1e halfjaar 2021;11.5;6.0;0.9;34.2;0.2
1111;Etten-Leur;2e halfjaar 2021;11.1;6.1;0.8;35.7;0.2
1112;Etten-Leur;2021;13.2;5.6;0.9;33.3;0.2
1113;Etten-Leur;1e halfjaar 2022;11.7;5.3;0.7;33.9;0.2
1114;Etten-Leur;2e halfjaar 2022;12.3;5.7;0.7;37.1;0.2
1115;Etten-Leur;2022;14.3;5.2;0.8;34.2;0.2
1116;Etten-Leur;1e halfjaar 2023;12.5;6.3;0.7;39.0;0.3
1117;Etten-Leur;2e halfjaar 2023;12.6;6.0;0.7;36.7;0.3
1118;Etten-Leur;2023;15.2;5.6;0.8;38.0;0.3
1119;Etten-Leur;1e half jaar 2024;11.3;2.7;0.6;;0.2
1120;De Fryske Marren;1e halfjaar 2021;8.5;11.9;0.7;61.3;0.2
1121;De Fryske Marren;2e halfjaar 2021;8.4;12.5;0.8;60.5;0.1
1122;De Fryske Marren;2021;10.2;11.2;0.8;62.4;0.2
1123;De Fryske Marren;1e halfjaar 2022;8.7;10.7;0.9;47.8;
1124;De Fryske Marren;2e halfjaar 2022;8.9;8.8;1.0;39.6;0.2
1125;De Fryske Marren;2022;10.6;8.7;1.0;42.7;0.2
1126;De Fryske Marren;1e halfjaar 2023;9.4;9.1;0.9;50.6;0.1
1127;De Fryske Marren;2e halfjaar 2023;9.6;9.9;1.0;48.4;
1128;De Fryske Marren;2023;11.6;8.9;1.1;51.5;0.1
1129;De Fryske Marren;1e half jaar 2024;9.6;9.3;0.9;51.7;0.1
1130;Geertruidenberg;1e halfjaar 2021;15.8;4.8;0.8;25.0;
1131;Geertruidenberg;2e halfjaar 2021;15.2;5.7;0.8;33.3;
1132;Geertruidenberg;2021;18.6;4.7;0.9;29.7;
1133;Geertruidenberg;1e halfjaar 2022;14.1;4.4;0.8;29.0;
1134;Geertruidenberg;2e halfjaar 2022;15.0;4.6;0.7;;0.3
1135;Geertruidenberg;2022;17.8;4.6;0.9;24.3;0.3
1136;Geertruidenberg;1e halfjaar 2023;14.9;4.3;0.7;29.6;
1137;Geertruidenberg;2e halfjaar 2023;15.1;4.7;0.6;34.8;
1138;Geertruidenberg;2023;18.1;4.5;0.7;26.7;0.3
1139;Geertruidenberg;1e half jaar 2024;15.6;3.4;0.6;;
1140;Geldrop-Mierlo;1e halfjaar 2021;14.7;8.7;0.9;37.3;0.2
1141;Geldrop-Mierlo;2e halfjaar 2021;15.1;8.5;0.9;37.9;0.2
1142;Geldrop-Mierlo;2021;17.2;7.8;1.0;33.8;0.3
1143;Geldrop-Mierlo;1e halfjaar 2022;13.4;9.6;1.0;41.1;0.2
1144;Geldrop-Mierlo;2e halfjaar 2022;14.8;8.7;0.9;40.0;0.2
1145;Geldrop-Mierlo;2022;16.3;8.5;1.0;39.5;0.2
1146;Geldrop-Mierlo;1e halfjaar 2023;14.6;8.1;0.8;45.8;0.2
1147;Geldrop-Mierlo;2e halfjaar 2023;15.2;7.9;0.8;35.6;
1148;Geldrop-Mierlo;2023;17.3;7.7;0.9;37.7;0.2
1149;Geldrop-Mierlo;1e half jaar 2024;15.0;8.7;0.9;37.9;
1150;Gemert-Bakel;1e halfjaar 2021;7.4;10.7;1.2;15.3;
1151;Gemert-Bakel;2e halfjaar 2021;7.5;10.1;1.0;;
1152;Gemert-Bakel;2021;9.0;9.3;1.2;11.4;
1153;Gemert-Bakel;1e halfjaar 2022;7.1;9.8;0.9;26.4;0.2
1154;Gemert-Bakel;2e halfjaar 2022;7.0;9.2;0.7;27.5;
1155;Gemert-Bakel;2022;8.5;9.4;0.8;31.4;0.2
1156;Gemert-Bakel;1e halfjaar 2023;7.5;7.7;0.5;31.3;
1157;Gemert-Bakel;2e halfjaar 2023;8.1;10.0;0.5;46.9;
1158;Gemert-Bakel;2023;9.5;8.8;0.6;40.5;
1159;Gemert-Bakel;1e half jaar 2024;9.1;7.6;0.5;38.7;
1160;Gennep;1e halfjaar 2021;12.4;8.7;1.5;32.6;
1161;Gennep;2e halfjaar 2021;12.6;8.8;1.4;31.0;
1162;Gennep;2021;14.9;8.4;1.6;31.3;
1163;Gennep;1e halfjaar 2022;12.5;6.5;1.1;28.1;
1164;Gennep;2e halfjaar 2022;12.4;5.5;1.0;33.3;
1165;Gennep;2022;15.3;5.4;1.3;27.0;
1166;Gennep;1e halfjaar 2023;12.9;3.9;1.1;24.2;
1167;Gennep;2e halfjaar 2023;13.2;3.8;0.9;;
1168;Gennep;2023;16.0;3.3;1.2;22.9;
1169;Gennep;1e half jaar 2024;14.2;3.8;1.2;25.7;
1170;Gilze en Rijen;1e halfjaar 2021;11.9;7.7;1.1;38.6;
1171;Gilze en Rijen;2e halfjaar 2021;11.2;6.9;1.0;30.6;
1172;Gilze en Rijen;2021;14.4;6.3;1.1;38.2;
1173;Gilze en Rijen;1e halfjaar 2022;11.6;5.8;0.8;30.0;
1174;Gilze en Rijen;2e halfjaar 2022;12.1;5.4;0.8;21.4;
1175;Gilze en Rijen;2022;14.6;5.3;1.0;29.2;
1176;Gilze en Rijen;1e halfjaar 2023;12.1;5.7;0.8;22.5;
1177;Gilze en Rijen;2e halfjaar 2023;12.0;5.9;0.8;31.7;
1178;Gilze en Rijen;2023;15.1;5.7;0.9;29.5;
1179;Gilze en Rijen;1e half jaar 2024;11.2;5.4;0.8;23.8;
1180;Goeree-Overflakkee;1e halfjaar 2021;7.7;13.7;1.0;53.1;
1181;Goeree-Overflakkee;2e halfjaar 2021;8.6;12.6;1.0;55.1;
1182;Goeree-Overflakkee;2021;9.9;12.0;1.2;51.3;
1183;Goeree-Overflakkee;1e halfjaar 2022;8.9;10.4;0.9;51.6;
1184;Goeree-Overflakkee;2e halfjaar 2022;9.1;9.8;0.9;51.8;
1185;Goeree-Overflakkee;2022;10.5;9.4;1.0;51.5;
1186;Goeree-Overflakkee;1e halfjaar 2023;9.2;10.9;0.9;50.6;
1187;Goeree-Overflakkee;2e halfjaar 2023;9.4;10.8;0.9;45.9;
1188;Goeree-Overflakkee;2023;11.0;10.5;1.0;48.0;
1189;Goeree-Overflakkee;1e half jaar 2024;9.1;10.2;0.9;42.4;
1190;Goes;1e halfjaar 2021;13.1;9.4;1.7;30.2;0.2
1191;Goes;2e halfjaar 2021;13.3;9.6;1.6;33.0;0.2
1192;Goes;2021;15.5;9.1;1.9;30.2;0.2
1193;Goes;1e halfjaar 2022;13.5;9.3;1.6;36.1;0.3
1194;Goes;2e halfjaar 2022;14.0;9.7;1.4;31.3;0.2
1195;Goes;2022;16.1;8.9;1.6;33.6;0.3
1196;Goes;1e halfjaar 2023;15.9;9.1;1.3;45.7;0.3
1197;Goes;2e halfjaar 2023;16.0;8.9;1.4;44.7;0.2
1198;Goes;2023;18.3;9.0;1.6;45.4;0.3
1199;Goes;1e half jaar 2024;15.8;8.6;1.3;38.7;0.3
1200;Goirle;1e halfjaar 2021;11.0;9.5;1.0;73.5;0.3
1201;Goirle;2e halfjaar 2021;11.3;9.7;1.0;70.0;
1202;Goirle;2021;13.5;8.6;1.1;73.1;0.3
1203;Goirle;1e halfjaar 2022;11.1;6.3;0.6;55.2;
1204;Goirle;2e halfjaar 2022;11.2;5.2;0.6;37.0;
1205;Goirle;2022;13.6;5.6;0.7;48.5;0.3
1206;Goirle;1e halfjaar 2023;10.8;5.6;0.6;44.8;
1207;Goirle;2e halfjaar 2023;11.0;5.8;0.7;37.1;
1208;Goirle;2023;13.4;5.7;0.8;43.6;
1209;Goirle;1e half jaar 2024;11.7;5.3;0.8;43.2;
1210;Gooise Meren;1e halfjaar 2021;10.4;5.4;0.6;49.4;0.1
1211;Gooise Meren;2e halfjaar 2021;10.5;5.5;0.6;49.4;
1212;Gooise Meren;2021;12.7;5.1;0.7;51.1;0.1
1213;Gooise Meren;1e halfjaar 2022;10.8;5.1;0.7;42.7;
1214;Gooise Meren;2e halfjaar 2022;11.1;5.0;0.7;44.8;0.1
1215;Gooise Meren;2022;13.0;4.9;0.8;44.1;0.1
1216;Gooise Meren;1e halfjaar 2023;11.1;4.5;0.7;36.6;
1217;Gooise Meren;2e halfjaar 2023;11.4;4.7;0.7;45.7;
1218;Gooise Meren;2023;13.4;4.2;0.7;40.6;0.1
1219;Gooise Meren;1e half jaar 2024;11.3;4.4;0.6;43.2;0.1
1220;Gorinchem;1e halfjaar 2021;10.9;9.6;1.2;47.1;0.3
1221;Gorinchem;2e halfjaar 2021;10.6;9.7;1.2;46.1;0.3
1222;Gorinchem;2021;12.9;9.1;1.4;49.5;0.3
1223;Gorinchem;1e halfjaar 2022;11.5;8.0;1.2;48.2;0.3
1224;Gorinchem;2e halfjaar 2022;11.6;7.2;1.1;41.6;0.2
1225;Gorinchem;2022;13.9;7.3;1.2;46.0;0.3
1226;Gorinchem;1e halfjaar 2023;12.4;7.7;1.0;39.0;0.2
1227;Gorinchem;2e halfjaar 2023;12.3;7.3;1.0;43.7;
1228;Gorinchem;2023;15.0;7.0;1.1;44.4;0.2
1229;Gorinchem;1e half jaar 2024;11.1;7.5;1.0;36.0;0.2
1230;Gouda;1e halfjaar 2021;13.5;10.1;1.7;48.8;0.3
1231;Gouda;2e halfjaar 2021;13.1;10.2;1.6;48.7;0.3
1232;Gouda;2021;16.3;9.2;1.8;48.5;0.4
1233;Gouda;1e halfjaar 2022;13.1;9.2;1.5;47.4;0.3
1234;Gouda;2e halfjaar 2022;13.1;9.8;1.5;47.9;0.3
1235;Gouda;2022;15.9;8.7;1.6;47.6;0.4
1236;Gouda;1e halfjaar 2023;12.8;10.6;1.5;52.7;0.3
1237;Gouda;2e halfjaar 2023;12.5;9.9;1.6;47.1;0.4
1238;Gouda;2023;15.3;9.4;1.7;47.7;0.4
1239;Gouda;1e half jaar 2024;12.6;8.3;1.4;43.8;0.4
1240;Grave;1e halfjaar 2021;11.9;11.4;1.8;41.0;
1241;Grave;2e halfjaar 2021;11.8;11.5;1.8;38.5;
1242;Grave;2021;13.9;10.7;1.9;41.5;
1243;Grave;1e halfjaar 2022;;;;;
1244;Grave;2e halfjaar 2022;;;;;
1245;Grave;2022;;;;;
1246;Grave;1e halfjaar 2023;;;;;
1247;Grave;2e halfjaar 2023;;;;;
1248;Grave;2023;;;;;
1249;Grave;1e half jaar 2024;;;;;
1250;'s-Gravenhage (gemeente);1e halfjaar 2021;11.1;7.7;0.9;45.1;0.5
1251;'s-Gravenhage (gemeente);2e halfjaar 2021;11.3;8.3;0.9;44.7;0.5
1252;'s-Gravenhage (gemeente);2021;13.9;7.6;1.0;46.3;0.6
1253;'s-Gravenhage (gemeente);1e halfjaar 2022;11.5;7.9;1.0;44.1;0.5
1254;'s-Gravenhage (gemeente);2e halfjaar 2022;11.7;8.0;0.9;47.1;0.4
1255;'s-Gravenhage (gemeente);2022;14.2;7.6;1.1;46.8;0.5
1256;'s-Gravenhage (gemeente);1e halfjaar 2023;12.3;7.2;0.9;48.6;0.4
1257;'s-Gravenhage (gemeente);2e halfjaar 2023;12.1;7.7;0.8;51.1;0.4
1258;'s-Gravenhage (gemeente);2023;14.7;7.1;1.0;49.9;0.5
1259;'s-Gravenhage (gemeente);1e half jaar 2024;9.9;8.6;0.8;48.7;0.4
1260;Groningen (gemeente);1e halfjaar 2021;12.8;10.9;1.1;50.6;0.4
1261;Groningen (gemeente);2e halfjaar 2021;12.9;10.6;1.1;48.5;0.4
1262;Groningen (gemeente);2021;15.1;11.1;1.3;52.8;0.5
1263;Groningen (gemeente);1e halfjaar 2022;13.3;10.0;1.2;50.2;0.3
1264;Groningen (gemeente);2e halfjaar 2022;13.3;10.9;1.2;52.1;0.3
1265;Groningen (gemeente);2022;15.5;10.0;1.4;51.0;0.4
1266;Groningen (gemeente);1e halfjaar 2023;13.2;9.5;1.1;50.6;0.3
1267;Groningen (gemeente);2e halfjaar 2023;13.3;9.7;1.0;49.3;0.3
1268;Groningen (gemeente);2023;15.6;9.2;1.2;50.8;0.4
1269;Groningen (gemeente);1e half jaar 2024;13.2;8.5;1.1;46.9;0.3
1270;Gulpen-Wittem;1e halfjaar 2021;10.1;8.6;1.1;52.4;
1271;Gulpen-Wittem;2e halfjaar 2021;10.6;8.2;1.0;50.0;
1272;Gulpen-Wittem;2021;12.3;8.8;1.1;59.1;
1273;Gulpen-Wittem;1e halfjaar 2022;11.6;7.1;1.0;57.9;
1274;Gulpen-Wittem;2e halfjaar 2022;12.4;6.2;0.9;64.7;
1275;Gulpen-Wittem;2022;14.5;6.4;1.0;57.9;
1276;Gulpen-Wittem;1e halfjaar 2023;11.1;8.3;0.9;76.5;
1277;Gulpen-Wittem;2e halfjaar 2023;11.2;10.0;0.9;88.2;
1278;Gulpen-Wittem;2023;13.8;8.1;0.9;83.3;
1279;Gulpen-Wittem;1e half jaar 2024;11.2;6.8;0.7;69.2;
1280;Haaksbergen;1e halfjaar 2021;9.2;9.3;1.0;32.6;
1281;Haaksbergen;2e halfjaar 2021;9.6;8.4;1.0;34.9;
1282;Haaksbergen;2021;11.7;7.3;1.0;31.1;
1283;Haaksbergen;1e halfjaar 2022;9.9;9.0;1.0;40.5;
1284;Haaksbergen;2e halfjaar 2022;9.6;9.2;0.8;52.9;
1285;Haaksbergen;2022;11.4;8.2;1.0;42.9;
1286;Haaksbergen;1e halfjaar 2023;9.6;9.0;0.7;58.6;
1287;Haaksbergen;2e halfjaar 2023;9.1;10.3;0.6;66.7;
1288;Haaksbergen;2023;10.9;9.0;0.7;60.0;
1289;Haaksbergen;1e half jaar 2024;9.2;10.8;0.7;70.0;
1290;Haarlem;1e halfjaar 2021;9.7;7.4;0.8;45.7;0.3
1291;Haarlem;2e halfjaar 2021;9.7;7.4;0.9;42.3;0.3
1292;Haarlem;2021;11.7;7.2;0.9;43.0;0.4
1293;Haarlem;1e halfjaar 2022;9.8;7.1;0.8;44.3;0.3
1294;Haarlem;2e halfjaar 2022;9.7;7.2;0.7;46.8;0.2
1295;Haarlem;2022;11.6;6.8;0.8;43.9;0.3
1296;Haarlem;1e halfjaar 2023;9.8;6.5;0.7;48.4;0.2
1297;Haarlem;2e halfjaar 2023;9.9;6.7;0.6;46.8;0.3
1298;Haarlem;2023;11.5;6.2;0.7;46.0;0.3
1299;Haarlem;1e half jaar 2024;9.0;6.3;0.6;46.1;0.3
1300;Haarlemmermeer;1e halfjaar 2021;11.0;6.1;0.6;49.7;0.1
1301;Haarlemmermeer;2e halfjaar 2021;11.0;6.4;0.5;51.8;0.2
1302;Haarlemmermeer;2021;13.2;5.8;0.6;48.7;0.2
1303;Haarlemmermeer;1e halfjaar 2022;11.3;6.2;0.4;51.7;0.2
1304;Haarlemmermeer;2e halfjaar 2022;11.4;6.1;0.4;51.7;0.2
1305;Haarlemmermeer;2022;13.3;5.9;0.5;50.3;0.2
1306;Haarlemmermeer;1e halfjaar 2023;11.5;5.7;0.4;53.5;0.2
1307;Haarlemmermeer;2e halfjaar 2023;11.3;5.9;0.4;52.7;0.2
1308;Haarlemmermeer;2023;13.6;5.4;0.5;51.5;0.2
1309;Haarlemmermeer;1e half jaar 2024;11.1;5.2;0.5;52.3;0.2
1310;Halderberge;1e halfjaar 2021;11.5;6.3;1.0;32.1;
1311;Halderberge;2e halfjaar 2021;11.8;7.0;1.0;35.2;
1312;Halderberge;2021;13.6;6.5;1.2;30.8;0.2
1313;Halderberge;1e halfjaar 2022;11.6;5.3;0.9;38.0;
1314;Halderberge;2e halfjaar 2022;12.1;4.0;0.7;35.1;
1315;Halderberge;2022;14.0;3.8;0.9;34.8;
1316;Halderberge;1e halfjaar 2023;13.0;4.7;0.7;37.5;
1317;Halderberge;2e halfjaar 2023;13.3;5.4;0.7;42.1;
1318;Halderberge;2023;15.3;4.8;0.8;40.5;
1319;Halderberge;1e half jaar 2024;12.5;3.5;0.9;19.1;
1320;Hardenberg;1e halfjaar 2021;10.8;12.5;1.2;59.1;0.2
1321;Hardenberg;2e halfjaar 2021;11.3;12.3;1.2;63.1;0.1
1322;Hardenberg;2021;12.9;11.6;1.3;60.8;0.2
1323;Hardenberg;1e halfjaar 2022;11.3;10.9;1.0;63.2;0.1
1324;Hardenberg;2e halfjaar 2022;11.3;11.1;0.9;63.9;0.2
1325;Hardenberg;2022;12.9;10.3;1.1;61.6;0.2
1326;Hardenberg;1e halfjaar 2023;11.4;11.0;1.0;72.1;0.1
1327;Hardenberg;2e halfjaar 2023;11.1;10.5;1.0;75.8;0.2
1328;Hardenberg;2023;13.1;9.9;1.1;73.2;0.2
1329;Hardenberg;1e half jaar 2024;10.3;11.7;1.0;72.8;0.3
1330;Harderwijk;1e halfjaar 2021;12.7;8.6;1.3;41.7;0.1
1331;Harderwijk;2e halfjaar 2021;12.8;8.4;1.2;40.7;
1332;Harderwijk;2021;15.2;8.2;1.4;40.3;0.2
1333;Harderwijk;1e halfjaar 2022;12.8;7.6;1.2;40.2;
1334;Harderwijk;2e halfjaar 2022;13.1;7.9;1.1;38.7;
1335;Harderwijk;2022;15.7;7.6;1.3;41.9;0.1
1336;Harderwijk;1e halfjaar 2023;13.4;7.9;1.1;42.0;0.2
1337;Harderwijk;2e halfjaar 2023;13.0;7.5;1.0;41.6;0.2
1338;Harderwijk;2023;15.7;7.7;1.1;43.9;0.2
1339;Harderwijk;1e half jaar 2024;12.7;7.2;0.9;45.6;0.2
1340;Hardinxveld-Giessendam;1e halfjaar 2021;9.1;15.8;1.1;67.4;
1341;Hardinxveld-Giessendam;2e halfjaar 2021;8.4;18.1;1.0;70.7;
1342;Hardinxveld-Giessendam;2021;10.1;15.2;1.0;66.7;
1343;Hardinxveld-Giessendam;1e halfjaar 2022;8.2;17.5;1.0;58.5;
1344;Hardinxveld-Giessendam;2e halfjaar 2022;8.1;15.2;0.8;52.8;
1345;Hardinxveld-Giessendam;2022;9.8;14.9;1.0;53.7;
1346;Hardinxveld-Giessendam;1e halfjaar 2023;8.3;12.5;0.8;50.0;
1347;Hardinxveld-Giessendam;2e halfjaar 2023;8.6;13.6;0.8;64.7;
1348;Hardinxveld-Giessendam;2023;9.8;12.7;0.9;55.3;
1349;Hardinxveld-Giessendam;1e half jaar 2024;8.6;13.9;0.8;62.9;
1350;Harlingen;1e halfjaar 2021;11.4;13.0;1.6;32.6;
1351;Harlingen;2e halfjaar 2021;11.3;13.7;1.4;32.5;
1352;Harlingen;2021;13.2;12.0;1.5;30.2;0.4
1353;Harlingen;1e halfjaar 2022;10.6;17.1;1.5;38.1;
1354;Harlingen;2e halfjaar 2022;11.4;15.5;1.4;43.9;
1355;Harlingen;2022;13.0;15.5;1.7;43.8;
1356;Harlingen;1e halfjaar 2023;10.7;14.3;1.3;43.6;
1357;Harlingen;2e halfjaar 2023;10.4;16.2;1.3;55.3;
1358;Harlingen;2023;12.9;14.2;1.5;50.0;
1359;Harlingen;1e half jaar 2024;10.5;10.5;1.1;32.3;
1360;Hattem;1e halfjaar 2021;7.5;11.8;0.8;85.7;
1361;Hattem;2e halfjaar 2021;9.1;12.2;0.8;90.5;
1362;Hattem;2021;9.8;11.3;0.9;87.5;
1363;Hattem;1e halfjaar 2022;8.4;9.5;0.6;80.0;
1364;Hattem;2e halfjaar 2022;8.3;9.6;0.5;84.6;
1365;Hattem;2022;9.8;8.5;0.5;78.6;
1366;Hattem;1e halfjaar 2023;8.2;6.9;0.4;;
1367;Hattem;2e halfjaar 2023;9.1;7.5;0.6;62.5;
1368;Hattem;2023;10.6;7.5;0.6;60.0;
1369;Hattem;1e half jaar 2024;8.7;8.7;0.8;70.0;
1370;Heemskerk;1e halfjaar 2021;11.4;7.6;1.3;32.6;0.2
1371;Heemskerk;2e halfjaar 2021;11.6;8.6;1.2;46.4;0.2
1372;Heemskerk;2021;13.5;7.9;1.4;40.8;0.3
1373;Heemskerk;1e halfjaar 2022;11.8;7.0;1.1;33.3;0.2
1374;Heemskerk;2e halfjaar 2022;12.0;6.5;1.0;33.3;0.2
1375;Heemskerk;2022;14.2;6.2;1.2;32.9;0.3
1376;Heemskerk;1e halfjaar 2023;11.7;6.2;1.0;40.6;0.2
1377;Heemskerk;2e halfjaar 2023;10.9;7.3;0.8;48.3;
1378;Heemskerk;2023;13.2;6.4;1.1;43.0;0.2
1379;Heemskerk;1e half jaar 2024;9.5;6.4;0.9;32.8;0.2
1380;Heemstede;1e halfjaar 2021;9.1;3.7;0.5;;
1381;Heemstede;2e halfjaar 2021;9.2;3.8;0.5;;
1382;Heemstede;2021;11.2;3.3;0.6;;
1383;Heemstede;1e halfjaar 2022;9.3;3.8;0.5;28.6;
1384;Heemstede;2e halfjaar 2022;9.5;3.2;0.4;32.0;
1385;Heemstede;2022;11.5;3.1;0.5;30.0;
1386;Heemstede;1e halfjaar 2023;10.1;2.8;0.4;;
1387;Heemstede;2e halfjaar 2023;10.0;3.0;0.3;;
1388;Heemstede;2023;12.0;2.7;0.5;;
1389;Heemstede;1e half jaar 2024;9.2;3.1;0.2;;0.2
1390;Heerde;1e halfjaar 2021;16.9;12.7;1.4;80.4;0.3
1391;Heerde;2e halfjaar 2021;17.3;12.4;1.4;75.5;0.3
1392;Heerde;2021;19.1;11.9;1.5;76.8;0.4
1393;Heerde;1e halfjaar 2022;13.3;12.5;1.2;67.4;
1394;Heerde;2e halfjaar 2022;12.7;11.7;1.0;65.7;
1395;Heerde;2022;15.2;12.1;1.3;66.7;0.4
1396;Heerde;1e halfjaar 2023;12.5;12.0;1.0;75.7;
1397;Heerde;2e halfjaar 2023;13.6;10.6;1.0;72.2;
1398;Heerde;2023;15.1;10.6;1.0;76.3;0.4
