ID;BatenLastenSaldo;RegioS;Perioden;TotaalProvincaleFuncties_1;TotaalAlgemeenBestuur_2;ProvincialeStaten_3;GedeputeerdeStaten_4;Kabinetszaken_5;BestuurlijkeOrganisatie_6;FinancieelToezicht_7;UitvoeringOvWettelijkeRegelingen_8;OverigeZakenBetrAlgemeenBestuur_9;OverigeBatenEnLasten_10;TotaalOpenbareOrdeEnVeiligheid_11;OpenbareOrdeEnVeiligheidAlgemeen_12;OpenbareOrdeEnVeiligheid_13;OverigeBeschermendeMaatregelen_14;TotaalVerkeerEnVervoer_15;VerkeerEnVervoerAlgemeen_16;Landwegen_17;BootEnVeerdiensten_18;Waterwegen_19;Vervoer_20;TotaalWaterhuishouding_21;WaterhuishoudingAlgemeen_22;Waterschapsaangelegenheden_23;Waterkeringen_24;KwantitatiefBeheerOppervlaktewater_25;KwantitatiefBeheerGrondwater_26;Landaanwinning_27;TotaalMilieubeheer_28;MilieubeheerAlgemeen_29;KwalitatiefBeheerOppervlaktewater_30;KwalitatiefBeheerGrondwaterEnBodem_31;BestrijdingLuchtverontreiniging_32;BestrijdingGeluidhinder_33;VergunningverleningEnHandhaving_34;Ontgrondingen_35;TotaalRecreatieEnNatuur_36;RecreatieEnNatuurAlgemeen_37;Recreatie_38;Natuur_39;TotaalEconomischeEnAgrarischeZaken_40;AlgemeneEconomischeAangelegenheden_41;BevorderingEconomischeActiviteiten_42;Nutsvoorzieningen_43;AgrarischeAangelegenheden_44;TotaalWelzijn_45;WelzijnAlgemeen_46;Educatie_47;LichamelijkeVormingEnSport_48;KunstEnOudheidkunde_49;SociaalCultureelWerkEnOntwikkeling_50;MaatschappelijkeVoorzieningen_51;Volksgezondheid_52;Ouderenzorg_53;Jeugdhulpverlening_54;TotaalRuimtelijkeOrdEnVolkshuisv_55;RuimtOrdEnVolkshuisvAlgemeen_56;RuimtelijkeOrdening_57;Volkshuisvesting_58;StedelijkeVernieuwing_59;TotaalFinancieringEnAlgDekkingsmid_60;GeldleningenEnUitzettingen1Jaar_61;GeldleningenEnUitzettingen1Jaar_62;VennootschapsbelastingVpb_63;AlgemeneUitkeringProvinciefonds_64;EigenMiddelen_65;OverigeFinancieleMiddelen_66;AlgemeneBatenEnLastenOnvoorzien_67;SaldoKostenplaatsen_68;SaldoVanDeRekeningBatenEnLasten_69;MutatiesResDieVhmDeHoofdfuncties_70;ResultaatVdRekeningBatenEnLasten_71;TotaalProvincaleFuncties_72;TotaalAlgemeenBestuur_73;ProvincialeStaten_74;GedeputeerdeStaten_75;Kabinetszaken_76;BestuurlijkeOrganisatie_77;FinancieelToezicht_78;UitvoeringOvWettelijkeRegelingen_79;OverigeZakenBetrAlgemeenBestuur_80;OverigeBatenEnLasten_81;TotaalOpenbareOrdeEnVeiligheid_82;OpenbareOrdeEnVeiligheidAlgemeen_83;OpenbareOrdeEnVeiligheid_84;OverigeBeschermendeMaatregelen_85;TotaalVerkeerEnVervoer_86;VerkeerEnVervoerAlgemeen_87;Landwegen_88;BootEnVeerdiensten_89;Waterwegen_90;Vervoer_91;TotaalWaterhuishouding_92;WaterhuishoudingAlgemeen_93;Waterschapsaangelegenheden_94;Waterkeringen_95;KwantitatiefBeheerOppervlaktewater_96;KwantitatiefBeheerGrondwater_97;Landaanwinning_98;TotaalMilieubeheer_99;MilieubeheerAlgemeen_100;KwalitatiefBeheerOppervlaktewater_101;KwalitatiefBeheerGrondwaterEnBodem_102;BestrijdingLuchtverontreiniging_103;BestrijdingGeluidhinder_104;VergunningverleningEnHandhaving_105;Ontgrondingen_106;TotaalRecreatieEnNatuur_107;RecreatieEnNatuurAlgemeen_108;Recreatie_109;Natuur_110;TotaalEconomischeEnAgrarischeZaken_111;AlgemeneEconomischeAangelegenheden_112;BevorderingEconomischeActiviteiten_113;Nutsvoorzieningen_114;AgrarischeAangelegenheden_115;TotaalWelzijn_116;WelzijnAlgemeen_117;Educatie_118;LichamelijkeVormingEnSport_119;KunstEnOudheidkunde_120;SociaalCultureelWerkEnOntwikkeling_121;MaatschappelijkeVoorzieningen_122;Volksgezondheid_123;Ouderenzorg_124;Jeugdhulpverlening_125;TotaalRuimtelijkeOrdEnVolkshuisv_126;RuimtOrdEnVolkshuisvAlgemeen_127;RuimtelijkeOrdening_128;Volkshuisvesting_129;StedelijkeVernieuwing_130;TotaalFinancieringEnAlgDekkingsmid_131;GeldleningenEnUitzettingen1Jaar_132;GeldleningenEnUitzettingen1Jaar_133;VennootschapsbelastingVpb_134;AlgemeneUitkeringProvinciefonds_135;EigenMiddelen_136;OverigeFinancieleMiddelen_137;AlgemeneBatenEnLastenOnvoorzien_138;SaldoKostenplaatsen_139;SaldoVanDeRekeningBatenEnLasten_140;MutatiesResDieVhmDeHoofdfuncties_141;ResultaatVdRekeningBatenEnLasten_142
107;Baten;Gelderland (PV);2014;1872.4;4.8;0.1;0.0;0.0;0.0;0.0;0.0;0.0;4.7;0.0;0.0;0.0;0.0;101.6;0.0;17.3;0.0;0.0;84.2;4.0;2.0;0.0;0.0;0.0;2.0;0;6.6;0.1;0.0;4.1;0.0;0.0;1.5;1.0;11.2;0.0;0.0;11.2;102.5;0.2;26.9;75.4;0.0;172.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.4;3.1;0.0;0.0;0.0;3.1;1466.3;5.8;101.6;;114.6;195.5;0.1;0.0;0.0;357.6;1048.6;0.0;927;2;0;0;0;0;0;0;0;2;0;0;0;0;50;0;9;0;0;42;2;1;0;0;0;1;0;3;0;0;2;0;0;1;0;6;0;0;6;51;0;13;37;0;85;0;0;0;0;0;0;0;0;85;2;0;0;0;2;726;3;50;;57;97;0;0;0;177;519;0
108;Baten;Gelderland (PV);2015;1976.7;15.3;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;15.4;0.0;0.0;0.0;0.0;203.9;0.0;118.6;0.0;0.0;85.3;3.7;1.7;0.0;0.0;0.0;2.0;0;5.7;0.8;0.0;3.8;0.0;0.0;0.5;0.6;13.0;0.0;0.8;12.2;118.2;0.4;32.7;84.6;0.6;-0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.2;0.8;0.0;0.0;0.8;0.0;1616.4;0.0;102.6;;77.8;204.5;0.0;0.1;0.0;406.7;1231.3;0.0;975;8;0;0;0;0;0;0;0;8;0;0;0;0;101;0;59;0;0;42;2;1;0;0;0;1;0;3;0;0;2;0;0;0;0;6;0;0;6;58;0;16;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;798;0;51;;38;101;0;0;0;201;608;0
109;Baten;Gelderland (PV);2016;2925.6;12.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;11.9;0.0;0.0;0.0;0.0;91.4;0.0;72.2;0.0;0.0;19.2;11.0;8.9;0.0;0.0;0.0;2.1;0;2.4;0.7;0.0;0.0;0.0;0.0;1.3;0.4;12.2;0.0;0.6;11.7;80.3;4.5;36.3;39.5;0.1;8.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.2;0.5;0.0;0.0;0.5;0.0;2707.7;0.0;97.7;0.0;264.1;205.3;0.1;0.1;0.0;0.0;2140.3;0.0;1437;6;0;0;0;0;0;0;0;6;0;0;0;0;45;0;35;0;0;9;5;4;0;0;0;1;0;1;0;0;0;0;0;1;0;6;0;0;6;39;2;18;19;0;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1330;0;48;0.0;130;101;0;0;0;0;1052;0
110;Baten;Utrecht (PV);2007;704.1;1.1;0.1;0.2;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;98.2;0.0;42.3;0.0;0.2;55.7;2.0;0.0;0.0;0.5;0.0;1.5;0;13.7;0.4;0.0;5.1;8.0;0.0;0.1;0.1;33.1;0.0;0.0;33.1;84.7;0.5;0.0;81.3;2.9;95.3;0.0;0.0;0.0;2.2;1.6;0.0;0.0;0.0;91.5;5.4;0.0;0.5;4.5;0.3;370.6;6.8;52.0;;58.6;96.7;0.9;1.7;0.0;216.7;153.9;0.0;591;1;0;0;0;0;0;0;1;0;0;0;0;0;82;0;36;0;0;47;2;0;0;0;0;1;0;12;0;0;4;7;0;0;0;28;0;0;28;71;0;0;68;2;80;0;0;0;2;1;0;0;0;77;5;0;0;4;0;311;6;44;;49;81;1;1;0;182;129;0
111;Baten;Utrecht (PV);2008;575.0;2.0;0.1;0.0;0.0;0.0;0.0;0.0;1.8;0.0;0.0;0.0;0.0;0.0;69.3;0.8;39.5;0.0;0.4;28.7;1.6;0.0;0.0;0.2;0.0;1.4;0;7.6;0.0;0.2;7.1;0.1;0.0;0.1;0.1;21.8;0.0;0.1;21.7;2.2;0.4;0.0;0.9;0.8;101.5;0.0;0.0;2.3;0.0;1.4;0.0;0.0;0.0;97.8;10.3;0.0;3.0;7.3;0.1;358.5;10.9;46.9;;63.0;103.4;1.0;0.2;4.2;52.9;128.8;0.0;479;2;0;0;0;0;0;0;1;0;0;0;0;0;58;1;33;0;0;24;1;0;0;0;0;1;0;6;0;0;6;0;0;0;0;18;0;0;18;2;0;0;1;1;85;0;0;2;0;1;0;0;0;81;9;0;2;6;0;298;9;39;;52;86;1;0;3;44;107;0
112;Baten;Utrecht (PV);2009;748.3;5.0;0.1;0.0;0.1;0.0;0.0;0.0;4.8;0.0;0.0;0.0;0.0;0.0;70.5;0.5;32.3;0.0;0.2;37.5;2.3;0.2;0.0;0.6;0.0;1.5;0;6.9;0.6;0.0;5.8;0.0;0.0;0.3;0.1;22.0;0.0;0.1;21.9;6.6;0.2;2.9;0.8;2.7;111.1;0.4;0.0;0.0;2.0;0.6;0.0;0.0;0.0;108.1;13.3;0.0;6.3;6.9;0.0;510.6;5.4;36.5;;67.7;106.0;2.8;0.0;2.3;42.2;289.9;0.0;618;4;0;0;0;0;0;0;4;0;0;0;0;0;58;0;27;0;0;31;2;0;0;1;0;1;0;6;0;0;5;0;0;0;0;18;0;0;18;5;0;2;1;2;92;0;0;0;2;0;0;0;0;89;11;0;5;6;0;422;4;30;;56;88;2;0;2;35;239;0
113;Baten;Utrecht (PV);2010;712.9;5.0;0.0;0.0;0.2;0.0;0.0;0.0;4.7;0.0;0.0;0.0;0.0;0.0;68.5;0.4;27.3;0.0;0.1;40.7;2.5;0.1;0.0;1.1;0.0;1.3;0;21.3;0.8;0.0;2.5;17.6;0.0;0.3;0.1;17.8;0.0;0.2;17.6;34.9;0.1;0.0;0.7;34.1;110.9;0.1;0.0;0.0;2.5;0.0;0.0;0.1;0.0;108.3;10.3;0.0;0.7;9.5;0.0;441.7;0.2;41.2;;67.0;107.2;4.8;0.0;3.8;48.8;217.5;0.0;584;4;0;0;0;0;0;0;4;0;0;0;0;0;56;0;22;0;0;33;2;0;0;1;0;1;0;17;1;0;2;14;0;0;0;15;0;0;14;29;0;0;1;28;91;0;0;0;2;0;0;0;0;89;8;0;1;8;0;362;0;34;;55;88;4;0;3;40;178;0
114;Baten;Utrecht (PV);2011;825.8;7.8;0.3;0.0;0.1;0.0;0.0;0.0;6.5;0.9;0.0;0.0;0.0;0.0;80.1;0.7;29.8;0.0;14.7;34.9;3.6;0.1;0.0;2.2;0.0;1.3;0;10.3;0.7;0.0;4.1;4.9;0.0;0.3;0.3;14.5;0.0;0.0;14.5;24.2;5.1;2.1;0.8;16.2;114.7;0.0;0.0;0.0;1.0;0.1;0.0;0.0;0.0;113.6;10.8;0.0;5.9;3.6;1.3;559.7;0.0;11.7;;43.7;107.3;2.4;0.0;4.1;48.4;390.6;0.0;672;6;0;0;0;0;0;0;5;1;0;0;0;0;65;1;24;0;12;28;3;0;0;2;0;1;0;8;1;0;3;4;0;0;0;12;0;0;12;20;4;2;1;13;93;0;0;0;1;0;0;0;0;92;9;0;5;3;1;456;0;10;;36;87;2;0;3;39;318;0
115;Baten;Utrecht (PV);2012;730.8;7.2;0.0;0.1;0.1;0.0;0.0;0.0;2.6;4.4;0.0;0.0;0.0;0.0;63.1;1.0;26.8;0.0;0.1;35.3;1.7;0.3;0.0;0.2;0.1;1.2;0;20.5;0.5;0.0;4.0;15.5;0.0;0.3;0.1;46.1;0.0;0.0;46.1;1.0;0.1;0.1;0.8;0.0;117.7;0.1;0.0;0.0;3.2;0.3;0.0;0.0;0.0;114.1;4.8;0.0;2.8;1.9;0.1;468.7;0.0;5.6;;143.1;107.6;3.2;0.0;5.2;0.0;204.1;0.0;591;6;0;0;0;0;0;0;2;4;0;0;0;0;51;1;22;0;0;29;1;0;0;0;0;1;0;17;0;0;3;13;0;0;0;37;0;0;37;1;0;0;1;0;95;0;0;0;3;0;0;0;0;92;4;0;2;2;0;379;0;5;;116;87;3;0;4;0;165;0
116;Baten;Utrecht (PV);2013;565.9;5.0;0.1;0.0;0.0;0.0;0.0;0.0;1.3;3.6;0.0;0.0;0.0;0.0;85.7;0.7;47.9;0.0;0.1;37.0;1.6;0.4;0.0;0.0;0.0;1.2;0;15.2;0.4;0.0;0.4;14.1;0.0;0.2;0.2;4.5;0.0;0.1;4.4;2.2;0.2;0.4;0.7;0.8;117.3;0.0;0.0;0.0;0.2;0.0;0.0;0.1;0.0;117.0;2.5;0.0;0.9;1.5;0.0;332.0;0.0;4.6;;97.2;103.9;3.0;0.0;2.3;0.0;121.1;0.0;454;4;0;0;0;0;0;0;1;3;0;0;0;0;69;1;38;0;0;30;1;0;0;0;0;1;0;12;0;0;0;11;0;0;0;4;0;0;4;2;0;0;1;1;94;0;0;0;0;0;0;0;0;94;2;0;1;1;0;267;0;4;;78;83;2;0;2;0;97;0
117;Baten;Utrecht (PV);2014;571.4;5.4;0.1;0.0;0.0;0.0;0.0;0.0;1.2;4.1;0.0;0.0;0.0;0.0;118.6;4.1;52.7;0.0;0.1;61.7;1.6;0.4;0.0;0.0;0.0;1.1;0;6.4;1.2;0.0;4.3;0.4;0.0;0.3;0.1;18.4;0.0;0.1;18.3;1.3;0.1;0.4;0.8;0.0;120.7;0.0;0.0;0.0;2.4;0.0;0.0;0.1;0.0;118.2;3.4;0.0;1.9;1.5;0.0;295.7;0.0;5.0;;62.3;114.4;0.8;0.0;0.3;28.8;112.9;0.0;456;4;0;0;0;0;0;0;1;3;0;0;0;0;95;3;42;0;0;49;1;0;0;0;0;1;0;5;1;0;3;0;0;0;0;15;0;0;15;1;0;0;1;0;96;0;0;0;2;0;0;0;0;94;3;0;2;1;0;236;0;4;;50;91;1;0;0;23;90;0
118;Baten;Utrecht (PV);2015;514.4;5.1;0.4;0.0;0.0;0.0;0.0;0.0;0.9;3.8;0.0;0.0;0.0;0.0;226.4;9.1;69.1;0.0;0.1;148.2;1.3;0.2;0.0;0.0;0.0;1.1;0;3.1;1.9;0.0;1.0;0.0;0.0;0.3;0.0;9.6;0.0;0.1;9.5;1.0;0.1;0.1;0.8;0.0;1.1;0.0;0.0;0.0;0.6;0.0;0.0;0.1;0.0;0.4;2.8;0.0;2.4;0.4;0.0;264.0;0.0;12.0;;58.8;115.3;0.4;0.0;0.9;0.0;76.5;0.0;407;4;0;0;0;0;0;0;1;3;0;0;0;0;179;7;55;0;0;117;1;0;0;0;0;1;0;2;1;0;1;0;0;0;0;8;0;0;8;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;0;2;0;0;209;0;9;;47;91;0;0;1;0;61;0
119;Baten;Utrecht (PV);2016;736.8;4.9;0.1;0.0;0.2;0.0;0.0;0.0;4.6;0.0;0.0;0.0;0.0;0.0;191.1;0.0;60.8;0.0;0.0;130.3;1.6;0.5;0.0;0.0;0.0;1.1;0;4.4;0.0;0.0;3.6;0.0;0.0;0.7;0.0;20.9;0.0;0.1;20.8;1.9;0.3;0.6;1.1;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;14.1;0.0;13.9;0.2;0.0;497.4;0.0;7.6;0.0;215.9;115.2;0.6;1.8;1.0;0.0;155.4;0.0;579;4;0;0;0;0;0;0;4;0;0;0;0;0;150;0;48;0;0;102;1;0;0;0;0;1;0;3;0;0;3;0;0;1;0;16;0;0;16;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;11;0;11;0;0;391;0;6;0.0;169;90;0;1;1;0;122;0
120;Baten;Noord-Holland (PV);2007;904.4;2.6;0.0;0.3;0.0;0.0;0.0;0.0;1.3;0.9;0.0;0.0;0.0;0.0;115.6;54.3;2.9;0.0;0.5;57.9;2.3;0.0;0.0;1.0;0.1;1.2;0;26.3;0.3;0.0;10.7;15.1;0.0;0.1;0.2;43.3;43.3;-0.1;0.1;0.6;0.0;0.5;0.0;0.1;90.6;0.1;0.0;0.0;2.4;2.9;0.0;0.0;0.0;85.2;20.4;0.0;0.6;0.0;19.7;602.8;0.0;45.3;;122.0;156.5;48.5;1.5;0.0;373.7;229.1;0.0;346;1;0;0;0;0;0;0;1;0;0;0;0;0;44;21;1;0;0;22;1;0;0;0;0;0;0;10;0;0;4;6;0;0;0;17;17;0;0;0;0;0;0;0;35;0;0;0;1;1;0;0;0;33;8;0;0;0;8;231;0;17;;47;60;19;1;0;143;88;0
121;Baten;Noord-Holland (PV);2008;921.9;3.0;0.0;0.2;0.0;0.0;0.0;0.0;2.0;0.7;0.1;0.0;0.1;0.0;71.6;16.8;1.8;0.0;0.2;52.8;2.3;0.2;0.0;1.0;0.1;1.0;0;21.3;0.2;0.0;4.7;16.2;0.0;0.1;0.1;32.2;31.3;0.0;0.9;43.9;0.0;0.9;42.9;0.0;97.5;0.1;0.0;0.0;2.1;2.4;0.0;0.0;0.0;93.0;23.2;0.0;0.3;0.0;22.9;626.9;0.0;49.3;;131.5;177.3;9.8;1.7;0.0;66.4;257.4;0.0;351;1;0;0;0;0;0;0;1;0;0;0;0;0;27;6;1;0;0;20;1;0;0;0;0;0;0;8;0;0;2;6;0;0;0;12;12;0;0;17;0;0;16;0;37;0;0;0;1;1;0;0;0;35;9;0;0;0;9;239;0;19;;50;68;4;1;0;25;98;0
122;Baten;Noord-Holland (PV);2009;1939.7;1.5;0.0;0.0;0.0;0.1;0.0;0.0;0.5;0.9;0.0;0.0;0.0;0.0;77.0;23.9;4.5;0.0;2.2;46.5;1.8;0.2;0.0;0.7;0.0;0.9;0;35.4;0.1;0.0;17.8;16.6;0.0;0.7;0.2;48.6;48.0;0.0;0.6;936.8;0.0;0.3;936.4;0.1;90.3;0.1;0.0;0.0;0.5;0.5;0.0;0.0;0.0;89.1;15.0;0.0;1.3;0.0;13.7;733.3;0.0;36.1;;144.0;188.0;1.0;1.7;0.0;0.0;362.6;0.0;733;1;0;0;0;0;0;0;0;0;0;0;0;0;29;9;2;0;1;18;1;0;0;0;0;0;0;13;0;0;7;6;0;0;0;18;18;0;0;354;0;0;354;0;34;0;0;0;0;0;0;0;0;34;6;0;0;0;5;277;0;14;;54;71;0;1;0;0;137;0
123;Baten;Noord-Holland (PV);2010;1223.5;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.7;0.0;0.0;0.0;0.0;105.4;39.0;3.7;0.0;3.0;59.7;2.0;0.1;0.0;1.1;0.0;0.8;0;28.5;0.3;0.0;19.2;8.5;0.0;0.4;0.1;43.8;43.2;0.0;0.6;37.4;0.0;4.0;33.3;0.0;88.1;0.0;0.0;0.0;0.1;0.2;0.0;0.0;0.0;87.9;13.9;0.0;1.0;0.0;13.0;903.0;0.0;23.2;;155.6;192.7;1.6;1.6;0.0;120.0;528.4;0.0;458;0;0;0;0;0;0;0;0;0;0;0;0;0;40;15;1;0;1;22;1;0;0;0;0;0;0;11;0;0;7;3;0;0;0;16;16;0;0;14;0;2;12;0;33;0;0;0;0;0;0;0;0;33;5;0;0;0;5;338;0;9;;58;72;1;1;0;45;198;0
124;Baten;Noord-Holland (PV);2011;1244.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.6;0.0;0.0;0.0;0.0;91.9;29.6;3.1;0.0;1.8;57.3;1.8;0.0;0.0;1.0;0.0;0.9;0;35.5;0.2;0.0;26.9;6.5;0.0;1.7;0.2;29.2;28.9;0.0;0.3;26.7;0.0;0.1;26.6;0.0;99.5;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;99.1;9.2;0.0;0.1;0.0;9.1;949.2;0.0;26.3;;113.8;187.3;1.4;1.6;0.0;323.9;618.8;0.0;462;0;0;0;0;0;0;0;0;0;0;0;0;0;34;11;1;0;1;21;1;0;0;0;0;0;0;13;0;0;10;2;0;1;0;11;11;0;0;10;0;0;10;0;37;0;0;0;0;0;0;0;0;37;3;0;0;0;3;353;0;10;;42;70;1;1;0;120;230;0
125;Baten;Noord-Holland (PV);2012;878.5;1.9;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.8;0.0;0.0;0.0;0.0;69.8;18.4;2.4;0.0;2.0;47.0;1.4;0.0;0.0;0.3;0.2;0.9;0;4.7;0.7;0.0;2.6;0.3;0.0;1.1;0.0;30.5;29.7;0.0;0.7;17.8;0.0;0.1;17.7;0.0;105.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;105.0;3.2;0.0;2.2;0.0;1.1;644.3;0.0;23.5;;129.6;177.7;9.9;1.8;0.0;27.0;301.8;0.0;324;1;0;0;0;0;0;0;0;0;0;0;0;0;26;7;1;0;1;17;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;11;11;0;0;7;0;0;7;0;39;0;0;0;0;0;0;0;0;39;1;0;1;0;0;238;0;9;;48;66;4;1;0;10;111;0
126;Baten;Noord-Holland (PV);2013;892.4;9.7;0.0;0.0;0.0;0.0;0.0;0.0;2.8;6.9;0.2;0.2;0.0;0.0;82.2;25.0;2.9;0.0;1.5;52.7;1.1;0.1;0.0;0.1;0.0;1.0;0;15.0;0.2;0.0;6.3;7.9;0.0;0.6;0.0;18.6;15.6;0.0;2.9;14.1;0.0;0.0;14.1;0.0;111.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;111.6;5.4;0.0;3.4;0.0;2.0;634.5;0.0;11.7;;136.7;173.9;2.9;2.2;0.0;95.3;307.1;0.0;328;4;0;0;0;0;0;0;1;3;0;0;0;0;30;9;1;0;1;19;0;0;0;0;0;0;0;5;0;0;2;3;0;0;0;7;6;0;1;5;0;0;5;0;41;0;0;0;0;0;0;0;0;41;2;0;1;0;1;233;0;4;;50;64;1;1;0;35;113;0
127;Baten;Noord-Holland (PV);2014;836.2;3.9;0.0;0.0;0.0;0.0;0.0;0.0;1.3;2.5;0.1;0.1;0.0;0.0;78.1;26.0;1.7;0.0;1.6;48.8;1.1;0.2;0.0;0.0;0.0;0.9;0;9.3;0.2;0.0;3.4;5.4;0.0;0.3;0.0;12.1;8.5;0.0;3.6;16.1;0.0;0.1;16.0;0.0;114.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;114.8;8.0;0.0;7.5;0.0;0.4;592.8;0.0;9.2;;130.0;187.5;3.5;2.3;0.0;136.2;250.6;9.7;305;1;0;0;0;0;0;0;0;1;0;0;0;0;28;9;1;0;1;18;0;0;0;0;0;0;0;3;0;0;1;2;0;0;0;4;3;0;1;6;0;0;6;0;42;0;0;0;0;0;0;0;0;42;3;0;3;0;0;216;0;3;;47;68;1;1;0;50;91;4
128;Baten;Noord-Holland (PV);2015;627.7;5.3;0.1;0.0;0.0;0.0;0.0;0.0;0.8;4.3;0.1;0.1;0.0;0.0;111.5;50.3;1.8;0.0;1.4;58.0;1.0;0.0;0.2;0.0;0.0;0.8;0;10.5;-0.2;0.0;8.2;0.7;0.0;1.8;0.0;4.6;5.5;0.0;-1.0;16.2;0.0;0.0;16.0;0.2;-2.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.4;13.6;0.0;11.3;0.0;2.3;467.2;0.0;8.9;;112.2;191.1;1.9;2.5;0.0;12.1;150.6;0.0;227;2;0;0;0;0;0;0;0;2;0;0;0;0;40;18;1;0;1;21;0;0;0;0;0;0;0;4;0;0;3;0;0;1;0;2;2;0;0;6;0;0;6;0;-1;0;0;0;0;0;0;0;0;-1;5;0;4;0;1;169;0;3;;41;69;1;1;0;4;55;0
129;Baten;Noord-Holland (PV);2016;752.4;6.2;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.2;0.1;0.1;0.0;0.0;98.9;41.2;7.1;0.0;1.0;49.6;1.0;0.0;0.0;0.0;0.1;0.9;0;20.5;0.4;0.0;15.8;0.9;0.0;3.3;0.1;11.3;10.8;0.1;0.3;9.4;0.0;0.9;8.4;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;17.4;0.0;14.2;0.0;3.2;587.5;0.3;7.1;0.0;217.4;194.3;12.0;2.7;0.0;0.0;153.6;0.0;270;2;0;0;0;0;0;0;0;2;0;0;0;0;36;15;3;0;0;18;0;0;0;0;0;0;0;7;0;0;6;0;0;1;0;4;4;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;6;0;5;0;1;211;0;3;0.0;78;70;4;1;0;0;55;0
130;Baten;Zuid-Holland (PV);2007;1167.9;0.4;0.0;0.3;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;115.0;41.3;1.2;0.0;0.9;71.6;6.0;0.0;0.0;2.6;0.5;2.8;0;50.5;7.3;0.0;19.8;22.7;0.0;0.7;0.0;106.9;0.1;105.5;1.3;3.2;0.0;1.8;0.0;1.3;140.8;0.0;0.0;0.1;3.4;3.9;0.0;0.0;0.0;133.4;22.6;0.0;2.2;0.0;20.4;722.6;0.0;26.1;;148.2;233.1;50.3;0.0;0.0;457.6;265.0;0.0;338;0;0;0;0;0;0;0;0;0;0;0;0;0;33;12;0;0;0;21;2;0;0;1;0;1;0;15;2;0;6;7;0;0;0;31;0;31;0;1;0;1;0;0;41;0;0;0;1;1;0;0;0;39;7;0;1;0;6;209;0;8;;43;67;15;0;0;132;77;0
131;Baten;Zuid-Holland (PV);2008;903.5;0.4;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;106.5;33.6;6.3;0.0;1.0;65.6;5.5;0.1;0.0;2.6;0.5;2.3;0;31.8;8.0;0.0;23.5;0.7;0.0;-0.4;0.0;50.8;0.7;30.3;19.7;11.0;0.0;0.1;0.0;10.9;135.1;0.0;0.0;0.0;3.1;3.4;0.0;0.0;0.0;128.6;29.2;0.0;1.0;0.0;28.1;533.2;9.2;20.8;;161.7;285.1;5.7;0.1;0.0;0.0;50.6;0.0;261;0;0;0;0;0;0;0;0;0;0;0;0;0;31;10;2;0;0;19;2;0;0;1;0;1;0;9;2;0;7;0;0;0;0;15;0;9;6;3;0;0;0;3;39;0;0;0;1;1;0;0;0;37;8;0;0;0;8;154;3;6;;47;82;2;0;0;0;15;0
132;Baten;Zuid-Holland (PV);2009;980.6;0.6;0.0;0.0;0.1;0.3;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;116.0;40.3;1.3;0.0;1.4;73.0;5.2;0.0;0.0;2.7;1.0;1.5;0;50.9;7.0;0.0;27.0;16.7;0.0;0.3;0.0;53.3;1.0;34.3;18.1;27.8;0.0;1.3;0.0;26.5;128.2;0.0;0.0;0.0;-0.7;0.0;0.0;0.1;0.0;128.7;34.6;0.0;0.4;0.0;34.2;563.9;2.5;11.9;;176.7;314.9;5.2;0.0;0.0;2.4;51.0;1.8;282;0;0;0;0;0;0;0;0;0;0;0;0;0;33;12;0;0;0;21;1;0;0;1;0;0;0;15;2;0;8;5;0;0;0;15;0;10;5;8;0;0;0;8;37;0;0;0;0;0;0;0;0;37;10;0;0;0;10;162;1;3;;51;90;1;0;0;1;15;1
