ID;SBI93;Rechtsvorm;Perioden;Oprichtingen_1;WerkzamePersonen_2;AantalBedrijven_3
348;50 Handel in en reparatie van auto's...;Overige rechtsvormen;1999;0.0;0.0;0.4
349;50 Handel in en reparatie van auto's...;Overige rechtsvormen;2000;0.0;0.0;0.4
350;50 Handel in en reparatie van auto's...;Overige rechtsvormen;2001;0.0;0.0;0.4
351;50 Handel in en reparatie van auto's...;Overige rechtsvormen;2002;0.0;0.0;0.3
352;50 Handel in en reparatie van auto's...;Overige rechtsvormen;2003;0.0;0.0;0.3
353;50 Handel in en reparatie van auto's...;Overige rechtsvormen;2004;0.0;0.1;0.3
354;50 Handel in en reparatie van auto's...;Overige rechtsvormen;2005;0.0;0.0;0.3
355;50 Handel in en reparatie van auto's...;Overige rechtsvormen;2006;0.0;0.0;0.3
356;50 Handel in en reparatie van auto's...;Overige rechtsvormen;2007;0.0;0.0;0.3
357;50 Handel in en reparatie van auto's...;Overige rechtsvormen;2008;0.0;0.0;0.3
358;50 Handel in en reparatie van auto's...;Overige rechtsvormen;2009;0.0;0.0;0.3
359;50 Handel in en reparatie van auto's...;Overige rechtsvormen;2010;0.0;0.0;0.2
360;51 Groothandel en handelsbemiddeling....;Totaal rechtsvorm;1993;4.7;7.1;49.8
361;51 Groothandel en handelsbemiddeling....;Totaal rechtsvorm;1994;3.9;5.8;48.9
362;51 Groothandel en handelsbemiddeling....;Totaal rechtsvorm;1995;4.9;8.4;47.8
363;51 Groothandel en handelsbemiddeling....;Totaal rechtsvorm;1996;4.9;8.6;49.8
364;51 Groothandel en handelsbemiddeling....;Totaal rechtsvorm;1997;4.1;7.3;51.8
365;51 Groothandel en handelsbemiddeling....;Totaal rechtsvorm;1998;3.7;6.2;54.3
366;51 Groothandel en handelsbemiddeling....;Totaal rechtsvorm;1999;3.6;5.9;53.9
367;51 Groothandel en handelsbemiddeling....;Totaal rechtsvorm;2000;3.1;5.7;55.2
368;51 Groothandel en handelsbemiddeling....;Totaal rechtsvorm;2001;3.3;5.1;55.0
369;51 Groothandel en handelsbemiddeling....;Totaal rechtsvorm;2002;3.4;5.7;56.0
370;51 Groothandel en handelsbemiddeling....;Totaal rechtsvorm;2003;3.4;5.3;55.7
371;51 Groothandel en handelsbemiddeling....;Totaal rechtsvorm;2004;3.7;5.9;57.9
372;51 Groothandel en handelsbemiddeling....;Totaal rechtsvorm;2005;4.1;6.1;58.1
373;51 Groothandel en handelsbemiddeling....;Totaal rechtsvorm;2006;3.6;5.3;59.9
374;51 Groothandel en handelsbemiddeling....;Totaal rechtsvorm;2007;3.0;4.5;59.0
375;51 Groothandel en handelsbemiddeling....;Totaal rechtsvorm;2008;2.2;3.4;59.9
376;51 Groothandel en handelsbemiddeling....;Totaal rechtsvorm;2009;2.6;3.4;62.3
377;51 Groothandel en handelsbemiddeling....;Totaal rechtsvorm;2010;2.4;3.6;61.7
378;51 Groothandel en handelsbemiddeling....;Eenmanszaken;1993;;;17.8
379;51 Groothandel en handelsbemiddeling....;Eenmanszaken;1994;;;18.2
380;51 Groothandel en handelsbemiddeling....;Eenmanszaken;1995;;;17.7
381;51 Groothandel en handelsbemiddeling....;Eenmanszaken;1996;;;17.4
382;51 Groothandel en handelsbemiddeling....;Eenmanszaken;1997;;;18.9
383;51 Groothandel en handelsbemiddeling....;Eenmanszaken;1998;2.1;2.5;19.2
384;51 Groothandel en handelsbemiddeling....;Eenmanszaken;1999;1.9;2.3;19.2
385;51 Groothandel en handelsbemiddeling....;Eenmanszaken;2000;1.6;1.8;19.9
386;51 Groothandel en handelsbemiddeling....;Eenmanszaken;2001;1.8;1.9;18.4
387;51 Groothandel en handelsbemiddeling....;Eenmanszaken;2002;2.0;2.3;18.4
388;51 Groothandel en handelsbemiddeling....;Eenmanszaken;2003;2.0;2.2;18.5
389;51 Groothandel en handelsbemiddeling....;Eenmanszaken;2004;2.2;2.4;20.2
390;51 Groothandel en handelsbemiddeling....;Eenmanszaken;2005;2.4;2.5;20.4
391;51 Groothandel en handelsbemiddeling....;Eenmanszaken;2006;2.1;2.2;21.7
392;51 Groothandel en handelsbemiddeling....;Eenmanszaken;2007;1.8;1.9;19.8
393;51 Groothandel en handelsbemiddeling....;Eenmanszaken;2008;1.7;2.2;19.6
394;51 Groothandel en handelsbemiddeling....;Eenmanszaken;2009;1.5;1.7;20.9
395;51 Groothandel en handelsbemiddeling....;Eenmanszaken;2010;1.2;1.3;20.6
396;51 Groothandel en handelsbemiddeling....;NV's en BV's;1993;;;23.4
397;51 Groothandel en handelsbemiddeling....;NV's en BV's;1994;;;21.8
398;51 Groothandel en handelsbemiddeling....;NV's en BV's;1995;;;21.5
399;51 Groothandel en handelsbemiddeling....;NV's en BV's;1996;;;22.9
400;51 Groothandel en handelsbemiddeling....;NV's en BV's;1997;;;22.6
401;51 Groothandel en handelsbemiddeling....;NV's en BV's;1998;0.9;2.0;24.7
402;51 Groothandel en handelsbemiddeling....;NV's en BV's;1999;1.1;2.5;24.5
403;51 Groothandel en handelsbemiddeling....;NV's en BV's;2000;0.9;2.6;24.9
404;51 Groothandel en handelsbemiddeling....;NV's en BV's;2001;0.8;1.9;25.9
405;51 Groothandel en handelsbemiddeling....;NV's en BV's;2002;1.0;2.5;27.3
406;51 Groothandel en handelsbemiddeling....;NV's en BV's;2003;0.9;2.1;26.8
407;51 Groothandel en handelsbemiddeling....;NV's en BV's;2004;0.9;2.2;27.3
408;51 Groothandel en handelsbemiddeling....;NV's en BV's;2005;1.0;2.1;27.2
409;51 Groothandel en handelsbemiddeling....;NV's en BV's;2006;1.0;2.0;27.7
410;51 Groothandel en handelsbemiddeling....;NV's en BV's;2007;0.7;1.7;28.7
411;51 Groothandel en handelsbemiddeling....;NV's en BV's;2008;0.3;0.8;29.4
412;51 Groothandel en handelsbemiddeling....;NV's en BV's;2009;0.5;0.9;30.8
413;51 Groothandel en handelsbemiddeling....;NV's en BV's;2010;0.6;1.4;30.8
414;51 Groothandel en handelsbemiddeling....;V.o.f. en Maatschappen;1993;;;6.0
415;51 Groothandel en handelsbemiddeling....;V.o.f. en Maatschappen;1994;;;6.4
416;51 Groothandel en handelsbemiddeling....;V.o.f. en Maatschappen;1995;;;6.1
417;51 Groothandel en handelsbemiddeling....;V.o.f. en Maatschappen;1996;;;6.9
418;51 Groothandel en handelsbemiddeling....;V.o.f. en Maatschappen;1997;;;7.5
419;51 Groothandel en handelsbemiddeling....;V.o.f. en Maatschappen;1998;0.5;1.4;7.8
420;51 Groothandel en handelsbemiddeling....;V.o.f. en Maatschappen;1999;0.5;1.1;7.9
421;51 Groothandel en handelsbemiddeling....;V.o.f. en Maatschappen;2000;0.5;1.0;8.3
422;51 Groothandel en handelsbemiddeling....;V.o.f. en Maatschappen;2001;0.6;1.0;8.5
423;51 Groothandel en handelsbemiddeling....;V.o.f. en Maatschappen;2002;0.4;0.8;8.4
424;51 Groothandel en handelsbemiddeling....;V.o.f. en Maatschappen;2003;0.4;0.8;8.6
425;51 Groothandel en handelsbemiddeling....;V.o.f. en Maatschappen;2004;0.5;1.1;8.7
426;51 Groothandel en handelsbemiddeling....;V.o.f. en Maatschappen;2005;0.6;1.2;8.8
427;51 Groothandel en handelsbemiddeling....;V.o.f. en Maatschappen;2006;0.4;0.7;8.7
428;51 Groothandel en handelsbemiddeling....;V.o.f. en Maatschappen;2007;0.4;0.7;9.0
429;51 Groothandel en handelsbemiddeling....;V.o.f. en Maatschappen;2008;0.2;0.4;9.2
430;51 Groothandel en handelsbemiddeling....;V.o.f. en Maatschappen;2009;0.4;0.7;9.0
431;51 Groothandel en handelsbemiddeling....;V.o.f. en Maatschappen;2010;0.4;0.7;8.8
432;51 Groothandel en handelsbemiddeling....;Overige rechtsvormen;1993;;;2.6
433;51 Groothandel en handelsbemiddeling....;Overige rechtsvormen;1994;;;2.5
434;51 Groothandel en handelsbemiddeling....;Overige rechtsvormen;1995;;;2.5
435;51 Groothandel en handelsbemiddeling....;Overige rechtsvormen;1996;;;2.6
436;51 Groothandel en handelsbemiddeling....;Overige rechtsvormen;1997;;;2.8
437;51 Groothandel en handelsbemiddeling....;Overige rechtsvormen;1998;0.2;0.3;2.5
438;51 Groothandel en handelsbemiddeling....;Overige rechtsvormen;1999;0.1;0.1;2.3
439;51 Groothandel en handelsbemiddeling....;Overige rechtsvormen;2000;0.1;0.2;2.1
440;51 Groothandel en handelsbemiddeling....;Overige rechtsvormen;2001;0.1;0.4;2.1
441;51 Groothandel en handelsbemiddeling....;Overige rechtsvormen;2002;0.1;0.2;1.8
442;51 Groothandel en handelsbemiddeling....;Overige rechtsvormen;2003;0.1;0.2;1.7
443;51 Groothandel en handelsbemiddeling....;Overige rechtsvormen;2004;0.1;0.2;1.7
444;51 Groothandel en handelsbemiddeling....;Overige rechtsvormen;2005;0.1;0.2;1.7
445;51 Groothandel en handelsbemiddeling....;Overige rechtsvormen;2006;0.1;0.4;1.8
446;51 Groothandel en handelsbemiddeling....;Overige rechtsvormen;2007;0.1;0.2;1.6
447;51 Groothandel en handelsbemiddeling....;Overige rechtsvormen;2008;0.0;0.0;1.6
448;51 Groothandel en handelsbemiddeling....;Overige rechtsvormen;2009;0.1;0.1;1.6
449;51 Groothandel en handelsbemiddeling....;Overige rechtsvormen;2010;0.1;0.1;1.5
450;52 Detailhandel en reparatie voor ...;Totaal rechtsvorm;1993;4.7;7.8;87.2
451;52 Detailhandel en reparatie voor ...;Totaal rechtsvorm;1994;3.8;6.5;87.3
452;52 Detailhandel en reparatie voor ...;Totaal rechtsvorm;1995;4.8;7.9;85.3
453;52 Detailhandel en reparatie voor ...;Totaal rechtsvorm;1996;4.4;7.4;86.0
454;52 Detailhandel en reparatie voor ...;Totaal rechtsvorm;1997;3.8;6.5;87.2
455;52 Detailhandel en reparatie voor ...;Totaal rechtsvorm;1998;3.5;5.2;91.1
456;52 Detailhandel en reparatie voor ...;Totaal rechtsvorm;1999;2.8;5.9;87.4
457;52 Detailhandel en reparatie voor ...;Totaal rechtsvorm;2000;3.2;5.0;85.7
458;52 Detailhandel en reparatie voor ...;Totaal rechtsvorm;2001;3.2;4.9;85.6
459;52 Detailhandel en reparatie voor ...;Totaal rechtsvorm;2002;3.8;5.7;80.7
460;52 Detailhandel en reparatie voor ...;Totaal rechtsvorm;2003;3.9;5.5;79.2
461;52 Detailhandel en reparatie voor ...;Totaal rechtsvorm;2004;4.4;6.3;78.9
462;52 Detailhandel en reparatie voor ...;Totaal rechtsvorm;2005;5.1;7.2;82.4
463;52 Detailhandel en reparatie voor ...;Totaal rechtsvorm;2006;5.0;7.4;82.7
464;52 Detailhandel en reparatie voor ...;Totaal rechtsvorm;2007;4.3;6.0;78.8
465;52 Detailhandel en reparatie voor ...;Totaal rechtsvorm;2008;3.8;5.7;79.5
466;52 Detailhandel en reparatie voor ...;Totaal rechtsvorm;2009;4.1;5.7;80.6
467;52 Detailhandel en reparatie voor ...;Totaal rechtsvorm;2010;5.1;6.8;80.5
468;52 Detailhandel en reparatie voor ...;Eenmanszaken;1993;;;52.0
469;52 Detailhandel en reparatie voor ...;Eenmanszaken;1994;;;49.4
470;52 Detailhandel en reparatie voor ...;Eenmanszaken;1995;;;46.4
471;52 Detailhandel en reparatie voor ...;Eenmanszaken;1996;;;44.5
472;52 Detailhandel en reparatie voor ...;Eenmanszaken;1997;;;46.7
473;52 Detailhandel en reparatie voor ...;Eenmanszaken;1998;2.4;3.1;47.3
474;52 Detailhandel en reparatie voor ...;Eenmanszaken;1999;1.7;3.0;45.1
475;52 Detailhandel en reparatie voor ...;Eenmanszaken;2000;2.1;2.4;43.0
476;52 Detailhandel en reparatie voor ...;Eenmanszaken;2001;2.2;2.6;41.6
477;52 Detailhandel en reparatie voor ...;Eenmanszaken;2002;2.8;3.5;37.6
478;52 Detailhandel en reparatie voor ...;Eenmanszaken;2003;3.0;3.5;37.2
479;52 Detailhandel en reparatie voor ...;Eenmanszaken;2004;3.3;3.8;38.7
480;52 Detailhandel en reparatie voor ...;Eenmanszaken;2005;3.9;4.4;40.8
481;52 Detailhandel en reparatie voor ...;Eenmanszaken;2006;3.8;4.5;42.0
482;52 Detailhandel en reparatie voor ...;Eenmanszaken;2007;3.2;3.6;38.2
483;52 Detailhandel en reparatie voor ...;Eenmanszaken;2008;3.2;4.4;39.2
484;52 Detailhandel en reparatie voor ...;Eenmanszaken;2009;3.1;3.5;40.0
485;52 Detailhandel en reparatie voor ...;Eenmanszaken;2010;4.0;4.5;40.3
486;52 Detailhandel en reparatie voor ...;NV's en BV's;1993;;;12.9
487;52 Detailhandel en reparatie voor ...;NV's en BV's;1994;;;12.9
488;52 Detailhandel en reparatie voor ...;NV's en BV's;1995;;;13.2
489;52 Detailhandel en reparatie voor ...;NV's en BV's;1996;;;13.5
490;52 Detailhandel en reparatie voor ...;NV's en BV's;1997;;;12.6
491;52 Detailhandel en reparatie voor ...;NV's en BV's;1998;0.2;0.6;13.7
492;52 Detailhandel en reparatie voor ...;NV's en BV's;1999;0.3;1.0;13.3
493;52 Detailhandel en reparatie voor ...;NV's en BV's;2000;0.3;0.8;13.3
494;52 Detailhandel en reparatie voor ...;NV's en BV's;2001;0.3;0.8;13.5
495;52 Detailhandel en reparatie voor ...;NV's en BV's;2002;0.4;1.0;13.7
496;52 Detailhandel en reparatie voor ...;NV's en BV's;2003;0.3;0.7;12.7
497;52 Detailhandel en reparatie voor ...;NV's en BV's;2004;0.3;0.9;12.3
498;52 Detailhandel en reparatie voor ...;NV's en BV's;2005;0.4;1.2;12.6
499;52 Detailhandel en reparatie voor ...;NV's en BV's;2006;0.4;1.2;12.6
500;52 Detailhandel en reparatie voor ...;NV's en BV's;2007;0.3;0.8;12.8
501;52 Detailhandel en reparatie voor ...;NV's en BV's;2008;0.1;0.4;13.2
502;52 Detailhandel en reparatie voor ...;NV's en BV's;2009;0.3;0.9;13.4
503;52 Detailhandel en reparatie voor ...;NV's en BV's;2010;0.2;0.4;13.6
504;52 Detailhandel en reparatie voor ...;V.o.f. en Maatschappen;1993;;;20.9
505;52 Detailhandel en reparatie voor ...;V.o.f. en Maatschappen;1994;;;23.6
506;52 Detailhandel en reparatie voor ...;V.o.f. en Maatschappen;1995;;;24.4
507;52 Detailhandel en reparatie voor ...;V.o.f. en Maatschappen;1996;;;26.4
508;52 Detailhandel en reparatie voor ...;V.o.f. en Maatschappen;1997;;;26.3
509;52 Detailhandel en reparatie voor ...;V.o.f. en Maatschappen;1998;0.7;1.3;28.5
510;52 Detailhandel en reparatie voor ...;V.o.f. en Maatschappen;1999;0.7;1.7;27.3
511;52 Detailhandel en reparatie voor ...;V.o.f. en Maatschappen;2000;0.8;1.7;27.8
512;52 Detailhandel en reparatie voor ...;V.o.f. en Maatschappen;2001;0.6;1.4;28.9
513;52 Detailhandel en reparatie voor ...;V.o.f. en Maatschappen;2002;0.6;1.2;28.0
514;52 Detailhandel en reparatie voor ...;V.o.f. en Maatschappen;2003;0.6;1.1;27.9
515;52 Detailhandel en reparatie voor ...;V.o.f. en Maatschappen;2004;0.7;1.5;26.6
516;52 Detailhandel en reparatie voor ...;V.o.f. en Maatschappen;2005;0.8;1.6;27.5
517;52 Detailhandel en reparatie voor ...;V.o.f. en Maatschappen;2006;0.8;1.6;26.7
518;52 Detailhandel en reparatie voor ...;V.o.f. en Maatschappen;2007;0.7;1.5;26.3
519;52 Detailhandel en reparatie voor ...;V.o.f. en Maatschappen;2008;0.5;0.9;25.7
520;52 Detailhandel en reparatie voor ...;V.o.f. en Maatschappen;2009;0.7;1.3;25.8
521;52 Detailhandel en reparatie voor ...;V.o.f. en Maatschappen;2010;0.9;1.8;25.2
522;52 Detailhandel en reparatie voor ...;Overige rechtsvormen;1993;;;1.4
523;52 Detailhandel en reparatie voor ...;Overige rechtsvormen;1994;;;1.4
524;52 Detailhandel en reparatie voor ...;Overige rechtsvormen;1995;;;1.4
525;52 Detailhandel en reparatie voor ...;Overige rechtsvormen;1996;;;1.5
526;52 Detailhandel en reparatie voor ...;Overige rechtsvormen;1997;;;1.6
527;52 Detailhandel en reparatie voor ...;Overige rechtsvormen;1998;0.2;0.2;1.7
528;52 Detailhandel en reparatie voor ...;Overige rechtsvormen;1999;0.0;0.2;1.7
529;52 Detailhandel en reparatie voor ...;Overige rechtsvormen;2000;0.1;0.1;1.6
530;52 Detailhandel en reparatie voor ...;Overige rechtsvormen;2001;0.1;0.1;1.7
531;52 Detailhandel en reparatie voor ...;Overige rechtsvormen;2002;0.0;0.2;1.5
532;52 Detailhandel en reparatie voor ...;Overige rechtsvormen;2003;0.0;0.1;1.4
533;52 Detailhandel en reparatie voor ...;Overige rechtsvormen;2004;0.1;0.2;1.4
534;52 Detailhandel en reparatie voor ...;Overige rechtsvormen;2005;0.0;0.0;1.5
535;52 Detailhandel en reparatie voor ...;Overige rechtsvormen;2006;0.1;0.2;1.5
536;52 Detailhandel en reparatie voor ...;Overige rechtsvormen;2007;0.1;0.1;1.5
537;52 Detailhandel en reparatie voor ...;Overige rechtsvormen;2008;0.0;0.1;1.4
538;52 Detailhandel en reparatie voor ...;Overige rechtsvormen;2009;0.0;0.0;1.4
539;52 Detailhandel en reparatie voor ...;Overige rechtsvormen;2010;0.1;0.1;1.3
540;H Horeca;Totaal rechtsvorm;1993;1.8;3.6;37.4
541;H Horeca;Totaal rechtsvorm;1994;1.5;3.3;37.5
542;H Horeca;Totaal rechtsvorm;1995;1.5;3.3;36.8
543;H Horeca;Totaal rechtsvorm;1996;1.6;3.8;37.1
544;H Horeca;Totaal rechtsvorm;1997;1.3;3.6;37.6
545;H Horeca;Totaal rechtsvorm;1998;1.1;2.5;39.0
546;H Horeca;Totaal rechtsvorm;1999;1.0;2.5;40.4
547;H Horeca;Totaal rechtsvorm;2000;1.2;3.0;39.7
548;H Horeca;Totaal rechtsvorm;2001;0.9;2.0;38.4
549;H Horeca;Totaal rechtsvorm;2002;1.2;3.0;37.1
550;H Horeca;Totaal rechtsvorm;2003;1.1;2.5;37.6
551;H Horeca;Totaal rechtsvorm;2004;1.1;2.2;36.3
552;H Horeca;Totaal rechtsvorm;2005;1.1;2.3;36.6
553;H Horeca;Totaal rechtsvorm;2006;1.0;2.1;36.6
554;H Horeca;Totaal rechtsvorm;2007;0.9;1.8;35.6
555;H Horeca;Totaal rechtsvorm;2008;0.9;2.1;35.2
556;H Horeca;Totaal rechtsvorm;2009;0.8;1.6;37.3
557;H Horeca;Totaal rechtsvorm;2010;1.2;2.4;38.5
558;H Horeca;Eenmanszaken;1993;;;22.0
559;H Horeca;Eenmanszaken;1994;;;20.7
560;H Horeca;Eenmanszaken;1995;;;19.3
561;H Horeca;Eenmanszaken;1996;;;18.0
562;H Horeca;Eenmanszaken;1997;;;19.3
563;H Horeca;Eenmanszaken;1998;0.6;1.2;19.1
564;H Horeca;Eenmanszaken;1999;0.5;1.1;19.9
565;H Horeca;Eenmanszaken;2000;0.6;1.2;19.0
566;H Horeca;Eenmanszaken;2001;0.5;0.9;17.4
567;H Horeca;Eenmanszaken;2002;0.6;1.1;15.2
568;H Horeca;Eenmanszaken;2003;0.7;1.0;15.0
569;H Horeca;Eenmanszaken;2004;0.7;1.2;15.3
570;H Horeca;Eenmanszaken;2005;0.8;1.1;15.1
571;H Horeca;Eenmanszaken;2006;0.6;1.0;15.1
572;H Horeca;Eenmanszaken;2007;0.6;0.9;13.8
573;H Horeca;Eenmanszaken;2008;0.8;1.3;14.0
574;H Horeca;Eenmanszaken;2009;0.5;0.7;15.1
575;H Horeca;Eenmanszaken;2010;0.8;1.3;15.0
576;H Horeca;NV's en BV's;1993;;;3.9
577;H Horeca;NV's en BV's;1994;;;4.0
578;H Horeca;NV's en BV's;1995;;;4.1
579;H Horeca;NV's en BV's;1996;;;4.4
580;H Horeca;NV's en BV's;1997;;;4.2
581;H Horeca;NV's en BV's;1998;0.1;0.4;4.8
582;H Horeca;NV's en BV's;1999;0.1;0.5;5.1
583;H Horeca;NV's en BV's;2000;0.1;0.3;5.2
584;H Horeca;NV's en BV's;2001;0.1;0.5;5.2
585;H Horeca;NV's en BV's;2002;0.2;0.9;5.6
586;H Horeca;NV's en BV's;2003;0.1;0.5;5.6
587;H Horeca;NV's en BV's;2004;0.1;0.3;5.3
588;H Horeca;NV's en BV's;2005;0.1;0.4;5.4
589;H Horeca;NV's en BV's;2006;0.1;0.5;5.6
590;H Horeca;NV's en BV's;2007;0.1;0.5;5.5
591;H Horeca;NV's en BV's;2008;0.1;0.4;6.0
592;H Horeca;NV's en BV's;2009;0.1;0.4;6.1
593;H Horeca;NV's en BV's;2010;0.1;0.4;6.3
594;H Horeca;V.o.f. en Maatschappen;1993;;;10.4
595;H Horeca;V.o.f. en Maatschappen;1994;;;11.8
596;H Horeca;V.o.f. en Maatschappen;1995;;;12.3
597;H Horeca;V.o.f. en Maatschappen;1996;;;13.6
598;H Horeca;V.o.f. en Maatschappen;1997;;;13.1
599;H Horeca;V.o.f. en Maatschappen;1998;0.3;0.8;14.1
600;H Horeca;V.o.f. en Maatschappen;1999;0.3;0.8;14.2
601;H Horeca;V.o.f. en Maatschappen;2000;0.4;1.4;14.4
602;H Horeca;V.o.f. en Maatschappen;2001;0.2;0.7;14.6
603;H Horeca;V.o.f. en Maatschappen;2002;0.4;1.0;15.3
604;H Horeca;V.o.f. en Maatschappen;2003;0.3;1.0;15.9
605;H Horeca;V.o.f. en Maatschappen;2004;0.3;0.7;14.8
606;H Horeca;V.o.f. en Maatschappen;2005;0.2;0.6;15.1
607;H Horeca;V.o.f. en Maatschappen;2006;0.2;0.5;15.0
608;H Horeca;V.o.f. en Maatschappen;2007;0.2;0.4;15.2
609;H Horeca;V.o.f. en Maatschappen;2008;0.1;0.4;15.2
610;H Horeca;V.o.f. en Maatschappen;2009;0.2;0.5;16.1
611;H Horeca;V.o.f. en Maatschappen;2010;0.2;0.6;16.1
612;H Horeca;Overige rechtsvormen;1993;;;1.0
613;H Horeca;Overige rechtsvormen;1994;;;1.0
614;H Horeca;Overige rechtsvormen;1995;;;1.0
615;H Horeca;Overige rechtsvormen;1996;;;1.0
616;H Horeca;Overige rechtsvormen;1997;;;1.0
617;H Horeca;Overige rechtsvormen;1998;0.0;0.1;1.1
618;H Horeca;Overige rechtsvormen;1999;0.0;0.0;1.2
619;H Horeca;Overige rechtsvormen;2000;0.0;0.1;1.2
620;H Horeca;Overige rechtsvormen;2001;0.0;0.0;1.2
621;H Horeca;Overige rechtsvormen;2002;0.0;0.0;1.1
622;H Horeca;Overige rechtsvormen;2003;0.0;0.0;1.0
623;H Horeca;Overige rechtsvormen;2004;0.0;0.0;0.9
624;H Horeca;Overige rechtsvormen;2005;0.0;0.2;1.0
625;H Horeca;Overige rechtsvormen;2006;0.0;0.0;1.0
626;H Horeca;Overige rechtsvormen;2007;0.0;0.1;1.1
627;H Horeca;Overige rechtsvormen;2008;0.0;0.0;0.0
628;H Horeca;Overige rechtsvormen;2009;0.0;0.0;0.0
629;H Horeca;Overige rechtsvormen;2010;0.0;0.1;1.1
630;I Vervoer, opslag en communicatie;Totaal rechtsvorm;1993;1.4;2.5;22.3
631;I Vervoer, opslag en communicatie;Totaal rechtsvorm;1994;2.5;3.9;22.2
632;I Vervoer, opslag en communicatie;Totaal rechtsvorm;1995;2.1;4.2;22.1
633;I Vervoer, opslag en communicatie;Totaal rechtsvorm;1996;1.9;3.6;22.7
634;I Vervoer, opslag en communicatie;Totaal rechtsvorm;1997;1.6;2.9;23.6
635;I Vervoer, opslag en communicatie;Totaal rechtsvorm;1998;1.7;3.2;25.3
636;I Vervoer, opslag en communicatie;Totaal rechtsvorm;1999;1.9;3.5;26.4
637;I Vervoer, opslag en communicatie;Totaal rechtsvorm;2000;1.8;3.6;27.6
638;I Vervoer, opslag en communicatie;Totaal rechtsvorm;2001;1.8;3.1;28.1
639;I Vervoer, opslag en communicatie;Totaal rechtsvorm;2002;1.3;2.2;27.9
640;I Vervoer, opslag en communicatie;Totaal rechtsvorm;2003;1.4;2.7;26.8
641;I Vervoer, opslag en communicatie;Totaal rechtsvorm;2004;1.6;2.9;27.1
642;I Vervoer, opslag en communicatie;Totaal rechtsvorm;2005;1.7;3.0;27.2
643;I Vervoer, opslag en communicatie;Totaal rechtsvorm;2006;1.6;2.4;27.9
644;I Vervoer, opslag en communicatie;Totaal rechtsvorm;2007;1.8;2.7;28.2
645;I Vervoer, opslag en communicatie;Totaal rechtsvorm;2008;1.5;2.4;29.0
646;I Vervoer, opslag en communicatie;Totaal rechtsvorm;2009;1.3;2.0;29.9
647;I Vervoer, opslag en communicatie;Totaal rechtsvorm;2010;1.6;2.7;30.0
648;I Vervoer, opslag en communicatie;Eenmanszaken;1993;;;8.5
649;I Vervoer, opslag en communicatie;Eenmanszaken;1994;;;8.1
650;I Vervoer, opslag en communicatie;Eenmanszaken;1995;;;7.8
651;I Vervoer, opslag en communicatie;Eenmanszaken;1996;;;7.8
652;I Vervoer, opslag en communicatie;Eenmanszaken;1997;;;8.4
653;I Vervoer, opslag en communicatie;Eenmanszaken;1998;1.0;1.2;8.6
654;I Vervoer, opslag en communicatie;Eenmanszaken;1999;0.9;1.1;9.1
655;I Vervoer, opslag en communicatie;Eenmanszaken;2000;1.1;1.5;9.5
656;I Vervoer, opslag en communicatie;Eenmanszaken;2001;1.1;1.2;9.6
657;I Vervoer, opslag en communicatie;Eenmanszaken;2002;0.8;1.0;10.4
658;I Vervoer, opslag en communicatie;Eenmanszaken;2003;0.8;1.1;10.6
659;I Vervoer, opslag en communicatie;Eenmanszaken;2004;1.0;1.3;10.8
660;I Vervoer, opslag en communicatie;Eenmanszaken;2005;1.1;1.3;11.0
661;I Vervoer, opslag en communicatie;Eenmanszaken;2006;1.1;1.2;11.5
662;I Vervoer, opslag en communicatie;Eenmanszaken;2007;1.2;1.3;11.4
663;I Vervoer, opslag en communicatie;Eenmanszaken;2008;1.3;1.8;11.8
664;I Vervoer, opslag en communicatie;Eenmanszaken;2009;0.9;1.0;12.3
665;I Vervoer, opslag en communicatie;Eenmanszaken;2010;1.2;1.4;12.5
666;I Vervoer, opslag en communicatie;NV's en BV's;1993;;;7.2
667;I Vervoer, opslag en communicatie;NV's en BV's;1994;;;7.0
668;I Vervoer, opslag en communicatie;NV's en BV's;1995;;;7.1
669;I Vervoer, opslag en communicatie;NV's en BV's;1996;;;7.3
670;I Vervoer, opslag en communicatie;NV's en BV's;1997;;;7.3
671;I Vervoer, opslag en communicatie;NV's en BV's;1998;0.3;0.9;8.3
672;I Vervoer, opslag en communicatie;NV's en BV's;1999;0.3;1.0;8.5
673;I Vervoer, opslag en communicatie;NV's en BV's;2000;0.4;1.3;8.8
674;I Vervoer, opslag en communicatie;NV's en BV's;2001;0.3;0.7;9.2
675;I Vervoer, opslag en communicatie;NV's en BV's;2002;0.2;0.6;9.1
676;I Vervoer, opslag en communicatie;NV's en BV's;2003;0.3;1.0;8.4
677;I Vervoer, opslag en communicatie;NV's en BV's;2004;0.3;1.0;8.4
678;I Vervoer, opslag en communicatie;NV's en BV's;2005;0.3;1.0;8.5
679;I Vervoer, opslag en communicatie;NV's en BV's;2006;0.2;0.6;8.7
680;I Vervoer, opslag en communicatie;NV's en BV's;2007;0.3;0.7;8.7
681;I Vervoer, opslag en communicatie;NV's en BV's;2008;0.1;0.3;9.0
682;I Vervoer, opslag en communicatie;NV's en BV's;2009;0.2;0.6;9.2
683;I Vervoer, opslag en communicatie;NV's en BV's;2010;0.2;0.7;9.2
684;I Vervoer, opslag en communicatie;V.o.f. en Maatschappen;1993;;;5.0
685;I Vervoer, opslag en communicatie;V.o.f. en Maatschappen;1994;;;5.6
686;I Vervoer, opslag en communicatie;V.o.f. en Maatschappen;1995;;;5.7
