ID;Geslacht;Leeftijd;Perioden;TotaalBevolking_1;TotaalWerkzamePersonen_2;WerkzamePersonen12UurPerWeek_3;WerkzamePersonen12PerWeek_4;NettoArbeidsparticipatie_5;Werknemers_6;Zelfstandigen_7;OnderwijsniveauLaag_8;OnderwijsniveauMiddelbaar_9;OnderwijsniveauHoog_10;OnderwijsniveauOnbekend_11;Arbeidsduur12Tot20UurPerWeek_12;Arbeidsduur20Tot35UurPerWeek_13;Arbeidsduur35UurOfMeerPerWeek_14
238;Mannen en vrouwen;25 tot 50 jaar;2005;5947;4877.0;250.0;4627.0;77.8;4101.0;526.0;903.0;2096.0;1604.0;24.0;376.0;1256.0;2994.0
239;Mannen en vrouwen;25 tot 50 jaar;2006;5898;4900.0;225.0;4676.0;79.3;4101.0;574.0;906.0;2117.0;1626.0;27.0;381.0;1265.0;3029.0
240;Mannen en vrouwen;50 tot 65 jaar;1992;2211;892.0;92.0;800.0;36.2;630.0;171.0;315.0;304.0;180.0;;62.0;138.0;600.0
241;Mannen en vrouwen;50 tot 65 jaar;1993;2260;912.0;91.0;821.0;36.3;642.0;180.0;308.0;311.0;202.0;;65.0;147.0;610.0
242;Mannen en vrouwen;50 tot 65 jaar;1994;2298;951.0;98.0;853.0;37.1;666.0;187.0;313.0;328.0;210.0;;63.0;171.0;619.0
243;Mannen en vrouwen;50 tot 65 jaar;1995;2334;997.0;97.0;900.0;38.5;701.0;199.0;317.0;349.0;230.0;3.0;75.0;186.0;639.0
244;Mannen en vrouwen;50 tot 65 jaar;1996;2427;1067.0;108.0;960.0;39.5;752.0;208.0;331.0;376.0;248.0;5.0;67.0;200.0;693.0
245;Mannen en vrouwen;50 tot 65 jaar;1997;2502;1148.0;109.0;1039.0;41.5;811.0;228.0;343.0;416.0;275.0;5.0;80.0;224.0;735.0
246;Mannen en vrouwen;50 tot 65 jaar;1998;2597;1256.0;109.0;1147.0;44.2;927.0;221.0;369.0;447.0;325.0;6.0;89.0;248.0;809.0
247;Mannen en vrouwen;50 tot 65 jaar;1999;2678;1338.0;119.0;1219.0;45.5;1002.0;217.0;392.0;493.0;326.0;8.0;98.0;265.0;856.0
248;Mannen en vrouwen;50 tot 65 jaar;2000;2746;1424.0;121.0;1302.0;47.4;1045.0;258.0;430.0;507.0;358.0;8.0;109.0;327.0;866.0
249;Mannen en vrouwen;50 tot 65 jaar;2001;2814;1488.0;129.0;1359.0;48.3;1124.0;235.0;450.0;528.0;373.0;7.0;119.0;341.0;898.0
250;Mannen en vrouwen;50 tot 65 jaar;2002;2881;1570.0;144.0;1426.0;49.5;1180.0;246.0;447.0;556.0;418.0;5.0;129.0;361.0;937.0
251;Mannen en vrouwen;50 tot 65 jaar;2003;2945;1608.0;142.0;1465.0;49.8;1215.0;250.0;448.0;567.0;444.0;6.0;132.0;402.0;931.0
252;Mannen en vrouwen;50 tot 65 jaar;2004;3003;1652.0;148.0;1504.0;50.1;1246.0;258.0;442.0;562.0;491.0;9.0;143.0;417.0;944.0
253;Mannen en vrouwen;50 tot 65 jaar;2005;3058;1707.0;158.0;1549.0;50.6;1280.0;269.0;440.0;592.0;508.0;9.0;152.0;439.0;958.0
254;Mannen en vrouwen;50 tot 65 jaar;2006;3117;1791.0;151.0;1640.0;52.6;1365.0;276.0;457.0;643.0;531.0;9.0;155.0;484.0;1001.0
255;Mannen en vrouwen;65 jaar of ouder;1992;1779;59.0;24.0;35.0;1.9;9.0;25.0;13.0;13.0;8.0;;7.0;12.0;16.0
256;Mannen en vrouwen;65 jaar of ouder;1993;1825;58.0;22.0;36.0;1.9;10.0;26.0;16.0;12.0;7.0;;5.0;15.0;16.0
257;Mannen en vrouwen;65 jaar of ouder;1994;1848;55.0;22.0;34.0;1.8;7.0;26.0;12.0;14.0;8.0;;7.0;12.0;15.0
258;Mannen en vrouwen;65 jaar of ouder;1995;1875;53.0;23.0;30.0;1.6;8.0;22.0;10.0;12.0;7.0;;7.0;12.0;11.0
259;Mannen en vrouwen;65 jaar of ouder;1996;1918;57.0;25.0;32.0;1.7;8.0;24.0;11.0;12.0;8.0;;7.0;12.0;13.0
260;Mannen en vrouwen;65 jaar of ouder;1997;1940;58.0;25.0;32.0;1.7;7.0;25.0;11.0;14.0;7.0;;7.0;14.0;11.0
261;Mannen en vrouwen;65 jaar of ouder;1998;1969;63.0;27.0;36.0;1.8;11.0;26.0;11.0;17.0;9.0;;10.0;16.0;11.0
262;Mannen en vrouwen;65 jaar of ouder;1999;1993;59.0;26.0;33.0;1.6;9.0;24.0;11.0;12.0;10.0;;6.0;15.0;12.0
263;Mannen en vrouwen;65 jaar of ouder;2000;2021;64.0;31.0;34.0;1.7;9.0;24.0;14.0;12.0;8.0;;7.0;11.0;15.0
264;Mannen en vrouwen;65 jaar of ouder;2001;2047;63.0;25.0;37.0;1.8;11.0;26.0;14.0;14.0;9.0;;8.0;16.0;13.0
265;Mannen en vrouwen;65 jaar of ouder;2002;2073;75.0;36.0;39.0;1.9;11.0;29.0;13.0;19.0;7.0;;10.0;15.0;14.0
266;Mannen en vrouwen;65 jaar of ouder;2003;2101;82.0;34.0;47.0;2.3;20.0;28.0;16.0;19.0;13.0;;12.0;19.0;17.0
267;Mannen en vrouwen;65 jaar of ouder;2004;2137;82.0;33.0;49.0;2.3;20.0;30.0;15.0;18.0;16.0;;13.0;18.0;18.0
268;Mannen en vrouwen;65 jaar of ouder;2005;2171;92.0;41.0;52.0;2.4;19.0;33.0;20.0;18.0;13.0;;15.0;17.0;19.0
269;Mannen en vrouwen;65 jaar of ouder;2006;2200;100.0;43.0;57.0;2.6;22.0;35.0;18.0;21.0;17.0;;16.0;22.0;20.0
270;Mannen;Totaal leeftijd vanaf 15 jaar;1992;5986;4046.0;237.0;3809.0;63.6;3342.0;467.0;1319.0;1617.0;868.0;5.0;57.0;270.0;3482.0
271;Mannen;Totaal leeftijd vanaf 15 jaar;1993;6053;4024.0;224.0;3800.0;62.8;3308.0;493.0;1255.0;1641.0;900.0;4.0;59.0;288.0;3453.0
272;Mannen;Totaal leeftijd vanaf 15 jaar;1994;6085;4021.0;246.0;3776.0;62.1;3266.0;510.0;1230.0;1627.0;912.0;7.0;71.0;297.0;3409.0
273;Mannen;Totaal leeftijd vanaf 15 jaar;1995;6110;4089.0;250.0;3839.0;62.8;3328.0;511.0;1196.0;1685.0;948.0;10.0;79.0;323.0;3438.0
274;Mannen;Totaal leeftijd vanaf 15 jaar;1996;6143;4149.0;251.0;3897.0;63.4;3370.0;527.0;1172.0;1727.0;983.0;15.0;77.0;340.0;3480.0
275;Mannen;Totaal leeftijd vanaf 15 jaar;1997;6167;4225.0;258.0;3967.0;64.3;3423.0;544.0;1163.0;1776.0;1012.0;16.0;76.0;359.0;3532.0
276;Mannen;Totaal leeftijd vanaf 15 jaar;1998;6194;4324.0;257.0;4067.0;65.7;3535.0;532.0;1171.0;1780.0;1099.0;18.0;101.0;376.0;3590.0
277;Mannen;Totaal leeftijd vanaf 15 jaar;1999;6240;4382.0;249.0;4133.0;66.2;3620.0;513.0;1203.0;1791.0;1119.0;20.0;101.0;386.0;3646.0
278;Mannen;Totaal leeftijd vanaf 15 jaar;2000;6288;4459.0;270.0;4189.0;66.6;3625.0;564.0;1232.0;1802.0;1133.0;23.0;105.0;415.0;3668.0
279;Mannen;Totaal leeftijd vanaf 15 jaar;2001;6338;4482.0;268.0;4213.0;66.5;3672.0;541.0;1252.0;1831.0;1105.0;25.0;104.0;422.0;3688.0
280;Mannen;Totaal leeftijd vanaf 15 jaar;2002;6381;4486.0;299.0;4187.0;65.6;3624.0;563.0;1187.0;1818.0;1165.0;17.0;116.0;456.0;3614.0
281;Mannen;Totaal leeftijd vanaf 15 jaar;2003;6413;4427.0;295.0;4132.0;64.4;3565.0;567.0;1121.0;1796.0;1197.0;18.0;110.0;486.0;3535.0
282;Mannen;Totaal leeftijd vanaf 15 jaar;2004;6438;4365.0;309.0;4056.0;63.0;3478.0;578.0;1064.0;1703.0;1261.0;28.0;115.0;464.0;3476.0
283;Mannen;Totaal leeftijd vanaf 15 jaar;2005;6460;4338.0;313.0;4025.0;62.3;3426.0;598.0;1015.0;1743.0;1243.0;24.0;123.0;471.0;3431.0
284;Mannen;Totaal leeftijd vanaf 15 jaar;2006;6484;4419.0;332.0;4087.0;63.0;3451.0;636.0;1045.0;1771.0;1243.0;27.0;120.0;487.0;3480.0
285;Mannen;2;1992;488;200.0;107.0;93.0;19.1;;;;;;;;;
286;Mannen;2;1993;472;185.0;97.0;88.0;18.7;;;;;;;;;
287;Mannen;2;1994;467;182.0;104.0;78.0;16.7;;;;;;;;;
288;Mannen;2;1995;457;189.0;112.0;76.0;16.7;;;;;;;;;
289;Mannen;2;1996;468;208.0;116.0;92.0;19.7;;;;;;;;;
290;Mannen;2;1997;465;223.0;124.0;98.0;21.2;;;;;;;;;
291;Mannen;2;1998;461;229.0;126.0;103.0;22.3;;;;;;;;;
292;Mannen;2;1999;468;247.0;129.0;118.0;25.3;;;;;;;;;
293;Mannen;2;2000;471;263.0;143.0;120.0;25.5;;;;;;;;;
294;Mannen;2;2001;475;269.0;136.0;133.0;28.1;;;;;;;;;
295;Mannen;2;2002;482;265.0;151.0;114.0;23.7;;;;;;;;;
296;Mannen;2;2003;490;263.0;142.0;121.0;24.7;;;;;;;;;
297;Mannen;2;2004;494;257.0;145.0;112.0;22.7;;;;;;;;;
298;Mannen;2;2005;499;254.0;149.0;105.0;21.0;;;;;;;;;
299;Mannen;2;2006;505;268.0;163.0;105.0;20.9;;;;;;;;;
300;Mannen;3;1992;635;445.0;61.0;385.0;60.5;;;;;;;;;
301;Mannen;3;1993;627;429.0;62.0;368.0;58.6;;;;;;;;;
302;Mannen;3;1994;602;413.0;69.0;345.0;57.2;;;;;;;;;
303;Mannen;3;1995;564;401.0;68.0;332.0;58.8;;;;;;;;;
304;Mannen;3;1996;522;380.0;64.0;315.0;60.4;;;;;;;;;
305;Mannen;3;1997;508;386.0;65.0;322.0;63.4;;;;;;;;;
306;Mannen;3;1998;484;365.0;62.0;303.0;62.6;;;;;;;;;
307;Mannen;3;1999;477;376.0;58.0;318.0;66.7;;;;;;;;;
308;Mannen;3;2000;481;383.0;59.0;323.0;67.2;;;;;;;;;
309;Mannen;3;2001;485;379.0;60.0;319.0;65.8;;;;;;;;;
310;Mannen;3;2002;487;387.0;63.0;324.0;66.6;;;;;;;;;
311;Mannen;3;2003;487;381.0;71.0;310.0;63.6;;;;;;;;;
312;Mannen;3;2004;486;365.0;74.0;290.0;59.8;;;;;;;;;
313;Mannen;3;2005;485;359.0;72.0;287.0;59.1;;;;;;;;;
314;Mannen;3;2006;486;377.0;76.0;301.0;61.8;;;;;;;;;
315;Mannen;4;1992;667;593.0;12.0;582.0;87.2;;;;;;;;;
316;Mannen;4;1993;681;591.0;13.0;577.0;84.8;;;;;;;;;
317;Mannen;4;1994;664;563.0;15.0;548.0;82.5;;;;;;;;;
318;Mannen;4;1995;663;567.0;13.0;554.0;83.5;;;;;;;;;
319;Mannen;4;1996;655;569.0;12.0;558.0;85.1;;;;;;;;;
320;Mannen;4;1997;645;567.0;14.0;553.0;85.8;;;;;;;;;
321;Mannen;4;1998;636;575.0;10.0;565.0;88.9;;;;;;;;;
322;Mannen;4;1999;611;557.0;9.0;548.0;89.7;;;;;;;;;
323;Mannen;4;2000;575;527.0;10.0;518.0;89.9;;;;;;;;;
324;Mannen;4;2001;548;498.0;14.0;484.0;88.3;;;;;;;;;
325;Mannen;4;2002;526;471.0;10.0;461.0;87.6;;;;;;;;;
326;Mannen;4;2003;509;451.0;13.0;437.0;85.9;;;;;;;;;
327;Mannen;4;2004;499;436.0;16.0;420.0;84.1;;;;;;;;;
328;Mannen;4;2005;494;431.0;13.0;419.0;84.8;;;;;;;;;
329;Mannen;4;2006;492;429.0;13.0;415.0;84.3;;;;;;;;;
330;Mannen;5;1992;640;586.0;4.0;581.0;90.9;;;;;;;;;
331;Mannen;5;1993;642;582.0;4.0;577.0;89.9;;;;;;;;;
332;Mannen;5;1994;662;590.0;6.0;584.0;88.2;;;;;;;;;
333;Mannen;5;1995;670;602.0;5.0;597.0;89.2;;;;;;;;;
334;Mannen;5;1996;671;608.0;5.0;603.0;89.8;;;;;;;;;
335;Mannen;5;1997;670;609.0;4.0;605.0;90.3;;;;;;;;;
336;Mannen;5;1998;668;621.0;5.0;616.0;92.3;;;;;;;;;
337;Mannen;5;1999;664;620.0;4.0;616.0;92.7;;;;;;;;;
338;Mannen;5;2000;667;625.0;4.0;622.0;93.2;;;;;;;;;
339;Mannen;5;2001;666;619.0;3.0;617.0;92.6;;;;;;;;;
340;Mannen;5;2002;657;605.0;5.0;600.0;91.3;;;;;;;;;
341;Mannen;5;2003;640;577.0;4.0;574.0;89.7;;;;;;;;;
342;Mannen;5;2004;611;555.0;5.0;551.0;90.2;;;;;;;;;
343;Mannen;5;2005;577;516.0;5.0;512.0;88.7;;;;;;;;;
344;Mannen;5;2006;545;501.0;4.0;496.0;91.0;;;;;;;;;
345;Mannen;6;1992;593;539.0;3.0;536.0;90.3;;;;;;;;;
346;Mannen;6;1993;593;540.0;4.0;536.0;90.3;;;;;;;;;
347;Mannen;6;1994;613;549.0;4.0;545.0;88.9;;;;;;;;;
348;Mannen;6;1995;630;570.0;4.0;566.0;89.9;;;;;;;;;
349;Mannen;6;1996;631;579.0;3.0;576.0;91.3;;;;;;;;;
350;Mannen;6;1997;638;584.0;5.0;579.0;90.7;;;;;;;;;
351;Mannen;6;1998;648;600.0;3.0;596.0;92.1;;;;;;;;;
352;Mannen;6;1999;660;605.0;3.0;602.0;91.2;;;;;;;;;
353;Mannen;6;2000;668;625.0;3.0;622.0;93.1;;;;;;;;;
354;Mannen;6;2001;673;627.0;2.0;624.0;92.7;;;;;;;;;
355;Mannen;6;2002;672;617.0;6.0;611.0;90.9;;;;;;;;;
356;Mannen;6;2003;668;602.0;2.0;600.0;89.9;;;;;;;;;
357;Mannen;6;2004;664;590.0;5.0;585.0;88.2;;;;;;;;;
358;Mannen;6;2005;660;584.0;4.0;579.0;87.8;;;;;;;;;
359;Mannen;6;2006;653;590.0;3.0;587.0;89.9;;;;;;;;;
360;Mannen;7;1992;594;537.0;6.0;531.0;89.3;;;;;;;;;
361;Mannen;7;1993;586;525.0;4.0;520.0;88.9;;;;;;;;;
362;Mannen;7;1994;574;515.0;5.0;510.0;88.9;;;;;;;;;
363;Mannen;7;1995;570;515.0;4.0;511.0;89.6;;;;;;;;;
364;Mannen;7;1996;585;524.0;4.0;520.0;88.9;;;;;;;;;
365;Mannen;7;1997;589;536.0;4.0;531.0;90.2;;;;;;;;;
366;Mannen;7;1998;594;546.0;4.0;542.0;91.3;;;;;;;;;
367;Mannen;7;1999;604;556.0;3.0;553.0;91.7;;;;;;;;;
368;Mannen;7;2000;615;566.0;4.0;563.0;91.4;;;;;;;;;
369;Mannen;7;2001;626;578.0;2.0;576.0;92.0;;;;;;;;;
370;Mannen;7;2002;636;579.0;3.0;576.0;90.5;;;;;;;;;
371;Mannen;7;2003;645;580.0;5.0;575.0;89.1;;;;;;;;;
372;Mannen;7;2004;654;579.0;4.0;575.0;88.0;;;;;;;;;
373;Mannen;7;2005;659;581.0;6.0;575.0;87.2;;;;;;;;;
374;Mannen;7;2006;660;585.0;6.0;580.0;87.9;;;;;;;;;
375;Mannen;8;1992;537;478.0;5.0;473.0;88.1;;;;;;;;;
376;Mannen;8;1993;561;497.0;5.0;491.0;87.7;;;;;;;;;
377;Mannen;8;1994;586;520.0;6.0;514.0;87.6;;;;;;;;;
378;Mannen;8;1995;606;538.0;5.0;533.0;87.9;;;;;;;;;
379;Mannen;8;1996;592;523.0;5.0;518.0;87.5;;;;;;;;;
380;Mannen;8;1997;582;521.0;3.0;517.0;88.8;;;;;;;;;
381;Mannen;8;1998;571;513.0;4.0;509.0;89.1;;;;;;;;;
382;Mannen;8;1999;568;509.0;4.0;505.0;88.9;;;;;;;;;
383;Mannen;8;2000;572;519.0;3.0;516.0;90.3;;;;;;;;;
384;Mannen;8;2001;577;525.0;5.0;519.0;90.0;;;;;;;;;
385;Mannen;8;2002;583;526.0;3.0;523.0;89.7;;;;;;;;;
386;Mannen;8;2003;588;524.0;4.0;520.0;88.4;;;;;;;;;
387;Mannen;8;2004;596;525.0;4.0;521.0;87.4;;;;;;;;;
388;Mannen;8;2005;605;530.0;5.0;525.0;86.8;;;;;;;;;
389;Mannen;8;2006;614;540.0;4.0;536.0;87.3;;;;;;;;;
390;Mannen;9;1992;408;330.0;5.0;325.0;79.8;;;;;;;;;
391;Mannen;9;1993;437;352.0;4.0;347.0;79.5;;;;;;;;;
392;Mannen;9;1994;442;361.0;5.0;356.0;80.5;;;;;;;;;
393;Mannen;9;1995;451;373.0;6.0;367.0;81.3;;;;;;;;;
394;Mannen;9;1996;492;409.0;6.0;403.0;82.0;;;;;;;;;
395;Mannen;9;1997;521;442.0;6.0;435.0;83.6;;;;;;;;;
396;Mannen;9;1998;558;484.0;6.0;478.0;85.7;;;;;;;;;
397;Mannen;9;1999;575;502.0;5.0;497.0;86.3;;;;;;;;;
398;Mannen;9;2000;587;506.0;7.0;499.0;85.0;;;;;;;;;
399;Mannen;9;2001;587;511.0;5.0;506.0;86.2;;;;;;;;;
400;Mannen;9;2002;571;492.0;5.0;487.0;85.4;;;;;;;;;
401;Mannen;9;2003;562;482.0;5.0;477.0;84.8;;;;;;;;;
402;Mannen;9;2004;558;467.0;6.0;461.0;82.6;;;;;;;;;
403;Mannen;9;2005;559;473.0;6.0;467.0;83.6;;;;;;;;;
404;Mannen;9;2006;563;486.0;8.0;478.0;84.9;;;;;;;;;
405;Mannen;55 tot 60 jaar;1992;361;218.0;8.0;210.0;58.3;;;;;;;;;
406;Mannen;55 tot 60 jaar;1993;363;214.0;6.0;208.0;57.3;;;;;;;;;
407;Mannen;55 tot 60 jaar;1994;373;214.0;8.0;206.0;55.2;;;;;;;;;
408;Mannen;55 tot 60 jaar;1995;381;226.0;6.0;219.0;57.5;;;;;;;;;
409;Mannen;55 tot 60 jaar;1996;391;233.0;8.0;225.0;57.6;;;;;;;;;
410;Mannen;55 tot 60 jaar;1997;399;244.0;8.0;236.0;59.1;;;;;;;;;
411;Mannen;55 tot 60 jaar;1998;409;266.0;8.0;259.0;63.2;;;;;;;;;
412;Mannen;55 tot 60 jaar;1999;423;282.0;8.0;275.0;64.9;;;;;;;;;
413;Mannen;55 tot 60 jaar;2000;437;300.0;8.0;292.0;66.8;;;;;;;;;
414;Mannen;55 tot 60 jaar;2001;464;335.0;9.0;326.0;70.4;;;;;;;;;
415;Mannen;55 tot 60 jaar;2002;504;375.0;13.0;361.0;71.6;;;;;;;;;
416;Mannen;55 tot 60 jaar;2003;534;392.0;12.0;381.0;71.3;;;;;;;;;
417;Mannen;55 tot 60 jaar;2004;552;406.0;12.0;394.0;71.3;;;;;;;;;
418;Mannen;55 tot 60 jaar;2005;567;421.0;11.0;410.0;72.2;;;;;;;;;
419;Mannen;55 tot 60 jaar;2006;566;427.0;13.0;414.0;73.2;;;;;;;;;
420;Mannen;60 tot 65 jaar;1992;326;74.0;10.0;64.0;19.8;;;;;;;;;
421;Mannen;60 tot 65 jaar;1993;333;66.0;8.0;58.0;17.5;;;;;;;;;
422;Mannen;60 tot 65 jaar;1994;333;71.0;9.0;62.0;18.8;;;;;;;;;
423;Mannen;60 tot 65 jaar;1995;336;67.0;9.0;59.0;17.5;;;;;;;;;
424;Mannen;60 tot 65 jaar;1996;337;69.0;9.0;60.0;17.9;;;;;;;;;
425;Mannen;60 tot 65 jaar;1997;339;70.0;8.0;63.0;18.5;;;;;;;;;
426;Mannen;60 tot 65 jaar;1998;341;75.0;10.0;65.0;19.2;;;;;;;;;
427;Mannen;60 tot 65 jaar;1999;351;83.0;10.0;74.0;21.0;;;;;;;;;
428;Mannen;60 tot 65 jaar;2000;360;96.0;10.0;86.0;23.9;;;;;;;;;
429;Mannen;60 tot 65 jaar;2001;369;94.0;14.0;80.0;21.7;;;;;;;;;
430;Mannen;60 tot 65 jaar;2002;378;116.0;15.0;100.0;26.5;;;;;;;;;
431;Mannen;60 tot 65 jaar;2003;389;117.0;16.0;102.0;26.1;;;;;;;;;
432;Mannen;60 tot 65 jaar;2004;403;124.0;15.0;110.0;27.3;;;;;;;;;
433;Mannen;60 tot 65 jaar;2005;414;120.0;17.0;104.0;25.1;;;;;;;;;
434;Mannen;60 tot 65 jaar;2006;439;142.0;15.0;127.0;28.8;;;;;;;;;
435;Mannen;65 tot 70 jaar;1992;280;29.0;9.0;19.0;6.9;;;;;;;;;
436;Mannen;65 tot 70 jaar;1993;272;24.0;7.0;17.0;6.3;;;;;;;;;
437;Mannen;65 tot 70 jaar;1994;279;25.0;8.0;17.0;6.0;;;;;;;;;
438;Mannen;65 tot 70 jaar;1995;287;25.0;9.0;16.0;5.7;;;;;;;;;
439;Mannen;65 tot 70 jaar;1996;299;28.0;10.0;18.0;5.9;;;;;;;;;
440;Mannen;65 tot 70 jaar;1997;285;26.0;9.0;16.0;5.8;;;;;;;;;
441;Mannen;65 tot 70 jaar;1998;298;32.0;10.0;21.0;7.2;;;;;;;;;
442;Mannen;65 tot 70 jaar;1999;291;28.0;9.0;18.0;6.3;;;;;;;;;
443;Mannen;65 tot 70 jaar;2000;291;28.0;10.0;18.0;6.2;;;;;;;;;
444;Mannen;65 tot 70 jaar;2001;301;29.0;11.0;18.0;6.1;;;;;;;;;
445;Mannen;65 tot 70 jaar;2002;305;33.0;14.0;19.0;6.1;;;;;;;;;
446;Mannen;65 tot 70 jaar;2003;314;35.0;13.0;23.0;7.2;;;;;;;;;
447;Mannen;65 tot 70 jaar;2004;323;38.0;14.0;24.0;7.5;;;;;;;;;
448;Mannen;65 tot 70 jaar;2005;323;40.0;13.0;27.0;8.4;;;;;;;;;
449;Mannen;65 tot 70 jaar;2006;340;44.0;14.0;29.0;8.6;;;;;;;;;
450;Mannen;70 tot 75 jaar;1992;211;11.0;5.0;6.0;2.7;;;;;;;;;
451;Mannen;70 tot 75 jaar;1993;229;14.0;5.0;8.0;3.7;;;;;;;;;
452;Mannen;70 tot 75 jaar;1994;233;13.0;4.0;8.0;3.6;;;;;;;;;
453;Mannen;70 tot 75 jaar;1995;233;11.0;5.0;6.0;2.5;;;;;;;;;
454;Mannen;70 tot 75 jaar;1996;225;11.0;5.0;6.0;2.7;;;;;;;;;
455;Mannen;70 tot 75 jaar;1997;243;11.0;4.0;7.0;2.8;;;;;;;;;
456;Mannen;70 tot 75 jaar;1998;236;13.0;7.0;7.0;2.8;;;;;;;;;
457;Mannen;70 tot 75 jaar;1999;245;12.0;6.0;6.0;2.5;;;;;;;;;
458;Mannen;70 tot 75 jaar;2000;253;15.0;8.0;7.0;2.6;;;;;;;;;
459;Mannen;70 tot 75 jaar;2001;251;10.0;4.0;6.0;2.4;;;;;;;;;
460;Mannen;70 tot 75 jaar;2002;254;14.0;7.0;7.0;2.7;;;;;;;;;
461;Mannen;70 tot 75 jaar;2003;254;14.0;6.0;8.0;3.3;;;;;;;;;
462;Mannen;70 tot 75 jaar;2004;257;12.0;5.0;7.0;2.8;;;;;;;;;
463;Mannen;70 tot 75 jaar;2005;268;21.0;8.0;12.0;4.6;;;;;;;;;
464;Mannen;70 tot 75 jaar;2006;263;23.0;9.0;14.0;5.4;;;;;;;;;
465;Mannen;75 jaar of ouder;1992;246;6.0;3.0;3.0;1.4;;;;;;;;;
466;Mannen;75 jaar of ouder;1993;257;6.0;3.0;3.0;1.3;;;;;;;;;
467;Mannen;75 jaar of ouder;1994;256;5.0;2.0;3.0;1.3;;;;;;;;;
468;Mannen;75 jaar of ouder;1995;261;6.0;3.0;3.0;1.2;;;;;;;;;
469;Mannen;75 jaar of ouder;1996;277;7.0;3.0;3.0;1.2;;;;;;;;;
470;Mannen;75 jaar of ouder;1997;284;7.0;3.0;4.0;1.4;;;;;;;;;
471;Mannen;75 jaar of ouder;1998;293;6.0;3.0;3.0;1.0;;;;;;;;;
472;Mannen;75 jaar of ouder;1999;303;5.0;2.0;3.0;1.1;;;;;;;;;
473;Mannen;75 jaar of ouder;2000;310;4.0;;3.0;0.9;;;;;;;;;
474;Mannen;75 jaar of ouder;2001;317;7.0;3.0;4.0;1.3;;;;;;;;;
475;Mannen;75 jaar of ouder;2002;325;7.0;4.0;4.0;1.2;;;;;;;;;
476;Mannen;75 jaar of ouder;2003;333;7.0;3.0;5.0;1.5;;;;;;;;;
477;Mannen;75 jaar of ouder;2004;342;9.0;4.0;5.0;1.5;;;;;;;;;
478;Mannen;75 jaar of ouder;2005;350;8.0;3.0;4.0;1.2;;;;;;;;;
479;Mannen;75 jaar of ouder;2006;357;8.0;4.0;4.0;1.1;;;;;;;;;
480;Mannen;15 tot 25 jaar;1992;1124;645.0;167.0;478.0;42.5;459.0;19.0;242.0;216.0;19.0;;22.0;58.0;398.0
481;Mannen;15 tot 25 jaar;1993;1099;614.0;159.0;456.0;41.5;435.0;21.0;225.0;207.0;24.0;;23.0;66.0;367.0
482;Mannen;15 tot 25 jaar;1994;1069;595.0;173.0;422.0;39.5;405.0;18.0;205.0;194.0;23.0;;30.0;59.0;333.0
483;Mannen;15 tot 25 jaar;1995;1022;589.0;181.0;408.0;40.0;391.0;18.0;191.0;190.0;27.0;;32.0;62.0;315.0
484;Mannen;15 tot 25 jaar;1996;990;588.0;180.0;408.0;41.2;390.0;17.0;190.0;186.0;30.0;;37.0;71.0;299.0
485;Mannen;15 tot 25 jaar;1997;973;609.0;189.0;420.0;43.2;402.0;18.0;182.0;202.0;34.0;;35.0;72.0;313.0
486;Mannen;15 tot 25 jaar;1998;944;594.0;189.0;406.0;42.9;393.0;13.0;177.0;192.0;35.0;;54.0;69.0;282.0
487;Mannen;15 tot 25 jaar;1999;945;624.0;187.0;437.0;46.2;426.0;11.0;202.0;194.0;40.0;;59.0;66.0;311.0
488;Mannen;15 tot 25 jaar;2000;952;646.0;203.0;444.0;46.6;430.0;13.0;200.0;214.0;28.0;2.0;59.0;64.0;320.0
489;Mannen;15 tot 25 jaar;2001;959;648.0;196.0;452.0;47.1;437.0;15.0;220.0;206.0;26.0;;56.0;74.0;323.0
490;Mannen;15 tot 25 jaar;2002;969;652.0;213.0;438.0;45.2;425.0;13.0;192.0;214.0;31.0;;61.0;78.0;299.0
491;Mannen;15 tot 25 jaar;2003;976;644.0;213.0;431.0;44.1;417.0;13.0;189.0;210.0;31.0;;59.0;84.0;288.0
492;Mannen;15 tot 25 jaar;2004;979;622.0;219.0;403.0;41.1;385.0;17.0;187.0;179.0;35.0;2.0;55.0;82.0;266.0
493;Mannen;15 tot 25 jaar;2005;984;613.0;221.0;392.0;39.8;377.0;14.0;173.0;183.0;36.0;;57.0;72.0;263.0
494;Mannen;15 tot 25 jaar;2006;991;645.0;239.0;406.0;41.0;386.0;20.0;179.0;191.0;35.0;;56.0;80.0;270.0
495;Mannen;25 tot 50 jaar;1992;3031;2733.0;30.0;2703.0;89.2;2406.0;297.0;837.0;1156.0;706.0;3.0;17.0;155.0;2532.0
496;Mannen;25 tot 50 jaar;1993;3063;2733.0;31.0;2702.0;88.2;2387.0;315.0;804.0;1179.0;716.0;3.0;18.0;158.0;2527.0
497;Mannen;25 tot 50 jaar;1994;3100;2737.0;36.0;2701.0;87.1;2370.0;331.0;799.0;1169.0;726.0;6.0;22.0;170.0;2509.0
498;Mannen;25 tot 50 jaar;1995;3138;2792.0;31.0;2761.0;88.0;2430.0;331.0;786.0;1221.0;747.0;7.0;26.0;186.0;2549.0
499;Mannen;25 tot 50 jaar;1996;3134;2804.0;29.0;2774.0;88.5;2437.0;337.0;746.0;1254.0;763.0;10.0;23.0;191.0;2561.0
