ID;Regions;SIC1993;Periods;VolumeChange_1;Deflator_2
654;Overijssel (PV);F Construction;2006;;
655;Overijssel (PV);G Trade, repair, consumer articles;2002;-1.2677259;5.94680231
656;Overijssel (PV);G Trade, repair, consumer articles;2003;3.49872973;-3.5849293
657;Overijssel (PV);G Trade, repair, consumer articles;2004;2.87441102;-2.2056656
658;Overijssel (PV);G Trade, repair, consumer articles;2005;3.43053586;-3.1404245
659;Overijssel (PV);G Trade, repair, consumer articles;2006;;
660;Overijssel (PV);H Hotels and restaurants;2002;-5.5775215;11.2105718
661;Overijssel (PV);H Hotels and restaurants;2003;-5.7601505;3.01434612
662;Overijssel (PV);H Hotels and restaurants;2004;-0.1370278;2.7454346
663;Overijssel (PV);H Hotels and restaurants;2005;0.4577145;1.32086623
664;Overijssel (PV);H Hotels and restaurants;2006;;
665;Overijssel (PV);I Transport, storage and communication;2002;1.40339222;2.35844959
666;Overijssel (PV);I Transport, storage and communication;2003;1.68056518;3.42215161
667;Overijssel (PV);I Transport, storage and communication;2004;-0.1527261;-0.9225357
668;Overijssel (PV);I Transport, storage and communication;2005;1.17593317;-0.6415366
669;Overijssel (PV);I Transport, storage and communication;2006;;
670;Overijssel (PV);J Financial intermediation;2002;0.63858977;10.9437221
671;Overijssel (PV);J Financial intermediation;2003;-4.546292;8.99213359
672;Overijssel (PV);J Financial intermediation;2004;2.57206501;-2.9783239
673;Overijssel (PV);J Financial intermediation;2005;2.69400904;2.07724363
674;Overijssel (PV);J Financial intermediation;2006;;
675;Overijssel (PV);K Renting and business activities;2002;-2.33949;1.06398064
676;Overijssel (PV);K Renting and business activities;2003;-2.8434468;0.27639723
677;Overijssel (PV);K Renting and business activities;2004;-0.1824632;3.63619298
678;Overijssel (PV);K Renting and business activities;2005;2.75230842;2.91824977
679;Overijssel (PV);K Renting and business activities;2006;;
680;Overijssel (PV);L Government, defence, social security;2002;-0.0311659;3.64834205
681;Overijssel (PV);L Government, defence, social security;2003;6.43992995;2.71779995
682;Overijssel (PV);L Government, defence, social security;2004;0.84925794;2.43642026
683;Overijssel (PV);L Government, defence, social security;2005;0.00608877;2.02966223
684;Overijssel (PV);L Government, defence, social security;2006;;
685;Overijssel (PV);M Education;2002;-0.1167333;7.11041012
686;Overijssel (PV);M Education;2003;0.51268216;5.01243728
687;Overijssel (PV);M Education;2004;0.74432602;3.17880874
688;Overijssel (PV);M Education;2005;-0.5661411;2.91258194
689;Overijssel (PV);M Education;2006;;
690;Overijssel (PV);N Health and social work;2002;5.3384833;8.7678702
691;Overijssel (PV);N Health and social work;2003;7.43362092;4.11732402
692;Overijssel (PV);N Health and social work;2004;1.85708741;1.62289896
693;Overijssel (PV);N Health and social work;2005;2.29180183;2.53575822
694;Overijssel (PV);N Health and social work;2006;;
695;Overijssel (PV);O+P Environment, culture, other services;2002;3.97078984;5.21804985
696;Overijssel (PV);O+P Environment, culture, other services;2003;-2.4361631;4.7248125
697;Overijssel (PV);O+P Environment, culture, other services;2004;-1.7631176;2.98551118
698;Overijssel (PV);O+P Environment, culture, other services;2005;2.88712781;0.96715215
699;Overijssel (PV);O+P Environment, culture, other services;2006;;
700;Flevoland (PV);Total commercial activities;2002;1.64416294;4.22137624
701;Flevoland (PV);Total commercial activities;2003;6.34027834;1.54421612
702;Flevoland (PV);Total commercial activities;2004;4.05191023;-0.3517724
703;Flevoland (PV);Total commercial activities;2005;3.66552716;0.08191897
704;Flevoland (PV);Total commercial activities;2006;3.59488281;
705;Flevoland (PV);A+B Agriculture, forestry and fishing;2002;0.26763251;-1.0946924
706;Flevoland (PV);A+B Agriculture, forestry and fishing;2003;5.14348722;3.27126147
707;Flevoland (PV);A+B Agriculture, forestry and fishing;2004;5.57916605;-19.166594
708;Flevoland (PV);A+B Agriculture, forestry and fishing;2005;6.95895;-8.7328848
709;Flevoland (PV);A+B Agriculture, forestry and fishing;2006;;
710;Flevoland (PV);C Mining and quarrying;2002;-100.0;
711;Flevoland (PV);C Mining and quarrying;2003;;
712;Flevoland (PV);C Mining and quarrying;2004;;
713;Flevoland (PV);C Mining and quarrying;2005;;
714;Flevoland (PV);C Mining and quarrying;2006;;
715;Flevoland (PV);D+E Manufacturing, public utilities;2002;11.8898975;3.34914242
716;Flevoland (PV);D+E Manufacturing, public utilities;2003;-0.210254;2.72396584
717;Flevoland (PV);D+E Manufacturing, public utilities;2004;10.0683417;-0.937167
718;Flevoland (PV);D+E Manufacturing, public utilities;2005;3.4071594;0.16971095
719;Flevoland (PV);D+E Manufacturing, public utilities;2006;;
720;Flevoland (PV);F Construction;2002;-3.3649428;8.40578273
721;Flevoland (PV);F Construction;2003;-5.0993997;5.84292522
722;Flevoland (PV);F Construction;2004;-11.507129;3.02305015
723;Flevoland (PV);F Construction;2005;-1.3293811;1.35545733
724;Flevoland (PV);F Construction;2006;;
725;Flevoland (PV);G Trade, repair, consumer articles;2002;-1.4489968;6.56548292
726;Flevoland (PV);G Trade, repair, consumer articles;2003;6.77106022;-4.8187964
727;Flevoland (PV);G Trade, repair, consumer articles;2004;7.97914326;-1.8813869
728;Flevoland (PV);G Trade, repair, consumer articles;2005;2.90961139;-2.3639469
729;Flevoland (PV);G Trade, repair, consumer articles;2006;;
730;Flevoland (PV);H Hotels and restaurants;2002;19.5180484;10.7610433
731;Flevoland (PV);H Hotels and restaurants;2003;-9.6149253;2.95215715
732;Flevoland (PV);H Hotels and restaurants;2004;-10.628946;2.73628578
733;Flevoland (PV);H Hotels and restaurants;2005;0.61097334;1.32478958
734;Flevoland (PV);H Hotels and restaurants;2006;;
735;Flevoland (PV);I Transport, storage and communication;2002;-18.175551;4.01121906
736;Flevoland (PV);I Transport, storage and communication;2003;2.39079382;3.99636675
737;Flevoland (PV);I Transport, storage and communication;2004;4.4413798;-1.2549986
738;Flevoland (PV);I Transport, storage and communication;2005;9.69135831;-1.1112585
739;Flevoland (PV);I Transport, storage and communication;2006;;
740;Flevoland (PV);J Financial intermediation;2002;-5.9483321;10.1092878
741;Flevoland (PV);J Financial intermediation;2003;4.76642397;5.37721453
742;Flevoland (PV);J Financial intermediation;2004;9.24235375;-2.2008439
743;Flevoland (PV);J Financial intermediation;2005;5.646017;0.537969
744;Flevoland (PV);J Financial intermediation;2006;;
745;Flevoland (PV);K Renting and business activities;2002;2.26420621;0.61996145
746;Flevoland (PV);K Renting and business activities;2003;20.4610859;0.83384471
747;Flevoland (PV);K Renting and business activities;2004;4.62409548;2.68239052
748;Flevoland (PV);K Renting and business activities;2005;4.34514313;1.27211146
749;Flevoland (PV);K Renting and business activities;2006;;
750;Flevoland (PV);L Government, defence, social security;2002;5.27267635;3.60369393
751;Flevoland (PV);L Government, defence, social security;2003;6.72154811;2.89393849
752;Flevoland (PV);L Government, defence, social security;2004;0.16933431;2.36189025
753;Flevoland (PV);L Government, defence, social security;2005;2.57414203;2.08492063
754;Flevoland (PV);L Government, defence, social security;2006;;
755;Flevoland (PV);M Education;2002;-0.1915283;8.19174305
756;Flevoland (PV);M Education;2003;2.57325411;5.92744099
757;Flevoland (PV);M Education;2004;2.49532156;3.36603477
758;Flevoland (PV);M Education;2005;1.51099889;3.36660063
759;Flevoland (PV);M Education;2006;;
760;Flevoland (PV);N Health and social work;2002;4.93894618;8.82257852
761;Flevoland (PV);N Health and social work;2003;-8.2085654;4.50915221
762;Flevoland (PV);N Health and social work;2004;1.05756577;1.38157612
763;Flevoland (PV);N Health and social work;2005;1.68497246;2.19318512
764;Flevoland (PV);N Health and social work;2006;;
765;Flevoland (PV);O+P Environment, culture, other services;2002;8.09163744;5.66470956
766;Flevoland (PV);O+P Environment, culture, other services;2003;-4.5061756;4.78016483
767;Flevoland (PV);O+P Environment, culture, other services;2004;1.36538537;2.95285725
768;Flevoland (PV);O+P Environment, culture, other services;2005;4.97473525;1.30323454
769;Flevoland (PV);O+P Environment, culture, other services;2006;;
770;Gelderland (PV);Total commercial activities;2002;-0.7194374;4.45545884
771;Gelderland (PV);Total commercial activities;2003;0.6294606;2.06012766
772;Gelderland (PV);Total commercial activities;2004;1.14647759;0.53387447
773;Gelderland (PV);Total commercial activities;2005;2.31610693;1.10496074
774;Gelderland (PV);Total commercial activities;2006;3.12327725;
775;Gelderland (PV);A+B Agriculture, forestry and fishing;2002;-2.9538187;-5.4484163
776;Gelderland (PV);A+B Agriculture, forestry and fishing;2003;2.56502645;-2.7954864
777;Gelderland (PV);A+B Agriculture, forestry and fishing;2004;11.3498143;-7.5412423
778;Gelderland (PV);A+B Agriculture, forestry and fishing;2005;-1.2633916;7.29879054
779;Gelderland (PV);A+B Agriculture, forestry and fishing;2006;;
780;Gelderland (PV);C Mining and quarrying;2002;0.51988912;0.22286256
781;Gelderland (PV);C Mining and quarrying;2003;-0.1398853;2.10938908
782;Gelderland (PV);C Mining and quarrying;2004;-10.573883;-0.8251321
783;Gelderland (PV);C Mining and quarrying;2005;13.963849;-2.4665244
784;Gelderland (PV);C Mining and quarrying;2006;;
785;Gelderland (PV);D+E Manufacturing, public utilities;2002;-2.9134396;3.03074615
786;Gelderland (PV);D+E Manufacturing, public utilities;2003;-0.0711367;2.51568774
787;Gelderland (PV);D+E Manufacturing, public utilities;2004;1.36169918;-1.5437807
788;Gelderland (PV);D+E Manufacturing, public utilities;2005;0.57823763;-1.3339214
789;Gelderland (PV);D+E Manufacturing, public utilities;2006;;
790;Gelderland (PV);F Construction;2002;-5.6325989;7.94289865
791;Gelderland (PV);F Construction;2003;-5.8385083;5.19173676
792;Gelderland (PV);F Construction;2004;-2.5820341;2.3423544
793;Gelderland (PV);F Construction;2005;2.46809933;0.96012928
794;Gelderland (PV);F Construction;2006;;
795;Gelderland (PV);G Trade, repair, consumer articles;2002;-1.2386296;6.22175984
796;Gelderland (PV);G Trade, repair, consumer articles;2003;0.00688428;-3.975533
797;Gelderland (PV);G Trade, repair, consumer articles;2004;2.08593872;-2.0600446
798;Gelderland (PV);G Trade, repair, consumer articles;2005;4.05024506;-2.7697475
799;Gelderland (PV);G Trade, repair, consumer articles;2006;;
800;Gelderland (PV);H Hotels and restaurants;2002;-2.5254897;11.1071129
801;Gelderland (PV);H Hotels and restaurants;2003;-6.7036788;3.02965034
802;Gelderland (PV);H Hotels and restaurants;2004;1.52291954;2.82049915
803;Gelderland (PV);H Hotels and restaurants;2005;0.83121082;1.29054288
804;Gelderland (PV);H Hotels and restaurants;2006;;
805;Gelderland (PV);I Transport, storage and communication;2002;4.60610556;2.53709995
806;Gelderland (PV);I Transport, storage and communication;2003;-1.3061567;2.68425138
807;Gelderland (PV);I Transport, storage and communication;2004;2.0867866;-1.357221
808;Gelderland (PV);I Transport, storage and communication;2005;6.4620556;-1.0414946
809;Gelderland (PV);I Transport, storage and communication;2006;;
810;Gelderland (PV);J Financial intermediation;2002;-2.5765527;7.84773412
811;Gelderland (PV);J Financial intermediation;2003;5.87700511;11.9927233
812;Gelderland (PV);J Financial intermediation;2004;5.50308597;-3.1941523
813;Gelderland (PV);J Financial intermediation;2005;3.94377288;4.51538262
814;Gelderland (PV);J Financial intermediation;2006;;
815;Gelderland (PV);K Renting and business activities;2002;-1.3525646;0.84950989
816;Gelderland (PV);K Renting and business activities;2003;1.0901781;0.19570782
817;Gelderland (PV);K Renting and business activities;2004;-0.459463;3.58632323
818;Gelderland (PV);K Renting and business activities;2005;3.39655222;2.88301375
819;Gelderland (PV);K Renting and business activities;2006;;
820;Gelderland (PV);L Government, defence, social security;2002;1.68930918;3.76369766
821;Gelderland (PV);L Government, defence, social security;2003;3.07320387;2.32472238
822;Gelderland (PV);L Government, defence, social security;2004;-0.4833111;2.64120736
823;Gelderland (PV);L Government, defence, social security;2005;0.07071376;1.87579212
824;Gelderland (PV);L Government, defence, social security;2006;;
825;Gelderland (PV);M Education;2002;1.26528782;7.18506463
826;Gelderland (PV);M Education;2003;0.91838781;5.08990566
827;Gelderland (PV);M Education;2004;0.97116515;3.20864839
828;Gelderland (PV);M Education;2005;0.55070201;2.95928405
829;Gelderland (PV);M Education;2006;;
830;Gelderland (PV);N Health and social work;2002;5.13333335;8.72564838
831;Gelderland (PV);N Health and social work;2003;3.58461339;4.23279725
832;Gelderland (PV);N Health and social work;2004;2.46680425;1.45394568
833;Gelderland (PV);N Health and social work;2005;1.4722265;2.77031177
834;Gelderland (PV);N Health and social work;2006;;
835;Gelderland (PV);O+P Environment, culture, other services;2002;-0.4158116;5.85731941
836;Gelderland (PV);O+P Environment, culture, other services;2003;-0.381909;4.84706729
837;Gelderland (PV);O+P Environment, culture, other services;2004;-2.5207594;2.93169096
838;Gelderland (PV);O+P Environment, culture, other services;2005;2.31267034;1.21476549
839;Gelderland (PV);O+P Environment, culture, other services;2006;;
840;Utrecht (PV);Total commercial activities;2002;-1.1189266;4.73437099
841;Utrecht (PV);Total commercial activities;2003;-1.223737;2.55097256
842;Utrecht (PV);Total commercial activities;2004;1.90254303;0.59453189
843;Utrecht (PV);Total commercial activities;2005;1.70965496;1.50347227
844;Utrecht (PV);Total commercial activities;2006;4.2401371;
845;Utrecht (PV);A+B Agriculture, forestry and fishing;2002;3.10032814;-7.0179833
846;Utrecht (PV);A+B Agriculture, forestry and fishing;2003;2.79211109;-1.4356862
847;Utrecht (PV);A+B Agriculture, forestry and fishing;2004;3.66419663;-5.432473
848;Utrecht (PV);A+B Agriculture, forestry and fishing;2005;3.13249822;1.62279618
849;Utrecht (PV);A+B Agriculture, forestry and fishing;2006;;
850;Utrecht (PV);C Mining and quarrying;2002;-3.4474477;0.21159844
851;Utrecht (PV);C Mining and quarrying;2003;32.9576069;1.90600248
852;Utrecht (PV);C Mining and quarrying;2004;-0.6523227;-0.6991597
853;Utrecht (PV);C Mining and quarrying;2005;-23.478605;-1.9633161
854;Utrecht (PV);C Mining and quarrying;2006;;
855;Utrecht (PV);D+E Manufacturing, public utilities;2002;-2.7777031;2.79672495
856;Utrecht (PV);D+E Manufacturing, public utilities;2003;-1.466312;2.34121836
857;Utrecht (PV);D+E Manufacturing, public utilities;2004;-0.4643704;-1.1249398
858;Utrecht (PV);D+E Manufacturing, public utilities;2005;-1.6913264;0.88087989
859;Utrecht (PV);D+E Manufacturing, public utilities;2006;;
860;Utrecht (PV);F Construction;2002;1.73608187;7.96562347
861;Utrecht (PV);F Construction;2003;-6.0829924;5.07396893
862;Utrecht (PV);F Construction;2004;-2.2585942;2.14365639
863;Utrecht (PV);F Construction;2005;1.99060495;0.67474298
864;Utrecht (PV);F Construction;2006;;
865;Utrecht (PV);G Trade, repair, consumer articles;2002;-2.448188;6.55282728
866;Utrecht (PV);G Trade, repair, consumer articles;2003;3.83126404;-4.76445
867;Utrecht (PV);G Trade, repair, consumer articles;2004;6.71010996;-1.9533177
868;Utrecht (PV);G Trade, repair, consumer articles;2005;3.5939809;-2.3622015
869;Utrecht (PV);G Trade, repair, consumer articles;2006;;
870;Utrecht (PV);H Hotels and restaurants;2002;-1.6722688;11.0803124
871;Utrecht (PV);H Hotels and restaurants;2003;-7.0860347;2.99591231
872;Utrecht (PV);H Hotels and restaurants;2004;-6.5451157;2.68812627
873;Utrecht (PV);H Hotels and restaurants;2005;4.63319044;1.34354183
874;Utrecht (PV);H Hotels and restaurants;2006;;
875;Utrecht (PV);I Transport, storage and communication;2002;-3.9101097;3.64250076
876;Utrecht (PV);I Transport, storage and communication;2003;5.66379902;2.90534442
877;Utrecht (PV);I Transport, storage and communication;2004;6.45281073;-0.7264594
878;Utrecht (PV);I Transport, storage and communication;2005;-0.8075256;-0.784046
879;Utrecht (PV);I Transport, storage and communication;2006;;
880;Utrecht (PV);J Financial intermediation;2002;0.30809724;7.57894764
881;Utrecht (PV);J Financial intermediation;2003;-8.7767144;13.2684582
882;Utrecht (PV);J Financial intermediation;2004;6.58319401;-2.9794446
883;Utrecht (PV);J Financial intermediation;2005;5.15615709;5.12132566
884;Utrecht (PV);J Financial intermediation;2006;;
885;Utrecht (PV);K Renting and business activities;2002;-5.0059024;1.76946615
886;Utrecht (PV);K Renting and business activities;2003;-5.1650307;0.96153851
887;Utrecht (PV);K Renting and business activities;2004;-0.6167026;2.99540436
888;Utrecht (PV);K Renting and business activities;2005;1.60731602;2.60085694
889;Utrecht (PV);K Renting and business activities;2006;;
890;Utrecht (PV);L Government, defence, social security;2002;7.24163987;3.70600539
891;Utrecht (PV);L Government, defence, social security;2003;1.43968106;2.45277984
892;Utrecht (PV);L Government, defence, social security;2004;-2.1659433;2.56726526
893;Utrecht (PV);L Government, defence, social security;2005;-0.9318011;1.9362918
894;Utrecht (PV);L Government, defence, social security;2006;;
895;Utrecht (PV);M Education;2002;0.6760263;6.66811844
896;Utrecht (PV);M Education;2003;1.38819895;4.65369543
897;Utrecht (PV);M Education;2004;0.97084677;3.24835791
898;Utrecht (PV);M Education;2005;-1.0362503;2.80687706
899;Utrecht (PV);M Education;2006;;
900;Utrecht (PV);N Health and social work;2002;5.21339205;8.88844244
901;Utrecht (PV);N Health and social work;2003;5.05830029;4.06329447
902;Utrecht (PV);N Health and social work;2004;2.4270963;1.2988335
903;Utrecht (PV);N Health and social work;2005;2.36897952;2.6372388
904;Utrecht (PV);N Health and social work;2006;;
905;Utrecht (PV);O+P Environment, culture, other services;2002;5.22126391;5.06143189
906;Utrecht (PV);O+P Environment, culture, other services;2003;4.70793187;4.19760948
907;Utrecht (PV);O+P Environment, culture, other services;2004;0.48664361;3.10286204
908;Utrecht (PV);O+P Environment, culture, other services;2005;2.38485878;0.17024652
909;Utrecht (PV);O+P Environment, culture, other services;2006;;
910;Noord-Holland (PV);Total commercial activities;2002;2.54405385;5.760293
911;Noord-Holland (PV);Total commercial activities;2003;1.6105097;0.84997096
912;Noord-Holland (PV);Total commercial activities;2004;3.04875513;0.28495211
913;Noord-Holland (PV);Total commercial activities;2005;2.04772574;1.15763133
914;Noord-Holland (PV);Total commercial activities;2006;3.24373555;
915;Noord-Holland (PV);A+B Agriculture, forestry and fishing;2002;0.53054942;0.33018576
916;Noord-Holland (PV);A+B Agriculture, forestry and fishing;2003;5.21077012;-1.5620642
917;Noord-Holland (PV);A+B Agriculture, forestry and fishing;2004;4.1540401;-10.121939
918;Noord-Holland (PV);A+B Agriculture, forestry and fishing;2005;1.36503841;0.25357007
919;Noord-Holland (PV);A+B Agriculture, forestry and fishing;2006;;
920;Noord-Holland (PV);C Mining and quarrying;2002;-1.7588153;-5.445883
921;Noord-Holland (PV);C Mining and quarrying;2003;-1.2510466;1.57385788
922;Noord-Holland (PV);C Mining and quarrying;2004;-17.946081;1.28771813
923;Noord-Holland (PV);C Mining and quarrying;2005;3.63355468;5.31009452
924;Noord-Holland (PV);C Mining and quarrying;2006;;
925;Noord-Holland (PV);D+E Manufacturing, public utilities;2002;1.29114586;3.22855824
926;Noord-Holland (PV);D+E Manufacturing, public utilities;2003;-2.3387897;3.49343623
927;Noord-Holland (PV);D+E Manufacturing, public utilities;2004;0.594143;2.80500529
928;Noord-Holland (PV);D+E Manufacturing, public utilities;2005;0.5427173;2.88607182
929;Noord-Holland (PV);D+E Manufacturing, public utilities;2006;;
930;Noord-Holland (PV);F Construction;2002;-3.0500173;8.08852269
931;Noord-Holland (PV);F Construction;2003;-7.4120078;5.3325939
932;Noord-Holland (PV);F Construction;2004;-1.1602217;2.43749917
933;Noord-Holland (PV);F Construction;2005;1.84926683;0.96953983
934;Noord-Holland (PV);F Construction;2006;;
935;Noord-Holland (PV);G Trade, repair, consumer articles;2002;5.21210643;7.1568878
936;Noord-Holland (PV);G Trade, repair, consumer articles;2003;5.0784808;-5.6870456
937;Noord-Holland (PV);G Trade, repair, consumer articles;2004;3.16806468;-2.1669945
938;Noord-Holland (PV);G Trade, repair, consumer articles;2005;3.4812669;-2.6477718
939;Noord-Holland (PV);G Trade, repair, consumer articles;2006;;
940;Noord-Holland (PV);H Hotels and restaurants;2002;-5.0982092;11.046216
941;Noord-Holland (PV);H Hotels and restaurants;2003;-3.1083259;2.98081748
942;Noord-Holland (PV);H Hotels and restaurants;2004;2.02108367;2.66275514
943;Noord-Holland (PV);H Hotels and restaurants;2005;-1.1154164;1.35463321
944;Noord-Holland (PV);H Hotels and restaurants;2006;;
945;Noord-Holland (PV);I Transport, storage and communication;2002;12.6648059;8.57731633
946;Noord-Holland (PV);I Transport, storage and communication;2003;6.07628873;-4.08655
947;Noord-Holland (PV);I Transport, storage and communication;2004;5.16087766;-4.9030775
948;Noord-Holland (PV);I Transport, storage and communication;2005;5.87300711;-3.2261848
949;Noord-Holland (PV);I Transport, storage and communication;2006;;
950;Noord-Holland (PV);J Financial intermediation;2002;3.9784957;10.7043631
951;Noord-Holland (PV);J Financial intermediation;2003;10.8682058;4.29051729
952;Noord-Holland (PV);J Financial intermediation;2004;14.8024793;-3.3526584
953;Noord-Holland (PV);J Financial intermediation;2005;0.68353693;3.13304459
954;Noord-Holland (PV);J Financial intermediation;2006;;
955;Noord-Holland (PV);K Renting and business activities;2002;-1.3236517;1.72740005
956;Noord-Holland (PV);K Renting and business activities;2003;-2.8282316;1.15027518
957;Noord-Holland (PV);K Renting and business activities;2004;0.83303259;3.51963262
958;Noord-Holland (PV);K Renting and business activities;2005;3.43870476;2.77413065
959;Noord-Holland (PV);K Renting and business activities;2006;;
960;Noord-Holland (PV);L Government, defence, social security;2002;3.23627573;3.70188364
961;Noord-Holland (PV);L Government, defence, social security;2003;2.16105023;2.44451747
962;Noord-Holland (PV);L Government, defence, social security;2004;-0.3124663;2.58152134
963;Noord-Holland (PV);L Government, defence, social security;2005;-0.8958114;1.92783838
964;Noord-Holland (PV);L Government, defence, social security;2006;;
965;Noord-Holland (PV);M Education;2002;0.69880541;7.07105148
966;Noord-Holland (PV);M Education;2003;0.2732038;4.98410305
967;Noord-Holland (PV);M Education;2004;-0.4369861;3.24233589
968;Noord-Holland (PV);M Education;2005;-0.0325942;2.9299793
969;Noord-Holland (PV);M Education;2006;;
970;Noord-Holland (PV);N Health and social work;2002;4.98877134;8.9174937
971;Noord-Holland (PV);N Health and social work;2003;2.97936523;3.9307265
972;Noord-Holland (PV);N Health and social work;2004;1.93201516;1.29518418
973;Noord-Holland (PV);N Health and social work;2005;1.07429357;2.59271158
974;Noord-Holland (PV);N Health and social work;2006;;
975;Noord-Holland (PV);O+P Environment, culture, other services;2002;2.14095881;5.33933833
976;Noord-Holland (PV);O+P Environment, culture, other services;2003;-2.6358091;4.72980629
977;Noord-Holland (PV);O+P Environment, culture, other services;2004;-1.8054577;2.8700717
978;Noord-Holland (PV);O+P Environment, culture, other services;2005;-0.3345908;1.10967865
979;Noord-Holland (PV);O+P Environment, culture, other services;2006;;
980;Zuid-Holland (PV);Total commercial activities;2002;-0.5830562;3.82012231
981;Zuid-Holland (PV);Total commercial activities;2003;0.32119965;2.56922533
982;Zuid-Holland (PV);Total commercial activities;2004;1.84557482;0.90196252
983;Zuid-Holland (PV);Total commercial activities;2005;1.31515544;2.02269802
984;Zuid-Holland (PV);Total commercial activities;2006;3.08854599;
985;Zuid-Holland (PV);A+B Agriculture, forestry and fishing;2002;-3.2876325;4.54077222
986;Zuid-Holland (PV);A+B Agriculture, forestry and fishing;2003;2.8846727;0.59851394
987;Zuid-Holland (PV);A+B Agriculture, forestry and fishing;2004;4.46354804;-11.631051
988;Zuid-Holland (PV);A+B Agriculture, forestry and fishing;2005;-1.5718778;0.76277448
989;Zuid-Holland (PV);A+B Agriculture, forestry and fishing;2006;;
990;Zuid-Holland (PV);C Mining and quarrying;2002;10.4995609;-8.0127312
991;Zuid-Holland (PV);C Mining and quarrying;2003;-2.6886135;5.43412793
992;Zuid-Holland (PV);C Mining and quarrying;2004;11.7242049;-0.3657768
993;Zuid-Holland (PV);C Mining and quarrying;2005;-14.938003;23.45501
994;Zuid-Holland (PV);C Mining and quarrying;2006;;
995;Zuid-Holland (PV);D+E Manufacturing, public utilities;2002;2.97320543;-1.6207546
996;Zuid-Holland (PV);D+E Manufacturing, public utilities;2003;0.6009822;5.16837068
997;Zuid-Holland (PV);D+E Manufacturing, public utilities;2004;3.33098825;1.93267624
998;Zuid-Holland (PV);D+E Manufacturing, public utilities;2005;-0.0067768;5.81249338
999;Zuid-Holland (PV);D+E Manufacturing, public utilities;2006;;
1000;Zuid-Holland (PV);F Construction;2002;-1.1643194;8.21837377
1001;Zuid-Holland (PV);F Construction;2003;-3.9466241;4.96185925
1002;Zuid-Holland (PV);F Construction;2004;-3.5972462;2.05546819
1003;Zuid-Holland (PV);F Construction;2005;4.55134806;0.75460744
1004;Zuid-Holland (PV);F Construction;2006;;
1005;Zuid-Holland (PV);G Trade, repair, consumer articles;2002;-3.1255324;6.54142932
1006;Zuid-Holland (PV);G Trade, repair, consumer articles;2003;3.42854514;-4.6486135
1007;Zuid-Holland (PV);G Trade, repair, consumer articles;2004;4.97939135;-2.1418873
1008;Zuid-Holland (PV);G Trade, repair, consumer articles;2005;2.89973186;-2.7426276
1009;Zuid-Holland (PV);G Trade, repair, consumer articles;2006;;
1010;Zuid-Holland (PV);H Hotels and restaurants;2002;-4.6767121;11.1249497
1011;Zuid-Holland (PV);H Hotels and restaurants;2003;-6.0061653;3.01230314
1012;Zuid-Holland (PV);H Hotels and restaurants;2004;-3.6888044;2.73003102
1013;Zuid-Holland (PV);H Hotels and restaurants;2005;-1.2547021;1.32706809
1014;Zuid-Holland (PV);H Hotels and restaurants;2006;;
1015;Zuid-Holland (PV);I Transport, storage and communication;2002;0.53948168;2.97971945
1016;Zuid-Holland (PV);I Transport, storage and communication;2003;3.48332731;2.37953004
1017;Zuid-Holland (PV);I Transport, storage and communication;2004;4.70243172;0.70855365
1018;Zuid-Holland (PV);I Transport, storage and communication;2005;2.88580395;-2.0203566
1019;Zuid-Holland (PV);I Transport, storage and communication;2006;;
1020;Zuid-Holland (PV);J Financial intermediation;2002;3.32670535;5.7808223
1021;Zuid-Holland (PV);J Financial intermediation;2003;4.72059173;13.6029528
1022;Zuid-Holland (PV);J Financial intermediation;2004;3.68488408;-3.1585573
1023;Zuid-Holland (PV);J Financial intermediation;2005;0.75001548;7.14873029
1024;Zuid-Holland (PV);J Financial intermediation;2006;;
1025;Zuid-Holland (PV);K Renting and business activities;2002;-5.8159371;1.57540261
1026;Zuid-Holland (PV);K Renting and business activities;2003;-2.9171005;0.89708867
1027;Zuid-Holland (PV);K Renting and business activities;2004;-0.2103205;3.34733679
1028;Zuid-Holland (PV);K Renting and business activities;2005;2.80552965;2.78310171
1029;Zuid-Holland (PV);K Renting and business activities;2006;;
1030;Zuid-Holland (PV);L Government, defence, social security;2002;3.61255092;3.63899609
1031;Zuid-Holland (PV);L Government, defence, social security;2003;-0.7846069;2.68970111
1032;Zuid-Holland (PV);L Government, defence, social security;2004;-0.0792347;2.46453609
1033;Zuid-Holland (PV);L Government, defence, social security;2005;-0.411904;2.01721697
1034;Zuid-Holland (PV);L Government, defence, social security;2006;;
1035;Zuid-Holland (PV);M Education;2002;-0.241302;6.99876619
1036;Zuid-Holland (PV);M Education;2003;1.21633272;4.93987547
1037;Zuid-Holland (PV);M Education;2004;-0.220451;3.27202502
1038;Zuid-Holland (PV);M Education;2005;-1.2801718;2.93736051
1039;Zuid-Holland (PV);M Education;2006;;
1040;Zuid-Holland (PV);N Health and social work;2002;4.67790879;8.93985705
1041;Zuid-Holland (PV);N Health and social work;2003;2.48532468;3.92008941
1042;Zuid-Holland (PV);N Health and social work;2004;2.51190568;1.32636066
1043;Zuid-Holland (PV);N Health and social work;2005;1.3097145;2.59831595
1044;Zuid-Holland (PV);N Health and social work;2006;;
1045;Zuid-Holland (PV);O+P Environment, culture, other services;2002;3.02610782;4.86247355
1046;Zuid-Holland (PV);O+P Environment, culture, other services;2003;-1.7962618;4.85043118
