ID;Leeftijd;Perioden;TotaalBevolking_1;Mannen_2;Vrouwen_3
144;1;2058;189232;96957;92275
145;1;2059;189531;97111;92420
146;1;2060;189738;97218;92519
147;2;2012;185600;94933;90667
148;2;2013;185148;94442;90706
149;2;2014;181533;92917;88616
150;2;2015;180869;92565;88304
151;2;2016;180870;92565;88305
152;2;2017;181133;92703;88430
153;2;2018;181670;92980;88689
154;2;2019;182440;93380;89060
155;2;2020;183551;93957;89594
156;2;2021;184873;94641;90232
157;2;2022;186133;95295;90838
158;2;2023;187335;95918;91417
159;2;2024;188317;96428;91889
160;2;2025;189333;96954;92379
161;2;2026;190148;97373;92775
162;2;2027;190791;97707;93084
163;2;2028;191297;97970;93327
164;2;2029;191661;98158;93503
165;2;2030;191931;98300;93631
166;2;2031;192110;98395;93715
167;2;2032;192183;98432;93750
168;2;2033;192092;98390;93702
169;2;2034;191810;98250;93560
170;2;2035;191344;98013;93331
171;2;2036;190672;97671;93000
172;2;2037;189859;97261;92598
173;2;2038;188938;96789;92149
174;2;2039;187979;96300;91679
175;2;2040;187040;95818;91222
176;2;2041;186166;95375;90791
177;2;2042;185404;94985;90418
178;2;2043;184773;94663;90110
179;2;2044;184282;94414;89868
180;2;2045;183955;94250;89705
181;2;2046;183794;94166;89628
182;2;2047;183804;94173;89631
183;2;2048;183968;94258;89710
184;2;2049;184278;94419;89860
185;2;2050;184717;94645;90072
186;2;2051;185242;94913;90328
187;2;2052;185834;95217;90617
188;2;2053;186461;95540;90921
189;2;2054;187097;95868;91230
190;2;2055;187725;96189;91535
191;2;2056;188317;96494;91823
192;2;2057;188855;96771;92084
193;2;2058;189328;97016;92312
194;2;2059;189717;97218;92499
195;2;2060;190017;97374;92644
196;3;2012;185846;95387;90459
197;3;2013;185824;95038;90786
198;3;2014;185370;94545;90824
199;3;2015;181716;92995;88721
200;3;2016;181049;92640;88409
201;3;2017;181056;92643;88413
202;3;2018;181345;92798;88548
203;3;2019;181901;93089;88813
204;3;2020;182680;93496;89183
205;3;2021;183797;94077;89720
206;3;2022;185122;94765;90357
207;3;2023;186389;95425;90964
208;3;2024;187595;96052;91543
209;3;2025;188584;96566;92018
210;3;2026;189606;97095;92510
211;3;2027;190422;97517;92905
212;3;2028;191069;97854;93216
213;3;2029;191580;98119;93461
214;3;2030;191945;98308;93637
215;3;2031;192224;98456;93768
216;3;2032;192402;98552;93850
217;3;2033;192479;98592;93888
218;3;2034;192394;98551;93843
219;3;2035;192118;98414;93704
220;3;2036;191657;98182;93475
221;3;2037;190994;97844;93150
222;3;2038;190189;97438;92751
223;3;2039;189275;96971;92304
224;3;2040;188319;96484;91835
225;3;2041;187384;96004;91380
226;3;2042;186518;95565;90953
227;3;2043;185762;95178;90583
228;3;2044;185137;94860;90276
229;3;2045;184647;94614;90033
230;3;2046;184318;94448;89871
231;3;2047;184159;94365;89794
232;3;2048;184170;94373;89796
233;3;2049;184335;94459;89876
234;3;2050;184647;94620;90027
235;3;2051;185085;94846;90239
236;3;2052;185610;95117;90494
237;3;2053;186202;95419;90783
238;3;2054;186830;95743;91087
239;3;2055;187465;96070;91394
240;3;2056;188092;96392;91700
241;3;2057;188683;96696;91986
242;3;2058;189219;96973;92246
243;3;2059;189691;97217;92473
244;3;2060;190078;97419;92659
245;4;2012;182413;93067;89347
246;4;2013;185836;95371;90465
247;4;2014;185837;95027;90810
248;4;2015;185321;94503;90817
249;4;2016;181694;92964;88730
250;4;2017;181041;92619;88422
251;4;2018;181069;92634;88434
252;4;2019;181376;92798;88578
253;4;2020;181941;93096;88845
254;4;2021;182723;93511;89212
255;4;2022;183850;94098;89752
256;4;2023;185178;94789;90388
257;4;2024;186455;95455;91000
258;4;2025;187665;96085;91580
259;4;2026;188655;96598;92057
260;4;2027;189680;97133;92547
261;4;2028;190500;97556;92944
262;4;2029;191146;97894;93252
263;4;2030;191660;98160;93500
264;4;2031;192030;98353;93677
265;4;2032;192312;98502;93810
266;4;2033;192491;98599;93892
267;4;2034;192571;98642;93929
268;4;2035;192490;98603;93887
269;4;2036;192218;98469;93749
270;4;2037;191760;98238;93522
271;4;2038;191104;97903;93200
272;4;2039;190302;97501;92801
273;4;2040;189392;97036;92357
274;4;2041;188440;96550;91890
275;4;2042;187511;96073;91438
276;4;2043;186649;95637;91012
277;4;2044;185896;95252;90644
278;4;2045;185274;94937;90337
279;4;2046;184785;94690;90095
280;4;2047;184457;94523;89934
281;4;2048;184299;94442;89857
282;4;2049;184310;94452;89858
283;4;2050;184473;94538;89936
284;4;2051;184787;94700;90087
285;4;2052;185226;94927;90299
286;4;2053;185751;95196;90555
287;4;2054;186342;95499;90843
288;4;2055;186969;95823;91146
289;4;2056;187602;96148;91454
290;4;2057;188229;96470;91759
291;4;2058;188818;96773;92045
292;4;2059;189353;97050;92302
293;4;2060;189823;97294;92529
294;5;2012;185713;95249;90465
295;5;2013;182366;93036;89330
296;5;2014;185739;95310;90430
297;5;2015;185708;94942;90766
298;5;2016;185204;94429;90775
299;5;2017;181615;92908;88707
300;5;2018;180986;92577;88409
301;5;2019;181031;92603;88428
302;5;2020;181351;92775;88576
303;5;2021;181921;93081;88841
304;5;2022;182712;93502;89210
305;5;2023;183844;94090;89754
306;5;2024;185181;94788;90393
307;5;2025;186459;95454;91005
308;5;2026;187672;96087;91585
309;5;2027;188664;96601;92063
310;5;2028;189693;97139;92554
311;5;2029;190514;97565;92950
312;5;2030;191165;97904;93261
313;5;2031;191678;98170;93509
314;5;2032;192050;98365;93685
315;5;2033;192336;98517;93819
316;5;2034;192516;98613;93903
317;5;2035;192599;98659;93940
318;5;2036;192519;98618;93901
319;5;2037;192250;98488;93763
320;5;2038;191798;98260;93538
321;5;2039;191147;97929;93218
322;5;2040;190348;97529;92819
323;5;2041;189438;97062;92376
324;5;2042;188493;96581;91912
325;5;2043;187567;96105;91462
326;5;2044;186707;95672;91035
327;5;2045;185953;95286;90667
328;5;2046;185334;94973;90362
329;5;2047;184848;94727;90121
330;5;2048;184521;94560;89961
331;5;2049;184361;94480;89882
332;5;2050;184373;94489;89884
333;5;2051;184538;94577;89962
334;5;2052;184852;94740;90112
335;5;2053;185289;94965;90324
336;5;2054;185814;95235;90580
337;5;2055;186403;95536;90867
338;5;2056;187031;95860;91171
339;5;2057;187664;96187;91477
340;5;2058;188290;96508;91782
341;5;2059;188878;96811;92067
342;5;2060;189411;97088;92323
343;6;2012;187680;96047;91633
344;6;2013;185694;95243;90451
345;6;2014;182298;93003;89296
346;6;2015;185577;95221;90357
347;6;2016;185581;94868;90713
348;6;2017;185091;94368;90724
349;6;2018;181549;92868;88680
350;6;2019;180940;92552;88388
351;6;2020;180995;92585;88410
352;6;2021;181326;92763;88563
353;6;2022;181903;93074;88830
354;6;2023;182698;93496;89201
355;6;2024;183837;94091;89746
356;6;2025;185178;94790;90388
357;6;2026;186457;95456;91001
358;6;2027;187676;96094;91582
359;6;2028;188669;96609;92060
360;6;2029;189699;97148;92552
361;6;2030;190520;97574;92946
362;6;2031;191172;97912;93260
363;6;2032;191689;98181;93508
364;6;2033;192060;98376;93684
365;6;2034;192348;98529;93819
366;6;2035;192529;98625;93905
367;6;2036;192614;98672;93942
368;6;2037;192535;98633;93902
369;6;2038;192269;98503;93766
370;6;2039;191818;98276;93542
371;6;2040;191172;97949;93223
372;6;2041;190375;97550;92825
373;6;2042;189471;97086;92385
374;6;2043;188525;96605;91920
375;6;2044;187603;96132;91471
376;6;2045;186743;95698;91045
377;6;2046;185989;95313;90676
378;6;2047;185370;95001;90369
379;6;2048;184885;94755;90130
380;6;2049;184560;94588;89971
381;6;2050;184399;94506;89893
382;6;2051;184413;94518;89895
383;6;2052;184578;94607;89972
384;6;2053;184892;94770;90122
385;6;2054;185327;94994;90332
386;6;2055;185851;95262;90589
387;6;2056;186439;95563;90876
388;6;2057;187067;95888;91179
389;6;2058;187699;96213;91486
390;6;2059;188324;96534;91790
391;6;2060;188909;96835;92074
392;7;2012;193504;98806;94698
393;7;2013;187719;96087;91632
394;7;2014;185685;95258;90427
395;7;2015;182200;92971;89229
396;7;2016;185464;95176;90288
397;7;2017;185503;94842;90661
398;7;2018;185039;94359;90681
399;7;2019;181530;92878;88652
400;7;2020;180934;92569;88364
401;7;2021;180995;92609;88386
402;7;2022;181337;92792;88545
403;7;2023;181924;93107;88817
404;7;2024;182721;93533;89189
405;7;2025;183866;94130;89736
406;7;2026;185208;94830;90378
407;7;2027;186489;95498;90991
408;7;2028;187709;96136;91573
409;7;2029;188701;96651;92050
410;7;2030;189734;97191;92543
411;7;2031;190556;97618;92938
412;7;2032;191210;97958;93252
413;7;2033;191727;98226;93501
414;7;2034;192097;98419;93677
415;7;2035;192382;98571;93811
416;7;2036;192568;98670;93898
417;7;2037;192653;98718;93935
418;7;2038;192575;98680;93894
419;7;2039;192311;98550;93760
420;7;2040;191863;98325;93537
421;7;2041;191218;97999;93220
422;7;2042;190421;97601;92820
423;7;2043;189518;97138;92379
424;7;2044;188571;96656;91915
425;7;2045;187652;96184;91468
426;7;2046;186795;95752;91043
427;7;2047;186039;95366;90674
428;7;2048;185421;95053;90368
429;7;2049;184937;94808;90129
430;7;2050;184612;94641;89970
431;7;2051;184451;94561;89891
432;7;2052;184466;94572;89893
433;7;2053;184631;94661;89970
434;7;2054;184940;94821;90119
435;7;2055;185375;95047;90328
436;7;2056;185898;95314;90584
437;7;2057;186485;95614;90871
438;7;2058;187112;95938;91174
439;7;2059;187743;96263;91480
440;7;2060;188367;96584;91783
441;8;2012;200301;102523;97778
442;8;2013;193618;98861;94756
443;8;2014;187795;96119;91677
444;8;2015;185675;95246;90430
445;8;2016;182180;92955;89224
446;8;2017;185435;95153;90283
447;8;2018;185509;94840;90669
448;8;2019;185062;94370;90693
449;8;2020;181579;92902;88677
450;8;2021;180993;92601;88391
451;8;2022;181062;92645;88417
452;8;2023;181409;92832;88577
453;8;2024;181999;93149;88850
454;8;2025;182802;93578;89224
455;8;2026;183950;94179;89771
456;8;2027;185293;94879;90414
457;8;2028;186571;95547;91025
458;8;2029;187794;96184;91610
459;8;2030;188786;96700;92086
460;8;2031;189819;97240;92579
461;8;2032;190640;97667;92974
462;8;2033;191295;98006;93289
463;8;2034;191810;98274;93536
464;8;2035;192183;98469;93714
465;8;2036;192469;98622;93847
466;8;2037;192652;98718;93934
467;8;2038;192738;98768;93971
468;8;2039;192659;98730;93928
469;8;2040;192396;98600;93796
470;8;2041;191945;98374;93571
471;8;2042;191302;98047;93255
472;8;2043;190505;97651;92854
473;8;2044;189600;97188;92412
474;8;2045;188656;96707;91949
475;8;2046;187739;96235;91504
476;8;2047;186881;95801;91079
477;8;2048;186127;95417;90710
478;8;2049;185509;95104;90405
479;8;2050;185023;94860;90164
480;8;2051;184699;94692;90007
481;8;2052;184539;94612;89927
482;8;2053;184551;94623;89928
483;8;2054;184716;94711;90005
484;8;2055;185025;94872;90154
485;8;2056;185459;95097;90362
486;8;2057;185981;95364;90617
487;8;2058;186565;95662;90903
488;8;2059;187193;95987;91206
489;8;2060;187823;96312;91511
490;9;2012;201239;103013;98226
491;9;2013;200531;102622;97910
492;9;2014;193811;98934;94877
493;9;2015;187920;96154;91766
494;9;2016;185783;95274;90509
495;9;2017;182282;92982;89300
496;9;2018;185537;95180;90357
497;9;2019;185641;94885;90756
498;9;2020;185200;94423;90776
499;9;2021;181739;92966;88773
500;9;2022;181162;92672;88490
501;9;2023;181239;92722;88517
502;9;2024;181588;92911;88677
503;9;2025;182180;93229;88951
504;9;2026;182987;93664;89323
505;9;2027;184133;94262;89871
506;9;2028;185479;94964;90515
507;9;2029;186759;95632;91126
508;9;2030;187980;96270;91711
509;9;2031;188971;96787;92184
510;9;2032;190002;97325;92677
511;9;2033;190825;97752;93072
512;9;2034;191479;98092;93387
513;9;2035;191995;98361;93634
514;9;2036;192365;98555;93811
515;9;2037;192652;98708;93944
516;9;2038;192835;98805;94030
517;9;2039;192920;98854;94066
518;9;2040;192843;98817;94026
519;9;2041;192577;98687;93890
520;9;2042;192127;98462;93665
521;9;2043;191483;98132;93350
522;9;2044;190687;97738;92948
523;9;2045;189784;97276;92508
524;9;2046;188837;96793;92044
525;9;2047;187920;96322;91598
526;9;2048;187063;95889;91174
527;9;2049;186312;95506;90806
528;9;2050;185693;95193;90500
529;9;2051;185208;94948;90260
530;9;2052;184884;94782;90102
531;9;2053;184723;94702;90021
532;9;2054;184735;94713;90021
533;9;2055;184898;94800;90098
534;9;2056;185208;94962;90246
535;9;2057;185641;95187;90454
536;9;2058;186161;95453;90708
537;9;2059;186744;95752;90993
538;9;2060;187372;96076;91296
539;10;2012;203238;103854;99384
540;10;2013;201506;103120;98386
541;10;2014;200751;102700;98051
542;10;2015;193972;98981;94992
543;10;2016;188071;96197;91875
544;10;2017;185927;95315;90612
545;10;2018;182433;93029;89404
546;10;2019;185685;95227;90458
547;10;2020;185808;94944;90864
548;10;2021;185373;94489;90884
549;10;2022;181930;93042;88888
550;10;2023;181360;92752;88608
551;10;2024;181444;92807;88638
552;10;2025;181794;92996;88798
553;10;2026;182388;93314;89074
554;10;2027;183198;93752;89446
555;10;2028;184344;94353;89991
556;10;2029;185691;95054;90637
557;10;2030;186969;95724;91246
558;10;2031;188189;96360;91829
559;10;2032;189179;96878;92301
560;10;2033;190211;97417;92794
561;10;2034;191032;97843;93189
562;10;2035;191687;98185;93502
563;10;2036;192205;98456;93749
564;10;2037;192577;98650;93926
565;10;2038;192859;98800;94058
566;10;2039;193042;98897;94145
567;10;2040;193125;98945;94180
568;10;2041;193048;98909;94139
569;10;2042;192781;98778;94003
570;10;2043;192331;98554;93777
571;10;2044;191688;98226;93462
572;10;2045;190893;97832;93060
573;10;2046;189988;97370;92618
574;10;2047;189041;96888;92153
575;10;2048;188127;96419;91708
576;10;2049;187270;95986;91285
577;10;2050;186518;95602;90916
578;10;2051;185901;95290;90610
579;10;2052;185417;95047;90370
580;10;2053;185092;94880;90212
581;10;2054;184932;94801;90132
582;10;2055;184942;94811;90131
583;10;2056;185106;94899;90207
584;10;2057;185417;95061;90356
585;10;2058;185848;95286;90562
586;10;2059;186368;95552;90816
587;10;2060;186948;95850;91099
588;11;2012;207025;105610;101416
589;11;2013;203544;103995;99548
590;11;2014;201787;103242;98546
591;11;2015;200958;102783;98174
592;11;2016;194167;99059;95109
593;11;2017;188266;96276;91991
594;11;2018;186126;95398;90728
595;11;2019;182638;93120;89518
596;11;2020;185882;95312;90570
597;11;2021;186017;95039;90978
598;11;2022;185595;94593;91001
599;11;2023;182166;93153;89013
600;11;2024;181601;92865;88735
601;11;2025;181688;92922;88765
602;11;2026;182037;93113;88924
603;11;2027;182636;93434;89202
604;11;2028;183442;93871;89571
605;11;2029;184590;94473;90117
606;11;2030;185936;95174;90762
607;11;2031;187213;95841;91371
608;11;2032;188430;96478;91952
609;11;2033;189422;96998;92424
610;11;2034;190457;97538;92919
611;11;2035;191274;97964;93310
612;11;2036;191928;98304;93624
613;11;2037;192444;98574;93871
614;11;2038;192814;98766;94048
615;11;2039;193099;98920;94179
616;11;2040;193282;99017;94266
617;11;2041;193363;99063;94300
618;11;2042;193282;99026;94256
619;11;2043;193018;98897;94121
620;11;2044;192567;98672;93894
621;11;2045;191923;98345;93577
622;11;2046;191129;97952;93177
623;11;2047;190222;97487;92734
624;11;2048;189274;97005;92269
625;11;2049;188359;96537;91823
626;11;2050;187504;96103;91401
627;11;2051;186753;95721;91033
628;11;2052;186135;95409;90726
629;11;2053;185652;95166;90486
630;11;2054;185328;95001;90327
631;11;2055;185167;94921;90246
632;11;2056;185175;94931;90244
633;11;2057;185339;95020;90319
634;11;2058;185647;95181;90466
635;11;2059;186079;95407;90672
636;11;2060;186598;95673;90925
637;12;2012;202407;103669;98738
638;12;2013;207374;105780;101594
639;12;2014;203890;104162;99728
640;12;2015;202074;103373;98701
641;12;2016;201225;102905;98320
642;12;2017;194431;99181;95250
643;12;2018;188539;96404;92134
644;12;2019;186406;95533;90874
645;12;2020;182917;93256;89660
646;12;2021;186155;95445;90710
647;12;2022;186303;95180;91123
648;12;2023;185883;94741;91142
649;12;2024;182468;93306;89162
650;12;2025;181904;93019;88886
651;12;2026;181994;93077;88916
652;12;2027;182346;93270;89076
653;12;2028;182947;93593;89354
654;12;2029;183757;94032;89725
655;12;2030;184901;94633;90268
656;12;2031;186248;95332;90916
657;12;2032;187522;95999;91524
658;12;2033;188740;96633;92106
659;12;2034;189731;97154;92577
660;12;2035;190764;97695;93070
661;12;2036;191582;98120;93462
662;12;2037;192236;98460;93776
663;12;2038;192746;98728;94019
664;12;2039;193115;98919;94196
665;12;2040;193403;99074;94329
666;12;2041;193587;99172;94415
667;12;2042;193666;99218;94447
668;12;2043;193582;99179;94403
669;12;2044;193319;99052;94268
670;12;2045;192867;98825;94042
671;12;2046;192222;98497;93724
672;12;2047;191428;98106;93322
673;12;2048;190521;97641;92880
674;12;2049;189572;97157;92415
675;12;2050;188661;96691;91970
676;12;2051;187806;96258;91548
677;12;2052;187054;95875;91179
678;12;2053;186437;95564;90873
679;12;2054;185953;95321;90632
680;12;2055;185630;95156;90474
681;12;2056;185468;95077;90392
682;12;2057;185476;95086;90389
683;12;2058;185638;95174;90464
684;12;2059;185946;95335;90611
685;12;2060;186377;95562;90815
686;13;2012;201276;102972;98304
687;13;2013;202772;103854;98918
688;13;2014;207710;105948;101761
689;13;2015;204194;104312;99882
690;13;2016;202364;103514;98851
691;13;2017;201501;103042;98459
692;13;2018;194714;99324;95390
693;13;2019;188831;96551;92279
694;13;2020;186699;95683;91016
695;13;2021;183209;93408;89801
696;13;2022;186443;95595;90848
697;13;2023;186603;95338;91266
698;13;2024;186186;94900;91285
699;13;2025;182780;93471;89309
700;13;2026;182223;93186;89037
701;13;2027;182312;93245;89068
702;13;2028;182664;93437;89227
703;13;2029;183263;93760;89503
704;13;2030;184074;94201;89873
705;13;2031;185219;94801;90418
706;13;2032;186560;95497;91063
707;13;2033;187834;96164;91670
708;13;2034;189051;96798;92253
709;13;2035;190038;97318;92721
710;13;2036;191073;97859;93214
711;13;2037;191892;98284;93608
712;13;2038;192547;98625;93922
713;13;2039;193053;98890;94163
714;13;2040;193419;99078;94340
715;13;2041;193705;99235;94471
716;13;2042;193891;99332;94559
717;13;2043;193968;99379;94589
718;13;2044;193885;99340;94546
719;13;2045;193623;99213;94410
720;13;2046;193167;98983;94184
721;13;2047;192520;98657;93864
722;13;2048;191728;98265;93463
723;13;2049;190822;97800;93022
724;13;2050;189874;97317;92557
725;13;2051;188960;96851;92109
726;13;2052;188105;96418;91687
727;13;2053;187354;96036;91318
728;13;2054;186735;95723;91012
729;13;2055;186252;95481;90771
730;13;2056;185928;95315;90613
731;13;2057;185767;95236;90531
732;13;2058;185773;95245;90528
733;13;2059;185934;95333;90601
734;13;2060;186242;95494;90748
735;14;2012;195581;99711;95870
736;14;2013;201710;103204;98506
737;14;2014;203187;104079;99108
738;14;2015;208057;106136;101921
739;14;2016;204547;104501;100045
740;14;2017;202706;103694;99012
741;14;2018;201841;103224;98617
742;14;2019;195065;99514;95550
743;14;2020;189186;96746;92440
744;14;2021;187051;95877;91173
745;14;2022;183564;93605;89959
746;14;2023;186790;95787;91004
747;14;2024;186963;95537;91426
748;14;2025;186545;95104;91441
749;14;2026;183152;93679;89473
750;14;2027;182594;93394;89200
751;14;2028;182681;93452;89230
752;14;2029;183034;93644;89390
753;14;2030;183636;93968;89668
754;14;2031;184446;94411;90036
755;14;2032;185589;95009;90581
756;14;2033;186927;95702;91224
757;14;2034;188201;96370;91831
758;14;2035;189417;97001;92415
759;14;2036;190405;97522;92884
760;14;2037;191432;98059;93374
761;14;2038;192255;98485;93770
762;14;2039;192911;98827;94084
763;14;2040;193415;99091;94324
764;14;2041;193778;99277;94502
765;14;2042;194063;99432;94631
766;14;2043;194247;99529;94718
767;14;2044;194324;99575;94749
768;14;2045;194237;99534;94703
769;14;2046;193976;99407;94569
770;14;2047;193515;99175;94340
771;14;2048;192869;98850;94018
772;14;2049;192077;98459;93619
773;14;2050;191169;97994;93176
774;14;2051;190224;97512;92712
775;14;2052;189311;97048;92264
776;14;2053;188455;96614;91842
777;14;2054;187705;96232;91473
778;14;2055;187086;95919;91167
779;14;2056;186602;95677;90924
780;14;2057;186277;95510;90766
781;14;2058;186116;95432;90684
782;14;2059;186120;95440;90680
783;14;2060;186283;95529;90754
784;15;2012;194394;100013;94381
785;15;2013;196053;99957;96096
786;15;2014;202173;103444;98729
787;15;2015;203597;104292;99305
788;15;2016;208442;106334;102107
789;15;2017;204935;104703;100232
790;15;2018;203101;103900;99201
791;15;2019;202235;103431;98803
792;15;2020;195463;99724;95739
793;15;2021;189587;96956;92630
794;15;2022;187449;96089;91360
795;15;2023;183963;93818;90145
796;15;2024;187183;95997;91186
797;15;2025;187363;95751;91612
798;15;2026;186944;95320;91624
799;15;2027;183564;93899;89665
800;15;2028;183004;93613;89391
801;15;2029;183094;93671;89423
802;15;2030;183448;93864;89584
803;15;2031;184049;94187;89863
804;15;2032;184853;94626;90227
805;15;2033;185997;95224;90773
806;15;2034;187334;95918;91416
807;15;2035;188608;96584;92024
808;15;2036;189823;97215;92608
809;15;2037;190812;97736;93076
810;15;2038;191837;98270;93566
811;15;2039;192656;98693;93963
812;15;2040;193311;99035;94277
813;15;2041;193815;99300;94515
814;15;2042;194179;99485;94693
815;15;2043;194459;99638;94821
816;15;2044;194642;99733;94909
817;15;2045;194717;99777;94940
818;15;2046;194627;99735;94892
819;15;2047;194365;99607;94757
820;15;2048;193903;99374;94529
821;15;2049;193257;99049;94208
822;15;2050;192464;98657;93806
823;15;2051;191555;98191;93363
824;15;2052;190610;97711;92899
825;15;2053;189697;97246;92452
