ID;SectorBranchesSIC2008;Periods;ConsolidatedProduction_1;ContributionOfLabour_2;ContributionOfHoursWorked_3;ContributionOfLabourComposition_4;ContributionOfCapital_5;ContributionOfICTCapital_6;ContributionOfNonICTCapital_7;ContributionOfIntermediateConsumption_8;ContributionOfEnergy_9;ContributionOfMaterials_10;ContributionOfServices_11;ContributionOfMfp_12;ValueAdded_13;ContributionOfLabour_14;ContributionOfHoursWorked_15;ContributionOfLabourComposition_16;ContributionOfCapital_17;ContributionOfICTCapital_18;ContributionOfNonICTCapital_19;ContributionOfMfp_20;LabourProductivityChange_21;LabourProductivity2015100_22;LabourProductivityChange_23;LabourProductivity2015100_24;CapitalProductivityChange_25;CapitalProductivity2015100_26;CapitalProductivityChange_27;CapitalProductivity2015100_28;ConsolidatedProductionInMlnEuros_29;ConsolidatedProduction2015100_30;Total_31;ConsumptionOfEnergy_32;ConsumptionOfMaterials_33;ConsumptionOfServices_34;Total_35;ConsumptionOfEnergy_36;ConsumptionOfMaterials_37;ConsumptionOfServices_38;ValueAddedMlnEuros_39;ValueAdded2015100_40;HoursWorked_41;CompensationOfLabourMlnEuros_42;CompensationOfLabour2015100_43;CapitalServicesMlnEuros_44;CapitalServicesHoursWorkedEuros_45;ICTCapitalServicesMlnEuros_46;NonICTCaptalServicesMlnEuros_47;CapitalServicesNeoclassMlnEuros_48;CapitalServices2015100_49;CapitalServicesHoursWorked2015100_50;ICTCapitalServices2015100_51;NonICTCaptalServices2015100_52;CapitalServicesNeoclassical2015100_53;TotalInputKLEMS_54;TotalInputCapitalAndLabour_55;TotalInputKLEMS_56;TotalInputCapitalAndLabour_57
639;H Transportation and storage;2018;2.7;1.0;1.0;-0.1;0.2;0.1;0.1;2.5;0.5;0.0;2.0;-1.0;0.8;2.1;2.3;-0.1;0.5;0.2;0.2;-1.8;-0.5;100.1;-2.3;96.1;1.1;102.0;-0.8;97.9;69388.0;108.0;36402.0;6666.0;1772.0;27964.0;112.3;108.0;107.9;113.6;32986.0;103.6;669.0;21456.0;107.0;9246.0;13.8;1212.0;8034.0;;105.9;98.2;118.9;104.0;;67104.0;30702.0;109.6;106.7
640;H Transportation and storage;2019;1.4;1.0;1.0;0.0;0.2;0.1;0.1;0.0;0.1;0.1;-0.1;0.2;2.8;2.2;2.1;0.0;0.4;0.2;0.2;0.3;-1.6;98.5;-0.2;95.9;0.1;102.1;1.5;99.4;71846.0;109.4;37102.0;6490.0;1835.0;28777.0;112.3;108.7;110.1;113.3;34744.0;106.5;690.0;22543.0;110.3;8821.0;12.8;1325.0;7496.0;;107.2;96.5;124.1;104.9;;68465.0;31363.0;110.9;109.4
641;H Transportation and storage;2020;-13.7;-2.8;-2.7;-0.1;0.0;0.1;0.0;-5.5;-2.2;0.0;-3.3;-5.5;-17.5;-6.1;-5.9;-0.2;0.1;0.2;0.0;-11.5;-6.0;92.6;-10.2;86.1;-14.0;87.8;-17.8;81.7;63372.0;94.5;32842.0;3966.0;1853.0;27023.0;101.0;83.6;111.2;104.4;30530.0;87.9;633.0;21055.0;101.0;7624.0;12.0;1362.0;6263.0;;107.6;105.4;128.6;104.7;;61522.0;28680.0;101.8;102.9
642;H Transportation and storage;2021;10.1;1.9;1.8;0.0;-0.1;0.1;-0.1;4.3;0.7;0.3;3.3;4.1;12.4;4.0;3.9;0.1;-0.1;0.1;-0.3;8.6;4.6;96.8;6.7;91.9;10.7;97.2;13.0;92.3;72637.0;104.1;38106.0;5847.0;2101.0;30158.0;109.1;92.1;121.1;112.4;34531.0;98.8;667.0;22204.0;106.5;7217.0;10.8;1489.0;5729.0;;107.1;99.6;132.2;103.4;;67528.0;29421.0;108.0;106.8
643;H Transportation and storage;2022;8.2;1.5;1.5;0.0;0.0;0.1;-0.1;4.3;1.4;0.3;2.7;2.3;8.7;3.5;3.3;0.1;0.0;0.1;-0.1;5.2;3.6;100.2;4.1;95.7;8.1;105.1;8.6;100.3;91118.0;112.5;48623.0;11031.0;2530.0;35062.0;117.4;106.6;131.7;119.2;42495.0;107.4;697.0;25190.0;111.4;7463.0;10.7;1636.0;5827.0;;107.1;95.4;135.9;102.7;;81276.0;32653.0;114.3;110.5
644;I Accommodation and food serving;1995;;;;;;;;;;;;;;;;;;;;;;;;111.4;;;;116.3;;;;;;;;;;;5099.0;90.9;402.0;5095.0;76.8;927.0;2.3;36.0;891.0;;78.1;95.7;10.8;94.6;;;6023.0;;77.1
645;I Accommodation and food serving;1996;;;;;;;;;;;;;1.1;3.1;3.8;-0.7;-0.2;0.1;-0.2;-1.8;;;-3.2;107.8;;;2.2;118.9;;;;;;;;;;;5304.0;91.9;420.0;5325.0;79.6;875.0;2.1;36.0;839.0;;77.3;90.7;11.8;93.2;;;6200.0;;79.4
646;I Accommodation and food serving;1997;;;;;;;;;;;;;9.4;-2.0;-3.6;1.6;-0.2;0.1;-0.3;11.6;;;14.1;123.0;;;10.7;131.6;;;;;;;;;;;5874.0;100.5;403.0;5722.0;77.7;889.0;2.2;41.0;848.0;;76.4;93.5;14.0;91.3;;;6611.0;;77.6
647;I Accommodation and food serving;1998;;;;;;;;;;;;;8.7;6.6;4.9;1.6;0.1;0.2;-0.1;1.9;;;2.8;126.5;;;7.9;142.0;;;;;;;;;;;6483.0;109.3;426.0;6155.0;83.7;890.0;2.1;49.0;840.0;;76.9;89.1;17.7;90.8;;;7044.0;;82.9
648;I Accommodation and food serving;1999;;;;;;;;;;;;;3.6;4.9;5.6;-0.7;0.6;0.2;0.4;-1.9;;;-2.6;123.2;;;-1.2;140.4;;;;;;;;;;;7142.0;113.2;453.0;6806.0;88.4;901.0;2.0;57.0;844.0;;80.6;87.8;22.7;94.0;;;7707.0;;87.4
649;I Accommodation and food serving;2000;;;;;;;;;;;;;6.7;-2.8;-2.2;-0.6;0.8;0.3;0.5;8.8;;;9.5;134.9;;;-0.1;140.2;;;;;;;;;;;7802.0;120.9;442.0;7480.0;85.5;920.0;2.1;77.0;843.0;;86.2;96.2;31.5;98.4;;;8399.0;;85.6
650;I Accommodation and food serving;2001;;;;;;;;;;;;;-1.2;2.4;0.6;1.7;0.5;0.3;0.2;-4.1;;;-1.9;132.3;;;-5.7;132.3;;;;;;;;;;;8268.0;119.4;445.0;7787.0;87.8;1009.0;2.3;103.0;906.0;;90.3;100.0;42.9;100.2;;;8796.0;;88.1
651;I Accommodation and food serving;2002;;;;;;;;;;;;;-4.7;0.3;-0.4;0.6;0.4;0.3;0.1;-5.3;;;-4.3;126.6;;;-7.8;122.0;;;;;;;;;;;8818.0;113.8;443.0;8007.0;88.1;1168.0;2.6;126.0;1042.0;;93.3;103.8;53.5;101.1;;;9175.0;;88.7
652;I Accommodation and food serving;2003;;;;;;;;;;;;;-6.3;-3.7;-3.8;0.1;0.3;0.2;0.1;-3.0;;;-2.0;124.0;;;-8.7;111.4;;;;;;;;;;;8468.0;106.6;424.0;7807.0;84.4;1202.0;2.8;141.0;1061.0;;95.7;111.4;62.8;102.0;;;9009.0;;85.7
653;I Accommodation and food serving;2004;;;;;;;;;;;;;-2.7;1.3;0.8;0.5;0.2;0.2;0.0;-4.2;;;-3.6;119.6;;;-4.0;106.9;;;;;;;;;;;8445.0;103.8;428.0;7763.0;85.7;1226.0;2.9;154.0;1072.0;;97.1;111.8;69.7;102.1;;;8989.0;;87.0
654;I Accommodation and food serving;2005;;;;;;;;;;;;;0.0;0.4;-0.3;0.7;0.1;0.1;-0.1;-0.5;;;0.4;120.0;;;-0.6;106.3;;;;;;;;;;;8586.0;103.8;426.0;7895.0;86.1;1205.0;2.8;161.0;1044.0;;97.7;112.9;75.4;101.6;;;9100.0;;87.5
655;I Accommodation and food serving;2006;;;;;;;;;;;;;2.1;5.2;5.3;0.0;0.1;0.1;-0.1;-3.2;;;-3.8;115.5;;;1.6;108.0;;;;;;;;;;;8813.0;106.0;452.0;8140.0;91.3;1282.0;2.8;169.0;1114.0;;98.1;107.0;80.9;101.0;;;9422.0;;92.1
656;I Accommodation and food serving;2007;;;;;;;;;;;;;2.0;0.6;0.9;-0.2;0.2;0.1;0.1;1.1;;;1.0;116.6;;;0.4;108.4;;;;;;;;;;;9408.0;108.1;457.0;8538.0;92.0;1300.0;2.8;181.0;1118.0;;99.7;107.6;87.1;101.7;;;9837.0;;92.9
657;I Accommodation and food serving;2008;;;;;;;;;;;;;-5.2;-2.1;-1.8;-0.3;0.4;0.1;0.3;-3.5;;;-3.2;112.8;;;-7.9;99.8;;;;;;;;;;;9247.0;102.4;448.0;8606.0;89.8;1349.0;3.0;193.0;1156.0;;102.6;113.0;93.2;104.1;;;9955.0;;91.3
658;I Accommodation and food serving;2009;;;;;;;;;;;;;-8.5;-2.0;-2.2;0.3;0.2;0.1;0.1;-6.7;;;-6.1;106.0;;;-9.8;90.1;;;;;;;;;;;9101.0;93.7;436.0;8575.0;87.7;1405.0;3.2;192.0;1213.0;;104.1;117.7;95.9;105.3;;;9980.0;;89.7
659;I Accommodation and food serving;2010;;;;;;;;;;;;;-5.4;2.5;1.8;0.7;-0.1;0.0;-0.1;-7.8;;;-7.3;98.2;;;-4.7;85.9;;;;;;;;;;;8994.0;88.6;445.0;8707.0;90.3;1429.0;3.2;190.0;1239.0;;103.2;114.4;94.9;104.4;;;10136.0;;91.8
660;I Accommodation and food serving;2011;;;;;;;;;;;;;3.9;1.0;1.4;-0.4;-0.1;0.0;0.0;3.0;;;2.3;100.4;;;4.5;89.7;;;;;;;;;;;9564.0;92.1;452.0;9104.0;91.3;1520.0;3.4;184.0;1336.0;;102.7;111.9;92.5;104.2;;;10625.0;;92.6
661;I Accommodation and food serving;2012;;;;;;;;;;;;;-0.9;0.2;-0.1;0.3;-0.1;0.0;0.0;-1.0;;;-0.8;99.7;;;-0.4;89.3;;;;;;;;;;;9738.0;91.3;451.0;9358.0;91.5;1408.0;3.1;169.0;1239.0;;102.2;111.6;90.9;103.9;;;10767.0;;92.8
662;I Accommodation and food serving;2013;;;;;;;;;;;;;0.8;2.3;1.8;0.5;-0.1;0.0;-0.2;-1.4;;;-1.2;98.4;;;1.9;91.0;;;;;;;;;;;10033.0;92.0;461.0;9526.0;93.9;1373.0;3.0;167.0;1205.0;;101.1;108.1;92.0;102.4;;;10899.0;;94.7
663;I Accommodation and food serving;2014;;;;;;;;;;;;;3.6;3.9;3.6;0.3;-0.1;0.0;-0.2;-0.1;;;-0.5;97.9;;;4.7;95.2;;;;;;;;;;;10823.0;95.3;480.0;10143.0;98.0;1433.0;3.0;169.0;1264.0;;100.1;102.8;94.6;100.9;;;11576.0;;98.3
664;I Accommodation and food serving;2015;;;;;;;;;;;;;4.9;1.8;2.4;-0.6;0.0;0.1;-0.1;3.2;;100.0;2.1;100.0;;100.0;5.0;100.0;24028.0;100.0;12200.0;735.0;5283.0;6182.0;100.0;100.0;100.0;100.0;11828.0;100.0;493.0;10883.0;100.0;1452.0;2.9;180.0;1272.0;;100.0;100.0;100.0;100.0;;24535.0;12335.0;100.0;100.0
665;I Accommodation and food serving;2016;5.1;1.4;1.8;-0.4;0.1;0.1;0.0;3.3;0.2;1.3;1.8;0.2;3.4;2.8;3.6;-0.8;0.2;0.1;0.1;0.4;0.9;100.9;-0.6;99.4;3.2;103.2;1.6;101.6;25731.0;105.1;12899.0;701.0;5547.0;6651.0;106.6;107.1;105.9;107.2;12832.0;103.4;513.0;11609.0;103.2;1430.0;2.8;197.0;1233.0;;101.8;97.8;109.8;100.7;;25938.0;13039.0;104.8;103.0
666;I Accommodation and food serving;2017;3.7;1.2;1.8;-0.5;0.2;0.1;0.1;2.3;0.1;1.0;1.2;-0.1;2.8;2.5;3.5;-1.0;0.4;0.2;0.3;-0.1;-0.3;100.6;-1.1;98.2;-0.3;102.8;-1.2;100.4;27487.0;108.9;13837.0;784.0;6017.0;7036.0;111.5;111.0;110.8;112.2;13650.0;106.3;533.0;12021.0;106.0;1517.0;2.8;214.0;1303.0;;105.9;97.9;120.8;103.8;;27375.0;13538.0;108.7;106.0
667;I Accommodation and food serving;2018;4.3;2.1;2.2;-0.1;0.3;0.1;0.2;2.4;0.1;1.0;1.3;-0.4;3.9;4.3;4.4;-0.2;0.5;0.1;0.4;-0.9;-0.6;100.0;-1.0;97.2;-0.2;102.6;-0.6;99.7;29481.0;113.6;14752.0;870.0;6292.0;7590.0;116.8;115.0;115.9;117.7;14729.0;110.5;560.0;12857.0;111.1;1589.0;2.8;230.0;1358.0;;110.7;97.4;130.4;107.9;;29197.0;14445.0;113.9;111.1
668;I Accommodation and food serving;2019;2.1;1.5;1.5;0.0;0.2;0.0;0.2;1.3;0.1;0.4;0.8;-0.9;1.6;3.0;3.0;0.1;0.4;0.1;0.3;-1.9;-1.2;98.8;-1.7;95.6;-1.7;100.9;-2.2;97.5;30788.0;116.0;15497.0;930.0;6509.0;8058.0;119.9;119.8;118.0;121.5;15291.0;112.2;579.0;13607.0;114.9;1708.0;3.0;255.0;1453.0;;115.0;98.0;138.3;111.7;;30812.0;15315.0;117.4;114.9
669;I Accommodation and food serving;2020;-34.3;-10.0;-10.9;1.2;0.1;0.0;0.1;-11.7;-0.5;-5.4;-5.7;-12.8;-45.6;-20.1;-21.9;2.4;0.3;0.1;0.2;-25.7;-12.8;86.2;-27.8;69.0;-35.9;64.7;-46.9;51.8;20743.0;76.2;12006.0;723.0;4863.0;6420.0;92.1;98.3;87.9;94.8;8737.0;61.1;436.0;10290.0;88.9;494.0;1.1;261.0;233.0;;117.8;133.2;143.2;114.2;;22790.0;10784.0;92.1;92.1
670;I Accommodation and food serving;2021;9.9;2.7;3.5;-0.8;0.0;0.0;0.0;3.9;0.0;1.8;2.0;3.3;13.5;5.7;7.5;-1.6;0.0;0.0;0.0;7.7;1.9;87.9;5.3;72.7;8.9;70.4;12.4;58.2;23494.0;83.8;13416.0;958.0;5409.0;7049.0;98.8;99.6;95.4;101.5;10078.0;69.3;470.0;10765.0;94.2;-613.0;-1.3;284.0;-897.0;;119.0;124.8;145.9;114.2;;23568.0;10152.0;98.2;97.4
671;I Accommodation and food serving;2022;45.6;6.5;8.8;-1.9;0.0;0.0;-0.1;14.9;0.8;6.6;7.4;24.2;71.4;15.1;20.4;-4.5;-0.1;0.1;-0.2;56.4;22.1;107.3;43.8;104.5;43.4;101.0;68.8;98.3;36882.0;121.9;19610.0;2189.0;8165.0;9256.0;124.7;119.7;123.0;126.7;17272.0;118.8;560.0;16638.0;107.6;1725.0;3.1;312.0;1414.0;;120.8;106.3;149.6;116.3;;37974.0;18364.0;119.1;112.0
672;J Information and communication;1995;;;;;;;;;;;;;;;;;;;;;;;;54.0;;;;82.2;;;;;;;;;;;9470.0;29.3;254.0;5437.0;48.8;3196.0;12.6;603.0;2593.0;;35.7;65.7;8.3;62.7;;;8633.0;;44.3
673;J Information and communication;1996;;;;;;;;;;;;;6.4;8.9;8.1;0.7;2.1;1.1;1.0;-4.6;;;-5.7;50.9;;;0.6;82.7;;;;;;;;;;;10452.0;31.2;287.0;6098.0;55.7;3109.0;10.8;589.0;2519.0;;37.8;61.6;9.7;64.8;;;9207.0;;49.1
674;J Information and communication;1997;;;;;;;;;;;;;17.9;7.1;8.5;-1.2;3.3;1.4;1.9;7.4;;;4.5;53.2;;;7.3;88.7;;;;;;;;;;;12351.0;36.8;324.0;7069.0;61.6;3418.0;10.6;701.0;2716.0;;41.5;60.0;11.9;69.2;;;10487.0;;54.3
675;J Information and communication;1998;;;;;;;;;;;;;19.1;8.7;8.5;0.2;4.5;1.8;2.7;5.9;;;5.7;56.3;;;4.7;92.9;;;;;;;;;;;14418.0;43.8;365.0;8438.0;69.6;3830.0;10.5;818.0;3012.0;;47.2;60.6;15.0;76.5;;;12268.0;;61.4
676;J Information and communication;1999;;;;;;;;;;;;;17.8;8.0;7.1;0.8;5.7;2.1;3.6;4.0;;;6.8;60.1;;;-0.5;92.4;;;;;;;;;;;16328.0;51.6;402.0;9885.0;77.7;4229.0;10.5;927.0;3302.0;;55.8;65.0;19.7;87.9;;;14114.0;;69.9
677;J Information and communication;2000;;;;;;;;;;;;;16.5;5.8;5.1;0.7;5.7;2.1;3.6;5.0;;;8.7;65.3;;;-2.2;90.4;;;;;;;;;;;18248.0;60.1;431.0;11425.0;84.1;4874.0;11.3;1173.0;3701.0;;66.5;72.2;26.0;101.4;;;16299.0;;77.9
678;J Information and communication;2001;;;;;;;;;;;;;10.8;3.4;3.4;0.1;4.2;1.9;2.3;3.2;;;5.7;69.0;;;-2.7;87.9;;;;;;;;;;;20376.0;66.6;452.0;12237.0;88.3;5636.0;12.5;1454.0;4182.0;;75.7;78.5;32.9;111.5;;;17873.0;;83.8
679;J Information and communication;2002;;;;;;;;;;;;;4.5;-3.8;-4.8;1.1;2.1;1.2;0.9;6.1;;;12.3;77.5;;;-2.1;86.1;;;;;;;;;;;21931.0;69.6;420.0;11988.0;83.4;6382.0;15.2;1602.0;4780.0;;80.8;90.0;37.8;115.8;;;18370.0;;82.5
680;J Information and communication;2003;;;;;;;;;;;;;4.1;-2.7;-3.5;0.8;0.5;0.8;-0.2;6.2;;;9.9;85.2;;;2.5;88.2;;;;;;;;;;;23264.0;72.4;398.0;11987.0;80.0;6519.0;16.4;1621.0;4898.0;;82.1;96.6;41.2;114.7;;;18506.0;;80.7
681;J Information and communication;2004;;;;;;;;;;;;;1.1;0.4;-0.3;0.7;0.2;0.8;-0.6;0.4;;;1.5;86.4;;;0.4;88.6;;;;;;;;;;;23642.0;73.2;396.0;11979.0;80.5;6643.0;16.8;1727.0;4915.0;;82.6;97.6;45.0;112.2;;;18621.0;;81.2
682;J Information and communication;2005;;;;;;;;;;;;;4.4;2.2;1.5;0.7;0.6;0.9;-0.3;1.6;;;2.0;88.1;;;2.7;90.9;;;;;;;;;;;24543.0;76.4;406.0;12593.0;83.2;6451.0;15.9;1833.0;4619.0;;84.0;96.9;49.4;110.9;;;19044.0;;83.5
683;J Information and communication;2006;;;;;;;;;;;;;6.4;2.5;1.7;0.8;0.8;0.9;-0.1;3.1;;;3.8;91.4;;;3.9;94.5;;;;;;;;;;;25961.0;81.3;416.0;13304.0;86.4;6658.0;16.0;1935.0;4722.0;;86.0;96.7;54.2;110.3;;;19962.0;;86.2
684;J Information and communication;2007;;;;;;;;;;;;;8.4;3.2;2.8;0.3;1.0;1.2;-0.2;4.2;;;4.0;95.1;;;5.2;99.5;;;;;;;;;;;28443.0;88.1;434.0;14372.0;90.5;6649.0;15.3;2171.0;4479.0;;88.6;95.6;60.8;109.5;;;21021.0;;89.9
685;J Information and communication;2008;;;;;;;;;;;;;3.2;2.6;2.7;-0.1;1.1;1.3;-0.2;-0.6;;;-0.8;94.3;;;-0.3;99.2;;;;;;;;;;;29087.0;90.9;451.0;15440.0;94.0;7172.0;15.9;2406.0;4766.0;;91.7;95.1;68.6;108.4;;;22612.0;;93.2
686;J Information and communication;2009;;;;;;;;;;;;;-3.1;-0.4;-0.9;0.4;1.3;1.0;0.4;-4.0;;;-1.8;92.6;;;-7.0;92.2;;;;;;;;;;;27754.0;88.1;445.0;15719.0;93.4;7607.0;17.1;2521.0;5087.0;;95.5;100.4;74.8;110.3;;;23327.0;;94.1
687;J Information and communication;2010;;;;;;;;;;;;;-0.2;-1.1;-1.8;0.7;0.2;0.7;-0.5;0.6;;;2.5;94.9;;;-0.9;91.3;;;;;;;;;;;28023.0;87.9;434.0;15034.0;91.9;7217.0;16.6;2663.0;4554.0;;96.2;103.9;79.5;108.0;;;22251.0;;93.2
688;J Information and communication;2011;;;;;;;;;;;;;1.8;1.5;1.5;0.1;0.2;0.5;-0.4;0.1;;;-0.4;94.6;;;1.3;92.6;;;;;;;;;;;28043.0;89.5;443.0;15539.0;93.9;7458.0;16.8;2761.0;4698.0;;96.7;102.2;83.1;106.0;;;22998.0;;94.8
689;J Information and communication;2012;;;;;;;;;;;;;0.9;0.8;0.5;0.3;0.0;0.4;-0.4;0.0;;;0.1;94.7;;;0.8;93.3;;;;;;;;;;;27809.0;90.2;446.0;16048.0;95.1;7178.0;16.1;2678.0;4500.0;;96.8;101.5;85.9;104.1;;;23226.0;;95.6
690;J Information and communication;2013;;;;;;;;;;;;;2.0;-0.3;-0.6;0.2;0.0;0.3;-0.3;2.3;;;2.8;97.4;;;1.9;95.1;;;;;;;;;;;27820.0;92.0;443.0;15946.0;94.6;7423.0;16.8;2704.0;4719.0;;96.8;102.4;88.3;102.3;;;23369.0;;95.3
691;J Information and communication;2014;;;;;;;;;;;;;3.6;2.2;2.1;0.1;0.2;0.5;-0.2;1.2;;;0.6;97.9;;;2.9;97.8;;;;;;;;;;;28338.0;95.4;456.0;16230.0;97.6;7563.0;16.6;2807.0;4756.0;;97.5;100.1;91.8;101.2;;;23793.0;;97.6
692;J Information and communication;2015;;;;;;;;;;;;;4.9;1.7;1.8;-0.1;0.8;1.1;-0.2;2.4;;100.0;2.1;100.0;;100.0;2.2;100.0;54457.0;100.0;24988.0;357.0;4196.0;20435.0;100.0;100.0;100.0;100.0;29469.0;100.0;468.0;17119.0;100.0;7625.0;16.3;3073.0;4553.0;;100.0;100.0;100.0;100.0;;49733.0;24744.0;100.0;100.0
693;J Information and communication;2016;8.6;1.0;1.2;-0.2;1.0;1.1;-0.1;6.0;0.0;0.6;5.4;0.6;5.8;2.0;2.5;-0.4;2.1;2.3;-0.2;1.7;4.8;104.8;2.1;102.1;1.7;101.7;-0.9;99.1;59006.0;108.6;27897.0;330.0;4406.0;23161.0;111.9;106.7;106.5;113.1;31109.0;105.8;485.0;17945.0;102.9;7948.0;16.4;3581.0;4367.0;;106.7;103.1;118.2;99.0;;53790.0;25893.0;108.0;104.1
694;J Information and communication;2017;10.8;1.3;1.2;0.1;0.7;0.7;0.0;8.0;0.0;0.0;8.0;0.8;6.6;2.8;2.6;0.2;1.5;1.5;0.0;2.4;6.8;112.0;2.8;105.0;5.7;107.5;1.7;100.8;65044.0;120.3;32425.0;349.0;4403.0;27673.0;129.1;110.0;106.3;134.0;32619.0;112.8;503.0;19133.0;107.0;7705.0;15.3;3848.0;3856.0;;111.8;104.1;131.1;98.8;;59262.0;26837.0;118.8;108.5
695;J Information and communication;2018;7.0;1.2;1.1;0.1;0.2;0.1;0.1;5.1;0.0;-0.5;5.5;0.6;4.8;2.6;2.4;0.1;0.4;0.1;0.3;1.8;3.5;115.9;1.4;106.5;5.4;113.3;3.2;104.1;70521.0;128.7;35952.0;365.0;4143.0;31444.0;141.0;106.5;99.5;149.9;34569.0;118.2;520.0;20502.0;110.9;7969.0;15.3;3881.0;4088.0;;113.6;102.3;132.2;101.0;;64422.0;28470.0;126.4;111.8
696;J Information and communication;2019;6.4;1.2;1.4;-0.2;-0.5;-0.6;0.2;4.7;0.0;0.0;4.7;1.0;4.3;2.7;3.1;-0.3;-1.1;-1.5;0.4;2.7;2.1;118.3;0.0;106.5;10.7;125.5;8.5;113.0;76438.0;136.9;39765.0;397.0;4134.0;35234.0;152.9;111.5;98.8;164.4;36673.0;123.3;542.0;22189.0;115.0;8107.0;15.0;3657.0;4450.0;;109.2;94.3;118.1;103.5;;70061.0;30296.0;133.3;113.6
697;J Information and communication;2020;0.4;0.8;0.6;0.1;0.0;-0.1;0.1;-1.5;0.0;-0.2;-1.4;1.2;3.8;1.8;1.4;0.3;0.1;-0.2;0.2;2.0;-1.5;116.5;1.8;108.5;0.1;125.6;3.5;117.0;78008.0;137.5;38903.0;377.0;3943.0;34583.0;148.7;109.5;96.3;159.9;39105.0;128.0;553.0;22778.0;117.8;7844.0;14.2;3487.0;4357.0;;109.5;92.8;116.5;105.3;;69526.0;30623.0;132.3;115.7
698;J Information and communication;2021;-1.5;1.3;1.2;0.1;0.1;0.1;0.1;-4.5;0.1;0.2;-4.7;1.5;5.0;3.0;2.8;0.2;0.3;0.2;0.1;1.7;-5.0;110.6;1.2;109.8;-2.6;122.3;3.8;121.4;77665.0;135.4;36543.0;541.0;4134.0;31868.0;136.8;124.0;99.2;144.7;41122.0;134.4;573.0;25507.0;122.5;7755.0;13.5;3697.0;4058.0;;110.7;90.4;118.3;106.1;;69805.0;33262.0;128.2;119.4
699;J Information and communication;2022;2.8;1.9;2.0;-0.1;0.3;0.2;0.1;0.9;0.0;0.0;0.8;-0.3;3.8;4.0;4.2;-0.2;0.6;0.4;0.2;-0.8;-2.5;107.8;-1.6;108.1;0.2;122.5;1.1;122.8;81765.0;139.3;39036.0;909.0;4638.0;33489.0;139.1;129.5;99.9;147.3;42729.0;139.6;605.0;28152.0;129.0;8741.0;14.5;4111.0;4630.0;;113.7;88.0;122.3;108.3;;75930.0;36894.0;132.3;125.0
700;58-60 Publishing, movie, radio and  TV;1995;;;;;;;;;;;;;;;;;;;;;;;;92.9;;;;285.7;;;;;;;;;;;3069.0;106.1;98.0;2038.0;106.4;389.0;3.9;115.0;274.0;;37.2;32.5;12.1;73.9;;;2427.0;;89.0
701;58-60 Publishing, movie, radio and  TV;1996;;;;;;;;;;;;;2.3;2.8;1.2;1.6;1.1;0.9;0.2;-1.5;;;0.9;93.8;;;-4.2;273.8;;;;;;;;;;;3305.0;108.6;100.0;2113.0;109.9;374.0;3.7;113.0;261.0;;39.7;34.3;14.4;75.1;;;2486.0;;92.4
702;58-60 Publishing, movie, radio and  TV;1997;;;;;;;;;;;;;1.9;5.9;4.9;0.9;1.1;0.9;0.2;-5.1;;;-3.7;90.4;;;-4.9;260.3;;;;;;;;;;;3600.0;110.7;106.0;2272.0;117.5;401.0;3.8;131.0;270.0;;42.5;34.7;17.3;76.4;;;2673.0;;98.9
703;58-60 Publishing, movie, radio and  TV;1998;;;;;;;;;;;;;5.5;2.7;3.7;-0.9;1.6;1.2;0.3;1.2;;;1.1;91.4;;;-4.5;248.6;;;;;;;;;;;3782.0;116.7;110.0;2424.0;121.3;430.0;3.9;151.0;279.0;;47.0;36.7;21.7;78.8;;;2854.0;;103.1
704;58-60 Publishing, movie, radio and  TV;1999;;;;;;;;;;;;;2.9;3.4;1.7;1.7;1.8;1.4;0.4;-2.4;;;0.9;92.2;;;-8.2;228.2;;;;;;;;;;;4054.0;120.1;112.0;2631.0;126.2;434.0;3.9;158.0;276.0;;52.6;40.4;27.6;81.9;;;3065.0;;108.5
705;58-60 Publishing, movie, radio and  TV;2000;;;;;;;;;;;;;2.3;-1.9;-1.0;-0.9;1.5;1.2;0.3;2.7;;;3.5;95.4;;;-7.2;211.7;;;;;;;;;;;4276.0;122.8;111.0;2801.0;123.4;455.0;4.1;183.0;272.0;;58.0;45.1;33.9;84.5;;;3256.0;;108.0
706;58-60 Publishing, movie, radio and  TV;2001;;;;;;;;;;;;;-1.0;0.6;-0.6;1.3;1.3;0.9;0.3;-2.9;;;-0.2;95.1;;;-9.2;192.2;;;;;;;;;;;4409.0;121.6;110.0;2872.0;124.3;496.0;4.5;207.0;288.0;;63.3;49.5;39.4;88.0;;;3368.0;;110.1
707;58-60 Publishing, movie, radio and  TV;2002;;;;;;;;;;;;;2.9;-2.4;-3.4;1.0;0.9;0.6;0.4;4.4;;;7.1;101.9;;;-3.3;185.8;;;;;;;;;;;4730.0;125.1;106.0;2877.0;120.7;566.0;5.3;213.0;353.0;;67.4;54.9;43.0;91.9;;;3443.0;;108.5
708;58-60 Publishing, movie, radio and  TV;2003;;;;;;;;;;;;;-2.1;-1.5;-1.6;0.1;0.4;0.3;0.2;-1.0;;;-0.2;101.7;;;-4.6;177.3;;;;;;;;;;;4784.0;122.5;104.0;2957.0;118.6;570.0;5.5;201.0;369.0;;69.1;57.4;44.9;93.3;;;3527.0;;107.3
