ID;BedrijfstakkenBranchesSBI2008;Perioden;BedrijfsbestelautoS_1
0;A-U Alle economische activiteiten;2009;813713.0
1;A-U Alle economische activiteiten;2010;816526.0
2;A-U Alle economische activiteiten;2011;825140.0
3;A-U Alle economische activiteiten;2012;820267.0
4;A-U Alle economische activiteiten;2013;807748.0
5;A-U Alle economische activiteiten;2014;803562.0
6;A-U Alle economische activiteiten;2015;814774.0
7;A-U Alle economische activiteiten;2016;849655.0
8;A-U Alle economische activiteiten;2017;885466.0
9;A-U Alle economische activiteiten;2018;927625.0
10;A-U Alle economische activiteiten;2019;962468.0
11;A-U Alle economische activiteiten;2020;974839.0
12;A Landbouw, bosbouw en visserij;2009;45205.0
13;A Landbouw, bosbouw en visserij;2010;45994.0
14;A Landbouw, bosbouw en visserij;2011;46456.0
15;A Landbouw, bosbouw en visserij;2012;46517.0
16;A Landbouw, bosbouw en visserij;2013;46882.0
17;A Landbouw, bosbouw en visserij;2014;47544.0
18;A Landbouw, bosbouw en visserij;2015;49208.0
19;A Landbouw, bosbouw en visserij;2016;51101.0
20;A Landbouw, bosbouw en visserij;2017;53660.0
21;A Landbouw, bosbouw en visserij;2018;55768.0
22;A Landbouw, bosbouw en visserij;2019;56852.0
23;A Landbouw, bosbouw en visserij;2020;58128.0
24;01 Landbouw;2009;43863.0
25;01 Landbouw;2010;44580.0
26;01 Landbouw;2011;45025.0
27;01 Landbouw;2012;45101.0
28;01 Landbouw;2013;45451.0
29;01 Landbouw;2014;46134.0
30;01 Landbouw;2015;47681.0
31;01 Landbouw;2016;49558.0
32;01 Landbouw;2017;52106.0
33;01 Landbouw;2018;54188.0
34;01 Landbouw;2019;55230.0
35;01 Landbouw;2020;56519.0
36;011 Teelt van eenjarige gewassen;2009;9445.0
37;011 Teelt van eenjarige gewassen;2010;9584.0
38;011 Teelt van eenjarige gewassen;2011;9841.0
39;011 Teelt van eenjarige gewassen;2012;9801.0
40;011 Teelt van eenjarige gewassen;2013;9831.0
41;011 Teelt van eenjarige gewassen;2014;9819.0
42;011 Teelt van eenjarige gewassen;2015;10204.0
43;011 Teelt van eenjarige gewassen;2016;10624.0
44;011 Teelt van eenjarige gewassen;2017;10778.0
45;011 Teelt van eenjarige gewassen;2018;10890.0
46;011 Teelt van eenjarige gewassen;2019;10978.0
47;011 Teelt van eenjarige gewassen;2020;11078.0
48;012 Teelt van meerjarige gewassen;2009;1297.0
49;012 Teelt van meerjarige gewassen;2010;1402.0
50;012 Teelt van meerjarige gewassen;2011;1485.0
51;012 Teelt van meerjarige gewassen;2012;1494.0
52;012 Teelt van meerjarige gewassen;2013;1530.0
53;012 Teelt van meerjarige gewassen;2014;1526.0
54;012 Teelt van meerjarige gewassen;2015;1594.0
55;012 Teelt van meerjarige gewassen;2016;1684.0
56;012 Teelt van meerjarige gewassen;2017;1877.0
57;012 Teelt van meerjarige gewassen;2018;1969.0
58;012 Teelt van meerjarige gewassen;2019;2005.0
59;012 Teelt van meerjarige gewassen;2020;2110.0
60;013 Teelt van bloembollen en sierplanten;2009;5482.0
61;013 Teelt van bloembollen en sierplanten;2010;5537.0
