ID;Voertuigsoort;BedrijfstakkenBranchesSBI2008;KenmerkenVrachtautoSEnTrekkers;Perioden;VoertuigenInGebruik_1
5876;Vrachtauto (excl. trekker voor oplegger);B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: onbekend;2020;0
5877;Vrachtauto (excl. trekker voor oplegger);B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: onbekend;2021;0
5878;Vrachtauto (excl. trekker voor oplegger);B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: onbekend;2022;0
5879;Vrachtauto (excl. trekker voor oplegger);B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: onbekend;2023;0
5880;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Totaal;2018;35077
5881;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Totaal;2019;35416
5882;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Totaal;2020;34394
5883;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Totaal;2021;33776
5884;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Totaal;2022;33710
5885;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Totaal;2023;34598
5886;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;leeftijd: jonger dan 1 jaar;2018;3014
5887;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;leeftijd: jonger dan 1 jaar;2019;2899
5888;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;leeftijd: jonger dan 1 jaar;2020;1997
5889;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;leeftijd: jonger dan 1 jaar;2021;1925
5890;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;leeftijd: jonger dan 1 jaar;2022;1999
5891;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;leeftijd: jonger dan 1 jaar;2023;3106
5892;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 1 of 2 jaar;2018;4964
5893;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 1 of 2 jaar;2019;5254
5894;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 1 of 2 jaar;2020;5740
5895;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 1 of 2 jaar;2021;4764
5896;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 1 of 2 jaar;2022;3811
5897;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 1 of 2 jaar;2023;3866
5898;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 3 of 4 jaar;2018;3735
5899;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 3 of 4 jaar;2019;4734
5900;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 3 of 4 jaar;2020;5004
5901;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 3 of 4 jaar;2021;5398
5902;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 3 of 4 jaar;2022;5774
5903;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 3 of 4 jaar;2023;4939
5904;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 5 of 6 jaar;2018;4135
5905;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 5 of 6 jaar;2019;3733
5906;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 5 of 6 jaar;2020;3754
5907;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 5 of 6 jaar;2021;4722
5908;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 5 of 6 jaar;2022;5140
5909;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 5 of 6 jaar;2023;5451
5910;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 7 of 8 jaar;2018;4040
5911;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 7 of 8 jaar;2019;4030
5912;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 7 of 8 jaar;2020;3754
5913;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 7 of 8 jaar;2021;3366
5914;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 7 of 8 jaar;2022;3552
5915;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 7 of 8 jaar;2023;4528
5916;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 9 tot 12 jaar;2018;6687
5917;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 9 tot 12 jaar;2019;6164
5918;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 9 tot 12 jaar;2020;5103
5919;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 9 tot 12 jaar;2021;4535
5920;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 9 tot 12 jaar;2022;4402
5921;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 9 tot 12 jaar;2023;3976
5922;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 12 tot 15 jaar;2018;3159
5923;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 12 tot 15 jaar;2019;3476
5924;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 12 tot 15 jaar;2020;4163
5925;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 12 tot 15 jaar;2021;4020
5926;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 12 tot 15 jaar;2022;3762
5927;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 12 tot 15 jaar;2023;3144
5928;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 15 tot 20 jaar;2018;2727
5929;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 15 tot 20 jaar;2019;2476
5930;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 15 tot 20 jaar;2020;2277
5931;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 15 tot 20 jaar;2021;2440
5932;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 15 tot 20 jaar;2022;2597
5933;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 15 tot 20 jaar;2023;3013
5934;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 20 jaar of ouder;2018;2616
5935;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 20 jaar of ouder;2019;2650
5936;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 20 jaar of ouder;2020;2602
5937;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 20 jaar of ouder;2021;2606
5938;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 20 jaar of ouder;2022;2673
5939;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Leeftijd: 20 jaar of ouder;2023;2575
5940;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 0;2018;1377
5941;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 0;2019;1257
5942;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 0;2020;1115
5943;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 0;2021;1060
5944;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 0;2022;1018
5945;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 0;2023;983
5946;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 1;2018;479
5947;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 1;2019;379
5948;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 1;2020;329
5949;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 1;2021;280
5950;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 1;2022;235
5951;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 1;2023;198
5952;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 2;2018;1802
5953;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 2;2019;1513
5954;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 2;2020;1229
5955;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 2;2021;1006
5956;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 2;2022;878
5957;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 2;2023;737
5958;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 3;2018;4159
5959;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 3;2019;3420
5960;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 3;2020;2805
5961;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 3;2021;2301
5962;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 3;2022;1979
5963;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 3;2023;1674
5964;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 4;2018;2351
5965;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 4;2019;2064
5966;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 4;2020;1698
5967;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 4;2021;1417
5968;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 4;2022;1209
5969;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 4;2023;995
5970;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 5 en EEV;2018;12546
5971;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 5 en EEV;2019;11561
5972;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 5 en EEV;2020;10120
5973;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 5 en EEV;2021;8730
5974;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 5 en EEV;2022;7586
5975;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 5 en EEV;2023;6241
5976;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 6;2018;12363
5977;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 6;2019;15222
5978;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 6;2020;17098
5979;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 6;2021;18982
5980;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 6;2022;20805
5981;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: euro 6;2023;23770
5982;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: onbekend;2018;0
5983;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: onbekend;2019;0
5984;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: onbekend;2020;0
5985;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: onbekend;2021;0
5986;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: onbekend;2022;0
5987;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Milieuklasse: onbekend;2023;0
5988;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: tot 7 000 kg;2018;11688
5989;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: tot 7 000 kg;2019;11637
5990;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: tot 7 000 kg;2020;11215
5991;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: tot 7 000 kg;2021;10948
5992;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: tot 7 000 kg;2022;10758
5993;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: tot 7 000 kg;2023;11068
5994;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 7 000 tot 12 000 kg;2018;10837
5995;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 7 000 tot 12 000 kg;2019;10979
5996;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 7 000 tot 12 000 kg;2020;10675
5997;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 7 000 tot 12 000 kg;2021;10449
5998;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 7 000 tot 12 000 kg;2022;10541
5999;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 7 000 tot 12 000 kg;2023;11010
6000;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 12 000 tot 18 000 kg;2018;9256
6001;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 12 000 tot 18 000 kg;2019;9334
6002;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 12 000 tot 18 000 kg;2020;9096
6003;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 12 000 tot 18 000 kg;2021;9056
6004;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 12 000 tot 18 000 kg;2022;9097
6005;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 12 000 tot 18 000 kg;2023;9264
6006;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 18 000 tot 40 000 kg;2018;3265
6007;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 18 000 tot 40 000 kg;2019;3445
6008;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 18 000 tot 40 000 kg;2020;3387
6009;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 18 000 tot 40 000 kg;2021;3301
6010;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 18 000 tot 40 000 kg;2022;3293
6011;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 18 000 tot 40 000 kg;2023;3236
6012;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 40 000 kg of meer;2018;17
6013;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 40 000 kg of meer;2019;14
6014;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 40 000 kg of meer;2020;12
6015;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 40 000 kg of meer;2021;12
6016;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 40 000 kg of meer;2022;12
6017;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: 40 000 kg of meer;2023;12
6018;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: onbekend;2018;14
6019;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: onbekend;2019;7
6020;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: onbekend;2020;9
6021;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: onbekend;2021;10
6022;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: onbekend;2022;9
6023;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Laadvermogen: onbekend;2023;8
6024;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: tot 10000 kg;2018;4389
6025;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: tot 10000 kg;2019;4296
6026;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: tot 10000 kg;2020;4040
6027;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: tot 10000 kg;2021;3840
6028;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: tot 10000 kg;2022;3696
6029;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: tot 10000 kg;2023;4160
6030;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: 10000 tot 20000 kg;2018;16352
6031;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: 10000 tot 20000 kg;2019;16460
6032;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: 10000 tot 20000 kg;2020;16015
6033;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: 10000 tot 20000 kg;2021;15676
6034;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: 10000 tot 20000 kg;2022;15671
6035;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: 10000 tot 20000 kg;2023;15828
6036;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: 20000 kg of meer;2018;14322
6037;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: 20000 kg of meer;2019;14653
6038;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: 20000 kg of meer;2020;14330
6039;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: 20000 kg of meer;2021;14251
6040;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: 20000 kg of meer;2022;14335
6041;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: 20000 kg of meer;2023;14603
6042;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: onbekend;2018;14
6043;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: onbekend;2019;7
6044;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: onbekend;2020;9
6045;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: onbekend;2021;9
6046;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: onbekend;2022;8
6047;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Gewicht volle wagen: onbekend;2023;7
6048;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 0 tot 210 cm;2018;301
6049;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 0 tot 210 cm;2019;379
6050;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 0 tot 210 cm;2020;332
6051;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 0 tot 210 cm;2021;348
6052;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 0 tot 210 cm;2022;346
6053;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 0 tot 210 cm;2023;1025
6054;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 210 tot 240 cm;2018;2759
6055;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 210 tot 240 cm;2019;2664
6056;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 210 tot 240 cm;2020;2536
6057;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 210 tot 240 cm;2021;2393
6058;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 210 tot 240 cm;2022;2308
6059;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 210 tot 240 cm;2023;2196
6060;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 240 tot 250 cm;2018;1911
6061;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 240 tot 250 cm;2019;1837
6062;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 240 tot 250 cm;2020;1668
6063;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 240 tot 250 cm;2021;1583
6064;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 240 tot 250 cm;2022;1529
6065;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 240 tot 250 cm;2023;1461
6066;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 250 tot 255 cm;2018;7628
6067;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 250 tot 255 cm;2019;7211
6068;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 250 tot 255 cm;2020;6568
6069;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 250 tot 255 cm;2021;6043
6070;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 250 tot 255 cm;2022;5677
6071;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 250 tot 255 cm;2023;5361
6072;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 255 tot 260 cm;2018;17219
6073;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 255 tot 260 cm;2019;17830
6074;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 255 tot 260 cm;2020;17871
6075;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 255 tot 260 cm;2021;18047
6076;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 255 tot 260 cm;2022;18471
6077;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 255 tot 260 cm;2023;18781
6078;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 260 cm of meer;2018;5259
6079;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 260 cm of meer;2019;5495
6080;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 260 cm of meer;2020;5419
6081;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 260 cm of meer;2021;5362
6082;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 260 cm of meer;2022;5379
6083;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: 260 cm of meer;2023;5774
6084;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: onbekend;2018;0
6085;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: onbekend;2019;0
6086;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: onbekend;2020;0
6087;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: onbekend;2021;0
6088;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: onbekend;2022;0
6089;Vrachtauto (excl. trekker voor oplegger);G-I Handel, vervoer en horeca;Voertuigbreedte: onbekend;2023;0
6090;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Totaal;2018;5272
6091;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Totaal;2019;5388
6092;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Totaal;2020;5427
6093;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Totaal;2021;5133
6094;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Totaal;2022;5317
6095;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Totaal;2023;5351
