ID;Voertuigsoort;BedrijfstakkenBranchesSBI2008;KenmerkenVrachtautoSEnTrekkers;Perioden;VoertuigenInGebruik_1
965;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Laadvermogen: 12 000 tot 18 000 kg;2023;556
966;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Laadvermogen: 18 000 tot 40 000 kg;2018;133
967;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Laadvermogen: 18 000 tot 40 000 kg;2019;159
968;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Laadvermogen: 18 000 tot 40 000 kg;2020;174
969;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Laadvermogen: 18 000 tot 40 000 kg;2021;184
970;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Laadvermogen: 18 000 tot 40 000 kg;2022;188
971;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Laadvermogen: 18 000 tot 40 000 kg;2023;208
972;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Laadvermogen: 40 000 kg of meer;2018;144
973;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Laadvermogen: 40 000 kg of meer;2019;146
974;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Laadvermogen: 40 000 kg of meer;2020;171
975;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Laadvermogen: 40 000 kg of meer;2021;157
976;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Laadvermogen: 40 000 kg of meer;2022;162
977;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Laadvermogen: 40 000 kg of meer;2023;170
978;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Laadvermogen: onbekend;2018;0
979;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Laadvermogen: onbekend;2019;1
980;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Laadvermogen: onbekend;2020;0
981;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Laadvermogen: onbekend;2021;0
982;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Laadvermogen: onbekend;2022;1
983;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Laadvermogen: onbekend;2023;0
984;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: tot 10000 kg;2018;889
985;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: tot 10000 kg;2019;945
986;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: tot 10000 kg;2020;1037
987;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: tot 10000 kg;2021;1080
988;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: tot 10000 kg;2022;1081
989;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: tot 10000 kg;2023;1214
990;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: 10000 tot 20000 kg;2018;898
991;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: 10000 tot 20000 kg;2019;869
992;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: 10000 tot 20000 kg;2020;872
993;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: 10000 tot 20000 kg;2021;833
994;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: 10000 tot 20000 kg;2022;831
995;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: 10000 tot 20000 kg;2023;827
996;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: 20000 kg of meer;2018;883
997;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: 20000 kg of meer;2019;936
998;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: 20000 kg of meer;2020;989
999;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: 20000 kg of meer;2021;995
1000;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: 20000 kg of meer;2022;995
1001;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: 20000 kg of meer;2023;1066
1002;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: onbekend;2018;0
1003;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: onbekend;2019;0
1004;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: onbekend;2020;0
1005;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: onbekend;2021;0
1006;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: onbekend;2022;0
1007;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: onbekend;2023;0
1008;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 0 tot 210 cm;2018;323
1009;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 0 tot 210 cm;2019;357
1010;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 0 tot 210 cm;2020;430
1011;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 0 tot 210 cm;2021;456
1012;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 0 tot 210 cm;2022;453
1013;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 0 tot 210 cm;2023;524
1014;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 210 tot 240 cm;2018;548
1015;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 210 tot 240 cm;2019;571
1016;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 210 tot 240 cm;2020;588
1017;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 210 tot 240 cm;2021;604
1018;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 210 tot 240 cm;2022;611
1019;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 210 tot 240 cm;2023;672
1020;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 240 tot 250 cm;2018;136
1021;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 240 tot 250 cm;2019;137
1022;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 240 tot 250 cm;2020;118
1023;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 240 tot 250 cm;2021;121
1024;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 240 tot 250 cm;2022;125
1025;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 240 tot 250 cm;2023;127
1026;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 250 tot 255 cm;2018;697
1027;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 250 tot 255 cm;2019;651
1028;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 250 tot 255 cm;2020;617
1029;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 250 tot 255 cm;2021;570
1030;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 250 tot 255 cm;2022;548
1031;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 250 tot 255 cm;2023;548
1032;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 255 tot 260 cm;2018;936
1033;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 255 tot 260 cm;2019;1000
1034;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 255 tot 260 cm;2020;1104
1035;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 255 tot 260 cm;2021;1124
1036;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 255 tot 260 cm;2022;1133
1037;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 255 tot 260 cm;2023;1207
1038;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 260 cm of meer;2018;29
1039;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 260 cm of meer;2019;33
1040;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 260 cm of meer;2020;40
1041;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 260 cm of meer;2021;32
1042;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 260 cm of meer;2022;36
1043;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: 260 cm of meer;2023;28
1044;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: onbekend;2018;1
1045;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: onbekend;2019;1
1046;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: onbekend;2020;1
1047;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: onbekend;2021;1
1048;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: onbekend;2022;1
1049;Vrachtauto's en trekkers voor oplegger;O-Q Overheid en zorg;Voertuigbreedte: onbekend;2023;1
1050;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Totaal;2018;3210
1051;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Totaal;2019;3182
1052;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Totaal;2020;3283
1053;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Totaal;2021;2918
1054;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Totaal;2022;3190
1055;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Totaal;2023;3280
1056;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;leeftijd: jonger dan 1 jaar;2018;134
1057;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;leeftijd: jonger dan 1 jaar;2019;162
1058;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;leeftijd: jonger dan 1 jaar;2020;127
1059;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;leeftijd: jonger dan 1 jaar;2021;69
1060;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;leeftijd: jonger dan 1 jaar;2022;111
1061;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;leeftijd: jonger dan 1 jaar;2023;136
1062;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 1 of 2 jaar;2018;249
1063;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 1 of 2 jaar;2019;249
1064;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 1 of 2 jaar;2020;309
1065;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 1 of 2 jaar;2021;302
1066;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 1 of 2 jaar;2022;209
1067;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 1 of 2 jaar;2023;196
1068;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 3 of 4 jaar;2018;224
1069;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 3 of 4 jaar;2019;254
1070;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 3 of 4 jaar;2020;285
1071;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 3 of 4 jaar;2021;249
1072;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 3 of 4 jaar;2022;393
1073;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 3 of 4 jaar;2023;333
1074;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 5 of 6 jaar;2018;276
1075;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 5 of 6 jaar;2019;267
1076;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 5 of 6 jaar;2020;254
1077;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 5 of 6 jaar;2021;239
1078;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 5 of 6 jaar;2022;261
1079;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 5 of 6 jaar;2023;369
1080;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 7 of 8 jaar;2018;239
1081;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 7 of 8 jaar;2019;234
1082;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 7 of 8 jaar;2020;254
1083;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 7 of 8 jaar;2021;195
1084;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 7 of 8 jaar;2022;248
1085;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 7 of 8 jaar;2023;262
1086;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 9 tot 12 jaar;2018;480
1087;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 9 tot 12 jaar;2019;354
1088;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 9 tot 12 jaar;2020;314
1089;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 9 tot 12 jaar;2021;243
1090;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 9 tot 12 jaar;2022;289
1091;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 9 tot 12 jaar;2023;324
1092;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 12 tot 15 jaar;2018;309
1093;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 12 tot 15 jaar;2019;375
1094;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 12 tot 15 jaar;2020;445
1095;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 12 tot 15 jaar;2021;382
1096;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 12 tot 15 jaar;2022;315
1097;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 12 tot 15 jaar;2023;251
1098;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 15 tot 20 jaar;2018;482
1099;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 15 tot 20 jaar;2019;453
1100;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 15 tot 20 jaar;2020;436
1101;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 15 tot 20 jaar;2021;402
1102;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 15 tot 20 jaar;2022;491
1103;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 15 tot 20 jaar;2023;540
1104;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 20 jaar of ouder;2018;817
1105;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 20 jaar of ouder;2019;834
1106;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 20 jaar of ouder;2020;859
1107;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 20 jaar of ouder;2021;837
1108;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 20 jaar of ouder;2022;873
1109;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Leeftijd: 20 jaar of ouder;2023;869
1110;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 0;2018;473
1111;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 0;2019;431
1112;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 0;2020;397
1113;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 0;2021;339
1114;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 0;2022;335
1115;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 0;2023;315
1116;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 1;2018;150
1117;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 1;2019;139
1118;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 1;2020;129
1119;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 1;2021;115
1120;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 1;2022;112
1121;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 1;2023;94
1122;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 2;2018;420
1123;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 2;2019;379
1124;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 2;2020;346
1125;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 2;2021;305
1126;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 2;2022;285
1127;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 2;2023;262
1128;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 3;2018;507
1129;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 3;2019;489
1130;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 3;2020;481
1131;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 3;2021;416
1132;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 3;2022;426
1133;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 3;2023;407
1134;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 4;2018;218
1135;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 4;2019;201
1136;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 4;2020;196
1137;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 4;2021;191
1138;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 4;2022;191
1139;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 4;2023;179
1140;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 5 en EEV;2018;809
1141;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 5 en EEV;2019;738
1142;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 5 en EEV;2020;738
1143;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 5 en EEV;2021;595
1144;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 5 en EEV;2022;612
1145;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 5 en EEV;2023;594
1146;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 6;2018;633
1147;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 6;2019;805
1148;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 6;2020;996
1149;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 6;2021;957
1150;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 6;2022;1229
1151;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: euro 6;2023;1429
1152;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: onbekend;2018;0
1153;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: onbekend;2019;0
1154;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: onbekend;2020;0
1155;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: onbekend;2021;0
1156;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: onbekend;2022;0
1157;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Milieuklasse: onbekend;2023;0
1158;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: tot 7 000 kg;2018;1448
1159;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: tot 7 000 kg;2019;1379
1160;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: tot 7 000 kg;2020;1382
1161;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: tot 7 000 kg;2021;1307
1162;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: tot 7 000 kg;2022;1342
1163;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: tot 7 000 kg;2023;1335
1164;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 7 000 tot 12 000 kg;2018;800
1165;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 7 000 tot 12 000 kg;2019;811
1166;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 7 000 tot 12 000 kg;2020;822
1167;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 7 000 tot 12 000 kg;2021;741
1168;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 7 000 tot 12 000 kg;2022;781
1169;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 7 000 tot 12 000 kg;2023;792
1170;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 12 000 tot 18 000 kg;2018;180
1171;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 12 000 tot 18 000 kg;2019;191
1172;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 12 000 tot 18 000 kg;2020;193
1173;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 12 000 tot 18 000 kg;2021;172
1174;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 12 000 tot 18 000 kg;2022;184
1175;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 12 000 tot 18 000 kg;2023;199
1176;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 18 000 tot 40 000 kg;2018;260
1177;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 18 000 tot 40 000 kg;2019;278
1178;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 18 000 tot 40 000 kg;2020;283
1179;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 18 000 tot 40 000 kg;2021;244
1180;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 18 000 tot 40 000 kg;2022;310
1181;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 18 000 tot 40 000 kg;2023;369
1182;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 40 000 kg of meer;2018;519
1183;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 40 000 kg of meer;2019;518
1184;Vrachtauto's en trekkers voor oplegger;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 40 000 kg of meer;2020;597
