ID;TypeOfNonFinancialAsset;Sector;Year;OpeningBalanceSheet_1;Revaluation_2;CapitalFormation_3;OtherChangesInVolume_4;StatisticalDiscrepancy_5;ClosingBalanceSheet_6;VolumeIndices2015100_7
4427;AN2111A Land beneath dwellings;Households including NPISHs;1998;168869.0;45067.0;791.0;5736.0;0.0;220464;78.8
4428;AN2111A Land beneath dwellings;Households including NPISHs;1999;220464.0;78907.0;1012.0;6784.0;0.0;307167;80.8
4429;AN2111A Land beneath dwellings;Households including NPISHs;2000;307167.0;102523.0;1648.0;5998.0;0.0;417337;82.3
4430;AN2111A Land beneath dwellings;Households including NPISHs;2001;417337.0;64884.0;1490.0;4242.0;0.0;487952;83.3
4431;AN2111A Land beneath dwellings;Households including NPISHs;2002;487952.0;32988.0;1793.0;5802.0;0.0;528535;84.5
4432;AN2111A Land beneath dwellings;Households including NPISHs;2003;528535.0;13602.0;969.0;8378.0;0.0;551485;86.0
4433;AN2111A Land beneath dwellings;Households including NPISHs;2004;551485.0;30037.0;1824.0;7464.0;0.0;590810;87.4
4434;AN2111A Land beneath dwellings;Households including NPISHs;2005;590810.0;30523.0;2465.0;6577.0;0.0;630375;88.6
4435;AN2111A Land beneath dwellings;Households including NPISHs;2006;630375.0;34135.0;1799.0;7953.0;0.0;674261;89.9
4436;AN2111A Land beneath dwellings;Households including NPISHs;2007;674261.0;43101.0;2215.0;9372.0;0.0;728948;91.4
4437;AN2111A Land beneath dwellings;Households including NPISHs;2008;728948.0;22168.0;887.0;5872.0;0.0;757875;92.2
4438;AN2111A Land beneath dwellings;Households including NPISHs;2009;757875.0;-65734.0;690.0;6451.0;0.0;699282;93.2
4439;AN2111A Land beneath dwellings;Households including NPISHs;2010;699282.0;-38914.0;1891.0;3992.0;0.0;666251;94.0
4440;AN2111A Land beneath dwellings;Households including NPISHs;2011;666251.0;-18826.0;1427.0;5481.0;0.0;654333;95.0
4441;AN2111A Land beneath dwellings;Households including NPISHs;2012;654333.0;-78545.0;1084.0;3945.0;0.0;580817;95.8
4442;AN2111A Land beneath dwellings;Households including NPISHs;2013;580817.0;-72583.0;1022.0;6311.0;0.0;515567;97.2
4443;AN2111A Land beneath dwellings;Households including NPISHs;2014;515567.0;29993.0;1748.0;6796.0;0.0;554105;98.7
4444;AN2111A Land beneath dwellings;Households including NPISHs;2015;554105.0;53988.0;1771.0;6043.0;0.0;615907;100.0
4445;AN2111A Land beneath dwellings;Households including NPISHs;2016;615907.0;70081.0;2439.0;5719.0;0.0;694146;101.2
4446;AN2111A Land beneath dwellings;Households including NPISHs;2017;694146.0;103792.0;1665.0;6302.0;1.0;805906;102.2
4447;AN2111A Land beneath dwellings;Households including NPISHs;2018;805906.0;100998.0;2949.0;7258.0;-1.0;917110;103.3
4448;AN2111A Land beneath dwellings;Households including NPISHs;2019;917110.0;71724.0;3023.0;9741.0;1.0;1001599;104.7
4449;AN2111A Land beneath dwellings;Households including NPISHs;2020;1001599.0;91511.0;2789.0;10530.0;0.0;1106429;106.0
4450;AN2111A Land beneath dwellings;Households including NPISHs;2021;1106429.0;250399.0;2053.0;10167.0;0.0;1369048;106.9
4451;AN2111A Land beneath dwellings;Households including NPISHs;2022;1369048.0;260810.0;1827.0;12548.0;0.0;1644233;107.9
4452;AN2111A Land beneath dwellings;Households;1995;84084.0;1682.0;228.0;1342.0;0.0;87335;73.2
4453;AN2111A Land beneath dwellings;Households;1996;87335.0;30922.0;433.0;2307.0;0.0;120997;74.9
4454;AN2111A Land beneath dwellings;Households;1997;120997.0;44432.0;584.0;2856.0;0.0;168869;76.4
4455;AN2111A Land beneath dwellings;Households;1998;168869.0;45067.0;791.0;5736.0;0.0;220464;78.8
4456;AN2111A Land beneath dwellings;Households;1999;220464.0;78907.0;1012.0;6784.0;0.0;307167;80.8
4457;AN2111A Land beneath dwellings;Households;2000;307167.0;102523.0;1648.0;5998.0;0.0;417337;82.3
4458;AN2111A Land beneath dwellings;Households;2001;417337.0;64884.0;1490.0;4242.0;0.0;487952;83.3
4459;AN2111A Land beneath dwellings;Households;2002;487952.0;32988.0;1793.0;5802.0;0.0;528535;84.5
4460;AN2111A Land beneath dwellings;Households;2003;528535.0;13602.0;969.0;8378.0;0.0;551485;86.0
4461;AN2111A Land beneath dwellings;Households;2004;551485.0;30037.0;1824.0;7464.0;0.0;590810;87.4
4462;AN2111A Land beneath dwellings;Households;2005;590810.0;30523.0;2465.0;6577.0;0.0;630375;88.6
4463;AN2111A Land beneath dwellings;Households;2006;630375.0;34135.0;1799.0;7953.0;0.0;674261;89.9
4464;AN2111A Land beneath dwellings;Households;2007;674261.0;43101.0;2215.0;9372.0;0.0;728948;91.4
4465;AN2111A Land beneath dwellings;Households;2008;728948.0;22168.0;887.0;5872.0;0.0;757875;92.2
4466;AN2111A Land beneath dwellings;Households;2009;757875.0;-65734.0;690.0;6451.0;0.0;699282;93.2
4467;AN2111A Land beneath dwellings;Households;2010;699282.0;-38914.0;1891.0;3992.0;0.0;666251;94.0
4468;AN2111A Land beneath dwellings;Households;2011;666251.0;-18826.0;1427.0;5481.0;0.0;654333;95.0
4469;AN2111A Land beneath dwellings;Households;2012;654333.0;-78545.0;1084.0;3945.0;0.0;580817;95.8
4470;AN2111A Land beneath dwellings;Households;2013;580817.0;-72583.0;1022.0;6311.0;0.0;515567;97.2
4471;AN2111A Land beneath dwellings;Households;2014;515567.0;29993.0;1748.0;6796.0;0.0;554105;98.7
4472;AN2111A Land beneath dwellings;Households;2015;554105.0;53988.0;1771.0;6043.0;0.0;615907;100.0
4473;AN2111A Land beneath dwellings;Households;2016;615907.0;70081.0;2439.0;5719.0;0.0;694146;101.2
4474;AN2111A Land beneath dwellings;Households;2017;694146.0;103792.0;1665.0;6302.0;1.0;805906;102.2
4475;AN2111A Land beneath dwellings;Households;2018;805906.0;100998.0;2949.0;7258.0;-1.0;917110;103.3
4476;AN2111A Land beneath dwellings;Households;2019;917110.0;71724.0;3023.0;9741.0;1.0;1001599;104.7
4477;AN2111A Land beneath dwellings;Households;2020;1001599.0;91511.0;2789.0;10530.0;0.0;1106429;106.0
4478;AN2111A Land beneath dwellings;Households;2021;1106429.0;250399.0;2053.0;10167.0;0.0;1369048;106.9
4479;AN2111A Land beneath dwellings;Households;2022;1369048.0;260810.0;1827.0;12548.0;0.0;1644233;107.9
4480;AN2111A Land beneath dwellings;Non-profit institutions serv. households;1995;0.0;0.0;0.0;0.0;0.0;0;
4481;AN2111A Land beneath dwellings;Non-profit institutions serv. households;1996;0.0;0.0;0.0;0.0;0.0;0;
4482;AN2111A Land beneath dwellings;Non-profit institutions serv. households;1997;0.0;0.0;0.0;0.0;0.0;0;
4483;AN2111A Land beneath dwellings;Non-profit institutions serv. households;1998;0.0;0.0;0.0;0.0;0.0;0;
4484;AN2111A Land beneath dwellings;Non-profit institutions serv. households;1999;0.0;0.0;0.0;0.0;0.0;0;
4485;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2000;0.0;0.0;0.0;0.0;0.0;0;
4486;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2001;0.0;0.0;0.0;0.0;0.0;0;
4487;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2002;0.0;0.0;0.0;0.0;0.0;0;
4488;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2003;0.0;0.0;0.0;0.0;0.0;0;
4489;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2004;0.0;0.0;0.0;0.0;0.0;0;
4490;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2005;0.0;0.0;0.0;0.0;0.0;0;
4491;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2006;0.0;0.0;0.0;0.0;0.0;0;
4492;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2007;0.0;0.0;0.0;0.0;0.0;0;
4493;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2008;0.0;0.0;0.0;0.0;0.0;0;
4494;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2009;0.0;0.0;0.0;0.0;0.0;0;
4495;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2010;0.0;0.0;0.0;0.0;0.0;0;
4496;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2011;0.0;0.0;0.0;0.0;0.0;0;
4497;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2012;0.0;0.0;0.0;0.0;0.0;0;
4498;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2013;0.0;0.0;0.0;0.0;0.0;0;
4499;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2014;0.0;0.0;0.0;0.0;0.0;0;
4500;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2015;0.0;0.0;0.0;0.0;0.0;0;
4501;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2016;0.0;0.0;0.0;0.0;0.0;0;
4502;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2017;0.0;0.0;0.0;0.0;0.0;0;
4503;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2018;0.0;0.0;0.0;0.0;0.0;0;
4504;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2019;0.0;0.0;0.0;0.0;0.0;0;
4505;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2020;0.0;0.0;0.0;0.0;0.0;0;
4506;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2021;0.0;0.0;0.0;0.0;0.0;0;
4507;AN2111A Land beneath dwellings;Non-profit institutions serv. households;2022;0.0;0.0;0.0;0.0;0.0;0;
4508;AN2111B Land beneath non-resid. Building;Total all sectors;1995;82956.0;889.0;0.0;579.0;0.0;84426;77.3
4509;AN2111B Land beneath non-resid. Building;Total all sectors;1996;84426.0;3202.0;0.0;863.0;0.0;88492;78.0
4510;AN2111B Land beneath non-resid. Building;Total all sectors;1997;88492.0;6683.0;1.0;951.0;0.0;96124;78.8
4511;AN2111B Land beneath non-resid. Building;Total all sectors;1998;96124.0;4571.0;1.0;1232.0;0.0;101928;79.8
4512;AN2111B Land beneath non-resid. Building;Total all sectors;1999;101928.0;11222.0;0.0;1494.0;0.0;114644;80.8
4513;AN2111B Land beneath non-resid. Building;Total all sectors;2000;114644.0;8212.0;0.0;1920.0;0.0;124776;82.1
4514;AN2111B Land beneath non-resid. Building;Total all sectors;2001;124776.0;-22.0;1.0;2197.0;0.0;126951;83.5
4515;AN2111B Land beneath non-resid. Building;Total all sectors;2002;126951.0;825.0;0.0;2206.0;0.0;129983;85.0
4516;AN2111B Land beneath non-resid. Building;Total all sectors;2003;129983.0;-2995.0;0.0;1942.0;0.0;128930;86.3
4517;AN2111B Land beneath non-resid. Building;Total all sectors;2004;128930.0;-1887.0;0.0;1661.0;0.0;128705;87.4
4518;AN2111B Land beneath non-resid. Building;Total all sectors;2005;128705.0;4779.0;0.0;1651.0;0.0;135136;88.5
4519;AN2111B Land beneath non-resid. Building;Total all sectors;2006;135136.0;-4751.0;1.0;1664.0;0.0;132052;89.6
4520;AN2111B Land beneath non-resid. Building;Total all sectors;2007;132052.0;16112.0;0.0;2050.0;0.0;150213;90.8
4521;AN2111B Land beneath non-resid. Building;Total all sectors;2008;150213.0;-8104.0;0.0;2667.0;0.0;144776;92.5
4522;AN2111B Land beneath non-resid. Building;Total all sectors;2009;144776.0;-7966.0;0.0;2436.0;0.0;139247;94.2
4523;AN2111B Land beneath non-resid. Building;Total all sectors;2010;139247.0;-10382.0;0.0;1679.0;0.0;130545;95.4
4524;AN2111B Land beneath non-resid. Building;Total all sectors;2011;130545.0;-11513.0;0.0;1637.0;0.0;120666;96.7
4525;AN2111B Land beneath non-resid. Building;Total all sectors;2012;120666.0;-14225.0;0.0;1083.0;0.0;107525;97.7
4526;AN2111B Land beneath non-resid. Building;Total all sectors;2013;107525.0;-10737.0;0.0;842.0;0.0;97629;98.6
4527;AN2111B Land beneath non-resid. Building;Total all sectors;2014;97629.0;-693.0;-1.0;702.0;0.0;97639;99.3
4528;AN2111B Land beneath non-resid. Building;Total all sectors;2015;97639.0;1586.0;0.0;714.0;0.0;99939;100.0
4529;AN2111B Land beneath non-resid. Building;Total all sectors;2016;99939.0;7941.0;0.0;792.0;-2.0;108671;100.7
4530;AN2111B Land beneath non-resid. Building;Total all sectors;2017;108671.0;7573.0;0.0;276.0;-1.0;116520;101.0
4531;AN2111B Land beneath non-resid. Building;Total all sectors;2018;116520.0;5892.0;0.0;624.0;1.0;123038;101.5
4532;AN2111B Land beneath non-resid. Building;Total all sectors;2019;123038.0;-1500.0;0.0;1254.0;0.0;122793;102.5
4533;AN2111B Land beneath non-resid. Building;Total all sectors;2020;122793.0;1285.0;0.0;1434.0;1.0;125511;103.7
4534;AN2111B Land beneath non-resid. Building;Total all sectors;2021;125511.0;4875.0;0.0;1286.0;-1.0;131672;104.7
4535;AN2111B Land beneath non-resid. Building;Total all sectors;2022;131672.0;8006.0;0.0;1781.0;-1.0;141458;106.1
4536;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;1995;42160.0;452.0;251.0;-21.0;0.0;42843;73.3
4537;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;1996;42843.0;1625.0;348.0;245.0;0.0;45062;74.3
4538;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;1997;45062.0;3403.0;591.0;232.0;0.0;49287;75.6
4539;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;1998;49287.0;2344.0;500.0;311.0;0.0;52441;76.7
4540;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;1999;52441.0;5774.0;759.0;571.0;0.0;59545;78.5
4541;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2000;59545.0;4265.0;1191.0;441.0;0.0;65442;80.5
4542;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2001;65442.0;-12.0;632.0;388.0;0.0;66451;81.8
4543;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2002;66451.0;432.0;837.0;302.0;0.0;68022;83.2
4544;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2003;68022.0;-1567.0;809.0;323.0;0.0;67586;84.6
4545;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2004;67586.0;-989.0;851.0;278.0;0.0;67726;86.0
4546;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2005;67726.0;2515.0;677.0;249.0;0.0;71167;87.1
4547;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2006;71167.0;-2502.0;697.0;205.0;0.0;69567;88.3
4548;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2007;69567.0;8488.0;1053.0;374.0;0.0;79482;89.9
4549;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2008;79482.0;-4288.0;586.0;839.0;0.0;76619;91.6
4550;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2009;76619.0;-4216.0;403.0;804.0;0.0;73611;93.1
4551;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2010;73611.0;-5488.0;568.0;386.0;0.0;69077;94.4
4552;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2011;69077.0;-6092.0;519.0;207.0;0.0;63710;95.5
4553;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2012;63710.0;-7511.0;333.0;190.0;0.0;56722;96.4
4554;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2013;56722.0;-5664.0;403.0;216.0;0.0;51678;97.6
4555;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2014;51678.0;-367.0;512.0;72.0;0.0;51895;98.7
4556;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2015;51895.0;843.0;385.0;312.0;0.0;53435;100.0
4557;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2016;53435.0;4246.0;467.0;149.0;-1.0;58296;101.1
4558;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2017;58296.0;4063.0;391.0;-149.0;-1.0;62600;101.5
4559;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2018;62600.0;3165.0;416.0;243.0;1.0;66425;102.5
4560;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2019;66425.0;-810.0;237.0;684.0;0.0;66536;103.9
4561;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2020;66536.0;696.0;481.0;560.0;1.0;68274;105.5
4562;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2021;68274.0;2652.0;274.0;605.0;0.0;71805;106.8
4563;AN2111B Land beneath non-resid. Building;The non-financial corporations sector;2022;71805.0;4366.0;147.0;778.0;0.0;77096;108.1
4564;AN2111B Land beneath non-resid. Building;Financial corporations;1995;5536.0;59.0;-236.0;398.0;0.0;5757;214.4
4565;AN2111B Land beneath non-resid. Building;Financial corporations;1996;5757.0;218.0;-294.0;179.0;0.0;5860;210.3
4566;AN2111B Land beneath non-resid. Building;Financial corporations;1997;5860.0;443.0;-508.0;341.0;0.0;6135;204.7
4567;AN2111B Land beneath non-resid. Building;Financial corporations;1998;6135.0;292.0;-376.0;522.0;0.0;6573;209.4
4568;AN2111B Land beneath non-resid. Building;Financial corporations;1999;6573.0;724.0;-582.0;351.0;0.0;7065;202.7
4569;AN2111B Land beneath non-resid. Building;Financial corporations;2000;7065.0;506.0;-1032.0;799.0;0.0;7338;196.5
4570;AN2111B Land beneath non-resid. Building;Financial corporations;2001;7338.0;-1.0;-488.0;749.0;0.0;7597;203.4
4571;AN2111B Land beneath non-resid. Building;Financial corporations;2002;7597.0;49.0;-712.0;313.0;0.0;7248;192.8
4572;AN2111B Land beneath non-resid. Building;Financial corporations;2003;7248.0;-167.0;-648.0;319.0;0.0;6752;183.9
4573;AN2111B Land beneath non-resid. Building;Financial corporations;2004;6752.0;-99.0;-620.0;378.0;0.0;6411;177.2
4574;AN2111B Land beneath non-resid. Building;Financial corporations;2005;6411.0;238.0;-503.0;369.0;0.0;6516;173.6
4575;AN2111B Land beneath non-resid. Building;Financial corporations;2006;6516.0;-229.0;-507.0;317.0;0.0;6097;168.4
4576;AN2111B Land beneath non-resid. Building;Financial corporations;2007;6097.0;744.0;-725.0;288.0;0.0;6403;157.6
4577;AN2111B Land beneath non-resid. Building;Financial corporations;2008;6403.0;-345.0;-268.0;40.0;0.0;5829;151.7
4578;AN2111B Land beneath non-resid. Building;Financial corporations;2009;5829.0;-321.0;-303.0;143.0;0.0;5348;147.2
4579;AN2111B Land beneath non-resid. Building;Financial corporations;2010;5348.0;-399.0;-459.0;186.0;0.0;4677;139.2
4580;AN2111B Land beneath non-resid. Building;Financial corporations;2011;4677.0;-412.0;-388.0;384.0;0.0;4260;139.0
4581;AN2111B Land beneath non-resid. Building;Financial corporations;2012;4260.0;-502.0;-217.0;16.0;0.0;3556;131.5
4582;AN2111B Land beneath non-resid. Building;Financial corporations;2013;3556.0;-355.0;-289.0;10.0;0.0;2922;120.1
4583;AN2111B Land beneath non-resid. Building;Financial corporations;2014;2922.0;-21.0;-404.0;123.0;0.0;2621;108.5
4584;AN2111B Land beneath non-resid. Building;Financial corporations;2015;2621.0;43.0;-235.0;28.0;0.0;2456;100.0
4585;AN2111B Land beneath non-resid. Building;Financial corporations;2016;2456.0;195.0;-355.0;91.0;0.0;2387;90.0
4586;AN2111B Land beneath non-resid. Building;Financial corporations;2017;2387.0;166.0;-245.0;234.0;0.0;2542;89.7
4587;AN2111B Land beneath non-resid. Building;Financial corporations;2018;2542.0;129.0;-281.0;119.0;-1.0;2508;84.2
4588;AN2111B Land beneath non-resid. Building;Financial corporations;2019;2508.0;-31.0;-199.0;258.0;0.0;2536;86.2
4589;AN2111B Land beneath non-resid. Building;Financial corporations;2020;2536.0;27.0;-442.0;457.0;0.0;2578;86.7
4590;AN2111B Land beneath non-resid. Building;Financial corporations;2021;2578.0;100.0;-237.0;175.0;0.0;2616;84.7
4591;AN2111B Land beneath non-resid. Building;Financial corporations;2022;2616.0;159.0;-128.0;86.0;0.0;2733;83.4
4592;AN2111B Land beneath non-resid. Building;General government;1995;23659.0;254.0;-15.0;275.0;0.0;24173;89.9
4593;AN2111B Land beneath non-resid. Building;General government;1996;24173.0;917.0;-54.0;218.0;0.0;25254;90.5
4594;AN2111B Land beneath non-resid. Building;General government;1997;25254.0;1907.0;-82.0;120.0;0.0;27198;90.6
4595;AN2111B Land beneath non-resid. Building;General government;1998;27198.0;1293.0;-123.0;98.0;0.0;28466;90.5
4596;AN2111B Land beneath non-resid. Building;General government;1999;28466.0;3134.0;-177.0;0.0;0.0;31423;90.0
