ID;Geslacht;Achtergrondkenmerken;Perioden;WerknemersDieRegelmatigOverwerken_1;WerknemersDieRegelmatigOverwerken_2
53;1100;53700;2007;709.0;40.0
54;1100;53700;2008;718.0;40.0
55;1100;53700;2009;677.0;39.0
56;1100;53700;2010;655.0;39.0
57;1100;53700;2011;617.0;38.0
58;1100;53700;2012;593.0;38.0
59;1100;53700;2013;511.0;34.0
60;1100;53800;2000;471.0;35.0
61;1100;53800;2001voor revisie;507.0;36.0
62;1100;53800;2001 na revisie;475.0;35.0
63;1100;53800;2002;460.0;33.0
64;1100;53800;2003;502.0;36.0
65;1100;53800;2004;533.0;38.0
66;1100;53800;2005;559.0;39.0
67;1100;53800;2006;591.0;41.0
68;1100;53800;2007;604.0;40.0
69;1100;53800;2008;623.0;40.0
70;1100;53800;2009;645.0;41.0
71;1100;53800;2010;609.0;38.0
72;1100;53800;2011;595.0;37.0
73;1100;53800;2012;591.0;37.0
74;1100;53800;2013;534.0;34.0
75;1100;53900;2000;132.0;32.0
76;1100;53900;2001voor revisie;139.0;31.0
77;1100;53900;2001 na revisie;122.0;30.0
78;1100;53900;2002;145.0;30.0
79;1100;53900;2003;175.0;33.0
80;1100;53900;2004;188.0;33.0
81;1100;53900;2005;206.0;35.0
82;1100;53900;2006;228.0;35.0
83;1100;53900;2007;253.0;36.0
84;1100;53900;2008;264.0;35.0
85;1100;53900;2009;301.0;37.0
86;1100;53900;2010;283.0;34.0
87;1100;53900;2011;289.0;33.0
88;1100;53900;2012;292.0;31.0
89;1100;53900;2013;286.0;30.0
90;1100;18700;2000;421.0;24.0
91;1100;18700;2001voor revisie;406.0;23.0
92;1100;18700;2001 na revisie;406.0;23.0
93;1100;18700;2002;392.0;23.0
94;1100;18700;2003;405.0;25.0
95;1100;18700;2004;415.0;27.0
96;1100;18700;2005;399.0;27.0
97;1100;18700;2006;408.0;28.0
98;1100;18700;2007;398.0;27.0
99;1100;18700;2008;418.0;26.0
100;1100;18700;2009;394.0;26.0
101;1100;18700;2010;354.0;25.0
102;1100;18700;2011;344.0;24.0
103;1100;18700;2012;323.0;24.0
104;1100;18700;2013;261.0;21.0
105;1100;18740;2000;797.0;29.0
106;1100;18740;2001voor revisie;860.0;31.0
107;1100;18740;2001 na revisie;841.0;31.0
108;1100;18740;2002;788.0;29.0
109;1100;18740;2003;844.0;31.0
110;1100;18740;2004;853.0;33.0
111;1100;18740;2005;905.0;34.0
112;1100;18740;2006;929.0;34.0
113;1100;18740;2007;946.0;34.0
114;1100;18740;2008;921.0;33.0
115;1100;18740;2009;939.0;34.0
116;1100;18740;2010;878.0;32.0
117;1100;18740;2011;850.0;31.0
118;1100;18740;2012;817.0;30.0
119;1100;18740;2013;729.0;27.0
120;1100;18790;2000;780.0;47.0
121;1100;18790;2001voor revisie;777.0;47.0
122;1100;18790;2001 na revisie;725.0;47.0
123;1100;18790;2002;761.0;46.0
124;1100;18790;2003;846.0;49.0
125;1100;18790;2004;943.0;51.0
126;1100;18790;2005;972.0;52.0
127;1100;18790;2006;994.0;53.0
128;1100;18790;2007;1039.0;52.0
129;1100;18790;2008;1072.0;52.0
130;1100;18790;2009;1096.0;52.0
131;1100;18790;2010;1091.0;51.0
132;1100;18790;2011;1056.0;49.0
133;1100;18790;2012;1067.0;49.0
134;1100;18790;2013;994.0;46.0
135;1100;18820;2000;7.0;25.0
136;1100;18820;2001voor revisie;6.0;20.0
137;1100;18820;2001 na revisie;5.0;19.0
138;1100;18820;2002;6.0;27.0
139;1100;18820;2003;5.0;19.0
140;1100;18820;2004;5.0;15.0
141;1100;18820;2005;6.0;22.0
142;1100;18820;2006;9.0;26.0
143;1100;18820;2007;7.0;20.0
144;1100;18820;2008;4.0;23.0
145;1100;18820;2009;5.0;24.0
146;1100;18820;2010;6.0;29.0
147;1100;18820;2011;7.0;23.0
148;1100;18820;2012;9.0;18.0
149;1100;18820;2013;17.0;19.0
150;1100;100200;2000;1747.0;34.0
151;1100;100200;2001voor revisie;1767.0;34.0
152;1100;100200;2001 na revisie;1714.0;34.0
153;1100;100200;2002;1676.0;33.0
154;1100;100200;2003;1804.0;36.0
155;1100;100200;2004;1891.0;38.0
156;1100;100200;2005;1950.0;39.0
157;1100;100200;2006;2011.0;40.0
158;1100;100200;2007;2035.0;39.0
159;1100;100200;2008;2039.0;39.0
160;1100;100200;2009;2073.0;40.0
161;1100;100200;2010;1979.0;38.0
162;1100;100200;2011;1905.0;37.0
163;1100;100200;2012;1863.0;36.0
164;1100;100200;2013;1688.0;34.0
165;1100;100300;2000;258.0;27.0
166;1100;100300;2001voor revisie;282.0;28.0
167;1100;100300;2001 na revisie;263.0;26.0
168;1100;100300;2002;271.0;26.0
169;1100;100300;2003;295.0;28.0
170;1100;100300;2004;326.0;31.0
171;1100;100300;2005;332.0;32.0
172;1100;100300;2006;328.0;31.0
173;1100;100300;2007;354.0;32.0
174;1100;100300;2008;376.0;31.0
175;1100;100300;2009;361.0;31.0
176;1100;100300;2010;350.0;31.0
177;1100;100300;2011;352.0;30.0
178;1100;100300;2012;352.0;30.0
179;1100;100300;2013;313.0;27.0
180;1100;100500;2000;177.0;32.0
181;1100;100500;2001voor revisie;190.0;33.0
182;1100;100500;2001 na revisie;175.0;32.0
183;1100;100500;2002;178.0;32.0
184;1100;100500;2003;197.0;35.0
185;1100;100500;2004;204.0;37.0
186;1100;100500;2005;204.0;38.0
187;1100;100500;2006;205.0;37.0
188;1100;100500;2007;220.0;39.0
189;1100;100500;2008;225.0;38.0
190;1100;100500;2009;222.0;38.0
191;1100;100500;2010;211.0;37.0
192;1100;100500;2011;207.0;36.0
193;1100;100500;2012;208.0;35.0
194;1100;100500;2013;185.0;32.0
195;1100;100400;2000;81.0;20.0
196;1100;100400;2001voor revisie;93.0;20.0
197;1100;100400;2001 na revisie;87.0;19.0
198;1100;100400;2002;93.0;20.0
199;1100;100400;2003;99.0;21.0
200;1100;100400;2004;121.0;25.0
201;1100;100400;2005;129.0;26.0
202;1100;100400;2006;123.0;25.0
203;1100;100400;2007;134.0;24.0
204;1100;100400;2008;151.0;25.0
205;1100;100400;2009;140.0;24.0
206;1100;100400;2010;138.0;24.0
207;1100;100400;2011;145.0;24.0
208;1100;100400;2012;144.0;25.0
209;1100;100400;2013;127.0;22.0
210;1100;121600;2000;30.0;24.0
211;1100;121600;2001voor revisie;29.0;22.0
212;1100;121600;2001 na revisie;26.0;20.0
213;1100;121600;2002;27.0;22.0
214;1100;121600;2003;33.0;25.0
215;1100;121600;2004;39.0;29.0
216;1100;121600;2005;38.0;28.0
217;1100;121600;2006;35.0;27.0
218;1100;121600;2007;41.0;28.0
219;1100;121600;2008;44.0;29.0
220;1100;121600;2009;38.0;27.0
221;1100;121600;2010;41.0;28.0
222;1100;121600;2011;42.0;29.0
223;1100;121600;2012;36.0;27.0
224;1100;121600;2013;31.0;23.0
225;1100;115300;2000;12.0;31.0
226;1100;115300;2001voor revisie;10.0;25.0
227;1100;115300;2001 na revisie;10.0;25.0
228;1100;115300;2002;11.0;23.0
229;1100;115300;2003;9.0;20.0
230;1100;115300;2004;13.0;30.0
231;1100;115300;2005;15.0;34.0
232;1100;115300;2006;14.0;30.0
233;1100;115300;2007;12.0;23.0
234;1100;115300;2008;15.0;29.0
235;1100;115300;2009;14.0;27.0
236;1100;115300;2010;14.0;29.0
237;1100;115300;2011;13.0;28.0
238;1100;115300;2012;16.0;32.0
239;1100;115300;2013;14.0;29.0
240;1100;123300;2000;13.0;17.0
241;1100;123300;2001voor revisie;16.0;18.0
242;1100;123300;2001 na revisie;15.0;17.0
243;1100;123300;2002;16.0;18.0
244;1100;123300;2003;18.0;20.0
245;1100;123300;2004;22.0;23.0
246;1100;123300;2005;19.0;19.0
247;1100;123300;2006;21.0;21.0
248;1100;123300;2007;23.0;21.0
249;1100;123300;2008;27.0;22.0
250;1100;123300;2009;23.0;21.0
251;1100;123300;2010;24.0;22.0
252;1100;123300;2011;24.0;20.0
253;1100;123300;2012;28.0;24.0
254;1100;123300;2013;19.0;18.0
255;1100;113800;2000;4.0;8.0
256;1100;113800;2001voor revisie;11.0;16.0
257;1100;113800;2001 na revisie;11.0;16.0
258;1100;113800;2002;13.0;17.0
259;1100;113800;2003;16.0;22.0
260;1100;113800;2004;12.0;17.0
261;1100;113800;2005;18.0;22.0
262;1100;113800;2006;18.0;25.0
263;1100;113800;2007;18.0;21.0
264;1100;113800;2008;21.0;22.0
265;1100;113800;2009;18.0;19.0
266;1100;113800;2010;19.0;21.0
267;1100;113800;2011;20.0;21.0
268;1100;113800;2012;18.0;21.0
269;1100;113800;2013;17.0;18.0
270;1100;125400;2000;21.0;19.0
271;1100;125400;2001voor revisie;26.0;21.0
272;1100;125400;2001 na revisie;24.0;19.0
273;1100;125400;2002;26.0;19.0
274;1100;125400;2003;23.0;17.0
275;1100;125400;2004;34.0;24.0
276;1100;125400;2005;39.0;27.0
277;1100;125400;2006;34.0;24.0
278;1100;125400;2007;41.0;24.0
279;1100;125400;2008;44.0;23.0
280;1100;125400;2009;46.0;25.0
281;1100;125400;2010;40.0;22.0
282;1100;125400;2011;46.0;24.0
283;1100;125400;2012;46.0;24.0
284;1100;125400;2013;46.0;24.0
285;1100;125300;2000;;
286;1100;125300;2001voor revisie;;
287;1100;125300;2001 na revisie;;
288;1100;125300;2002;;
289;1100;125300;2003;;
290;1100;125300;2004;;
291;1100;125300;2005;;
292;1100;125300;2006;;
293;1100;125300;2007;;
294;1100;125300;2008;;
295;1100;125300;2009;;
296;1100;125300;2010;;
297;1100;125300;2011;;
298;1100;125300;2012;;
299;1100;125300;2013;;
300;1100;10050;2000;278.0;32.0
301;1100;10050;2001voor revisie;296.0;32.0
302;1100;10050;2001 na revisie;285.0;32.0
303;1100;10050;2002;278.0;31.0
304;1100;10050;2003;296.0;34.0
305;1100;10050;2004;329.0;37.0
306;1100;10050;2005;324.0;37.0
307;1100;10050;2006;348.0;38.0
308;1100;10050;2007;377.0;39.0
309;1100;10050;2008;352.0;36.0
310;1100;10050;2009;358.0;37.0
311;1100;10050;2010;349.0;37.0
312;1100;10050;2011;344.0;36.0
313;1100;10050;2012;338.0;35.0
314;1100;10050;2013;334.0;33.0
315;1100;10350;2000;44.0;28.0
316;1100;10350;2001voor revisie;44.0;26.0
317;1100;10350;2001 na revisie;38.0;25.0
318;1100;10350;2002;41.0;25.0
319;1100;10350;2003;48.0;27.0
320;1100;10350;2004;55.0;31.0
321;1100;10350;2005;63.0;32.0
322;1100;10350;2006;68.0;34.0
323;1100;10350;2007;73.0;33.0
324;1100;10350;2008;77.0;33.0
325;1100;10350;2009;80.0;33.0
326;1100;10350;2010;77.0;34.0
327;1100;10350;2011;75.0;32.0
328;1100;10350;2012;80.0;33.0
329;1100;10350;2013;70.0;28.0
330;1100;10303;2000;637.0;34.0
331;1100;10303;2001voor revisie;615.0;34.0
332;1100;10303;2001 na revisie;543.0;33.0
333;1100;10303;2002;536.0;33.0
334;1100;10303;2003;595.0;36.0
335;1100;10303;2004;613.0;38.0
336;1100;10303;2005;642.0;40.0
337;1100;10303;2006;664.0;40.0
338;1100;10303;2007;642.0;39.0
339;1100;10303;2008;691.0;40.0
340;1100;10303;2009;718.0;40.0
341;1100;10303;2010;671.0;38.0
342;1100;10303;2011;648.0;37.0
343;1100;10303;2012;627.0;36.0
344;1100;10303;2013;552.0;33.0
345;1100;10302;2000;877.0;35.0
346;1100;10302;2001voor revisie;925.0;36.0
347;1100;10302;2001 na revisie;935.0;36.0
348;1100;10302;2002;911.0;34.0
349;1100;10302;2003;982.0;37.0
350;1100;10302;2004;1036.0;39.0
351;1100;10302;2005;1056.0;40.0
352;1100;10302;2006;1074.0;40.0
353;1100;10302;2007;1097.0;40.0
354;1100;10302;2008;1099.0;40.0
355;1100;10302;2009;1096.0;40.0
356;1100;10302;2010;1063.0;40.0
357;1100;10302;2011;1024.0;38.0
358;1100;10302;2012;1010.0;38.0
359;1100;10302;2013;901.0;35.0
360;1100;124;2000;169.0;23.0
361;1100;124;2001voor revisie;171.0;22.0
362;1100;124;2001 na revisie;176.0;22.0
363;1100;124;2002;180.0;23.0
364;1100;124;2003;179.0;24.0
365;1100;124;2004;183.0;26.0
366;1100;124;2005;198.0;28.0
367;1100;124;2006;185.0;27.0
368;1100;124;2007;200.0;27.0
369;1100;124;2008;194.0;25.0
370;1100;124;2009;182.0;25.0
371;1100;124;2010;168.0;25.0
372;1100;124;2011;166.0;24.0
373;1100;124;2012;160.0;23.0
374;1100;124;2013;144.0;23.0
375;1100;301000;2000;29.0;30.0
376;1100;301000;2001voor revisie;26.0;31.0
377;1100;301000;2001 na revisie;27.0;31.0
378;1100;301000;2002;32.0;34.0
379;1100;301000;2003;34.0;38.0
380;1100;301000;2004;35.0;37.0
381;1100;301000;2005;40.0;42.0
382;1100;301000;2006;37.0;39.0
383;1100;301000;2007;40.0;41.0
384;1100;301000;2008;32.0;43.0
385;1100;301000;2009;32.0;42.0
386;1100;301000;2010;31.0;43.0
387;1100;301000;2011;25.0;33.0
388;1100;301000;2012;25.0;35.0
389;1100;301000;2013;;
390;1100;300003;2000;287.0;35.0
391;1100;300003;2001voor revisie;284.0;34.0
392;1100;300003;2001 na revisie;282.0;34.0
393;1100;300003;2002;254.0;33.0
394;1100;300003;2003;258.0;34.0
395;1100;300003;2004;290.0;37.0
396;1100;300003;2005;291.0;38.0
397;1100;300003;2006;294.0;40.0
398;1100;300003;2007;285.0;37.0
399;1100;300003;2008;454.0;33.0
400;1100;300003;2009;432.0;33.0
401;1100;300003;2010;411.0;33.0
402;1100;300003;2011;387.0;32.0
403;1100;300003;2012;384.0;32.0
404;1100;300003;2013;;
405;1100;300007;2000;1014.0;33.0
406;1100;300007;2001voor revisie;1008.0;33.0
407;1100;300007;2001 na revisie;1010.0;32.0
408;1100;300007;2002;946.0;30.0
409;1100;300007;2003;1037.0;34.0
410;1100;300007;2004;1065.0;36.0
411;1100;300007;2005;1087.0;36.0
412;1100;300007;2006;1099.0;36.0
413;1100;300007;2007;1135.0;36.0
414;1100;300007;2008;1022.0;38.0
415;1100;300007;2009;984.0;37.0
416;1100;300007;2010;923.0;36.0
417;1100;300007;2011;915.0;36.0
418;1100;300007;2012;889.0;35.0
419;1100;300007;2013;;
420;1100;300013;2000;644.0;32.0
421;1100;300013;2001voor revisie;686.0;33.0
422;1100;300013;2001 na revisie;653.0;32.0
423;1100;300013;2002;706.0;33.0
424;1100;300013;2003;763.0;36.0
425;1100;300013;2004;822.0;38.0
426;1100;300013;2005;860.0;40.0
427;1100;300013;2006;906.0;40.0
428;1100;300013;2007;925.0;40.0
429;1100;300013;2008;898.0;39.0
430;1100;300013;2009;973.0;41.0
431;1100;300013;2010;950.0;40.0
432;1100;300013;2011;917.0;38.0
433;1100;300013;2012;887.0;38.0
434;1100;300013;2013;;
435;1100;999999;2000;31.0;28.0
436;1100;999999;2001voor revisie;44.0;34.0
437;1100;999999;2001 na revisie;5.0;27.0
438;1100;999999;2002;8.0;40.0
439;1100;999999;2003;8.0;44.0
440;1100;999999;2004;4.0;28.0
441;1100;999999;2005;;
442;1100;999999;2006;;
443;1100;999999;2007;5.0;33.0
444;1100;999999;2008;9.0;37.0
445;1100;999999;2009;12.0;31.0
446;1100;999999;2010;13.0;31.0
447;1100;999999;2011;14.0;30.0
448;1100;999999;2012;30.0;27.0
449;1100;999999;2013;;
450;1100;21330;2000;1803.0;34.0
451;1100;21330;2001voor revisie;1857.0;34.0
452;1100;21330;2001 na revisie;1787.0;34.0
453;1100;21330;2002;1769.0;33.0
454;1100;21330;2003;1902.0;36.0
455;1100;21330;2004;1992.0;38.0
456;1100;21330;2005;2033.0;39.0
457;1100;21330;2006;2046.0;40.0
458;1100;21330;2007;2079.0;40.0
459;1100;21330;2008;2115.0;40.0
460;1100;21330;2009;2111.0;40.0
461;1100;21330;2010;2012.0;39.0
462;1100;21330;2011;1928.0;38.0
463;1100;21330;2012;1864.0;37.0
464;1100;21330;2013;1653.0;34.0
465;1100;21340;2000;202.0;24.0
466;1100;21340;2001voor revisie;192.0;24.0
467;1100;21340;2001 na revisie;190.0;24.0
468;1100;21340;2002;177.0;23.0
469;1100;21340;2003;197.0;25.0
470;1100;21340;2004;224.0;28.0
471;1100;21340;2005;250.0;29.0
472;1100;21340;2006;294.0;31.0
473;1100;21340;2007;310.0;29.0
474;1100;21340;2008;300.0;27.0
475;1100;21340;2009;324.0;29.0
476;1100;21340;2010;317.0;28.0
477;1100;21340;2011;329.0;28.0
478;1100;21340;2012;351.0;28.0
479;1100;21340;2013;348.0;27.0
480;1100;21250;2000;470.0;23.0
481;1100;21250;2001voor revisie;489.0;23.0
482;1100;21250;2001 na revisie;475.0;23.0
483;1100;21250;2002;505.0;23.0
484;1100;21250;2003;589.0;26.0
485;1100;21250;2004;645.0;28.0
486;1100;21250;2005;694.0;29.0
487;1100;21250;2006;715.0;30.0
488;1100;21250;2007;756.0;30.0
489;1100;21250;2008;784.0;30.0
490;1100;21250;2009;812.0;30.0
491;1100;21250;2010;778.0;29.0
492;1100;21250;2011;754.0;28.0
493;1100;21250;2012;762.0;28.0
494;1100;21250;2013;666.0;24.0
495;1100;21260;2000;1535.0;38.0
496;1100;21260;2001voor revisie;1560.0;38.0
497;1100;21260;2001 na revisie;1502.0;37.0
498;1100;21260;2002;1441.0;37.0
499;1100;21260;2003;1510.0;40.0
500;1100;21260;2004;1571.0;42.0
501;1100;21260;2005;1589.0;43.0
502;1100;21260;2006;1624.0;44.0
503;1100;21260;2007;1633.0;43.0
504;1100;21260;2008;1631.0;43.0
505;1100;21260;2009;1622.0;43.0
506;1100;21260;2010;1551.0;43.0
507;1100;21260;2011;1503.0;42.0
508;1100;21260;2012;1453.0;41.0
509;1100;21260;2013;1335.0;39.0
510;3000;100;2000;1391.0;39.0
511;3000;100;2001voor revisie;1399.0;38.0
512;3000;100;2001 na revisie;1370.0;38.0
513;3000;100;2002;1320.0;37.0
514;3000;100;2003;1386.0;40.0
515;3000;100;2004;1420.0;41.0
516;3000;100;2005;1450.0;42.0
517;3000;100;2006;1458.0;42.0
518;3000;100;2007;1476.0;42.0
519;3000;100;2008;1466.0;41.0
520;3000;100;2009;1450.0;42.0
521;3000;100;2010;1393.0;41.0
522;3000;100;2011;1335.0;40.0
523;3000;100;2012;1298.0;39.0
524;3000;100;2013;1179.0;36.0
525;3000;53050;2000;122.0;28.0
526;3000;53050;2001voor revisie;112.0;26.0
527;3000;53050;2001 na revisie;111.0;26.0
528;3000;53050;2002;113.0;26.0
529;3000;53050;2003;116.0;28.0
530;3000;53050;2004;113.0;29.0
531;3000;53050;2005;117.0;30.0
532;3000;53050;2006;114.0;30.0
533;3000;53050;2007;122.0;30.0
534;3000;53050;2008;120.0;28.0
535;3000;53050;2009;115.0;29.0
536;3000;53050;2010;108.0;29.0
537;3000;53050;2011;104.0;27.0
538;3000;53050;2012;100.0;27.0
539;3000;53050;2013;88.0;25.0
540;3000;53500;2000;425.0;41.0
541;3000;53500;2001voor revisie;403.0;40.0
542;3000;53500;2001 na revisie;402.0;40.0
543;3000;53500;2002;371.0;39.0
544;3000;53500;2003;386.0;43.0
545;3000;53500;2004;391.0;45.0
546;3000;53500;2005;376.0;45.0
547;3000;53500;2006;380.0;46.0
548;3000;53500;2007;368.0;45.0
549;3000;53500;2008;353.0;44.0
550;3000;53500;2009;350.0;45.0
551;3000;53500;2010;346.0;45.0
552;3000;53500;2011;322.0;43.0
553;3000;53500;2012;314.0;42.0
554;3000;53500;2013;285.0;39.0
555;3000;53700;2000;412.0;40.0
556;3000;53700;2001voor revisie;427.0;41.0
557;3000;53700;2001 na revisie;425.0;41.0
558;3000;53700;2002;412.0;41.0
559;3000;53700;2003;423.0;42.0
560;3000;53700;2004;440.0;45.0
561;3000;53700;2005;456.0;47.0
562;3000;53700;2006;443.0;45.0
563;3000;53700;2007;451.0;47.0
564;3000;53700;2008;446.0;46.0
565;3000;53700;2009;401.0;43.0
566;3000;53700;2010;402.0;46.0
567;3000;53700;2011;377.0;45.0
568;3000;53700;2012;355.0;43.0
569;3000;53700;2013;308.0;40.0
570;3000;53800;2000;333.0;39.0
571;3000;53800;2001voor revisie;350.0;40.0
572;3000;53800;2001 na revisie;335.0;39.0
573;3000;53800;2002;315.0;38.0
574;3000;53800;2003;331.0;40.0
575;3000;53800;2004;342.0;42.0
576;3000;53800;2005;355.0;43.0
577;3000;53800;2006;360.0;43.0
578;3000;53800;2007;363.0;43.0
579;3000;53800;2008;372.0;43.0
580;3000;53800;2009;383.0;44.0
581;3000;53800;2010;354.0;42.0
582;3000;53800;2011;350.0;41.0
583;3000;53800;2012;346.0;41.0
584;3000;53800;2013;317.0;38.0
585;3000;53900;2000;100.0;35.0
586;3000;53900;2001voor revisie;108.0;34.0
587;3000;53900;2001 na revisie;97.0;33.0
588;3000;53900;2002;109.0;32.0
589;3000;53900;2003;131.0;35.0
590;3000;53900;2004;135.0;36.0
591;3000;53900;2005;146.0;37.0
592;3000;53900;2006;161.0;39.0
593;3000;53900;2007;172.0;38.0
594;3000;53900;2008;175.0;36.0
595;3000;53900;2009;201.0;40.0
596;3000;53900;2010;184.0;36.0
597;3000;53900;2011;182.0;34.0
598;3000;53900;2012;183.0;34.0
599;3000;53900;2013;182.0;32.0
600;3000;18700;2000;322.0;29.0
601;3000;18700;2001voor revisie;310.0;28.0
602;3000;18700;2001 na revisie;310.0;28.0
603;3000;18700;2002;295.0;28.0
604;3000;18700;2003;301.0;30.0
605;3000;18700;2004;301.0;32.0
606;3000;18700;2005;286.0;32.0
607;3000;18700;2006;296.0;33.0
608;3000;18700;2007;282.0;32.0
609;3000;18700;2008;289.0;30.0
610;3000;18700;2009;270.0;30.0
611;3000;18700;2010;249.0;30.0
612;3000;18700;2011;247.0;29.0
613;3000;18700;2012;223.0;28.0
614;3000;18700;2013;184.0;26.0
615;3000;18740;2000;561.0;37.0
616;3000;18740;2001voor revisie;594.0;38.0
617;3000;18740;2001 na revisie;589.0;38.0
618;3000;18740;2002;532.0;35.0
619;3000;18740;2003;559.0;37.0
620;3000;18740;2004;549.0;38.0
621;3000;18740;2005;578.0;39.0
622;3000;18740;2006;586.0;39.0
623;3000;18740;2007;590.0;39.0
624;3000;18740;2008;564.0;38.0
625;3000;18740;2009;561.0;39.0
626;3000;18740;2010;528.0;37.0
627;3000;18740;2011;516.0;36.0
628;3000;18740;2012;486.0;35.0
629;3000;18740;2013;450.0;32.0
630;3000;18790;2000;503.0;52.0
631;3000;18790;2001voor revisie;490.0;52.0
632;3000;18790;2001 na revisie;466.0;52.0
633;3000;18790;2002;489.0;51.0
634;3000;18790;2003;522.0;54.0
635;3000;18790;2004;567.0;55.0
636;3000;18790;2005;581.0;57.0
637;3000;18790;2006;570.0;56.0
638;3000;18790;2007;600.0;56.0
639;3000;18790;2008;610.0;55.0
640;3000;18790;2009;615.0;55.0
641;3000;18790;2010;611.0;54.0
642;3000;18790;2011;568.0;52.0
643;3000;18790;2012;582.0;53.0
644;3000;18790;2013;534.0;49.0
645;3000;18820;2000;5.0;27.0
646;3000;18820;2001voor revisie;5.0;22.0
647;3000;18820;2001 na revisie;4.0;20.0
648;3000;18820;2002;;
649;3000;18820;2003;4.0;22.0
650;3000;18820;2004;4.0;17.0
651;3000;18820;2005;4.0;23.0
652;3000;18820;2006;7.0;29.0
653;3000;18820;2007;5.0;21.0
654;3000;18820;2008;;
655;3000;18820;2009;;
656;3000;18820;2010;5.0;35.0
657;3000;18820;2011;4.0;25.0
658;3000;18820;2012;7.0;21.0
659;3000;18820;2013;11.0;21.0
660;3000;100200;2000;1219.0;40.0
661;3000;100200;2001voor revisie;1215.0;40.0
662;3000;100200;2001 na revisie;1195.0;40.0
663;3000;100200;2002;1136.0;38.0
664;3000;100200;2003;1192.0;41.0
665;3000;100200;2004;1217.0;43.0
666;3000;100200;2005;1250.0;44.0
667;3000;100200;2006;1262.0;44.0
668;3000;100200;2007;1263.0;44.0
669;3000;100200;2008;1243.0;43.0
670;3000;100200;2009;1238.0;43.0
671;3000;100200;2010;1190.0;43.0
672;3000;100200;2011;1136.0;42.0
673;3000;100200;2012;1100.0;40.0
674;3000;100200;2013;1005.0;38.0
675;3000;100300;2000;172.0;30.0
676;3000;100300;2001voor revisie;184.0;31.0
677;3000;100300;2001 na revisie;175.0;30.0
678;3000;100300;2002;183.0;30.0
679;3000;100300;2003;194.0;32.0
680;3000;100300;2004;203.0;34.0
681;3000;100300;2005;200.0;34.0
682;3000;100300;2006;195.0;33.0
683;3000;100300;2007;213.0;35.0
684;3000;100300;2008;223.0;34.0
685;3000;100300;2009;212.0;33.0
686;3000;100300;2010;204.0;34.0
687;3000;100300;2011;199.0;32.0
688;3000;100300;2012;199.0;32.0
689;3000;100300;2013;174.0;29.0
690;3000;100500;2000;117.0;37.0
691;3000;100500;2001voor revisie;122.0;38.0
692;3000;100500;2001 na revisie;116.0;37.0
693;3000;100500;2002;119.0;37.0
694;3000;100500;2003;130.0;41.0
695;3000;100500;2004;128.0;42.0
696;3000;100500;2005;118.0;42.0
697;3000;100500;2006;119.0;41.0
698;3000;100500;2007;132.0;45.0
699;3000;100500;2008;130.0;42.0
700;3000;100500;2009;128.0;42.0
701;3000;100500;2010;119.0;42.0
702;3000;100500;2011;112.0;38.0
703;3000;100500;2012;118.0;39.0
704;3000;100500;2013;102.0;35.0
705;3000;100400;2000;56.0;22.0
706;3000;100400;2001voor revisie;62.0;23.0
707;3000;100400;2001 na revisie;59.0;22.0
