ID;BedrijfstakkenBranchesSBI2008;Marges;Seizoencorrectie;Perioden;Personeelsindicator_1;OntwikkelingPersoneelssterkte_2;VerwachtingPersoneelssterkte_3
6141;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 april;-48.9;-26.8;-67.9
6142;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 mei;-55.2;-51.1;-56.9
6143;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juni;-43.9;-53.3;-31.1
6144;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juli;-29.9;-46.2;-9.7
6145;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 augustus;-21.0;-30.2;-8.0
6146;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 september;-20.3;-20.8;-15.8
6147;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 oktober;-31.0;-24.8;-33.0
6148;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 november;-39.3;-34.7;-41.2
6149;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 december;-37.4;-44.2;-28.4
6150;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 januari;-32.4;-39.9;-22.7
6151;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 februari;-30.1;-39.8;-17.4
6152;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 maart;-21.1;-32.9;-4.7
6153;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 april;-18.0;-28.0;-4.6
6154;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 mei;-3.1;-28.4;27.0
6155;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juni;20.8;0.0;44.8
6156;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juli;25.6;11.6;43.7
6157;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 augustus;27.0;20.5;37.4
6158;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 september;22.6;17.8;32.0
6159;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 oktober;27.5;20.1;38.4
6160;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 november;22.8;17.9;30.3
6161;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 december;5.2;12.2;1.1
6162;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 januari;9.8;4.1;18.6
6163;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 februari;13.9;-5.1;37.6
6164;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 maart;21.8;10.5;36.8
6165;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 april;17.4;14.4;23.6
6166;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 mei;25.9;21.0;32.9
6167;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juni;24.3;24.4;27.7
6168;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juli;23.3;24.0;25.9
6169;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 augustus;15.3;14.7;19.3
6170;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 september;15.0;12.0;22.3
6171;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 oktober;14.1;19.6;12.4
6172;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 november;16.4;20.1;15.2
6173;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 december;20.5;22.3;21.8
6174;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 januari;20.6;20.8;24.2
6175;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 februari;20.8;23.2;21.6
6176;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 maart;23.8;26.1;25.0
6177;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 april;21.0;21.9;23.8
6178;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 mei;13.9;17.0;14.4
6179;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juni;14.4;14.9;17.2
6180;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juli;8.9;12.6;7.9
6181;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 augustus;10.5;10.0;14.1
6182;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 september;9.6;8.7;15.0
6183;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 oktober;10.6;9.6;16.5
6184;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 november;9.6;4.8;16.9
6185;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 december;5.4;4.6;8.3
6186;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 januari;15.7;20.0;15.1
6187;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 februari;8.1;5.5;15.9
6188;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 maart;9.8;15.2;8.1
6189;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 april;6.9;10.6;7.8
6190;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 mei;2.1;-1.1;8.6
6191;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juni;-0.8;0.3;0.7
6192;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juli;-2.9;-6.5;4.8
6193;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 augustus;2.5;-0.2;11.2
6194;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 september;9.7;2.6;21.0
6195;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 oktober;6.0;6.6;8.6
6196;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 november;4.5;-0.4;12.4
6197;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 december;6.8;8.5;7.5
6198;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2025 januari;9.4;7.6;14.5
6199;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2025 februari;5.2;12.8;0.4
6200;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2025 maart;0.7;7.4;-3.2
6201;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2012 januari;-1.4;-5.8;3.0
6202;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2012 februari;-0.1;4.6;-4.7
6203;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2012 maart;-4.8;-4.2;-5.5
6204;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2012 april;-19.4;-22.7;-16.1
6205;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2012 mei;-18.4;-17.1;-19.7
6206;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2012 juni;-25.1;-24.2;-25.9
6207;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2012 juli;-23.7;-25.7;-21.6
6208;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2012 augustus;-27.7;-26.4;-29.0
6209;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2012 september;-30.3;-33.1;-27.5
6210;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2012 oktober;-22.3;-18.3;-26.4
6211;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2012 november;-27.8;-28.7;-26.9
6212;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2012 december;-29.4;-31.9;-26.8
6213;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2013 januari;-27.8;-28.0;-27.6
6214;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2013 februari;-26.5;-29.7;-23.4
6215;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2013 maart;-26.5;-30.4;-22.6
6216;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2013 april;-24.1;-26.5;-21.6
6217;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2013 mei;-26.3;-35.2;-17.5
6218;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2013 juni;-18.3;-26.3;-10.4
6219;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2013 juli;-15.4;-20.6;-10.2
6220;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2013 augustus;-18.5;-23.7;-13.3
6221;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2013 september;-23.8;-27.3;-20.2
6222;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2013 oktober;-25.8;-25.4;-26.2
6223;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2013 november;-24.2;-21.8;-26.6
6224;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2013 december;-24.6;-25.2;-23.9
6225;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2014 januari;-17.5;-21.2;-13.8
6226;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2014 februari;-6.7;-13.2;-0.1
6227;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2014 maart;-16.3;-18.1;-14.6
6228;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2014 april;-9.9;-17.3;-2.6
6229;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2014 mei;-8.4;-14.6;-2.1
6230;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2014 juni;-2.7;-14.4;9.0
6231;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2014 juli;-13.2;-18.3;-8.0
6232;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2014 augustus;-2.3;-7.2;2.7
6233;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2014 september;-6.5;-9.4;-3.7
6234;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2014 oktober;-7.4;-11.1;-3.7
6235;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2014 november;-6.0;-10.9;-1.2
6236;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2014 december;-5.0;-10.3;0.3
6237;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2015 januari;-4.3;-7.0;-1.6
6238;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2015 februari;-10.8;-16.8;-4.8
6239;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2015 maart;-10.6;-15.2;-6.1
6240;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2015 april;-8.8;-13.5;-4.1
6241;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2015 mei;-7.9;-11.3;-4.5
6242;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2015 juni;-10.1;-10.5;-9.8
6243;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2015 juli;-8.9;-12.1;-5.7
6244;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2015 augustus;-6.2;-12.0;-0.4
6245;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2015 september;-1.7;-8.2;4.9
6246;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2015 oktober;-0.2;-9.0;8.7
6247;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2015 november;-1.3;-11.2;8.6
6248;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2015 december;-6.6;-4.5;-8.8
6249;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2016 januari;0.1;-5.0;5.2
6250;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2016 februari;0.4;-7.5;8.3
6251;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2016 maart;-10.0;-13.3;-6.6
6252;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2016 april;-1.6;-6.9;3.7
6253;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2016 mei;-1.9;-5.5;1.8
6254;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2016 juni;4.1;2.6;5.6
6255;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2016 juli;-2.4;-5.2;0.4
6256;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2016 augustus;2.0;-2.9;7.0
6257;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2016 september;6.3;-1.7;14.3
6258;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2016 oktober;3.0;-1.8;7.7
6259;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2016 november;0.2;-2.1;2.5
6260;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2016 december;5.3;-0.3;10.8
6261;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2017 januari;1.5;-2.5;5.5
6262;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2017 februari;1.8;1.1;2.4
6263;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2017 maart;6.7;3.3;10.1
6264;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2017 april;6.3;0.3;12.3
6265;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2017 mei;8.8;6.3;11.4
6266;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2017 juni;12.9;11.9;13.9
6267;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2017 juli;9.4;8.9;9.8
6268;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2017 augustus;6.8;6.0;7.6
6269;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2017 september;8.2;0.8;15.6
6270;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2017 oktober;9.5;4.5;14.4
6271;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2017 november;10.0;3.4;16.6
6272;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2017 december;11.6;5.1;18.0
6273;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2018 januari;11.5;11.1;12.0
6274;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2018 februari;8.0;3.5;12.6
6275;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2018 maart;12.8;9.0;16.5
6276;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2018 april;9.4;7.3;11.5
6277;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2018 mei;6.1;1.7;10.5
6278;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2018 juni;13.3;10.1;16.5
6279;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2018 juli;15.3;9.5;21.1
6280;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2018 augustus;17.7;19.9;15.4
6281;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2018 september;14.6;13.7;15.4
6282;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2018 oktober;19.1;16.5;21.7
6283;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2018 november;15.2;12.7;17.7
6284;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2018 december;12.1;7.8;16.3
6285;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2019 januari;13.4;9.4;17.5
6286;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2019 februari;18.0;10.8;25.1
6287;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2019 maart;14.3;13.3;15.4
6288;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2019 april;13.3;12.2;14.3
6289;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2019 mei;13.7;3.7;23.7
6290;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2019 juni;13.2;9.5;16.8
6291;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2019 juli;18.2;13.0;23.3
6292;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2019 augustus;12.7;7.2;18.1
6293;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2019 september;13.4;6.8;20.1
6294;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2019 oktober;13.3;10.0;16.6
6295;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2019 november;12.8;8.1;17.5
6296;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2019 december;4.6;-1.1;10.2
6297;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2020 januari;8.7;-0.3;17.7
6298;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2020 februari;9.6;5.3;13.9
6299;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2020 maart;7.7;2.4;13.0
6300;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2020 april;-9.7;-1.6;-17.8
6301;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2020 mei;-11.6;-12.8;-10.3
6302;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2020 juni;-10.0;-13.7;-6.3
6303;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2020 juli;-8.8;-15.6;-1.9
6304;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2020 augustus;-2.2;-7.2;2.8
6305;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2020 september;-2.5;-7.2;2.2
6306;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2020 oktober;-4.5;-7.4;-1.7
6307;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2020 november;2.8;-3.2;8.7
6308;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2020 december;2.4;-3.6;8.5
6309;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2021 januari;3.2;-1.3;7.7
6310;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2021 februari;5.1;1.0;9.3
6311;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2021 maart;5.5;1.7;9.3
6312;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2021 april;11.5;5.6;17.4
6313;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2021 mei;9.9;4.5;15.3
6314;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2021 juni;14.2;6.9;21.5
6315;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2021 juli;13.1;9.5;16.7
6316;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2021 augustus;15.3;8.6;22.0
6317;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2021 september;15.6;11.7;19.5
6318;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2021 oktober;17.6;9.5;25.7
6319;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2021 november;22.7;18.9;26.5
6320;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2021 december;17.3;13.7;21.0
6321;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2022 januari;16.7;10.5;22.9
6322;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2022 februari;17.7;7.7;27.7
6323;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2022 maart;18.2;10.0;26.4
6324;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2022 april;19.4;14.0;24.8
6325;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2022 mei;14.9;8.4;21.5
6326;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2022 juni;18.9;8.7;29.2
6327;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2022 juli;21.9;15.8;28.1
6328;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2022 augustus;18.5;13.5;23.4
6329;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2022 september;12.3;3.1;21.5
6330;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2022 oktober;13.9;9.2;18.5
6331;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2022 november;12.7;8.6;16.8
6332;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2022 december;15.6;11.2;20.0
6333;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2023 januari;18.0;17.8;18.1
6334;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2023 februari;13.0;12.2;13.7
6335;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2023 maart;11.5;9.2;13.7
6336;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2023 april;12.3;8.5;16.2
6337;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2023 mei;14.6;10.2;19.0
6338;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2023 juni;6.2;5.2;7.2
6339;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2023 juli;12.9;8.9;16.9
6340;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2023 augustus;15.1;14.1;16.1
6341;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2023 september;14.3;12.6;16.0
6342;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2023 oktober;14.5;11.5;17.4
6343;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2023 november;13.3;9.8;16.9
6344;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2023 december;15.2;13.7;16.7
6345;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2024 januari;5.3;-0.8;11.4
6346;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2024 februari;6.7;-1.0;14.4
6347;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2024 maart;7.2;-3.2;17.5
6348;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2024 april;4.7;-4.3;13.8
6349;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2024 mei;0.0;-11.2;11.2
6350;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2024 juni;3.9;-5.3;13.0
6351;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2024 juli;8.2;-4.8;21.2
6352;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2024 augustus;5.1;-3.7;13.9
6353;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2024 september;6.1;-4.8;17.0
6354;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2024 oktober;4.2;-0.4;8.8
6355;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2024 november;3.0;0.4;5.6
6356;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2024 december;1.4;-4.3;7.0
6357;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2025 januari;3.5;-8.4;15.5
6358;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2025 februari;-0.2;-10.8;10.4
6359;J Informatie en communicatie;Waarde;Seizoengecorrigeerde cijfers;2025 maart;-1.2;-7.1;4.7
6360;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 januari;;;
6361;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 februari;;;
6362;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 maart;;;
6363;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 april;;;
6364;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 mei;;;
6365;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juni;;;
6366;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juli;;;
6367;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 augustus;;;
6368;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 september;;;
6369;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 oktober;;;
6370;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 november;;;
6371;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 december;;;
6372;J Informatie en communicatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 januari;;;
