ID;BedrijfstakkenBranchesSBI2008;Marges;Seizoencorrectie;Perioden;Personeelsindicator_1;OntwikkelingPersoneelssterkte_2;VerwachtingPersoneelssterkte_3
3088;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 augustus;;;
3089;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 september;;;
3090;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 oktober;12.8;13.6;11.2
3091;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 november;;;
3092;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 december;;;
3093;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 januari;14.7;15.2;12.6
3094;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 februari;;;
3095;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 maart;;;
3096;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 april;12.3;11.3;11.9
3097;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 mei;;;
3098;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juni;;;
3099;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juli;14.8;15.6;12.7
3100;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 augustus;;;
3101;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 september;;;
3102;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 oktober;11.2;8.7;12.2
3103;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 november;;;
3104;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 december;;;
3105;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 januari;7.3;7.7;5.6
3106;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 februari;;;
3107;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 maart;;;
3108;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 april;7.4;6.1;8.0
3109;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 mei;;;
3110;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juni;;;
3111;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juli;9.4;8.1;9.3
3112;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 augustus;;;
3113;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 september;;;
3114;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 oktober;7.1;6.9;6.4
3115;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 november;;;
3116;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 december;;;
3117;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 januari;7.2;5.5;7.7
3118;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 februari;;;
3119;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 maart;;;
3120;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 april;-13.8;-3.7;-25.2
3121;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 mei;;;
3122;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juni;;;
3123;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juli;-7.4;-12.1;-4.0
3124;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 augustus;;;
3125;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 september;;;
3126;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 oktober;-5.5;-6.9;-5.1
3127;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 november;;;
3128;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 december;;;
3129;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 januari;0.1;-2.3;1.7
3130;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 februari;;;
3131;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 maart;;;
3132;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 april;2.6;1.2;3.1
3133;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 mei;;;
3134;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juni;;;
3135;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juli;10.4;7.1;12.2
3136;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 augustus;;;
3137;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 september;;;
3138;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 oktober;12.4;6.9;16.2
3139;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 november;;;
3140;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 december;;;
3141;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 januari;9.3;6.4;11.0
3142;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 februari;;;
3143;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 maart;;;
3144;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 april;11.4;4.7;16.6
3145;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 mei;;;
3146;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juni;;;
3147;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juli;3.0;-2.7;7.3
3148;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 augustus;;;
3149;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 september;;;
3150;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 oktober;2.8;-1.0;5.4
3151;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 november;;;
3152;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 december;;;
3153;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 januari;1.8;-2.3;4.3
3154;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 februari;;;
3155;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 maart;;;
3156;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 april;2.9;-0.4;4.7
3157;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 mei;;;
3158;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juni;;;
3159;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juli;2.2;-1.7;4.6
3160;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 augustus;;;
3161;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 september;;;
3162;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 oktober;-0.9;-5.7;2.4
3163;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 november;;;
3164;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 december;;;
3165;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 januari;1.7;-1.2;3.4
3166;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 februari;;;
3167;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 maart;;;
3168;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 april;0.2;-0.3;-0.6
3169;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 mei;;;
3170;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juni;;;
3171;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juli;-1.1;-3.9;1.0
3172;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 augustus;;;
3173;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 september;;;
3174;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 oktober;-2.1;-4.1;-0.9
3175;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 november;;;
3176;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 december;;;
3177;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2025 januari;-1.1;-8.6;4.9
3178;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2025 februari;;;
3179;G Handel;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2025 maart;;;
3180;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 januari;;;
3181;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 februari;;;
3182;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 maart;;;
3183;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 april;;;
3184;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 mei;;;
3185;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juni;;;
3186;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juli;;;
3187;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 augustus;;;
3188;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 september;;;
3189;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 oktober;;;
3190;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 november;;;
3191;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 december;;;
3192;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 januari;;;
3193;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 februari;;;
3194;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 maart;;;
3195;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 april;;;
3196;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 mei;;;
3197;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juni;;;
3198;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juli;;;
3199;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 augustus;;;
3200;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 september;;;
3201;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 oktober;;;
3202;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 november;;;
3203;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 december;;;
3204;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 januari;-2.3;-2.3;-0.9
3205;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 februari;;;
3206;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 maart;;;
3207;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 april;-1.0;2.6;-3.3
3208;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 mei;;;
3209;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juni;;;
3210;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juli;2.2;5.4;-0.2
3211;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 augustus;;;
3212;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 september;;;
3213;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 oktober;3.3;5.7;1.7
3214;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 november;;;
3215;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 december;;;
3216;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 januari;1.2;3.7;-0.1
3217;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 februari;;;
3218;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 maart;;;
3219;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 april;5.6;8.3;4.1
3220;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 mei;;;
3221;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juni;;;
3222;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juli;7.7;10.1;6.4
3223;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 augustus;;;
3224;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 september;;;
3225;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 oktober;10.2;11.2;10.4
3226;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 november;;;
3227;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 december;;;
3228;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 januari;10.3;14.0;7.6
3229;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 februari;;;
3230;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 maart;;;
3231;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 april;9.4;10.8;8.9
3232;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 mei;;;
3233;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juni;;;
3234;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juli;10.0;13.2;7.5
3235;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 augustus;;;
3236;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 september;;;
3237;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 oktober;13.7;16.6;11.4
3238;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 november;;;
3239;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 december;;;
3240;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 januari;14.1;15.9;13.4
3241;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 februari;;;
3242;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 maart;;;
3243;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 april;16.6;18.0;16.3
3244;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 mei;;;
3245;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juni;;;
3246;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juli;18.0;21.6;15.8
3247;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 augustus;;;
3248;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 september;;;
3249;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 oktober;17.8;19.8;16.6
3250;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 november;;;
3251;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 december;;;
3252;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 januari;20.1;22.6;19.2
3253;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 februari;;;
3254;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 maart;;;
3255;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 april;17.3;17.9;18.1
3256;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 mei;;;
3257;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juni;;;
3258;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juli;20.2;22.6;19.3
3259;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 augustus;;;
3260;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 september;;;
3261;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 oktober;16.6;16.1;18.4
3262;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 november;;;
3263;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 december;;;
3264;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 januari;12.7;14.7;12.2
3265;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 februari;;;
3266;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 maart;;;
3267;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 april;13.2;13.1;14.2
3268;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 mei;;;
3269;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juni;;;
3270;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juli;14.4;15.1;15.1
3271;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 augustus;;;
3272;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 september;;;
3273;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 oktober;12.1;13.1;12.2
3274;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 november;;;
3275;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 december;;;
3276;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 januari;12.2;12.1;13.5
3277;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 februari;;;
3278;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 maart;;;
3279;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 april;-8.8;2.1;-18.6
3280;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 mei;;;
3281;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juni;;;
3282;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juli;-2.4;-5.5;1.8
3283;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 augustus;;;
3284;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 september;;;
3285;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 oktober;-0.5;-0.3;0.3
3286;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 november;;;
3287;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 december;;;
3288;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 januari;5.5;4.3;7.5
3289;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 februari;;;
3290;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 maart;;;
3291;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 april;7.4;7.0;8.5
3292;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 mei;;;
3293;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juni;;;
3294;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juli;15.4;13.7;18.4
3295;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 augustus;;;
3296;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 september;;;
3297;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 oktober;18.2;15.1;22.8
3298;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 november;;;
3299;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 december;;;
3300;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 januari;15.1;14.2;17.2
3301;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 februari;;;
3302;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 maart;;;
3303;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 april;16.8;11.7;23.2
3304;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 mei;;;
3305;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juni;;;
3306;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juli;8.4;4.7;13.5
3307;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 augustus;;;
3308;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 september;;;
3309;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 oktober;7.8;5.6;11.2
3310;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 november;;;
3311;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 december;;;
3312;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 januari;6.8;4.7;10.5
3313;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 februari;;;
3314;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 maart;;;
3315;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 april;7.9;6.2;10.9
3316;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 mei;;;
3317;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juni;;;
3318;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juli;7.0;4.9;10.4
3319;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 augustus;;;
3320;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 september;;;
3321;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 oktober;4.1;0.9;8.6
3322;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 november;;;
3323;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 december;;;
3324;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 januari;6.5;5.4;8.8
3325;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 februari;;;
3326;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 maart;;;
3327;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 april;5.2;5.9;5.6
3328;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 mei;;;
3329;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juni;;;
3330;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juli;3.7;1.9;6.4
3331;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 augustus;;;
3332;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 september;;;
3333;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 oktober;2.9;2.1;4.5
3334;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 november;;;
3335;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 december;;;
3336;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2025 januari;3.7;-1.6;10.7
3337;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2025 februari;;;
3338;G Handel;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2025 maart;;;
3339;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2012 januari;-1.5;-8.1;5.1
3340;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2012 februari;;;-8.2
3341;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2012 maart;;;-8.5
3342;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2012 april;-12.5;-11.1;-14.0
3343;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2012 mei;;;-19.7
3344;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2012 juni;;;-19.7
3345;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2012 juli;-25.6;-17.9;-33.3
3346;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2012 augustus;;;-21.3
3347;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2012 september;;;-27.8
3348;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2012 oktober;-32.1;-30.3;-33.8
3349;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2012 november;;;-30.9
3350;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2012 december;;;-33.7
3351;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2013 januari;-36.4;-37.5;-35.3
3352;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2013 februari;;;-20.9
3353;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2013 maart;;;-29.4
3354;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2013 april;-36.8;-38.7;-34.9
3355;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2013 mei;;;-23.0
3356;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2013 juni;;;-23.7
3357;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2013 juli;-22.8;-21.3;-24.3
3358;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2013 augustus;;;-28.4
3359;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2013 september;;;-23.7
3360;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2013 oktober;-24.3;-29.8;-18.9
3361;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2013 november;;;-14.3
3362;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2013 december;;;-14.7
3363;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2014 januari;-11.1;-16.9;-5.4
3364;45 Autohandel en -reparatie;Waarde;Seizoengecorrigeerde cijfers;2014 februari;;;-10.7
