ID;Sectoren;Perioden;TotaalBelastingen_1;BTWBelastingOverToegevoegdeWaarde_2;LoonEnInkomstenbelasting_3;Vennootschapsbelasting_4;Accijnzen_5;VerbruiksbelOpMilieugrondslag_6;Milieuheffingen_7;Motorrijtuigenbelasting_8;BPMBelPersonenautoSEnMotorrijw_9;Overdrachtsbelasting_10;Onroerendezaakbelasting_11;Dividendbelasting_12;Vermogensheffingen_13;Assurantiebelasting_14;Kansspelbelasting_15;BankenbelastingInclResolutieheffing_16;Verhuurderheffing_17;Loonkostenheffing_18;OverigeBelastingen_19;TotaalBelastOpProductieEnInvoer_20;TotaalProductgebondenBelastingen_21;BTWBelastingOverToegevoegdeWaarde_22;TotaalAccijnzen_23;Benzineaccijns_24;AccijnsOpOverigeMineraleOlien_25;Tabakaccijns_26;Alcoholaccijns_27;Bieraccijns_28;WijnaccijnsEAMousserendeDranken_29;OverigeAccijnzen_30;VerbruiksbelOpAlcoholvrijeDranken_31;BelastingenOpMilieugrondslag_32;BPMBelOpPersonenautoSEnMotorrijw_33;Kansspelbelasting_34;Overdrachtsbelasting_35;Assurantiebelasting_36;Kapitaalbelasting_37;VoorraadheffingAardolieprodukten_38;TotaalNietProductgebondenBelastingen_39;Onroerendezaakbelasting_40;Motorrijtuigenbelasting_41;TotaalMilieuheffingen_42;Rioolrechten_43;HeffingenOpWaterverontreiniging_44;OmslagheffingWaterschappen_45;OverigeMilieuheffingen_46;BankenbelastingInclResolutieheffing_47;Verhuurderheffing_48;Loonkostenheffing_49;PBOHeffingen_50;InschrijfgeldenKamerVanKoophandel_51;Toeristenbelasting_52;NietProductgebondenOverig_53;TotaalBelastOpInkomenEnVermogen_54;TotaalBelastingenOpInkomen_55;Vennootschapsbelasting_56;Loonbelasting_57;Inkomstenbelasting_58;Dividendbelasting_59;Kansspelbelasting_60;TotaalBelastingenOpVermogen_61;Onroerendezaakbelasting_62;Vermogensbelasting_63;Motorrijtuigenbelasting_64;TotaalMilieuheffingen_65;Rioolrechten_66;HeffingenOpWaterverontreiniging_67;OmslagheffingWaterschappen_68;OverigeBelastingenInkomenEnVermogen_69;Vermogensheffingen_70
10;Overheid;2005;124654;36950.0;31224.0;17069.0;9327.0;4128.0;2918.0;3467.0;3148.0;4252.0;3590.0;4262.0;1713.0;743.0;184.0;;;570.0;1109;64493;59088.0;36950.0;9327.0;3835.0;2585.0;2000.0;373.0;297.0;200.0;37.0;149.0;4128.0;3148.0;99.0;4252.0;743.0;214.0;78.0;5405;2559.0;676.0;1110.0;155.0;365.0;505.0;85.0;;;570.0;237.0;135.0;108.0;10.0;58448.0;52640.0;17069.0;27573.0;3651.0;4262.0;85.0;5808.0;1031.0;60.0;2791.0;1808.0;731.0;832.0;245.0;118.0;1713.0
11;Overheid;2006;133147;39888.0;35163.0;17907.0;9860.0;4545.0;3102.0;3771.0;3452.0;4566.0;2558.0;4226.0;1817.0;752.0;196.0;;;511.0;833;68971;63513.0;39888.0;9860.0;3982.0;2836.0;2144.0;321.0;335.0;207.0;35.0;152.0;4545.0;3452.0;103.0;4566.0;752.0;114.0;81.0;5458;2558.0;735.0;1196.0;204.0;378.0;523.0;91.0;;;511.0;198.0;136.0;114.0;10.0;62359.0;57389.0;17907.0;31646.0;3517.0;4226.0;93.0;4970.0;;-6.0;3036.0;1906.0;808.0;834.0;264.0;34.0;1817.0
12;Overheid;2007;141857;42873.0;40023.0;18552.0;10013.0;3789.0;3201.0;3971.0;3647.0;4925.0;2685.0;3750.0;1882.0;807.0;247.0;;;497.0;995;72035;66446.0;42873.0;10013.0;4010.0;2965.0;2136.0;335.0;310.0;222.0;35.0;155.0;3789.0;3647.0;109.0;4925.0;807.0;43.0;85.0;5589;2685.0;760.0;1189.0;211.0;365.0;527.0;86.0;;;497.0;186.0;136.0;125.0;11.0;67940.0;62463.0;18552.0;37729.0;2294.0;3750.0;138.0;5477.0;;30.0;3211.0;2012.0;883.0;855.0;274.0;224.0;1882.0
13;Overheid;2008 1e kwartaal;33189;9290.0;9031.0;3931.0;2629.0;1218.0;886.0;1192.0;1087.0;1124.0;675.0;1206.0;222.0;273.0;53.0;;;103.0;269;17201;15705.0;9290.0;2629.0;1034.0;812.0;562.0;82.0;77.0;54.0;8.0;36.0;1218.0;1087.0;28.0;1124.0;273.0;-1.0;21.0;1496;675.0;233.0;352.0;52.0;93.0;134.0;73.0;;;103.0;45.0;33.0;34.0;21.0;15766.0;14193.0;3931.0;9296.0;-265.0;1206.0;25.0;1573.0;;4.0;959.0;534.0;239.0;226.0;69.0;76.0;222.0
14;Overheid;2008 2e kwartaal;37047;11174.0;10412.0;4521.0;2582.0;1035.0;890.0;1066.0;829.0;1155.0;691.0;1593.0;481.0;183.0;48.0;;;110.0;277;18520;17050.0;11174.0;2582.0;994.0;769.0;591.0;71.0;87.0;62.0;8.0;43.0;1035.0;829.0;25.0;1155.0;183.0;3.0;21.0;1470;691.0;202.0;333.0;53.0;93.0;134.0;53.0;;;110.0;45.0;33.0;34.0;22.0;18046.0;16549.0;4521.0;11954.0;-1542.0;1593.0;23.0;1497.0;;2.0;864.0;557.0;261.0;227.0;69.0;74.0;481.0
15;Overheid;2008 3e kwartaal;33907;10251.0;9360.0;4160.0;2641.0;1031.0;916.0;1082.0;772.0;1139.0;666.0;799.0;492.0;168.0;101.0;;;99.0;230;17573;16120.0;10251.0;2641.0;1006.0;796.0;608.0;82.0;79.0;62.0;8.0;42.0;1031.0;772.0;53.0;1139.0;168.0;3.0;20.0;1453;666.0;206.0;348.0;52.0;106.0;134.0;56.0;;;99.0;44.0;34.0;35.0;21.0;15842.0;14367.0;4160.0;9060.0;300.0;799.0;48.0;1475.0;;4.0;876.0;568.0;257.0;239.0;72.0;27.0;492.0
16;Overheid;2008 4e kwartaal;40203;12506.0;11691.0;6202.0;2664.0;1340.0;787.0;1060.0;548.0;957.0;762.0;353.0;601.0;171.0;131.0;;;215.0;215;19961;18327.0;12506.0;2664.0;1015.0;799.0;599.0;93.0;75.0;73.0;10.0;37.0;1340.0;548.0;68.0;957.0;171.0;15.0;21.0;1634;762.0;203.0;318.0;54.0;74.0;133.0;57.0;;;215.0;44.0;35.0;34.0;23.0;19641.0;18309.0;6202.0;10326.0;1365.0;353.0;63.0;1332.0;;10.0;857.0;469.0;207.0;193.0;69.0;-4.0;601.0
17;Overheid;2008;144346;43221.0;40494.0;18814.0;10516.0;4624.0;3479.0;4400.0;3236.0;4375.0;2794.0;3951.0;1796.0;795.0;333.0;;;527.0;991;73255;67202.0;43221.0;10516.0;4049.0;3176.0;2360.0;328.0;318.0;251.0;34.0;158.0;4624.0;3236.0;174.0;4375.0;795.0;20.0;83.0;6053;2794.0;844.0;1351.0;211.0;366.0;535.0;239.0;;;527.0;178.0;135.0;137.0;87.0;69295.0;63418.0;18814.0;40636.0;-142.0;3951.0;159.0;5877.0;;20.0;3556.0;2128.0;964.0;885.0;279.0;173.0;1796.0
18;Overheid;2009 1e kwartaal;33058;8877.0;10432.0;3827.0;2684.0;1494.0;958.0;1191.0;696.0;665.0;713.0;408.0;350.0;316.0;103.0;;;108.0;236;16429;14839.0;8877.0;2684.0;1050.0;830.0;568.0;83.0;84.0;60.0;9.0;33.0;1494.0;696.0;49.0;665.0;316.0;0.0;25.0;1590;713.0;231.0;405.0;56.0;77.0;162.0;110.0;;;108.0;45.0;37.0;33.0;18.0;16279.0;14721.0;3827.0;10474.0;-42.0;408.0;54.0;1558.0;;2.0;960.0;553.0;260.0;195.0;98.0;43.0;350.0
19;Overheid;2009 2e kwartaal;35666;10017.0;13332.0;2592.0;2711.0;956.0;937.0;1211.0;555.0;660.0;735.0;858.0;445.0;180.0;113.0;;;130.0;234;16809;15204.0;10017.0;2711.0;994.0;867.0;618.0;73.0;86.0;64.0;9.0;42.0;956.0;555.0;53.0;660.0;180.0;5.0;25.0;1605;735.0;233.0;373.0;55.0;76.0;166.0;76.0;;;130.0;46.0;37.0;32.0;19.0;18412.0;16842.0;2592.0;12844.0;488.0;858.0;60.0;1570.0;;2.0;978.0;564.0;270.0;195.0;99.0;26.0;445.0
20;Overheid;2009 3e kwartaal;30770;9722.0;10019.0;2000.0;2531.0;834.0;933.0;1153.0;543.0;671.0;706.0;512.0;509.0;181.0;96.0;;;126.0;234;16150;14592.0;9722.0;2531.0;934.0;786.0;569.0;70.0;105.0;60.0;7.0;44.0;834.0;543.0;45.0;671.0;181.0;1.0;20.0;1558;706.0;221.0;371.0;55.0;77.0;167.0;72.0;;;126.0;45.0;36.0;30.0;23.0;14111.0;12582.0;2000.0;9928.0;91.0;512.0;51.0;1529.0;;3.0;932.0;562.0;269.0;195.0;98.0;32.0;509.0
21;Overheid;2009 4e kwartaal;38160;11470.0;13796.0;3185.0;2770.0;1313.0;921.0;1204.0;351.0;749.0;782.0;306.0;511.0;172.0;132.0;;;252.0;246;18758;16963.0;11470.0;2770.0;1050.0;886.0;563.0;80.0;115.0;69.0;7.0;39.0;1313.0;351.0;75.0;749.0;172.0;0.0;24.0;1795;782.0;233.0;391.0;56.0;79.0;171.0;85.0;;;252.0;46.0;36.0;26.0;29.0;18891.0;17344.0;3185.0;13798.0;-2.0;306.0;57.0;1547.0;;18.0;971.0;530.0;228.0;194.0;108.0;28.0;511.0
22;Overheid;2009;137654;40086.0;47579.0;11604.0;10696.0;4597.0;3749.0;4759.0;2145.0;2745.0;2936.0;2084.0;1815.0;849.0;444.0;;;616.0;950;68146;61598.0;40086.0;10696.0;4028.0;3369.0;2318.0;306.0;390.0;253.0;32.0;158.0;4597.0;2145.0;222.0;2745.0;849.0;6.0;94.0;6548;2936.0;918.0;1540.0;222.0;309.0;666.0;343.0;;;616.0;182.0;146.0;121.0;89.0;67693.0;61489.0;11604.0;47044.0;535.0;2084.0;222.0;6204.0;;25.0;3841.0;2209.0;1027.0;779.0;403.0;129.0;1815.0
23;Overheid;2010 1e kwartaal;33681;9653.0;10018.0;3860.0;2638.0;1442.0;995.0;1272.0;627.0;658.0;729.0;638.0;357.0;327.0;102.0;;;123.0;242;17108;15456.0;9653.0;2638.0;966.0;844.0;572.0;96.0;86.0;65.0;9.0;35.0;1442.0;627.0;51.0;658.0;327.0;0.0;25.0;1652;729.0;247.0;408.0;52.0;81.0;173.0;102.0;;;123.0;43.0;40.0;33.0;29.0;16216.0;14567.0;3860.0;10122.0;-104.0;638.0;51.0;1649.0;;7.0;1025.0;587.0;277.0;203.0;107.0;30.0;357.0
24;Overheid;2010 2e kwartaal;37493;10628.0;13595.0;3196.0;2899.0;910.0;986.0;1266.0;546.0;693.0;746.0;995.0;397.0;186.0;110.0;;;142.0;198;17657;15987.0;10628.0;2899.0;1055.0;936.0;644.0;77.0;108.0;72.0;7.0;45.0;910.0;546.0;55.0;693.0;186.0;0.0;25.0;1670;746.0;246.0;397.0;51.0;80.0;174.0;92.0;;;142.0;42.0;39.0;32.0;26.0;19439.0;17841.0;3196.0;12988.0;607.0;995.0;55.0;1598.0;;7.0;1020.0;589.0;279.0;202.0;108.0;-18.0;397.0
25;Overheid;2010 3e kwartaal;31249;9845.0;10072.0;2016.0;2739.0;828.0;981.0;1266.0;528.0;685.0;789.0;460.0;430.0;160.0;102.0;;;73.0;275;16537;14900.0;9845.0;2739.0;1019.0;879.0;605.0;69.0;103.0;58.0;6.0;39.0;828.0;528.0;51.0;685.0;160.0;0.0;25.0;1637;789.0;245.0;390.0;52.0;79.0;176.0;83.0;;;73.0;42.0;39.0;34.0;25.0;14282.0;12599.0;2016.0;9895.0;177.0;460.0;51.0;1683.0;;5.0;1021.0;591.0;281.0;201.0;109.0;66.0;430.0
26;Overheid;2010 4e kwartaal;40789;12528.0;14493.0;3710.0;2844.0;1426.0;951.0;1256.0;395.0;749.0;782.0;307.0;533.0;188.0;128.0;;;271.0;228;20059;18256.0;12528.0;2844.0;1027.0;933.0;616.0;89.0;92.0;79.0;8.0;37.0;1426.0;395.0;64.0;749.0;188.0;0.0;25.0;1803;782.0;238.0;383.0;51.0;79.0;172.0;81.0;;;271.0;42.0;39.0;32.0;16.0;20197.0;18574.0;3710.0;13097.0;1396.0;307.0;64.0;1623.0;;4.0;1018.0;568.0;261.0;202.0;105.0;33.0;533.0
27;Overheid;2010;143212;42654.0;48178.0;12782.0;11120.0;4606.0;3913.0;5060.0;2096.0;2785.0;3046.0;2400.0;1717.0;861.0;442.0;;;609.0;943;71361;64599.0;42654.0;11120.0;4067.0;3592.0;2437.0;331.0;389.0;274.0;30.0;156.0;4606.0;2096.0;221.0;2785.0;861.0;0.0;100.0;6762;3046.0;976.0;1578.0;206.0;319.0;695.0;358.0;;;609.0;169.0;157.0;131.0;96.0;70134.0;63581.0;12782.0;46102.0;2076.0;2400.0;221.0;6553.0;;23.0;4084.0;2335.0;1098.0;808.0;429.0;111.0;1717.0
28;Overheid;2011 1e kwartaal;34481;9443.0;10666.0;4256.0;2724.0;1407.0;1028.0;1269.0;580.0;694.0;793.0;436.0;348.0;335.0;134.0;;;110.0;258;17013;15303.0;9443.0;2724.0;1011.0;905.0;574.0;80.0;85.0;62.0;7.0;35.0;1407.0;580.0;67.0;694.0;335.0;-4.0;22.0;1710;793.0;250.0;421.0;53.0;82.0;179.0;107.0;;;110.0;40.0;40.0;34.0;22.0;17120.0;15425.0;4256.0;10487.0;179.0;436.0;67.0;1695.0;;-4.0;1019.0;607.0;287.0;206.0;114.0;73.0;348.0
29;Overheid;2011 2e kwartaal;37564;9844.0;14850.0;2685.0;2902.0;869.0;1033.0;1271.0;545.0;614.0;811.0;975.0;427.0;262.0;104.0;;;97.0;275;16899;15158.0;9844.0;2902.0;1034.0;925.0;687.0;75.0;106.0;69.0;6.0;48.0;869.0;545.0;52.0;614.0;262.0;0.0;22.0;1741;811.0;248.0;421.0;54.0;82.0;180.0;105.0;;;97.0;44.0;41.0;35.0;44.0;20238.0;18562.0;2685.0;13557.0;1293.0;975.0;52.0;1676.0;;-2.0;1023.0;612.0;292.0;207.0;113.0;43.0;427.0
30;Overheid;2011 3e kwartaal;32582;10259.0;10476.0;2770.0;2796.0;810.0;1037.0;1260.0;463.0;279.0;796.0;649.0;350.0;188.0;96.0;;;85.0;268;16612;14905.0;10259.0;2796.0;1009.0;873.0;666.0;75.0;101.0;66.0;6.0;40.0;810.0;463.0;48.0;279.0;188.0;0.0;22.0;1707;796.0;247.0;429.0;55.0;83.0;179.0;112.0;;;85.0;44.0;41.0;36.0;29.0;15620.0;13943.0;2770.0;10199.0;277.0;649.0;48.0;1677.0;;0.0;1013.0;608.0;280.0;214.0;114.0;56.0;350.0
31;Overheid;2011 4e kwartaal;35225;12064.0;10701.0;2698.0;2846.0;1322.0;1007.0;1254.0;390.0;348.0;771.0;530.0;413.0;235.0;141.0;;;249.0;256;19161;17334.0;12064.0;2846.0;1047.0;941.0;600.0;84.0;91.0;75.0;8.0;36.0;1322.0;390.0;71.0;348.0;235.0;-1.0;23.0;1827;771.0;231.0;411.0;58.0;78.0;167.0;108.0;;;249.0;44.0;41.0;43.0;37.0;15651.0;13999.0;2698.0;12983.0;-2282.0;530.0;70.0;1652.0;;17.0;1023.0;596.0;289.0;198.0;109.0;16.0;413.0
32;Overheid;2011;139852;41610.0;46693.0;12409.0;11268.0;4408.0;4105.0;5054.0;1978.0;1935.0;3171.0;2590.0;1538.0;1020.0;475.0;;;541.0;1057;69685;62700.0;41610.0;11268.0;4101.0;3644.0;2527.0;314.0;383.0;272.0;27.0;159.0;4408.0;1978.0;238.0;1935.0;1020.0;-5.0;89.0;6985;3171.0;976.0;1682.0;220.0;325.0;705.0;432.0;;;541.0;172.0;163.0;148.0;132.0;68629.0;61929.0;12409.0;47226.0;-533.0;2590.0;237.0;6700.0;;11.0;4078.0;2423.0;1148.0;825.0;450.0;188.0;1538.0
33;Overheid;2012 1e kwartaal;33836;9184.0;10632.0;4377.0;2790.0;1240.0;1064.0;1244.0;476.0;265.0;814.0;566.0;288.0;408.0;122.0;;;100.0;266;16185;14474.0;9184.0;2790.0;1012.0;897.0;639.0;84.0;85.0;66.0;7.0;36.0;1240.0;476.0;61.0;265.0;408.0;0.0;14.0;1711;814.0;240.0;426.0;64.0;83.0;183.0;96.0;;;100.0;41.0;39.0;39.0;12.0;17363.0;15636.0;4377.0;10717.0;-85.0;566.0;61.0;1727.0;;4.0;1004.0;638.0;305.0;217.0;116.0;81.0;288.0
34;Overheid;2012 2e kwartaal;37464;9926.0;15258.0;2711.0;2878.0;860.0;1042.0;1295.0;451.0;318.0;844.0;908.0;356.0;230.0;114.0;;;14.0;259;16445;14783.0;9926.0;2878.0;1035.0;916.0;681.0;71.0;104.0;66.0;5.0;39.0;860.0;451.0;57.0;318.0;230.0;0.0;24.0;1662;844.0;250.0;420.0;54.0;83.0;180.0;103.0;;;14.0;40.0;35.0;39.0;20.0;20663.0;18934.0;2711.0;13810.0;1448.0;908.0;57.0;1729.0;;-6.0;1045.0;622.0;290.0;216.0;116.0;68.0;356.0
35;Overheid;2012 3e kwartaal;31366;10033.0;10703.0;2077.0;2713.0;722.0;1048.0;1249.0;256.0;251.0;852.0;460.0;341.0;233.0;100.0;;;40.0;288;16006;14326.0;10033.0;2713.0;954.0;858.0;650.0;77.0;100.0;68.0;6.0;46.0;722.0;256.0;50.0;251.0;233.0;0.0;22.0;1680;852.0;241.0;420.0;61.0;78.0;179.0;102.0;;;40.0;40.0;40.0;36.0;11.0;15019.0;13290.0;2077.0;10434.0;269.0;460.0;50.0;1729.0;;4.0;1008.0;628.0;308.0;204.0;116.0;89.0;341.0
36;Overheid;2012 4e kwartaal;32816;12556.0;7712.0;2689.0;2908.0;1191.0;1020.0;1227.0;317.0;294.0;827.0;547.0;398.0;274.0;123.0;536.0;;11.0;186;19830;17665.0;12556.0;2908.0;1006.0;907.0;683.0;116.0;98.0;89.0;9.0;37.0;1191.0;317.0;62.0;294.0;274.0;0.0;26.0;2165;827.0;237.0;412.0;48.0;79.0;179.0;106.0;536.0;;11.0;44.0;37.0;45.0;16.0;12588.0;11009.0;2689.0;10246.0;-2534.0;547.0;61.0;1579.0;;0.0;990.0;608.0;289.0;201.0;118.0;-19.0;398.0
37;Overheid;2012;135482;41699.0;44305.0;11854.0;11289.0;4013.0;4174.0;5015.0;1500.0;1128.0;3337.0;2481.0;1383.0;1145.0;459.0;536.0;;165.0;999;68466;61248.0;41699.0;11289.0;4007.0;3578.0;2653.0;348.0;387.0;289.0;27.0;158.0;4013.0;1500.0;230.0;1128.0;1145.0;0.0;86.0;7218;3337.0;968.0;1678.0;227.0;323.0;721.0;407.0;536.0;;165.0;165.0;151.0;159.0;59.0;65633.0;58869.0;11854.0;45207.0;-902.0;2481.0;229.0;6764.0;;2.0;4047.0;2496.0;1192.0;838.0;466.0;219.0;1383.0
38;Overheid;2013 1e kwartaal;34584;9404.0;10554.0;4187.0;2605.0;1712.0;1035.0;1238.0;305.0;242.0;851.0;508.0;356.0;834.0;100.0;126.0;12.0;185.0;330;17177;15202.0;9404.0;2605.0;987.0;880.0;528.0;57.0;82.0;64.0;7.0;35.0;1712.0;305.0;50.0;242.0;834.0;0.0;15.0;1975;851.0;239.0;364.0;59.0;84.0;191.0;30.0;126.0;12.0;185.0;35.0;;32.0;131.0;17051.0;15299.0;4187.0;10613.0;-59.0;508.0;50.0;1752.0;;0.0;999.0;671.0;331.0;217.0;123.0;82.0;356.0
