ID;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
424;494 Goederenvervoer over de weg;2011;104.8;4.8
425;494 Goederenvervoer over de weg;2012 1e kwartaal;98.8;1.5
426;494 Goederenvervoer over de weg;2012 2e kwartaal;110.3;2.8
427;494 Goederenvervoer over de weg;2012 3e kwartaal;106.8;2.8
428;494 Goederenvervoer over de weg;2012 4e kwartaal;111.7;0.9
429;494 Goederenvervoer over de weg;2012;106.9;2.0
430;494 Goederenvervoer over de weg;2013 1e kwartaal;97.3;-1.4
431;494 Goederenvervoer over de weg;2013 2e kwartaal;106.9;-3.1
432;494 Goederenvervoer over de weg;2013 3e kwartaal;104.3;-2.4
433;494 Goederenvervoer over de weg;2013 4e kwartaal;114.5;2.5
434;494 Goederenvervoer over de weg;2013;105.8;-1.0
435;494 Goederenvervoer over de weg;2014 1e kwartaal;100.1;2.8
436;494 Goederenvervoer over de weg;2014 2e kwartaal;110.9;3.7
437;494 Goederenvervoer over de weg;2014 3e kwartaal;110.1;5.6
438;494 Goederenvervoer over de weg;2014 4e kwartaal;117.5;2.6
439;494 Goederenvervoer over de weg;2014;109.6;3.7
440;494 Goederenvervoer over de weg;2015 1e kwartaal;103.8;3.7
441;494 Goederenvervoer over de weg;2015 2e kwartaal;114.8;3.6
442;494 Goederenvervoer over de weg;2015 3e kwartaal;111.2;1.0
443;494 Goederenvervoer over de weg;2015 4e kwartaal;122.8;4.5
444;494 Goederenvervoer over de weg;2015;113.1;3.2
445;494 Goederenvervoer over de weg;2016 1e kwartaal;107.0;3.1
446;494 Goederenvervoer over de weg;2016 2e kwartaal;117.4;2.3
447;494 Goederenvervoer over de weg;2016 3e kwartaal;114.2;2.7
448;494 Goederenvervoer over de weg;2016 4e kwartaal;127.1;3.5
449;494 Goederenvervoer over de weg;2016;116.4;2.9
450;494 Goederenvervoer over de weg;2017 1e kwartaal;115.6;8.0
451;494 Goederenvervoer over de weg;2017 2e kwartaal;124.5;6.0
452;494 Goederenvervoer over de weg;2017 3e kwartaal;120.4;5.5
453;494 Goederenvervoer over de weg;2017 4e kwartaal;132.7;4.4
454;494 Goederenvervoer over de weg;2017;123.3;5.9
455;4941 Goederenwegvervoer (geen verhuis-);2005 1e kwartaal;78.0;
456;4941 Goederenwegvervoer (geen verhuis-);2005 2e kwartaal;88.3;
457;4941 Goederenwegvervoer (geen verhuis-);2005 3e kwartaal;87.2;
458;4941 Goederenwegvervoer (geen verhuis-);2005 4e kwartaal;99.6;
459;4941 Goederenwegvervoer (geen verhuis-);2005;88.3;
460;4941 Goederenwegvervoer (geen verhuis-);2006 1e kwartaal;87.4;12.1
461;4941 Goederenwegvervoer (geen verhuis-);2006 2e kwartaal;99.1;12.2
462;4941 Goederenwegvervoer (geen verhuis-);2006 3e kwartaal;96.6;10.8
463;4941 Goederenwegvervoer (geen verhuis-);2006 4e kwartaal;109.0;9.4
464;4941 Goederenwegvervoer (geen verhuis-);2006;98.0;11.0
465;4941 Goederenwegvervoer (geen verhuis-);2007 1e kwartaal;96.4;10.4
466;4941 Goederenwegvervoer (geen verhuis-);2007 2e kwartaal;107.5;8.5
467;4941 Goederenwegvervoer (geen verhuis-);2007 3e kwartaal;104.6;8.3
468;4941 Goederenwegvervoer (geen verhuis-);2007 4e kwartaal;113.5;4.2
469;4941 Goederenwegvervoer (geen verhuis-);2007;105.5;7.7
470;4941 Goederenwegvervoer (geen verhuis-);2008 1e kwartaal;102.0;5.8
471;4941 Goederenwegvervoer (geen verhuis-);2008 2e kwartaal;113.0;5.1
472;4941 Goederenwegvervoer (geen verhuis-);2008 3e kwartaal;110.4;5.5
473;4941 Goederenwegvervoer (geen verhuis-);2008 4e kwartaal;114.0;0.4
474;4941 Goederenwegvervoer (geen verhuis-);2008;109.8;4.1
475;4941 Goederenwegvervoer (geen verhuis-);2009 1e kwartaal;90.6;-11.3
476;4941 Goederenwegvervoer (geen verhuis-);2009 2e kwartaal;98.3;-13.0
477;4941 Goederenwegvervoer (geen verhuis-);2009 3e kwartaal;95.4;-13.6
478;4941 Goederenwegvervoer (geen verhuis-);2009 4e kwartaal;103.8;-8.9
479;4941 Goederenwegvervoer (geen verhuis-);2009;97.0;-11.7
480;4941 Goederenwegvervoer (geen verhuis-);2010 1e kwartaal;87.4;-3.5
481;4941 Goederenwegvervoer (geen verhuis-);2010 2e kwartaal;100.7;2.4
482;4941 Goederenwegvervoer (geen verhuis-);2010 3e kwartaal;99.8;4.6
483;4941 Goederenwegvervoer (geen verhuis-);2010 4e kwartaal;112.2;8.0
484;4941 Goederenwegvervoer (geen verhuis-);2010;100.0;3.1
485;4941 Goederenwegvervoer (geen verhuis-);2011 1e kwartaal;97.4;11.5
486;4941 Goederenwegvervoer (geen verhuis-);2011 2e kwartaal;107.5;6.7
487;4941 Goederenwegvervoer (geen verhuis-);2011 3e kwartaal;103.8;4.1
488;4941 Goederenwegvervoer (geen verhuis-);2011 4e kwartaal;110.8;-1.2
489;4941 Goederenwegvervoer (geen verhuis-);2011;104.9;4.9
490;4941 Goederenwegvervoer (geen verhuis-);2012 1e kwartaal;98.9;1.5
491;4941 Goederenwegvervoer (geen verhuis-);2012 2e kwartaal;110.6;2.9
492;4941 Goederenwegvervoer (geen verhuis-);2012 3e kwartaal;106.8;2.9
493;4941 Goederenwegvervoer (geen verhuis-);2012 4e kwartaal;111.9;1.0
494;4941 Goederenwegvervoer (geen verhuis-);2012;107.1;2.1
495;4941 Goederenwegvervoer (geen verhuis-);2013 1e kwartaal;97.6;-1.3
496;4941 Goederenwegvervoer (geen verhuis-);2013 2e kwartaal;107.2;-3.1
497;4941 Goederenwegvervoer (geen verhuis-);2013 3e kwartaal;104.3;-2.3
498;4941 Goederenwegvervoer (geen verhuis-);2013 4e kwartaal;114.8;2.5
499;4941 Goederenwegvervoer (geen verhuis-);2013;106.0;-1.0
500;4941 Goederenwegvervoer (geen verhuis-);2014 1e kwartaal;100.3;2.8
501;4941 Goederenwegvervoer (geen verhuis-);2014 2e kwartaal;111.2;3.7
502;4941 Goederenwegvervoer (geen verhuis-);2014 3e kwartaal;110.2;5.6
503;4941 Goederenwegvervoer (geen verhuis-);2014 4e kwartaal;117.8;2.6
504;4941 Goederenwegvervoer (geen verhuis-);2014;109.9;3.7
505;4941 Goederenwegvervoer (geen verhuis-);2015 1e kwartaal;103.9;3.7
506;4941 Goederenwegvervoer (geen verhuis-);2015 2e kwartaal;115.2;3.6
507;4941 Goederenwegvervoer (geen verhuis-);2015 3e kwartaal;111.1;0.8
508;4941 Goederenwegvervoer (geen verhuis-);2015 4e kwartaal;122.8;4.2
509;4941 Goederenwegvervoer (geen verhuis-);2015;113.3;3.1
510;4941 Goederenwegvervoer (geen verhuis-);2016 1e kwartaal;107.1;3.0
511;4941 Goederenwegvervoer (geen verhuis-);2016 2e kwartaal;117.6;2.0
512;4941 Goederenwegvervoer (geen verhuis-);2016 3e kwartaal;114.0;2.6
513;4941 Goederenwegvervoer (geen verhuis-);2016 4e kwartaal;126.9;3.4
514;4941 Goederenwegvervoer (geen verhuis-);2016;116.4;2.7
515;4941 Goederenwegvervoer (geen verhuis-);2017 1e kwartaal;115.5;7.8
516;4941 Goederenwegvervoer (geen verhuis-);2017 2e kwartaal;124.7;6.1
517;4941 Goederenwegvervoer (geen verhuis-);2017 3e kwartaal;120.1;5.4
518;4941 Goederenwegvervoer (geen verhuis-);2017 4e kwartaal;132.6;4.5
519;4941 Goederenwegvervoer (geen verhuis-);2017;123.2;5.9
520;4942 Verhuisvervoer;2005 1e kwartaal;95.2;
521;4942 Verhuisvervoer;2005 2e kwartaal;106.6;
522;4942 Verhuisvervoer;2005 3e kwartaal;104.9;
523;4942 Verhuisvervoer;2005 4e kwartaal;115.8;
524;4942 Verhuisvervoer;2005;105.6;
525;4942 Verhuisvervoer;2006 1e kwartaal;106.7;12.1
526;4942 Verhuisvervoer;2006 2e kwartaal;119.6;12.2
527;4942 Verhuisvervoer;2006 3e kwartaal;116.2;10.8
528;4942 Verhuisvervoer;2006 4e kwartaal;126.6;9.4
529;4942 Verhuisvervoer;2006;117.3;11.0
530;4942 Verhuisvervoer;2007 1e kwartaal;117.8;10.4
531;4942 Verhuisvervoer;2007 2e kwartaal;129.9;8.5
532;4942 Verhuisvervoer;2007 3e kwartaal;125.8;8.3
533;4942 Verhuisvervoer;2007 4e kwartaal;131.9;4.2
534;4942 Verhuisvervoer;2007;126.3;7.7
535;4942 Verhuisvervoer;2008 1e kwartaal;124.6;5.8
536;4942 Verhuisvervoer;2008 2e kwartaal;136.4;5.1
537;4942 Verhuisvervoer;2008 3e kwartaal;132.7;5.5
538;4942 Verhuisvervoer;2008 4e kwartaal;132.4;0.4
539;4942 Verhuisvervoer;2008;131.6;4.1
540;4942 Verhuisvervoer;2009 1e kwartaal;103.7;-16.8
541;4942 Verhuisvervoer;2009 2e kwartaal;104.6;-23.4
542;4942 Verhuisvervoer;2009 3e kwartaal;110.8;-16.5
543;4942 Verhuisvervoer;2009 4e kwartaal;105.9;-20.1
544;4942 Verhuisvervoer;2009;106.2;-19.3
545;4942 Verhuisvervoer;2010 1e kwartaal;87.8;-15.4
546;4942 Verhuisvervoer;2010 2e kwartaal;96.8;-7.4
547;4942 Verhuisvervoer;2010 3e kwartaal;106.7;-3.7
548;4942 Verhuisvervoer;2010 4e kwartaal;108.7;2.6
549;4942 Verhuisvervoer;2010;100.0;-5.9
550;4942 Verhuisvervoer;2011 1e kwartaal;91.9;4.7
551;4942 Verhuisvervoer;2011 2e kwartaal;96.3;-0.5
552;4942 Verhuisvervoer;2011 3e kwartaal;107.3;0.5
553;4942 Verhuisvervoer;2011 4e kwartaal;107.5;-1.1
554;4942 Verhuisvervoer;2011;100.7;0.7
555;4942 Verhuisvervoer;2012 1e kwartaal;93.5;1.7
556;4942 Verhuisvervoer;2012 2e kwartaal;95.4;-1.0
557;4942 Verhuisvervoer;2012 3e kwartaal;104.2;-2.9
558;4942 Verhuisvervoer;2012 4e kwartaal;101.4;-5.7
559;4942 Verhuisvervoer;2012;98.6;-2.1
560;4942 Verhuisvervoer;2013 1e kwartaal;87.4;-6.5
561;4942 Verhuisvervoer;2013 2e kwartaal;92.4;-3.1
562;4942 Verhuisvervoer;2013 3e kwartaal;100.5;-3.5
563;4942 Verhuisvervoer;2013 4e kwartaal;104.2;2.7
564;4942 Verhuisvervoer;2013;96.1;-2.5
565;4942 Verhuisvervoer;2014 1e kwartaal;92.0;5.3
566;4942 Verhuisvervoer;2014 2e kwartaal;96.2;4.1
567;4942 Verhuisvervoer;2014 3e kwartaal;105.1;4.5
568;4942 Verhuisvervoer;2014 4e kwartaal;106.8;2.5
569;4942 Verhuisvervoer;2014;100.0;4.0
570;4942 Verhuisvervoer;2015 1e kwartaal;97.2;5.7
571;4942 Verhuisvervoer;2015 2e kwartaal;96.4;0.2
572;4942 Verhuisvervoer;2015 3e kwartaal;114.7;9.1
573;4942 Verhuisvervoer;2015 4e kwartaal;123.2;15.3
574;4942 Verhuisvervoer;2015;107.9;7.8
575;4942 Verhuisvervoer;2016 1e kwartaal;104.1;7.0
576;4942 Verhuisvervoer;2016 2e kwartaal;111.9;16.1
577;4942 Verhuisvervoer;2016 3e kwartaal;123.9;8.0
578;4942 Verhuisvervoer;2016 4e kwartaal;134.9;9.5
579;4942 Verhuisvervoer;2016;118.7;10.0
580;4942 Verhuisvervoer;2017 1e kwartaal;118.1;13.4
581;4942 Verhuisvervoer;2017 2e kwartaal;114.1;1.9
582;4942 Verhuisvervoer;2017 3e kwartaal;134.8;8.8
583;4942 Verhuisvervoer;2017 4e kwartaal;135.4;0.3
584;4942 Verhuisvervoer;2017;125.6;5.8
585;50 Vervoer over water;2005 1e kwartaal;128.3;
586;50 Vervoer over water;2005 2e kwartaal;141.1;
587;50 Vervoer over water;2005 3e kwartaal;144.5;
588;50 Vervoer over water;2005 4e kwartaal;140.8;
589;50 Vervoer over water;2005;138.7;
590;50 Vervoer over water;2006 1e kwartaal;121.3;-5.4
591;50 Vervoer over water;2006 2e kwartaal;113.4;-19.7
592;50 Vervoer over water;2006 3e kwartaal;116.7;-19.2
593;50 Vervoer over water;2006 4e kwartaal;110.9;-21.2
594;50 Vervoer over water;2006;115.6;-16.6
595;50 Vervoer over water;2007 1e kwartaal;114.8;-5.4
596;50 Vervoer over water;2007 2e kwartaal;125.3;10.6
597;50 Vervoer over water;2007 3e kwartaal;132.6;13.6
598;50 Vervoer over water;2007 4e kwartaal;129.8;17.0
599;50 Vervoer over water;2007;125.6;8.7
600;50 Vervoer over water;2008 1e kwartaal;124.8;8.7
601;50 Vervoer over water;2008 2e kwartaal;130.9;4.4
602;50 Vervoer over water;2008 3e kwartaal;133.8;0.9
603;50 Vervoer over water;2008 4e kwartaal;136.0;4.8
604;50 Vervoer over water;2008;131.4;4.6
605;50 Vervoer over water;2009 1e kwartaal;108.0;-13.5
606;50 Vervoer over water;2009 2e kwartaal;105.4;-19.5
607;50 Vervoer over water;2009 3e kwartaal;105.5;-21.1
608;50 Vervoer over water;2009 4e kwartaal;101.9;-25.0
609;50 Vervoer over water;2009;105.2;-19.9
610;50 Vervoer over water;2010 1e kwartaal;94.7;-12.3
611;50 Vervoer over water;2010 2e kwartaal;101.3;-3.9
612;50 Vervoer over water;2010 3e kwartaal;103.5;-2.0
613;50 Vervoer over water;2010 4e kwartaal;100.6;-1.3
614;50 Vervoer over water;2010;100.0;-4.9
615;50 Vervoer over water;2011 1e kwartaal;92.7;-2.1
616;50 Vervoer over water;2011 2e kwartaal;105.1;3.8
617;50 Vervoer over water;2011 3e kwartaal;108.3;4.7
618;50 Vervoer over water;2011 4e kwartaal;108.2;7.5
619;50 Vervoer over water;2011;103.6;3.6
620;50 Vervoer over water;2012 1e kwartaal;103.1;11.2
621;50 Vervoer over water;2012 2e kwartaal;107.6;2.4
622;50 Vervoer over water;2012 3e kwartaal;109.0;0.6
623;50 Vervoer over water;2012 4e kwartaal;112.2;3.6
624;50 Vervoer over water;2012;108.0;4.2
625;50 Vervoer over water;2013 1e kwartaal;101.3;-1.7
626;50 Vervoer over water;2013 2e kwartaal;113.3;5.2
627;50 Vervoer over water;2013 3e kwartaal;116.8;7.2
628;50 Vervoer over water;2013 4e kwartaal;114.0;1.7
629;50 Vervoer over water;2013;111.3;3.1
630;50 Vervoer over water;2014 1e kwartaal;107.8;6.4
631;50 Vervoer over water;2014 2e kwartaal;114.2;0.9
632;50 Vervoer over water;2014 3e kwartaal;115.9;-0.7
633;50 Vervoer over water;2014 4e kwartaal;113.4;-0.5
634;50 Vervoer over water;2014;112.9;1.4
635;50 Vervoer over water;2015 1e kwartaal;106.0;-1.7
636;50 Vervoer over water;2015 2e kwartaal;116.4;1.9
637;50 Vervoer over water;2015 3e kwartaal;118.8;2.5
638;50 Vervoer over water;2015 4e kwartaal;114.2;0.6
639;50 Vervoer over water;2015;113.8;0.9
640;50 Vervoer over water;2016 1e kwartaal;101.0;-4.7
641;50 Vervoer over water;2016 2e kwartaal;107.1;-8.1
642;50 Vervoer over water;2016 3e kwartaal;104.7;-11.9
643;50 Vervoer over water;2016 4e kwartaal;104.0;-8.9
644;50 Vervoer over water;2016;104.2;-8.5
645;50 Vervoer over water;2017 1e kwartaal;107.1;6.0
646;50 Vervoer over water;2017 2e kwartaal;111.1;3.8
647;50 Vervoer over water;2017 3e kwartaal;111.5;6.5
648;50 Vervoer over water;2017 4e kwartaal;107.8;3.6
649;50 Vervoer over water;2017;109.4;5.0
650;501-502 Zee- en kustvaart;2005 1e kwartaal;150.9;
651;501-502 Zee- en kustvaart;2005 2e kwartaal;163.2;
652;501-502 Zee- en kustvaart;2005 3e kwartaal;165.7;
653;501-502 Zee- en kustvaart;2005 4e kwartaal;159.2;
654;501-502 Zee- en kustvaart;2005;159.7;
655;501-502 Zee- en kustvaart;2006 1e kwartaal;133.6;-11.5
656;501-502 Zee- en kustvaart;2006 2e kwartaal;118.1;-27.7
657;501-502 Zee- en kustvaart;2006 3e kwartaal;119.9;-27.7
658;501-502 Zee- en kustvaart;2006 4e kwartaal;113.7;-28.6
659;501-502 Zee- en kustvaart;2006;121.3;-24.1
660;501-502 Zee- en kustvaart;2007 1e kwartaal;123.2;-7.8
661;501-502 Zee- en kustvaart;2007 2e kwartaal;131.2;11.1
662;501-502 Zee- en kustvaart;2007 3e kwartaal;139.3;16.2
663;501-502 Zee- en kustvaart;2007 4e kwartaal;135.0;18.8
664;501-502 Zee- en kustvaart;2007;132.2;9.0
665;501-502 Zee- en kustvaart;2008 1e kwartaal;130.5;5.9
666;501-502 Zee- en kustvaart;2008 2e kwartaal;136.2;3.9
667;501-502 Zee- en kustvaart;2008 3e kwartaal;138.7;-0.4
668;501-502 Zee- en kustvaart;2008 4e kwartaal;142.8;5.8
669;501-502 Zee- en kustvaart;2008;137.1;3.7
670;501-502 Zee- en kustvaart;2009 1e kwartaal;116.1;-11.0
671;501-502 Zee- en kustvaart;2009 2e kwartaal;109.7;-19.4
672;501-502 Zee- en kustvaart;2009 3e kwartaal;107.2;-22.7
673;501-502 Zee- en kustvaart;2009 4e kwartaal;101.1;-29.2
674;501-502 Zee- en kustvaart;2009;108.5;-20.8
675;501-502 Zee- en kustvaart;2010 1e kwartaal;98.2;-15.5
676;501-502 Zee- en kustvaart;2010 2e kwartaal;102.4;-6.7
677;501-502 Zee- en kustvaart;2010 3e kwartaal;101.4;-5.4
678;501-502 Zee- en kustvaart;2010 4e kwartaal;98.0;-3.0
679;501-502 Zee- en kustvaart;2010;100.0;-7.9
680;501-502 Zee- en kustvaart;2011 1e kwartaal;90.3;-8.0
681;501-502 Zee- en kustvaart;2011 2e kwartaal;98.6;-3.7
682;501-502 Zee- en kustvaart;2011 3e kwartaal;106.1;4.6
683;501-502 Zee- en kustvaart;2011 4e kwartaal;104.6;6.7
684;501-502 Zee- en kustvaart;2011;99.9;-0.1
685;501-502 Zee- en kustvaart;2012 1e kwartaal;105.7;17.1
686;501-502 Zee- en kustvaart;2012 2e kwartaal;107.8;9.3
687;501-502 Zee- en kustvaart;2012 3e kwartaal;110.0;3.6
688;501-502 Zee- en kustvaart;2012 4e kwartaal;115.4;10.4
689;501-502 Zee- en kustvaart;2012;109.7;9.8
690;501-502 Zee- en kustvaart;2013 1e kwartaal;105.2;-0.5
691;501-502 Zee- en kustvaart;2013 2e kwartaal;116.3;7.9
692;501-502 Zee- en kustvaart;2013 3e kwartaal;120.3;9.4
693;501-502 Zee- en kustvaart;2013 4e kwartaal;117.1;1.5
694;501-502 Zee- en kustvaart;2013;114.7;4.6
695;501-502 Zee- en kustvaart;2014 1e kwartaal;112.7;7.1
696;501-502 Zee- en kustvaart;2014 2e kwartaal;116.3;0.1
697;501-502 Zee- en kustvaart;2014 3e kwartaal;119.5;-0.7
698;501-502 Zee- en kustvaart;2014 4e kwartaal;116.8;-0.3
699;501-502 Zee- en kustvaart;2014;116.4;1.4
700;501-502 Zee- en kustvaart;2015 1e kwartaal;111.3;-1.3
701;501-502 Zee- en kustvaart;2015 2e kwartaal;119.6;2.8
702;501-502 Zee- en kustvaart;2015 3e kwartaal;118.9;-0.5
703;501-502 Zee- en kustvaart;2015 4e kwartaal;114.2;-2.3
704;501-502 Zee- en kustvaart;2015;116.0;-0.3
705;501-502 Zee- en kustvaart;2016 1e kwartaal;103.6;-6.9
706;501-502 Zee- en kustvaart;2016 2e kwartaal;108.5;-9.3
707;501-502 Zee- en kustvaart;2016 3e kwartaal;105.6;-11.2
708;501-502 Zee- en kustvaart;2016 4e kwartaal;105.0;-8.0
709;501-502 Zee- en kustvaart;2016;105.7;-8.9
710;501-502 Zee- en kustvaart;2017 1e kwartaal;109.8;5.9
711;501-502 Zee- en kustvaart;2017 2e kwartaal;112.0;3.3
712;501-502 Zee- en kustvaart;2017 3e kwartaal;112.2;6.2
713;501-502 Zee- en kustvaart;2017 4e kwartaal;112.3;6.9
714;501-502 Zee- en kustvaart;2017;111.6;5.6
715;503-504 Binnenvaart;2005 1e kwartaal;78.3;
716;503-504 Binnenvaart;2005 2e kwartaal;92.2;
717;503-504 Binnenvaart;2005 3e kwartaal;97.7;
718;503-504 Binnenvaart;2005 4e kwartaal;100.0;
719;503-504 Binnenvaart;2005;92.1;
720;503-504 Binnenvaart;2006 1e kwartaal;94.3;20.4
721;503-504 Binnenvaart;2006 2e kwartaal;102.9;11.6
722;503-504 Binnenvaart;2006 3e kwartaal;109.8;12.4
723;503-504 Binnenvaart;2006 4e kwartaal;104.8;4.8
724;503-504 Binnenvaart;2006;102.9;11.8
725;503-504 Binnenvaart;2007 1e kwartaal;96.2;2.0
726;503-504 Binnenvaart;2007 2e kwartaal;112.5;9.3
727;503-504 Binnenvaart;2007 3e kwartaal;117.8;7.3
728;503-504 Binnenvaart;2007 4e kwartaal;118.1;12.7
729;503-504 Binnenvaart;2007;111.1;8.0
730;503-504 Binnenvaart;2008 1e kwartaal;112.2;16.6
731;503-504 Binnenvaart;2008 2e kwartaal;119.1;5.9
732;503-504 Binnenvaart;2008 3e kwartaal;122.9;4.3
733;503-504 Binnenvaart;2008 4e kwartaal;120.8;2.3
734;503-504 Binnenvaart;2008;118.7;6.8
735;503-504 Binnenvaart;2009 1e kwartaal;89.9;-19.9
736;503-504 Binnenvaart;2009 2e kwartaal;95.8;-19.5
737;503-504 Binnenvaart;2009 3e kwartaal;101.8;-17.1
738;503-504 Binnenvaart;2009 4e kwartaal;103.8;-14.1
739;503-504 Binnenvaart;2009;97.8;-17.6
740;503-504 Binnenvaart;2010 1e kwartaal;86.9;-3.3
741;503-504 Binnenvaart;2010 2e kwartaal;98.8;3.1
742;503-504 Binnenvaart;2010 3e kwartaal;107.9;6.0
743;503-504 Binnenvaart;2010 4e kwartaal;106.4;2.5
744;503-504 Binnenvaart;2010;100.0;2.2
745;503-504 Binnenvaart;2011 1e kwartaal;98.0;12.7
746;503-504 Binnenvaart;2011 2e kwartaal;119.5;21.0
747;503-504 Binnenvaart;2011 3e kwartaal;113.2;4.9
748;503-504 Binnenvaart;2011 4e kwartaal;116.2;9.2
749;503-504 Binnenvaart;2011;111.7;11.7
750;503-504 Binnenvaart;2012 1e kwartaal;97.3;-0.7
751;503-504 Binnenvaart;2012 2e kwartaal;107.3;-10.2
752;503-504 Binnenvaart;2012 3e kwartaal;106.8;-5.7
753;503-504 Binnenvaart;2012 4e kwartaal;104.9;-9.7
754;503-504 Binnenvaart;2012;104.1;-6.9
755;503-504 Binnenvaart;2013 1e kwartaal;92.7;-4.7
756;503-504 Binnenvaart;2013 2e kwartaal;106.6;-0.7
757;503-504 Binnenvaart;2013 3e kwartaal;108.9;2.0
758;503-504 Binnenvaart;2013 4e kwartaal;107.2;2.2
759;503-504 Binnenvaart;2013;103.8;-0.2
760;503-504 Binnenvaart;2014 1e kwartaal;96.9;4.6
761;503-504 Binnenvaart;2014 2e kwartaal;109.6;2.8
762;503-504 Binnenvaart;2014 3e kwartaal;108.0;-0.9
763;503-504 Binnenvaart;2014 4e kwartaal;105.9;-1.2
764;503-504 Binnenvaart;2014;105.1;1.2
765;503-504 Binnenvaart;2015 1e kwartaal;94.4;-2.6
766;503-504 Binnenvaart;2015 2e kwartaal;109.5;-0.1
767;503-504 Binnenvaart;2015 3e kwartaal;118.4;9.7
768;503-504 Binnenvaart;2015 4e kwartaal;114.2;7.8
769;503-504 Binnenvaart;2015;109.1;3.8
770;503-504 Binnenvaart;2016 1e kwartaal;95.4;1.0
771;503-504 Binnenvaart;2016 2e kwartaal;103.9;-5.1
772;503-504 Binnenvaart;2016 3e kwartaal;102.6;-13.4
773;503-504 Binnenvaart;2016 4e kwartaal;101.9;-10.8
774;503-504 Binnenvaart;2016;100.9;-7.5
775;503-504 Binnenvaart;2017 1e kwartaal;101.2;6.1
776;503-504 Binnenvaart;2017 2e kwartaal;109.2;5.0
777;503-504 Binnenvaart;2017 3e kwartaal;109.9;7.1
778;503-504 Binnenvaart;2017 4e kwartaal;97.8;-4.0
779;503-504 Binnenvaart;2017;104.5;3.5
780;51 Vervoer door de lucht;2005 1e kwartaal;80.3;
781;51 Vervoer door de lucht;2005 2e kwartaal;95.2;
782;51 Vervoer door de lucht;2005 3e kwartaal;109.1;
783;51 Vervoer door de lucht;2005 4e kwartaal;98.3;
784;51 Vervoer door de lucht;2005;95.7;
785;51 Vervoer door de lucht;2006 1e kwartaal;91.9;14.5
786;51 Vervoer door de lucht;2006 2e kwartaal;106.7;12.1
787;51 Vervoer door de lucht;2006 3e kwartaal;119.4;9.4
788;51 Vervoer door de lucht;2006 4e kwartaal;105.4;7.2
789;51 Vervoer door de lucht;2006;105.8;10.6
790;51 Vervoer door de lucht;2007 1e kwartaal;99.4;8.1
791;51 Vervoer door de lucht;2007 2e kwartaal;116.0;8.7
792;51 Vervoer door de lucht;2007 3e kwartaal;126.6;6.1
793;51 Vervoer door de lucht;2007 4e kwartaal;110.0;4.4
794;51 Vervoer door de lucht;2007;113.0;6.8
795;51 Vervoer door de lucht;2008 1e kwartaal;101.8;2.3
796;51 Vervoer door de lucht;2008 2e kwartaal;124.0;6.9
797;51 Vervoer door de lucht;2008 3e kwartaal;128.9;1.8
798;51 Vervoer door de lucht;2008 4e kwartaal;110.6;0.5
799;51 Vervoer door de lucht;2008;116.3;2.9
800;51 Vervoer door de lucht;2009 1e kwartaal;79.6;-21.8
801;51 Vervoer door de lucht;2009 2e kwartaal;91.9;-25.9
802;51 Vervoer door de lucht;2009 3e kwartaal;107.9;-16.3
803;51 Vervoer door de lucht;2009 4e kwartaal;95.2;-13.9
804;51 Vervoer door de lucht;2009;93.6;-19.5
805;51 Vervoer door de lucht;2010 1e kwartaal;83.1;4.4
806;51 Vervoer door de lucht;2010 2e kwartaal;97.4;6.0
807;51 Vervoer door de lucht;2010 3e kwartaal;118.8;10.1
808;51 Vervoer door de lucht;2010 4e kwartaal;100.7;5.8
809;51 Vervoer door de lucht;2010;100.0;6.8
810;51 Vervoer door de lucht;2011 1e kwartaal;90.6;9.0
811;51 Vervoer door de lucht;2011 2e kwartaal;107.4;10.2
812;51 Vervoer door de lucht;2011 3e kwartaal;122.6;3.2
813;51 Vervoer door de lucht;2011 4e kwartaal;103.5;2.8
814;51 Vervoer door de lucht;2011;106.0;6.0
815;51 Vervoer door de lucht;2012 1e kwartaal;96.9;7.0
816;51 Vervoer door de lucht;2012 2e kwartaal;115.4;7.5
817;51 Vervoer door de lucht;2012 3e kwartaal;133.0;8.4
818;51 Vervoer door de lucht;2012 4e kwartaal;111.7;7.9
819;51 Vervoer door de lucht;2012;114.3;7.8
820;51 Vervoer door de lucht;2013 1e kwartaal;101.0;4.2
821;51 Vervoer door de lucht;2013 2e kwartaal;120.3;4.2
822;51 Vervoer door de lucht;2013 3e kwartaal;137.9;3.7
823;51 Vervoer door de lucht;2013 4e kwartaal;109.5;-2.0
824;51 Vervoer door de lucht;2013;117.2;2.6
825;51 Vervoer door de lucht;2014 1e kwartaal;98.9;-2.1
826;51 Vervoer door de lucht;2014 2e kwartaal;120.8;0.5
827;51 Vervoer door de lucht;2014 3e kwartaal;138.2;0.2
828;51 Vervoer door de lucht;2014 4e kwartaal;110.8;1.3
829;51 Vervoer door de lucht;2014;117.2;0.0
830;51 Vervoer door de lucht;2015 1e kwartaal;99.6;0.7
831;51 Vervoer door de lucht;2015 2e kwartaal;123.2;2.0
832;51 Vervoer door de lucht;2015 3e kwartaal;143.6;3.9
833;51 Vervoer door de lucht;2015 4e kwartaal;114.7;3.5
834;51 Vervoer door de lucht;2015;120.3;2.6
835;51 Vervoer door de lucht;2016 1e kwartaal;101.2;1.7
836;51 Vervoer door de lucht;2016 2e kwartaal;119.3;-3.2
