ID;Geslacht;Persoonskenmerken;GeboortelandOuders;Herkomstland;RegioS;Perioden;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7
3227;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Hardenberg;2021;80.0;50.0;;;;;
3228;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Harderwijk;2021;220.0;170.0;75.0;84.0;50.0;34.0;16.0
3229;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Hardinxveld-Giessendam;2021;30.0;20.0;;;;;
3230;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Harlingen;2021;70.0;30.0;;;;;
3231;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Hattem;2021;20.0;10.0;;;;;
3232;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Heemskerk;2021;300.0;210.0;70.0;91.0;58.0;33.0;9.0
3233;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Heemstede;2021;150.0;110.0;73.0;;;;
3234;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Heerde;2021;20.0;20.0;;;;;
3235;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Heerenveen;2021;270.0;170.0;64.0;87.0;49.0;38.0;13.0
3236;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Heerlen;2021;360.0;200.0;57.0;90.0;50.0;41.0;10.0
3237;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Heeze-Leende;2021;20.0;10.0;;;;;
3238;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Heiloo;2021;100.0;60.0;;;;;
3239;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Den Helder;2021;600.0;380.0;63.0;92.0;54.0;38.0;8.0
3240;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Hellendoorn;2021;30.0;20.0;;;;;
3241;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Hellevoetsluis;2021;470.0;320.0;70.0;91.0;59.0;33.0;9.0
3242;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Helmond;2021;560.0;410.0;73.0;91.0;56.0;35.0;9.0
3243;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Hendrik-Ido-Ambacht;2021;390.0;300.0;77.0;85.0;57.0;28.0;15.0
3244;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Hengelo (O.);2021;400.0;280.0;69.0;89.0;54.0;35.0;11.0
3245;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;'s-Hertogenbosch;2021;1600.0;1090.0;68.0;89.0;55.0;34.0;11.0
3246;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Heumen;2021;40.0;20.0;;;;;
3247;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Heusden;2021;120.0;80.0;;;;;
3248;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Hillegom;2021;80.0;60.0;;;;;
3249;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Hilvarenbeek;2021;30.0;20.0;;;;;
3250;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Hilversum;2021;650.0;450.0;69.0;84.0;48.0;36.0;16.0
3251;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Hoeksche Waard;2021;470.0;340.0;71.0;89.0;56.0;34.0;11.0
3252;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Hof van Twente;2021;50.0;40.0;;;;;
3253;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Het Hogeland;2021;110.0;70.0;;;;;
3254;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Hollands Kroon;2021;140.0;90.0;;;;;
3255;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Hoogeveen;2021;180.0;120.0;67.0;;;;
3256;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Hoorn;2021;1710.0;1130.0;66.0;90.0;59.0;31.0;10.0
3257;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Horst aan de Maas;2021;50.0;40.0;;;;;
3258;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Houten;2021;620.0;440.0;71.0;86.0;59.0;27.0;14.0
3259;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Huizen;2021;270.0;180.0;69.0;82.0;52.0;30.0;18.0
3260;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Hulst;2021;30.0;20.0;;;;;
3261;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;IJsselstein;2021;780.0;530.0;68.0;87.0;57.0;30.0;13.0
3262;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Kaag en Braassem;2021;180.0;140.0;79.0;;;;
3263;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Kampen;2021;120.0;90.0;;;;;
3264;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Kapelle;2021;60.0;40.0;;;;;
3265;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Katwijk;2021;230.0;160.0;71.0;87.0;53.0;34.0;13.0
3266;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Kerkrade;2021;80.0;40.0;;;;;
3267;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Koggenland;2021;90.0;60.0;;;;;
3268;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Krimpen aan den IJssel;2021;390.0;260.0;66.0;90.0;48.0;41.0;10.0
3269;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Krimpenerwaard;2021;180.0;130.0;74.0;;;;
3270;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Laarbeek;2021;50.0;40.0;;;;;
3271;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Land van Cuijk;2021;240.0;160.0;68.0;91.0;52.0;38.0;9.0
3272;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Landgraaf;2021;50.0;30.0;;;;;
3273;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Landsmeer;2021;180.0;140.0;73.0;;;;
3274;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Lansingerland;2021;1310.0;980.0;75.0;84.0;55.0;28.0;16.0
3275;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Laren (NH.);2021;50.0;40.0;;;;;
3276;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Leeuwarden;2021;1260.0;750.0;60.0;92.0;53.0;39.0;8.0
3277;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Leiden;2021;1570.0;1040.0;66.0;87.0;54.0;34.0;13.0
3278;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Leiderdorp;2021;380.0;240.0;64.0;83.0;55.0;28.0;17.0
3279;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Leidschendam-Voorburg;2021;2080.0;1350.0;65.0;87.0;56.0;31.0;13.0
3280;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Lelystad;2021;4130.0;2800.0;68.0;89.0;53.0;36.0;11.0
3281;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Leudal;2021;50.0;30.0;;;;;
3282;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Leusden;2021;160.0;110.0;70.0;;;;
3283;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Lingewaard;2021;120.0;100.0;;;;;
3284;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Lisse;2021;110.0;90.0;;;;;
3285;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Lochem;2021;60.0;40.0;;;;;
3286;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Loon op Zand;2021;70.0;50.0;;;;;
3287;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Lopik;2021;60.0;50.0;;;;;
3288;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Losser;2021;40.0;30.0;;;;;
3289;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Maasdriel;2021;60.0;40.0;;;;;
3290;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Maasgouw;2021;30.0;20.0;;;;;
3291;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Maashorst;2021;410.0;280.0;67.0;91.0;58.0;33.0;9.0
3292;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Maassluis;2021;550.0;360.0;67.0;92.0;57.0;34.0;8.0
3293;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Maastricht;2021;320.0;200.0;65.0;90.0;45.0;46.0;10.0
3294;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Medemblik;2021;190.0;130.0;67.0;;;;
3295;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Meerssen;2021;10.0;0.0;;;;;
3296;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Meierijstad;2021;430.0;300.0;70.0;89.0;56.0;33.0;11.0
3297;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Meppel;2021;170.0;120.0;69.0;;;;
3298;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Middelburg (Z.);2021;390.0;230.0;60.0;91.0;54.0;37.0;9.0
3299;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Midden-Delfland;2021;150.0;100.0;70.0;;;;
3300;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Midden-Drenthe;2021;50.0;40.0;;;;;
3301;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Midden-Groningen;2021;1130.0;690.0;61.0;92.0;58.0;34.0;8.0
3302;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Moerdijk;2021;180.0;130.0;71.0;;;;
3303;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Molenlanden;2021;90.0;70.0;;;;;
3304;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Montferland;2021;90.0;60.0;;;;;
3305;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Montfoort;2021;60.0;40.0;;;;;
3306;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Mook en Middelaar;2021;20.0;10.0;;;;;
3307;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Neder-Betuwe;2021;30.0;20.0;;;;;
3308;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Nederweert;2021;20.0;20.0;;;;;
3309;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Nieuwegein;2021;2040.0;1380.0;68.0;88.0;56.0;31.0;12.0
3310;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Nieuwkoop;2021;140.0;100.0;;;;;
3311;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Nijkerk;2021;170.0;130.0;76.0;;;;
3312;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Nijmegen;2021;1350.0;820.0;61.0;86.0;51.0;36.0;14.0
3313;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Nissewaard;2021;3110.0;2160.0;69.0;89.0;53.0;36.0;11.0
3314;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Noardeast-Fryslân;2021;80.0;50.0;;;;;
3315;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Noord-Beveland;2021;20.0;10.0;;;;;
3316;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Noordenveld;2021;110.0;70.0;;;;;
3317;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Noordoostpolder;2021;200.0;140.0;71.0;;;;
3318;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Noordwijk;2021;160.0;120.0;73.0;;;;
3319;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Nuenen, Gerwen en Nederwetten;2021;90.0;70.0;;;;;
3320;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Nunspeet;2021;40.0;30.0;;;;;
3321;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Oegstgeest;2021;210.0;150.0;69.0;91.0;63.0;28.0;9.0
3322;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Oirschot;2021;40.0;30.0;;;;;
3323;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Oisterwijk;2021;80.0;50.0;;;;;
3324;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Oldambt;2021;190.0;110.0;58.0;;;;
3325;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Oldebroek;2021;30.0;20.0;;;;;
3326;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Oldenzaal;2021;40.0;30.0;;;;;
3327;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Olst-Wijhe;2021;40.0;20.0;;;;;
3328;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Ommen;2021;10.0;10.0;;;;;
3329;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Oost Gelre;2021;40.0;20.0;;;;;
3330;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Oosterhout;2021;330.0;210.0;65.0;91.0;57.0;34.0;9.0
3331;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Ooststellingwerf;2021;50.0;40.0;;;;;
3332;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Oostzaan;2021;100.0;80.0;;;;;
3333;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Opmeer;2021;60.0;40.0;;;;;
3334;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Opsterland;2021;40.0;30.0;;;;;
3335;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Oss;2021;560.0;380.0;68.0;90.0;57.0;33.0;10.0
3336;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Oude IJsselstreek;2021;40.0;20.0;;;;;
3337;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Ouder-Amstel;2021;430.0;310.0;71.0;83.0;47.0;37.0;17.0
3338;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Oudewater;2021;30.0;30.0;;;;;
3339;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Overbetuwe;2021;170.0;120.0;72.0;;;;
3340;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Papendrecht;2021;430.0;290.0;67.0;91.0;57.0;34.0;9.0
3341;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Peel en Maas;2021;50.0;40.0;;;;;
3342;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Pekela;2021;30.0;20.0;;;;;
3343;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Pijnacker-Nootdorp;2021;1640.0;1250.0;76.0;88.0;61.0;27.0;12.0
3344;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Purmerend;2021;3470.0;2440.0;70.0;88.0;55.0;33.0;12.0
3345;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Putten;2021;40.0;30.0;;;;;
3346;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Raalte;2021;40.0;30.0;;;;;
3347;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Reimerswaal;2021;50.0;30.0;;;;;
3348;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Renkum;2021;120.0;80.0;;;;;
3349;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Renswoude;2021;10.0;10.0;;;;;
3350;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Reusel-De Mierden;2021;10.0;10.0;;;;;
3351;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Rheden;2021;170.0;110.0;64.0;;;;
3352;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Rhenen;2021;40.0;30.0;;;;;
3353;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Ridderkerk;2021;880.0;630.0;72.0;87.0;55.0;33.0;13.0
3354;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Rijssen-Holten;2021;30.0;20.0;;;;;
3355;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Rijswijk (ZH.);2021;2410.0;1670.0;69.0;88.0;59.0;28.0;12.0
3356;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Roerdalen;2021;40.0;20.0;;;;;
3357;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Roermond;2021;260.0;150.0;59.0;87.0;52.0;35.0;13.0
3358;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;De Ronde Venen;2021;430.0;300.0;70.0;86.0;51.0;34.0;14.0
3359;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Roosendaal;2021;350.0;240.0;70.0;89.0;53.0;37.0;11.0
3360;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Rotterdam;2021;44100.0;27960.0;63.0;88.0;55.0;34.0;12.0
3361;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Rozendaal;2021;20.0;10.0;;;;;
3362;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Rucphen;2021;70.0;50.0;;;;;
3363;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Schagen;2021;180.0;130.0;72.0;;;;
3364;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Scherpenzeel;2021;10.0;10.0;;;;;
3365;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Schiedam;2021;2740.0;1940.0;71.0;89.0;54.0;35.0;11.0
3366;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Schiermonnikoog;2021;0.0;0.0;;;;;
3367;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Schouwen-Duiveland;2021;80.0;70.0;;;;;
3368;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Simpelveld;2021;10.0;10.0;;;;;
3369;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Sint-Michielsgestel;2021;100.0;70.0;;;;;
3370;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Sittard-Geleen;2021;280.0;180.0;63.0;86.0;52.0;35.0;14.0
3371;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Sliedrecht;2021;160.0;110.0;67.0;;;;
3372;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Sluis;2021;50.0;40.0;;;;;
3373;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Smallingerland;2021;290.0;200.0;69.0;91.0;51.0;40.0;9.0
3374;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Soest;2021;300.0;210.0;70.0;83.0;51.0;32.0;17.0
3375;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Someren;2021;30.0;20.0;;;;;
3376;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Son en Breugel;2021;50.0;40.0;;;;;
3377;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Stadskanaal;2021;100.0;60.0;;;;;
3378;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Staphorst;2021;20.0;10.0;;;;;
3379;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Stede Broec;2021;120.0;80.0;;;;;
3380;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Steenbergen;2021;140.0;90.0;;;;;
3381;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Steenwijkerland;2021;100.0;70.0;;;;;
3382;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Stein (L.);2021;30.0;20.0;;;;;
3383;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Stichtse Vecht;2021;950.0;660.0;69.0;88.0;60.0;28.0;12.0
3384;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Súdwest-Fryslân;2021;240.0;160.0;66.0;88.0;53.0;35.0;12.0
3385;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Terneuzen;2021;170.0;110.0;61.0;;;;
3386;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Terschelling;2021;10.0;0.0;;;;;
3387;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Texel;2021;20.0;10.0;;;;;
3388;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Teylingen;2021;200.0;150.0;73.0;85.0;54.0;31.0;15.0
3389;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Tholen;2021;50.0;40.0;;;;;
3390;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Tiel;2021;220.0;150.0;68.0;85.0;53.0;31.0;15.0
3391;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Tilburg;2021;2900.0;1960.0;68.0;89.0;51.0;37.0;11.0
3392;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Tubbergen;2021;10.0;0.0;;;;;
3393;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Twenterand;2021;20.0;10.0;;;;;
3394;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Tynaarlo;2021;90.0;70.0;;;;;
3395;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Tytsjerksteradiel;2021;70.0;50.0;;;;;
3396;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Uitgeest;2021;70.0;60.0;;;;;
3397;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Uithoorn;2021;550.0;390.0;70.0;89.0;52.0;37.0;11.0
3398;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Urk;2021;10.0;10.0;;;;;
3399;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Utrecht (gemeente);2021;6550.0;4360.0;67.0;87.0;54.0;33.0;13.0
3400;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Utrechtse Heuvelrug;2021;200.0;140.0;72.0;;;;
3401;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Vaals;2021;10.0;0.0;;;;;
3402;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Valkenburg aan de Geul;2021;20.0;20.0;;;;;
3403;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Valkenswaard;2021;130.0;80.0;;;;;
3404;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Veendam;2021;240.0;150.0;62.0;94.0;58.0;35.0;6.0
3405;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Veenendaal;2021;290.0;190.0;67.0;90.0;64.0;26.0;10.0
3406;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Veere;2021;40.0;30.0;;;;;
3407;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Veldhoven;2021;230.0;160.0;67.0;97.0;59.0;37.0;3.0
3408;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Velsen;2021;370.0;270.0;74.0;92.0;55.0;37.0;8.0
3409;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Venlo;2021;400.0;250.0;63.0;90.0;53.0;37.0;10.0
3410;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Venray;2021;230.0;170.0;72.0;91.0;51.0;40.0;9.0
3411;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Vijfheerenlanden;2021;440.0;330.0;76.0;87.0;56.0;31.0;13.0
3412;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Vlaardingen;2021;1410.0;940.0;67.0;90.0;52.0;38.0;10.0
3413;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Vlieland;2021;0.0;0.0;;;;;
3414;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Vlissingen;2021;650.0;420.0;64.0;86.0;47.0;39.0;14.0
3415;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Voerendaal;2021;10.0;10.0;;;;;
3416;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Voorschoten;2021;200.0;130.0;66.0;;;;
3417;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Voorst;2021;30.0;20.0;;;;;
3418;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Vught;2021;80.0;60.0;;;;;
3419;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Waadhoeke;2021;100.0;60.0;;;;;
3420;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Waalre;2021;90.0;70.0;;;;;
3421;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Waalwijk;2021;360.0;240.0;67.0;90.0;55.0;36.0;10.0
3422;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Waddinxveen;2021;310.0;240.0;77.0;92.0;61.0;31.0;8.0
3423;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Wageningen;2021;260.0;160.0;60.0;90.0;53.0;37.0;10.0
3424;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Wassenaar;2021;230.0;150.0;64.0;81.0;51.0;30.0;19.0
3425;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Waterland;2021;110.0;70.0;;;;;
3426;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Weert;2021;130.0;90.0;;;;;
3427;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Weesp;2021;310.0;230.0;74.0;89.0;56.0;32.0;11.0
3428;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;West Betuwe;2021;120.0;80.0;;;;;
3429;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;West Maas en Waal;2021;40.0;40.0;;;;;
3430;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Westerkwartier;2021;190.0;130.0;70.0;;;;
3431;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Westerveld;2021;30.0;20.0;;;;;
3432;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Westervoort;2021;130.0;100.0;;;;;
3433;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Westerwolde;2021;60.0;30.0;;;;;
3434;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Westland;2021;860.0;620.0;72.0;87.0;60.0;28.0;13.0
3435;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Weststellingwerf;2021;60.0;40.0;;;;;
3436;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Westvoorne;2021;50.0;40.0;;;;;
3437;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Wierden;2021;20.0;10.0;;;;;
3438;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Wijchen;2021;190.0;110.0;61.0;;;;
3439;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Wijdemeren;2021;130.0;90.0;;;;;
3440;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Wijk bij Duurstede;2021;140.0;90.0;;;;;
3441;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Winterswijk;2021;70.0;40.0;;;;;
3442;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Woensdrecht;2021;70.0;50.0;;;;;
3443;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Woerden;2021;440.0;310.0;70.0;88.0;56.0;32.0;12.0
3444;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;De Wolden;2021;30.0;20.0;;;;;
3445;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Wormerland;2021;190.0;130.0;69.0;;;;
3446;Totaal mannen en vrouwen;Totaal personen;Totaal;Suriname;Woudenberg;2021;40.0;20.0;;;;;
