ID;Technologiegebied;Perioden;Patentaanvragers_1;Patentaanvragen_2;AanvragersMetSamenwerkingBuitenland_3;AanvragenMetSamenwerkingBuitenland_4;Patentaanvragers_5;Patentaanvragen_6;AanvragersMetSamenwerkingBuitenland_7;AanvragenMetSamenwerkingBuitenland_8
558;28 Textiel- en papiermachines;2013;10.0;55.0;0.0;0.0;10.0;10.0;0.0;0.0
559;28 Textiel- en papiermachines;2014;10.0;60.0;0.0;5.0;5.0;10.0;0.0;0.0
560;28 Textiel- en papiermachines;2015;15.0;85.0;0.0;5.0;10.0;15.0;0.0;0.0
561;28 Textiel- en papiermachines;2016;15.0;70.0;0.0;0.0;10.0;10.0;0.0;0.0
562;28 Textiel- en papiermachines;2017;15.0;75.0;0.0;5.0;15.0;20.0;0.0;0.0
563;28 Textiel- en papiermachines;2018;15.0;55.0;0.0;5.0;15.0;20.0;0.0;0.0
564;28 Textiel- en papiermachines;2019;10.0;45.0;0.0;5.0;10.0;25.0;0.0;0.0
565;28 Textiel- en papiermachines;2020;10.0;30.0;0.0;0.0;10.0;15.0;0.0;0.0
566;28 Textiel- en papiermachines;2021;10.0;25.0;0.0;5.0;10.0;20.0;0.0;0.0
567;29 Overige speciale machines;2013;90.0;195.0;0.0;10.0;135.0;195.0;0.0;0.0
568;29 Overige speciale machines;2014;85.0;215.0;5.0;10.0;150.0;235.0;0.0;5.0
569;29 Overige speciale machines;2015;70.0;240.0;5.0;5.0;115.0;210.0;0.0;0.0
570;29 Overige speciale machines;2016;85.0;215.0;0.0;5.0;130.0;205.0;5.0;5.0
571;29 Overige speciale machines;2017;75.0;215.0;5.0;5.0;115.0;170.0;0.0;0.0
572;29 Overige speciale machines;2018;80.0;200.0;0.0;5.0;120.0;180.0;0.0;0.0
573;29 Overige speciale machines;2019;90.0;240.0;5.0;5.0;125.0;210.0;0.0;5.0
574;29 Overige speciale machines;2020;90.0;220.0;5.0;10.0;130.0;195.0;0.0;0.0
575;29 Overige speciale machines;2021;85.0;180.0;5.0;5.0;140.0;225.0;0.0;0.0
576;30 Thermische processen en apparatuur;2013;30.0;50.0;0.0;5.0;45.0;60.0;0.0;0.0
577;30 Thermische processen en apparatuur;2014;30.0;55.0;0.0;0.0;45.0;50.0;0.0;0.0
578;30 Thermische processen en apparatuur;2015;20.0;45.0;0.0;0.0;40.0;45.0;0.0;0.0
579;30 Thermische processen en apparatuur;2016;20.0;45.0;0.0;0.0;20.0;20.0;0.0;0.0
580;30 Thermische processen en apparatuur;2017;15.0;45.0;0.0;0.0;30.0;40.0;0.0;0.0
581;30 Thermische processen en apparatuur;2018;30.0;45.0;5.0;0.0;45.0;45.0;5.0;0.0
582;30 Thermische processen en apparatuur;2019;25.0;50.0;0.0;0.0;40.0;60.0;0.0;0.0
583;30 Thermische processen en apparatuur;2020;20.0;50.0;0.0;0.0;45.0;50.0;0.0;0.0
584;30 Thermische processen en apparatuur;2021;20.0;60.0;0.0;5.0;40.0;50.0;0.0;0.0
585;31 Mechanische elementen;2013;40.0;85.0;5.0;5.0;45.0;65.0;0.0;0.0
586;31 Mechanische elementen;2014;40.0;75.0;5.0;5.0;50.0;65.0;0.0;0.0
587;31 Mechanische elementen;2015;30.0;70.0;0.0;5.0;45.0;65.0;0.0;0.0
588;31 Mechanische elementen;2016;25.0;60.0;0.0;0.0;25.0;45.0;0.0;0.0
589;31 Mechanische elementen;2017;25.0;55.0;0.0;0.0;30.0;55.0;0.0;0.0
590;31 Mechanische elementen;2018;25.0;55.0;0.0;5.0;40.0;55.0;0.0;0.0
591;31 Mechanische elementen;2019;25.0;65.0;5.0;5.0;35.0;50.0;0.0;0.0
592;31 Mechanische elementen;2020;30.0;50.0;5.0;5.0;30.0;40.0;0.0;0.0
593;31 Mechanische elementen;2021;25.0;50.0;0.0;5.0;35.0;60.0;0.0;0.0
594;32 Transport;2013;55.0;115.0;0.0;5.0;95.0;130.0;0.0;0.0
595;32 Transport;2014;50.0;110.0;0.0;5.0;90.0;110.0;0.0;0.0
596;32 Transport;2015;60.0;120.0;0.0;5.0;90.0;120.0;0.0;0.0
597;32 Transport;2016;75.0;120.0;5.0;5.0;105.0;135.0;0.0;0.0
598;32 Transport;2017;55.0;110.0;0.0;5.0;80.0;125.0;0.0;0.0
599;32 Transport;2018;50.0;95.0;0.0;5.0;85.0;120.0;0.0;0.0
600;32 Transport;2019;55.0;135.0;5.0;5.0;70.0;120.0;0.0;0.0
601;32 Transport;2020;55.0;155.0;5.0;5.0;80.0;140.0;0.0;0.0
602;32 Transport;2021;55.0;125.0;0.0;0.0;80.0;135.0;0.0;0.0
603;V Overige technologiedomeinen;2013;145.0;370.0;5.0;90.0;275.0;320.0;0.0;0.0
604;V Overige technologiedomeinen;2014;145.0;385.0;10.0;70.0;305.0;385.0;0.0;0.0
605;V Overige technologiedomeinen;2015;135.0;400.0;5.0;60.0;270.0;335.0;0.0;0.0
606;V Overige technologiedomeinen;2016;145.0;370.0;5.0;60.0;270.0;365.0;0.0;0.0
607;V Overige technologiedomeinen;2017;130.0;305.0;5.0;40.0;240.0;310.0;5.0;5.0
608;V Overige technologiedomeinen;2018;135.0;300.0;5.0;25.0;245.0;295.0;0.0;0.0
609;V Overige technologiedomeinen;2019;120.0;330.0;0.0;55.0;250.0;310.0;0.0;0.0
610;V Overige technologiedomeinen;2020;135.0;325.0;5.0;65.0;240.0;285.0;5.0;5.0
611;V Overige technologiedomeinen;2021;105.0;220.0;5.0;45.0;240.0;295.0;5.0;0.0
612;33 Meubels, spellen (games);2013;30.0;90.0;0.0;5.0;65.0;65.0;0.0;0.0
613;33 Meubels, spellen (games);2014;30.0;90.0;0.0;5.0;85.0;95.0;0.0;0.0
614;33 Meubels, spellen (games);2015;30.0;75.0;0.0;5.0;80.0;90.0;0.0;0.0
615;33 Meubels, spellen (games);2016;40.0;95.0;0.0;5.0;75.0;100.0;0.0;0.0
616;33 Meubels, spellen (games);2017;25.0;70.0;0.0;5.0;65.0;75.0;5.0;5.0
617;33 Meubels, spellen (games);2018;45.0;100.0;0.0;5.0;80.0;85.0;0.0;0.0
618;33 Meubels, spellen (games);2019;30.0;95.0;0.0;0.0;65.0;80.0;0.0;0.0
619;33 Meubels, spellen (games);2020;35.0;90.0;0.0;0.0;65.0;80.0;0.0;0.0
620;33 Meubels, spellen (games);2021;25.0;55.0;0.0;0.0;65.0;75.0;0.0;0.0
621;34 Overige consumentenproducten;2013;25.0;65.0;0.0;5.0;40.0;40.0;0.0;0.0
622;34 Overige consumentenproducten;2014;25.0;75.0;0.0;5.0;45.0;50.0;0.0;0.0
623;34 Overige consumentenproducten;2015;20.0;120.0;0.0;10.0;40.0;45.0;0.0;0.0
624;34 Overige consumentenproducten;2016;25.0;90.0;0.0;10.0;50.0;65.0;0.0;0.0
625;34 Overige consumentenproducten;2017;30.0;85.0;0.0;5.0;50.0;55.0;0.0;0.0
626;34 Overige consumentenproducten;2018;20.0;80.0;0.0;5.0;40.0;45.0;0.0;0.0
627;34 Overige consumentenproducten;2019;20.0;80.0;0.0;5.0;40.0;40.0;0.0;0.0
628;34 Overige consumentenproducten;2020;20.0;65.0;0.0;5.0;55.0;55.0;0.0;0.0
629;34 Overige consumentenproducten;2021;15.0;45.0;0.0;5.0;40.0;45.0;0.0;0.0
630;35 Civiele techniek;2013;85.0;215.0;0.0;85.0;165.0;215.0;0.0;0.0
631;35 Civiele techniek;2014;95.0;220.0;5.0;60.0;175.0;240.0;0.0;0.0
632;35 Civiele techniek;2015;85.0;205.0;5.0;50.0;150.0;195.0;0.0;0.0
633;35 Civiele techniek;2016;80.0;190.0;0.0;45.0;140.0;200.0;0.0;0.0
634;35 Civiele techniek;2017;75.0;150.0;0.0;30.0;130.0;180.0;5.0;0.0
635;35 Civiele techniek;2018;70.0;120.0;0.0;20.0;125.0;160.0;0.0;0.0
636;35 Civiele techniek;2019;70.0;155.0;0.0;45.0;140.0;195.0;0.0;0.0
637;35 Civiele techniek;2020;75.0;170.0;5.0;60.0;120.0;150.0;0.0;0.0
638;35 Civiele techniek;2021;65.0;120.0;5.0;40.0;135.0;175.0;5.0;0.0
