ID;GewassenEnSectoren;MechanischeBestrijding;Perioden;AantalBedrijvenMetToepassing_1;PercentageBedrijvenMetGebruik_2;GrootteOppervlakteMetToepassing_3;PercentageOppervlakteMetToepassing_4;OppervlakteMetToepassing_5;PercentageOppervlakteMetToepassing_6;Januari_7;Februari_8;Maart_9;April_10;Mei_11;Juni_12;Juli_13;Augustus_14;September_15;Oktober_16;November_17;December_18
167;Teeltsector bloemen onder glas;Ov.niet-chem.plaagbestrijding;2004;1056.0;25.5;1505.0;35.4;93.7;97.5;13.0;17.3;17.0;17.5;12.7;12.3;15.7;12.0;10.3;10.4;12.5;11.1
168;Teeltsector champignons ;Machinale onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
169;Teeltsector champignons ;Machinale onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
170;Teeltsector champignons ;Machinale onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
171;Teeltsector champignons ;Machinale onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
172;Teeltsector champignons ;Handmatige onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
173;Teeltsector champignons ;Handmatige onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
174;Teeltsector champignons ;Handmatige onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
175;Teeltsector champignons ;Handmatige onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
176;Teeltsector champignons ;Ov.niet-chem. onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
177;Teeltsector champignons ;Ov.niet-chem. onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
178;Teeltsector champignons ;Ov.niet-chem. onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
179;Teeltsector champignons ;Ov.niet-chem. onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
180;Teeltsector champignons ;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
181;Teeltsector champignons ;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
182;Teeltsector champignons ;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
183;Teeltsector champignons ;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
184;Teeltsector champignons ;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
185;Teeltsector champignons ;Grondontsmetting door stomen;1998;520.0;88.1;84.0;85.3;;;73.2;73.4;72.9;80.0;80.1;78.2;70.0;77.1;71.8;77.5;77.8;76.5
186;Teeltsector champignons ;Grondontsmetting door stomen;2000;;;90.0;;;;82.2;73.2;86.0;73.9;65.5;81.6;76.4;62.0;80.1;78.3;80.1;72.4
187;Teeltsector champignons ;Grondontsmetting door stomen;2004;261.0;78.8;70.0;82.8;-21.8;-12.4;56.3;58.2;65.9;68.6;68.2;71.4;71.1;67.9;80.1;80.1;77.5;76.2
188;Teeltsector champignons ;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
189;Teeltsector champignons ;Ov.niet-chem.plaagbestrijding;1998;503.0;85.1;81.0;82.6;;;66.4;59.6;52.7;69.7;64.3;63.9;57.3;74.1;63.3;68.8;69.4;67.4
190;Teeltsector champignons ;Ov.niet-chem.plaagbestrijding;2000;438.0;84.8;73.0;76.5;;;62.5;48.1;50.4;54.4;54.1;59.0;53.2;53.9;65.7;61.4;60.5;61.7
191;Teeltsector champignons ;Ov.niet-chem.plaagbestrijding;2004;231.0;69.7;46.0;54.3;-36.7;-29.0;36.6;35.4;43.8;33.3;33.6;38.6;36.7;38.4;38.9;35.4;35.4;35.4
192;Wintertarwe;Machinale onkruidbestrijding;1995;749.0;6.1;6058.0;4.8;-46.7;-50.3;0.7;;;2.6;0.3;1.3;0.0;0.0;0.5;0.3;;
193;Wintertarwe;Machinale onkruidbestrijding;1998;428.0;3.6;2393.0;1.9;-60.5;-61.1;0.2;0.0;0.0;0.5;0.0;0.1;0.0;0.2;0.8;0.0;0.0;0.0
194;Wintertarwe;Machinale onkruidbestrijding;2000;130.0;1.1;836.0;0.7;-65.1;-62.5;0.0;;;0.3;0.4;0.0;0.0;0.0;0.0;0.0;;
195;Wintertarwe;Machinale onkruidbestrijding;2004;81.0;0.8;1787.0;1.5;113.8;117.8;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
196;Wintertarwe;Handmatige onkruidbestrijding;1995;150.0;1.2;943.0;0.8;-26.4;-31.8;0.0;;;0.3;0.0;0.0;0.4;0.0;0.0;0.0;;
197;Wintertarwe;Handmatige onkruidbestrijding;1998;143.0;1.2;1008.0;0.8;6.9;-1.8;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0
198;Wintertarwe;Handmatige onkruidbestrijding;2000;130.0;1.1;1512.0;1.3;50.0;65.5;0.0;;;0.0;0.0;0.7;0.6;0.0;0.0;0.0;;
199;Wintertarwe;Handmatige onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
200;Wintertarwe;Ov.niet-chem. onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
201;Wintertarwe;Ov.niet-chem. onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
202;Wintertarwe;Ov.niet-chem. onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
203;Wintertarwe;Ov.niet-chem. onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
204;Wintertarwe;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
205;Wintertarwe;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
206;Wintertarwe;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
207;Wintertarwe;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
208;Wintertarwe;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
209;Wintertarwe;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
210;Wintertarwe;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
211;Wintertarwe;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
212;Wintertarwe;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
213;Wintertarwe;Ov.niet-chem.plaagbestrijding;1998;;;;;;;;;;;;;;;;;;
214;Wintertarwe;Ov.niet-chem.plaagbestrijding;2000;;;;;;;;;;;;;;;;;;
215;Wintertarwe;Ov.niet-chem.plaagbestrijding;2004;648.0;6.5;6504.0;5.5;0.0;0.0;0.0;0.0;0.0;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
216;Zomertarwe;Machinale onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
217;Zomertarwe;Machinale onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
218;Zomertarwe;Machinale onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
219;Zomertarwe;Machinale onkruidbestrijding;2004;294.0;8.2;1732.0;8.3;0.0;0.0;0.0;0.0;0.0;2.4;6.9;1.0;0.0;0.0;0.0;0.0;0.0;0.0
220;Zomertarwe;Handmatige onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
221;Zomertarwe;Handmatige onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
222;Zomertarwe;Handmatige onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
223;Zomertarwe;Handmatige onkruidbestrijding;2004;74.0;2.0;211.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
224;Zomertarwe;Ov.niet-chem. onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
225;Zomertarwe;Ov.niet-chem. onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
226;Zomertarwe;Ov.niet-chem. onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
227;Zomertarwe;Ov.niet-chem. onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
228;Zomertarwe;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
229;Zomertarwe;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
230;Zomertarwe;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
231;Zomertarwe;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
232;Zomertarwe;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
233;Zomertarwe;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
234;Zomertarwe;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
235;Zomertarwe;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
236;Zomertarwe;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
237;Zomertarwe;Ov.niet-chem.plaagbestrijding;1998;;;;;;;;;;;;;;;;;;
238;Zomertarwe;Ov.niet-chem.plaagbestrijding;2000;;;;;;;;;;;;;;;;;;
239;Zomertarwe;Ov.niet-chem.plaagbestrijding;2004;;;;;;;;;;;;;;;;;;
240;Zomergerst;Machinale onkruidbestrijding;1995;243.0;3.5;1316.0;4.1;26.6;9.5;;;;4.0;0.1;0.1;0.0;0.0;0.0;0.0;;
241;Zomergerst;Machinale onkruidbestrijding;1998;144.0;2.2;113.0;0.3;-91.4;-92.4;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0
242;Zomergerst;Machinale onkruidbestrijding;2000;213.0;6.8;2338.0;5.4;1960.3;1644.4;0.8;;;4.7;0.8;0.0;0.0;1.6;0.1;0.0;;
243;Zomergerst;Machinale onkruidbestrijding;2004;225.0;3.4;1657.0;3.7;-29.1;-31.5;0.5;0.0;0.0;2.5;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
244;Zomergerst;Handmatige onkruidbestrijding;1995;49.0;0.7;104.0;0.3;;;;;;0.3;0.0;0.0;0.0;0.0;0.0;0.0;;
245;Zomergerst;Handmatige onkruidbestrijding;1998;144.0;2.2;545.0;1.5;423.7;395.3;0.0;0.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0
246;Zomergerst;Handmatige onkruidbestrijding;2000;80.0;2.6;181.0;0.4;-66.8;-73.1;0.0;;;0.0;0.1;0.4;0.0;0.0;0.0;0.0;;
247;Zomergerst;Handmatige onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
248;Zomergerst;Ov.niet-chem. onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
249;Zomergerst;Ov.niet-chem. onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
250;Zomergerst;Ov.niet-chem. onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
251;Zomergerst;Ov.niet-chem. onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
252;Zomergerst;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
253;Zomergerst;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
254;Zomergerst;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
255;Zomergerst;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
256;Zomergerst;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
257;Zomergerst;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
258;Zomergerst;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
259;Zomergerst;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
260;Zomergerst;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
261;Zomergerst;Ov.niet-chem.plaagbestrijding;1998;;;;;;;;;;;;;;;;;;
262;Zomergerst;Ov.niet-chem.plaagbestrijding;2000;;;;;;;;;;;;;;;;;;
263;Zomergerst;Ov.niet-chem.plaagbestrijding;2004;;;;;;;;;;;;;;;;;;
264;Bruine bonen;Machinale onkruidbestrijding;1995;369.0;51.5;1131.0;50.9;12.8;35.7;4.9;;;15.3;5.6;33.9;11.9;2.4;1.0;0.0;;
265;Bruine bonen;Machinale onkruidbestrijding;1998;295.0;50.0;877.0;44.8;-22.5;-11.9;0.0;0.0;0.0;0.7;11.2;29.0;20.4;3.7;0.0;0.0;0.0;0.0
266;Bruine bonen;Machinale onkruidbestrijding;2000;92.0;29.6;390.0;34.6;-55.5;-22.8;0.0;;;14.5;13.5;21.1;0.0;0.0;7.8;0.0;;
267;Bruine bonen;Machinale onkruidbestrijding;2004;282.0;56.8;1273.0;57.3;226.4;65.5;2.8;0.0;0.0;6.3;8.7;48.5;3.2;0.0;0.0;0.0;0.0;0.0
268;Bruine bonen;Handmatige onkruidbestrijding;1995;211.0;29.4;607.0;27.4;43.3;72.0;0.0;;;0.0;5.1;8.9;19.2;2.9;0.0;0.0;;
269;Bruine bonen;Handmatige onkruidbestrijding;1998;184.0;31.3;422.0;21.6;-30.4;-21.2;0.0;0.0;0.0;0.0;0.0;7.0;9.9;12.2;1.3;0.0;0.0;0.0
270;Bruine bonen;Handmatige onkruidbestrijding;2000;80.0;25.9;166.0;14.7;-60.7;-31.9;0.0;;;0.0;0.2;9.5;11.4;11.3;0.0;0.0;;
271;Bruine bonen;Handmatige onkruidbestrijding;2004;124.0;25.0;375.0;16.9;125.8;14.7;0.0;0.0;0.0;0.0;0.0;8.9;9.8;5.1;0.0;0.0;0.0;0.0
272;Bruine bonen;Ov.niet-chem. onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
273;Bruine bonen;Ov.niet-chem. onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
274;Bruine bonen;Ov.niet-chem. onkruidbestrijding;2000;11.0;3.7;17.0;1.6;0.0;0.0;0.0;;;0.0;0.0;0.0;1.6;0.0;0.0;0.0;;
275;Bruine bonen;Ov.niet-chem. onkruidbestrijding;2004;45.0;9.1;212.0;9.5;1147.4;496.2;0.0;0.0;0.0;3.8;0.0;5.7;0.0;0.0;0.0;0.0;0.0;0.0
276;Bruine bonen;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
277;Bruine bonen;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
278;Bruine bonen;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
279;Bruine bonen;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
280;Bruine bonen;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
281;Bruine bonen;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
282;Bruine bonen;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
283;Bruine bonen;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
284;Bruine bonen;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
285;Bruine bonen;Ov.niet-chem.plaagbestrijding;1998;74.0;12.5;205.0;10.5;149.6;273.7;0.0;0.0;0.0;0.0;2.2;1.7;6.5;0.0;0.0;0.0;0.0;0.0
286;Bruine bonen;Ov.niet-chem.plaagbestrijding;2000;;;;;-91.7;0.0;;;;;;;;;;;;
287;Bruine bonen;Ov.niet-chem.plaagbestrijding;2004;192.0;38.6;848.0;38.1;0.0;0.0;0.0;0.0;0.0;0.0;21.3;17.5;14.4;0.0;0.0;0.0;0.0;0.0
288;Veldbonen;Machinale onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
289;Veldbonen;Machinale onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
290;Veldbonen;Machinale onkruidbestrijding;2000;68.0;46.2;312.0;46.0;;;0.0;;;11.2;26.0;10.9;12.9;0.0;13.7;0.0;;
291;Veldbonen;Machinale onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
292;Veldbonen;Handmatige onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
293;Veldbonen;Handmatige onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
294;Veldbonen;Handmatige onkruidbestrijding;2000;68.0;46.2;308.0;45.4;;;0.0;;;0.0;3.7;38.0;21.2;13.7;0.0;0.0;;
295;Veldbonen;Handmatige onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
296;Veldbonen;Ov.niet-chem. onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
297;Veldbonen;Ov.niet-chem. onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
298;Veldbonen;Ov.niet-chem. onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
299;Veldbonen;Ov.niet-chem. onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
300;Veldbonen;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
301;Veldbonen;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
302;Veldbonen;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
303;Veldbonen;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
304;Veldbonen;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
305;Veldbonen;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
306;Veldbonen;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
307;Veldbonen;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
308;Veldbonen;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
309;Veldbonen;Ov.niet-chem.plaagbestrijding;1998;;;;;;;;;;;;;;;;;;
310;Veldbonen;Ov.niet-chem.plaagbestrijding;2000;;;;;;;;;;;;;;;;;;
311;Veldbonen;Ov.niet-chem.plaagbestrijding;2004;;;;;;;;;;;;;;;;;;
312;Erwten groen te oogsten;Machinale onkruidbestrijding;1995;127.0;10.3;589.0;8.3;-46.0;-42.7;1.5;;;6.0;1.9;1.1;0.0;0.0;0.0;0.0;;
313;Erwten groen te oogsten;Machinale onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
314;Erwten groen te oogsten;Machinale onkruidbestrijding;2000;47.0;5.0;273.0;4.7;0.0;0.0;0.0;;;4.7;0.0;0.0;0.0;0.0;0.0;0.0;;
315;Erwten groen te oogsten;Machinale onkruidbestrijding;2004;70.0;9.1;526.0;10.8;92.7;130.3;0.0;0.0;0.0;8.6;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
316;Erwten groen te oogsten;Handmatige onkruidbestrijding;1995;36.0;2.9;291.0;4.1;13.7;20.1;0.0;;;0.0;0.0;4.1;1.8;0.0;0.0;0.0;;
317;Erwten groen te oogsten;Handmatige onkruidbestrijding;1998;30.0;3.8;108.0;2.3;-63.0;-42.8;0.0;0.0;0.0;0.0;0.0;0.0;2.3;0.0;0.0;0.0;0.0;0.0
318;Erwten groen te oogsten;Handmatige onkruidbestrijding;2000;47.0;5.0;276.0;4.7;156.6;100.5;0.0;;;0.0;0.0;4.7;0.0;0.0;0.0;0.0;;
319;Erwten groen te oogsten;Handmatige onkruidbestrijding;2004;14.0;1.8;80.0;1.7;-70.9;-64.8;0.0;0.0;0.0;0.0;0.0;0.0;1.7;0.0;0.0;0.0;0.0;0.0
320;Erwten groen te oogsten;Ov.niet-chem. onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
321;Erwten groen te oogsten;Ov.niet-chem. onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
322;Erwten groen te oogsten;Ov.niet-chem. onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
323;Erwten groen te oogsten;Ov.niet-chem. onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
324;Erwten groen te oogsten;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
325;Erwten groen te oogsten;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
326;Erwten groen te oogsten;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
327;Erwten groen te oogsten;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
328;Erwten groen te oogsten;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
329;Erwten groen te oogsten;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
330;Erwten groen te oogsten;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
331;Erwten groen te oogsten;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
332;Erwten groen te oogsten;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
333;Erwten groen te oogsten;Ov.niet-chem.plaagbestrijding;1998;;;;;;;;;;;;;;;;;;
334;Erwten groen te oogsten;Ov.niet-chem.plaagbestrijding;2000;;;;;;;;;;;;;;;;;;
335;Erwten groen te oogsten;Ov.niet-chem.plaagbestrijding;2004;292.0;38.2;1710.0;35.2;0.0;0.0;0.0;0.0;0.0;1.2;23.5;17.3;5.7;0.0;0.0;0.0;0.0;0.0
336;Koolzaad;Machinale onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
337;Koolzaad;Machinale onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
338;Koolzaad;Machinale onkruidbestrijding;2000;6.0;5.6;1.0;0.1;;;0.0;;;0.1;0.0;0.0;0.0;0.0;0.0;0.0;;
339;Koolzaad;Machinale onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
340;Koolzaad;Handmatige onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
341;Koolzaad;Handmatige onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
342;Koolzaad;Handmatige onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
343;Koolzaad;Handmatige onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
344;Koolzaad;Ov.niet-chem. onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
345;Koolzaad;Ov.niet-chem. onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
346;Koolzaad;Ov.niet-chem. onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
347;Koolzaad;Ov.niet-chem. onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
348;Koolzaad;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
349;Koolzaad;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
350;Koolzaad;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
351;Koolzaad;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
352;Koolzaad;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
353;Koolzaad;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
354;Koolzaad;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
355;Koolzaad;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
356;Koolzaad;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
357;Koolzaad;Ov.niet-chem.plaagbestrijding;1998;;;;;;;;;;;;;;;;;;
358;Koolzaad;Ov.niet-chem.plaagbestrijding;2000;;;;;;;;;;;;;;;;;;
359;Koolzaad;Ov.niet-chem.plaagbestrijding;2004;;;;;;;;;;;;;;;;;;
360;Vlas;Machinale onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
361;Vlas;Machinale onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
362;Vlas;Machinale onkruidbestrijding;2000;22.0;3.3;118.0;2.7;;;0.0;;;4.7;0.0;0.0;0.0;1.2;0.0;0.0;;
363;Vlas;Machinale onkruidbestrijding;2004;26.0;4.4;419.0;9.4;0.0;0.0;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
364;Vlas;Handmatige onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
365;Vlas;Handmatige onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
366;Vlas;Handmatige onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
367;Vlas;Handmatige onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
368;Vlas;Ov.niet-chem. onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
369;Vlas;Ov.niet-chem. onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
370;Vlas;Ov.niet-chem. onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
371;Vlas;Ov.niet-chem. onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
372;Vlas;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
373;Vlas;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
374;Vlas;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
375;Vlas;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
376;Vlas;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
377;Vlas;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
378;Vlas;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
379;Vlas;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
380;Vlas;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
381;Vlas;Ov.niet-chem.plaagbestrijding;1998;;;;;;;;;;;;;;;;;;
382;Vlas;Ov.niet-chem.plaagbestrijding;2000;;;;;;;;;;;;;;;;;;
383;Vlas;Ov.niet-chem.plaagbestrijding;2004;145.0;24.4;1182.0;26.5;0.0;0.0;4.8;0.0;0.0;1.7;23.2;0.0;1.4;0.0;0.0;0.0;0.0;0.0
384;Graszaad;Machinale onkruidbestrijding;1995;32.0;1.1;390.0;1.8;130.8;197.0;0.0;;;1.8;0.0;0.0;0.0;0.0;0.0;0.0;;
385;Graszaad;Machinale onkruidbestrijding;1998;65.0;1.8;263.0;0.9;-32.5;-48.6;0.0;0.0;0.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
386;Graszaad;Machinale onkruidbestrijding;2000;101.0;3.6;2556.0;11.6;871.4;1152.8;0.0;;;2.6;0.0;0.0;9.0;0.0;0.0;0.0;;
387;Graszaad;Machinale onkruidbestrijding;2004;90.0;3.3;673.0;2.7;-73.7;-77.1;0.0;0.0;0.0;1.5;0.0;0.6;0.6;0.0;0.0;0.0;0.0;0.0
388;Graszaad;Handmatige onkruidbestrijding;1995;223.0;7.6;1003.0;4.6;;;0.3;;;0.9;2.9;3.0;1.7;0.0;0.0;0.0;;
389;Graszaad;Handmatige onkruidbestrijding;1998;326.0;9.1;2845.0;10.0;183.6;117.6;5.0;0.0;0.0;1.4;1.8;7.8;0.0;0.0;0.0;0.0;0.0;0.0
390;Graszaad;Handmatige onkruidbestrijding;2000;403.0;14.5;3324.0;15.1;16.9;50.8;0.0;;;11.4;1.0;2.2;0.0;0.0;0.6;0.0;;
391;Graszaad;Handmatige onkruidbestrijding;2004;90.0;3.3;506.0;2.0;-84.8;-86.8;0.0;0.0;0.0;0.6;0.0;1.4;0.0;0.0;0.0;0.0;0.0;0.0
392;Graszaad;Ov.niet-chem. onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
393;Graszaad;Ov.niet-chem. onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
394;Graszaad;Ov.niet-chem. onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
395;Graszaad;Ov.niet-chem. onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
396;Graszaad;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
397;Graszaad;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
398;Graszaad;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
399;Graszaad;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
400;Graszaad;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
401;Graszaad;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
402;Graszaad;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
403;Graszaad;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
