ID;Geslacht;Leeftijd;Herkomstgroepering;Uitkeringsduur;Perioden;PersonenMetEenWerkloosheidsuitkering_1
286;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;0
287;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;0
288;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;0;2005 september;67880
289;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;0;2006 september;50970
290;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;0;2007 september;34450
291;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;1;2005 september;23480
292;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;1;2006 september;21190
293;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;1;2007 september;16470
294;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2;2005 september;17050
295;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2;2006 september;13020
296;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2;2007 september;8560
297;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;3;2005 september;10120
298;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;3;2006 september;7740
299;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;3;2007 september;5180
300;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;4;2005 september;5710
301;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;4;2006 september;3810
302;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;4;2007 september;2970
303;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;6;2005 september;8970
304;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;6;2006 september;2080
305;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;6;2007 september;980
306;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;8;2005 september;2530
307;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;8;2006 september;3130
308;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;8;2007 september;290
309;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;20
310;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;10
311;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;10
312;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;0;2005 september;46580
313;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;0;2006 september;35220
314;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;0;2007 september;23460
315;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;1;2005 september;16430
316;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;1;2006 september;14700
317;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;1;2007 september;11110
318;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2;2005 september;11830
319;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2;2006 september;9050
320;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2;2007 september;5760
321;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;3;2005 september;6830
322;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;3;2006 september;5370
323;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;3;2007 september;3610
324;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;4;2005 september;3850
325;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;4;2006 september;2600
326;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;4;2007 september;2070
327;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;6;2005 september;5930
328;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;6;2006 september;1420
329;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;6;2007 september;710
330;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;8;2005 september;1700
331;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;8;2006 september;2080
332;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;8;2007 september;200
333;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2005 september;10
334;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2006 september;0
335;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2007 september;10
336;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;0;2005 september;7690
337;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;0;2006 september;5500
338;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;0;2007 september;3720
339;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;1;2005 september;2690
340;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;1;2006 september;2320
341;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;1;2007 september;1860
342;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2;2005 september;1900
343;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2;2006 september;1350
344;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2;2007 september;910
345;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;3;2005 september;1180
346;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;3;2006 september;820
347;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;3;2007 september;520
348;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;4;2005 september;660
349;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;4;2006 september;430
350;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;4;2007 september;320
351;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;6;2005 september;990
352;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;6;2006 september;210
353;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;6;2007 september;80
354;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;8;2005 september;280
355;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;8;2006 september;360
356;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;8;2007 september;30
357;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2005 september;0
358;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2006 september;0
359;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2007 september;0
360;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;0;2005 september;13610
361;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;0;2006 september;10260
362;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;0;2007 september;7270
363;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;1;2005 september;4360
364;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;1;2006 september;4180
365;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;1;2007 september;3500
366;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2;2005 september;3320
367;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2;2006 september;2620
368;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2;2007 september;1890
369;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;3;2005 september;2120
370;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;3;2006 september;1540
371;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;3;2007 september;1050
372;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;4;2005 september;1200
373;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;4;2006 september;790
374;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;4;2007 september;570
375;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;6;2005 september;2060
376;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;6;2006 september;450
377;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;6;2007 september;200
378;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;8;2005 september;550
379;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;8;2006 september;690
380;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;8;2007 september;60
381;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;0
382;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;0
383;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;0
384;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;0;2005 september;66380
385;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;0;2006 september;62020
386;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;0;2007 september;45000
387;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;1;2005 september;17550
388;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;1;2006 september;17780
389;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;1;2007 september;14920
390;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2;2005 september;14740
391;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2;2006 september;12370
392;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2;2007 september;9610
393;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;3;2005 september;9790
394;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;3;2006 september;8560
395;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;3;2007 september;6280
396;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;4;2005 september;8160
397;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;4;2006 september;7590
398;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;4;2007 september;5380
399;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;6;2005 september;10790
400;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;6;2006 september;8110
401;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;6;2007 september;5590
402;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;8;2005 september;5270
403;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;8;2006 september;7540
404;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;8;2007 september;3170
405;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;90
406;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;70
407;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;50
408;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;0;2005 september;49870
409;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;0;2006 september;46530
410;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;0;2007 september;33460
411;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;1;2005 september;13340
412;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;1;2006 september;13420
413;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;1;2007 september;11090
414;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2;2005 september;11110
415;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2;2006 september;9280
416;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2;2007 september;7110
417;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;3;2005 september;7350
418;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;3;2006 september;6510
419;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;3;2007 september;4690
420;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;4;2005 september;6020
421;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;4;2006 september;5650
422;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;4;2007 september;3980
423;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;6;2005 september;8070
424;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;6;2006 september;6000
425;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;6;2007 september;4190
426;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;8;2005 september;3910
427;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;8;2006 september;5620
428;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;8;2007 september;2360
429;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2005 september;70
430;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2006 september;60
431;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2007 september;50
432;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;0;2005 september;8480
433;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;0;2006 september;7510
434;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;0;2007 september;5200
435;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;1;2005 september;2160
436;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;1;2006 september;2090
437;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;1;2007 september;1680
438;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2;2005 september;1870
439;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2;2006 september;1450
440;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2;2007 september;1050
441;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;3;2005 september;1200
442;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;3;2006 september;1000
443;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;3;2007 september;700
444;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;4;2005 september;1100
445;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;4;2006 september;950
446;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;4;2007 september;620
447;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;6;2005 september;1420
448;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;6;2006 september;1030
449;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;6;2007 september;730
450;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;8;2005 september;720
451;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;8;2006 september;980
452;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;8;2007 september;420
453;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2005 september;10
454;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2006 september;0
455;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2007 september;0
456;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;0;2005 september;8040
457;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;0;2006 september;7980
458;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;0;2007 september;6340
459;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;1;2005 september;2040
460;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;1;2006 september;2270
461;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;1;2007 september;2150
462;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2;2005 september;1770
463;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2;2006 september;1640
464;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2;2007 september;1460
465;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;3;2005 september;1240
466;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;3;2006 september;1050
467;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;3;2007 september;890
468;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;4;2005 september;1040
469;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;4;2006 september;990
470;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;4;2007 september;780
471;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;6;2005 september;1300
472;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;6;2006 september;1090
473;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;6;2007 september;670
474;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;8;2005 september;650
475;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;8;2006 september;950
476;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;8;2007 september;390
477;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;10
478;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;0
479;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;0
480;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;0;2005 september;71040
481;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;0;2006 september;74890
482;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;0;2007 september;68790
483;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;1;2005 september;8920
484;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;1;2006 september;9790
485;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;1;2007 september;9040
486;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2;2005 september;10330
487;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2;2006 september;9660
488;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2;2007 september;6820
489;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;3;2005 september;7800
490;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;3;2006 september;7990
491;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;3;2007 september;6680
492;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;4;2005 september;8200
493;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;4;2006 september;8450
494;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;4;2007 september;7360
495;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;6;2005 september;14760
496;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;6;2006 september;14010
497;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;6;2007 september;13130
498;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;8;2005 september;15880
499;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;8;2006 september;20150
500;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;8;2007 september;19750
501;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;5160
502;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;4830
503;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;6010
504;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;0;2005 september;59120
505;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;0;2006 september;62090
506;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;0;2007 september;56930
507;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;1;2005 september;7350
508;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;1;2006 september;7890
509;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;1;2007 september;7430
510;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2;2005 september;8570
511;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2;2006 september;7960
512;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2;2007 september;5520
513;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;3;2005 september;6400
514;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;3;2006 september;6680
515;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;3;2007 september;5450
516;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;4;2005 september;6820
517;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;4;2006 september;7000
518;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;4;2007 september;6050
519;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;6;2005 september;12280
520;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;6;2006 september;11580
521;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;6;2007 september;10950
522;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;8;2005 september;13340
523;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;8;2006 september;16840
524;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;8;2007 september;16410
525;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2005 september;4360
526;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2006 september;4140
527;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2007 september;5130
528;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;0;2005 september;8850
529;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;0;2006 september;9390
530;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;0;2007 september;8470
531;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;1;2005 september;1110
532;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;1;2006 september;1330
533;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;1;2007 september;1100
534;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2;2005 september;1270
535;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2;2006 september;1210
536;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2;2007 september;890
537;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;3;2005 september;980
538;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;3;2006 september;970
539;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;3;2007 september;870
540;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;4;2005 september;1040
541;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;4;2006 september;1050
542;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;4;2007 september;910
543;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;6;2005 september;1850
544;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;6;2006 september;1770
545;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;6;2007 september;1550
546;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;8;2005 september;1970
547;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;8;2006 september;2510
548;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;8;2007 september;2430
549;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2005 september;650
550;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2006 september;550
551;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2007 september;720
552;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;0;2005 september;3070
553;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;0;2006 september;3420
554;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;0;2007 september;3380
555;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;1;2005 september;470
556;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;1;2006 september;570
557;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;1;2007 september;510
558;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2;2005 september;500
559;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2;2006 september;490
560;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2;2007 september;410
561;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;3;2005 september;410
562;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;3;2006 september;350
563;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;3;2007 september;370
564;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;4;2005 september;340
565;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;4;2006 september;400
566;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;4;2007 september;390
567;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;6;2005 september;630
568;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;6;2006 september;660
569;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;6;2007 september;630
570;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;8;2005 september;570
571;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;8;2006 september;810
572;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;8;2007 september;910
573;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;160
