ID;Vervoersrichting;Perioden;TotaalVervoerdGewicht_1;DoorNederlandseSchepen_2;AlleSchepen_3;NederlandseSchepen_4;TotaalGelost_5;LandbouwproductenDieren_6;VoedingsproductenVeevoeder_7;VasteBrandstoffen_8;AardolieenAardolieproducten_9;ErtsenEnMetaalresiduen_10;MetalenMetalenHalffabrikaten_11;RuweMineralenEnBouwmaterialen_12;Meststoffen_13;ChemischeProducten_14;OverigeGoederenEnFabrikaten_15;AlleSchepen_16;NederlandseSchepen_17;TotaalGeladen_18;LandbouwproductenDieren_19;VoedingsproductenVeevoeder_20;VasteBrandstoffen_21;AardolieenAardolieproducten_22;ErtsenEnMetaalresiduen_23;MetalenMetalenHalffabrikaten_24;RuweMineralenEnBouwmaterialen_25;Meststoffen_26;ChemischeProducten_27;OverigeGoederenEnFabrikaten_28;AlleSchepen_29;NederlandseSchepen_30;TotaleLadingtonkilometer_31;WOInNederland_32;TotaleLadingtonkilometer_33;WOInNederland_34
117;Alle vervoersrichtingen;2002 4e kwartaal;53543;33281;13978;10270;13978;1316;699;285;1466;191;562;4977;137;1374;2968;30883;18437;30883;216;1826;5605;5847;8420;591;3100;746;2316;2215;8683;4575;19866;7655;11977;4831
118;Alle vervoersrichtingen;2002;212237;131987;53430;39201;53430;4963;2424;1008;5131;1001;2255;20400;610;4918;10720;123413;74278;123413;929;7780;22362;23663;31807;2474;13421;3476;9730;7772;35395;18508;79984;30503;48216;19083
119;W.o. via Belgische grens;1996 januari;5396;3562;1362;888;1362;106;56;10;247;21;22;420;30;140;309;2835;2017;2835;16;170;150;923;242;34;669;141;213;276;1199;657;1477;700;921;471
120;W.o. via Belgische grens;1996 februari;5085;3227;1277;784;1277;112;42;8;281;11;31;328;12;163;288;2835;1929;2835;19;160;251;1003;227;37;526;128;274;208;973;514;1286;634;759;408
121;W.o. via Belgische grens;1996 maart;6407;4255;1789;1216;1789;96;56;9;320;9;35;654;38;237;335;3269;2301;3269;36;136;163;908;294;46;1008;141;275;261;1350;738;1728;864;1049;567
122;W.o. via Belgische grens;1996 1e kwartaal;16888;11044;4428;2888;4428;314;154;27;848;41;88;1402;80;540;932;8939;6247;8939;71;466;564;2834;763;117;2203;410;762;745;3522;1909;4491;2198;2729;1446
123;W.o. via Belgische grens;1996 april;6090;3960;1753;1076;1620;81;57;8;266;4;39;595;35;109;427;3192;2183;3192;33;128;115;886;307;31;1052;102;215;325;1278;701;1614;793;977;518
124;W.o. via Belgische grens;1996 mei;6500;4215;1736;1124;1736;130;58;16;250;4;39;679;41;134;384;3518;2413;3518;33;134;272;967;256;38;1136;91;237;353;1246;679;1684;838;1013;548
125;W.o. via Belgische grens;1996 juni;6381;4045;1777;1140;1777;151;60;19;236;16;41;728;38;104;384;3301;2212;3301;27;118;234;758;190;33;1237;121;247;336;1303;693;1756;838;1037;535
126;W.o. via Belgische grens;1996 2e kwartaal;18971;12220;5266;3340;5133;362;175;43;752;24;119;2002;114;347;1195;10011;6808;10011;93;380;621;2611;753;102;3425;314;699;1014;3827;2073;5054;2469;3027;1601
127;W.o. via Belgische grens;1996 juli;5552;3519;1307;833;1307;56;29;8;221;18;30;424;26;99;396;2811;1950;2811;20;130;189;774;220;32;821;107;208;310;1434;736;1589;739;930;470
128;W.o. via Belgische grens;1996 augustus;5889;3673;1372;879;1372;71;44;4;208;4;33;476;17;120;392;3079;1984;3079;34;100;250;710;322;40;1039;70;215;300;1438;810;1637;766;982;490
129;W.o. via Belgische grens;1996 september;6003;3898;1525;966;1525;93;39;2;208;5;40;634;29;90;385;3316;2294;3316;21;133;177;913;290;33;1086;113;210;340;1162;638;1541;761;939;498
130;W.o. via Belgische grens;1996 3e kwartaal;17444;11090;4204;2678;4204;220;112;14;637;27;103;1534;72;309;1173;9206;6228;9206;75;363;616;2397;832;105;2946;290;633;950;4034;2184;4767;2266;2851;1458
131;W.o. via Belgische grens;1996 oktober;6479;4238;1701;1080;1701;120;51;9;264;6;48;708;15;121;358;3384;2396;3384;34;140;198;907;241;38;1164;91;212;357;1394;761;1726;841;1071;555
132;W.o. via Belgische grens;1996 november;6399;4175;1580;1009;1580;117;60;17;267;13;38;646;12;70;339;3378;2381;3378;35;164;109;1077;295;44;916;94;238;407;1440;784;1786;839;1102;549
133;W.o. via Belgische grens;1996 december;5567;3505;1404;865;1404;109;62;14;290;12;24;409;21;87;376;3034;2044;3034;22;157;172;1107;233;37;635;89;213;369;1129;596;1445;710;868;464
134;W.o. via Belgische grens;1996 4e kwartaal;18445;11918;4685;2954;4685;346;173;40;821;31;110;1763;48;278;1073;9796;6821;9796;91;461;479;3091;769;119;2715;274;663;1133;3963;2141;4957;2390;3041;1568
135;W.o. via Belgische grens;1996;71748;46272;18449;11861;18449;1242;615;127;3059;123;421;6700;315;1474;4372;37954;26105;37954;331;1670;2280;10932;3118;444;11288;1287;2758;3845;15345;8307;19269;9323;11648;6072
136;W.o. via Belgische grens;1997 januari;4737;2844;1065;574;1065;101;62;9;148;12;24;241;18;88;362;2489;1650;2489;21;216;194;796;180;37;387;136;193;329;1183;620;1324;592;785;366
137;W.o. via Belgische grens;1997 februari;5321;3271;1323;763;1323;91;63;6;203;5;25;460;22;87;360;2735;1809;2735;17;130;206;643;226;20;800;163;198;332;1264;700;1514;722;899;460
138;W.o. via Belgische grens;1997 maart;5701;3399;1470;820;1470;71;49;22;154;12;35;495;37;134;460;2883;1857;2883;16;167;213;543;267;33;950;90;237;366;1348;722;1599;772;925;476
139;W.o. via Belgische grens;1997 1e kwartaal;15759;9514;3858;2157;3858;263;174;37;505;29;84;1196;77;309;1182;8107;5316;8107;54;513;613;1982;673;90;2137;389;628;1027;3795;2042;4437;2086;2609;1302
140;W.o. via Belgische grens;1997 april;6083;3722;1530;889;1530;79;36;24;175;12;30;566;36;82;491;3283;2174;3283;24;105;267;545;309;92;1149;211;197;383;1270;660;1619;780;944;485
141;W.o. via Belgische grens;1997 mei;6287;3898;1494;875;1494;58;74;9;154;15;37;534;44;90;480;3250;2178;3250;34;140;182;640;275;34;1061;138;260;485;1543;845;1784;841;1056;531
142;W.o. via Belgische grens;1997 juni;6522;4041;1660;1022;1660;54;44;9;218;2;53;717;27;150;387;3266;2165;3266;16;130;313;579;247;44;1185;129;307;316;1596;855;1838;874;1092;547
143;W.o. via Belgische grens;1997 2e kwartaal;18892;11661;4684;2786;4684;191;154;42;547;29;120;1817;107;322;1358;9799;6517;9799;74;375;762;1764;831;170;3395;478;764;1184;4409;2360;5241;2495;3092;1563
144;W.o. via Belgische grens;1997 juli;6246;3787;1549;960;1549;44;60;40;246;17;45;527;22;97;450;2846;1810;2846;16;117;224;653;286;52;752;111;229;406;1851;1017;1879;844;1089;523
145;W.o. via Belgische grens;1997 augustus;5864;3509;1419;847;1419;34;72;16;177;37;50;504;27;90;413;2946;1865;2946;26;125;190;633;217;29;975;125;249;375;1499;796;1677;810;954;496
146;W.o. via Belgische grens;1997 september;6240;3927;1697;1125;1697;19;36;10;241;11;49;769;16;110;437;3145;2024;3145;23;115;145;667;254;40;1094;147;247;411;1399;778;1688;842;1019;548
147;W.o. via Belgische grens;1997 3e kwartaal;18350;11223;4665;2932;4665;97;168;66;664;65;144;1800;65;297;1300;8937;5699;8937;65;357;559;1953;757;121;2821;383;725;1192;4749;2591;5244;2496;3062;1567
148;W.o. via Belgische grens;1997 oktober;6371;4019;1760;1146;1760;38;63;6;204;6;47;844;16;114;422;3355;2190;3355;16;151;209;772;271;46;1148;134;222;387;1256;683;1659;849;1018;554
149;W.o. via Belgische grens;1997 november;6070;3676;1650;1036;1650;58;71;10;185;7;30;750;13;101;424;3209;2008;3209;25;120;176;826;249;54;951;125;280;402;1211;632;1582;791;936;500
150;W.o. via Belgische grens;1997 december;5473;3258;1340;819;1340;33;56;13;145;13;22;474;15;142;427;2800;1754;2800;12;147;158;784;201;46;699;125;230;397;1333;686;1505;727;853;456
151;W.o. via Belgische grens;1997 4e kwartaal;17914;10953;4750;3001;4750;129;190;29;534;26;99;2068;44;357;1273;9364;5952;9364;53;418;543;2382;721;146;2798;384;732;1186;3800;2001;4746;2367;2807;1510
152;W.o. via Belgische grens;1997;70914;43353;17957;10876;17957;680;687;175;2249;148;446;6882;292;1285;5112;36206;23483;36206;247;1664;2478;8081;2982;528;11150;1635;2850;4590;16751;8994;19669;9444;11571;5944
153;W.o. via Belgische grens;1998 januari;6209;4028;1604;1050;1604;61;73;34;187;2;41;587;26;162;431;3044;2104;3044;23;171;156;792;277;38;829;121;233;404;1560;874;1786;842;1108;556
154;W.o. via Belgische grens;1998 februari;5960;3776;1754;1152;1754;63;51;21;231;37;39;643;29;177;464;2908;1937;2908;24;120;215;805;184;40;745;148;217;410;1298;687;1574;802;947;520
155;W.o. via Belgische grens;1998 maart;6655;4354;1859;1254;1859;49;47;24;222;45;43;752;30;149;500;3218;2227;3218;10;190;173;706;230;54;1095;143;224;393;1579;873;1855;901;1142;599
156;W.o. via Belgische grens;1998 1e kwartaal;18824;12158;5217;3456;5217;173;171;79;640;84;123;1982;85;488;1395;9170;6268;9170;57;481;544;2303;691;132;2669;412;674;1207;4437;2434;5215;2545;3197;1675
157;W.o. via Belgische grens;1998 april;6558;4241;1685;1134;1685;51;65;9;155;26;28;767;23;141;420;3343;2297;3343;20;117;286;705;288;83;1104;131;202;408;1530;810;1802;861;1085;559
158;W.o. via Belgische grens;1998 mei;6943;4418;1900;1253;1900;46;74;16;181;39;37;891;31;140;447;3365;2281;3365;27;151;206;729;271;60;1095;144;263;418;1678;885;1944;932;1146;595
159;W.o. via Belgische grens;1998 juni;6835;4341;1888;1227;1888;95;73;3;180;24;32;904;24;124;429;3489;2359;3489;17;128;210;890;269;59;1217;129;219;351;1458;755;1836;913;1096;588
160;W.o. via Belgische grens;1998 2e kwartaal;20336;13000;5473;3614;5473;192;212;28;516;89;97;2562;78;405;1296;10197;6937;10197;64;396;702;2324;828;202;3416;404;684;1177;4666;2450;5582;2706;3327;1742
161;W.o. via Belgische grens;1998 juli;6578;4036;1927;1263;1927;84;62;11;224;15;37;877;31;136;451;3063;1995;3063;18;117;226;792;294;62;819;107;188;440;1588;778;1852;884;1046;551
162;W.o. via Belgische grens;1998 augustus;5961;3743;1487;936;1487;70;77;11;166;20;22;551;36;122;411;3049;2018;3049;23;111;169;860;196;58;894;118;214;407;1425;788;1609;782;953;497
163;W.o. via Belgische grens;1998 september;6854;4418;1979;1338;1979;64;77;13;177;39;53;976;29;125;427;3495;2388;3495;19;121;251;869;332;56;1161;124;176;385;1380;693;1813;922;1088;598
164;W.o. via Belgische grens;1998 3e kwartaal;19393;12197;5393;3537;5393;218;216;35;567;74;112;2404;96;383;1289;9607;6401;9607;60;349;646;2521;822;176;2874;349;578;1232;4393;2259;5274;2588;3087;1646
165;W.o. via Belgische grens;1998 oktober;6893;4302;2057;1360;2057;94;92;33;212;23;39;895;27;180;464;3190;2115;3190;19;142;174;771;276;46;1042;147;205;369;1646;827;1905;939;1107;595
166;W.o. via Belgische grens;1998 november;6589;4006;1742;1114;1742;56;112;36;140;17;30;715;30;164;442;3177;2057;3177;19;96;257;994;236;44;867;108;201;356;1670;835;1854;881;1057;545
167;W.o. via Belgische grens;1998 december;6048;3583;1442;935;1442;84;104;36;152;14;24;420;23;138;447;2997;1808;2997;16;133;300;987;224;43;586;118;234;357;1609;841;1722;821;962;496
168;W.o. via Belgische grens;1998 4e kwartaal;19530;11891;5241;3409;5241;234;308;105;504;54;93;2030;80;482;1353;9364;5980;9364;54;371;731;2752;736;133;2495;373;640;1082;4925;2503;5481;2641;3126;1636
169;W.o. via Belgische grens;1998;78083;49245;21325;14018;21325;817;905;246;2227;299;424;8976;338;1758;5334;38337;25584;38337;235;1598;2622;9899;3077;642;11454;1540;2575;4696;18421;9644;21553;10482;12737;6699
170;W.o. via Belgische grens;1999 januari;5938;3556;1593;1017;1593;96;89;9;221;16;12;509;27;116;500;2882;1820;2882;19;96;170;890;216;36;761;117;198;378;1463;719;1638;788;911;474
171;W.o. via Belgische grens;1999 februari;5650;3442;1642;1056;1642;102;61;7;233;23;35;497;54;142;488;2650;1681;2650;16;82;224;871;190;43;633;101;174;315;1359;705;1536;746;894;463
172;W.o. via Belgische grens;1999 maart;6668;4181;1799;1181;1799;104;57;23;247;27;46;589;60;176;469;3005;2046;3005;20;125;201;790;220;46;968;115;165;355;1864;954;1942;912;1121;568
173;W.o. via Belgische grens;1999 1e kwartaal;18256;11179;5034;3254;5034;302;207;39;701;66;93;1595;141;434;1457;8537;5547;8537;55;303;595;2551;626;125;2362;333;537;1048;4686;2378;5116;2446;2926;1505
174;W.o. via Belgische grens;1999 april;6577;4117;1746;1138;1746;123;76;7;197;14;41;665;36;143;444;3345;2214;3345;16;143;348;797;294;57;1017;101;181;390;1486;765;1825;857;1082;547
175;W.o. via Belgische grens;1999 mei;6486;4025;1799;1152;1799;110;73;13;275;18;61;622;37;157;435;3253;2118;3253;28;125;228;895;299;39;959;83;241;355;1434;755;1744;857;1027;542
176;W.o. via Belgische grens;1999 juni;7045;4502;1973;1279;1973;126;77;9;243;25;57;793;24;162;459;3700;2488;3700;15;138;270;902;293;47;1240;186;279;331;1371;735;1808;908;1098;585
177;W.o. via Belgische grens;1999 2e kwartaal;20108;12644;5518;3569;5518;359;226;29;715;57;159;2080;97;462;1338;10298;6820;10298;59;406;846;2594;886;143;3216;370;701;1076;4291;2255;5377;2622;3207;1674
178;W.o. via Belgische grens;1999 juli;6122;3718;1653;1050;1653;82;56;15;202;30;64;509;32;150;513;2927;1874;2927;37;105;227;870;249;43;758;80;227;331;1542;793;1731;803;984;490
179;W.o. via Belgische grens;1999 augustus;6065;3747;1579;996;1579;73;74;8;227;20;63;476;28;139;470;3219;2115;3219;21;147;174;881;229;58;1023;142;234;308;1267;636;1592;776;937;485
180;W.o. via Belgische grens;1999 september;6347;3965;1724;1177;1724;42;45;12;225;60;52;708;24;128;426;3188;2061;3188;16;140;174;756;268;68;1155;93;211;306;1435;727;1700;821;989;521
181;W.o. via Belgische grens;1999 3e kwartaal;18534;11430;4956;3223;4956;197;175;35;654;110;179;1693;84;417;1409;9334;6050;9334;74;392;575;2507;746;169;2936;315;672;945;4244;2156;5023;2400;2910;1496
182;W.o. via Belgische grens;1999 oktober;6503;3902;1847;1154;1847;71;76;18;228;18;56;712;24;167;479;3255;2077;3255;17;129;205;830;184;64;1121;89;252;364;1400;671;1699;857;972;519
183;W.o. via Belgische grens;1999 november;6544;3962;1905;1174;1905;73;66;6;330;40;53;656;40;175;465;3233;2093;3233;28;120;183;895;234;72;957;76;299;368;1406;695;1727;860;996;522
184;W.o. via Belgische grens;1999 december;5790;3398;1516;971;1516;77;58;19;194;28;28;496;31;151;434;2959;1791;2959;14;140;162;984;244;31;723;98;245;318;1316;635;1542;755;857;451
185;W.o. via Belgische grens;1999 4e kwartaal;18837;11262;5268;3299;5268;221;200;43;752;86;137;1864;95;493;1378;9447;5961;9447;59;389;550;2709;662;167;2801;263;796;1050;4122;2001;4968;2472;2825;1492
186;W.o. via Belgische grens;1999;75735;46514;20776;13345;20776;1078;807;146;2822;319;569;7230;418;1807;5581;37616;24379;37616;249;1491;2567;10359;2922;604;11316;1281;2706;4120;17343;8790;20484;9942;11867;6168
187;W.o. via Belgische grens;2000 januari;5930;3480;1603;997;1603;101;54;10;210;14;35;440;42;163;534;2874;1834;2874;27;162;162;814;229;38;741;101;222;380;1453;649;1685;800;920;478
188;W.o. via Belgische grens;2000 februari;6138;3808;1675;1094;1675;100;60;26;178;42;44;503;36;138;548;3096;2051;3096;27;122;168;839;248;52;957;112;213;358;1368;663;1688;817;978;507
189;W.o. via Belgische grens;2000 maart;6905;4262;1984;1271;1984;121;77;19;277;37;50;568;29;204;602;3233;2130;3233;22;161;229;701;299;46;1030;127;247;372;1688;862;1984;940;1158;584
190;W.o. via Belgische grens;2000 1e kwartaal;18973;11550;5262;3362;5262;322;191;55;665;93;129;1511;107;505;1684;9203;6015;9203;76;445;559;2354;776;136;2728;340;682;1110;4509;2174;5357;2557;3056;1569
191;W.o. via Belgische grens;2000 april;6300;3676;1813;1119;1813;136;74;12;233;30;41;567;29;173;518;2879;1824;2879;22;125;190;651;249;34;957;75;227;350;1608;732;1799;864;945;506
192;W.o. via Belgische grens;2000 mei;6977;4173;1825;1139;1825;99;65;23;205;14;48;660;35;169;508;3303;2149;3303;33;138;223;691;259;52;1154;99;255;401;1848;885;2036;943;1136;563
193;W.o. via Belgische grens;2000 juni;6686;3990;1713;1048;1713;116;76;12;213;26;40;566;18;169;477;3336;2199;3336;26;103;347;629;297;55;1119;136;245;380;1637;743;1854;875;1021;524
194;W.o. via Belgische grens;2000 2e kwartaal;19963;11839;5351;3306;5351;351;215;47;651;70;129;1793;82;511;1503;9518;6172;9518;81;366;760;1971;805;141;3230;310;727;1131;5093;2360;5689;2682;3102;1593
195;W.o. via Belgische grens;2000 juli;5802;3352;1440;887;1440;76;63;11;210;24;51;355;31;166;453;2712;1729;2712;19;154;212;549;308;47;735;88;247;353;1649;737;1713;790;906;459
196;W.o. via Belgische grens;2000 augustus;6564;3959;1623;1020;1623;64;52;25;268;46;47;429;31;163;497;3140;2076;3140;25;122;239;689;289;50;1031;136;229;330;1800;863;1870;869;1050;519
197;W.o. via Belgische grens;2000 september;6624;3909;1748;1081;1748;76;60;7;246;35;44;592;42;172;474;2998;1950;2998;13;116;263;584;298;42;1071;59;204;347;1878;878;1939;912;1061;538
198;W.o. via Belgische grens;2000 3e kwartaal;18990;11220;4811;2988;4811;216;175;43;724;105;142;1376;104;501;1424;8850;5755;8850;57;392;714;1822;895;139;2837;283;680;1030;5327;2478;5522;2571;3017;1516
199;W.o. via Belgische grens;2000 oktober;6741;3931;1840;1060;1840;133;65;17;228;34;41;596;23;200;503;3066;2012;3066;26;135;284;556;280;37;1099;81;206;362;1835;860;1937;914;1058;539
200;W.o. via Belgische grens;2000 november;6420;3912;1729;1074;1729;130;73;16;222;17;44;563;26;135;503;2953;2020;2953;20;135;238;644;277;60;971;91;196;319;1739;818;1868;887;1048;541
201;W.o. via Belgische grens;2000 december;5614;3267;1556;944;1556;125;63;28;228;20;32;359;37;174;492;2651;1688;2651;12;148;206;621;232;61;731;97;191;351;1408;635;1537;765;838;453
202;W.o. via Belgische grens;2000 4e kwartaal;18775;11110;5125;3078;5125;388;201;61;678;71;117;1518;86;509;1498;8670;5720;8670;58;418;728;1821;789;158;2801;269;593;1032;4982;2313;5342;2566;2944;1533
203;W.o. via Belgische grens;2000;76702;45719;20549;12733;20549;1277;782;206;2718;339;517;6197;378;2025;6109;36241;23662;36241;270;1623;2761;7969;3265;575;11595;1200;2681;4302;19911;9324;21910;10376;12119;6212
204;W.o. via Belgische grens;2001 januari;6718;3843;1622;1028;1622;118;94;19;191;44;39;404;37;147;528;3190;1935;3190;20;185;378;852;292;46;700;116;234;366;1907;880;1938;850;1054;503
205;W.o. via Belgische grens;2001 februari;7179;4140;2016;1243;2016;110;38;11;243;72;58;434;27;187;837;3441;2071;3441;20;165;353;896;239;55;835;109;203;567;1721;826;1892;888;1036;526
206;W.o. via Belgische grens;2001 maart;6634;3704;1622;1008;1622;123;71;7;195;32;52;449;25;169;499;3452;1994;3452;21;153;389;896;306;54;959;108;209;356;1560;703;1769;809;934;471
207;W.o. via Belgische grens;2001 1e kwartaal;20531;11687;5260;3279;5260;351;203;37;629;148;149;1287;89;503;1864;10083;6000;10083;61;503;1120;2644;837;155;2494;333;646;1289;5188;2409;5599;2547;3024;1500
208;W.o. via Belgische grens;2001 april;6570;3704;1521;907;1521;111;49;17;193;12;37;482;33;134;452;3283;1997;3283;22;141;304;777;261;61;949;96;251;420;1766;799;1856;829;978;477
209;W.o. via Belgische grens;2001 mei;6686;3692;1649;909;1649;135;68;16;251;24;44;466;46;114;484;3267;1995;3267;40;176;305;749;232;75;1011;98;214;368;1770;788;1863;841;976;478
210;W.o. via Belgische grens;2001 juni;6560;3695;1779;1052;1779;148;71;11;245;27;50;597;26;109;495;3208;1967;3208;46;152;285;600;250;78;1075;106;238;377;1573;676;1777;830;944;485
211;W.o. via Belgische grens;2001 2e kwartaal;19816;11091;4949;2868;4949;394;188;44;689;63;131;1545;105;357;1431;9758;5959;9758;108;469;894;2126;743;214;3035;300;703;1165;5109;2263;5496;2500;2898;1440
212;W.o. via Belgische grens;2001 juli;6079;3383;1510;900;1510;117;36;29;216;38;52;352;38;120;512;2878;1694;2878;32;185;366;604;262;27;695;93;231;383;1691;789;1753;782;941;455
213;W.o. via Belgische grens;2001 augustus;6358;3538;1497;931;1497;53;51;19;233;30;45;424;40;114;488;3034;1822;3034;32;140;259;620;288;64;937;103;219;373;1827;785;1783;807;940;466
214;W.o. via Belgische grens;2001 september;6099;3461;1563;1023;1563;59;39;23;208;31;49;549;23;129;453;2798;1716;2798;26;164;259;764;106;66;821;67;188;337;1738;723;1728;794;910;459
215;W.o. via Belgische grens;2001 3e kwartaal;18536;10382;4570;2854;4570;229;126;71;657;99;146;1325;101;363;1453;8710;5232;8710;90;489;884;1988;656;157;2453;263;638;1093;5256;2297;5264;2383;2791;1380
216;W.o. via Belgische grens;2001 oktober;6793;4006;1828;1207;1828;95;45;27;254;21;29;618;25;138;575;3215;2034;3215;40;187;262;746;245;50;966;65;210;444;1750;766;1876;890;1021;532
217;W.o. via Belgische grens;2001 november;6511;3829;1611;1083;1611;106;43;30;210;17;43;558;31;122;452;3035;1900;3035;36;185;279;655;268;61;866;124;210;349;1865;845;1870;853;1017;514
218;W.o. via Belgische grens;2001 december;5765;3188;1486;989;1486;89;41;16;276;13;29;364;16;151;491;2838;1593;2838;20;209;279;771;240;54;584;64;229;389;1441;606;1492;727;775;417
219;W.o. via Belgische grens;2001 4e kwartaal;19069;11023;4925;3279;4925;290;129;73;740;51;101;1540;72;411;1518;9088;5527;9088;96;581;820;2172;753;165;2416;253;649;1182;5056;2217;5238;2470;2813;1463
220;W.o. via Belgische grens;2001;77950;44184;19703;12281;19703;1264;647;224;2716;361;527;5697;367;1635;6265;37638;22718;37638;357;2042;3717;8930;2990;691;10398;1148;2635;4730;20610;9184;21598;9898;11525;5782
221;W.o. via Belgische grens;2002 januari;6391;3755;1549;1009;1549;74;40;22;285;13;23;442;40;160;450;3065;1938;3065;41;254;282;791;303;47;662;117;218;350;1777;809;1797;834;991;503
222;W.o. via Belgische grens;2002 februari;5686;3403;1584;1035;1584;60;42;25;272;18;36;470;26;160;474;2617;1648;2617;29;158;242;690;253;39;645;62;227;272;1485;719;1594;728;915;441
223;W.o. via Belgische grens;2002 maart;6993;4139;1919;1226;1919;89;57;23;322;50;29;566;29;203;550;3246;2062;3246;29;231;160;861;365;50;808;125;261;356;1828;851;1886;883;1044;530
224;W.o. via Belgische grens;2002 1e kwartaal;19070;11297;5052;3270;5052;223;139;70;879;81;88;1478;95;523;1474;8928;5648;8928;99;643;684;2342;921;136;2115;304;706;978;5090;2379;5277;2445;2950;1474
225;W.o. via Belgische grens;2002 april;6734;3991;1873;1210;1873;104;45;47;340;13;41;565;40;196;482;3109;1978;3109;43;225;231;741;390;55;855;81;202;285;1753;802;1825;858;1001;514
226;W.o. via Belgische grens;2002 mei;7009;4142;1998;1262;1998;121;63;43;457;28;53;504;37;207;486;3173;1995;3173;43;190;258;687;431;56;905;75;246;281;1838;885;1970;893;1079;530
227;W.o. via Belgische grens;2002 juni;6564;3772;1871;1132;1871;147;57;56;297;22;57;576;26;187;446;2876;1797;2876;46;165;198;567;332;62;898;106;213;289;1817;842;1894;869;997;504
228;W.o. via Belgische grens;2002 2e kwartaal;20307;11905;5742;3604;5742;372;165;146;1094;63;151;1645;103;590;1414;9158;5770;9158;132;580;687;1995;1153;173;2658;262;661;855;5408;2529;5689;2620;3077;1548
229;W.o. via Belgische grens;2002 juli;6464;3721;1660;1027;1660;104;57;75;302;16;49;373;31;166;486;2929;1838;2929;32;178;315;585;408;57;630;57;234;433;1875;856;1870;844;996;496
230;W.o. via Belgische grens;2002 augustus;6335;3690;1640;1052;1640;65;51;59;302;19;35;420;32;174;482;2876;1772;2876;21;123;169;687;398;46;697;70;248;417;1819;866;1764;819;994;495
231;W.o. via Belgische grens;2002 september;6511;3808;1879;1231;1879;67;54;66;312;11;50;611;26;185;498;2907;1794;2907;28;142;213;622;376;51;756;38;242;439;1725;783;1805;820;986;492
232;W.o. via Belgische grens;2002 3e kwartaal;18534;11430;4956;3223;4956;197;175;35;654;110;179;1693;84;417;1409;9334;6050;9334;74;392;575;2507;746;169;2936;315;672;945;4244;2156;5023;2400;2910;1496
233;W.o. via Belgische grens;2002 oktober;6886;4104;2089;1390;2089;112;57;61;365;12;38;645;28;201;570;3045;1878;3045;34;187;176;582;427;40;874;79;230;417;1751;836;1907;900;1072;562
234;W.o. via Belgische grens;2002 november;6862;4029;2120;1346;2120;137;53;60;450;16;42;566;18;246;532;3009;1880;3009;38;185;196;755;353;61;648;100;235;439;1733;803;1860;916;1041;563
235;W.o. via Belgische grens;2002 december;6291;3585;1848;1188;1848;128;59;83;352;17;37;392;21;206;553;2898;1680;2898;33;132;206;813;417;46;443;69;261;478;1545;717;1632;810;881;486
236;W.o. via Belgische grens;2002 4e kwartaal;20039;11718;6057;3924;6057;377;169;204;1167;45;117;1603;67;653;1655;8952;5438;8952;105;504;578;2150;1197;147;1965;248;726;1334;5029;2356;5399;2626;2994;1611
237;W.o. via Belgische grens;2002;78726;46138;22031;14107;22031;1209;634;621;4056;235;491;6133;353;2291;6008;35750;22260;35750;420;2169;2645;8380;4452;609;8821;980;2818;4457;20945;9771;21804;10174;11998;6116
238;W.o. via Lobith (Rijnvaart);1996 januari;10626;6976;2244;1732;2244;397;190;80;111;143;100;823;35;283;83;7147;4544;7147;108;487;826;1638;2670;95;313;200;313;498;1235;700;4729;1537;3043;999
239;W.o. via Lobith (Rijnvaart);1996 februari;8446;5521;1747;1323;1747;199;151;88;77;115;155;591;13;244;114;5621;3586;5621;55;322;502;1510;2171;73;283;100;296;310;1078;612;3509;1217;2243;788
240;W.o. via Lobith (Rijnvaart);1996 maart;11106;7503;2780;2272;2780;274;164;86;123;178;163;1341;30;301;121;6734;4280;6734;116;378;893;1386;2597;93;357;196;332;386;1592;951;4699;1637;3070;1101
241;W.o. via Lobith (Rijnvaart);1996 1e kwartaal;30178;20000;6771;5327;6771;870;505;254;311;436;418;2755;78;828;318;19502;12410;19502;279;1187;2221;4534;7438;261;953;496;941;1194;3905;2263;12937;4391;8356;2888
242;W.o. via Lobith (Rijnvaart);1996 april;10707;7409;2868;2359;2868;261;146;89;84;130;168;1582;26;266;115;6430;4238;6430;82;430;819;1380;2431;111;356;115;347;358;1408;812;4731;1569;3132;1079
243;W.o. via Lobith (Rijnvaart);1996 mei;10914;7419;2598;2052;2598;167;127;54;49;142;160;1570;21;225;82;6727;4444;6727;122;320;967;1480;2583;94;391;109;341;320;1589;923;4939;1615;3204;1094
244;W.o. via Lobith (Rijnvaart);1996 juni;10558;7084;2414;1972;2414;170;103;66;53;112;122;1483;30;179;95;6839;4395;6839;87;405;776;1554;2851;89;368;131;268;312;1304;718;4765;1548;3023;1036
245;W.o. via Lobith (Rijnvaart);1996 2e kwartaal;32179;21912;7880;6383;7880;598;376;209;186;384;450;4635;77;670;292;19996;13077;19996;291;1155;2562;4414;7865;294;1115;355;956;990;4301;2453;14435;4732;9359;3209
246;W.o. via Lobith (Rijnvaart);1996 juli;10911;7265;2194;1739;2194;235;89;33;49;153;88;1165;52;239;91;7320;4747;7320;77;399;991;1780;2601;94;478;178;386;338;1397;778;5042;1602;3214;1057
