ID;LeeftijdReferentiepersoon;Perioden;TotaalParen_1;GeenKinderen_2;k_1Kind_3;k_2Kinderen_4;k_3OfMeerKinderen_5;TotaalEenouderhuishoudens_6;k_1Kind_7;k_2Kinderen_8;k_3OfMeerKinderen_9
124;20 tot 25 jaar;2059;49568;43079;4794;1358;337;7475;5860;1433;182
125;20 tot 25 jaar;2060;49388;42915;4782;1354;337;7446;5841;1424;181
126;25 tot 30 jaar;2019;221395;160884;38657;17814;4040;25431;15919;7374;2138
127;25 tot 30 jaar;2020;223751;163206;38535;17966;4044;25169;15681;7379;2109
128;25 tot 30 jaar;2021;222806;162190;38466;18085;4065;24759;15364;7306;2089
129;25 tot 30 jaar;2022;221412;160509;38555;18266;4082;24296;15046;7211;2039
130;25 tot 30 jaar;2023;219976;158647;38757;18446;4126;24093;14920;7155;2018
131;25 tot 30 jaar;2024;219853;157942;39068;18671;4172;23968;14862;7113;1993
132;25 tot 30 jaar;2025;219801;157219;39460;18905;4217;23931;14867;7089;1975
133;25 tot 30 jaar;2026;221833;158466;39900;19192;4275;24111;14975;7152;1984
134;25 tot 30 jaar;2027;223651;159564;40271;19472;4344;24475;15191;7269;2015
135;25 tot 30 jaar;2028;225429;160839;40497;19686;4407;24711;15332;7342;2037
136;25 tot 30 jaar;2029;225011;160263;40511;19793;4444;24765;15351;7368;2046
137;25 tot 30 jaar;2030;223315;158688;40350;19813;4464;24714;15321;7353;2040
138;25 tot 30 jaar;2031;219891;155658;40002;19760;4471;24349;15086;7250;2013
139;25 tot 30 jaar;2032;216685;152963;39587;19666;4469;24016;14878;7152;1986
140;25 tot 30 jaar;2033;212996;149855;39149;19536;4456;23633;14653;7029;1951
141;25 tot 30 jaar;2034;209576;146977;38760;19400;4439;23252;14430;6907;1915
142;25 tot 30 jaar;2035;207620;145423;38479;19295;4423;23016;14290;6833;1893
143;25 tot 30 jaar;2036;206783;144869;38276;19224;4414;22959;14252;6818;1889
144;25 tot 30 jaar;2037;205905;144274;38076;19152;4403;22887;14196;6804;1887
145;25 tot 30 jaar;2038;205539;144195;37884;19072;4388;22827;14149;6792;1886
146;25 tot 30 jaar;2039;203460;142541;37606;18949;4364;22604;14013;6724;1867
147;25 tot 30 jaar;2040;201450;140980;37333;18804;4333;22399;13894;6658;1847
148;25 tot 30 jaar;2041;199163;139129;37079;18655;4300;22081;13705;6558;1818
149;25 tot 30 jaar;2042;197801;138098;36905;18530;4268;21915;13605;6506;1804
150;25 tot 30 jaar;2043;197032;137526;36833;18434;4239;21787;13519;6472;1796
151;25 tot 30 jaar;2044;197189;137736;36857;18377;4219;21806;13542;6470;1794
152;25 tot 30 jaar;2045;196998;137517;36954;18330;4197;21710;13486;6439;1785
153;25 tot 30 jaar;2046;198127;138433;37161;18343;4190;21785;13544;6454;1787
154;25 tot 30 jaar;2047;199350;139323;37446;18392;4189;21881;13608;6480;1793
155;25 tot 30 jaar;2048;202024;141484;37833;18505;4202;22126;13761;6552;1813
156;25 tot 30 jaar;2049;205502;144330;38301;18651;4220;22412;13938;6638;1836
157;25 tot 30 jaar;2050;209157;147294;38787;18828;4248;22724;14130;6732;1862
158;25 tot 30 jaar;2051;212851;150276;39277;19018;4280;23063;14339;6834;1890
159;25 tot 30 jaar;2052;216281;153012;39734;19217;4318;23376;14530;6929;1917
160;25 tot 30 jaar;2053;219427;155509;40146;19414;4358;23675;14712;7021;1942
161;25 tot 30 jaar;2054;222137;157639;40508;19595;4395;23931;14867;7100;1964
162;25 tot 30 jaar;2055;224330;159334;40805;19759;4432;24145;14996;7166;1983
163;25 tot 30 jaar;2056;226027;160620;41042;19900;4465;24324;15104;7222;1998
164;25 tot 30 jaar;2057;227241;161513;41214;20018;4496;24455;15182;7263;2010
165;25 tot 30 jaar;2058;228057;162104;41324;20107;4522;24541;15233;7290;2018
166;25 tot 30 jaar;2059;228490;162401;41383;20165;4541;24585;15260;7303;2022
167;25 tot 30 jaar;2060;228602;162457;41398;20193;4554;24594;15266;7305;2023
168;30 tot 35 jaar;2019;331819;138181;89184;80889;23565;45195;23014;15559;6622
169;30 tot 35 jaar;2020;336403;142012;89047;81633;23711;44805;22804;15461;6540
170;30 tot 35 jaar;2021;342264;146638;89110;82530;23986;44598;22645;15431;6522
171;30 tot 35 jaar;2022;346148;149508;89113;83324;24203;44221;22371;15356;6494
172;30 tot 35 jaar;2023;348857;150727;89371;84246;24513;44051;22207;15337;6507
173;30 tot 35 jaar;2024;351627;151367;89902;85479;24879;44196;22194;15450;6552
174;30 tot 35 jaar;2025;353783;151672;90485;86506;25120;44374;22226;15577;6571
175;30 tot 35 jaar;2026;351686;147990;91072;87297;25327;44224;22138;15545;6541
176;30 tot 35 jaar;2027;349780;144347;91764;88095;25574;43966;22041;15435;6490
177;30 tot 35 jaar;2028;348230;140901;92563;88927;25839;43990;22120;15403;6467
178;30 tot 35 jaar;2029;349241;139794;93436;89882;26129;44206;22297;15441;6468
179;30 tot 35 jaar;2030;350441;138972;94175;90851;26443;44444;22463;15497;6484
180;30 tot 35 jaar;2031;354256;140918;94718;91838;26782;45048;22758;15710;6580
181;30 tot 35 jaar;2032;357098;142501;94917;92604;27076;45722;23071;15957;6694
182;30 tot 35 jaar;2033;359503;144408;94830;93010;27255;46155;23272;16116;6767
183;30 tot 35 jaar;2034;359200;144567;94370;92964;27299;46257;23295;16166;6796
184;30 tot 35 jaar;2035;356553;143122;93680;92530;27221;46120;23216;16122;6782
185;30 tot 35 jaar;2036;351423;139754;92739;91854;27076;45450;22863;15896;6691
186;30 tot 35 jaar;2037;346699;136887;91810;91106;26896;44799;22531;15670;6598
187;30 tot 35 jaar;2038;341259;133258;90964;90347;26690;44096;22202;15412;6482
188;30 tot 35 jaar;2039;337116;130684;90284;89654;26494;43450;21900;15175;6375
189;30 tot 35 jaar;2040;334998;129771;89746;89136;26345;43065;21717;15035;6313
190;30 tot 35 jaar;2041;334206;130011;89307;88678;26210;42976;21665;15008;6303
191;30 tot 35 jaar;2042;333049;129981;88811;88191;26066;42826;21566;14967;6293
192;30 tot 35 jaar;2043;332174;130267;88369;87646;25892;42667;21467;14920;6280
193;30 tot 35 jaar;2044;329014;128496;87850;86982;25686;42223;21251;14761;6211
194;30 tot 35 jaar;2045;326604;127340;87473;86323;25468;41853;21076;14626;6151
195;30 tot 35 jaar;2046;323668;125464;87195;85738;25271;41288;20803;14423;6062
196;30 tot 35 jaar;2047;322321;124755;87130;85321;25115;40995;20657;14320;6018
197;30 tot 35 jaar;2048;321397;124056;87254;85081;25006;40765;20530;14245;5990
198;30 tot 35 jaar;2049;321639;124033;87661;85016;24929;40793;20560;14247;5986
199;30 tot 35 jaar;2050;321753;123537;88208;85107;24901;40648;20495;14192;5961
200;30 tot 35 jaar;2051;323715;124332;88980;85455;24948;40804;20594;14237;5973
201;30 tot 35 jaar;2052;326019;125120;89845;85992;25062;40986;20695;14296;5995
202;30 tot 35 jaar;2053;330172;127307;90842;86768;25255;41430;20923;14449;6058
203;30 tot 35 jaar;2054;335247;130186;91914;87663;25484;41952;21189;14630;6133
204;30 tot 35 jaar;2055;340512;133181;92951;88630;25750;42523;21476;14830;6217
205;30 tot 35 jaar;2056;345753;136180;93935;89611;26027;43132;21782;15044;6306
206;30 tot 35 jaar;2057;350561;138889;94796;90564;26312;43702;22064;15246;6392
207;30 tot 35 jaar;2058;354890;141325;95526;91451;26588;44237;22326;15437;6474
208;30 tot 35 jaar;2059;358570;143370;96128;92234;26838;44698;22550;15603;6545
209;30 tot 35 jaar;2060;361520;144976;96612;92883;27049;45092;22745;15743;6604
210;35 tot 40 jaar;2019;357690;71757;78502;148580;58851;63487;29892;23234;10361
211;35 tot 40 jaar;2020;360449;73225;78622;149324;59278;64348;30324;23474;10550
212;35 tot 40 jaar;2021;361410;74099;78176;149678;59457;64541;30390;23563;10588
213;35 tot 40 jaar;2022;365068;75662;78057;151250;60099;64909;30458;23777;10674
214;35 tot 40 jaar;2023;370782;77695;78116;153884;61087;65289;30436;24100;10753
215;35 tot 40 jaar;2024;376247;79219;78113;156627;62288;65508;30303;24331;10874
216;35 tot 40 jaar;2025;380364;79678;78043;159184;63459;65704;30177;24522;11005
217;35 tot 40 jaar;2026;386203;81401;78301;161842;64659;66263;30255;24834;11174
218;35 tot 40 jaar;2027;390280;81931;78621;164094;65634;66788;30348;25125;11315
219;35 tot 40 jaar;2028;393030;81173;79249;166157;66451;67526;30627;25448;11451
220;35 tot 40 jaar;2029;395777;80144;80001;168311;67321;68516;31052;25837;11627
221;35 tot 40 jaar;2030;398040;79166;80779;170087;68008;69383;31437;26167;11779
222;35 tot 40 jaar;2031;395979;74635;81448;171399;68497;69588;31586;26211;11791
223;35 tot 40 jaar;2032;394355;70548;82073;172712;69022;69578;31663;26157;11758
224;35 tot 40 jaar;2033;393266;66980;82666;174060;69560;69852;31867;26215;11770
225;35 tot 40 jaar;2034;395114;66222;83143;175546;70203;70377;32155;26383;11839
226;35 tot 40 jaar;2035;397115;65999;83410;176861;70845;70853;32401;26544;11908
227;35 tot 40 jaar;2036;401682;68602;83563;178059;71458;71881;32869;26924;12088
228;35 tot 40 jaar;2037;404928;70846;83485;178740;71857;72895;33317;27307;12271
229;35 tot 40 jaar;2038;407520;73433;83291;178835;71961;73550;33602;27558;12390
230;35 tot 40 jaar;2039;407320;74501;82899;178184;71736;73695;33646;27621;12428
231;35 tot 40 jaar;2040;404470;73830;82400;176996;71244;73418;33503;27524;12391
232;35 tot 40 jaar;2041;398996;71214;81748;175434;70600;72339;33000;27124;12215
233;35 tot 40 jaar;2042;394023;69034;81112;173916;69961;71297;32521;26736;12040
234;35 tot 40 jaar;2043;388319;66022;80498;172457;69342;70179;32023;26313;11843
235;35 tot 40 jaar;2044;384280;64312;80044;171140;68784;69202;31588;25944;11670
236;35 tot 40 jaar;2045;382327;64194;79640;170121;68372;68622;31329;25724;11569
237;35 tot 40 jaar;2046;381653;65114;79349;169203;67987;68484;31257;25675;11552
238;35 tot 40 jaar;2047;380448;65607;79020;168237;67584;68224;31126;25582;11516
239;35 tot 40 jaar;2048;379373;66155;78776;167286;67156;67944;30985;25482;11477
240;35 tot 40 jaar;2049;375872;64564;78528;166145;66635;67215;30660;25207;11348
241;35 tot 40 jaar;2050;373323;63591;78432;165150;66150;66639;30397;24992;11250
242;35 tot 40 jaar;2051;370137;61659;78433;164313;65732;65775;30005;24668;11102
243;35 tot 40 jaar;2052;368710;60775;78606;163863;65466;65305;29785;24494;11026
244;35 tot 40 jaar;2053;367572;59544;78906;163771;65351;64928;29606;24356;10966
245;35 tot 40 jaar;2054;367699;58792;79412;164110;65385;64925;29610;24354;10961
246;35 tot 40 jaar;2055;367818;57558;79989;164714;65557;64708;29516;24271;10921
247;35 tot 40 jaar;2056;369891;57475;80703;165786;65927;64946;29635;24357;10954
248;35 tot 40 jaar;2057;372405;57415;81435;167116;66439;65255;29783;24470;11002
249;35 tot 40 jaar;2058;376847;58690;82230;168808;67119;65950;30108;24727;11115
250;35 tot 40 jaar;2059;382213;60650;83024;170658;67881;66765;30486;25030;11249
251;35 tot 40 jaar;2060;387781;62802;83806;172523;68650;67651;30900;25359;11392
252;40 tot 45 jaar;2019;366646;55257;63439;169216;78734;79674;38591;29526;11557
253;40 tot 45 jaar;2020;363479;54985;62468;167840;78186;79459;38348;29579;11532
254;40 tot 45 jaar;2021;366043;55718;62501;169013;78811;80264;38690;29898;11676
255;40 tot 45 jaar;2022;367347;55804;62332;169940;79271;81235;39160;30248;11827
256;40 tot 45 jaar;2023;368506;55597;61889;171079;79941;81783;39364;30421;11998
257;40 tot 45 jaar;2024;368407;54927;61327;171697;80456;82047;39488;30477;12082
258;40 tot 45 jaar;2025;370254;54697;60986;173139;81432;82533;39676;30636;12221
259;40 tot 45 jaar;2026;370705;54000;60438;174139;82128;82421;39495;30651;12275
260;40 tot 45 jaar;2027;373985;54086;60063;176520;83316;82735;39386;30950;12399
261;40 tot 45 jaar;2028;379467;54781;59948;179864;84874;83333;39319;31437;12577
262;40 tot 45 jaar;2029;384822;55165;59840;183272;86545;83988;39249;31947;12792
263;40 tot 45 jaar;2030;389034;54882;59741;186307;88104;84708;39261;32432;13015
264;40 tot 45 jaar;2031;394959;56025;59923;189377;89634;85914;39560;33063;13291
265;40 tot 45 jaar;2032;399174;56338;60205;191823;90808;86972;39892;33574;13506
266;40 tot 45 jaar;2033;402051;55654;60863;193869;91665;88164;40485;34022;13657
267;40 tot 45 jaar;2034;404963;54896;61502;195970;92595;89568;41226;34510;13832
268;40 tot 45 jaar;2035;407420;54255;62138;197662;93365;90800;41921;34898;13981
269;40 tot 45 jaar;2036;405675;50488;62661;198716;93810;91118;42214;34928;13976
270;40 tot 45 jaar;2037;404369;47156;63197;199731;94285;91163;42358;34858;13947
271;40 tot 45 jaar;2038;403602;44325;63731;200786;94760;91532;42615;34938;13979
272;40 tot 45 jaar;2039;405689;44043;64218;202052;95376;92253;42996;35175;14082
273;40 tot 45 jaar;2040;407908;44281;64636;203091;95900;92906;43327;35401;14178
274;40 tot 45 jaar;2041;412582;47081;65031;204087;96383;94225;43959;35890;14376
275;40 tot 45 jaar;2042;415919;49534;65227;204564;96594;95411;44514;36341;14556
276;40 tot 45 jaar;2043;418580;52228;65294;204527;96531;96138;44846;36624;14668
277;40 tot 45 jaar;2044;418516;53503;65172;203737;96104;96261;44898;36677;14686
278;40 tot 45 jaar;2045;415786;53121;64856;202398;95411;95805;44675;36510;14620
279;40 tot 45 jaar;2046;410466;50939;64444;200587;94496;94373;44000;35970;14403
280;40 tot 45 jaar;2047;405630;49113;64022;198862;93633;93011;43356;35456;14199
281;40 tot 45 jaar;2048;400048;46529;63580;197143;92796;91593;42683;34919;13991
282;40 tot 45 jaar;2049;396102;45132;63304;195622;92044;90380;42110;34458;13812
283;40 tot 45 jaar;2050;394151;45118;63083;194469;91481;89678;41782;34189;13707
284;40 tot 45 jaar;2051;393410;45979;62956;193495;90980;89486;41694;34116;13676
285;40 tot 45 jaar;2052;392094;46375;62789;192475;90455;89089;41514;33965;13610
286;40 tot 45 jaar;2053;390871;46740;62616;191543;89972;88646;41305;33800;13541
287;40 tot 45 jaar;2054;387213;45099;62405;190343;89366;87630;40826;33415;13389
288;40 tot 45 jaar;2055;384529;43988;62256;189402;88883;86878;40463;33134;13281
289;40 tot 45 jaar;2056;381209;41954;62178;188603;88474;85756;39930;32710;13116
290;40 tot 45 jaar;2057;379668;40839;62209;188309;88311;85173;39651;32492;13030
291;40 tot 45 jaar;2058;378418;39382;62313;188386;88337;84674;39414;32306;12954
292;40 tot 45 jaar;2059;378500;38390;62497;188981;88632;84684;39406;32314;12964
293;40 tot 45 jaar;2060;378598;36987;62795;189790;89026;84457;39298;32229;12930
294;45 tot 50 jaar;2019;447214;75303;85424;198196;88291;108849;58487;38623;11739
295;45 tot 50 jaar;2020;426184;71215;80836;189529;84604;105737;56751;37528;11458
296;45 tot 50 jaar;2021;404467;66963;76301;180488;80715;101943;54574;36279;11090
297;45 tot 50 jaar;2022;386399;63168;72599;173129;77503;98213;52388;35094;10731
298;45 tot 50 jaar;2023;372484;60215;69832;167360;75077;95255;50743;34108;10404
299;45 tot 50 jaar;2024;366048;58766;68204;164952;74126;94095;49995;33817;10283
300;45 tot 50 jaar;2025;362433;57786;67131;163861;73655;93357;49464;33705;10188
301;45 tot 50 jaar;2026;364473;57997;66959;165143;74374;93903;49699;33945;10259
302;45 tot 50 jaar;2027;365467;57663;66448;166347;75009;94573;50045;34189;10339
303;45 tot 50 jaar;2028;366279;57101;65754;167639;75785;94788;50096;34263;10429
304;45 tot 50 jaar;2029;365850;56025;65060;168487;76278;94623;50000;34192;10431
305;45 tot 50 jaar;2030;367403;55446;64562;170173;77222;94884;50034;34341;10509
306;45 tot 50 jaar;2031;367686;54415;63909;171434;77928;94762;49750;34438;10574
307;45 tot 50 jaar;2032;370819;54287;63488;173951;79093;95375;49703;34941;10731
308;45 tot 50 jaar;2033;376231;54950;63493;177223;80565;96504;49843;35682;10979
309;45 tot 50 jaar;2034;381548;55462;63440;180570;82076;97771;49988;36524;11259
310;45 tot 50 jaar;2035;385760;55390;63630;183404;83336;99107;50300;37291;11516
311;45 tot 50 jaar;2036;391645;56609;64281;186241;84514;101004;51071;38153;11780
312;45 tot 50 jaar;2037;395844;57065;65196;188273;85310;102679;51945;38779;11955
313;45 tot 50 jaar;2038;398706;56625;66381;189868;85832;104345;53018;39274;12053
314;45 tot 50 jaar;2039;401626;56197;67544;191455;86430;106105;54181;39756;12168
315;45 tot 50 jaar;2040;404133;55884;68525;192726;86998;107580;55187;40120;12273
316;45 tot 50 jaar;2041;402516;52737;69280;193292;87207;107940;55594;40094;12252
317;45 tot 50 jaar;2042;401347;50006;70018;193895;87428;107974;55748;39999;12227
318;45 tot 50 jaar;2043;400723;47728;70734;194588;87673;108330;55993;40075;12262
319;45 tot 50 jaar;2044;402892;47704;71410;195665;88113;109146;56420;40358;12368
320;45 tot 50 jaar;2045;405212;48118;72057;196602;88435;109906;56802;40640;12464
321;45 tot 50 jaar;2046;409974;50847;72723;197624;88780;111436;57609;41198;12629
322;45 tot 50 jaar;2047;413448;53239;73154;198155;88900;112770;58316;41687;12767
323;45 tot 50 jaar;2048;416265;55833;73356;198220;88856;113586;58742;41990;12854
324;45 tot 50 jaar;2049;416363;57052;73277;197538;88496;113682;58805;42024;12853
325;45 tot 50 jaar;2050;413779;56727;72884;196259;87909;113096;58493;41817;12786
326;45 tot 50 jaar;2051;408578;54695;72424;194422;87037;111390;57612;41188;12590
327;45 tot 50 jaar;2052;403802;52963;71944;192675;86220;109758;56760;40590;12408
328;45 tot 50 jaar;2053;398237;50505;71399;190914;85419;108044;55844;39968;12232
329;45 tot 50 jaar;2054;394250;49062;71000;189429;84759;106627;55087;39453;12087
330;45 tot 50 jaar;2055;392236;48896;70705;188364;84271;105808;54656;39152;12000
331;45 tot 50 jaar;2056;391412;49532;70472;187517;83891;105558;54534;39058;11966
