ID;Energieverbruikers;Perioden;Energie_1;SteenkoolEnBruinkool_2;Steenkoolcokes_3;Cokesovengas_4;Hoogovengas_5;OverigeSteenkoolderivaten_6;RuweAardolie_7;Aardgascondensaat_8;OverigeAardoliegrondstoffen_9;Lpg_10;Nafta_11;Benzine_12;Kerosine_13;GasolieEnLichteStookolie_14;Autodiesel_15;Stookolie_16;Restgas_17;Smeermiddelen_18;Bitumen_19;OverigeOlieproducten_20;Aardgas_21;HernieuwbareEnergie_22;Elektriciteit_23;StoomEnOfWarmWater_24;AnderePrimaireEnergiebronnen_25;OmzettingVerliezen_26
468;26 Elektrotechnische industrie;1996;3.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;;2.0;0.0;;
469;26 Elektrotechnische industrie;1997;3.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;;2.0;0.0;;
470;26 Elektrotechnische industrie;1998;3.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;;2.0;0.0;;
471;26 Elektrotechnische industrie;1999;4.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;;2.0;0.0;;
472;26 Elektrotechnische industrie;2000;3.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;;2.0;;;
473;26 Elektrotechnische industrie;2001;4.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;;2.0;0.0;;
474;26 Elektrotechnische industrie;2002;4.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;;2.0;0.0;;
475;26 Elektrotechnische industrie;2003;3.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;;2.0;0.0;;
476;26 Elektrotechnische industrie;2004;3.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;;2.0;0.0;;
477;26 Elektrotechnische industrie;2005;3.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;;2.0;0.0;;
478;26 Elektrotechnische industrie;2006;3.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;;2.0;0.0;;
479;26 Elektrotechnische industrie;2007;3.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;;2.0;0.0;;
480;26 Elektrotechnische industrie;2008;3.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;;2.0;0.0;;
481;26 Elektrotechnische industrie;2009;3.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;;2.0;0.0;;
482;26 Elektrotechnische industrie;2010;3.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;;2.0;;;
483;26 Elektrotechnische industrie;2011;3.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;;2.0;;;
484;27 Elektrische apparatenindustrie;1990;4.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;1.0;1.0;;1.0;0.0;;
485;27 Elektrische apparatenindustrie;1991;5.0;;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;1.0;2.0;;1.0;0.0;;
486;27 Elektrische apparatenindustrie;1992;5.0;;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;1.0;2.0;;1.0;0.0;;
487;27 Elektrische apparatenindustrie;1993;4.0;;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;1.0;2.0;;1.0;0.0;;
488;27 Elektrische apparatenindustrie;1994;4.0;;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;1.0;2.0;;1.0;0.0;;
489;27 Elektrische apparatenindustrie;1995;4.0;;;;;;;;;;;0.0;;;0.0;;;0.0;;;2.0;;1.0;0.0;;
490;27 Elektrische apparatenindustrie;1996;4.0;;;;;;;;;;;0.0;;;0.0;;;0.0;;;2.0;;1.0;0.0;;
491;27 Elektrische apparatenindustrie;1997;4.0;;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;;2.0;;1.0;0.0;;
492;27 Elektrische apparatenindustrie;1998;4.0;;;;;;;;;;;0.0;;;0.0;;;0.0;;;2.0;;1.0;0.0;;
493;27 Elektrische apparatenindustrie;1999;4.0;;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;;2.0;;1.0;0.0;;
494;27 Elektrische apparatenindustrie;2000;4.0;;;;;;;;;;;;;;0.0;;;0.0;;;2.0;;1.0;;;
495;27 Elektrische apparatenindustrie;2001;4.0;;;;;;;;;;;;;;0.0;;;0.0;;;2.0;;1.0;0.0;;
496;27 Elektrische apparatenindustrie;2002;4.0;;;;;;;;;;;;;;0.0;;;0.0;;;2.0;;1.0;0.0;;
497;27 Elektrische apparatenindustrie;2003;4.0;;;;;;;;;;;;;;0.0;;;0.0;;;2.0;;1.0;0.0;;
498;27 Elektrische apparatenindustrie;2004;4.0;;;;;;;;;;;;;;0.0;;;0.0;;;2.0;;1.0;0.0;;
499;27 Elektrische apparatenindustrie;2005;4.0;;;;;;;;;;;0.0;;;0.0;;;0.0;;;2.0;;1.0;0.0;;
500;27 Elektrische apparatenindustrie;2006;3.0;;;;;;;;;;;;;;0.0;;;0.0;;;2.0;;1.0;0.0;;
501;27 Elektrische apparatenindustrie;2007;3.0;;;;;;;;;;;;;;0.0;;;0.0;;;1.0;;1.0;0.0;;
502;27 Elektrische apparatenindustrie;2008;3.0;;;;;;;;;;;;;;0.0;;;0.0;;;1.0;;1.0;0.0;;
503;27 Elektrische apparatenindustrie;2009;3.0;;;;;;;;;;;;;;0.0;;;0.0;;;2.0;;1.0;0.0;;
504;27 Elektrische apparatenindustrie;2010;3.0;;;;;;;;;;;;;;0.0;;;0.0;;;2.0;;1.0;;;
505;27 Elektrische apparatenindustrie;2011;3.0;;;;;;;;;;;;;;0.0;;;0.0;;;1.0;;1.0;;;
506;28 Machine-industrie;1990;15.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;0.0;;7.0;4.0;;2.0;;;
507;28 Machine-industrie;1991;17.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;0.0;;7.0;6.0;;2.0;;;
508;28 Machine-industrie;1992;17.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;0.0;;7.0;6.0;;2.0;;;
509;28 Machine-industrie;1993;16.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;0.0;;6.0;5.0;;2.0;;;
510;28 Machine-industrie;1994;16.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;0.0;;7.0;5.0;;2.0;;;
511;28 Machine-industrie;1995;22.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;13.0;5.0;;3.0;0.0;;
512;28 Machine-industrie;1996;23.0;;;;;;;;;0.0;;;;;1.0;;;0.0;;13.0;6.0;;3.0;0.0;;
513;28 Machine-industrie;1997;18.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;7.0;6.0;;3.0;0.0;;
514;28 Machine-industrie;1998;24.0;;;;;;;;;0.0;;;;;1.0;;;0.0;;14.0;6.0;;3.0;0.0;;
515;28 Machine-industrie;1999;23.0;;;;;;;;;;;0.0;;;1.0;;;0.0;;12.0;6.0;;3.0;0.0;;
516;28 Machine-industrie;2000;25.0;;;;;;;;;;;0.0;;;1.0;;;0.0;;15.0;6.0;;3.0;;;
517;28 Machine-industrie;2001;22.0;;;;;;;;;;;0.0;;;1.0;;;0.0;;11.0;6.0;;3.0;1.0;;
518;28 Machine-industrie;2002;20.0;;;;;;;;;;;0.0;;;2.0;;;0.0;;9.0;5.0;;3.0;1.0;;
519;28 Machine-industrie;2003;23.0;;;;;;;;;0.0;;0.0;;;2.0;;;0.0;;12.0;5.0;;3.0;1.0;;
520;28 Machine-industrie;2004;23.0;;;;;;;;;;;;;;1.0;;;0.0;;13.0;5.0;;3.0;1.0;;
521;28 Machine-industrie;2005;24.0;;;;;;;;;;;;;;2.0;;;0.0;;14.0;5.0;;3.0;0.0;;
522;28 Machine-industrie;2006;25.0;;;;;;;;;;;0.0;;;2.0;;;0.0;;16.0;5.0;;3.0;0.0;;
523;28 Machine-industrie;2007;25.0;;;;;;;;;;;0.0;;;2.0;;;0.0;;16.0;4.0;;3.0;0.0;;
524;28 Machine-industrie;2008;27.0;;;;;;;;;;;0.0;;;1.0;;;0.0;;18.0;4.0;;3.0;0.0;;
525;28 Machine-industrie;2009;28.0;;;;;;;;;;;0.0;;;1.0;;;0.0;;19.0;5.0;;3.0;0.0;;
526;28 Machine-industrie;2010;25.0;;;;;;;;;;;;;;1.0;;;0.0;;16.0;5.0;;3.0;;;
527;28 Machine-industrie;2011;27.0;;;;;;;;;;;;;;1.0;;;0.0;;18.0;4.0;;3.0;;;
528;29-30 Transportmiddelenindustrie;1990;6.0;;;;;;;;;0.0;;0.0;;1.0;0.0;;;1.0;;;2.0;;2.0;;;
529;29-30 Transportmiddelenindustrie;1991;7.0;;;;;;;;;0.0;;0.0;;0.0;0.0;;;1.0;;;3.0;;2.0;;;
530;29-30 Transportmiddelenindustrie;1992;7.0;;;;;;;;;0.0;;0.0;;0.0;0.0;;;1.0;;;3.0;;2.0;;;
531;29-30 Transportmiddelenindustrie;1993;7.0;;;;;;;;;0.0;;0.0;;0.0;0.0;;;1.0;;;3.0;;2.0;;;
532;29-30 Transportmiddelenindustrie;1994;7.0;;;;;;;;;0.0;;0.0;;0.0;0.0;;;1.0;;;3.0;;2.0;;;
533;29-30 Transportmiddelenindustrie;1995;7.0;;;;;;;;;;;0.0;;0.0;0.0;;;1.0;;;3.0;;2.0;;;
534;29-30 Transportmiddelenindustrie;1996;7.0;;;;;;;;;;;0.0;;0.0;0.0;;;0.0;;;3.0;;2.0;;;
535;29-30 Transportmiddelenindustrie;1997;7.0;;;;;;;;;;;0.0;;0.0;0.0;;;1.0;;;3.0;;2.0;;;
536;29-30 Transportmiddelenindustrie;1998;7.0;;;;;;;;;;;0.0;;0.0;0.0;;;1.0;;;3.0;;2.0;;;
537;29-30 Transportmiddelenindustrie;1999;6.0;;;;;;;;;;;0.0;;0.0;0.0;;;1.0;;;3.0;;2.0;;;
538;29-30 Transportmiddelenindustrie;2000;6.0;;;;;;;;;;;0.0;;0.0;0.0;;;1.0;;;3.0;;2.0;;;
539;29-30 Transportmiddelenindustrie;2001;7.0;;;;;;;;;;;0.0;;0.0;0.0;;;1.0;;;3.0;;2.0;;;
540;29-30 Transportmiddelenindustrie;2002;7.0;;;;;;;;;;;0.0;;0.0;0.0;;;1.0;;;3.0;;3.0;;;
541;29-30 Transportmiddelenindustrie;2003;7.0;;;;;;;;;0.0;;0.0;0.0;0.0;0.0;;;1.0;;;3.0;;2.0;;;
542;29-30 Transportmiddelenindustrie;2004;6.0;;;;;;;;;;;0.0;;0.0;0.0;;;1.0;;;3.0;;2.0;;;
543;29-30 Transportmiddelenindustrie;2005;6.0;;;;;;;;;;;0.0;;0.0;0.0;;;1.0;;;3.0;;2.0;;;
544;29-30 Transportmiddelenindustrie;2006;5.0;;;;;;;;;0.0;;0.0;;0.0;0.0;;;1.0;;;2.0;;2.0;;;
545;29-30 Transportmiddelenindustrie;2007;5.0;;;;;;;;;;;0.0;;0.0;0.0;;;0.0;;;2.0;;2.0;;;
546;29-30 Transportmiddelenindustrie;2008;6.0;;;;;;;;;;;0.0;;0.0;0.0;;;1.0;;;3.0;;2.0;;;
547;29-30 Transportmiddelenindustrie;2009;6.0;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;;;3.0;;3.0;;;
548;29-30 Transportmiddelenindustrie;2010;6.0;;;;;;;;;;;0.0;;0.0;0.0;;;0.0;;;3.0;;3.0;;;
549;29-30 Transportmiddelenindustrie;2011;5.0;;;;;;;;;;;0.0;;;0.0;;;0.0;;;2.0;;2.0;;;
550;31-33 Overige industrie en reparatie;1990;6.0;;;;;;;;;;;0.0;;;1.0;;;0.0;;;3.0;;2.0;;;
551;31-33 Overige industrie en reparatie;1991;7.0;;;;;;;;;;;0.0;;;1.0;;;0.0;;;4.0;;2.0;;;
552;31-33 Overige industrie en reparatie;1992;7.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;;4.0;;2.0;;;
553;31-33 Overige industrie en reparatie;1993;7.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;;3.0;;2.0;;;
554;31-33 Overige industrie en reparatie;1994;7.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;;3.0;;2.0;;;
555;31-33 Overige industrie en reparatie;1995;7.0;;;;;;;;;;;0.0;;;1.0;;;0.0;;;3.0;;2.0;0.0;;
556;31-33 Overige industrie en reparatie;1996;8.0;;;;;;;;;;;0.0;;;1.0;;;0.0;;;4.0;;2.0;0.0;;
557;31-33 Overige industrie en reparatie;1997;7.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;;3.0;;2.0;0.0;;
558;31-33 Overige industrie en reparatie;1998;7.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;;3.0;;2.0;0.0;;
559;31-33 Overige industrie en reparatie;1999;7.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;;3.0;;2.0;0.0;;
560;31-33 Overige industrie en reparatie;2000;8.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;;3.0;;2.0;;;
561;31-33 Overige industrie en reparatie;2001;8.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;;3.0;;3.0;;;
562;31-33 Overige industrie en reparatie;2002;8.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;;3.0;;3.0;0.0;;
563;31-33 Overige industrie en reparatie;2003;7.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;;3.0;;3.0;0.0;;
564;31-33 Overige industrie en reparatie;2004;8.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;;3.0;;3.0;;;
565;31-33 Overige industrie en reparatie;2005;8.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;;3.0;;3.0;0.0;;
566;31-33 Overige industrie en reparatie;2006;8.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;;3.0;;3.0;0.0;;
567;31-33 Overige industrie en reparatie;2007;7.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;;3.0;;3.0;0.0;;
568;31-33 Overige industrie en reparatie;2008;7.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;;3.0;;3.0;0.0;;
569;31-33 Overige industrie en reparatie;2009;6.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;;2.0;;2.0;0.0;;
570;31-33 Overige industrie en reparatie;2010;6.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;;2.0;;2.0;;;
571;31-33 Overige industrie en reparatie;2011;7.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;;3.0;;2.0;;;
572;D Energievoorziening;1990;318.0;;;;;;;;;0.0;;;;0.0;0.0;;;;;;1.0;;12.0;3.0;;303.0
573;D Energievoorziening;1991;331.0;;;;;;;;;0.0;;;;0.0;0.0;;;;;;1.0;;14.0;3.0;;312.0
574;D Energievoorziening;1992;340.0;;;;;;;;;0.0;;;;0.0;0.0;;;;;;1.0;0.0;14.0;3.0;;321.0
575;D Energievoorziening;1993;341.0;;;;;;;;;0.0;;;;0.0;0.0;0.0;;;;;2.0;;14.0;4.0;;320.0
576;D Energievoorziening;1994;350.0;;;;;;;;;0.0;;;;0.0;0.0;;;;;;1.0;0.0;15.0;4.0;;329.0
577;D Energievoorziening;1995;346.0;;;;;;;;;0.0;;;;;;;;;;;1.0;0.0;13.0;5.0;;326.0
578;D Energievoorziening;1996;343.0;;;;;;;;;0.0;;;;;;;;;;;1.0;0.0;14.0;6.0;;322.0
579;D Energievoorziening;1997;329.0;;;;;;;;;0.0;;;;;;;;;;;1.0;0.0;14.0;4.0;;310.0
580;D Energievoorziening;1998;340.0;;;;;;;;;0.0;;;;;;;;;;;1.0;0.0;15.0;5.0;;319.0
581;D Energievoorziening;1999;317.0;;;;;;;;;;;;;;;;;;;;1.0;0.0;15.0;4.0;;296.0
582;D Energievoorziening;2000;329.0;;;;;;;;;;;;;;0.0;;;;;;1.0;0.0;15.0;5.0;;307.0
583;D Energievoorziening;2001;362.0;;;;;;;;;;;;;;0.0;;;;;;1.0;0.0;16.0;5.0;;340.0
584;D Energievoorziening;2002;372.0;;;;;;;;;;;;;;0.0;;;;;;2.0;0.0;16.0;5.0;;349.0
585;D Energievoorziening;2003;376.0;;;;;;;;;;;;;;0.0;;;;;;2.0;0.0;16.0;5.0;;353.0
586;D Energievoorziening;2004;384.0;;;;;;;;;;;;;;0.0;;;;;;2.0;0.0;16.0;5.0;;360.0
587;D Energievoorziening;2005;374.0;;;;;;;;;;;;;;0.0;;;;;;2.0;0.0;17.0;5.0;;350.0
588;D Energievoorziening;2006;348.0;;;;;;;;;;;;;;0.0;;;;;;2.0;0.0;17.0;5.0;;324.0
589;D Energievoorziening;2007;360.0;;;;;;;;;;;;;;0.0;;;;;;1.0;0.0;17.0;4.0;;337.0
590;D Energievoorziening;2008;362.0;;;;;;;;;;;;;;0.0;;;;;;2.0;;17.0;4.0;;338.0
591;D Energievoorziening;2009;376.0;;;;;;;;;;;;;;0.0;;;;;;2.0;;17.0;4.0;;353.0
592;D Energievoorziening;2010;379.0;;;;;;;;;;;;;;0.0;;;;;;2.0;;17.0;4.0;;356.0
593;D Energievoorziening;2011;340.0;;;;;;;;;;;;;;0.0;;;;;;2.0;;17.0;4.0;;317.0
594;E Waterbedrijven en afvalbeheer;1990;28.0;;;;;;;;;1.0;;0.0;;0.0;0.0;;;0.0;;;2.0;1.0;4.0;2.0;1.0;18.0
595;E Waterbedrijven en afvalbeheer;1991;32.0;;;;;;;;;1.0;;0.0;;1.0;0.0;;;0.0;;;1.0;1.0;4.0;2.0;1.0;21.0
596;E Waterbedrijven en afvalbeheer;1992;33.0;;;;;;;;;1.0;;0.0;;1.0;0.0;;;0.0;;;1.0;1.0;4.0;2.0;1.0;22.0
597;E Waterbedrijven en afvalbeheer;1993;33.0;;;;;;;;;1.0;;0.0;;0.0;0.0;;;0.0;;;2.0;1.0;4.0;3.0;1.0;21.0
598;E Waterbedrijven en afvalbeheer;1994;35.0;;;;;;;;;1.0;;0.0;;0.0;1.0;;;0.0;;;2.0;1.0;4.0;3.0;1.0;23.0
599;E Waterbedrijven en afvalbeheer;1995;33.0;;;;;;;;;1.0;;0.0;;0.0;1.0;;;;;;1.0;2.0;3.0;1.0;1.0;24.0
600;E Waterbedrijven en afvalbeheer;1996;41.0;;;;;;;;;1.0;;0.0;;0.0;1.0;;;;;;1.0;2.0;4.0;1.0;1.0;31.0
601;E Waterbedrijven en afvalbeheer;1997;44.0;;;;;;;;;1.0;;0.0;;0.0;1.0;;;;;;1.0;2.0;4.0;1.0;1.0;34.0
602;E Waterbedrijven en afvalbeheer;1998;47.0;;;;;;;;;1.0;;0.0;;0.0;1.0;;;;;;1.0;2.0;4.0;1.0;1.0;36.0
603;E Waterbedrijven en afvalbeheer;1999;49.0;;;;;;;;;1.0;;0.0;;0.0;1.0;;;;;;1.0;2.0;4.0;1.0;1.0;38.0
604;E Waterbedrijven en afvalbeheer;2000;49.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;;;;1.0;2.0;4.0;1.0;1.0;39.0
605;E Waterbedrijven en afvalbeheer;2001;50.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;;;;1.0;2.0;4.0;1.0;2.0;39.0
606;E Waterbedrijven en afvalbeheer;2002;52.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;;;;1.0;2.0;4.0;1.0;2.0;41.0
607;E Waterbedrijven en afvalbeheer;2003;52.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;;;;1.0;2.0;4.0;1.0;2.0;41.0
608;E Waterbedrijven en afvalbeheer;2004;57.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;;;;1.0;2.0;5.0;1.0;4.0;43.0
609;E Waterbedrijven en afvalbeheer;2005;59.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;;;;1.0;2.0;4.0;1.0;6.0;43.0
610;E Waterbedrijven en afvalbeheer;2006;58.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;;;;1.0;2.0;4.0;1.0;8.0;41.0
611;E Waterbedrijven en afvalbeheer;2007;62.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;;;;1.0;1.0;4.0;1.0;9.0;44.0
612;E Waterbedrijven en afvalbeheer;2008;72.0;;;;;;;;;0.0;;0.0;;1.0;1.0;;;;;;1.0;1.0;4.0;1.0;11.0;51.0
613;E Waterbedrijven en afvalbeheer;2009;74.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;;;;2.0;1.0;4.0;1.0;13.0;52.0
614;E Waterbedrijven en afvalbeheer;2010;72.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;;;;1.0;1.0;4.0;1.0;12.0;52.0
615;E Waterbedrijven en afvalbeheer;2011;72.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;;;;1.0;1.0;5.0;1.0;12.0;52.0
616;F Bouwnijverheid;1990;51.0;;6.0;;;;;;;0.0;;1.0;3.0;12.0;3.0;;;;20.0;2.0;2.0;;2.0;;;0.0
617;F Bouwnijverheid;1991;46.0;;4.0;;;;;;;0.0;;0.0;3.0;12.0;3.0;;;;17.0;2.0;3.0;;2.0;;;
618;F Bouwnijverheid;1992;48.0;;4.0;;;;;;;0.0;;0.0;3.0;13.0;3.0;;;;17.0;2.0;3.0;;2.0;;;
619;F Bouwnijverheid;1993;52.0;;5.0;;;;;;;0.0;;0.0;2.0;14.0;3.0;;;;17.0;4.0;3.0;;2.0;;;0.0
620;F Bouwnijverheid;1994;47.0;;4.0;;;;;;;0.0;;0.0;2.0;14.0;3.0;;;;18.0;;3.0;;2.0;;;0.0
621;F Bouwnijverheid;1995;51.0;0.0;0.0;;;6.0;;;;0.0;;0.0;2.0;16.0;3.0;;;;17.0;;4.0;;2.0;;;0.0
622;F Bouwnijverheid;1996;53.0;0.0;0.0;;;7.0;;;;0.0;;0.0;3.0;18.0;4.0;;;;15.0;;4.0;;2.0;;;0.0
623;F Bouwnijverheid;1997;52.0;0.0;0.0;;;6.0;;;;0.0;;0.0;4.0;19.0;3.0;;;;14.0;;3.0;;2.0;;;0.0
624;F Bouwnijverheid;1998;53.0;0.0;0.0;;;6.0;;;;0.0;;0.0;4.0;19.0;4.0;;;;12.0;;4.0;;3.0;;;0.0
625;F Bouwnijverheid;1999;49.0;0.0;0.0;;;2.0;;;;0.0;;0.0;3.0;18.0;5.0;;;;15.0;;3.0;;3.0;;;0.0
626;F Bouwnijverheid;2000;47.0;0.0;0.0;;;2.0;;;;0.0;;1.0;1.0;18.0;7.0;;;;12.0;;3.0;;3.0;;;0.0
627;F Bouwnijverheid;2001;54.0;0.0;;;;3.0;;;;;;1.0;2.0;18.0;7.0;;;;16.0;;3.0;;3.0;;;0.0
628;F Bouwnijverheid;2002;52.0;0.0;;;;4.0;;;;0.0;;1.0;2.0;17.0;7.0;;;;15.0;;3.0;;3.0;;;0.0
629;F Bouwnijverheid;2003;49.0;0.0;;;;4.0;;;;0.0;;1.0;2.0;16.0;7.0;;;;12.0;;3.0;;3.0;;;0.0
630;F Bouwnijverheid;2004;51.0;0.0;;;;3.0;;;;;;1.0;2.0;16.0;7.0;;;;16.0;;3.0;;3.0;;;0.0
631;F Bouwnijverheid;2005;53.0;;0.0;;;3.0;;;;;;1.0;2.0;17.0;8.0;;;;16.0;;3.0;;3.0;;;1.0
632;F Bouwnijverheid;2006;50.0;0.0;0.0;;;1.0;;;;0.0;;1.0;1.0;16.0;8.0;;;;16.0;;3.0;;3.0;;;1.0
633;F Bouwnijverheid;2007;52.0;;;;;4.0;;;;0.0;;1.0;0.0;17.0;8.0;;;;14.0;;3.0;;3.0;;;0.0
634;F Bouwnijverheid;2008;54.0;0.0;0.0;;;5.0;;;;0.0;;1.0;0.0;19.0;8.0;;;;14.0;;3.0;;3.0;;;0.0
635;F Bouwnijverheid;2009;46.0;0.0;;;;1.0;;;;;;1.0;1.0;17.0;8.0;;;;11.0;;4.0;;3.0;;;0.0
636;F Bouwnijverheid;2010;43.0;;;;;4.0;;;;0.0;;1.0;0.0;15.0;7.0;;;;9.0;;4.0;;3.0;;;0.0
637;F Bouwnijverheid;2011;43.0;;;;;4.0;;;;0.0;;1.0;0.0;15.0;8.0;;;;9.0;;3.0;;3.0;;;0.0
638;G-I Handel, vervoer en horeca;1990;336.0;;;;;;;;;2.0;;5.0;76.0;41.0;104.0;29.0;;1.0;;;44.0;;35.0;0.0;;
639;G-I Handel, vervoer en horeca;1991;358.0;;;;;;;;;2.0;;5.0;81.0;42.0;109.0;28.0;;2.0;;;56.0;;34.0;0.0;;
640;G-I Handel, vervoer en horeca;1992;383.0;;;;;;;;;2.0;;5.0;92.0;45.0;117.0;30.0;;2.0;;;53.0;;37.0;1.0;;
641;G-I Handel, vervoer en horeca;1993;410.0;;;;;;;;;2.0;;5.0;102.0;47.0;119.0;32.0;;2.0;;;60.0;;39.0;3.0;;
642;G-I Handel, vervoer en horeca;1994;414.0;;;;;;;;;1.0;;5.0;107.0;50.0;120.0;34.0;;2.0;;;53.0;;40.0;3.0;;
643;G-I Handel, vervoer en horeca;1995;439.0;;;;;;;;;2.0;;5.0;116.0;47.0;128.0;34.0;;3.0;;;62.0;;40.0;4.0;;
644;G-I Handel, vervoer en horeca;1996;477.0;;;;;;;;;2.0;;5.0;130.0;47.0;135.0;35.0;;2.0;;;73.0;;43.0;6.0;;
645;G-I Handel, vervoer en horeca;1997;486.0;;;;;;;;;1.0;;4.0;140.0;51.0;138.0;37.0;;3.0;;;60.0;;46.0;6.0;;
646;G-I Handel, vervoer en horeca;1998;497.0;;;;;;;;;2.0;;4.0;148.0;49.0;134.0;42.0;;3.0;;;61.0;;49.0;7.0;;
647;G-I Handel, vervoer en horeca;1999;504.0;;;;;;;;;2.0;;4.0;154.0;47.0;139.0;52.0;;3.0;;;47.0;;49.0;7.0;;
648;G-I Handel, vervoer en horeca;2000;516.0;;;;;;;;;1.0;;6.0;158.0;46.0;136.0;54.0;;3.0;;;51.0;;51.0;8.0;;
649;G-I Handel, vervoer en horeca;2001;523.0;;;;;;;;;1.0;;6.0;158.0;48.0;135.0;51.0;;3.0;;;62.0;;52.0;7.0;;
650;G-I Handel, vervoer en horeca;2002;516.0;;;;;;;;;1.0;;6.0;158.0;46.0;135.0;47.0;;3.0;;;66.0;;51.0;4.0;;
651;G-I Handel, vervoer en horeca;2003;523.0;;;;;;;;;1.0;;5.0;156.0;48.0;136.0;49.0;;3.0;;;70.0;;52.0;2.0;;
652;G-I Handel, vervoer en horeca;2004;536.0;;;;;;;;;1.0;;5.0;159.0;45.0;142.0;50.0;;3.0;;;66.0;;56.0;8.0;;
653;G-I Handel, vervoer en horeca;2005;538.0;;;;;;;;;1.0;;5.0;164.0;47.0;148.0;52.0;;4.0;;;58.0;;54.0;6.0;;
654;G-I Handel, vervoer en horeca;2006;556.0;;;;;;;;;0.0;;5.0;173.0;45.0;154.0;40.0;;4.0;;;69.0;;58.0;7.0;;
655;G-I Handel, vervoer en horeca;2007;560.0;;;;;;;;;0.0;;5.0;174.0;46.0;156.0;48.0;;3.0;;;63.0;;58.0;7.0;;
656;G-I Handel, vervoer en horeca;2008;570.0;;;;;;;;;0.0;;6.0;173.0;47.0;153.0;51.0;;3.0;;;71.0;;58.0;8.0;;
657;G-I Handel, vervoer en horeca;2009;533.0;;;;;;;;;0.0;;6.0;161.0;40.0;142.0;48.0;;3.0;;;74.0;;55.0;5.0;;
658;G-I Handel, vervoer en horeca;2010;552.0;;;;;;;;;0.0;;6.0;165.0;40.0;142.0;45.0;;3.0;;;87.0;;57.0;6.0;;
659;G-I Handel, vervoer en horeca;2011;552.0;;;;;;;;;0.0;;7.0;175.0;45.0;144.0;44.0;;3.0;;;67.0;;61.0;6.0;;
660;G Handel;1990;65.0;;;;;;;;;2.0;;4.0;;0.0;14.0;;;0.0;;;25.0;;21.0;0.0;;
