ID;Landen;Perioden;Inflatie_1;Langetermijnrente_2;SaldoOverheidsfinancien_3;Staatsschuld_4;Werkloosheid_5;OpenheidVanDeEconomie_6;GoederenhandelMetNietEULanden_7;Import_8;Export_9;Import_10;Export_11
312;Polen;2003;0.7;5.78;-6.2;47.1;19.64;69.3;14.1;;;;
313;Polen;2004;3.6;6.9;-5.4;45.7;18.97;77.3;14.5;;;;
314;Polen;2005;2.2;5.22;-4.1;47.1;17.75;74.9;14.5;;;;
315;Polen;2006;1.3;5.23;-3.6;47.7;13.84;82.5;16.9;834.0;834.0;18.0;17.0
316;Polen;2007;2.6;5.48;-1.9;45.0;9.6;84.4;17.3;834.0;834.0;18.0;17.0
317;Polen;2008;4.2;6.07;-3.7;47.1;7.12;83.8;18.1;834.0;834.0;18.0;17.0
318;Polen;2009;4.0;6.12;-7.4;50.9;8.17;78.8;15.9;884.0;884.0;18.0;17.0
319;Polen;2010;2.7;5.78;-7.8;54.8;9.62;85.7;18.2;884.0;884.0;18.0;17.0
320;Polen;2011;3.9;5.96;-5.1;56.3;9.65;90.8;20.4;884.0;884.0;18.0;17.0
321;Polen;2012;;;;;;;;1000.0;1050.0;16.0;17.0
322;Spanje;1990;;14.68;;;12.11;35.5;9.9;;;;
323;Spanje;1991;;12.36;;;12.23;35.4;10.2;;;;
324;Spanje;1992;;11.7;;;13.54;35.9;9.0;;;;
325;Spanje;1993;4.9;10.21;;;17.19;36.9;10.3;;;;
326;Spanje;1994;4.6;10.0;;;19.11;41.6;10.7;;;;
327;Spanje;1995;4.6;11.27;-6.5;63.3;18.71;44.8;11.1;;;;
328;Spanje;1996;3.6;8.74;-4.8;67.4;17.54;46.7;11.3;;;;
329;Spanje;1997;1.9;6.4;-3.4;66.1;16.31;51.7;12.4;;;;
330;Spanje;1998;1.8;4.83;-3.2;64.1;14.65;53.6;12.0;;;;
331;Spanje;1999;2.2;4.73;-1.4;62.3;12.22;55.2;11.0;;;;
332;Spanje;2000;3.5;5.53;-0.9;59.4;10.79;61.2;14.0;;;;
333;Spanje;2001;2.8;5.12;-0.5;55.6;10.14;59.6;12.8;;;;
334;Spanje;2002;3.6;4.96;-0.2;52.6;11.04;56.8;12.0;;;;
335;Spanje;2003;3.1;4.13;-0.3;48.8;11.04;55.0;11.6;;;;
336;Spanje;2004;3.1;4.1;-0.1;46.3;10.55;55.9;12.4;;;;
337;Spanje;2005;3.4;3.39;1.3;43.2;9.16;56.6;13.9;;;;
338;Spanje;2006;3.6;3.78;2.4;39.7;8.51;58.9;15.2;1000.0;1000.0;10.0;9.0
339;Spanje;2007;2.8;4.31;1.9;36.3;8.26;60.5;15.1;1000.0;1000.0;10.0;9.0
340;Spanje;2008;4.1;4.36;-4.5;40.2;11.34;58.8;16.1;1000.0;1000.0;10.0;9.0
341;Spanje;2009;-0.2;3.97;-11.2;53.9;18.01;49.6;12.2;1121.0;1121.0;10.0;9.0
342;Spanje;2010;2.0;4.25;-9.3;61.2;20.06;56.1;15.3;1221.0;1221.0;10.0;9.0
343;Spanje;2011;3.1;5.44;-8.5;68.5;21.64;60.8;17.3;1221.0;1221.0;10.0;9.0
344;Spanje;2012;;;;;;;;1221.0;1221.0;10.0;9.0
345;Tsjechië;1990;;;;;;82.9;;;;;
346;Tsjechië;1991;;;;;;93.1;;;;;
347;Tsjechië;1992;;;;;;102.5;;;;;
348;Tsjechië;1993;;;;;4.38;102.9;;;;;
349;Tsjechië;1994;;;;;4.35;97.9;;;;;
350;Tsjechië;1995;;;-13.4;14.6;4.07;105.8;;;;;
351;Tsjechië;1996;9.1;;-3.3;12.5;3.94;103.7;;;;;
352;Tsjechië;1997;8.0;;-3.8;13.1;4.84;109.4;;;;;
353;Tsjechië;1998;9.7;;-5.0;15.0;6.52;109.5;;;;;
354;Tsjechië;1999;1.8;;-3.7;16.4;8.8;112.1;16.6;;;;
355;Tsjechië;2000;3.9;;-3.6;17.8;8.85;124.0;20.4;;;;
356;Tsjechië;2001;4.5;6.31;-5.6;23.9;8.2;126.7;21.3;;;;
357;Tsjechië;2002;1.4;4.88;-6.5;27.1;7.33;116.4;21.1;;;;
358;Tsjechië;2003;-0.1;4.12;-6.7;28.6;7.83;119.4;22.0;;;;
359;Tsjechië;2004;2.6;4.82;-2.8;28.9;8.34;125.1;19.8;;;;
360;Tsjechië;2005;1.6;3.54;-3.2;28.4;7.95;126.1;19.6;;;;
361;Tsjechië;2006;2.1;3.8;-2.4;28.3;7.17;130.9;21.4;860.0;775.0;18.0;16.0
362;Tsjechië;2007;3.0;4.3;-0.7;27.9;5.33;133.8;23.0;860.0;775.0;18.0;16.0
363;Tsjechië;2008;6.3;4.63;-2.2;28.7;4.41;126.5;24.2;860.0;775.0;18.0;16.0
364;Tsjechië;2009;0.6;4.84;-5.8;34.4;6.7;115.4;20.4;1087.0;985.0;20.0;17.0
365;Tsjechië;2010;1.2;3.88;-4.8;38.1;7.3;132.5;26.8;1165.0;1060.0;20.0;17.0
366;Tsjechië;2011;2.1;3.71;-3.1;41.2;6.74;145.6;30.7;1165.0;1060.0;20.0;17.0
367;Tsjechië;2012;;;;;;;;1165.0;1060.0;20.0;17.0
368;Verenigd Koninkrijk;1990;7.0;11.8;-1.6;;7.1;50.0;17.6;;;;
369;Verenigd Koninkrijk;1991;7.5;10.11;-3.1;;8.82;47.0;16.1;;;;
370;Verenigd Koninkrijk;1992;4.2;9.06;-6.4;;9.95;47.8;16.2;;;;
371;Verenigd Koninkrijk;1993;2.5;7.48;-7.9;;10.38;51.4;18.1;;;;
372;Verenigd Koninkrijk;1994;2.0;8.12;-6.8;;9.49;53.3;17.6;;;;
373;Verenigd Koninkrijk;1995;2.7;8.2;-5.9;51.2;8.62;56.6;18.3;;;;
374;Verenigd Koninkrijk;1996;2.5;7.81;-4.3;51.3;8.1;58.5;18.9;;;;
375;Verenigd Koninkrijk;1997;1.8;7.05;-2.2;49.8;6.97;56.7;19.6;;;;
376;Verenigd Koninkrijk;1998;1.6;5.55;-0.1;46.7;6.26;53.8;18.2;;;;
377;Verenigd Koninkrijk;1999;1.3;5.09;0.9;43.7;5.98;53.7;16.9;;;;
378;Verenigd Koninkrijk;2000;0.8;5.33;3.6;41.0;5.46;57.1;19.2;;;;
379;Verenigd Koninkrijk;2001;1.2;4.93;0.5;37.7;5.1;56.5;18.3;;;;
380;Verenigd Koninkrijk;2002;1.3;4.9;-2.1;37.5;5.19;54.8;16.3;;;;
381;Verenigd Koninkrijk;2003;1.4;4.53;-3.4;39.0;5.02;53.3;16.0;;;;
382;Verenigd Koninkrijk;2004;1.3;4.88;-3.5;40.9;4.77;53.2;15.9;;;;
383;Verenigd Koninkrijk;2005;2.1;4.41;-3.4;42.5;4.85;56.2;17.0;;;;
384;Verenigd Koninkrijk;2006;2.3;4.5;-2.7;43.4;5.45;60.1;17.2;1267.0;940.0;8.0;9.0
385;Verenigd Koninkrijk;2007;2.3;5.01;-2.7;44.4;5.35;56.2;16.5;1267.0;940.0;8.0;9.0
386;Verenigd Koninkrijk;2008;3.6;4.59;-5.0;54.8;5.71;61.7;18.6;1267.0;940.0;8.0;9.0
387;Verenigd Koninkrijk;2009;2.2;3.65;-11.5;69.6;7.64;58.6;17.7;1350.0;1030.0;8.0;9.0
388;Verenigd Koninkrijk;2010;3.3;3.61;-10.2;79.6;7.86;62.8;20.3;1160.0;1030.0;8.0;9.0
389;Verenigd Koninkrijk;2011;4.5;3.12;-8.3;85.7;8.07;66.5;22.0;1045.0;950.0;6.0;7.0
390;Verenigd Koninkrijk;2012;;;;;;;;1045.0;950.0;6.0;7.0
391;Verenigde Staten;1990;5.4;8.55;-4.3;63.1;5.61;20.5;15.8;;;;
392;Verenigde Staten;1991;4.2;7.86;-5.0;67.9;6.84;20.5;15.7;;;;
393;Verenigde Staten;1992;3.0;7.01;-5.9;70.3;7.5;20.7;15.9;;;;
394;Verenigde Staten;1993;3.0;5.87;-5.1;71.9;6.91;20.8;16.2;;;;
395;Verenigde Staten;1994;2.6;7.08;-3.7;71.1;6.09;21.8;17.1;;;;
396;Verenigde Staten;1995;2.8;6.58;-3.3;70.7;5.6;23.3;18.4;;;;
397;Verenigde Staten;1996;3.0;6.44;-2.3;69.9;5.4;23.5;18.5;;;;
398;Verenigde Staten;1997;2.3;6.35;-0.9;67.4;4.94;24.3;19.2;;;;
399;Verenigde Staten;1998;1.6;5.26;0.3;64.2;4.51;23.7;18.6;;;;
400;Verenigde Staten;1999;2.2;5.64;0.7;60.5;4.22;24.1;18.7;;;;
401;Verenigde Staten;2000;3.4;6.03;1.5;54.5;3.99;25.9;20.3;;;;
402;Verenigde Staten;2001;2.8;5.02;-0.6;54.4;4.75;23.7;18.7;;;;
403;Verenigde Staten;2002;1.6;4.61;-4.0;56.8;5.78;23.0;17.9;;;;
404;Verenigde Staten;2003;2.3;4.02;-5.0;60.2;5.99;23.3;18.3;;;;
405;Verenigde Staten;2004;2.7;4.27;-4.4;68.0;5.52;25.2;19.8;;;;
406;Verenigde Staten;2005;3.4;4.29;-3.3;67.6;5.08;26.5;21.0;;;;
407;Verenigde Staten;2006;3.2;4.79;-2.2;66.4;4.62;27.9;22.2;1160.0;960.0;5.0;6.0
408;Verenigde Staten;2007;2.9;4.63;-2.9;67.0;4.62;28.9;22.8;1160.0;960.0;5.0;6.0
409;Verenigde Staten;2008;3.8;3.67;-6.6;75.9;5.8;31.0;24.4;1160.0;960.0;5.0;6.0
410;Verenigde Staten;2009;-0.4;3.26;-11.6;89.7;9.28;25.7;19.2;1245.0;990.0;5.0;6.0
411;Verenigde Staten;2010;1.6;3.21;-10.7;98.3;9.63;29.0;22.5;1315.0;1050.0;5.0;6.0
412;Verenigde Staten;2011;3.2;2.79;-9.7;102.7;8.95;31.6;24.9;1315.0;1050.0;5.0;6.0
413;Verenigde Staten;2012;;;;;;;;1315.0;1050.0;5.0;6.0
414;Zuid-Korea;1990;;15.03;3.1;;2.45;56.0;56.3;;;;
415;Zuid-Korea;1991;;16.46;1.7;;2.41;54.2;52.9;;;;
416;Zuid-Korea;1992;;15.08;1.4;;2.51;53.8;44.2;;;;
417;Zuid-Korea;1993;;12.07;1.7;;2.88;51.0;44.1;;;;
418;Zuid-Korea;1994;;12.29;2.3;;2.48;52.8;48.4;;;;
419;Zuid-Korea;1995;;12.4;3.5;;2.06;57.4;50.4;;;;
420;Zuid-Korea;1996;;10.89;3.2;;2.04;58.1;49.6;;;;
421;Zuid-Korea;1997;4.4;11.7;3.0;;2.61;63.8;52.8;;;;
422;Zuid-Korea;1998;7.5;12.8;1.3;;6.95;76.4;63.1;;;;
423;Zuid-Korea;1999;0.8;8.72;2.4;;6.57;68.0;57.2;;;;
424;Zuid-Korea;2000;2.3;8.55;5.4;;4.42;74.3;62.4;;;;
425;Zuid-Korea;2001;4.1;6.86;4.3;;4.0;69.2;57.8;;;;
426;Zuid-Korea;2002;2.8;6.59;5.1;19.2;3.28;64.8;54.4;;;;
427;Zuid-Korea;2003;3.5;5.05;0.5;19.7;3.56;68.5;58.0;;;;
428;Zuid-Korea;2004;3.6;4.73;2.7;23.3;3.67;77.6;66.2;;;;
429;Zuid-Korea;2005;2.8;4.95;3.4;25.5;3.73;75.8;64.7;;;;
430;Zuid-Korea;2006;2.2;5.15;3.9;28.5;3.45;78.0;66.8;1040.0;780.0;12.0;12.0
431;Zuid-Korea;2007;2.5;5.35;4.7;28.7;3.23;82.3;69.6;1040.0;780.0;12.0;12.0
432;Zuid-Korea;2008;4.7;5.57;3.0;30.4;3.16;107.2;91.7;745.0;745.0;10.0;11.0
433;Zuid-Korea;2009;2.8;5.17;-1.1;33.5;3.64;95.8;83.1;747.0;767.0;8.0;8.0
434;Zuid-Korea;2010;2.9;4.77;1.3;34.6;3.72;102.0;87.3;742.0;742.0;8.0;8.0
435;Zuid-Korea;2011;4.0;4.2;1.8;34.7;3.41;120.0;106.3;790.0;790.0;7.0;8.0
436;Zuid-Korea;2012;;;;;;;;695.0;680.0;7.0;7.0
437;Zweden;1990;10.2;13.19;;;2.11;60.2;17.2;;;;
438;Zweden;1991;8.7;10.72;;;3.75;54.7;15.7;;;;
439;Zweden;1992;1.3;10.02;;;6.63;54.4;14.9;;;;
440;Zweden;1993;4.8;8.57;;;10.74;61.8;17.8;;;;
441;Zweden;1994;2.9;9.71;-9.2;;11.15;67.7;20.4;;;;
442;Zweden;1995;2.7;10.27;-7.4;72.8;10.48;72.6;17.0;;;;
443;Zweden;1996;1.0;8.06;-3.2;73.3;11.4;70.5;16.4;;;;
444;Zweden;1997;1.8;6.65;-1.5;71.2;11.67;76.7;22.9;;;;
445;Zweden;1998;1.0;4.99;0.7;69.9;9.71;79.4;22.3;;;;
446;Zweden;1999;0.5;4.98;0.9;64.3;8.2;79.7;19.9;;;;
447;Zweden;2000;1.3;5.37;3.6;53.9;6.75;86.7;23.3;;;;
448;Zweden;2001;2.7;5.11;1.5;54.7;5.83;85.9;22.0;;;;
449;Zweden;2002;1.9;5.3;-1.3;52.5;5.95;82.0;21.1;;;;
450;Zweden;2003;2.3;4.64;-1.0;51.7;6.57;80.2;20.8;;;;
451;Zweden;2004;1.0;4.43;0.6;50.3;7.37;83.7;21.6;;;;
452;Zweden;2005;0.8;3.38;2.2;50.4;7.65;89.0;23.4;;;;
453;Zweden;2006;1.5;3.7;2.3;45.0;7.05;94.1;24.4;619.0;561.0;6.0;8.0
454;Zweden;2007;1.7;4.17;3.6;40.2;6.13;96.3;23.7;619.0;561.0;6.0;8.0
455;Zweden;2008;3.3;3.89;2.2;38.8;6.18;100.3;25.5;619.0;561.0;6.0;8.0
456;Zweden;2009;1.9;3.25;-0.7;42.6;8.31;89.4;22.8;735.0;697.0;6.0;8.0
457;Zweden;2010;1.9;2.89;0.3;39.4;8.37;93.2;25.3;735.0;697.0;6.0;8.0
458;Zweden;2011;1.4;2.61;0.3;38.4;7.51;93.8;25.7;735.0;697.0;6.0;8.0
459;Zweden;2012;;;;;;;;735.0;697.0;6.0;8.0
460;EU-15;1990;5.3;;;;7.13;;;;;;
461;EU-15;1991;5.2;;;;7.43;52.1;;;;;
462;EU-15;1992;4.0;;;;8.17;51.3;;;;;
463;EU-15;1993;3.4;;;;9.63;51.2;;;;;
464;EU-15;1994;2.8;;;;10.49;53.9;;;;;
465;EU-15;1995;2.8;;-5.1;;10.31;56.9;;;;;
466;EU-15;1996;2.4;;-4.2;;10.41;57.4;;;;;
467;EU-15;1997;1.7;;-2.6;;10.39;60.9;;;;;
468;EU-15;1998;1.3;;-1.8;;9.89;61.9;;;;;
469;EU-15;1999;1.2;;-0.8;;9.19;63.0;16.6;;;;
470;EU-15;2000;1.9;;0.8;;8.32;70.3;20.0;;;;
471;EU-15;2001;2.2;;-1.3;;7.84;69.9;19.5;;;;
472;EU-15;2002;2.1;;-2.4;;8.21;67.6;18.3;;;;
473;EU-15;2003;2.0;;-3.0;;8.69;66.1;17.7;;;;
474;EU-15;2004;2.0;;-2.8;;8.95;68.3;18.5;;;;
475;EU-15;2005;2.2;;-2.4;;8.94;71.6;20.1;;;;
476;EU-15;2006;2.2;;-1.3;;8.24;76.3;21.3;;;;
477;EU-15;2007;2.3;;-0.8;;7.41;77.1;21.4;;;;
478;EU-15;2008;3.7;;;;7.44;79.9;22.9;;;;
479;EU-15;2009;1.0;;;;9.38;70.3;19.5;;;;
480;EU-15;2010;;;;;9.9;77.8;23.1;;;;
481;EU-15;2011;;;;;9.98;82.9;25.2;;;;
482;EU-15;2012;;;;;;;;;;;
483;EU-25;1990;;;;;;;;;;;
484;EU-25;1991;;;;;;;;;;;
485;EU-25;1992;4.0;;;;;;;;;;
486;EU-25;1993;3.4;;;;;;;;;;
487;EU-25;1994;2.8;;;;;;;;;;
488;EU-25;1995;3.0;;-5.2;;;;;;;;
489;EU-25;1996;3.1;;-4.2;;;;;;;;
490;EU-25;1997;2.6;;-2.6;;;;;;;;
491;EU-25;1998;2.1;;-1.9;;;;;;;;
492;EU-25;1999;1.6;;-1.0;;;;;;;;
493;EU-25;2000;2.4;;0.6;;;;;;;;
494;EU-25;2001;2.5;;-1.5;;;;;;;;
495;EU-25;2002;2.1;;-2.6;;;;;;;;
496;EU-25;2003;1.9;;-3.2;;;;;;;;
497;EU-25;2004;2.1;;-2.9;;;;;;;;
498;EU-25;2005;2.2;;-2.5;;;;;;;;
499;EU-25;2006;2.2;;-1.5;;;;;;;;
500;EU-25;2007;2.3;;-0.9;;;;;;;;
501;EU-25;2008;3.5;;-2.4;;;;;;;;
502;EU-25;2009;;;-6.9;;;;;;;;
503;EU-25;2010;;;-6.6;;;;;;;;
504;EU-25;2011;;;-4.5;;;;;;;;
505;EU-25;2012;;;;;;;;;;;
506;EU-27;1990;;;;;;;;;;;
507;EU-27;1991;;;;;;;;;;;
508;EU-27;1992;;;;;;;;;;;
509;EU-27;1993;;;;;;51.8;;;;;
510;EU-27;1994;;;;;;54.4;;;;;
511;EU-27;1995;;;;;;57.6;;;;;
512;EU-27;1996;;;;;;58.3;;;;;
513;EU-27;1997;1.7;;-2.6;;;61.9;;;;;
514;EU-27;1998;1.3;;-1.9;;;62.9;;;;;
515;EU-27;1999;1.2;;-1.0;65.7;;64.0;16.6;;;;
516;EU-27;2000;1.9;;0.6;61.9;;71.5;20.0;;;;
517;EU-27;2001;2.2;;-1.5;61.0;;71.1;19.5;;;;
518;EU-27;2002;2.1;;-2.6;60.4;;68.9;18.4;;;;
519;EU-27;2003;2.0;;-3.2;61.9;;67.8;17.8;;;;
520;EU-27;2004;2.0;;-2.9;62.3;;70.3;18.7;;;;
521;EU-27;2005;2.2;;-2.5;62.9;;73.6;20.2;;;;
522;EU-27;2006;2.2;;-1.5;61.6;;78.6;21.5;;;;
523;EU-27;2007;2.3;;-0.9;59.0;;79.6;21.6;;;;
524;EU-27;2008;3.7;;-2.4;62.5;;82.3;23.1;;;;
525;EU-27;2009;1.0;;-6.9;74.8;;72.5;19.6;;;;
526;EU-27;2010;2.1;;-6.5;80.0;;80.4;23.3;;;;
527;EU-27;2011;3.1;;-4.5;82.5;;85.9;25.5;;;;
528;EU-27;2012;;;;;;;;;;;
529;OESO;1990;;;-2.4;57.9;5.7;;;;;;
530;OESO;1991;;;-3.7;60.1;6.22;;;;;;
531;OESO;1992;;;-4.6;64.0;6.77;;;;;;
532;OESO;1993;;;-5.1;68.8;7.43;;;;;;
533;OESO;1994;;;-4.3;69.9;7.39;;;;;;
534;OESO;1995;;;-4.8;72.4;7.24;;;;;;
535;OESO;1996;;;-3.3;73.9;7.02;;;;;;
536;OESO;1997;4.8;;-1.9;73.5;6.71;;;;;;
537;OESO;1998;4.2;;-2.2;74.2;6.6;;;;;;
538;OESO;1999;3.6;;-1.0;72.5;6.47;;;;;;
539;OESO;2000;4.0;;0.1;70.2;6.04;;;;;;
540;OESO;2001;3.7;;-1.4;69.9;6.26;;;;;;
541;OESO;2002;2.8;;-3.3;71.9;6.8;;;;;;
542;OESO;2003;2.4;;-3.9;73.7;6.99;;;;;;
543;OESO;2004;2.3;;-3.2;77.8;6.87;;;;;;
544;OESO;2005;2.6;;-2.4;78.1;6.64;;;;;;
545;OESO;2006;2.6;;-1.2;76.0;6.11;;;;;;
546;OESO;2007;2.5;;-1.3;74.5;5.66;;;;;;
547;OESO;2008;3.7;;-3.4;81.0;5.99;;;;;;
548;OESO;2009;0.5;;-8.1;92.5;8.17;;;;;;
549;OESO;2010;1.9;;-7.5;98.7;8.32;;;;;;
550;OESO;2011;2.9;;-6.3;103.0;7.95;;;;;;
551;OESO;2012;;;;;;;;;;;
