ID;WaterBoardLevies;WaterBoards;Periods;Budget_1;Actual_2
4970;Pollution levy total;Waterschap Hollandse Delta (WS);2024;0.0;
4971;Pollution levy total;Waterschap Hollandse Delta (WS);2025;0.0;
4972;Pollution levy total;Hhs van Schieland en Krimpenerwaard (WS);2015;0.0;0.0
4973;Pollution levy total;Hhs van Schieland en Krimpenerwaard (WS);2016;0.0;
4974;Pollution levy total;Hhs van Schieland en Krimpenerwaard (WS);2017;0.0;0.0
4975;Pollution levy total;Hhs van Schieland en Krimpenerwaard (WS);2018;0.0;0.0
4976;Pollution levy total;Hhs van Schieland en Krimpenerwaard (WS);2019;0.0;0.0
4977;Pollution levy total;Hhs van Schieland en Krimpenerwaard (WS);2020;0.0;0.0
4978;Pollution levy total;Hhs van Schieland en Krimpenerwaard (WS);2021;0.0;0.0
4979;Pollution levy total;Hhs van Schieland en Krimpenerwaard (WS);2022;0.0;0.0
4980;Pollution levy total;Hhs van Schieland en Krimpenerwaard (WS);2023;0.0;0.0
4981;Pollution levy total;Hhs van Schieland en Krimpenerwaard (WS);2024;0.0;
4982;Pollution levy total;Hhs van Schieland en Krimpenerwaard (WS);2025;0.0;
4983;Pollution levy total;Waterschap Scheldestromen (WS);2015;1.0;1.0
4984;Pollution levy total;Waterschap Scheldestromen (WS);2016;1.0;1.0
4985;Pollution levy total;Waterschap Scheldestromen (WS);2017;1.0;1.0
4986;Pollution levy total;Waterschap Scheldestromen (WS);2018;1.0;1.0
4987;Pollution levy total;Waterschap Scheldestromen (WS);2019;1.0;1.0
4988;Pollution levy total;Waterschap Scheldestromen (WS);2020;1.0;1.0
4989;Pollution levy total;Waterschap Scheldestromen (WS);2021;1.0;1.0
4990;Pollution levy total;Waterschap Scheldestromen (WS);2022;1.0;1.0
4991;Pollution levy total;Waterschap Scheldestromen (WS);2023;1.0;1.0
4992;Pollution levy total;Waterschap Scheldestromen (WS);2024;1.0;
4993;Pollution levy total;Waterschap Scheldestromen (WS);2025;1.0;
4994;Pollution levy total;Waterschap Vallei en Veluwe (WS);2015;;0.0
4995;Pollution levy total;Waterschap Vallei en Veluwe (WS);2016;0.0;0.0
4996;Pollution levy total;Waterschap Vallei en Veluwe (WS);2017;0.0;0.0
4997;Pollution levy total;Waterschap Vallei en Veluwe (WS);2018;0.0;0.0
4998;Pollution levy total;Waterschap Vallei en Veluwe (WS);2019;0.0;1.0
4999;Pollution levy total;Waterschap Vallei en Veluwe (WS);2020;0.0;0.0
5000;Pollution levy total;Waterschap Vallei en Veluwe (WS);2021;0.0;0.0
5001;Pollution levy total;Waterschap Vallei en Veluwe (WS);2022;0.0;0.0
5002;Pollution levy total;Waterschap Vallei en Veluwe (WS);2023;0.0;1.0
5003;Pollution levy total;Waterschap Vallei en Veluwe (WS);2024;1.0;
5004;Pollution levy total;Waterschap Vallei en Veluwe (WS);2025;1.0;
5005;Pollution levy total;Waterschap Vechtstromen (WS);2015;0.0;1.0
5006;Pollution levy total;Waterschap Vechtstromen (WS);2016;0.0;0.0
5007;Pollution levy total;Waterschap Vechtstromen (WS);2017;0.0;0.0
5008;Pollution levy total;Waterschap Vechtstromen (WS);2018;0.0;0.0
5009;Pollution levy total;Waterschap Vechtstromen (WS);2019;0.0;1.0
5010;Pollution levy total;Waterschap Vechtstromen (WS);2020;0.0;0.0
5011;Pollution levy total;Waterschap Vechtstromen (WS);2021;0.0;0.0
5012;Pollution levy total;Waterschap Vechtstromen (WS);2022;0.0;1.0
5013;Pollution levy total;Waterschap Vechtstromen (WS);2023;1.0;1.0
5014;Pollution levy total;Waterschap Vechtstromen (WS);2024;1.0;
5015;Pollution levy total;Waterschap Vechtstromen (WS);2025;1.0;
5016;Pollution levy total;WS Drents Overijsselse Delta (WS);2015;;
5017;Pollution levy total;WS Drents Overijsselse Delta (WS);2016;0.0;0.0
5018;Pollution levy total;WS Drents Overijsselse Delta (WS);2017;0.0;0.0
5019;Pollution levy total;WS Drents Overijsselse Delta (WS);2018;0.0;0.0
5020;Pollution levy total;WS Drents Overijsselse Delta (WS);2019;0.0;0.0
5021;Pollution levy total;WS Drents Overijsselse Delta (WS);2020;0.0;0.0
5022;Pollution levy total;WS Drents Overijsselse Delta (WS);2021;0.0;1.0
5023;Pollution levy total;WS Drents Overijsselse Delta (WS);2022;0.0;0.0
5024;Pollution levy total;WS Drents Overijsselse Delta (WS);2023;0.0;0.0
5025;Pollution levy total;WS Drents Overijsselse Delta (WS);2024;0.0;
5026;Pollution levy total;WS Drents Overijsselse Delta (WS);2025;1.0;
5027;Pollution levy total;Waterschap Limburg (WS);2015;;
5028;Pollution levy total;Waterschap Limburg (WS);2016;;
5029;Pollution levy total;Waterschap Limburg (WS);2017;0.0;0.0
5030;Pollution levy total;Waterschap Limburg (WS);2018;0.0;0.0
5031;Pollution levy total;Waterschap Limburg (WS);2019;0.0;0.0
5032;Pollution levy total;Waterschap Limburg (WS);2020;0.0;0.0
5033;Pollution levy total;Waterschap Limburg (WS);2021;0.0;0.0
5034;Pollution levy total;Waterschap Limburg (WS);2022;0.0;0.0
5035;Pollution levy total;Waterschap Limburg (WS);2023;0.0;0.0
5036;Pollution levy total;Waterschap Limburg (WS);2024;1.0;
5037;Pollution levy total;Waterschap Limburg (WS);2025;1.0;
5038;Pollution levy total;Waterschap Amstel, Gooi en Vecht (WS);2015;;
5039;Pollution levy total;Waterschap Amstel, Gooi en Vecht (WS);2016;;
5040;Pollution levy total;Waterschap Amstel, Gooi en Vecht (WS);2017;1.0;1.0
5041;Pollution levy total;Waterschap Amstel, Gooi en Vecht (WS);2018;1.0;1.0
5042;Pollution levy total;Waterschap Amstel, Gooi en Vecht (WS);2019;1.0;1.0
5043;Pollution levy total;Waterschap Amstel, Gooi en Vecht (WS);2020;1.0;1.0
5044;Pollution levy total;Waterschap Amstel, Gooi en Vecht (WS);2021;1.0;0.0
5045;Pollution levy total;Waterschap Amstel, Gooi en Vecht (WS);2022;1.0;1.0
5046;Pollution levy total;Waterschap Amstel, Gooi en Vecht (WS);2023;1.0;0.0
5047;Pollution levy total;Waterschap Amstel, Gooi en Vecht (WS);2024;1.0;
5048;Pollution levy total;Waterschap Amstel, Gooi en Vecht (WS);2025;1.0;
5049;Pollution levy households;The Netherlands;2015;3.0;
5050;Pollution levy households;The Netherlands;2016;3.0;
5051;Pollution levy households;The Netherlands;2017;3.0;
5052;Pollution levy households;The Netherlands;2018;3.0;
5053;Pollution levy households;The Netherlands;2019;3.0;
5054;Pollution levy households;The Netherlands;2020;3.0;
5055;Pollution levy households;The Netherlands;2021;3.0;
5056;Pollution levy households;The Netherlands;2022;3.0;
5057;Pollution levy households;The Netherlands;2023;3.0;
5058;Pollution levy households;The Netherlands;2024;4.0;
5059;Pollution levy households;The Netherlands;2025;5.0;
5060;Pollution levy households;Waterschap Groot Salland (WS);2015;0.0;
5061;Pollution levy households;Waterschap Groot Salland (WS);2016;;
5062;Pollution levy households;Waterschap Groot Salland (WS);2017;;
5063;Pollution levy households;Waterschap Groot Salland (WS);2018;;
5064;Pollution levy households;Waterschap Groot Salland (WS);2019;;
5065;Pollution levy households;Waterschap Groot Salland (WS);2020;;
5066;Pollution levy households;Waterschap Groot Salland (WS);2021;;
5067;Pollution levy households;Waterschap Groot Salland (WS);2022;;
5068;Pollution levy households;Waterschap Groot Salland (WS);2023;;
5069;Pollution levy households;Waterschap Groot Salland (WS);2024;;
5070;Pollution levy households;Waterschap Groot Salland (WS);2025;;
5071;Pollution levy households;Waterschap Rijn en IJssel (WS);2015;0.0;
5072;Pollution levy households;Waterschap Rijn en IJssel (WS);2016;0.0;
5073;Pollution levy households;Waterschap Rijn en IJssel (WS);2017;0.0;
5074;Pollution levy households;Waterschap Rijn en IJssel (WS);2018;0.0;
5075;Pollution levy households;Waterschap Rijn en IJssel (WS);2019;0.0;
5076;Pollution levy households;Waterschap Rijn en IJssel (WS);2020;0.0;
5077;Pollution levy households;Waterschap Rijn en IJssel (WS);2021;0.0;
5078;Pollution levy households;Waterschap Rijn en IJssel (WS);2022;0.0;
5079;Pollution levy households;Waterschap Rijn en IJssel (WS);2023;0.0;
5080;Pollution levy households;Waterschap Rijn en IJssel (WS);2024;0.0;
5081;Pollution levy households;Waterschap Rijn en IJssel (WS);2025;0.0;
5082;Pollution levy households;Hhs Amstel, Gooi en Vecht (WS);2015;0.0;
5083;Pollution levy households;Hhs Amstel, Gooi en Vecht (WS);2016;0.0;
5084;Pollution levy households;Hhs Amstel, Gooi en Vecht (WS);2017;;
5085;Pollution levy households;Hhs Amstel, Gooi en Vecht (WS);2018;;
5086;Pollution levy households;Hhs Amstel, Gooi en Vecht (WS);2019;;
5087;Pollution levy households;Hhs Amstel, Gooi en Vecht (WS);2020;;
5088;Pollution levy households;Hhs Amstel, Gooi en Vecht (WS);2021;;
5089;Pollution levy households;Hhs Amstel, Gooi en Vecht (WS);2022;;
5090;Pollution levy households;Hhs Amstel, Gooi en Vecht (WS);2023;;
5091;Pollution levy households;Hhs Amstel, Gooi en Vecht (WS);2024;;
5092;Pollution levy households;Hhs Amstel, Gooi en Vecht (WS);2025;;
5093;Pollution levy households;Hoogheemraadschap van Delfland (WS);2015;0.0;
5094;Pollution levy households;Hoogheemraadschap van Delfland (WS);2016;0.0;
5095;Pollution levy households;Hoogheemraadschap van Delfland (WS);2017;0.0;
5096;Pollution levy households;Hoogheemraadschap van Delfland (WS);2018;0.0;
5097;Pollution levy households;Hoogheemraadschap van Delfland (WS);2019;0.0;
5098;Pollution levy households;Hoogheemraadschap van Delfland (WS);2020;0.0;
5099;Pollution levy households;Hoogheemraadschap van Delfland (WS);2021;0.0;
5100;Pollution levy households;Hoogheemraadschap van Delfland (WS);2022;0.0;
5101;Pollution levy households;Hoogheemraadschap van Delfland (WS);2023;0.0;
5102;Pollution levy households;Hoogheemraadschap van Delfland (WS);2024;0.0;
5103;Pollution levy households;Hoogheemraadschap van Delfland (WS);2025;0.0;
5104;Pollution levy households;Waterschap De Dommel (WS);2015;0.0;
5105;Pollution levy households;Waterschap De Dommel (WS);2016;0.0;
5106;Pollution levy households;Waterschap De Dommel (WS);2017;0.0;
5107;Pollution levy households;Waterschap De Dommel (WS);2018;0.0;
5108;Pollution levy households;Waterschap De Dommel (WS);2019;0.0;
5109;Pollution levy households;Waterschap De Dommel (WS);2020;0.0;
5110;Pollution levy households;Waterschap De Dommel (WS);2021;0.0;
5111;Pollution levy households;Waterschap De Dommel (WS);2022;0.0;
5112;Pollution levy households;Waterschap De Dommel (WS);2023;0.0;
5113;Pollution levy households;Waterschap De Dommel (WS);2024;0.0;
5114;Pollution levy households;Waterschap De Dommel (WS);2025;0.0;
5115;Pollution levy households;Waterschap Roer en Overmaas (WS);2015;0.0;
5116;Pollution levy households;Waterschap Roer en Overmaas (WS);2016;0.0;
5117;Pollution levy households;Waterschap Roer en Overmaas (WS);2017;;
5118;Pollution levy households;Waterschap Roer en Overmaas (WS);2018;;
5119;Pollution levy households;Waterschap Roer en Overmaas (WS);2019;;
5120;Pollution levy households;Waterschap Roer en Overmaas (WS);2020;;
5121;Pollution levy households;Waterschap Roer en Overmaas (WS);2021;;
5122;Pollution levy households;Waterschap Roer en Overmaas (WS);2022;;
5123;Pollution levy households;Waterschap Roer en Overmaas (WS);2023;;
5124;Pollution levy households;Waterschap Roer en Overmaas (WS);2024;;
5125;Pollution levy households;Waterschap Roer en Overmaas (WS);2025;;
5126;Pollution levy households;Hoogheemraadschap van Rijnland (WS);2015;0.0;
5127;Pollution levy households;Hoogheemraadschap van Rijnland (WS);2016;0.0;
5128;Pollution levy households;Hoogheemraadschap van Rijnland (WS);2017;0.0;
5129;Pollution levy households;Hoogheemraadschap van Rijnland (WS);2018;0.0;
5130;Pollution levy households;Hoogheemraadschap van Rijnland (WS);2019;0.0;
5131;Pollution levy households;Hoogheemraadschap van Rijnland (WS);2020;0.0;
5132;Pollution levy households;Hoogheemraadschap van Rijnland (WS);2021;0.0;
5133;Pollution levy households;Hoogheemraadschap van Rijnland (WS);2022;0.0;
5134;Pollution levy households;Hoogheemraadschap van Rijnland (WS);2023;0.0;
5135;Pollution levy households;Hoogheemraadschap van Rijnland (WS);2024;0.0;
5136;Pollution levy households;Hoogheemraadschap van Rijnland (WS);2025;0.0;
5137;Pollution levy households;Waterschap Rivierenland (WS);2015;0.0;
5138;Pollution levy households;Waterschap Rivierenland (WS);2016;0.0;
5139;Pollution levy households;Waterschap Rivierenland (WS);2017;0.0;
5140;Pollution levy households;Waterschap Rivierenland (WS);2018;0.0;
5141;Pollution levy households;Waterschap Rivierenland (WS);2019;0.0;
5142;Pollution levy households;Waterschap Rivierenland (WS);2020;0.0;
5143;Pollution levy households;Waterschap Rivierenland (WS);2021;0.0;
5144;Pollution levy households;Waterschap Rivierenland (WS);2022;0.0;
5145;Pollution levy households;Waterschap Rivierenland (WS);2023;0.0;
5146;Pollution levy households;Waterschap Rivierenland (WS);2024;0.0;
5147;Pollution levy households;Waterschap Rivierenland (WS);2025;0.0;
5148;Pollution levy households;Hhs De Stichtse Rijnlanden (WS);2015;0.0;
5149;Pollution levy households;Hhs De Stichtse Rijnlanden (WS);2016;0.0;
5150;Pollution levy households;Hhs De Stichtse Rijnlanden (WS);2017;0.0;
5151;Pollution levy households;Hhs De Stichtse Rijnlanden (WS);2018;0.0;
5152;Pollution levy households;Hhs De Stichtse Rijnlanden (WS);2019;0.0;
5153;Pollution levy households;Hhs De Stichtse Rijnlanden (WS);2020;0.0;
5154;Pollution levy households;Hhs De Stichtse Rijnlanden (WS);2021;0.0;
5155;Pollution levy households;Hhs De Stichtse Rijnlanden (WS);2022;0.0;
5156;Pollution levy households;Hhs De Stichtse Rijnlanden (WS);2023;0.0;
5157;Pollution levy households;Hhs De Stichtse Rijnlanden (WS);2024;0.0;
5158;Pollution levy households;Hhs De Stichtse Rijnlanden (WS);2025;0.0;
5159;Pollution levy households;Waterschap Peel en Maasvallei (WS);2015;0.0;
5160;Pollution levy households;Waterschap Peel en Maasvallei (WS);2016;0.0;
5161;Pollution levy households;Waterschap Peel en Maasvallei (WS);2017;;
5162;Pollution levy households;Waterschap Peel en Maasvallei (WS);2018;;
5163;Pollution levy households;Waterschap Peel en Maasvallei (WS);2019;;
5164;Pollution levy households;Waterschap Peel en Maasvallei (WS);2020;;
5165;Pollution levy households;Waterschap Peel en Maasvallei (WS);2021;;
5166;Pollution levy households;Waterschap Peel en Maasvallei (WS);2022;;
5167;Pollution levy households;Waterschap Peel en Maasvallei (WS);2023;;
5168;Pollution levy households;Waterschap Peel en Maasvallei (WS);2024;;
5169;Pollution levy households;Waterschap Peel en Maasvallei (WS);2025;;
5170;Pollution levy households;Waterschap Hunze en Aa's (WS);2015;0.0;
5171;Pollution levy households;Waterschap Hunze en Aa's (WS);2016;0.0;
5172;Pollution levy households;Waterschap Hunze en Aa's (WS);2017;0.0;
5173;Pollution levy households;Waterschap Hunze en Aa's (WS);2018;0.0;
5174;Pollution levy households;Waterschap Hunze en Aa's (WS);2019;0.0;
5175;Pollution levy households;Waterschap Hunze en Aa's (WS);2020;0.0;
5176;Pollution levy households;Waterschap Hunze en Aa's (WS);2021;0.0;
5177;Pollution levy households;Waterschap Hunze en Aa's (WS);2022;0.0;
5178;Pollution levy households;Waterschap Hunze en Aa's (WS);2023;0.0;
5179;Pollution levy households;Waterschap Hunze en Aa's (WS);2024;0.0;
5180;Pollution levy households;Waterschap Hunze en Aa's (WS);2025;0.0;
5181;Pollution levy households;Waterschap Noorderzijlvest (WS);2015;0.0;
5182;Pollution levy households;Waterschap Noorderzijlvest (WS);2016;0.0;
5183;Pollution levy households;Waterschap Noorderzijlvest (WS);2017;0.0;
5184;Pollution levy households;Waterschap Noorderzijlvest (WS);2018;0.0;
5185;Pollution levy households;Waterschap Noorderzijlvest (WS);2019;0.0;
5186;Pollution levy households;Waterschap Noorderzijlvest (WS);2020;0.0;
5187;Pollution levy households;Waterschap Noorderzijlvest (WS);2021;0.0;
5188;Pollution levy households;Waterschap Noorderzijlvest (WS);2022;0.0;
5189;Pollution levy households;Waterschap Noorderzijlvest (WS);2023;0.0;
5190;Pollution levy households;Waterschap Noorderzijlvest (WS);2024;0.0;
5191;Pollution levy households;Waterschap Noorderzijlvest (WS);2025;0.0;
5192;Pollution levy households;Waterschap Reest en Wieden (WS);2015;0.0;
5193;Pollution levy households;Waterschap Reest en Wieden (WS);2016;;
5194;Pollution levy households;Waterschap Reest en Wieden (WS);2017;;
5195;Pollution levy households;Waterschap Reest en Wieden (WS);2018;;
5196;Pollution levy households;Waterschap Reest en Wieden (WS);2019;;
5197;Pollution levy households;Waterschap Reest en Wieden (WS);2020;;
5198;Pollution levy households;Waterschap Reest en Wieden (WS);2021;;
5199;Pollution levy households;Waterschap Reest en Wieden (WS);2022;;
5200;Pollution levy households;Waterschap Reest en Wieden (WS);2023;;
5201;Pollution levy households;Waterschap Reest en Wieden (WS);2024;;
5202;Pollution levy households;Waterschap Reest en Wieden (WS);2025;;
5203;Pollution levy households;Waterschap Zuiderzeeland (WS);2015;0.0;
5204;Pollution levy households;Waterschap Zuiderzeeland (WS);2016;0.0;
5205;Pollution levy households;Waterschap Zuiderzeeland (WS);2017;0.0;
5206;Pollution levy households;Waterschap Zuiderzeeland (WS);2018;0.0;
5207;Pollution levy households;Waterschap Zuiderzeeland (WS);2019;0.0;
5208;Pollution levy households;Waterschap Zuiderzeeland (WS);2020;0.0;
5209;Pollution levy households;Waterschap Zuiderzeeland (WS);2021;0.0;
5210;Pollution levy households;Waterschap Zuiderzeeland (WS);2022;0.0;
5211;Pollution levy households;Waterschap Zuiderzeeland (WS);2023;1.0;
5212;Pollution levy households;Waterschap Zuiderzeeland (WS);2024;1.0;
5213;Pollution levy households;Waterschap Zuiderzeeland (WS);2025;1.0;
5214;Pollution levy households;Hhs Hollands Noorderkwartier (WS);2015;0.0;
5215;Pollution levy households;Hhs Hollands Noorderkwartier (WS);2016;0.0;
5216;Pollution levy households;Hhs Hollands Noorderkwartier (WS);2017;0.0;
5217;Pollution levy households;Hhs Hollands Noorderkwartier (WS);2018;0.0;
5218;Pollution levy households;Hhs Hollands Noorderkwartier (WS);2019;0.0;
5219;Pollution levy households;Hhs Hollands Noorderkwartier (WS);2020;0.0;
5220;Pollution levy households;Hhs Hollands Noorderkwartier (WS);2021;0.0;
5221;Pollution levy households;Hhs Hollands Noorderkwartier (WS);2022;0.0;
5222;Pollution levy households;Hhs Hollands Noorderkwartier (WS);2023;0.0;
5223;Pollution levy households;Hhs Hollands Noorderkwartier (WS);2024;1.0;
5224;Pollution levy households;Hhs Hollands Noorderkwartier (WS);2025;1.0;
5225;Pollution levy households;Waterschap Brabantse Delta (WS);2015;0.0;
5226;Pollution levy households;Waterschap Brabantse Delta (WS);2016;0.0;
5227;Pollution levy households;Waterschap Brabantse Delta (WS);2017;0.0;
5228;Pollution levy households;Waterschap Brabantse Delta (WS);2018;0.0;
5229;Pollution levy households;Waterschap Brabantse Delta (WS);2019;0.0;
5230;Pollution levy households;Waterschap Brabantse Delta (WS);2020;0.0;
5231;Pollution levy households;Waterschap Brabantse Delta (WS);2021;0.0;
5232;Pollution levy households;Waterschap Brabantse Delta (WS);2022;0.0;
5233;Pollution levy households;Waterschap Brabantse Delta (WS);2023;0.0;
5234;Pollution levy households;Waterschap Brabantse Delta (WS);2024;0.0;
5235;Pollution levy households;Waterschap Brabantse Delta (WS);2025;0.0;
5236;Pollution levy households;Wetterskip Fryslân (WS);2015;1.0;
5237;Pollution levy households;Wetterskip Fryslân (WS);2016;1.0;
5238;Pollution levy households;Wetterskip Fryslân (WS);2017;1.0;
5239;Pollution levy households;Wetterskip Fryslân (WS);2018;1.0;
5240;Pollution levy households;Wetterskip Fryslân (WS);2019;1.0;
5241;Pollution levy households;Wetterskip Fryslân (WS);2020;1.0;
5242;Pollution levy households;Wetterskip Fryslân (WS);2021;1.0;
5243;Pollution levy households;Wetterskip Fryslân (WS);2022;1.0;
5244;Pollution levy households;Wetterskip Fryslân (WS);2023;1.0;
5245;Pollution levy households;Wetterskip Fryslân (WS);2024;1.0;
5246;Pollution levy households;Wetterskip Fryslân (WS);2025;1.0;
5247;Pollution levy households;Waterschap Aa en Maas (WS);2015;0.0;
5248;Pollution levy households;Waterschap Aa en Maas (WS);2016;0.0;
5249;Pollution levy households;Waterschap Aa en Maas (WS);2017;0.0;
5250;Pollution levy households;Waterschap Aa en Maas (WS);2018;0.0;
5251;Pollution levy households;Waterschap Aa en Maas (WS);2019;0.0;
5252;Pollution levy households;Waterschap Aa en Maas (WS);2020;0.0;
5253;Pollution levy households;Waterschap Aa en Maas (WS);2021;0.0;
5254;Pollution levy households;Waterschap Aa en Maas (WS);2022;0.0;
5255;Pollution levy households;Waterschap Aa en Maas (WS);2023;0.0;
5256;Pollution levy households;Waterschap Aa en Maas (WS);2024;0.0;
5257;Pollution levy households;Waterschap Aa en Maas (WS);2025;0.0;
5258;Pollution levy households;Waterschap Hollandse Delta (WS);2015;0.0;
5259;Pollution levy households;Waterschap Hollandse Delta (WS);2016;0.0;
5260;Pollution levy households;Waterschap Hollandse Delta (WS);2017;0.0;
5261;Pollution levy households;Waterschap Hollandse Delta (WS);2018;0.0;
5262;Pollution levy households;Waterschap Hollandse Delta (WS);2019;0.0;
5263;Pollution levy households;Waterschap Hollandse Delta (WS);2020;0.0;
5264;Pollution levy households;Waterschap Hollandse Delta (WS);2021;0.0;
5265;Pollution levy households;Waterschap Hollandse Delta (WS);2022;0.0;
5266;Pollution levy households;Waterschap Hollandse Delta (WS);2023;0.0;
5267;Pollution levy households;Waterschap Hollandse Delta (WS);2024;0.0;
5268;Pollution levy households;Waterschap Hollandse Delta (WS);2025;0.0;
5269;Pollution levy households;Hhs van Schieland en Krimpenerwaard (WS);2015;0.0;
5270;Pollution levy households;Hhs van Schieland en Krimpenerwaard (WS);2016;0.0;
5271;Pollution levy households;Hhs van Schieland en Krimpenerwaard (WS);2017;0.0;
5272;Pollution levy households;Hhs van Schieland en Krimpenerwaard (WS);2018;0.0;
5273;Pollution levy households;Hhs van Schieland en Krimpenerwaard (WS);2019;0.0;
5274;Pollution levy households;Hhs van Schieland en Krimpenerwaard (WS);2020;0.0;
5275;Pollution levy households;Hhs van Schieland en Krimpenerwaard (WS);2021;0.0;
5276;Pollution levy households;Hhs van Schieland en Krimpenerwaard (WS);2022;0.0;
5277;Pollution levy households;Hhs van Schieland en Krimpenerwaard (WS);2023;0.0;
5278;Pollution levy households;Hhs van Schieland en Krimpenerwaard (WS);2024;0.0;
5279;Pollution levy households;Hhs van Schieland en Krimpenerwaard (WS);2025;0.0;
5280;Pollution levy households;Waterschap Scheldestromen (WS);2015;0.0;
5281;Pollution levy households;Waterschap Scheldestromen (WS);2016;0.0;
5282;Pollution levy households;Waterschap Scheldestromen (WS);2017;0.0;
5283;Pollution levy households;Waterschap Scheldestromen (WS);2018;0.0;
5284;Pollution levy households;Waterschap Scheldestromen (WS);2019;0.0;
5285;Pollution levy households;Waterschap Scheldestromen (WS);2020;0.0;
5286;Pollution levy households;Waterschap Scheldestromen (WS);2021;1.0;
5287;Pollution levy households;Waterschap Scheldestromen (WS);2022;1.0;
5288;Pollution levy households;Waterschap Scheldestromen (WS);2023;1.0;
5289;Pollution levy households;Waterschap Scheldestromen (WS);2024;1.0;
5290;Pollution levy households;Waterschap Scheldestromen (WS);2025;1.0;
5291;Pollution levy households;Waterschap Vallei en Veluwe (WS);2015;0.0;
5292;Pollution levy households;Waterschap Vallei en Veluwe (WS);2016;0.0;
5293;Pollution levy households;Waterschap Vallei en Veluwe (WS);2017;0.0;
5294;Pollution levy households;Waterschap Vallei en Veluwe (WS);2018;0.0;
5295;Pollution levy households;Waterschap Vallei en Veluwe (WS);2019;0.0;
5296;Pollution levy households;Waterschap Vallei en Veluwe (WS);2020;0.0;
5297;Pollution levy households;Waterschap Vallei en Veluwe (WS);2021;0.0;
5298;Pollution levy households;Waterschap Vallei en Veluwe (WS);2022;0.0;
5299;Pollution levy households;Waterschap Vallei en Veluwe (WS);2023;0.0;
5300;Pollution levy households;Waterschap Vallei en Veluwe (WS);2024;0.0;
5301;Pollution levy households;Waterschap Vallei en Veluwe (WS);2025;0.0;
5302;Pollution levy households;Waterschap Vechtstromen (WS);2015;0.0;
5303;Pollution levy households;Waterschap Vechtstromen (WS);2016;0.0;
5304;Pollution levy households;Waterschap Vechtstromen (WS);2017;0.0;
5305;Pollution levy households;Waterschap Vechtstromen (WS);2018;0.0;
5306;Pollution levy households;Waterschap Vechtstromen (WS);2019;0.0;
5307;Pollution levy households;Waterschap Vechtstromen (WS);2020;0.0;
5308;Pollution levy households;Waterschap Vechtstromen (WS);2021;0.0;
5309;Pollution levy households;Waterschap Vechtstromen (WS);2022;0.0;
5310;Pollution levy households;Waterschap Vechtstromen (WS);2023;0.0;
5311;Pollution levy households;Waterschap Vechtstromen (WS);2024;0.0;
5312;Pollution levy households;Waterschap Vechtstromen (WS);2025;0.0;
5313;Pollution levy households;WS Drents Overijsselse Delta (WS);2015;;
5314;Pollution levy households;WS Drents Overijsselse Delta (WS);2016;0.0;
5315;Pollution levy households;WS Drents Overijsselse Delta (WS);2017;0.0;
5316;Pollution levy households;WS Drents Overijsselse Delta (WS);2018;0.0;
5317;Pollution levy households;WS Drents Overijsselse Delta (WS);2019;0.0;
5318;Pollution levy households;WS Drents Overijsselse Delta (WS);2020;0.0;
5319;Pollution levy households;WS Drents Overijsselse Delta (WS);2021;0.0;
5320;Pollution levy households;WS Drents Overijsselse Delta (WS);2022;0.0;
5321;Pollution levy households;WS Drents Overijsselse Delta (WS);2023;0.0;
5322;Pollution levy households;WS Drents Overijsselse Delta (WS);2024;0.0;
5323;Pollution levy households;WS Drents Overijsselse Delta (WS);2025;0.0;
5324;Pollution levy households;Waterschap Limburg (WS);2015;;
5325;Pollution levy households;Waterschap Limburg (WS);2016;;
5326;Pollution levy households;Waterschap Limburg (WS);2017;0.0;
5327;Pollution levy households;Waterschap Limburg (WS);2018;0.0;
5328;Pollution levy households;Waterschap Limburg (WS);2019;0.0;
5329;Pollution levy households;Waterschap Limburg (WS);2020;0.0;
5330;Pollution levy households;Waterschap Limburg (WS);2021;0.0;
5331;Pollution levy households;Waterschap Limburg (WS);2022;0.0;
5332;Pollution levy households;Waterschap Limburg (WS);2023;0.0;
5333;Pollution levy households;Waterschap Limburg (WS);2024;0.0;
5334;Pollution levy households;Waterschap Limburg (WS);2025;0.0;
5335;Pollution levy households;Waterschap Amstel, Gooi en Vecht (WS);2015;;
5336;Pollution levy households;Waterschap Amstel, Gooi en Vecht (WS);2016;;
5337;Pollution levy households;Waterschap Amstel, Gooi en Vecht (WS);2017;0.0;
5338;Pollution levy households;Waterschap Amstel, Gooi en Vecht (WS);2018;0.0;
5339;Pollution levy households;Waterschap Amstel, Gooi en Vecht (WS);2019;0.0;
5340;Pollution levy households;Waterschap Amstel, Gooi en Vecht (WS);2020;0.0;
5341;Pollution levy households;Waterschap Amstel, Gooi en Vecht (WS);2021;0.0;
5342;Pollution levy households;Waterschap Amstel, Gooi en Vecht (WS);2022;0.0;
5343;Pollution levy households;Waterschap Amstel, Gooi en Vecht (WS);2023;0.0;
5344;Pollution levy households;Waterschap Amstel, Gooi en Vecht (WS);2024;0.0;
5345;Pollution levy households;Waterschap Amstel, Gooi en Vecht (WS);2025;0.0;
5346;Pollution levy businesses;The Netherlands;2015;6.0;
5347;Pollution levy businesses;The Netherlands;2016;6.0;
5348;Pollution levy businesses;The Netherlands;2017;6.0;
5349;Pollution levy businesses;The Netherlands;2018;5.0;
5350;Pollution levy businesses;The Netherlands;2019;6.0;
5351;Pollution levy businesses;The Netherlands;2020;6.0;
