ID;AangebodenDiensten;SoortCijfers;Perioden;TotaalAanbod_1;TotaalBedrijven_2;TotaalHorecabedrijven_3;Accommodatiebedrijven_4;RestaurantsEnCafes_5;TotaalVervoersbedrijven_6;Vervoersbedrijven_7;ReisbureausED_8;TotaalCultuurSportEnRecreatie_9;CultureleInstellingen_10;OverigeRecreatiebedrijven_11;OverigeBedrijven_12;AanbodViaInvoer_13;AanbodViaProductgebBelEnSubs_14;AanbodViaHandelsVervoersmarges_15
186;Totaal aanbod cultuur, sport & recreatie;Prijsniveau 2005;2011;4917;5235;282;92;190;3;3;0;4773;2389;2385;176;0;-320;0
187;Totaal aanbod cultuur, sport & recreatie;Lopende prijzen;2001;4066;4379;293;91;202;2;2;0;3958;2008;1950;126;0;-313;0
188;Totaal aanbod cultuur, sport & recreatie;Lopende prijzen;2002;4280;4577;293;89;204;2;2;0;4173;2110;2064;109;0;-297;0
189;Totaal aanbod cultuur, sport & recreatie;Lopende prijzen;2003;4415;4722;274;83;191;1;1;0;4321;2178;2143;126;0;-307;0
190;Totaal aanbod cultuur, sport & recreatie;Lopende prijzen;2004;4525;4850;279;85;194;2;2;0;4406;2250;2156;163;0;-325;0
191;Totaal aanbod cultuur, sport & recreatie;Lopende prijzen;2005;4639;4964;285;88;197;3;3;0;4495;2301;2194;181;0;-325;0
192;Totaal aanbod cultuur, sport & recreatie;Lopende prijzen;2006;4902;5251;297;92;205;3;3;0;4764;2454;2310;187;0;-349;0
193;Totaal aanbod cultuur, sport & recreatie;Lopende prijzen;2007;5135;5468;310;97;213;3;3;0;4970;2549;2421;185;0;-333;0
194;Totaal aanbod cultuur, sport & recreatie;Lopende prijzen;2008;5273;5596;307;97;210;3;3;0;5098;2639;2459;188;0;-323;0
195;Totaal aanbod cultuur, sport & recreatie;Lopende prijzen;2009;5339;5661;301;95;206;3;3;0;5167;2682;2485;190;0;-322;0
196;Totaal aanbod cultuur, sport & recreatie;Lopende prijzen;2010;5421;5753;306;98;208;3;3;0;5251;2726;2525;193;0;-332;0
197;Totaal aanbod cultuur, sport & recreatie;Lopende prijzen;2011;5488;5791;308;98;210;3;3;0;5285;2740;2545;195;0;-303;0
198;Aanbod culturele diensten;Prijsniveau 2005;2001;2213;2464;179;36;142;6;6;0;2281;2281;0;0;0;-251;0
199;Aanbod culturele diensten;Prijsniveau 2005;2002;2264;2496;171;31;140;6;6;0;2321;2321;0;0;0;-235;0
200;Aanbod culturele diensten;Prijsniveau 2005;2003;2221;2455;161;30;131;3;3;0;2291;2291;0;0;0;-236;0
201;Aanbod culturele diensten;Prijsniveau 2005;2004;2214;2461;159;30;129;3;3;0;2299;2299;0;0;0;-247;0
202;Aanbod culturele diensten;Prijsniveau 2005;2005;2212;2462;158;30;128;3;3;0;2301;2301;0;0;0;-250;0
203;Aanbod culturele diensten;Prijsniveau 2005;2006;2302;2576;162;31;131;3;3;0;2410;2410;0;0;0;-272;0
204;Aanbod culturele diensten;Prijsniveau 2005;2007;2355;2609;165;33;132;3;3;0;2440;2440;0;0;0;-257;0
205;Aanbod culturele diensten;Prijsniveau 2005;2008;2336;2603;157;32;125;3;3;0;2442;2442;0;0;0;-271;0
206;Aanbod culturele diensten;Prijsniveau 2005;2009;2276;2563;151;31;120;3;3;0;2408;2408;0;0;0;-293;0
207;Aanbod culturele diensten;Prijsniveau 2005;2010;2269;2560;149;31;118;3;3;0;2407;2407;0;0;0;-298;0
208;Aanbod culturele diensten;Prijsniveau 2005;2011;2264;2546;152;32;121;3;3;0;2389;2389;0;0;0;-288;0
209;Aanbod culturele diensten;Lopende prijzen;2001;1916;2171;161;34;127;2;2;0;2008;2008;0;0;0;-255;0
210;Aanbod culturele diensten;Lopende prijzen;2002;2028;2267;155;28;127;2;2;0;2110;2110;0;0;0;-239;0
211;Aanbod culturele diensten;Lopende prijzen;2003;2091;2331;152;28;124;1;1;0;2178;2178;0;0;0;-240;0
212;Aanbod culturele diensten;Lopende prijzen;2004;2155;2406;154;29;125;2;2;0;2250;2250;0;0;0;-251;0
213;Aanbod culturele diensten;Lopende prijzen;2005;2212;2462;158;30;128;3;3;0;2301;2301;0;0;0;-250;0
214;Aanbod culturele diensten;Lopende prijzen;2006;2349;2621;164;31;133;3;3;0;2454;2454;0;0;0;-272;0
215;Aanbod culturele diensten;Lopende prijzen;2007;2468;2725;173;34;139;3;3;0;2549;2549;0;0;0;-257;0
216;Aanbod culturele diensten;Lopende prijzen;2008;2543;2813;171;34;137;3;3;0;2639;2639;0;0;0;-270;0
217;Aanbod culturele diensten;Lopende prijzen;2009;2573;2855;170;34;136;3;3;0;2682;2682;0;0;0;-282;0
218;Aanbod culturele diensten;Lopende prijzen;2010;2612;2901;172;35;137;3;3;0;2726;2726;0;0;0;-289;0
219;Aanbod culturele diensten;Lopende prijzen;2011;2645;2919;176;36;140;3;3;0;2740;2740;0;0;0;-274;0
220;Aanbod sport en overige recreatie;Prijsniveau 2005;2001;2338;2396;135;58;77;0;0;0;2117;0;2117;142;0;-59;0
221;Aanbod sport en overige recreatie;Prijsniveau 2005;2002;2366;2424;138;60;78;0;0;0;2166;0;2166;117;0;-59;0
222;Aanbod sport en overige recreatie;Prijsniveau 2005;2003;2368;2436;122;54;68;0;0;0;2180;0;2180;133;0;-68;0
223;Aanbod sport en overige recreatie;Prijsniveau 2005;2004;2401;2476;125;56;69;0;0;0;2182;0;2182;169;0;-75;0
224;Aanbod sport en overige recreatie;Prijsniveau 2005;2005;2427;2502;127;58;69;0;0;0;2194;0;2194;181;0;-75;0
225;Aanbod sport en overige recreatie;Prijsniveau 2005;2006;2543;2619;132;60;72;0;0;0;2305;0;2305;182;0;-76;0
226;Aanbod sport en overige recreatie;Prijsniveau 2005;2007;2621;2696;135;62;73;0;0;0;2384;0;2384;176;0;-75;0
227;Aanbod sport en overige recreatie;Prijsniveau 2005;2008;2651;2704;131;61;70;0;0;0;2395;0;2395;177;0;-52;0
228;Aanbod sport en overige recreatie;Prijsniveau 2005;2009;2667;2711;126;59;67;0;0;0;2406;0;2406;178;0;-43;0
229;Aanbod sport en overige recreatie;Prijsniveau 2005;2010;2660;2707;126;59;67;0;0;0;2403;0;2403;177;0;-46;0
230;Aanbod sport en overige recreatie;Prijsniveau 2005;2011;2654;2689;127;60;67;0;0;0;2385;0;2385;176;0;-32;0
231;Aanbod sport en overige recreatie;Lopende prijzen;2001;2150;2208;132;57;75;0;0;0;1950;0;1950;126;0;-58;0
232;Aanbod sport en overige recreatie;Lopende prijzen;2002;2252;2310;138;61;77;0;0;0;2063;0;2064;109;0;-58;0
233;Aanbod sport en overige recreatie;Lopende prijzen;2003;2324;2391;122;55;67;0;0;0;2143;0;2143;126;0;-67;0
234;Aanbod sport en overige recreatie;Lopende prijzen;2004;2370;2444;125;56;69;0;0;0;2156;0;2156;163;0;-74;0
235;Aanbod sport en overige recreatie;Lopende prijzen;2005;2427;2502;127;58;69;0;0;0;2194;0;2194;181;0;-75;0
236;Aanbod sport en overige recreatie;Lopende prijzen;2006;2553;2630;133;61;72;0;0;0;2310;0;2310;187;0;-77;0
237;Aanbod sport en overige recreatie;Lopende prijzen;2007;2667;2743;137;63;74;0;0;0;2421;0;2421;185;0;-76;0
238;Aanbod sport en overige recreatie;Lopende prijzen;2008;2730;2783;136;63;73;0;0;0;2459;0;2459;188;0;-53;0
239;Aanbod sport en overige recreatie;Lopende prijzen;2009;2766;2806;131;61;70;0;0;0;2485;0;2485;190;0;-40;0
240;Aanbod sport en overige recreatie;Lopende prijzen;2010;2809;2852;134;63;71;0;0;0;2525;0;2525;193;0;-43;0
241;Aanbod sport en overige recreatie;Lopende prijzen;2011;2843;2872;132;62;70;0;0;0;2545;0;2545;195;0;-29;0
242;Tot.aanbod niet karakteristieke diensten;Prijsniveau 2005;2001;8040;3174;1;0;1;4;2;2;11;11;0;3158;1857;1056;1954
243;Tot.aanbod niet karakteristieke diensten;Prijsniveau 2005;2002;8034;3172;1;0;1;4;2;2;11;11;0;3156;1855;1055;1953
244;Tot.aanbod niet karakteristieke diensten;Prijsniveau 2005;2003;7935;3134;1;0;1;4;2;2;11;11;0;3118;1831;1042;1928
245;Tot.aanbod niet karakteristieke diensten;Prijsniveau 2005;2004;8040;3229;1;0;1;4;2;2;11;11;0;3213;1835;1044;1932
246;Tot.aanbod niet karakteristieke diensten;Prijsniveau 2005;2005;8309;3283;1;0;1;4;2;2;12;12;0;3266;1917;1090;2019
247;Tot.aanbod niet karakteristieke diensten;Prijsniveau 2005;2006;8691;3432;1;0;1;4;2;2;12;12;0;3415;2006;1140;2113
248;Tot.aanbod niet karakteristieke diensten;Prijsniveau 2005;2007;9095;3591;1;0;1;4;2;2;13;13;0;3573;2098;1193;2210
249;Tot.aanbod niet karakteristieke diensten;Prijsniveau 2005;2008;9258;3654;1;0;1;4;2;2;13;13;0;3636;2136;1214;2250
250;Tot.aanbod niet karakteristieke diensten;Prijsniveau 2005;2009;8773;3463;1;0;1;4;2;2;12;12;0;3446;2024;1151;2132
251;Tot.aanbod niet karakteristieke diensten;Prijsniveau 2005;2010;9073;3582;1;0;1;4;2;2;12;12;0;3565;2092;1190;2205
252;Tot.aanbod niet karakteristieke diensten;Prijsniveau 2005;2011;9254;3653;1;0;1;6;3;3;12;12;0;3634;2135;1213;2249
253;Tot.aanbod niet karakteristieke diensten;Lopende prijzen;2001;7708;3045;1;0;1;4;2;2;11;11;0;3029;1779;1011;1873
254;Tot.aanbod niet karakteristieke diensten;Lopende prijzen;2002;7847;3100;1;0;1;4;2;2;11;11;0;3084;1811;1029;1907
255;Tot.aanbod niet karakteristieke diensten;Lopende prijzen;2003;7827;3092;1;0;1;4;2;2;11;11;0;3076;1806;1027;1902
256;Tot.aanbod niet karakteristieke diensten;Lopende prijzen;2004;7961;3194;1;0;1;4;2;2;11;11;0;3178;1818;1034;1915
257;Tot.aanbod niet karakteristieke diensten;Lopende prijzen;2005;8309;3283;1;0;1;4;2;2;12;12;0;3266;1917;1090;2019
258;Tot.aanbod niet karakteristieke diensten;Lopende prijzen;2006;8867;3503;1;0;1;4;2;2;12;12;0;3486;2046;1163;2155
259;Tot.aanbod niet karakteristieke diensten;Lopende prijzen;2007;9432;3727;1;0;1;4;2;2;13;13;0;3709;2176;1237;2292
260;Tot.aanbod niet karakteristieke diensten;Lopende prijzen;2008;9821;3880;1;0;1;4;2;2;14;14;0;3861;2266;1288;2387
261;Tot.aanbod niet karakteristieke diensten;Lopende prijzen;2009;9254;3655;1;0;1;4;2;2;13;13;0;3637;2136;1214;2249
262;Tot.aanbod niet karakteristieke diensten;Lopende prijzen;2010;9801;3872;1;0;1;4;2;2;14;14;0;3853;2261;1286;2382
263;Tot.aanbod niet karakteristieke diensten;Lopende prijzen;2011;10240;4045;1;0;1;5;2;3;14;14;0;4025;2363;1343;2489
