ID;Geslacht;Migratieachtergrond;Startjaar;BrugklastypeStartjaar;Peilmoment;OnderwijspositiePeilmoment;TotaalLeerlingenStartjaar_1;ZonderVertraging_2;TotaalMetVertraging_3;VertraagdBinnenGelijkNiveau_4;VertraagdNaarHogerNiveau_5;VertraagdNaarLagerNiveau_6;VertraagdNaarHogerEnLagerNiveau_7;VertraagdNiveauveranderingOnbekend_8;VertragingOnbekend_9;ZonderVertraging_10;TotaalMetVertraging_11;VertraagdBinnenGelijkNiveau_12;VertraagdNaarHogerNiveau_13;VertraagdNaarLagerNiveau_14;VertraagdNaarHogerEnLagerNiveau_15;VertraagdNiveauveranderingOnbekend_16;VertragingOnbekend_17
0;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;1 jaar na startjaar;Totaal;183571.0;178613.0;2998.0;2859.0;74.0;65.0;;;1960.0;97.0;2.0;2.0;0.0;0.0;;;1.0
1;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;1 jaar na startjaar;Leerlingen in vo op peilmoment;182008.0;178613.0;2998.0;2859.0;74.0;65.0;;;397.0;98.0;2.0;2.0;0.0;0.0;;;0.0
2;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;1 jaar na startjaar;Leerlingen uit vo op peilmoment;1563.0;0.0;0.0;0.0;0.0;0.0;;;1563.0;0.0;0.0;0.0;0.0;0.0;;;100.0
3;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;2 jaar na startjaar;Totaal;183571.0;171787.0;9982.0;8767.0;275.0;851.0;47.0;42.0;1802.0;94.0;5.0;5.0;0.0;0.0;0.0;0.0;1.0
4;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;2 jaar na startjaar;Leerlingen in vo op peilmoment;180132.0;170213.0;9563.0;8357.0;270.0;847.0;47.0;42.0;356.0;94.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0
5;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;2 jaar na startjaar;Leerlingen uit vo op peilmoment;3439.0;1574.0;419.0;410.0;5.0;4.0;0.0;0.0;1446.0;46.0;12.0;12.0;0.0;0.0;0.0;0.0;42.0
6;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;3 jaar na startjaar;Totaal;183571.0;159912.0;21939.0;16468.0;860.0;4147.0;415.0;49.0;1720.0;87.0;12.0;9.0;0.0;2.0;0.0;0.0;1.0
7;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;3 jaar na startjaar;Leerlingen in vo op peilmoment;177048.0;156106.0;20641.0;15296.0;839.0;4059.0;409.0;38.0;301.0;88.0;12.0;9.0;0.0;2.0;0.0;0.0;0.0
8;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;3 jaar na startjaar;Leerlingen uit vo op peilmoment;6523.0;3806.0;1298.0;1172.0;21.0;88.0;6.0;11.0;1419.0;58.0;20.0;18.0;0.0;1.0;0.0;0.0;22.0
9;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;4 jaar na startjaar;Totaal;183571.0;137039.0;44844.0;26662.0;6742.0;8776.0;2621.0;43.0;1688.0;75.0;24.0;15.0;4.0;5.0;1.0;0.0;1.0
10;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;4 jaar na startjaar;Leerlingen in vo op peilmoment;99917.0;58918.0;40785.0;23426.0;6627.0;8155.0;2558.0;19.0;214.0;59.0;41.0;23.0;7.0;8.0;3.0;0.0;0.0
11;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;4 jaar na startjaar;Leerlingen uit vo op peilmoment;83654.0;78121.0;4059.0;3236.0;115.0;621.0;63.0;24.0;1474.0;93.0;5.0;4.0;0.0;1.0;0.0;0.0;2.0
12;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;5 jaar na startjaar;Totaal;183571.0;129770.0;52122.0;29986.0;8282.0;10558.0;3252.0;44.0;1679.0;71.0;28.0;16.0;5.0;6.0;2.0;0.0;1.0
13;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;5 jaar na startjaar;Leerlingen in vo op peilmoment;58218.0;28279.0;29863.0;15865.0;6194.0;5553.0;2242.0;9.0;76.0;49.0;51.0;27.0;11.0;10.0;4.0;0.0;0.0
14;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;5 jaar na startjaar;Leerlingen uit vo op peilmoment;125353.0;101491.0;22259.0;14121.0;2088.0;5005.0;1010.0;35.0;1603.0;81.0;18.0;11.0;2.0;4.0;1.0;0.0;1.0
15;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;6 jaar na startjaar;Totaal;183571.0;128397.0;53495.0;30683.0;8416.0;10999.0;3356.0;41.0;1679.0;70.0;29.0;17.0;5.0;6.0;2.0;0.0;1.0
16;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;6 jaar na startjaar;Leerlingen in vo op peilmoment;10175.0;;10159.0;6508.0;2057.0;898.0;696.0;0.0;16.0;;100.0;64.0;20.0;9.0;7.0;0.0;0.0
17;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;6 jaar na startjaar;Leerlingen uit vo op peilmoment;173396.0;128397.0;43336.0;24175.0;6359.0;10101.0;2660.0;41.0;1663.0;74.0;25.0;14.0;4.0;6.0;2.0;0.0;1.0
18;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;7 jaar na startjaar;Totaal;183571.0;128393.0;53499.0;30667.0;8417.0;11013.0;3361.0;41.0;1679.0;70.0;29.0;17.0;5.0;6.0;2.0;0.0;1.0
19;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;7 jaar na startjaar;Leerlingen in vo op peilmoment;628.0;;626.0;281.0;206.0;41.0;98.0;0.0;2.0;;100.0;45.0;33.0;7.0;16.0;0.0;0.0
20;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal leerlingen startjaar;7 jaar na startjaar;Leerlingen uit vo op peilmoment;182943.0;128393.0;52873.0;30386.0;8211.0;10972.0;3263.0;41.0;1677.0;70.0;29.0;17.0;4.0;6.0;2.0;0.0;1.0
21;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;1 jaar na startjaar;Totaal;70904.0;68048.0;1525.0;1436.0;67.0;22.0;;;1331.0;96.0;2.0;2.0;0.0;0.0;;;2.0
22;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;1 jaar na startjaar;Leerlingen in vo op peilmoment;69951.0;68048.0;1525.0;1436.0;67.0;22.0;;;378.0;97.0;2.0;2.0;0.0;0.0;;;1.0
23;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;1 jaar na startjaar;Leerlingen uit vo op peilmoment;953.0;0.0;0.0;0.0;0.0;0.0;;;953.0;0.0;0.0;0.0;0.0;0.0;;;100.0
24;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;2 jaar na startjaar;Totaal;70904.0;65934.0;3740.0;3272.0;199.0;208.0;34.0;27.0;1230.0;93.0;5.0;5.0;0.0;0.0;0.0;0.0;2.0
25;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;2 jaar na startjaar;Leerlingen in vo op peilmoment;68793.0;64989.0;3466.0;3004.0;194.0;207.0;34.0;27.0;338.0;94.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0
26;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;2 jaar na startjaar;Leerlingen uit vo op peilmoment;2111.0;945.0;274.0;268.0;5.0;1.0;0.0;0.0;892.0;45.0;13.0;13.0;0.0;0.0;0.0;0.0;42.0
27;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;3 jaar na startjaar;Totaal;70904.0;62116.0;7602.0;5734.0;603.0;985.0;256.0;24.0;1186.0;88.0;11.0;8.0;1.0;1.0;0.0;0.0;2.0
28;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;3 jaar na startjaar;Leerlingen in vo op peilmoment;66754.0;59711.0;6754.0;4952.0;585.0;950.0;250.0;17.0;289.0;89.0;10.0;7.0;1.0;1.0;0.0;0.0;0.0
29;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;3 jaar na startjaar;Leerlingen uit vo op peilmoment;4150.0;2405.0;848.0;782.0;18.0;35.0;6.0;7.0;897.0;58.0;20.0;19.0;0.0;1.0;0.0;0.0;22.0
30;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;4 jaar na startjaar;Totaal;70904.0;55910.0;13821.0;7975.0;3863.0;1368.0;595.0;20.0;1173.0;79.0;19.0;11.0;5.0;2.0;1.0;0.0;2.0
31;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;4 jaar na startjaar;Leerlingen in vo op peilmoment;13390.0;1576.0;11606.0;6118.0;3769.0;1156.0;554.0;9.0;208.0;12.0;87.0;46.0;28.0;9.0;4.0;0.0;2.0
32;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;4 jaar na startjaar;Leerlingen uit vo op peilmoment;57514.0;54334.0;2215.0;1857.0;94.0;212.0;41.0;11.0;965.0;94.0;4.0;3.0;0.0;0.0;0.0;0.0;2.0
33;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;5 jaar na startjaar;Totaal;70904.0;55650.0;14082.0;7937.0;4126.0;1379.0;620.0;20.0;1172.0;78.0;20.0;11.0;6.0;2.0;1.0;0.0;2.0
34;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;5 jaar na startjaar;Leerlingen in vo op peilmoment;3430.0;161.0;3194.0;427.0;2563.0;76.0;127.0;1.0;75.0;5.0;93.0;12.0;75.0;2.0;4.0;0.0;2.0
35;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;5 jaar na startjaar;Leerlingen uit vo op peilmoment;67474.0;55489.0;10888.0;7510.0;1563.0;1303.0;493.0;19.0;1097.0;82.0;16.0;11.0;2.0;2.0;1.0;0.0;2.0
36;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;6 jaar na startjaar;Totaal;70904.0;55632.0;14100.0;7939.0;4134.0;1384.0;623.0;20.0;1172.0;78.0;20.0;11.0;6.0;2.0;1.0;0.0;2.0
37;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;6 jaar na startjaar;Leerlingen in vo op peilmoment;558.0;;542.0;56.0;454.0;9.0;23.0;0.0;16.0;;97.0;10.0;81.0;2.0;4.0;0.0;3.0
38;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;6 jaar na startjaar;Leerlingen uit vo op peilmoment;70346.0;55632.0;13558.0;7883.0;3680.0;1375.0;600.0;20.0;1156.0;79.0;19.0;11.0;5.0;2.0;1.0;0.0;2.0
39;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;7 jaar na startjaar;Totaal;70904.0;55632.0;14100.0;7939.0;4134.0;1384.0;623.0;20.0;1172.0;78.0;20.0;11.0;6.0;2.0;1.0;0.0;2.0
40;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;7 jaar na startjaar;Leerlingen in vo op peilmoment;64.0;;62.0;4.0;56.0;0.0;2.0;0.0;2.0;;97.0;6.0;88.0;0.0;3.0;0.0;3.0
41;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;7 jaar na startjaar;Leerlingen uit vo op peilmoment;70840.0;55632.0;14038.0;7935.0;4078.0;1384.0;621.0;20.0;1170.0;79.0;20.0;11.0;6.0;2.0;1.0;0.0;2.0
42;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;1 jaar na startjaar;Totaal;33257.0;32095.0;514.0;464.0;42.0;8.0;;;648.0;97.0;2.0;1.0;0.0;0.0;;;2.0
43;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;1 jaar na startjaar;Leerlingen in vo op peilmoment;32824.0;32095.0;514.0;464.0;42.0;8.0;;;215.0;98.0;2.0;1.0;0.0;0.0;;;1.0
44;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;1 jaar na startjaar;Leerlingen uit vo op peilmoment;433.0;0.0;0.0;0.0;0.0;0.0;;;433.0;0.0;0.0;0.0;0.0;0.0;;;100.0
45;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;2 jaar na startjaar;Totaal;33257.0;31320.0;1328.0;1139.0;135.0;28.0;17.0;9.0;609.0;94.0;4.0;3.0;0.0;0.0;0.0;0.0;2.0
46;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;2 jaar na startjaar;Leerlingen in vo op peilmoment;32280.0;30839.0;1239.0;1053.0;132.0;28.0;17.0;9.0;202.0;96.0;4.0;3.0;0.0;0.0;0.0;0.0;1.0
47;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;2 jaar na startjaar;Leerlingen uit vo op peilmoment;977.0;481.0;89.0;86.0;3.0;0.0;0.0;0.0;407.0;49.0;9.0;9.0;0.0;0.0;0.0;0.0;42.0
48;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;3 jaar na startjaar;Totaal;33257.0;29948.0;2720.0;2046.0;350.0;161.0;153.0;10.0;589.0;90.0;8.0;6.0;1.0;0.0;0.0;0.0;2.0
49;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;3 jaar na startjaar;Leerlingen in vo op peilmoment;31222.0;28683.0;2359.0;1711.0;338.0;154.0;149.0;7.0;180.0;92.0;8.0;5.0;1.0;0.0;0.0;0.0;1.0
50;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;3 jaar na startjaar;Leerlingen uit vo op peilmoment;2035.0;1265.0;361.0;335.0;12.0;7.0;4.0;3.0;409.0;62.0;18.0;16.0;1.0;0.0;0.0;0.0;20.0
51;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;4 jaar na startjaar;Totaal;33257.0;28189.0;4483.0;2679.0;1250.0;271.0;277.0;6.0;585.0;85.0;13.0;8.0;4.0;1.0;1.0;0.0;2.0
52;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;4 jaar na startjaar;Leerlingen in vo op peilmoment;3884.0;230.0;3523.0;1858.0;1188.0;219.0;256.0;2.0;131.0;6.0;91.0;48.0;31.0;6.0;7.0;0.0;3.0
53;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;4 jaar na startjaar;Leerlingen uit vo op peilmoment;29373.0;27959.0;960.0;821.0;62.0;52.0;21.0;4.0;454.0;95.0;3.0;3.0;0.0;0.0;0.0;0.0;2.0
54;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;5 jaar na startjaar;Totaal;33257.0;28160.0;4513.0;2668.0;1279.0;275.0;285.0;6.0;584.0;85.0;14.0;8.0;4.0;1.0;1.0;0.0;2.0
55;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;5 jaar na startjaar;Leerlingen in vo op peilmoment;559.0;63.0;458.0;97.0;330.0;11.0;19.0;1.0;38.0;11.0;82.0;17.0;59.0;2.0;3.0;0.0;7.0
56;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;5 jaar na startjaar;Leerlingen uit vo op peilmoment;32698.0;28097.0;4055.0;2571.0;949.0;264.0;266.0;5.0;546.0;86.0;12.0;8.0;3.0;1.0;1.0;0.0;2.0
57;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;6 jaar na startjaar;Totaal;33257.0;28157.0;4516.0;2668.0;1278.0;278.0;286.0;6.0;584.0;85.0;14.0;8.0;4.0;1.0;1.0;0.0;2.0
58;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;6 jaar na startjaar;Leerlingen in vo op peilmoment;77.0;;70.0;5.0;55.0;3.0;7.0;0.0;7.0;;91.0;6.0;71.0;4.0;9.0;0.0;9.0
59;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;6 jaar na startjaar;Leerlingen uit vo op peilmoment;33180.0;28157.0;4446.0;2663.0;1223.0;275.0;279.0;6.0;577.0;85.0;13.0;8.0;4.0;1.0;1.0;0.0;2.0
60;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;7 jaar na startjaar;Totaal;33257.0;28157.0;4516.0;2668.0;1278.0;278.0;286.0;6.0;584.0;85.0;14.0;8.0;4.0;1.0;1.0;0.0;2.0
61;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;7 jaar na startjaar;Leerlingen in vo op peilmoment;9.0;;7.0;0.0;6.0;0.0;1.0;0.0;2.0;;78.0;0.0;67.0;0.0;11.0;0.0;22.0
62;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;7 jaar na startjaar;Leerlingen uit vo op peilmoment;33248.0;28157.0;4509.0;2668.0;1272.0;278.0;285.0;6.0;582.0;85.0;14.0;8.0;4.0;1.0;1.0;0.0;2.0
63;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;1 jaar na startjaar;Totaal;18707.0;18407.0;179.0;157.0;8.0;14.0;;;121.0;98.0;1.0;1.0;0.0;0.0;;;1.0
64;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;1 jaar na startjaar;Leerlingen in vo op peilmoment;18590.0;18407.0;179.0;157.0;8.0;14.0;;;4.0;99.0;1.0;1.0;0.0;0.0;;;0.0
65;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;1 jaar na startjaar;Leerlingen uit vo op peilmoment;117.0;0.0;0.0;0.0;0.0;0.0;;;117.0;0.0;0.0;0.0;0.0;0.0;;;100.0
66;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;2 jaar na startjaar;Totaal;18707.0;17671.0;931.0;719.0;29.0;167.0;10.0;6.0;105.0;94.0;5.0;4.0;0.0;1.0;0.0;0.0;1.0
67;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;2 jaar na startjaar;Leerlingen in vo op peilmoment;18440.0;17537.0;899.0;689.0;28.0;166.0;10.0;6.0;4.0;95.0;5.0;4.0;0.0;1.0;0.0;0.0;0.0
68;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;2 jaar na startjaar;Leerlingen uit vo op peilmoment;267.0;134.0;32.0;30.0;1.0;1.0;0.0;0.0;101.0;50.0;12.0;11.0;0.0;0.0;0.0;0.0;38.0
69;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;3 jaar na startjaar;Totaal;18707.0;16218.0;2391.0;1586.0;123.0;611.0;67.0;4.0;98.0;87.0;13.0;8.0;1.0;3.0;0.0;0.0;1.0
70;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;3 jaar na startjaar;Leerlingen in vo op peilmoment;18126.0;15843.0;2280.0;1505.0;121.0;584.0;66.0;4.0;3.0;87.0;13.0;8.0;1.0;3.0;0.0;0.0;0.0
71;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;3 jaar na startjaar;Leerlingen uit vo op peilmoment;581.0;375.0;111.0;81.0;2.0;27.0;1.0;0.0;95.0;65.0;19.0;14.0;0.0;5.0;0.0;0.0;16.0
72;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;4 jaar na startjaar;Totaal;18707.0;13350.0;5263.0;2566.0;1735.0;762.0;195.0;5.0;94.0;71.0;28.0;14.0;9.0;4.0;1.0;0.0;1.0
73;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;4 jaar na startjaar;Leerlingen in vo op peilmoment;5692.0;951.0;4740.0;2201.0;1724.0;630.0;181.0;4.0;1.0;17.0;83.0;39.0;30.0;11.0;3.0;0.0;0.0
74;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;4 jaar na startjaar;Leerlingen uit vo op peilmoment;13015.0;12399.0;523.0;365.0;11.0;132.0;14.0;1.0;93.0;95.0;4.0;3.0;0.0;1.0;0.0;0.0;1.0
75;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;5 jaar na startjaar;Totaal;18707.0;13178.0;5435.0;2555.0;1908.0;763.0;204.0;5.0;94.0;70.0;29.0;14.0;10.0;4.0;1.0;0.0;1.0
76;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;5 jaar na startjaar;Leerlingen in vo op peilmoment;1936.0;53.0;1882.0;173.0;1609.0;42.0;58.0;0.0;1.0;3.0;97.0;9.0;83.0;2.0;3.0;0.0;0.0
77;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;5 jaar na startjaar;Leerlingen uit vo op peilmoment;16771.0;13125.0;3553.0;2382.0;299.0;721.0;146.0;5.0;93.0;78.0;21.0;14.0;2.0;4.0;1.0;0.0;1.0
78;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;6 jaar na startjaar;Totaal;18707.0;13168.0;5445.0;2557.0;1915.0;763.0;205.0;5.0;94.0;70.0;29.0;14.0;10.0;4.0;1.0;0.0;1.0
79;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;6 jaar na startjaar;Leerlingen in vo op peilmoment;305.0;;305.0;25.0;271.0;2.0;7.0;0.0;0.0;;100.0;8.0;89.0;1.0;2.0;0.0;0.0
80;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;6 jaar na startjaar;Leerlingen uit vo op peilmoment;18402.0;13168.0;5140.0;2532.0;1644.0;761.0;198.0;5.0;94.0;72.0;28.0;14.0;9.0;4.0;1.0;0.0;1.0
81;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;7 jaar na startjaar;Totaal;18707.0;13168.0;5445.0;2557.0;1915.0;763.0;205.0;5.0;94.0;70.0;29.0;14.0;10.0;4.0;1.0;0.0;1.0
82;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;7 jaar na startjaar;Leerlingen in vo op peilmoment;33.0;;33.0;2.0;30.0;0.0;1.0;0.0;0.0;;100.0;6.0;91.0;0.0;3.0;0.0;0.0
83;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;7 jaar na startjaar;Leerlingen uit vo op peilmoment;18674.0;13168.0;5412.0;2555.0;1885.0;763.0;204.0;5.0;94.0;71.0;29.0;14.0;10.0;4.0;1.0;0.0;1.0
84;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;1 jaar na startjaar;Totaal;18940.0;17546.0;832.0;815.0;17.0;0.0;;;562.0;93.0;4.0;4.0;0.0;0.0;;;3.0
85;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;1 jaar na startjaar;Leerlingen in vo op peilmoment;18537.0;17546.0;832.0;815.0;17.0;0.0;;;159.0;95.0;4.0;4.0;0.0;0.0;;;1.0
86;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;1 jaar na startjaar;Leerlingen uit vo op peilmoment;403.0;0.0;0.0;0.0;0.0;0.0;;;403.0;0.0;0.0;0.0;0.0;0.0;;;100.0
87;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;2 jaar na startjaar;Totaal;18940.0;16943.0;1481.0;1414.0;35.0;13.0;7.0;12.0;516.0;89.0;8.0;7.0;0.0;0.0;0.0;0.0;3.0
88;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;2 jaar na startjaar;Leerlingen in vo op peilmoment;18073.0;16613.0;1328.0;1262.0;34.0;13.0;7.0;12.0;132.0;92.0;7.0;7.0;0.0;0.0;0.0;0.0;1.0
89;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;2 jaar na startjaar;Leerlingen uit vo op peilmoment;867.0;330.0;153.0;152.0;1.0;0.0;0.0;0.0;384.0;38.0;18.0;18.0;0.0;0.0;0.0;0.0;44.0
90;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;3 jaar na startjaar;Totaal;18940.0;15950.0;2491.0;2102.0;130.0;213.0;36.0;10.0;499.0;84.0;13.0;11.0;1.0;1.0;0.0;0.0;3.0
91;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;3 jaar na startjaar;Leerlingen in vo op peilmoment;17406.0;15185.0;2115.0;1736.0;126.0;212.0;35.0;6.0;106.0;87.0;12.0;10.0;1.0;1.0;0.0;0.0;1.0
92;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;3 jaar na startjaar;Leerlingen uit vo op peilmoment;1534.0;765.0;376.0;366.0;4.0;1.0;1.0;4.0;393.0;50.0;25.0;24.0;0.0;0.0;0.0;0.0;26.0
93;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;4 jaar na startjaar;Totaal;18940.0;14371.0;4075.0;2730.0;878.0;335.0;123.0;9.0;494.0;76.0;22.0;14.0;5.0;2.0;1.0;0.0;3.0
94;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;4 jaar na startjaar;Leerlingen in vo op peilmoment;3814.0;395.0;3343.0;2059.0;857.0;307.0;117.0;3.0;76.0;10.0;88.0;54.0;22.0;8.0;3.0;0.0;2.0
95;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;4 jaar na startjaar;Leerlingen uit vo op peilmoment;15126.0;13976.0;732.0;671.0;21.0;28.0;6.0;6.0;418.0;92.0;5.0;4.0;0.0;0.0;0.0;0.0;3.0
96;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;5 jaar na startjaar;Totaal;18940.0;14312.0;4134.0;2714.0;939.0;341.0;131.0;9.0;494.0;76.0;22.0;14.0;5.0;2.0;1.0;0.0;3.0
