ID;Technieken;Perioden;Locaties_1;TotaalVerbruik_2;VoorOmzettingInElektriciteitWarmte_3;VoorToevoegingAanHetAardgasnet_4;FinaalVerbruik_5;BrutoElektriciteitsproductieInKWh_6;BrutoElektriciteitsproductieInTJ_7;WarmteproductieUitOmzettingen_8;AardgasproductieDoorToevoegenBiogas_9
288;Biomassa huishoudens, inzethaarden;2006;198000.0;4483.0;;;4483.0;;;;
289;Biomassa huishoudens, inzethaarden;2007;195000.0;4295.0;;;4295.0;;;;
290;Biomassa huishoudens, inzethaarden;2008;192000.0;4214.0;;;4214.0;;;;
291;Biomassa huishoudens, inzethaarden;2009;190000.0;4154.0;;;4154.0;;;;
292;Biomassa huishoudens, inzethaarden;2010;189000.0;4115.0;;;4115.0;;;;
293;Biomassa huishoudens, inzethaarden;2011;187000.0;4080.0;;;4080.0;;;;
294;Biomassa huishoudens, inzethaarden;2012;184000.0;3357.0;;;3357.0;;;;
295;Biomassa huishoudens, inzethaarden;2013;185000.0;3157.0;;;3157.0;;;;
296;Biomassa huishoudens, inzethaarden;2014;185000.0;3002.0;;;3002.0;;;;
297;Biomassa huishoudens, inzethaarden;2015;185000.0;2849.0;;;2849.0;;;;
298;Biomassa huishoudens, inzethaarden;2016;184000.0;2701.0;;;2701.0;;;;
299;Biomassa huishoudens, inzethaarden;2017;184000.0;2562.0;;;2562.0;;;;
300;Biomassa huishoudens, inzethaarden;2018;184000.0;2421.0;;;2421.0;;;;
301;Biomassa huishoudens, inzethaarden;2019;185000.0;2266.0;;;2266.0;;;;
302;Biomassa huishoudens, inzethaarden;2020;185000.0;2242.0;;;2242.0;;;;
303;Biomassa huishoudens, inzethaarden;2021;185000.0;2239.0;;;2239.0;;;;
304;Biomassa huishoudens, inzethaarden;2022;184000.0;2229.0;;;2229.0;;;;
305;Biomassa huishoudens, inzethaarden;2023;184000.0;2222.0;;;2222.0;;;;
306;Biomassa huishoudens, houtkachels;1990;176000.0;6135.0;;;6135.0;;;;
307;Biomassa huishoudens, houtkachels;1991;171000.0;5756.0;;;5756.0;;;;
308;Biomassa huishoudens, houtkachels;1992;166000.0;5398.0;;;5398.0;;;;
309;Biomassa huishoudens, houtkachels;1993;162000.0;5070.0;;;5070.0;;;;
310;Biomassa huishoudens, houtkachels;1994;158000.0;4766.0;;;4766.0;;;;
311;Biomassa huishoudens, houtkachels;1995;172000.0;4479.0;;;4479.0;;;;
312;Biomassa huishoudens, houtkachels;1996;186000.0;4695.0;;;4695.0;;;;
313;Biomassa huishoudens, houtkachels;1997;202000.0;4897.0;;;4897.0;;;;
314;Biomassa huishoudens, houtkachels;1998;218000.0;5091.0;;;5091.0;;;;
315;Biomassa huishoudens, houtkachels;1999;234000.0;5267.0;;;5267.0;;;;
316;Biomassa huishoudens, houtkachels;2000;247000.0;5421.0;;;5421.0;;;;
317;Biomassa huishoudens, houtkachels;2001;260000.0;5453.0;;;5453.0;;;;
318;Biomassa huishoudens, houtkachels;2002;271000.0;5498.0;;;5498.0;;;;
319;Biomassa huishoudens, houtkachels;2003;283000.0;5972.0;;;5972.0;;;;
320;Biomassa huishoudens, houtkachels;2004;296000.0;6835.0;;;6835.0;;;;
321;Biomassa huishoudens, houtkachels;2005;307000.0;7750.0;;;7750.0;;;;
322;Biomassa huishoudens, houtkachels;2006;319000.0;8689.0;;;8689.0;;;;
323;Biomassa huishoudens, houtkachels;2007;336000.0;8875.0;;;8875.0;;;;
324;Biomassa huishoudens, houtkachels;2008;357000.0;9182.0;;;9182.0;;;;
325;Biomassa huishoudens, houtkachels;2009;382000.0;9563.0;;;9563.0;;;;
326;Biomassa huishoudens, houtkachels;2010;406000.0;10013.0;;;10013.0;;;;
327;Biomassa huishoudens, houtkachels;2011;428000.0;10439.0;;;10439.0;;;;
328;Biomassa huishoudens, houtkachels;2012;447000.0;10763.0;;;10763.0;;;;
329;Biomassa huishoudens, houtkachels;2013;456000.0;11113.0;;;11113.0;;;;
330;Biomassa huishoudens, houtkachels;2014;464000.0;11120.0;;;11120.0;;;;
331;Biomassa huishoudens, houtkachels;2015;470000.0;11092.0;;;11092.0;;;;
332;Biomassa huishoudens, houtkachels;2016;471000.0;11040.0;;;11040.0;;;;
333;Biomassa huishoudens, houtkachels;2017;466000.0;10875.0;;;10875.0;;;;
334;Biomassa huishoudens, houtkachels;2018;461000.0;10713.0;;;10713.0;;;;
335;Biomassa huishoudens, houtkachels;2019;455000.0;10421.0;;;10421.0;;;;
336;Biomassa huishoudens, houtkachels;2020;448000.0;10060.0;;;10060.0;;;;
337;Biomassa huishoudens, houtkachels;2021;451000.0;9780.0;;;9780.0;;;;
338;Biomassa huishoudens, houtkachels;2022;453000.0;9739.0;;;9739.0;;;;
339;Biomassa huishoudens, houtkachels;2023;455000.0;9673.0;;;9673.0;;;;
340;Biomassa huishoudens, pelletkachels;1990;0.0;0.0;;;0.0;;;;
341;Biomassa huishoudens, pelletkachels;1991;0.0;0.0;;;0.0;;;;
342;Biomassa huishoudens, pelletkachels;1992;0.0;0.0;;;0.0;;;;
343;Biomassa huishoudens, pelletkachels;1993;0.0;0.0;;;0.0;;;;
344;Biomassa huishoudens, pelletkachels;1994;0.0;0.0;;;0.0;;;;
345;Biomassa huishoudens, pelletkachels;1995;0.0;0.0;;;0.0;;;;
346;Biomassa huishoudens, pelletkachels;1996;0.0;0.0;;;0.0;;;;
347;Biomassa huishoudens, pelletkachels;1997;0.0;0.0;;;0.0;;;;
348;Biomassa huishoudens, pelletkachels;1998;0.0;0.0;;;0.0;;;;
349;Biomassa huishoudens, pelletkachels;1999;0.0;0.0;;;0.0;;;;
350;Biomassa huishoudens, pelletkachels;2000;0.0;0.0;;;0.0;;;;
351;Biomassa huishoudens, pelletkachels;2001;0.0;0.0;;;0.0;;;;
352;Biomassa huishoudens, pelletkachels;2002;0.0;0.0;;;0.0;;;;
353;Biomassa huishoudens, pelletkachels;2003;0.0;0.0;;;0.0;;;;
354;Biomassa huishoudens, pelletkachels;2004;0.0;0.0;;;0.0;;;;
355;Biomassa huishoudens, pelletkachels;2005;0.0;0.0;;;0.0;;;;
356;Biomassa huishoudens, pelletkachels;2006;0.0;0.0;;;0.0;;;;
357;Biomassa huishoudens, pelletkachels;2007;0.0;0.0;;;0.0;;;;
358;Biomassa huishoudens, pelletkachels;2008;0.0;0.0;;;0.0;;;;
359;Biomassa huishoudens, pelletkachels;2009;0.0;0.0;;;0.0;;;;
360;Biomassa huishoudens, pelletkachels;2010;0.0;0.0;;;0.0;;;;
361;Biomassa huishoudens, pelletkachels;2011;0.0;0.0;;;0.0;;;;
362;Biomassa huishoudens, pelletkachels;2012;0.0;0.0;;;0.0;;;;
363;Biomassa huishoudens, pelletkachels;2013;4000.0;0.0;;;0.0;;;;
364;Biomassa huishoudens, pelletkachels;2014;7000.0;109.0;;;109.0;;;;
365;Biomassa huishoudens, pelletkachels;2015;10000.0;211.0;;;211.0;;;;
366;Biomassa huishoudens, pelletkachels;2016;18000.0;310.0;;;310.0;;;;
367;Biomassa huishoudens, pelletkachels;2017;31000.0;551.0;;;551.0;;;;
368;Biomassa huishoudens, pelletkachels;2018;44000.0;939.0;;;939.0;;;;
369;Biomassa huishoudens, pelletkachels;2019;57000.0;1313.0;;;1313.0;;;;
370;Biomassa huishoudens, pelletkachels;2020;70000.0;1679.0;;;1679.0;;;;
371;Biomassa huishoudens, pelletkachels;2021;74000.0;2054.0;;;2054.0;;;;
372;Biomassa huishoudens, pelletkachels;2022;79000.0;2182.0;;;2182.0;;;;
373;Biomassa huishoudens, pelletkachels;2023;83000.0;2307.0;;;2307.0;;;;
374;Biomassa huishoudens, houtskoolverbruik;1990;;270.0;;;270.0;;;;
375;Biomassa huishoudens, houtskoolverbruik;1991;;270.0;;;270.0;;;;
376;Biomassa huishoudens, houtskoolverbruik;1992;;270.0;;;270.0;;;;
377;Biomassa huishoudens, houtskoolverbruik;1993;;270.0;;;270.0;;;;
378;Biomassa huishoudens, houtskoolverbruik;1994;;270.0;;;270.0;;;;
379;Biomassa huishoudens, houtskoolverbruik;1995;;270.0;;;270.0;;;;
380;Biomassa huishoudens, houtskoolverbruik;1996;;270.0;;;270.0;;;;
381;Biomassa huishoudens, houtskoolverbruik;1997;;270.0;;;270.0;;;;
382;Biomassa huishoudens, houtskoolverbruik;1998;;270.0;;;270.0;;;;
383;Biomassa huishoudens, houtskoolverbruik;1999;;270.0;;;270.0;;;;
384;Biomassa huishoudens, houtskoolverbruik;2000;;270.0;;;270.0;;;;
385;Biomassa huishoudens, houtskoolverbruik;2001;;270.0;;;270.0;;;;
386;Biomassa huishoudens, houtskoolverbruik;2002;;270.0;;;270.0;;;;
387;Biomassa huishoudens, houtskoolverbruik;2003;;270.0;;;270.0;;;;
388;Biomassa huishoudens, houtskoolverbruik;2004;;270.0;;;270.0;;;;
389;Biomassa huishoudens, houtskoolverbruik;2005;;270.0;;;270.0;;;;
390;Biomassa huishoudens, houtskoolverbruik;2006;;270.0;;;270.0;;;;
391;Biomassa huishoudens, houtskoolverbruik;2007;;270.0;;;270.0;;;;
392;Biomassa huishoudens, houtskoolverbruik;2008;;270.0;;;270.0;;;;
393;Biomassa huishoudens, houtskoolverbruik;2009;;270.0;;;270.0;;;;
394;Biomassa huishoudens, houtskoolverbruik;2010;;270.0;;;270.0;;;;
395;Biomassa huishoudens, houtskoolverbruik;2011;;270.0;;;270.0;;;;
396;Biomassa huishoudens, houtskoolverbruik;2012;;270.0;;;270.0;;;;
397;Biomassa huishoudens, houtskoolverbruik;2013;;270.0;;;270.0;;;;
398;Biomassa huishoudens, houtskoolverbruik;2014;;270.0;;;270.0;;;;
399;Biomassa huishoudens, houtskoolverbruik;2015;;270.0;;;270.0;;;;
400;Biomassa huishoudens, houtskoolverbruik;2016;;270.0;;;270.0;;;;
401;Biomassa huishoudens, houtskoolverbruik;2017;;270.0;;;270.0;;;;
402;Biomassa huishoudens, houtskoolverbruik;2018;;270.0;;;270.0;;;;
403;Biomassa huishoudens, houtskoolverbruik;2019;;270.0;;;270.0;;;;
404;Biomassa huishoudens, houtskoolverbruik;2020;;270.0;;;270.0;;;;
405;Biomassa huishoudens, houtskoolverbruik;2021;;270.0;;;270.0;;;;
406;Biomassa huishoudens, houtskoolverbruik;2022;;270.0;;;270.0;;;;
407;Biomassa huishoudens, houtskoolverbruik;2023;;270.0;;;270.0;;;;
408;Totaal biogas;1990;;2376.0;1157.0;101.0;1118.0;91.0;328.0;387.0;101.0
409;Totaal biogas;1991;;2944.0;1499.0;171.0;1273.0;120.0;432.0;531.0;171.0
410;Totaal biogas;1992;;3558.0;1706.0;486.0;1365.0;129.0;465.0;620.0;486.0
411;Totaal biogas;1993;;4143.0;2191.0;462.0;1490.0;180.0;649.0;621.0;462.0
412;Totaal biogas;1994;;4609.0;2655.0;407.0;1547.0;225.0;811.0;680.0;407.0
413;Totaal biogas;1995;;4897.0;3017.0;399.0;1481.0;254.0;916.0;749.0;399.0
414;Totaal biogas;1996;;5165.0;3212.0;392.0;1561.0;272.0;978.0;761.0;392.0
415;Totaal biogas;1997;;4997.0;3077.0;376.0;1544.0;267.0;960.0;741.0;376.0
416;Totaal biogas;1998;;4917.0;3047.0;425.0;1445.0;257.0;924.0;651.0;425.0
417;Totaal biogas;1999;;5132.0;3235.0;513.0;1385.0;276.0;994.0;729.0;513.0
418;Totaal biogas;2000;;5211.0;3316.0;549.0;1347.0;286.0;1028.0;752.0;549.0
419;Totaal biogas;2001;;5360.0;3584.0;482.0;1293.0;310.0;1118.0;838.0;482.0
420;Totaal biogas;2002;;5562.0;4047.0;414.0;1101.0;333.0;1198.0;915.0;414.0
421;Totaal biogas;2003;;5392.0;3866.0;316.0;1210.0;327.0;1178.0;852.0;316.0
422;Totaal biogas;2004;;5285.0;3559.0;436.0;1291.0;293.0;1054.0;928.0;436.0
423;Totaal biogas;2005;;5095.0;3528.0;446.0;1120.0;295.0;1061.0;841.0;446.0
424;Totaal biogas;2006;;5879.0;4339.0;445.0;1094.0;361.0;1301.0;857.0;445.0
425;Totaal biogas;2007;;7153.0;5871.0;417.0;865.0;511.0;1840.0;1004.0;417.0
426;Totaal biogas;2008;;9258.0;8039.0;396.0;824.0;733.0;2640.0;1241.0;396.0
427;Totaal biogas;2009;;10939.0;9653.0;387.0;898.0;916.0;3297.0;1582.0;387.0
428;Totaal biogas;2010;;11984.0;10807.0;345.0;832.0;1028.0;3700.0;2007.0;345.0
429;Totaal biogas;2011;;11968.0;10809.0;545.0;615.0;1036.0;3728.0;2080.0;545.0
430;Totaal biogas;2012;;12165.0;10483.0;875.0;807.0;1009.0;3631.0;2235.0;875.0
431;Totaal biogas;2013;;12777.0;10330.0;1492.0;955.0;980.0;3528.0;2389.0;1492.0
432;Totaal biogas;2014;;13094.0;10364.0;1952.0;778.0;1005.0;3620.0;2716.0;1952.0
433;Totaal biogas;2015;;13693.0;10469.0;2523.0;700.0;1036.0;3729.0;2903.0;2523.0
434;Totaal biogas;2016;;13453.0;10061.0;2620.0;771.0;993.0;3574.0;2956.0;2620.0
435;Totaal biogas;2017;;13377.0;9360.0;3100.0;917.0;923.0;3324.0;2758.0;3100.0
436;Totaal biogas;2018;;13846.0;9146.0;3375.0;1325.0;887.0;3193.0;2969.0;3375.0
437;Totaal biogas;2019;;15157.0;9093.0;4502.0;1561.0;895.0;3222.0;2996.0;4502.0
438;Totaal biogas;2020;;17200.0;8882.0;6387.0;1931.0;870.0;3131.0;3395.0;6387.0
439;Totaal biogas;2021;;17837.0;8861.0;7160.0;1815.0;868.0;3124.0;3351.0;7160.0
440;Totaal biogas;2022;;18273.0;8590.0;8053.0;1630.0;840.0;3024.0;3018.0;8053.0
441;Totaal biogas;2023;;18735.0;7253.0;9718.0;1763.0;699.0;2518.0;2181.0;9718.0
442;Biogas uit stortplaatsen;1990;;392.0;221.0;101.0;70.0;17.0;60.0;20.0;101.0
443;Biogas uit stortplaatsen;1991;;681.0;392.0;171.0;118.0;29.0;104.0;77.0;171.0
444;Biogas uit stortplaatsen;1992;;1334.0;512.0;486.0;336.0;32.0;116.0;123.0;486.0
445;Biogas uit stortplaatsen;1993;;1676.0;895.0;462.0;319.0;78.0;282.0;103.0;462.0
446;Biogas uit stortplaatsen;1994;;2036.0;1348.0;407.0;281.0;124.0;445.0;143.0;407.0
447;Biogas uit stortplaatsen;1995;;2238.0;1563.0;399.0;276.0;142.0;510.0;151.0;399.0
448;Biogas uit stortplaatsen;1996;;2439.0;1777.0;392.0;270.0;160.0;575.0;159.0;392.0
449;Biogas uit stortplaatsen;1997;;2136.0;1628.0;376.0;133.0;145.0;522.0;105.0;376.0
450;Biogas uit stortplaatsen;1998;;2221.0;1648.0;425.0;147.0;149.0;537.0;74.0;425.0
451;Biogas uit stortplaatsen;1999;;2305.0;1669.0;513.0;124.0;153.0;551.0;42.0;513.0
452;Biogas uit stortplaatsen;2000;;2313.0;1697.0;549.0;67.0;158.0;569.0;44.0;549.0
453;Biogas uit stortplaatsen;2001;;2303.0;1775.0;482.0;46.0;165.0;593.0;41.0;482.0
454;Biogas uit stortplaatsen;2002;;2494.0;2037.0;414.0;44.0;181.0;653.0;86.0;414.0
455;Biogas uit stortplaatsen;2003;;2257.0;1915.0;316.0;26.0;171.0;616.0;55.0;316.0
456;Biogas uit stortplaatsen;2004;;2041.0;1605.0;436.0;;138.0;497.0;66.0;436.0
457;Biogas uit stortplaatsen;2005;;1909.0;1463.0;446.0;;131.0;471.0;68.0;446.0
458;Biogas uit stortplaatsen;2006;;1926.0;1480.0;445.0;;127.0;455.0;41.0;445.0
459;Biogas uit stortplaatsen;2007;;1909.0;1492.0;417.0;;114.0;411.0;72.0;417.0
460;Biogas uit stortplaatsen;2008;;1858.0;1462.0;396.0;;109.0;393.0;106.0;396.0
461;Biogas uit stortplaatsen;2009;;1641.0;1254.0;387.0;;100.0;359.0;66.0;387.0
462;Biogas uit stortplaatsen;2010;;1538.0;1193.0;345.0;;93.0;335.0;55.0;345.0
463;Biogas uit stortplaatsen;2011;;1364.0;1048.0;316.0;;82.0;294.0;67.0;316.0
464;Biogas uit stortplaatsen;2012;;1251.0;916.0;247.0;88.0;68.0;245.0;;247.0
465;Biogas uit stortplaatsen;2013;;1080.0;789.0;173.0;118.0;55.0;197.0;;173.0
466;Biogas uit stortplaatsen;2014;;955.0;637.0;231.0;86.0;46.0;167.0;;231.0
467;Biogas uit stortplaatsen;2015;;815.0;550.0;186.0;79.0;43.0;155.0;;186.0
468;Biogas uit stortplaatsen;2016;;677.0;466.0;146.0;65.0;34.0;122.0;;146.0
469;Biogas uit stortplaatsen;2017;;706.0;430.0;157.0;118.0;30.0;107.0;;157.0
470;Biogas uit stortplaatsen;2018;;532.0;312.0;127.0;93.0;23.0;84.0;;127.0
471;Biogas uit stortplaatsen;2019;;437.0;188.0;144.0;105.0;21.0;77.0;;144.0
472;Biogas uit stortplaatsen;2020;;417.0;172.0;157.0;88.0;14.0;50.0;;157.0
473;Biogas uit stortplaatsen;2021;;394.0;156.0;179.0;60.0;13.0;47.0;;179.0
474;Biogas uit stortplaatsen;2022;;431.0;190.0;167.0;74.0;14.0;50.0;;167.0
475;Biogas uit stortplaatsen;2023;;415.0;217.0;134.0;65.0;16.0;58.0;;134.0
476;Biogas rioolwaterzuiveringsinstallaties;1990;;1516.0;891.0;;625.0;71.0;254.0;352.0;
477;Biogas rioolwaterzuiveringsinstallaties;1991;;1700.0;1051.0;;649.0;87.0;313.0;434.0;
478;Biogas rioolwaterzuiveringsinstallaties;1992;;1608.0;1117.0;;492.0;92.0;330.0;458.0;
479;Biogas rioolwaterzuiveringsinstallaties;1993;;1827.0;1194.0;;633.0;95.0;341.0;473.0;
480;Biogas rioolwaterzuiveringsinstallaties;1994;;1827.0;1226.0;;601.0;98.0;355.0;492.0;
481;Biogas rioolwaterzuiveringsinstallaties;1995;;1834.0;1326.0;;508.0;106.0;382.0;530.0;
482;Biogas rioolwaterzuiveringsinstallaties;1996;;1827.0;1258.0;;569.0;102.0;368.0;511.0;
483;Biogas rioolwaterzuiveringsinstallaties;1997;;1904.0;1315.0;;589.0;113.0;408.0;566.0;
484;Biogas rioolwaterzuiveringsinstallaties;1998;;1797.0;1244.0;;553.0;98.0;352.0;489.0;
485;Biogas rioolwaterzuiveringsinstallaties;1999;;1890.0;1331.0;;559.0;109.0;393.0;546.0;
486;Biogas rioolwaterzuiveringsinstallaties;2000;;1925.0;1345.0;;579.0;111.0;398.0;553.0;
487;Biogas rioolwaterzuiveringsinstallaties;2001;;2068.0;1537.0;;530.0;129.0;465.0;645.0;
488;Biogas rioolwaterzuiveringsinstallaties;2002;;2073.0;1674.0;;399.0;130.0;468.0;649.0;
489;Biogas rioolwaterzuiveringsinstallaties;2003;;2006.0;1560.0;;446.0;129.0;463.0;642.0;
490;Biogas rioolwaterzuiveringsinstallaties;2004;;2033.0;1627.0;;407.0;133.0;477.0;740.0;
491;Biogas rioolwaterzuiveringsinstallaties;2005;;1946.0;1575.0;;370.0;123.0;444.0;649.0;
492;Biogas rioolwaterzuiveringsinstallaties;2006;;2010.0;1725.0;;285.0;132.0;475.0;620.0;
493;Biogas rioolwaterzuiveringsinstallaties;2007;;1998.0;1813.0;;185.0;143.0;515.0;682.0;
494;Biogas rioolwaterzuiveringsinstallaties;2008;;2045.0;1818.0;;227.0;150.0;540.0;713.0;
495;Biogas rioolwaterzuiveringsinstallaties;2009;;2046.0;1828.0;;219.0;151.0;542.0;749.0;
496;Biogas rioolwaterzuiveringsinstallaties;2010;;2101.0;1926.0;;175.0;164.0;590.0;758.0;
497;Biogas rioolwaterzuiveringsinstallaties;2011;;2156.0;1995.0;;162.0;173.0;623.0;823.0;
498;Biogas rioolwaterzuiveringsinstallaties;2012;;2222.0;2083.0;;139.0;185.0;664.0;812.0;
499;Biogas rioolwaterzuiveringsinstallaties;2013;;2421.0;2233.0;;188.0;194.0;699.0;746.0;
500;Biogas rioolwaterzuiveringsinstallaties;2014;;2359.0;2205.0;;154.0;201.0;725.0;767.0;
501;Biogas rioolwaterzuiveringsinstallaties;2015;;2316.0;2177.0;;140.0;206.0;743.0;713.0;
502;Biogas rioolwaterzuiveringsinstallaties;2016;;2425.0;2257.0;;167.0;208.0;749.0;832.0;
503;Biogas rioolwaterzuiveringsinstallaties;2017;;2355.0;2135.0;;220.0;196.0;706.0;742.0;
504;Biogas rioolwaterzuiveringsinstallaties;2018;;2427.0;2077.0;75.0;275.0;195.0;703.0;741.0;75.0
505;Biogas rioolwaterzuiveringsinstallaties;2019;;2565.0;2121.0;113.0;331.0;202.0;727.0;739.0;113.0
506;Biogas rioolwaterzuiveringsinstallaties;2020;;2898.0;2175.0;289.0;434.0;205.0;738.0;802.0;289.0
507;Biogas rioolwaterzuiveringsinstallaties;2021;;2848.0;1958.0;585.0;304.0;180.0;647.0;605.0;585.0
508;Biogas rioolwaterzuiveringsinstallaties;2022;;2517.0;1759.0;567.0;191.0;163.0;587.0;581.0;567.0
509;Biogas rioolwaterzuiveringsinstallaties;2023;;2694.0;1669.0;658.0;367.0;157.0;565.0;504.0;658.0
510;Biogas, co-vergisting van mest;1990;;;;;;;;;
511;Biogas, co-vergisting van mest;1991;;;;;;;;;
512;Biogas, co-vergisting van mest;1992;;;;;;;;;
513;Biogas, co-vergisting van mest;1993;;;;;;;;;
514;Biogas, co-vergisting van mest;1994;;;;;;;;;
515;Biogas, co-vergisting van mest;1995;;;;;;;;;
516;Biogas, co-vergisting van mest;1996;;;;;;;;;
517;Biogas, co-vergisting van mest;1997;;;;;;;;;
518;Biogas, co-vergisting van mest;1998;;;;;;;;;
519;Biogas, co-vergisting van mest;1999;;;;;;;;;
520;Biogas, co-vergisting van mest;2000;;;;;;;;;
521;Biogas, co-vergisting van mest;2001;;;;;;;;;
522;Biogas, co-vergisting van mest;2002;;;;;;;;;
523;Biogas, co-vergisting van mest;2003;;;;;;;;;
524;Biogas, co-vergisting van mest;2004;;;;;;;;;
525;Biogas, co-vergisting van mest;2005;;85.0;85.0;;;9.0;32.0;8.0;
526;Biogas, co-vergisting van mest;2006;;561.0;561.0;;;59.0;213.0;26.0;
527;Biogas, co-vergisting van mest;2007;;1772.0;1772.0;;;187.0;673.0;91.0;
528;Biogas, co-vergisting van mest;2008;;3505.0;3505.0;;;370.0;1332.0;246.0;
529;Biogas, co-vergisting van mest;2009;;5002.0;5002.0;;;528.0;1901.0;457.0;
530;Biogas, co-vergisting van mest;2010;;5445.0;5445.0;;;575.0;2069.0;671.0;
531;Biogas, co-vergisting van mest;2011;;5326.0;5326.0;;;562.0;2024.0;660.0;
532;Biogas, co-vergisting van mest;2012;;5214.0;5214.0;;;550.0;1981.0;943.0;
533;Biogas, co-vergisting van mest;2013;;4977.0;4977.0;;;525.0;1891.0;1069.0;
534;Biogas, co-vergisting van mest;2014;;4972.0;4972.0;;;525.0;1890.0;1286.0;
535;Biogas, co-vergisting van mest;2015;;5241.0;5241.0;;;553.0;1992.0;1557.0;
536;Biogas, co-vergisting van mest;2016;;4966.0;4966.0;;;524.0;1887.0;1636.0;
537;Biogas, co-vergisting van mest;2017;;4821.0;4821.0;;;509.0;1832.0;1606.0;
538;Biogas, co-vergisting van mest;2018;;5313.0;4675.0;638.0;;493.0;1776.0;1566.0;638.0
539;Biogas, co-vergisting van mest;2019;;6061.0;4462.0;1599.0;;471.0;1695.0;1494.0;1599.0
540;Biogas, co-vergisting van mest;2020;;6977.0;4237.0;2739.0;;447.0;1610.0;1879.0;2739.0
541;Biogas, co-vergisting van mest;2021;;7880.0;4326.0;3554.0;;457.0;1644.0;2019.0;3554.0
542;Biogas, co-vergisting van mest;2022;;8335.0;4239.0;4096.0;;447.0;1611.0;1793.0;4096.0
543;Biogas, co-vergisting van mest;2023;;8564.0;3062.0;5501.0;;323.0;1164.0;1056.0;5501.0
544;Overig biogas;1990;;468.0;45.0;;423.0;4.0;15.0;15.0;
545;Overig biogas;1991;;563.0;57.0;;506.0;4.0;15.0;20.0;
546;Overig biogas;1992;;616.0;78.0;;538.0;5.0;19.0;39.0;
547;Overig biogas;1993;;640.0;102.0;;538.0;7.0;26.0;45.0;
548;Overig biogas;1994;;746.0;81.0;;665.0;3.0;11.0;45.0;
549;Overig biogas;1995;;826.0;129.0;;697.0;7.0;25.0;69.0;
550;Overig biogas;1996;;899.0;177.0;;722.0;10.0;35.0;91.0;
551;Overig biogas;1997;;957.0;134.0;;823.0;8.0;31.0;70.0;
552;Overig biogas;1998;;900.0;154.0;;745.0;10.0;35.0;89.0;
553;Overig biogas;1999;;937.0;235.0;;703.0;14.0;50.0;141.0;
554;Overig biogas;2000;;974.0;274.0;;700.0;17.0;61.0;155.0;
555;Overig biogas;2001;;989.0;272.0;;717.0;17.0;60.0;152.0;
556;Overig biogas;2002;;994.0;336.0;;658.0;22.0;78.0;180.0;
557;Overig biogas;2003;;1129.0;391.0;;738.0;28.0;99.0;155.0;
558;Overig biogas;2004;;1211.0;327.0;;884.0;22.0;80.0;123.0;
559;Overig biogas;2005;;1155.0;405.0;;750.0;32.0;114.0;116.0;
560;Overig biogas;2006;;1382.0;573.0;;809.0;44.0;158.0;170.0;
561;Overig biogas;2007;;1475.0;795.0;;680.0;67.0;240.0;159.0;
562;Overig biogas;2008;;1850.0;1253.0;;597.0;104.0;375.0;176.0;
563;Overig biogas;2009;;2249.0;1569.0;;679.0;137.0;495.0;309.0;
564;Overig biogas;2010;;2900.0;2243.0;;657.0;196.0;707.0;523.0;
565;Overig biogas;2011;;3121.0;2440.0;228.0;453.0;219.0;787.0;529.0;228.0
566;Overig biogas;2012;;3478.0;2270.0;628.0;580.0;206.0;741.0;480.0;628.0
567;Overig biogas;2013;;4299.0;2331.0;1320.0;648.0;206.0;741.0;574.0;1320.0
568;Overig biogas;2014;;4808.0;2550.0;1721.0;537.0;233.0;838.0;662.0;1721.0
569;Overig biogas;2015;;5320.0;2501.0;2337.0;482.0;233.0;840.0;633.0;2337.0
570;Overig biogas;2016;;5385.0;2371.0;2475.0;539.0;227.0;816.0;488.0;2475.0
571;Overig biogas;2017;;5496.0;1974.0;2943.0;579.0;189.0;679.0;411.0;2943.0
572;Overig biogas;2018;;5574.0;2082.0;2535.0;957.0;175.0;630.0;662.0;2535.0
573;Overig biogas;2019;;6093.0;2322.0;2646.0;1125.0;201.0;722.0;763.0;2646.0
574;Overig biogas;2020;;6909.0;2297.0;3202.0;1410.0;204.0;733.0;714.0;3202.0
575;Overig biogas;2021;;6715.0;2421.0;2842.0;1451.0;218.0;786.0;727.0;2842.0
576;Overig biogas;2022;;6991.0;2402.0;3223.0;1365.0;216.0;776.0;644.0;3223.0
577;Overig biogas;2023;;7062.0;2305.0;3425.0;1332.0;203.0;731.0;621.0;3425.0
578;Vloeibare biotransportbrandstof, totaal;1990;;;;;;;;;
579;Vloeibare biotransportbrandstof, totaal;1991;;;;;;;;;
580;Vloeibare biotransportbrandstof, totaal;1992;;;;;;;;;
581;Vloeibare biotransportbrandstof, totaal;1993;;;;;;;;;
582;Vloeibare biotransportbrandstof, totaal;1994;;;;;;;;;
583;Vloeibare biotransportbrandstof, totaal;1995;;;;;;;;;
584;Vloeibare biotransportbrandstof, totaal;1996;;;;;;;;;
585;Vloeibare biotransportbrandstof, totaal;1997;;;;;;;;;
586;Vloeibare biotransportbrandstof, totaal;1998;;;;;;;;;
587;Vloeibare biotransportbrandstof, totaal;1999;;;;;;;;;
588;Vloeibare biotransportbrandstof, totaal;2000;;;;;;;;;
589;Vloeibare biotransportbrandstof, totaal;2001;;;;;;;;;
590;Vloeibare biotransportbrandstof, totaal;2002;;;;;;;;;
591;Vloeibare biotransportbrandstof, totaal;2003;;134.0;;;134.0;;;;
