ID;PersoonsEnBuurtkenmerken;Cijfersoort;Perioden;Inbraakalarm_1;ExtraHangEnSluitwerk_2;ExtraBuitenverlichting_3;LuikenVoorRamenDeuren_4;PolitiekeurmerkVoorVeiligWonen_5;InbraakpreventieSchaalscore_6;FietsVerzekerdTegenDiefstal_7;FietsMetDiefstalpreventiechip_8;AlarminstallatieStartonderbreker_9;ZelfAangebrachteInstallatie_10;MobieleTelefoonMetPincode_11;PCMetWachtwoord_12
80;109;Waarde;2005;11.2;82.8;79.1;14.3;14.7;4.0;51.3;10.9;44.6;7.5;85.6;63.9
81;109;Waarde;2006;10.5;82.9;78.4;15.2;15.3;4.0;49.5;11.1;47.0;5.6;86.0;64.9
82;109;Waarde;2007;11.1;82.4;80.7;15.4;15.7;4.1;51.6;12.4;46.2;5.3;86.7;67.7
83;109;Waarde;2008;12.2;83.5;81.1;16.3;16.5;4.2;51.3;11.6;46.8;4.6;85.5;69.1
84;109;Betrouwbaarheidsmarge;2005;1.3;1.6;1.8;1.3;1.3;0.1;1.8;1.1;2.3;1.9;1.3;1.9
85;109;Betrouwbaarheidsmarge;2006;0.6;0.9;1.0;0.7;0.7;0.0;1.0;0.6;1.2;0.9;0.7;1.0
86;109;Betrouwbaarheidsmarge;2007;0.7;0.9;1.0;0.7;0.8;0.0;1.0;0.6;1.2;0.8;0.7;1.0
87;109;Betrouwbaarheidsmarge;2008;0.7;0.8;0.9;0.7;0.8;0.0;1.0;0.6;1.2;0.8;0.7;0.9
88;111;Waarde;2005;14.4;85.3;86.0;19.3;17.1;4.4;53.8;12.5;61.2;5.8;86.2;65.1
89;111;Waarde;2006;12.7;86.8;86.6;18.5;18.8;4.5;51.6;12.7;60.6;5.6;85.4;67.0
90;111;Waarde;2007;13.6;87.3;87.5;19.9;18.8;4.5;52.2;13.8;61.2;4.3;85.5;68.9
91;111;Waarde;2008;14.5;88.1;88.4;20.7;19.0;4.6;53.1;13.6;60.9;3.6;85.4;69.3
92;111;Betrouwbaarheidsmarge;2005;1.2;1.3;1.4;1.3;1.3;0.1;1.7;1.1;1.9;1.2;1.2;1.7
93;111;Betrouwbaarheidsmarge;2006;0.6;0.7;0.7;0.7;0.7;0.0;0.9;0.6;1.0;0.6;0.7;0.9
94;111;Betrouwbaarheidsmarge;2007;0.6;0.7;0.7;0.7;0.7;0.0;0.9;0.6;1.0;0.5;0.7;0.9
95;111;Betrouwbaarheidsmarge;2008;0.6;0.6;0.6;0.7;0.7;0.0;0.9;0.6;1.0;0.5;0.7;0.9
96;112;Waarde;2005;9.1;82.4;72.2;11.6;9.7;3.7;46.2;6.5;48.0;6.3;80.1;67.6
97;112;Waarde;2006;6.9;79.0;67.6;8.8;13.7;3.5;40.9;8.5;44.6;8.5;85.7;66.2
98;112;Waarde;2007;7.9;80.1;75.2;10.3;14.1;3.8;40.6;9.2;47.5;6.6;85.6;67.4
99;112;Waarde;2008;10.6;81.6;75.6;12.7;16.9;3.9;45.4;9.1;54.4;4.2;84.8;70.6
100;112;Betrouwbaarheidsmarge;2005;3.5;4.1;4.9;3.5;3.0;0.2;5.2;2.5;6.1;4.6;4.3;5.1
101;112;Betrouwbaarheidsmarge;2006;1.4;2.4;2.9;1.5;1.9;0.1;2.8;1.6;3.2;2.8;2.1;2.9
102;112;Betrouwbaarheidsmarge;2007;1.5;2.2;2.6;1.6;1.9;0.1;2.8;1.5;3.1;2.4;1.9;2.8
103;112;Betrouwbaarheidsmarge;2008;1.7;2.2;2.5;1.8;2.0;0.1;2.7;1.5;3.1;1.9;2.0;2.6
104;113;Waarde;2005;15.1;83.9;80.3;12.2;14.8;4.1;54.2;10.3;42.1;6.2;71.5;55.0
105;113;Waarde;2006;15.1;82.0;79.5;16.6;12.8;4.1;51.7;10.7;45.2;4.1;71.0;62.0
106;113;Waarde;2007;16.5;82.8;82.4;13.3;16.6;4.2;52.5;10.2;43.1;9.2;70.1;67.0
107;113;Waarde;2008;16.2;84.6;84.0;14.3;18.9;4.4;55.6;11.9;45.9;5.6;68.8;65.2
108;113;Betrouwbaarheidsmarge;2005;4.1;4.2;4.7;3.6;3.8;0.2;6.6;4.1;7.3;5.7;6.5;9.6
109;113;Betrouwbaarheidsmarge;2006;2.0;2.3;2.4;2.1;1.8;0.1;3.3;1.9;4.0;3.0;3.4;4.7
110;113;Betrouwbaarheidsmarge;2007;2.3;2.4;2.5;1.9;2.3;0.1;3.5;2.1;4.2;4.0;3.4;4.8
111;113;Betrouwbaarheidsmarge;2008;2.1;2.1;2.2;2.0;2.4;0.1;3.5;2.2;4.1;3.5;3.4;4.4
112;114;Waarde;2005;8.2;78.2;71.5;11.0;12.7;3.6;34.6;6.5;49.1;9.5;90.1;57.9
113;114;Waarde;2006;8.6;78.7;69.4;12.5;12.3;3.6;34.7;7.0;52.5;6.9;90.4;56.6
114;114;Waarde;2007;8.6;78.2;72.0;12.9;13.0;3.7;37.3;7.9;52.7;5.7;91.4;59.8
115;114;Waarde;2008;8.8;78.7;72.3;13.5;12.3;3.7;36.2;7.5;52.3;5.4;90.5;62.5
116;114;Betrouwbaarheidsmarge;2005;1.3;2.3;2.6;1.5;1.7;0.1;2.2;1.1;3.2;2.8;1.4;2.4
117;114;Betrouwbaarheidsmarge;2006;0.7;1.3;1.5;0.9;0.9;0.1;1.2;0.6;1.7;1.4;0.7;1.3
118;114;Betrouwbaarheidsmarge;2007;0.7;1.3;1.4;0.8;0.9;0.1;1.2;0.7;1.7;1.1;0.7;1.3
119;114;Betrouwbaarheidsmarge;2008;0.7;1.2;1.3;0.9;0.9;0.1;1.2;0.6;1.7;1.1;0.7;1.2
120;115;Waarde;2005;11.5;77.0;72.6;12.7;12.7;3.7;42.9;10.6;43.4;8.0;82.4;64.1
121;115;Waarde;2006;11.0;79.6;73.1;16.7;13.8;3.9;42.1;11.1;52.4;9.0;82.4;62.6
122;115;Waarde;2007;11.1;79.1;77.0;15.4;15.5;4.0;43.6;12.4;52.8;7.1;83.8;66.3
123;115;Waarde;2008;11.7;81.9;77.4;18.5;15.2;4.1;44.0;12.1;52.2;6.5;79.8;68.1
124;115;Betrouwbaarheidsmarge;2005;2.2;2.9;3.3;2.0;2.0;0.1;3.2;1.8;4.1;3.9;2.6;3.7
125;115;Betrouwbaarheidsmarge;2006;1.1;1.6;1.8;1.3;1.2;0.1;1.7;1.0;2.4;2.2;1.4;2.0
126;115;Betrouwbaarheidsmarge;2007;1.1;1.5;1.6;1.1;1.2;0.1;1.7;1.1;2.1;1.6;1.2;1.8
127;115;Betrouwbaarheidsmarge;2008;1.2;1.5;1.7;1.3;1.3;0.1;1.8;1.1;2.4;1.8;1.5;1.9
128;116;Waarde;2005;12.1;84.5;84.1;17.8;14.4;4.3;49.5;11.5;53.6;6.0;87.0;62.4
129;116;Waarde;2006;9.6;82.2;80.2;16.5;14.9;4.1;47.2;11.2;53.2;7.6;84.8;63.9
130;116;Waarde;2007;11.2;84.1;82.0;18.5;15.8;4.2;48.0;12.2;53.0;5.0;85.0;66.0
131;116;Waarde;2008;12.6;84.1;83.2;18.8;16.2;4.3;49.6;12.4;53.9;4.8;85.5;68.2
132;116;Betrouwbaarheidsmarge;2005;1.9;2.1;2.3;2.0;1.9;0.1;2.6;1.6;3.4;2.3;1.8;2.7
133;116;Betrouwbaarheidsmarge;2006;0.8;1.3;1.5;1.1;1.0;0.1;1.4;0.8;1.8;1.5;1.0;1.4
134;116;Betrouwbaarheidsmarge;2007;1.0;1.3;1.4;1.1;1.1;0.1;1.4;0.9;1.9;1.2;1.0;1.5
135;116;Betrouwbaarheidsmarge;2008;1.0;1.2;1.3;1.2;1.2;0.1;1.4;0.9;1.8;1.2;1.0;1.4
136;117;Waarde;2005;11.4;83.6;80.1;15.6;15.4;4.1;47.0;9.6;57.8;7.1;87.7;63.0
137;117;Waarde;2006;11.2;83.9;79.2;15.8;16.6;4.1;45.6;10.6;56.6;5.2;88.7;63.5
138;117;Waarde;2007;11.5;83.4;82.0;16.0;16.1;4.2;47.0;11.4;58.6;5.2;88.8;65.3
139;117;Waarde;2008;11.7;84.7;82.7;16.7;17.6;4.3;47.4;10.9;58.8;3.6;89.1;67.5
140;117;Betrouwbaarheidsmarge;2005;1.5;2.0;2.2;1.7;1.7;0.1;2.2;1.3;2.5;1.8;1.5;2.3
141;117;Betrouwbaarheidsmarge;2006;0.8;1.1;1.3;0.9;0.9;0.1;1.1;0.7;1.3;0.8;0.7;1.2
142;117;Betrouwbaarheidsmarge;2007;0.8;1.1;1.2;0.9;1.0;0.1;1.2;0.7;1.3;0.8;0.7;1.2
143;117;Betrouwbaarheidsmarge;2008;0.8;1.0;1.1;0.9;0.9;0.1;1.1;0.7;1.3;0.7;0.7;1.1
144;118;Waarde;2005;11.8;82.8;78.7;13.6;15.9;4.1;48.8;9.0;61.8;6.1;89.4;62.0
145;118;Waarde;2006;11.9;84.3;79.3;12.1;15.5;4.1;45.7;8.8;62.6;4.3;89.4;62.2
146;118;Waarde;2007;12.1;85.0;79.7;14.1;17.4;4.2;48.2;10.1;61.4;3.5;89.7;64.6
147;118;Waarde;2008;12.5;83.6;79.8;13.3;17.3;4.1;46.6;10.4;60.3;3.3;87.4;64.5
148;118;Betrouwbaarheidsmarge;2005;2.0;2.9;3.2;2.2;2.5;0.1;3.2;1.7;3.3;2.1;2.0;3.1
149;118;Betrouwbaarheidsmarge;2006;1.1;1.5;1.8;1.1;1.3;0.1;1.6;0.9;1.7;0.9;1.0;1.6
150;118;Betrouwbaarheidsmarge;2007;1.2;1.5;1.8;1.2;1.4;0.1;1.7;1.0;1.8;0.9;1.0;1.7
151;118;Betrouwbaarheidsmarge;2008;1.2;1.5;1.7;1.1;1.4;0.1;1.7;1.0;1.8;0.8;1.1;1.6
152;119;Waarde;2005;12.9;85.6;74.4;8.7;12.0;3.9;40.5;6.0;66.1;4.8;86.0;56.8
153;119;Waarde;2006;9.9;81.6;68.9;8.5;13.6;3.6;40.2;8.1;57.1;6.6;87.9;59.4
154;119;Waarde;2007;12.3;82.6;76.2;9.5;14.0;3.9;39.6;7.2;58.1;4.0;88.1;62.9
155;119;Waarde;2008;13.7;81.3;76.2;11.8;12.5;3.9;42.3;7.5;58.9;4.1;89.3;61.8
156;119;Betrouwbaarheidsmarge;2005;3.8;5.5;6.2;3.0;4.0;0.2;5.5;2.7;6.1;3.7;4.4;5.7
157;119;Betrouwbaarheidsmarge;2006;1.7;2.9;3.5;1.7;2.2;0.1;2.9;1.5;3.3;2.3;2.0;3.0
158;119;Betrouwbaarheidsmarge;2007;1.8;2.7;2.9;1.6;2.0;0.1;2.7;1.4;3.0;1.4;1.8;2.7
159;119;Betrouwbaarheidsmarge;2008;1.8;2.5;2.7;1.7;1.6;0.1;2.5;1.3;2.8;1.4;1.6;2.5
160;120;Waarde;2005;12.3;83.5;81.9;15.3;15.5;4.2;48.9;10.9;56.5;5.7;86.5;62.1
161;120;Waarde;2006;11.4;84.1;80.6;15.2;15.9;4.1;47.0;11.0;56.4;5.3;86.3;62.7
162;120;Waarde;2007;12.2;84.2;82.5;15.8;16.7;4.2;48.0;11.8;57.3;4.3;86.9;65.0
163;120;Waarde;2008;12.6;84.9;83.2;16.8;17.2;4.3;48.9;11.6;57.3;3.6;86.4;66.7
164;120;Betrouwbaarheidsmarge;2005;1.0;1.2;1.3;1.0;1.1;0.1;1.4;0.8;1.6;1.0;1.0;1.5
165;120;Betrouwbaarheidsmarge;2006;0.5;0.6;0.7;0.5;0.6;0.0;0.7;0.4;0.8;0.5;0.5;0.7
166;120;Betrouwbaarheidsmarge;2007;0.5;0.7;0.7;0.5;0.6;0.0;0.8;0.5;0.9;0.5;0.5;0.8
167;120;Betrouwbaarheidsmarge;2008;0.5;0.6;0.7;0.6;0.6;0.0;0.7;0.5;0.9;0.4;0.5;0.7
168;121;Waarde;2005;11.8;82.4;74.5;18.0;12.9;4.0;46.8;7.6;60.5;11.0;86.7;63.3
169;121;Waarde;2006;10.0;79.8;72.9;16.7;16.1;3.9;43.4;9.3;60.5;6.3;88.3;64.4
170;121;Waarde;2007;11.7;81.0;78.3;17.3;16.0;4.1;44.3;9.8;57.4;7.1;87.3;67.2
171;121;Waarde;2008;12.0;82.1;77.0;16.4;13.7;4.0;42.9;9.4;60.0;5.1;85.7;69.2
172;121;Betrouwbaarheidsmarge;2005;2.9;4.0;4.6;3.5;3.2;0.2;4.7;2.4;5.4;4.7;3.0;4.6
173;121;Betrouwbaarheidsmarge;2006;1.5;2.5;2.8;1.8;1.9;0.1;2.4;1.4;2.9;1.9;1.6;2.5
174;121;Betrouwbaarheidsmarge;2007;1.7;2.4;2.4;1.8;1.9;0.1;2.5;1.4;2.9;2.1;1.7;2.4
175;121;Betrouwbaarheidsmarge;2008;1.6;2.0;2.4;1.7;1.7;0.1;2.4;1.4;2.8;1.6;1.7;2.3
176;122;Waarde;2005;6.4;71.8;56.1;8.1;7.4;3.0;21.1;2.2;44.4;17.1;87.7;64.5
177;122;Waarde;2006;6.6;71.7;57.8;12.4;9.8;3.2;25.3;4.9;52.6;16.3;88.2;65.1
178;122;Waarde;2007;5.0;72.1;60.6;12.4;10.2;3.2;27.2;5.9;52.6;11.3;88.4;67.1
179;122;Waarde;2008;9.1;73.5;63.7;14.8;11.9;3.5;27.0;6.9;54.2;10.8;87.7;65.3
180;122;Betrouwbaarheidsmarge;2005;2.8;5.4;6.0;2.7;2.6;0.2;4.9;1.8;8.0;9.1;3.6;5.5
181;122;Betrouwbaarheidsmarge;2006;1.4;3.2;3.5;2.1;1.9;0.1;2.9;1.5;4.4;4.9;2.0;3.0
182;122;Betrouwbaarheidsmarge;2007;1.2;2.9;3.2;1.8;1.7;0.1;2.9;1.5;4.1;3.6;1.8;2.8
183;122;Betrouwbaarheidsmarge;2008;1.7;2.8;3.1;2.1;1.8;0.1;2.9;1.6;4.1;3.7;1.8;2.8
184;123;Waarde;2005;10.5;78.6;69.4;13.8;12.6;3.7;34.8;7.5;42.6;6.9;84.0;59.1
185;123;Waarde;2006;7.1;74.1;63.7;12.0;11.0;3.4;32.9;7.3;45.4;10.4;84.2;60.1
186;123;Waarde;2007;8.2;76.2;70.2;13.5;10.9;3.6;34.2;8.6;47.0;5.3;85.3;60.6
187;123;Waarde;2008;8.1;75.6;67.7;12.6;11.7;3.5;32.8;7.1;48.8;7.1;84.8;64.4
188;123;Betrouwbaarheidsmarge;2005;2.3;3.2;3.7;2.5;2.3;0.2;3.3;1.8;4.7;3.5;2.8;4.0
189;123;Betrouwbaarheidsmarge;2006;1.0;1.9;2.2;1.2;1.2;0.1;1.8;0.9;2.6;2.9;1.5;2.1
190;123;Betrouwbaarheidsmarge;2007;1.1;1.9;2.0;1.2;1.2;0.1;1.8;1.0;2.6;1.8;1.4;2.1
191;123;Betrouwbaarheidsmarge;2008;1.0;1.8;2.0;1.2;1.2;0.1;1.8;1.0;2.6;2.1;1.4;2.0
192;124;Waarde;2005;11.7;82.7;80.1;15.7;15.1;4.1;49.4;11.2;50.2;7.5;82.1;63.2
193;124;Waarde;2006;9.5;82.1;77.7;15.5;15.2;4.0;45.0;10.7;52.2;8.9;85.2;63.0
194;124;Waarde;2007;10.2;83.4;79.3;14.9;17.5;4.1;42.8;12.2;52.2;6.8;85.2;62.8
195;124;Waarde;2008;11.0;84.0;80.4;16.4;18.2;4.2;45.6;11.3;54.3;4.5;83.7;66.1
196;124;Betrouwbaarheidsmarge;2005;2.2;2.5;2.7;2.2;2.2;0.1;3.1;1.9;3.6;2.9;2.4;3.3
197;124;Betrouwbaarheidsmarge;2006;1.0;1.4;1.6;1.1;1.1;0.1;1.6;1.0;2.0;1.7;1.2;1.8
198;124;Betrouwbaarheidsmarge;2007;1.1;1.4;1.5;1.1;1.3;0.1;1.6;1.0;2.0;1.5;1.2;1.8
199;124;Betrouwbaarheidsmarge;2008;1.1;1.3;1.5;1.2;1.4;0.1;1.6;1.0;2.0;1.2;1.2;1.7
200;125;Waarde;2005;8.7;81.3;81.5;15.1;15.0;4.0;48.5;10.4;53.3;7.0;87.1;62.5
201;125;Waarde;2006;9.3;84.4;80.3;16.5;17.1;4.2;48.5;11.5;54.4;3.7;86.2;62.0
202;125;Waarde;2007;10.1;83.4;82.4;17.2;16.2;4.2;49.0;10.9;56.3;4.4;86.6;65.5
203;125;Waarde;2008;10.9;84.9;82.9;17.1;16.3;4.2;48.4;12.3;55.4;3.3;86.3;66.3
204;125;Betrouwbaarheidsmarge;2005;1.7;2.8;2.8;2.1;2.3;0.1;3.0;1.8;3.6;2.6;2.1;3.1
205;125;Betrouwbaarheidsmarge;2006;0.9;1.4;1.6;1.1;1.2;0.1;1.5;0.9;1.8;0.9;1.1;1.6
206;125;Betrouwbaarheidsmarge;2007;1.0;1.3;1.5;1.1;1.2;0.1;1.5;0.9;1.8;1.0;1.0;1.5
207;125;Betrouwbaarheidsmarge;2008;1.0;1.2;1.4;1.1;1.2;0.1;1.5;1.0;1.8;0.9;1.0;1.5
