ID;TypeGefailleerde;Leeftijden;Perioden;UitgesprokenFaillissementen_1
462;Natuurlijke personen;25 tot 30 jaar;2015 oktober;8
463;Natuurlijke personen;25 tot 30 jaar;2015 november;7
464;Natuurlijke personen;25 tot 30 jaar;2015 december;11
465;Natuurlijke personen;25 tot 30 jaar;2015 4e kwartaal;26
466;Natuurlijke personen;25 tot 30 jaar;2015;109
467;Natuurlijke personen;25 tot 30 jaar;2016 januari;12
468;Natuurlijke personen;25 tot 30 jaar;2016 februari;7
469;Natuurlijke personen;25 tot 30 jaar;2016 maart;12
470;Natuurlijke personen;25 tot 30 jaar;2016 1e kwartaal;31
471;Natuurlijke personen;25 tot 30 jaar;2016 april;11
472;Natuurlijke personen;25 tot 30 jaar;2016 mei;8
473;Natuurlijke personen;25 tot 30 jaar;2016 juni;4
474;Natuurlijke personen;25 tot 30 jaar;2016 2e kwartaal;23
475;Natuurlijke personen;25 tot 30 jaar;2016 juli;8
476;Natuurlijke personen;25 tot 30 jaar;2016 augustus;5
477;Natuurlijke personen;25 tot 30 jaar;2016 september;6
478;Natuurlijke personen;25 tot 30 jaar;2016 3e kwartaal;19
479;Natuurlijke personen;25 tot 30 jaar;2016 oktober;4
480;Natuurlijke personen;25 tot 30 jaar;2016 november;4
481;Natuurlijke personen;25 tot 30 jaar;2016 december;4
482;Natuurlijke personen;25 tot 30 jaar;2016 4e kwartaal;12
483;Natuurlijke personen;25 tot 30 jaar;2016;85
484;Natuurlijke personen;25 tot 30 jaar;2017 januari;11
485;Natuurlijke personen;25 tot 30 jaar;2017 februari;7
486;Natuurlijke personen;25 tot 30 jaar;2017 maart;7
487;Natuurlijke personen;25 tot 30 jaar;2017 1e kwartaal;25
488;Natuurlijke personen;25 tot 30 jaar;2017 april;6
489;Natuurlijke personen;25 tot 30 jaar;2017 mei;6
490;Natuurlijke personen;25 tot 30 jaar;2017 juni;7
491;Natuurlijke personen;25 tot 30 jaar;2017 2e kwartaal;19
492;Natuurlijke personen;25 tot 30 jaar;2017 juli;3
493;Natuurlijke personen;25 tot 30 jaar;2017 augustus;9
494;Natuurlijke personen;25 tot 30 jaar;2017 september;7
495;Natuurlijke personen;25 tot 30 jaar;2017 3e kwartaal;19
496;Natuurlijke personen;25 tot 30 jaar;2017 oktober;5
497;Natuurlijke personen;25 tot 30 jaar;2017 november;10
498;Natuurlijke personen;25 tot 30 jaar;2017 december;4
499;Natuurlijke personen;25 tot 30 jaar;2017 4e kwartaal;19
500;Natuurlijke personen;25 tot 30 jaar;2017;82
501;Natuurlijke personen;25 tot 30 jaar;2018 januari;8
502;Natuurlijke personen;25 tot 30 jaar;2018 februari;6
503;Natuurlijke personen;25 tot 30 jaar;2018 maart;2
504;Natuurlijke personen;25 tot 30 jaar;2018 1e kwartaal;16
505;Natuurlijke personen;25 tot 30 jaar;2018 april;4
506;Natuurlijke personen;25 tot 30 jaar;2018 mei;10
507;Natuurlijke personen;25 tot 30 jaar;2018 juni;6
508;Natuurlijke personen;25 tot 30 jaar;2018 2e kwartaal;20
509;Natuurlijke personen;25 tot 30 jaar;2018 juli;2
510;Natuurlijke personen;25 tot 30 jaar;2018 augustus;7
511;Natuurlijke personen;25 tot 30 jaar;2018 september;14
512;Natuurlijke personen;25 tot 30 jaar;2018 3e kwartaal;23
513;Natuurlijke personen;25 tot 30 jaar;2018 oktober;1
514;Natuurlijke personen;25 tot 30 jaar;2018 november;4
515;Natuurlijke personen;25 tot 30 jaar;2018 december;7
516;Natuurlijke personen;25 tot 30 jaar;2018 4e kwartaal;12
517;Natuurlijke personen;25 tot 30 jaar;2018;71
518;Natuurlijke personen;25 tot 30 jaar;2019 januari;6
519;Natuurlijke personen;25 tot 30 jaar;2019 februari;7
520;Natuurlijke personen;25 tot 30 jaar;2019 maart;10
521;Natuurlijke personen;25 tot 30 jaar;2019 1e kwartaal;23
522;Natuurlijke personen;25 tot 30 jaar;2019 april;3
523;Natuurlijke personen;25 tot 30 jaar;2019 mei;5
524;Natuurlijke personen;25 tot 30 jaar;2019 juni;7
525;Natuurlijke personen;25 tot 30 jaar;2019 2e kwartaal;15
526;Natuurlijke personen;25 tot 30 jaar;2019 juli;7
527;Natuurlijke personen;25 tot 30 jaar;2019 augustus;6
528;Natuurlijke personen;25 tot 30 jaar;2019 september;7
529;Natuurlijke personen;25 tot 30 jaar;2019 3e kwartaal;20
530;Natuurlijke personen;25 tot 30 jaar;2019 oktober;6
531;Natuurlijke personen;25 tot 30 jaar;2019 november;6
532;Natuurlijke personen;25 tot 30 jaar;2019 december;7
533;Natuurlijke personen;25 tot 30 jaar;2019 4e kwartaal;19
534;Natuurlijke personen;25 tot 30 jaar;2019;77
535;Natuurlijke personen;25 tot 30 jaar;2020 januari;9
536;Natuurlijke personen;25 tot 30 jaar;2020 februari;5
537;Natuurlijke personen;25 tot 30 jaar;2020 maart;3
538;Natuurlijke personen;25 tot 30 jaar;2020 1e kwartaal;17
539;Natuurlijke personen;25 tot 30 jaar;2020 april;4
540;Natuurlijke personen;25 tot 30 jaar;2020 mei;8
541;Natuurlijke personen;25 tot 30 jaar;2020 juni;9
542;Natuurlijke personen;25 tot 30 jaar;2020 2e kwartaal;21
543;Natuurlijke personen;25 tot 30 jaar;2020 juli;4
544;Natuurlijke personen;25 tot 30 jaar;2020 augustus;6
545;Natuurlijke personen;25 tot 30 jaar;2020 september;6
546;Natuurlijke personen;25 tot 30 jaar;2020 3e kwartaal;16
547;Natuurlijke personen;25 tot 30 jaar;2020 oktober;6
548;Natuurlijke personen;25 tot 30 jaar;2020 november;5
549;Natuurlijke personen;25 tot 30 jaar;2020 december;6
550;Natuurlijke personen;25 tot 30 jaar;2020 4e kwartaal;17
551;Natuurlijke personen;25 tot 30 jaar;2020;71
552;Natuurlijke personen;25 tot 30 jaar;2021 januari;8
553;Natuurlijke personen;25 tot 30 jaar;2021 februari;6
554;Natuurlijke personen;25 tot 30 jaar;2021 maart;7
555;Natuurlijke personen;25 tot 30 jaar;2021 1e kwartaal;21
556;Natuurlijke personen;25 tot 30 jaar;2021 april;5
557;Natuurlijke personen;25 tot 30 jaar;2021 mei;3
558;Natuurlijke personen;25 tot 30 jaar;2021 juni;5
559;Natuurlijke personen;25 tot 30 jaar;2021 2e kwartaal;13
560;Natuurlijke personen;25 tot 30 jaar;2021 juli;5
561;Natuurlijke personen;25 tot 30 jaar;2021 augustus;6
562;Natuurlijke personen;25 tot 30 jaar;2021 september;2
563;Natuurlijke personen;25 tot 30 jaar;2021 3e kwartaal;13
564;Natuurlijke personen;25 tot 30 jaar;2021 oktober;3
565;Natuurlijke personen;25 tot 30 jaar;2021 november;4
566;Natuurlijke personen;25 tot 30 jaar;2021 december;3
567;Natuurlijke personen;25 tot 30 jaar;2021 4e kwartaal;10
568;Natuurlijke personen;25 tot 30 jaar;2021;57
569;Natuurlijke personen;25 tot 30 jaar;2022 januari;4
570;Natuurlijke personen;25 tot 30 jaar;2022 februari;7
571;Natuurlijke personen;25 tot 30 jaar;2022 maart;4
572;Natuurlijke personen;25 tot 30 jaar;2022 1e kwartaal;15
573;Natuurlijke personen;25 tot 30 jaar;2022 april;2
574;Natuurlijke personen;25 tot 30 jaar;2022 mei;3
575;Natuurlijke personen;25 tot 30 jaar;2022 juni;10
576;Natuurlijke personen;25 tot 30 jaar;2022 2e kwartaal;15
577;Natuurlijke personen;25 tot 30 jaar;2022 juli;5
578;Natuurlijke personen;25 tot 30 jaar;2022 augustus;2
579;Natuurlijke personen;25 tot 30 jaar;2022 september;7
580;Natuurlijke personen;25 tot 30 jaar;2022 3e kwartaal;14
581;Natuurlijke personen;25 tot 30 jaar;2022 oktober;6
582;Natuurlijke personen;25 tot 30 jaar;2022 november;7
583;Natuurlijke personen;25 tot 30 jaar;2022 december;8
584;Natuurlijke personen;25 tot 30 jaar;2022 4e kwartaal;21
585;Natuurlijke personen;25 tot 30 jaar;2022;65
586;Natuurlijke personen;25 tot 30 jaar;2023 januari;9
587;Natuurlijke personen;25 tot 30 jaar;2023 februari;6
588;Natuurlijke personen;25 tot 30 jaar;2023 maart;6
589;Natuurlijke personen;25 tot 30 jaar;2023 1e kwartaal;21
590;Natuurlijke personen;25 tot 30 jaar;2023 april;4
591;Natuurlijke personen;25 tot 30 jaar;2023 mei;4
592;Natuurlijke personen;25 tot 30 jaar;2023 juni;3
593;Natuurlijke personen;25 tot 30 jaar;2023 2e kwartaal;11
594;Natuurlijke personen;25 tot 30 jaar;2023 juli;7
595;Natuurlijke personen;25 tot 30 jaar;2023 augustus;16
596;Natuurlijke personen;25 tot 30 jaar;2023 september;8
597;Natuurlijke personen;25 tot 30 jaar;2023 3e kwartaal;31
598;Natuurlijke personen;25 tot 30 jaar;2023 oktober;8
599;Natuurlijke personen;25 tot 30 jaar;2023 november;7
600;Natuurlijke personen;25 tot 30 jaar;2023 december;5
601;Natuurlijke personen;25 tot 30 jaar;2023 4e kwartaal;20
602;Natuurlijke personen;25 tot 30 jaar;2023;83
603;Natuurlijke personen;25 tot 30 jaar;2024 januari;11
604;Natuurlijke personen;25 tot 30 jaar;2024 februari;5
605;Natuurlijke personen;25 tot 30 jaar;2024 maart;6
606;Natuurlijke personen;25 tot 30 jaar;2024 1e kwartaal;22
607;Natuurlijke personen;25 tot 30 jaar;2024 april;7
608;Natuurlijke personen;25 tot 30 jaar;2024 mei;9
609;Natuurlijke personen;25 tot 30 jaar;2024 juni;5
610;Natuurlijke personen;25 tot 30 jaar;2024 2e kwartaal;21
611;Natuurlijke personen;25 tot 30 jaar;2024 juli;16
612;Natuurlijke personen;25 tot 30 jaar;2024 augustus;6
613;Natuurlijke personen;25 tot 30 jaar;2024 september;7
614;Natuurlijke personen;25 tot 30 jaar;2024 3e kwartaal;29
615;Natuurlijke personen;25 tot 30 jaar;2024 oktober;6
616;Natuurlijke personen;25 tot 30 jaar;2024 november;5
617;Natuurlijke personen;25 tot 30 jaar;2024 december;5
618;Natuurlijke personen;25 tot 30 jaar;2024 4e kwartaal;16
619;Natuurlijke personen;25 tot 30 jaar;2024;88
620;Natuurlijke personen;25 tot 30 jaar;2025 januari;9
621;Natuurlijke personen;25 tot 30 jaar;2025 februari;5
622;Natuurlijke personen;25 tot 30 jaar;2025 maart;4
623;Natuurlijke personen;25 tot 30 jaar;2025 1e kwartaal;18
624;Natuurlijke personen;30 tot 35 jaar;2013 januari;52
625;Natuurlijke personen;30 tot 35 jaar;2013 februari;35
626;Natuurlijke personen;30 tot 35 jaar;2013 maart;52
627;Natuurlijke personen;30 tot 35 jaar;2013 1e kwartaal;139
628;Natuurlijke personen;30 tot 35 jaar;2013 april;41
629;Natuurlijke personen;30 tot 35 jaar;2013 mei;38
630;Natuurlijke personen;30 tot 35 jaar;2013 juni;31
631;Natuurlijke personen;30 tot 35 jaar;2013 2e kwartaal;110
632;Natuurlijke personen;30 tot 35 jaar;2013 juli;40
633;Natuurlijke personen;30 tot 35 jaar;2013 augustus;31
634;Natuurlijke personen;30 tot 35 jaar;2013 september;22
635;Natuurlijke personen;30 tot 35 jaar;2013 3e kwartaal;93
636;Natuurlijke personen;30 tot 35 jaar;2013 oktober;44
637;Natuurlijke personen;30 tot 35 jaar;2013 november;37
638;Natuurlijke personen;30 tot 35 jaar;2013 december;35
639;Natuurlijke personen;30 tot 35 jaar;2013 4e kwartaal;116
640;Natuurlijke personen;30 tot 35 jaar;2013;458
641;Natuurlijke personen;30 tot 35 jaar;2014 januari;33
642;Natuurlijke personen;30 tot 35 jaar;2014 februari;33
643;Natuurlijke personen;30 tot 35 jaar;2014 maart;19
644;Natuurlijke personen;30 tot 35 jaar;2014 1e kwartaal;85
645;Natuurlijke personen;30 tot 35 jaar;2014 april;31
646;Natuurlijke personen;30 tot 35 jaar;2014 mei;32
647;Natuurlijke personen;30 tot 35 jaar;2014 juni;19
648;Natuurlijke personen;30 tot 35 jaar;2014 2e kwartaal;82
649;Natuurlijke personen;30 tot 35 jaar;2014 juli;28
650;Natuurlijke personen;30 tot 35 jaar;2014 augustus;19
651;Natuurlijke personen;30 tot 35 jaar;2014 september;27
652;Natuurlijke personen;30 tot 35 jaar;2014 3e kwartaal;74
653;Natuurlijke personen;30 tot 35 jaar;2014 oktober;23
654;Natuurlijke personen;30 tot 35 jaar;2014 november;21
655;Natuurlijke personen;30 tot 35 jaar;2014 december;18
656;Natuurlijke personen;30 tot 35 jaar;2014 4e kwartaal;62
657;Natuurlijke personen;30 tot 35 jaar;2014;303
658;Natuurlijke personen;30 tot 35 jaar;2015 januari;22
659;Natuurlijke personen;30 tot 35 jaar;2015 februari;16
660;Natuurlijke personen;30 tot 35 jaar;2015 maart;25
661;Natuurlijke personen;30 tot 35 jaar;2015 1e kwartaal;63
662;Natuurlijke personen;30 tot 35 jaar;2015 april;17
663;Natuurlijke personen;30 tot 35 jaar;2015 mei;8
664;Natuurlijke personen;30 tot 35 jaar;2015 juni;18
665;Natuurlijke personen;30 tot 35 jaar;2015 2e kwartaal;43
666;Natuurlijke personen;30 tot 35 jaar;2015 juli;17
667;Natuurlijke personen;30 tot 35 jaar;2015 augustus;16
668;Natuurlijke personen;30 tot 35 jaar;2015 september;13
669;Natuurlijke personen;30 tot 35 jaar;2015 3e kwartaal;46
670;Natuurlijke personen;30 tot 35 jaar;2015 oktober;9
671;Natuurlijke personen;30 tot 35 jaar;2015 november;16
672;Natuurlijke personen;30 tot 35 jaar;2015 december;28
673;Natuurlijke personen;30 tot 35 jaar;2015 4e kwartaal;53
674;Natuurlijke personen;30 tot 35 jaar;2015;205
675;Natuurlijke personen;30 tot 35 jaar;2016 januari;12
676;Natuurlijke personen;30 tot 35 jaar;2016 februari;23
677;Natuurlijke personen;30 tot 35 jaar;2016 maart;23
678;Natuurlijke personen;30 tot 35 jaar;2016 1e kwartaal;58
679;Natuurlijke personen;30 tot 35 jaar;2016 april;18
680;Natuurlijke personen;30 tot 35 jaar;2016 mei;10
681;Natuurlijke personen;30 tot 35 jaar;2016 juni;18
682;Natuurlijke personen;30 tot 35 jaar;2016 2e kwartaal;46
683;Natuurlijke personen;30 tot 35 jaar;2016 juli;10
684;Natuurlijke personen;30 tot 35 jaar;2016 augustus;15
685;Natuurlijke personen;30 tot 35 jaar;2016 september;9
686;Natuurlijke personen;30 tot 35 jaar;2016 3e kwartaal;34
687;Natuurlijke personen;30 tot 35 jaar;2016 oktober;14
688;Natuurlijke personen;30 tot 35 jaar;2016 november;10
689;Natuurlijke personen;30 tot 35 jaar;2016 december;6
690;Natuurlijke personen;30 tot 35 jaar;2016 4e kwartaal;30
691;Natuurlijke personen;30 tot 35 jaar;2016;168
692;Natuurlijke personen;30 tot 35 jaar;2017 januari;17
693;Natuurlijke personen;30 tot 35 jaar;2017 februari;14
694;Natuurlijke personen;30 tot 35 jaar;2017 maart;14
695;Natuurlijke personen;30 tot 35 jaar;2017 1e kwartaal;45
696;Natuurlijke personen;30 tot 35 jaar;2017 april;13
697;Natuurlijke personen;30 tot 35 jaar;2017 mei;9
698;Natuurlijke personen;30 tot 35 jaar;2017 juni;10
699;Natuurlijke personen;30 tot 35 jaar;2017 2e kwartaal;32
700;Natuurlijke personen;30 tot 35 jaar;2017 juli;13
701;Natuurlijke personen;30 tot 35 jaar;2017 augustus;10
702;Natuurlijke personen;30 tot 35 jaar;2017 september;15
703;Natuurlijke personen;30 tot 35 jaar;2017 3e kwartaal;38
704;Natuurlijke personen;30 tot 35 jaar;2017 oktober;4
705;Natuurlijke personen;30 tot 35 jaar;2017 november;14
706;Natuurlijke personen;30 tot 35 jaar;2017 december;10
707;Natuurlijke personen;30 tot 35 jaar;2017 4e kwartaal;28
708;Natuurlijke personen;30 tot 35 jaar;2017;143
709;Natuurlijke personen;30 tot 35 jaar;2018 januari;14
710;Natuurlijke personen;30 tot 35 jaar;2018 februari;9
711;Natuurlijke personen;30 tot 35 jaar;2018 maart;15
712;Natuurlijke personen;30 tot 35 jaar;2018 1e kwartaal;38
713;Natuurlijke personen;30 tot 35 jaar;2018 april;5
714;Natuurlijke personen;30 tot 35 jaar;2018 mei;10
715;Natuurlijke personen;30 tot 35 jaar;2018 juni;8
716;Natuurlijke personen;30 tot 35 jaar;2018 2e kwartaal;23
717;Natuurlijke personen;30 tot 35 jaar;2018 juli;6
718;Natuurlijke personen;30 tot 35 jaar;2018 augustus;9
719;Natuurlijke personen;30 tot 35 jaar;2018 september;10
720;Natuurlijke personen;30 tot 35 jaar;2018 3e kwartaal;25
721;Natuurlijke personen;30 tot 35 jaar;2018 oktober;18
722;Natuurlijke personen;30 tot 35 jaar;2018 november;10
723;Natuurlijke personen;30 tot 35 jaar;2018 december;8
724;Natuurlijke personen;30 tot 35 jaar;2018 4e kwartaal;36
725;Natuurlijke personen;30 tot 35 jaar;2018;122
726;Natuurlijke personen;30 tot 35 jaar;2019 januari;13
727;Natuurlijke personen;30 tot 35 jaar;2019 februari;17
728;Natuurlijke personen;30 tot 35 jaar;2019 maart;12
729;Natuurlijke personen;30 tot 35 jaar;2019 1e kwartaal;42
730;Natuurlijke personen;30 tot 35 jaar;2019 april;14
731;Natuurlijke personen;30 tot 35 jaar;2019 mei;11
732;Natuurlijke personen;30 tot 35 jaar;2019 juni;13
733;Natuurlijke personen;30 tot 35 jaar;2019 2e kwartaal;38
734;Natuurlijke personen;30 tot 35 jaar;2019 juli;17
735;Natuurlijke personen;30 tot 35 jaar;2019 augustus;10
736;Natuurlijke personen;30 tot 35 jaar;2019 september;7
737;Natuurlijke personen;30 tot 35 jaar;2019 3e kwartaal;34
738;Natuurlijke personen;30 tot 35 jaar;2019 oktober;14
739;Natuurlijke personen;30 tot 35 jaar;2019 november;14
740;Natuurlijke personen;30 tot 35 jaar;2019 december;9
741;Natuurlijke personen;30 tot 35 jaar;2019 4e kwartaal;37
742;Natuurlijke personen;30 tot 35 jaar;2019;151
743;Natuurlijke personen;30 tot 35 jaar;2020 januari;15
744;Natuurlijke personen;30 tot 35 jaar;2020 februari;13
745;Natuurlijke personen;30 tot 35 jaar;2020 maart;9
746;Natuurlijke personen;30 tot 35 jaar;2020 1e kwartaal;37
747;Natuurlijke personen;30 tot 35 jaar;2020 april;11
748;Natuurlijke personen;30 tot 35 jaar;2020 mei;10
749;Natuurlijke personen;30 tot 35 jaar;2020 juni;8
750;Natuurlijke personen;30 tot 35 jaar;2020 2e kwartaal;29
751;Natuurlijke personen;30 tot 35 jaar;2020 juli;7
752;Natuurlijke personen;30 tot 35 jaar;2020 augustus;6
753;Natuurlijke personen;30 tot 35 jaar;2020 september;12
754;Natuurlijke personen;30 tot 35 jaar;2020 3e kwartaal;25
755;Natuurlijke personen;30 tot 35 jaar;2020 oktober;7
756;Natuurlijke personen;30 tot 35 jaar;2020 november;11
757;Natuurlijke personen;30 tot 35 jaar;2020 december;10
758;Natuurlijke personen;30 tot 35 jaar;2020 4e kwartaal;28
759;Natuurlijke personen;30 tot 35 jaar;2020;119
760;Natuurlijke personen;30 tot 35 jaar;2021 januari;7
761;Natuurlijke personen;30 tot 35 jaar;2021 februari;3
762;Natuurlijke personen;30 tot 35 jaar;2021 maart;8
763;Natuurlijke personen;30 tot 35 jaar;2021 1e kwartaal;18
764;Natuurlijke personen;30 tot 35 jaar;2021 april;13
765;Natuurlijke personen;30 tot 35 jaar;2021 mei;6
766;Natuurlijke personen;30 tot 35 jaar;2021 juni;3
767;Natuurlijke personen;30 tot 35 jaar;2021 2e kwartaal;22
768;Natuurlijke personen;30 tot 35 jaar;2021 juli;4
769;Natuurlijke personen;30 tot 35 jaar;2021 augustus;9
770;Natuurlijke personen;30 tot 35 jaar;2021 september;4
771;Natuurlijke personen;30 tot 35 jaar;2021 3e kwartaal;17
772;Natuurlijke personen;30 tot 35 jaar;2021 oktober;3
773;Natuurlijke personen;30 tot 35 jaar;2021 november;3
774;Natuurlijke personen;30 tot 35 jaar;2021 december;6
775;Natuurlijke personen;30 tot 35 jaar;2021 4e kwartaal;12
776;Natuurlijke personen;30 tot 35 jaar;2021;69
777;Natuurlijke personen;30 tot 35 jaar;2022 januari;6
778;Natuurlijke personen;30 tot 35 jaar;2022 februari;7
779;Natuurlijke personen;30 tot 35 jaar;2022 maart;4
780;Natuurlijke personen;30 tot 35 jaar;2022 1e kwartaal;17
781;Natuurlijke personen;30 tot 35 jaar;2022 april;6
782;Natuurlijke personen;30 tot 35 jaar;2022 mei;9
783;Natuurlijke personen;30 tot 35 jaar;2022 juni;5
784;Natuurlijke personen;30 tot 35 jaar;2022 2e kwartaal;20
785;Natuurlijke personen;30 tot 35 jaar;2022 juli;3
786;Natuurlijke personen;30 tot 35 jaar;2022 augustus;5
787;Natuurlijke personen;30 tot 35 jaar;2022 september;6
788;Natuurlijke personen;30 tot 35 jaar;2022 3e kwartaal;14
789;Natuurlijke personen;30 tot 35 jaar;2022 oktober;10
790;Natuurlijke personen;30 tot 35 jaar;2022 november;6
791;Natuurlijke personen;30 tot 35 jaar;2022 december;8
792;Natuurlijke personen;30 tot 35 jaar;2022 4e kwartaal;24
793;Natuurlijke personen;30 tot 35 jaar;2022;75
794;Natuurlijke personen;30 tot 35 jaar;2023 januari;10
795;Natuurlijke personen;30 tot 35 jaar;2023 februari;6
796;Natuurlijke personen;30 tot 35 jaar;2023 maart;12
797;Natuurlijke personen;30 tot 35 jaar;2023 1e kwartaal;28
798;Natuurlijke personen;30 tot 35 jaar;2023 april;12
799;Natuurlijke personen;30 tot 35 jaar;2023 mei;12
800;Natuurlijke personen;30 tot 35 jaar;2023 juni;8
801;Natuurlijke personen;30 tot 35 jaar;2023 2e kwartaal;32
802;Natuurlijke personen;30 tot 35 jaar;2023 juli;11
803;Natuurlijke personen;30 tot 35 jaar;2023 augustus;12
804;Natuurlijke personen;30 tot 35 jaar;2023 september;6
805;Natuurlijke personen;30 tot 35 jaar;2023 3e kwartaal;29
806;Natuurlijke personen;30 tot 35 jaar;2023 oktober;6
807;Natuurlijke personen;30 tot 35 jaar;2023 november;8
808;Natuurlijke personen;30 tot 35 jaar;2023 december;9
809;Natuurlijke personen;30 tot 35 jaar;2023 4e kwartaal;23
810;Natuurlijke personen;30 tot 35 jaar;2023;112
811;Natuurlijke personen;30 tot 35 jaar;2024 januari;20
812;Natuurlijke personen;30 tot 35 jaar;2024 februari;13
813;Natuurlijke personen;30 tot 35 jaar;2024 maart;6
814;Natuurlijke personen;30 tot 35 jaar;2024 1e kwartaal;39
815;Natuurlijke personen;30 tot 35 jaar;2024 april;8
816;Natuurlijke personen;30 tot 35 jaar;2024 mei;8
817;Natuurlijke personen;30 tot 35 jaar;2024 juni;12
818;Natuurlijke personen;30 tot 35 jaar;2024 2e kwartaal;28
819;Natuurlijke personen;30 tot 35 jaar;2024 juli;13
820;Natuurlijke personen;30 tot 35 jaar;2024 augustus;13
821;Natuurlijke personen;30 tot 35 jaar;2024 september;16
822;Natuurlijke personen;30 tot 35 jaar;2024 3e kwartaal;42
