ID;RegioS;Perioden;OntvangenMeldingenTotaal_1;k_1eMeldingGeenBetrokkenenBekendVT_2;Totaal_3;MeerdereBetrokkenenAlBekendBijVT_4;EenBetrokkeneAlBekendBijVT_5;Totaal_6;TijdensVeiligheidsbeoordeling_7;NaVeiligheidsbeoordeling_8;TijdensMonitoringDoorVT_9;MeldingNietIngedeeld_10;OntvangenMeldingenTotaal_11;k_1eMeldingGeenBetrokkenenBekendVT_12;Totaal_13;MeerdereBetrokkenenAlBekendBijVT_14;EenBetrokkeneAlBekendBijVT_15;Totaal_16;TijdensVeiligheidsbeoordeling_17;NaVeiligheidsbeoordeling_18;TijdensMonitoring_19;MeldingNietIngedeeld_20
1256;Leiderdorp;1e halfjaar 2023;80.0;35.0;30.0;30.0;;20.0;10.0;10.0;;;100.0;43.8;37.5;37.5;;25.0;12.5;12.5;;
1257;Leiderdorp;2e halfjaar 2023;95.0;35.0;30.0;30.0;;25.0;10.0;15.0;;;100.0;36.8;31.6;31.6;;26.3;10.5;15.8;;
1258;Leiderdorp;2023;175.0;70.0;60.0;60.0;;45.0;20.0;25.0;;;100.0;40.0;34.3;34.3;;25.7;11.4;14.3;;
1259;Leiderdorp;1e halfjaar 2024;105.0;35.0;40.0;40.0;;30.0;;15.0;;;100.0;33.3;38.1;38.1;;28.6;;14.3;;
1260;Leidschendam-Voorburg;1e halfjaar 2022;260.0;90.0;95.0;90.0;;70.0;30.0;25.0;15.0;;100.0;34.6;36.5;34.6;;26.9;11.5;9.6;5.8;
1261;Leidschendam-Voorburg;2e halfjaar 2022;270.0;85.0;90.0;75.0;10.0;95.0;55.0;25.0;10.0;;100.0;32.0;32.7;28.3;4.4;34.2;19.9;9.9;4.4;
1262;Leidschendam-Voorburg;2022;535.0;180.0;185.0;165.0;20.0;165.0;85.0;50.0;30.0;;100.0;33.7;34.6;31.3;3.4;30.7;15.9;9.4;5.4;
1263;Leidschendam-Voorburg;1e halfjaar 2023;265.0;100.0;100.0;95.0;;70.0;40.0;20.0;;;100.0;37.7;37.7;35.8;;26.4;15.1;7.5;;
1264;Leidschendam-Voorburg;2e halfjaar 2023;205.0;60.0;70.0;65.0;;55.0;20.0;20.0;20.0;25.0;100.0;29.3;34.1;31.7;;26.8;9.8;9.8;9.8;12.2
1265;Leidschendam-Voorburg;2023;475.0;160.0;165.0;160.0;10.0;125.0;60.0;40.0;25.0;25.0;100.0;33.7;34.7;33.7;2.1;26.3;12.6;8.4;5.3;5.3
1266;Leidschendam-Voorburg;1e halfjaar 2024;265.0;75.0;80.0;80.0;;60.0;30.0;15.0;15.0;45.0;100.0;28.3;30.2;30.2;;22.6;11.3;5.7;5.7;17.0
1267;Lelystad;1e halfjaar 2022;500.0;150.0;160.0;145.0;15.0;190.0;55.0;60.0;70.0;;100.0;30.0;32.0;29.0;3.0;38.0;11.0;12.0;14.0;
1268;Lelystad;2e halfjaar 2022;510.0;150.0;185.0;170.0;15.0;175.0;45.0;55.0;75.0;;100.0;29.2;36.3;33.7;2.5;34.5;8.8;11.2;14.5;
1269;Lelystad;2022;1010.0;300.0;345.0;320.0;30.0;365.0;100.0;120.0;145.0;;100.0;29.8;34.2;31.5;2.8;36.0;9.8;11.8;14.4;
1270;Lelystad;1e halfjaar 2023;685.0;200.0;215.0;200.0;15.0;265.0;80.0;85.0;100.0;;100.0;29.2;31.4;29.2;2.2;38.7;11.7;12.4;14.6;
1271;Lelystad;2e halfjaar 2023;545.0;160.0;170.0;155.0;15.0;220.0;80.0;80.0;60.0;;100.0;29.4;31.2;28.4;2.8;40.4;14.7;14.7;11.0;
1272;Lelystad;2023;1230.0;360.0;385.0;355.0;30.0;485.0;160.0;170.0;155.0;;100.0;29.3;31.3;28.9;2.4;39.4;13.0;13.8;12.6;
1273;Lelystad;1e halfjaar 2024;570.0;155.0;205.0;190.0;15.0;210.0;75.0;90.0;45.0;;100.0;27.2;36.0;33.3;2.6;36.8;13.2;15.8;7.9;
1274;Leudal;1e halfjaar 2022;95.0;30.0;35.0;35.0;;25.0;15.0;10.0;;;100.0;31.6;36.8;36.8;;26.3;15.8;10.5;;
1275;Leudal;2e halfjaar 2022;115.0;35.0;55.0;50.0;;25.0;15.0;10.0;;;100.0;28.9;48.2;45.6;;22.8;14.9;7.9;;
1276;Leudal;2022;210.0;65.0;90.0;85.0;;50.0;30.0;20.0;;;100.0;30.8;44.2;41.8;;25.0;14.4;8.7;;
1277;Leudal;1e halfjaar 2023;110.0;40.0;45.0;45.0;;25.0;20.0;10.0;;;100.0;36.4;40.9;40.9;;22.7;18.2;9.1;;
1278;Leudal;2e halfjaar 2023;105.0;40.0;35.0;35.0;;25.0;15.0;10.0;;;100.0;38.1;33.3;33.3;;23.8;14.3;9.5;;
1279;Leudal;2023;210.0;80.0;80.0;80.0;;50.0;35.0;20.0;;;100.0;38.1;38.1;38.1;;23.8;16.7;9.5;;
1280;Leudal;1e halfjaar 2024;95.0;30.0;50.0;45.0;;20.0;15.0;;;;100.0;31.6;52.6;47.4;;21.1;15.8;;;
1281;Leusden;1e halfjaar 2022;35.0;15.0;15.0;15.0;;;;;;;100.0;42.9;42.9;42.9;;;;;;
1282;Leusden;2e halfjaar 2022;55.0;20.0;20.0;20.0;;10.0;;;;;100.0;40.7;37.0;35.2;;18.5;;;;
1283;Leusden;2022;90.0;35.0;35.0;35.0;;15.0;;;;;100.0;41.6;39.3;38.2;;16.9;;;;
1284;Leusden;1e halfjaar 2023;45.0;20.0;20.0;20.0;;;;;;;100.0;44.4;44.4;44.4;;;;;;
1285;Leusden;2e halfjaar 2023;65.0;25.0;20.0;20.0;;20.0;10.0;;;;100.0;38.5;30.8;30.8;;30.8;15.4;;;
1286;Leusden;2023;110.0;45.0;40.0;40.0;;25.0;15.0;10.0;;;100.0;40.9;36.4;36.4;;22.7;13.6;9.1;;
1287;Leusden;1e halfjaar 2024;65.0;25.0;20.0;15.0;;20.0;10.0;10.0;;;100.0;38.5;30.8;23.1;;30.8;15.4;15.4;;
1288;Lingewaard;1e halfjaar 2022;65.0;25.0;20.0;15.0;;15.0;10.0;;;;100.0;38.5;30.8;23.1;;23.1;15.4;;;
1289;Lingewaard;2e halfjaar 2022;60.0;25.0;20.0;20.0;;15.0;;;;;100.0;45.0;33.3;33.3;;21.7;;;;
1290;Lingewaard;2022;125.0;55.0;40.0;35.0;;30.0;15.0;10.0;;;100.0;43.9;31.7;29.3;;24.4;12.2;7.3;;
1291;Lingewaard;1e halfjaar 2023;55.0;25.0;15.0;15.0;;10.0;;;;;100.0;45.5;27.3;27.3;;18.2;;;;
1292;Lingewaard;2e halfjaar 2023;75.0;30.0;25.0;20.0;;20.0;10.0;;;;100.0;40.0;33.3;26.7;;26.7;13.3;;;
1293;Lingewaard;2023;125.0;55.0;40.0;35.0;;30.0;15.0;;10.0;;100.0;44.0;32.0;28.0;;24.0;12.0;;8.0;
1294;Lingewaard;1e halfjaar 2024;55.0;30.0;15.0;10.0;;10.0;;;;;100.0;54.5;27.3;18.2;;18.2;;;;
1295;Lisse;1e halfjaar 2022;60.0;30.0;15.0;15.0;;15.0;;;;;100.0;50.0;25.0;25.0;;25.0;;;;
1296;Lisse;2e halfjaar 2022;85.0;25.0;35.0;35.0;;25.0;;15.0;;;100.0;28.7;42.5;42.5;;28.7;;14.9;;
1297;Lisse;2022;145.0;55.0;55.0;55.0;;40.0;10.0;20.0;10.0;;100.0;37.4;36.1;36.1;;26.5;6.1;12.9;7.5;
1298;Lisse;1e halfjaar 2023;80.0;25.0;30.0;30.0;;25.0;;10.0;10.0;;100.0;31.3;37.5;37.5;;31.3;;12.5;12.5;
1299;Lisse;2e halfjaar 2023;75.0;20.0;25.0;25.0;;25.0;10.0;15.0;;;100.0;26.7;33.3;33.3;;33.3;13.3;20.0;;
1300;Lisse;2023;155.0;45.0;55.0;55.0;;50.0;15.0;25.0;10.0;;100.0;29.0;35.5;35.5;;32.3;9.7;16.1;6.5;
1301;Lisse;1e halfjaar 2024;75.0;30.0;30.0;25.0;;20.0;;;10.0;;100.0;40.0;40.0;33.3;;26.7;;;13.3;
1302;Lochem;1e halfjaar 2022;35.0;20.0;;;;10.0;;;;;100.0;57.1;;;;28.6;;;;
1303;Lochem;2e halfjaar 2022;35.0;20.0;10.0;10.0;;10.0;;;;;100.0;48.6;29.7;21.6;;21.6;;;;
1304;Lochem;2022;70.0;35.0;20.0;15.0;;15.0;;;;;100.0;51.4;25.7;20.0;;22.9;;;;
1305;Lochem;1e halfjaar 2023;45.0;30.0;10.0;10.0;;10.0;;;;;100.0;66.7;22.2;22.2;;22.2;;;;
1306;Lochem;2e halfjaar 2023;40.0;20.0;15.0;10.0;;10.0;;;;;100.0;50.0;37.5;25.0;;25.0;;;;
1307;Lochem;2023;85.0;45.0;20.0;20.0;;20.0;;10.0;;;100.0;52.9;23.5;23.5;;23.5;;11.8;;
1308;Lochem;1e halfjaar 2024;40.0;15.0;20.0;15.0;;;;;;;100.0;37.5;50.0;37.5;;;;;;
1309;Loon op Zand;1e halfjaar 2022;80.0;25.0;30.0;25.0;;25.0;15.0;10.0;;;100.0;31.3;37.5;31.3;;31.3;18.8;12.5;;
1310;Loon op Zand;2e halfjaar 2022;85.0;25.0;25.0;25.0;;30.0;15.0;10.0;;;100.0;32.1;32.1;29.8;;35.7;17.9;11.9;;
1311;Loon op Zand;2022;165.0;55.0;55.0;50.0;;55.0;30.0;20.0;;;100.0;32.5;34.3;31.3;;33.1;16.9;12.0;;
1312;Loon op Zand;1e halfjaar 2023;85.0;20.0;40.0;40.0;;25.0;20.0;;;;100.0;23.5;47.1;47.1;;29.4;23.5;;;
1313;Loon op Zand;2e halfjaar 2023;75.0;20.0;35.0;35.0;;20.0;10.0;;;;100.0;26.7;46.7;46.7;;26.7;13.3;;;
1314;Loon op Zand;2023;165.0;45.0;75.0;75.0;;45.0;30.0;10.0;;;100.0;27.3;45.5;45.5;;27.3;18.2;6.1;;
1315;Loon op Zand;1e halfjaar 2024;60.0;20.0;25.0;25.0;;15.0;;;;;100.0;33.3;41.7;41.7;;25.0;;;;
1316;Lopik;1e halfjaar 2022;50.0;15.0;30.0;25.0;;;;;;;100.0;30.0;60.0;50.0;;;;;;
1317;Lopik;2e halfjaar 2022;70.0;20.0;30.0;25.0;;20.0;10.0;10.0;;;100.0;29.2;41.7;36.1;;29.2;12.5;12.5;;
1318;Lopik;2022;120.0;35.0;60.0;55.0;;25.0;10.0;10.0;;;100.0;29.2;48.3;44.2;;22.5;10.0;9.2;;
1319;Lopik;1e halfjaar 2023;40.0;10.0;20.0;20.0;;10.0;;;;;100.0;25.0;50.0;50.0;;25.0;;;;
1320;Lopik;2e halfjaar 2023;30.0;10.0;15.0;15.0;;;;;;;100.0;33.3;50.0;50.0;;;;;;
1321;Lopik;2023;75.0;20.0;40.0;35.0;;15.0;;;;;100.0;26.7;53.3;46.7;;20.0;;;;
1322;Lopik;1e halfjaar 2024;60.0;25.0;30.0;25.0;;10.0;;;;;100.0;41.7;50.0;41.7;;16.7;;;;
1323;Losser;1e halfjaar 2022;45.0;10.0;20.0;20.0;;10.0;;;;;100.0;22.2;44.4;44.4;;22.2;;;;
1324;Losser;2e halfjaar 2022;80.0;30.0;25.0;25.0;;25.0;15.0;;;;100.0;34.1;31.7;29.3;;29.3;15.9;;;
1325;Losser;2022;125.0;40.0;45.0;45.0;;35.0;20.0;10.0;;;100.0;31.5;36.2;33.9;;26.8;15.0;6.3;;
1326;Losser;1e halfjaar 2023;75.0;15.0;35.0;30.0;;25.0;10.0;10.0;;;100.0;20.0;46.7;40.0;;33.3;13.3;13.3;;
1327;Losser;2e halfjaar 2023;85.0;15.0;35.0;30.0;;20.0;15.0;;;10.0;100.0;17.6;41.2;35.3;;23.5;17.6;;;11.8
1328;Losser;2023;160.0;35.0;70.0;60.0;10.0;45.0;25.0;10.0;10.0;10.0;100.0;21.9;43.8;37.5;6.3;28.1;15.6;6.3;6.3;6.3
1329;Losser;1e halfjaar 2024;65.0;20.0;20.0;20.0;;25.0;10.0;;10.0;;100.0;30.8;30.8;30.8;;38.5;15.4;;15.4;
1330;Maasdriel;1e halfjaar 2022;60.0;25.0;20.0;15.0;;15.0;10.0;;;;100.0;41.7;33.3;25.0;;25.0;16.7;;;
1331;Maasdriel;2e halfjaar 2022;60.0;25.0;15.0;15.0;;20.0;10.0;;;;100.0;41.0;27.9;24.6;;29.5;14.8;;;
1332;Maasdriel;2022;120.0;50.0;35.0;30.0;;30.0;15.0;10.0;;;100.0;42.9;29.4;25.2;;26.9;14.3;6.7;;
1333;Maasdriel;1e halfjaar 2023;65.0;25.0;15.0;15.0;;25.0;15.0;;;;100.0;38.5;23.1;23.1;;38.5;23.1;;;
1334;Maasdriel;2e halfjaar 2023;65.0;25.0;20.0;20.0;;20.0;;10.0;;;100.0;38.5;30.8;30.8;;30.8;;15.4;;
1335;Maasdriel;2023;130.0;50.0;35.0;35.0;;45.0;20.0;15.0;10.0;;100.0;38.5;26.9;26.9;;34.6;15.4;11.5;7.7;
1336;Maasdriel;1e halfjaar 2024;35.0;15.0;10.0;10.0;;10.0;;;;;100.0;42.9;28.6;28.6;;28.6;;;;
1337;Maasgouw;1e halfjaar 2022;55.0;25.0;20.0;20.0;;10.0;;;;;100.0;45.5;36.4;36.4;;18.2;;;;
1338;Maasgouw;2e halfjaar 2022;55.0;25.0;20.0;20.0;;10.0;;;;;100.0;43.9;38.6;38.6;;17.5;;;;
1339;Maasgouw;2022;115.0;50.0;45.0;40.0;;20.0;15.0;;;;100.0;43.4;38.9;35.4;;16.8;11.5;;;
1340;Maasgouw;1e halfjaar 2023;55.0;25.0;25.0;25.0;;;;;;;100.0;45.5;45.5;45.5;;;;;;
1341;Maasgouw;2e halfjaar 2023;65.0;20.0;30.0;25.0;;15.0;;;;;100.0;30.8;46.2;38.5;;23.1;;;;
1342;Maasgouw;2023;120.0;45.0;50.0;50.0;;20.0;10.0;;;;100.0;37.5;41.7;41.7;;16.7;8.3;;;
1343;Maasgouw;1e halfjaar 2024;65.0;20.0;30.0;30.0;;15.0;;;;;100.0;30.8;46.2;46.2;;23.1;;;;
1344;Maashorst;1e halfjaar 2022;155.0;65.0;50.0;50.0;;40.0;15.0;15.0;15.0;;100.0;41.9;32.3;32.3;;25.8;9.7;9.7;9.7;
1345;Maashorst;2e halfjaar 2022;170.0;50.0;75.0;70.0;;45.0;20.0;10.0;15.0;;100.0;30.0;43.5;40.6;;26.5;11.2;7.1;8.2;
1346;Maashorst;2022;325.0;115.0;125.0;120.0;;85.0;30.0;25.0;30.0;;100.0;35.2;38.2;36.1;;26.6;9.8;8.0;8.9;
1347;Maashorst;1e halfjaar 2023;170.0;70.0;60.0;60.0;;40.0;25.0;10.0;;;100.0;41.2;35.3;35.3;;23.5;14.7;5.9;;
1348;Maashorst;2e halfjaar 2023;195.0;65.0;75.0;70.0;;50.0;30.0;10.0;10.0;;100.0;33.3;38.5;35.9;;25.6;15.4;5.1;5.1;
1349;Maashorst;2023;365.0;135.0;135.0;130.0;;95.0;55.0;20.0;15.0;;100.0;37.0;37.0;35.6;;26.0;15.1;5.5;4.1;
1350;Maashorst;1e halfjaar 2024;175.0;65.0;65.0;65.0;;45.0;25.0;10.0;15.0;;100.0;37.1;37.1;37.1;;25.7;14.3;5.7;8.6;
1351;Maassluis;1e halfjaar 2022;130.0;35.0;45.0;35.0;10.0;50.0;20.0;20.0;10.0;;100.0;26.9;34.6;26.9;7.7;38.5;15.4;15.4;7.7;
1352;Maassluis;2e halfjaar 2022;145.0;45.0;60.0;55.0;;40.0;20.0;15.0;10.0;;100.0;29.9;41.5;37.4;;27.9;12.9;9.5;5.4;
1353;Maassluis;2022;275.0;80.0;105.0;90.0;15.0;90.0;40.0;35.0;15.0;;100.0;28.3;38.0;31.9;6.2;32.6;13.8;12.7;6.2;
1354;Maassluis;1e halfjaar 2023;135.0;35.0;50.0;40.0;10.0;50.0;30.0;10.0;10.0;;100.0;25.9;37.0;29.6;7.4;37.0;22.2;7.4;7.4;
1355;Maassluis;2e halfjaar 2023;125.0;45.0;45.0;40.0;;40.0;20.0;10.0;;;100.0;36.0;36.0;32.0;;32.0;16.0;8.0;;
1356;Maassluis;2023;260.0;80.0;95.0;80.0;15.0;85.0;50.0;20.0;15.0;;100.0;30.8;36.5;30.8;5.8;32.7;19.2;7.7;5.8;
1357;Maassluis;1e halfjaar 2024;130.0;45.0;50.0;45.0;;35.0;20.0;15.0;;;100.0;34.6;38.5;34.6;;26.9;15.4;11.5;;
1358;Maastricht;1e halfjaar 2022;330.0;105.0;170.0;145.0;25.0;50.0;15.0;20.0;15.0;;100.0;31.8;51.5;43.9;7.6;15.2;4.5;6.1;4.5;
1359;Maastricht;2e halfjaar 2022;330.0;95.0;170.0;140.0;30.0;65.0;30.0;20.0;15.0;;100.0;28.4;51.4;42.6;8.8;20.2;9.1;6.0;5.1;
1360;Maastricht;2022;660.0;200.0;340.0;290.0;55.0;115.0;45.0;40.0;30.0;;100.0;30.5;51.7;43.7;8.0;17.6;6.8;5.9;4.9;
1361;Maastricht;1e halfjaar 2023;380.0;115.0;195.0;170.0;25.0;65.0;30.0;20.0;15.0;;100.0;30.3;51.3;44.7;6.6;17.1;7.9;5.3;3.9;
1362;Maastricht;2e halfjaar 2023;320.0;85.0;175.0;150.0;25.0;55.0;10.0;20.0;20.0;;100.0;26.6;54.7;46.9;7.8;17.2;3.1;6.3;6.3;
1363;Maastricht;2023;700.0;200.0;375.0;320.0;55.0;120.0;40.0;40.0;35.0;;100.0;28.6;53.6;45.7;7.9;17.1;5.7;5.7;5.0;
1364;Maastricht;1e halfjaar 2024;420.0;145.0;185.0;155.0;30.0;85.0;35.0;35.0;20.0;;100.0;34.5;44.0;36.9;7.1;20.2;8.3;8.3;4.8;
1365;Medemblik;1e halfjaar 2022;140.0;45.0;55.0;50.0;;40.0;15.0;10.0;15.0;;100.0;32.1;39.3;35.7;;28.6;10.7;7.1;10.7;
1366;Medemblik;2e halfjaar 2022;125.0;35.0;40.0;35.0;;55.0;20.0;10.0;25.0;;100.0;27.6;29.9;29.1;;42.5;14.2;7.9;20.5;
1367;Medemblik;2022;270.0;80.0;95.0;90.0;;95.0;35.0;20.0;40.0;;100.0;29.4;34.9;33.1;;35.7;12.3;7.8;15.6;
1368;Medemblik;1e halfjaar 2023;155.0;35.0;45.0;40.0;;75.0;35.0;25.0;15.0;;100.0;22.6;29.0;25.8;;48.4;22.6;16.1;9.7;
1369;Medemblik;2e halfjaar 2023;135.0;40.0;45.0;45.0;;50.0;20.0;10.0;15.0;;100.0;29.6;33.3;33.3;;37.0;14.8;7.4;11.1;
1370;Medemblik;2023;290.0;75.0;90.0;85.0;;125.0;55.0;35.0;30.0;;100.0;25.9;31.0;29.3;;43.1;19.0;12.1;10.3;
1371;Medemblik;1e halfjaar 2024;125.0;35.0;40.0;30.0;;50.0;20.0;20.0;10.0;;100.0;28.0;32.0;24.0;;40.0;16.0;16.0;8.0;
1372;Meerssen;1e halfjaar 2022;25.0;10.0;15.0;10.0;;;;;;;100.0;40.0;60.0;40.0;;;;;;
1373;Meerssen;2e halfjaar 2022;25.0;10.0;10.0;10.0;;;;;;;100.0;33.3;50.0;41.7;;;;;;
1374;Meerssen;2022;50.0;15.0;25.0;20.0;;;;;;;100.0;33.3;52.9;43.1;;;;;;
1375;Meerssen;1e halfjaar 2023;35.0;10.0;15.0;15.0;;;;;;;100.0;28.6;42.9;42.9;;;;;;
1376;Meerssen;2e halfjaar 2023;25.0;;10.0;10.0;;10.0;;;;;100.0;;40.0;40.0;;40.0;;;;
1377;Meerssen;2023;60.0;20.0;25.0;25.0;;20.0;;10.0;;;100.0;33.3;41.7;41.7;;33.3;;16.7;;
1378;Meerssen;1e halfjaar 2024;25.0;10.0;10.0;10.0;;;;;;;100.0;40.0;40.0;40.0;;;;;;
1379;Meierijstad;1e halfjaar 2022;190.0;75.0;60.0;55.0;;55.0;20.0;20.0;15.0;;100.0;39.5;31.6;28.9;;28.9;10.5;10.5;7.9;
1380;Meierijstad;2e halfjaar 2022;215.0;80.0;65.0;60.0;10.0;65.0;20.0;30.0;20.0;;100.0;38.3;30.8;27.1;3.7;30.8;8.4;13.1;9.3;
1381;Meierijstad;2022;405.0;160.0;125.0;115.0;10.0;120.0;35.0;50.0;35.0;;100.0;39.0;31.4;28.4;3.0;29.4;9.1;12.1;8.1;
1382;Meierijstad;1e halfjaar 2023;150.0;70.0;50.0;45.0;;35.0;10.0;15.0;10.0;;100.0;46.7;33.3;30.0;;23.3;6.7;10.0;6.7;
1383;Meierijstad;2e halfjaar 2023;165.0;70.0;50.0;45.0;;45.0;25.0;10.0;10.0;;100.0;42.4;30.3;27.3;;27.3;15.2;6.1;6.1;
1384;Meierijstad;2023;315.0;140.0;95.0;90.0;;80.0;35.0;25.0;20.0;;100.0;44.4;30.2;28.6;;25.4;11.1;7.9;6.3;
1385;Meierijstad;1e halfjaar 2024;165.0;60.0;60.0;60.0;;40.0;20.0;10.0;10.0;;100.0;36.4;36.4;36.4;;24.2;12.1;6.1;6.1;
1386;Meppel;1e halfjaar 2022;60.0;25.0;25.0;25.0;;10.0;;;;;100.0;41.7;41.7;41.7;;16.7;;;;
1387;Meppel;2e halfjaar 2022;70.0;30.0;20.0;20.0;;15.0;10.0;;;;100.0;43.5;30.4;29.0;;24.6;13.0;;;
1388;Meppel;2022;130.0;55.0;45.0;45.0;;25.0;15.0;10.0;;;100.0;41.1;35.7;34.1;;20.2;11.6;7.0;;
1389;Meppel;1e halfjaar 2023;70.0;25.0;20.0;20.0;;20.0;15.0;;;;100.0;35.7;28.6;28.6;;28.6;21.4;;;
1390;Meppel;2e halfjaar 2023;60.0;30.0;15.0;15.0;;15.0;10.0;;;;100.0;50.0;25.0;25.0;;25.0;16.7;;;
1391;Meppel;2023;130.0;50.0;40.0;35.0;;35.0;25.0;10.0;;;100.0;38.5;30.8;26.9;;26.9;19.2;7.7;;
1392;Meppel;1e halfjaar 2024;65.0;30.0;20.0;20.0;;10.0;;;;;100.0;46.2;30.8;30.8;;15.4;;;;
1393;Middelburg (Z.);1e halfjaar 2022;120.0;45.0;45.0;40.0;;35.0;15.0;10.0;10.0;;100.0;37.5;37.5;33.3;;29.2;12.5;8.3;8.3;
1394;Middelburg (Z.);2e halfjaar 2022;145.0;50.0;65.0;50.0;15.0;30.0;15.0;10.0;;;100.0;35.7;44.1;35.0;9.1;20.3;9.1;6.3;;
1395;Middelburg (Z.);2022;265.0;95.0;105.0;90.0;15.0;65.0;30.0;20.0;15.0;;100.0;35.7;40.3;33.8;6.5;24.0;11.0;7.2;5.7;
1396;Middelburg (Z.);1e halfjaar 2023;160.0;70.0;60.0;55.0;;30.0;15.0;10.0;10.0;;100.0;43.8;37.5;34.4;;18.8;9.4;6.3;6.3;
1397;Middelburg (Z.);2e halfjaar 2023;190.0;60.0;70.0;65.0;;55.0;35.0;10.0;10.0;;100.0;31.6;36.8;34.2;;28.9;18.4;5.3;5.3;
1398;Middelburg (Z.);2023;350.0;130.0;130.0;120.0;10.0;85.0;50.0;20.0;20.0;;100.0;37.1;37.1;34.3;2.9;24.3;14.3;5.7;5.7;
1399;Middelburg (Z.);1e halfjaar 2024;200.0;55.0;70.0;65.0;10.0;70.0;30.0;30.0;10.0;;100.0;27.5;35.0;32.5;5.0;35.0;15.0;15.0;5.0;
1400;Midden-Delfland;1e halfjaar 2022;35.0;15.0;15.0;15.0;;;;;;;100.0;42.9;42.9;42.9;;;;;;
1401;Midden-Delfland;2e halfjaar 2022;35.0;10.0;15.0;10.0;;10.0;;;;;100.0;33.3;39.4;36.4;;27.3;;;;
1402;Midden-Delfland;2022;65.0;25.0;30.0;25.0;;10.0;10.0;;;;100.0;37.9;43.9;40.9;;18.2;12.1;;;
1403;Midden-Delfland;1e halfjaar 2023;40.0;15.0;15.0;15.0;;10.0;10.0;;;;100.0;37.5;37.5;37.5;;25.0;25.0;;;
1404;Midden-Delfland;2e halfjaar 2023;45.0;10.0;20.0;20.0;;10.0;;;;;100.0;22.2;44.4;44.4;;22.2;;;;
1405;Midden-Delfland;2023;80.0;20.0;35.0;35.0;;20.0;10.0;10.0;;;100.0;25.0;43.8;43.8;;25.0;12.5;12.5;;
1406;Midden-Delfland;1e halfjaar 2024;35.0;10.0;10.0;10.0;;10.0;;;;;100.0;28.6;28.6;28.6;;28.6;;;;
1407;Midden-Drenthe;1e halfjaar 2022;35.0;10.0;15.0;15.0;;10.0;;;;;100.0;28.6;42.9;42.9;;28.6;;;;
1408;Midden-Drenthe;2e halfjaar 2022;45.0;10.0;20.0;15.0;;10.0;;;;;100.0;27.9;41.9;39.5;;27.9;;;;
1409;Midden-Drenthe;2022;80.0;25.0;30.0;30.0;;20.0;10.0;;;;100.0;30.8;41.0;38.5;;25.6;12.8;;;
1410;Midden-Drenthe;1e halfjaar 2023;60.0;25.0;10.0;10.0;;20.0;10.0;;;;100.0;41.7;16.7;16.7;;33.3;16.7;;;
1411;Midden-Drenthe;2e halfjaar 2023;45.0;25.0;10.0;10.0;;10.0;10.0;;;;100.0;55.6;22.2;22.2;;22.2;22.2;;;
1412;Midden-Drenthe;2023;105.0;50.0;25.0;25.0;;30.0;20.0;;;;100.0;47.6;23.8;23.8;;28.6;19.0;;;
1413;Midden-Drenthe;1e halfjaar 2024;45.0;20.0;20.0;20.0;;10.0;;;;;100.0;44.4;44.4;44.4;;22.2;;;;
1414;Midden-Groningen;1e halfjaar 2022;205.0;70.0;95.0;80.0;15.0;35.0;25.0;10.0;;10.0;100.0;34.1;46.3;39.0;7.3;17.1;12.2;4.9;;4.9
1415;Midden-Groningen;2e halfjaar 2022;185.0;70.0;75.0;65.0;10.0;35.0;30.0;;;;100.0;36.8;41.6;36.2;5.4;17.8;15.1;;;
1416;Midden-Groningen;2022;390.0;135.0;170.0;145.0;25.0;65.0;55.0;15.0;;15.0;100.0;35.1;43.8;37.9;5.9;17.0;13.7;3.4;;4.1
1417;Midden-Groningen;1e halfjaar 2023;185.0;50.0;90.0;80.0;10.0;35.0;30.0;;;10.0;100.0;27.0;48.6;43.2;5.4;18.9;16.2;;;5.4
1418;Midden-Groningen;2e halfjaar 2023;170.0;55.0;75.0;60.0;15.0;30.0;25.0;;;;100.0;32.4;44.1;35.3;8.8;17.6;14.7;;;
1419;Midden-Groningen;2023;355.0;105.0;165.0;140.0;25.0;65.0;55.0;10.0;;20.0;100.0;29.6;46.5;39.4;7.0;18.3;15.5;2.8;;5.6
1420;Midden-Groningen;1e halfjaar 2024;185.0;55.0;80.0;65.0;15.0;45.0;35.0;10.0;;;100.0;29.7;43.2;35.1;8.1;24.3;18.9;5.4;;
1421;Moerdijk;1e halfjaar 2022;175.0;45.0;55.0;50.0;;65.0;40.0;20.0;;10.0;100.0;25.7;31.4;28.6;;37.1;22.9;11.4;;5.7
1422;Moerdijk;2e halfjaar 2022;200.0;40.0;75.0;70.0;;80.0;50.0;20.0;10.0;10.0;100.0;20.3;37.1;35.6;;38.6;25.7;8.9;4.0;4.0
1423;Moerdijk;2022;375.0;85.0;130.0;120.0;10.0;145.0;90.0;35.0;15.0;20.0;100.0;22.8;34.5;32.4;2.1;37.9;24.1;9.8;4.0;4.8
1424;Moerdijk;1e halfjaar 2023;170.0;45.0;70.0;60.0;10.0;55.0;30.0;15.0;10.0;;100.0;26.5;41.2;35.3;5.9;32.4;17.6;8.8;5.9;
1425;Moerdijk;2e halfjaar 2023;135.0;35.0;60.0;55.0;;40.0;35.0;;;;100.0;25.9;44.4;40.7;;29.6;25.9;;;
1426;Moerdijk;2023;305.0;75.0;130.0;115.0;15.0;95.0;65.0;20.0;10.0;;100.0;24.6;42.6;37.7;4.9;31.1;21.3;6.6;3.3;
