ID;BedrijfstakkenBranchesSBI2008;Perioden;BeloningVanWerknemers_1;BeloningSeizoengecorrigeerd_2;Lonen_3;LonenSeizoengecorrigeerd_4;SocialePremiesTLVWerkgevers_5;SocialePremiesSeizoengecorrigeerd_6;Loonkosten_7;BeloningVanWerknemers_8;Lonen_9;Loonkosten_10;BeloningPerArbeidsjaar_11;LonenPerArbeidsjaar_12;LoonkostenPerArbeidsjaar_13;BeloningPerGewerktUur_14;LonenPerGewerktUur_15;LoonkostenPerGewerktUur_16;BeloningPerArbeidsjaar_17;LonenPerArbeidsjaar_18;LoonkostenPerArbeidsjaar_19;BeloningPerGewerktUur_20;LonenPerGewerktUur_21;LoonkostenPerGewerktUur_22;Arbeidsjaren_23;GewerkteUren_24;Arbeidsjaren_25;GewerkteUren_26;Totaal_27;Mannen_28;Vrouwen_29;Totaal_30;Mannen_31;Vrouwen_32
350;B-E Nijverheid (geen bouw) en energie;2006 4e kwartaal;9542.0;9711.0;7604.0;7758.0;1938.0;1953.0;9419.0;2.8;3.5;2.7;12.1;9.7;12.0;26.1;20.8;25.8;3.1;3.8;3.1;4.6;5.3;4.5;787;365;-0.3;-1.7;870;687;183;0.0;-0.9;3.6
351;B-E Nijverheid (geen bouw) en energie;2006;38351.0;;30723.0;;7628.0;;37960.0;1.3;2.0;1.3;48.7;39.0;48.2;27.9;22.3;27.6;2.2;2.9;2.2;2.4;3.2;2.5;788;1376;-0.9;-1.1;871;688;183;-0.7;-1.4;2.3
352;B-E Nijverheid (geen bouw) en energie;2007 1e kwartaal;9347.0;9748.0;7439.0;7847.0;1908.0;1900.0;9266.0;2.9;3.1;2.8;11.9;9.5;11.8;25.4;20.2;25.2;3.2;3.4;3.1;4.1;4.2;3.9;787;368;-0.3;-1.1;870;688;182;-0.2;-0.1;-0.3
353;B-E Nijverheid (geen bouw) en energie;2007 2e kwartaal;11297.0;9858.0;9269.0;7901.0;2028.0;1957.0;11180.0;3.0;3.1;3.0;14.3;11.7;14.1;34.6;28.4;34.2;2.6;2.7;2.5;2.8;2.9;2.8;792;327;0.5;0.2;876;691;185;0.5;0.4;0.8
354;B-E Nijverheid (geen bouw) en energie;2007 3e kwartaal;9076.0;9962.0;7160.0;7985.0;1916.0;1976.0;8976.0;3.5;3.5;3.5;11.5;9.0;11.3;28.6;22.6;28.3;2.7;2.7;2.7;1.9;2.0;1.9;792;317;0.8;1.5;877;692;185;0.9;0.9;1.1
355;B-E Nijverheid (geen bouw) en energie;2007 4e kwartaal;10098.0;10286.0;8052.0;8195.0;2046.0;2092.0;9973.0;5.8;5.9;5.9;12.7;10.1;12.6;27.0;21.6;26.7;4.9;5.0;5.0;3.5;3.6;3.6;793;373;0.8;2.2;878;692;186;0.9;0.8;1.5
356;B-E Nijverheid (geen bouw) en energie;2007;39818.0;;31920.0;;7898.0;;39395.0;3.8;3.9;3.8;50.3;40.4;49.8;28.7;23.0;28.4;3.3;3.4;3.3;3.1;3.2;3.1;791;1385;0.4;0.7;876;691;185;0.5;0.5;0.8
357;B-E Nijverheid (geen bouw) en energie;2008 1e kwartaal;10068.0;10460.0;7827.0;8257.0;2241.0;2203.0;9985.0;7.7;5.2;7.8;12.7;9.8;12.6;27.5;21.4;27.3;6.6;4.2;6.7;8.4;5.9;8.5;795;366;1.0;-0.7;883;694;189;1.4;0.9;3.3
358;B-E Nijverheid (geen bouw) en energie;2008 2e kwartaal;12037.0;10498.0;9685.0;8251.0;2352.0;2247.0;11911.0;6.6;4.5;6.5;15.1;12.2;14.9;36.5;29.4;36.1;6.0;3.9;6.0;5.7;3.6;5.6;797;330;0.6;0.8;884;693;191;0.8;0.2;3.1
359;B-E Nijverheid (geen bouw) en energie;2008 3e kwartaal;9573.0;10534.0;7376.0;8244.0;2197.0;2290.0;9464.0;5.5;3.0;5.4;12.1;9.3;11.9;29.7;22.9;29.4;5.3;2.8;5.2;3.7;1.3;3.7;793;322;0.2;1.7;881;691;190;0.5;-0.2;2.8
360;B-E Nijverheid (geen bouw) en energie;2008 4e kwartaal;10429.0;10631.0;8125.0;8259.0;2304.0;2372.0;10288.0;3.3;0.9;3.2;13.2;10.2;13.0;28.2;22.0;27.8;3.3;1.0;3.2;4.2;1.8;4.1;793;370;-0.1;-0.9;879;689;190;0.1;-0.4;2.1
361;B-E Nijverheid (geen bouw) en energie;2008;42107.0;;33013.0;;9094.0;;41648.0;5.8;3.4;5.7;53.0;41.6;52.4;30.3;23.8;30.0;5.3;3.0;5.3;5.6;3.2;5.5;794;1387;0.4;0.2;882;692;190;0.7;0.1;2.8
362;B-E Nijverheid (geen bouw) en energie;2009 1e kwartaal;10353.0;10739.0;7764.0;8189.0;2589.0;2549.0;10157.0;2.8;-0.8;1.7;13.2;9.9;12.9;29.3;22.0;28.7;3.9;0.2;2.7;6.3;2.6;5.2;787;354;-1.0;-3.3;874;684;190;-1.0;-1.5;0.7
363;B-E Nijverheid (geen bouw) en energie;2009 2e kwartaal;12312.0;10742.0;9641.0;8220.0;2671.0;2523.0;11958.0;2.3;-0.5;0.4;15.8;12.4;15.4;39.6;31.0;38.5;4.7;1.9;2.8;8.5;5.6;6.5;778;311;-2.3;-5.7;863;674;189;-2.4;-2.8;-0.9
364;B-E Nijverheid (geen bouw) en energie;2009 3e kwartaal;9736.0;10709.0;7265.0;8116.0;2471.0;2593.0;9519.0;1.7;-1.5;0.6;12.7;9.5;12.5;31.7;23.7;31.0;5.6;2.3;4.4;6.8;3.5;5.6;764;307;-3.7;-4.8;849;664;185;-3.7;-3.9;-2.7
365;B-E Nijverheid (geen bouw) en energie;2009 4e kwartaal;10419.0;10624.0;7901.0;8030.0;2518.0;2594.0;10200.0;-0.1;-2.8;-0.9;13.8;10.4;13.5;29.6;22.4;28.9;4.6;1.8;3.8;4.9;2.2;4.1;758;352;-4.5;-4.8;842;658;184;-4.2;-4.5;-3.2
366;B-E Nijverheid (geen bouw) en energie;2009;42820.0;;32571.0;;10249.0;;41834.0;1.7;-1.3;0.4;55.5;42.2;54.2;32.4;24.6;31.6;4.7;1.6;3.4;6.6;3.4;5.3;772;1323;-2.9;-4.6;857;670;187;-2.8;-3.2;-1.6
367;B-E Nijverheid (geen bouw) en energie;2010 1e kwartaal;9719.0;10069.0;7642.0;8054.0;2077.0;2015.0;9551.0;-6.1;-1.6;-6.0;12.9;10.1;12.6;28.8;22.6;28.3;-2.2;2.5;-2.1;-1.7;3.0;-1.6;755;338;-4.0;-4.5;837;656;181;-4.2;-4.1;-4.6
368;B-E Nijverheid (geen bouw) en energie;2010 2e kwartaal;11745.0;10294.0;9512.0;8123.0;2233.0;2171.0;11522.0;-4.6;-1.3;-3.7;15.6;12.6;15.3;39.0;31.6;38.2;-1.5;1.8;-0.5;-1.7;1.7;-0.7;754;301;-3.1;-3.0;838;656;182;-2.9;-2.6;-3.7
369;B-E Nijverheid (geen bouw) en energie;2010 3e kwartaal;9347.0;10276.0;7305.0;8147.0;2042.0;2129.0;9168.0;-4.0;0.5;-3.7;12.5;9.7;12.2;29.8;23.3;29.2;-2.3;2.4;-1.9;-6.3;-1.8;-6.0;750;314;-1.8;2.4;833;652;181;-1.9;-1.9;-2.0
370;B-E Nijverheid (geen bouw) en energie;2010 4e kwartaal;10168.0;10322.0;8048.0;8181.0;2120.0;2141.0;9994.0;-2.4;1.9;-2.0;13.6;10.7;13.3;28.4;22.5;28.0;-1.3;3.0;-0.9;-3.8;0.4;-3.4;749;357;-1.1;1.4;832;651;181;-1.2;-1.2;-1.5
371;B-E Nijverheid (geen bouw) en energie;2010;40979.0;;32507.0;;8472.0;;40235.0;-4.3;-0.2;-3.8;54.5;43.2;53.5;31.3;24.8;30.7;-1.8;2.4;-1.3;-3.4;0.8;-2.9;752;1311;-2.5;-1.0;835;654;181;-2.6;-2.4;-3.0
372;B-E Nijverheid (geen bouw) en energie;2011 1e kwartaal;10027.0;10400.0;7853.0;8266.0;2174.0;2134.0;9905.0;3.2;2.8;3.7;13.5;10.6;13.3;29.3;23.0;29.0;4.7;4.3;5.3;2.0;1.6;2.5;744;342;-1.5;1.2;830;650;180;-0.9;-1.0;-0.7
373;B-E Nijverheid (geen bouw) en energie;2011 2e kwartaal;11920.0;10452.0;9601.0;8223.0;2319.0;2229.0;11746.0;1.5;0.9;1.9;16.0;12.9;15.8;38.8;31.3;38.3;2.7;2.2;3.2;-0.3;-0.8;0.1;745;307;-1.2;1.8;832;651;181;-0.6;-0.7;-0.4
374;B-E Nijverheid (geen bouw) en energie;2011 3e kwartaal;9584.0;10524.0;7445.0;8291.0;2139.0;2233.0;9442.0;2.5;1.9;3.0;12.9;10.0;12.7;30.4;23.6;29.9;3.5;2.9;4.0;2.2;1.5;2.6;743;315;-0.9;0.4;829;648;180;-0.5;-0.5;-0.6
375;B-E Nijverheid (geen bouw) en energie;2011 4e kwartaal;10409.0;10563.0;8203.0;8323.0;2206.0;2240.0;10259.0;2.4;1.9;2.7;14.0;11.0;13.8;30.2;23.8;29.7;3.1;2.7;3.4;6.0;5.6;6.3;743;345;-0.8;-3.4;828;649;179;-0.4;-0.3;-0.8
376;B-E Nijverheid (geen bouw) en energie;2011;41940.0;;33102.0;;8838.0;;41352.0;2.3;1.8;2.8;56.4;44.5;55.6;32.0;25.3;31.6;3.5;3.0;3.9;2.5;2.0;2.9;744;1309;-1.1;-0.1;830;650;180;-0.6;-0.6;-0.6
377;B-E Nijverheid (geen bouw) en energie;2012 1e kwartaal;10097.0;10485.0;7851.0;8264.0;2246.0;2221.0;10028.0;0.7;0.0;1.2;13.7;10.7;13.6;29.4;22.8;29.2;1.7;1.0;2.2;0.0;-0.7;0.6;737;344;-1.0;0.7;821;643;178;-1.0;-1.0;-0.8
378;B-E Nijverheid (geen bouw) en energie;2012 2e kwartaal;12123.0;10629.0;9674.0;8303.0;2449.0;2326.0;11968.0;1.7;0.8;1.9;16.5;13.1;16.3;39.7;31.7;39.2;2.9;2.0;3.1;2.2;1.3;2.4;736;305;-1.2;-0.5;823;643;180;-1.2;-1.2;-0.9
379;B-E Nijverheid (geen bouw) en energie;2012 3e kwartaal;9731.0;10681.0;7513.0;8360.0;2218.0;2321.0;9636.0;1.5;0.9;2.1;13.3;10.2;13.1;32.1;24.8;31.8;3.0;2.3;3.5;5.6;4.9;6.1;733;303;-1.4;-3.8;817;638;179;-1.4;-1.6;-0.9
380;B-E Nijverheid (geen bouw) en energie;2012 4e kwartaal;10542.0;10699.0;8236.0;8345.0;2306.0;2354.0;10392.0;1.3;0.4;1.3;14.4;11.3;14.2;31.6;24.7;31.2;3.1;2.2;3.1;4.9;4.0;4.9;730;333;-1.8;-3.4;816;638;178;-1.5;-1.7;-0.6
381;B-E Nijverheid (geen bouw) en energie;2012;42493.0;;33274.0;;9219.0;;42024.0;1.3;0.5;1.6;57.9;45.3;57.2;33.0;25.9;32.7;2.7;1.9;3.0;3.1;2.3;3.5;734;1286;-1.3;-1.8;819;641;179;-1.3;-1.4;-0.8
382;B-E Nijverheid (geen bouw) en energie;2013 1e kwartaal;10290.0;10687.0;8001.0;8424.0;2289.0;2263.0;10241.0;1.9;1.9;2.1;14.1;11.0;14.1;31.0;24.1;30.8;3.2;3.2;3.4;5.5;5.5;5.7;728;332;-1.2;-3.4;810;633;177;-1.4;-1.5;-1.0
383;B-E Nijverheid (geen bouw) en energie;2013 2e kwartaal;12253.0;10736.0;9824.0;8434.0;2429.0;2302.0;12128.0;1.1;1.6;1.3;16.9;13.5;16.7;40.0;32.0;39.5;2.6;3.0;2.8;0.6;1.1;0.9;725;307;-1.4;0.4;809;632;177;-1.7;-1.8;-1.5
384;B-E Nijverheid (geen bouw) en energie;2013 3e kwartaal;9768.0;10729.0;7571.0;8434.0;2197.0;2295.0;9667.0;0.4;0.8;0.3;13.6;10.5;13.4;32.0;24.8;31.6;2.1;2.5;2.0;-0.4;0.0;-0.5;721;306;-1.7;0.8;803;627;176;-1.7;-1.8;-1.5
385;B-E Nijverheid (geen bouw) en energie;2013 4e kwartaal;10568.0;10729.0;8452.0;8554.0;2116.0;2175.0;10451.0;0.2;2.6;0.6;14.7;11.7;14.5;31.4;25.1;31.1;1.6;4.0;1.9;-0.6;1.7;-0.3;721;336;-1.3;0.9;803;627;176;-1.6;-1.7;-1.4
386;B-E Nijverheid (geen bouw) en energie;2013;42879.0;;33848.0;;9031.0;;42487.0;0.9;1.7;1.1;59.2;46.8;58.7;33.5;26.4;33.2;2.4;3.2;2.6;1.3;2.1;1.5;724;1281;-1.4;-0.4;806;630;176;-1.6;-1.7;-1.4
387;B-E Nijverheid (geen bouw) en energie;2014 1e kwartaal;10455.0;10851.0;7997.0;8425.0;2458.0;2426.0;10432.0;1.6;-0.1;1.9;14.6;11.2;14.5;31.4;24.0;31.4;3.1;1.4;3.4;1.5;-0.2;1.7;717;333;-1.5;0.1;799;624;174;-1.4;-1.4;-1.5
388;B-E Nijverheid (geen bouw) en energie;2014 2e kwartaal;12488.0;10937.0;9832.0;8432.0;2656.0;2505.0;12397.0;1.9;0.1;2.2;17.4;13.7;17.2;41.1;32.4;40.8;2.9;1.0;3.2;2.9;1.0;3.2;719;304;-0.9;-1.0;802;626;176;-0.8;-0.9;-0.6
389;B-E Nijverheid (geen bouw) en energie;2014 3e kwartaal;10084.0;11092.0;7650.0;8532.0;2434.0;2560.0;10015.0;3.2;1.0;3.6;14.1;10.7;14.0;32.6;24.7;32.4;3.7;1.5;4.1;2.1;-0.1;2.4;718;309;-0.5;1.1;800;624;176;-0.4;-0.4;-0.1
390;B-E Nijverheid (geen bouw) en energie;2014 4e kwartaal;11078.0;11244.0;8526.0;8636.0;2552.0;2608.0;10993.0;4.8;0.9;5.2;15.4;11.9;15.3;33.1;25.5;32.8;5.1;1.1;5.5;5.2;1.2;5.6;719;335;-0.3;-0.4;802;626;176;-0.1;-0.2;0.0
391;B-E Nijverheid (geen bouw) en energie;2014;44105.0;;34005.0;;10100.0;;43837.0;2.9;0.5;3.2;61.4;47.4;61.0;34.4;26.6;34.2;3.7;1.2;4.0;2.9;0.5;3.2;718;1280;-0.8;0.0;801;625;175;-0.7;-0.7;-0.6
392;B-E Nijverheid (geen bouw) en energie;2015 1e kwartaal;10469.0;10863.0;8198.0;8632.0;2271.0;2231.0;10420.0;0.1;2.5;-0.1;14.6;11.4;14.5;31.8;24.9;31.6;-0.1;2.2;-0.4;1.1;3.5;0.9;719;329;0.3;-1.0;801;625;175;0.3;0.1;0.8
393;B-E Nijverheid (geen bouw) en energie;2015 2e kwartaal;12574.0;11001.0;10153.0;8694.0;2421.0;2307.0;12478.0;0.7;3.3;0.7;17.4;14.1;17.3;41.8;33.7;41.5;0.4;2.9;0.3;1.7;4.2;1.6;721;301;0.4;-0.9;805;628;177;0.3;0.3;0.6
394;B-E Nijverheid (geen bouw) en energie;2015 3e kwartaal;9941.0;10952.0;7746.0;8652.0;2195.0;2300.0;9870.0;-1.4;1.3;-1.4;13.8;10.8;13.7;32.8;25.6;32.6;-1.5;1.2;-1.6;0.6;3.4;0.6;718;303;0.1;-2.0;800;624;176;0.1;0.0;0.4
395;B-E Nijverheid (geen bouw) en energie;2015 4e kwartaal;10865.0;11027.0;8580.0;8705.0;2285.0;2322.0;10770.0;-1.9;0.6;-2.0;15.1;11.9;15.0;32.1;25.3;31.8;-1.8;0.7;-2.0;-3.0;-0.4;-3.1;719;338;-0.1;1.1;801;625;176;-0.2;-0.2;0.0
396;B-E Nijverheid (geen bouw) en energie;2015;43849.0;;34677.0;;9172.0;;43538.0;-0.6;2.0;-0.7;61.0;48.2;60.5;34.5;27.3;34.2;-0.7;1.8;-0.8;0.1;2.7;0.0;719;1272;0.2;-0.7;802;625;176;0.1;0.0;0.5
397;B-E Nijverheid (geen bouw) en energie;2016 1e kwartaal;10733.0;11139.0;8368.0;8796.0;2365.0;2343.0;10669.0;2.6;2.1;2.4;14.9;11.6;14.8;32.6;25.4;32.5;2.2;1.7;2.1;2.7;2.3;2.6;721;329;0.3;-0.2;802;625;176;0.2;0.0;0.6
398;B-E Nijverheid (geen bouw) en energie;2016 2e kwartaal;12877.0;11254.0;10333.0;8844.0;2544.0;2410.0;12727.0;2.3;1.7;1.9;17.8;14.3;17.6;41.1;33.0;40.6;2.0;1.4;1.5;-1.6;-2.2;-2.0;724;313;0.3;4.0;806;628;178;0.2;0.0;0.6
399;B-E Nijverheid (geen bouw) en energie;2016 3e kwartaal;10209.0;11254.0;7956.0;8886.0;2253.0;2368.0;10071.0;2.8;2.7;2.1;14.2;11.0;14.0;33.9;26.4;33.4;2.5;2.4;1.8;3.2;3.2;2.5;720;302;0.3;-0.4;801;624;177;0.2;0.1;0.5
400;B-E Nijverheid (geen bouw) en energie;2016 4e kwartaal;11103.0;11273.0;8740.0;8887.0;2363.0;2386.0;10881.0;2.2;1.9;1.0;15.4;12.1;15.1;33.3;26.2;32.6;1.6;1.3;0.5;3.7;3.4;2.6;723;334;0.6;-1.5;804;626;178;0.5;0.3;1.1
401;B-E Nijverheid (geen bouw) en energie;2016;44922.0;;35397.0;;9525.0;;44348.0;2.4;2.1;1.9;62.2;49.0;61.4;35.2;27.7;34.7;2.1;1.7;1.5;2.0;1.7;1.4;722;1277;0.4;0.4;803;626;177;0.2;0.1;0.7
402;B-E Nijverheid (geen bouw) en energie;2017 1e kwartaal;10833.0;11246.0;8511.0;8927.0;2322.0;2319.0;10758.0;0.9;1.7;0.8;15.0;11.8;14.9;32.1;25.2;31.9;0.7;1.5;0.6;-1.7;-1.0;-1.8;723;338;0.2;2.7;803;625;178;0.1;0.0;0.6
403;B-E Nijverheid (geen bouw) en energie;2017 2e kwartaal;13042.0;11391.0;10532.0;9016.0;2510.0;2375.0;12908.0;1.3;2.0;1.5;17.9;14.5;17.7;42.1;34.0;41.7;0.8;1.4;0.9;2.4;3.1;2.6;728;309;0.6;-1.1;810;630;180;0.5;0.4;0.9
404;B-E Nijverheid (geen bouw) en energie;2017 3e kwartaal;10438.0;11508.0;8146.0;9102.0;2292.0;2406.0;10286.0;2.2;2.3;2.1;14.3;11.2;14.1;34.5;26.9;34.0;1.0;1.1;0.9;2.0;2.1;1.9;729;302;1.2;0.3;810;630;180;1.0;0.9;1.6
405;B-E Nijverheid (geen bouw) en energie;2017 4e kwartaal;11539.0;11726.0;9124.0;9289.0;2415.0;2437.0;11297.0;3.9;4.4;3.8;15.7;12.4;15.4;34.7;27.5;34.0;2.4;2.8;2.3;4.3;4.8;4.2;734;332;1.5;-0.4;815;634;181;1.4;1.2;1.9
406;B-E Nijverheid (geen bouw) en energie;2017;45852.0;;36313.0;;9539.0;;45249.0;2.1;2.6;2.0;63.0;49.9;62.1;35.8;28.3;35.3;1.2;1.7;1.2;1.7;2.2;1.6;728;1282;0.9;0.4;810;630;180;0.8;0.6;1.3
407;B-E Nijverheid (geen bouw) en energie;2018 1e kwartaal;11336.0;11752.0;8859.0;9262.0;2477.0;2490.0;11257.0;4.6;4.1;4.6;15.4;12.0;15.3;33.4;26.1;33.2;2.5;2.0;2.5;4.2;3.7;4.2;738;339;2.1;0.4;819;637;182;2.0;1.9;2.4
408;B-E Nijverheid (geen bouw) en energie;2018 2e kwartaal;13576.0;11867.0;10925.0;9372.0;2651.0;2495.0;13472.0;4.1;3.7;4.4;18.2;14.7;18.1;43.2;34.7;42.8;1.9;1.4;2.1;2.4;2.0;2.7;744;315;2.2;1.7;827;643;184;2.2;2.0;2.6
409;B-E Nijverheid (geen bouw) en energie;2018 3e kwartaal;10889.0;12000.0;8456.0;9444.0;2433.0;2556.0;10768.0;4.3;3.9;4.7;14.6;11.4;14.5;35.5;27.5;35.1;2.2;1.7;2.5;2.7;2.2;3.1;744;307;2.1;1.6;827;642;184;2.1;2.0;2.4
410;B-E Nijverheid (geen bouw) en energie;2018 4e kwartaal;11895.0;12099.0;9341.0;9518.0;2554.0;2581.0;11682.0;3.1;2.4;3.4;15.9;12.5;15.6;34.5;27.1;33.9;0.8;0.2;1.1;-0.7;-1.3;-0.4;750;345;2.2;3.8;833;647;186;2.1;2.0;2.6
411;B-E Nijverheid (geen bouw) en energie;2018;47696.0;;37581.0;;10115.0;;47179.0;4.0;3.5;4.3;64.1;50.5;63.4;36.5;28.8;36.1;1.8;1.3;2.1;2.1;1.6;2.4;744;1306;2.2;1.9;826;642;184;2.1;2.0;2.5
412;B-E Nijverheid (geen bouw) en energie;2019 1e kwartaal;11858.0;12260.0;9239.0;9623.0;2619.0;2637.0;11732.0;4.6;4.3;4.2;15.7;12.2;15.5;34.5;26.9;34.1;2.0;1.7;1.7;3.2;2.9;2.9;757;344;2.5;1.3;840;652;187;2.5;2.3;3.0
413;B-E Nijverheid (geen bouw) en energie;2019 2e kwartaal;14222.0;12454.0;11388.0;9797.0;2834.0;2657.0;14074.0;4.8;4.3;4.5;18.7;15.0;18.5;43.9;35.2;43.5;2.3;1.9;2.0;1.8;1.3;1.5;762;324;2.4;2.9;846;657;190;2.3;2.1;3.1
414;B-E Nijverheid (geen bouw) en energie;2019 3e kwartaal;11385.0;12549.0;8825.0;9856.0;2560.0;2693.0;11269.0;4.5;4.3;4.6;15.0;11.6;14.8;35.6;27.6;35.2;2.4;2.3;2.5;0.4;0.2;0.5;759;320;2.0;4.1;843;653;190;1.9;1.7;2.8
415;B-E Nijverheid (geen bouw) en energie;2019 4e kwartaal;12450.0;12675.0;9735.0;9925.0;2715.0;2750.0;12280.0;4.7;4.2;5.1;16.3;12.8;16.1;35.9;28.1;35.4;2.9;2.5;3.3;4.0;3.6;4.5;763;347;1.7;0.6;847;657;190;1.7;1.5;2.5
416;B-E Nijverheid (geen bouw) en energie;2019;49915.0;;39187.0;;10728.0;;49355.0;4.6;4.3;4.6;65.7;51.6;64.9;37.4;29.4;37.0;2.4;2.1;2.4;2.4;2.1;2.4;760;1334;2.2;2.2;844;655;189;2.1;1.9;2.8
417;B-E Nijverheid (geen bouw) en energie;2020 1e kwartaal;12380.0;12750.0;9557.0;9904.0;2823.0;2846.0;12222.0;4.4;3.5;4.2;16.2;12.5;16.0;37.2;28.7;36.7;3.6;2.7;3.4;7.7;6.8;7.5;762;333;0.8;-3.1;846;655;191;0.8;0.5;2.0
418;B-E Nijverheid (geen bouw) en energie;2020 2e kwartaal;14521.0;12749.0;11488.0;9922.0;3033.0;2827.0;13531.0;2.1;0.9;-3.9;19.1;15.1;17.8;46.7;36.9;43.5;2.4;1.1;-3.6;6.2;4.9;0.0;760;311;-0.3;-3.9;841;651;191;-0.6;-0.9;0.4
419;B-E Nijverheid (geen bouw) en energie;2020 3e kwartaal;11736.0;12934.0;8979.0;10022.0;2757.0;2912.0;11296.0;3.2;1.8;0.3;15.5;11.9;14.9;40.1;30.6;38.5;3.6;2.2;0.7;12.5;11.0;9.4;756;293;-0.4;-8.3;838;647;191;-0.5;-0.9;0.8
420;B-E Nijverheid (geen bouw) en energie;2020 4e kwartaal;12776.0;13024.0;9883.0;10092.0;2893.0;2932.0;12264.0;2.6;1.5;-0.2;16.9;13.1;16.2;37.0;28.6;35.5;3.5;2.3;0.7;3.1;2.0;0.4;757;345;-0.8;-0.5;840;648;192;-0.8;-1.3;0.7
421;B-E Nijverheid (geen bouw) en energie;2020;51413.0;;39907.0;;11506.0;;49313.0;3.0;1.8;-0.1;67.8;52.6;65.0;40.1;31.1;38.4;3.2;2.0;0.1;7.1;5.9;3.9;759;1283;-0.2;-3.9;842;650;191;-0.3;-0.7;1.0
422;B-E Nijverheid (geen bouw) en energie;2021 1e kwartaal;12697.0;13019.0;9870.0;10177.0;2827.0;2842.0;12265.0;2.6;3.3;0.4;16.8;13.1;16.2;37.0;28.7;35.7;3.5;4.2;1.3;-0.6;0.1;-2.7;755;344;-0.9;3.2;837;646;192;-1.1;-1.5;0.4
423;B-E Nijverheid (geen bouw) en energie;2021 2e kwartaal;14880.0;13091.0;11790.0;10208.0;3090.0;2883.0;14465.0;2.5;2.6;6.9;19.6;15.6;19.1;45.8;36.3;44.5;2.7;2.8;7.1;-1.9;-1.7;2.4;758;325;-0.2;4.4;842;648;194;0.1;-0.5;1.9
424;B-E Nijverheid (geen bouw) en energie;2021 3e kwartaal;11992.0;13227.0;9271.0;10351.0;2721.0;2876.0;11658.0;2.1;3.2;3.1;15.9;12.3;15.4;40.7;31.4;39.5;2.2;3.3;3.2;1.5;2.7;2.5;755;295;-0.1;0.5;839;645;194;0.1;-0.4;1.8
425;B-E Nijverheid (geen bouw) en energie;2021 4e kwartaal;13107.0;13382.0;10262.0;10499.0;2845.0;2883.0;12767.0;2.7;3.9;4.2;17.2;13.5;16.8;37.3;29.2;36.3;2.0;3.2;3.5;0.7;1.9;2.2;761;352;0.6;1.9;847;650;197;0.8;0.3;2.7
426;B-E Nijverheid (geen bouw) en energie;2021;52676.0;;41193.0;;11483.0;;51155.0;2.5;3.2;3.7;69.5;54.4;67.5;40.1;31.3;38.9;2.6;3.4;3.9;-0.1;0.7;1.2;758;1315;-0.1;2.5;841;647;194;0.0;-0.5;1.7
427;B-E Nijverheid (geen bouw) en energie;2022 1e kwartaal;13464.0;13744.0;10381.0;10661.0;3083.0;3083.0;13284.0;6.0;5.1;8.3;17.6;13.6;17.3;38.1;29.4;37.6;4.6;3.7;6.8;3.2;2.3;5.4;766;353;1.4;2.7;851;652;199;1.7;1.1;3.7
428;B-E Nijverheid (geen bouw) en energie;2022 2e kwartaal;15681.0;13819.0;12441.0;10782.0;3240.0;3037.0;15560.0;5.4;5.6;7.6;20.4;16.2;20.2;48.7;38.6;48.3;3.7;3.9;5.9;6.3;6.5;8.5;770;322;1.6;-0.8;858;656;202;1.9;1.3;4.0
429;B-E Nijverheid (geen bouw) en energie;2022 3e kwartaal;12841.0;14183.0;9875.0;11034.0;2966.0;3149.0;12679.0;7.1;6.5;8.8;16.7;12.8;16.5;42.4;32.6;41.9;5.1;4.5;6.8;4.3;3.7;6.0;770;303;1.9;2.7;856;653;203;2.0;1.4;4.3
430;B-E Nijverheid (geen bouw) en energie;2022 4e kwartaal;14146.0;14454.0;10928.0;11202.0;3218.0;3252.0;13895.0;7.9;6.5;8.8;18.2;14.1;17.9;40.5;31.3;39.8;5.8;4.4;6.7;8.7;7.2;9.6;776;349;1.9;-0.7;863;658;205;1.9;1.3;4.1
431;B-E Nijverheid (geen bouw) en energie;2022;56132.0;;43625.0;;12507.0;;55418.0;6.6;5.9;8.3;72.8;56.6;71.9;42.3;32.9;41.8;4.8;4.1;6.5;5.6;4.9;7.3;771;1327;1.7;0.9;857;655;202;1.9;1.2;4.0
432;B-E Nijverheid (geen bouw) en energie;2023 1e kwartaal;14584.0;14837.0;11317.0;11593.0;3267.0;3244.0;14475.0;8.3;9.0;8.9;18.6;14.4;18.4;39.7;30.8;39.4;5.7;6.4;6.4;4.0;4.7;4.7;784;367;2.4;4.1;872;665;207;2.4;1.9;4.1
433;B-E Nijverheid (geen bouw) en energie;2023 2e kwartaal;17097.0;15080.0;13630.0;11806.0;3467.0;3274.0;16943.0;9.0;9.5;8.9;21.7;17.3;21.5;51.8;41.3;51.3;6.5;7.0;6.4;6.5;7.0;6.3;788;330;2.4;2.4;878;668;210;2.2;1.8;3.7
434;B-E Nijverheid (geen bouw) en energie;2023 3e kwartaal;13834.0;15309.0;10696.0;11968.0;3138.0;3341.0;13631.0;7.7;8.3;7.5;17.6;13.6;17.4;45.5;35.2;44.8;5.6;6.2;5.4;7.2;7.8;7.0;785;304;2.0;0.5;873;664;209;2.0;1.6;3.2
435;B-E Nijverheid (geen bouw) en energie;2023 4e kwartaal;15296.0;15625.0;11857.0;12167.0;3439.0;3458.0;15105.0;8.1;8.5;8.7;19.4;15.0;19.1;43.9;34.0;43.3;6.4;6.7;6.9;8.4;8.7;9.0;789;348;1.7;-0.2;878;667;211;1.7;1.4;2.9
