ID;CompositionOfTheHousehold;OtherHouseholdCharacteristics;Periods;NumberOfHouseholds_1;PersonsPerHousehold_2;PersonsWithAnIncomePerHousehold_3;GrossIncome_4;SpendableIncome_5;StandardisedIncome_6
441;4;4;1991;230;3.5;1.7;18.2;12.4;7.2
442;4;4;1992;238;3.5;1.7;19.6;13.2;7.7
443;4;4;1993;250;3.5;1.7;19.0;13.0;7.6
444;4;4;1994;266;3.5;1.6;19.0;13.4;7.8
445;4;4;1995;257;3.4;1.6;18.5;13.6;8.0
446;4;4;1996;245;3.4;1.6;18.7;13.8;8.1
447;4;4;1997;236;3.4;1.7;19.0;14.4;8.5
448;4;4;1998;214;3.4;1.7;18.5;14.5;8.6
449;4;4;1999;204;3.4;1.7;18.8;14.6;8.7
450;4;4;2000;198;3.4;1.7;20.5;15.8;9.4
451;4;5;1990;39;4.1;1.8;55.3;29.9;15.6
452;4;5;1991;36;4.1;2.0;57.6;32.0;16.8
453;4;5;1992;36;4.1;2.0;59.8;31.8;16.7
454;4;5;1993;40;4.1;2.0;57.9;30.8;16.1
455;4;5;1994;40;4.1;2.0;57.6;32.5;17.1
456;4;5;1995;48;4.1;2.0;58.9;33.7;17.8
457;4;5;1996;52;4.1;2.0;57.3;32.8;17.3
458;4;5;1997;57;4.0;2.0;58.5;33.9;17.9
459;4;5;1998;56;4.1;2.0;56.1;31.6;16.7
460;4;5;1999;60;4.1;2.1;60.1;34.5;18.2
461;4;5;2000;61;4.1;2.1;64.8;38.6;20.4
462;4;6;1990;27;3.1;1.6;20.1;12.5;7.5
463;4;6;1991;33;3.1;1.7;20.5;12.7;7.6
464;4;6;1992;31;3.2;1.7;22.5;13.9;8.2
465;4;6;1993;34;3.1;1.7;21.6;13.6;8.1
466;4;6;1994;33;3.2;1.7;20.6;13.6;8.1
467;4;6;1995;27;3.0;1.6;20.2;13.9;8.4
468;4;6;1996;24;3.0;1.6;20.6;14.1;8.5
469;4;6;1997;22;3.1;1.6;20.3;14.5;8.8
470;4;6;1998;21;3.1;1.6;21.6;15.7;9.4
471;4;6;1999;24;3.0;1.7;25.3;17.1;10.3
472;4;6;2000;24;3.1;1.7;25.2;17.3;10.4
473;4;7;1990;487;3.6;1.5;29.0;17.7;10.0
474;4;7;1991;486;3.6;1.6;30.4;18.4;10.4
475;4;7;1992;474;3.6;1.6;31.8;18.9;10.8
476;4;7;1993;474;3.6;1.6;31.8;19.2;11.0
477;4;7;1994;473;3.6;1.6;32.2;20.0;11.4
478;4;7;1995;466;3.6;1.6;32.6;20.7;11.9
479;4;7;1996;456;3.5;1.7;33.4;21.3;12.2
480;4;7;1997;437;3.5;1.7;33.8;21.9;12.6
481;4;7;1998;431;3.5;1.7;34.9;22.6;13.0
482;4;7;1999;407;3.5;1.7;36.8;23.6;13.7
483;4;7;2000;402;3.5;1.7;38.7;24.8;14.4
484;4;8;1990;897;4.1;1.8;37.3;22.3;11.9
485;4;8;1991;869;4.1;1.8;38.4;22.9;12.2
486;4;8;1992;866;4.1;1.8;40.2;23.5;12.5
487;4;8;1993;867;4.1;1.8;40.1;23.8;12.7
488;4;8;1994;868;4.1;1.8;40.1;24.5;13.1
489;4;8;1995;877;4.0;1.8;40.8;25.2;13.5
490;4;8;1996;891;4.0;1.9;40.9;25.6;13.8
491;4;8;1997;903;4.0;1.9;41.8;26.5;14.3
492;4;8;1998;910;4.0;1.9;42.9;27.1;14.6
493;4;8;1999;926;4.0;1.9;45.0;28.2;15.3
494;4;8;2000;942;4.0;1.9;47.2;29.6;16.0
495;4;9;1990;324;4.1;2.5;44.1;26.1;13.4
496;4;9;1991;348;4.1;2.5;45.6;26.7;13.8
497;4;9;1992;366;4.1;2.5;46.7;26.9;13.9
498;4;9;1993;379;4.1;2.4;47.2;27.5;14.3
499;4;9;1994;391;4.1;2.4;47.6;28.4;14.8
500;4;9;1995;402;4.1;2.5;48.8;29.6;15.4
501;4;9;1996;409;4.1;2.5;49.7;30.5;15.9
502;4;9;1997;423;4.1;2.6;50.6;31.4;16.3
503;4;9;1998;436;4.1;2.6;51.4;31.8;16.6
504;4;9;1999;447;4.1;2.6;53.7;33.2;17.3
505;4;9;2000;470;4.0;2.6;56.8;35.1;18.3
506;4;Age head household 55-65 yrs;1990;46;4.2;2.6;41.4;24.8;12.6
507;4;Age head household 55-65 yrs;1991;42;4.2;2.6;42.4;25.5;12.9
508;4;Age head household 55-65 yrs;1992;40;4.3;2.5;44.0;26.1;13.2
509;4;Age head household 55-65 yrs;1993;39;4.2;2.5;43.5;25.9;13.2
510;4;Age head household 55-65 yrs;1994;39;4.2;2.5;43.7;26.4;13.5
511;4;Age head household 55-65 yrs;1995;40;4.1;2.5;46.0;28.3;14.6
512;4;Age head household 55-65 yrs;1996;39;4.2;2.5;48.2;29.2;15.0
513;4;Age head household 55-65 yrs;1997;42;4.1;2.5;46.8;29.0;15.0
514;4;Age head household 55-65 yrs;1998;44;4.0;2.6;47.9;30.8;16.0
515;4;Age head household 55-65 yrs;1999;42;4.0;2.6;52.2;31.9;16.7
516;4;Age head household 55-65 yrs;2000;46;4.0;2.6;54.2;33.8;17.6
517;4;Age head household >= 65 yrs;1990;7;4.8;2.8;41.7;28.9;13.6
518;4;Age head household >= 65 yrs;1991;6;4.9;2.9;46.7;31.0;14.7
519;4;Age head household >= 65 yrs;1992;7;4.8;2.9;49.9;32.6;15.8
520;4;Age head household >= 65 yrs;1993;6;4.6;2.7;42.4;28.4;13.7
521;4;Age head household >= 65 yrs;1994;5;4.9;3.0;46.1;31.0;14.8
522;4;Age head household >= 65 yrs;1995;6;4.8;2.9;46.2;31.4;14.9
523;4;Age head household >= 65 yrs;1996;5;5.0;3.1;46.2;32.5;15.1
524;4;Age head household >= 65 yrs;1997;5;4.9;3.0;46.4;32.8;15.6
525;4;Age head household >= 65 yrs;1998;5;5.0;3.1;48.8;35.0;16.5
526;4;Age head household >= 65 yrs;1999;6;4.6;3.0;47.2;33.4;16.2
527;4;Age head household >= 65 yrs;2000;6;4.8;3.3;53.7;38.9;18.4
528;5;0;1990;182;2.6;1.2;17.6;11.8;8.1
529;5;0;1991;185;2.6;1.2;17.9;12.0;8.3
530;5;0;1992;197;2.6;1.2;19.3;12.8;8.8
531;5;0;1993;206;2.6;1.2;19.1;12.7;8.8
532;5;0;1994;212;2.6;1.2;18.8;13.1;9.0
533;5;0;1995;223;2.6;1.2;18.4;13.2;9.1
534;5;0;1996;228;2.6;1.2;18.9;13.6;9.3
535;5;0;1997;232;2.6;1.2;19.4;14.1;9.7
536;5;0;1998;241;2.6;1.2;20.0;14.9;10.3
537;5;0;1999;256;2.6;1.2;21.4;15.7;10.8
538;5;0;2000;271;2.6;1.3;22.3;16.4;11.3
539;5;1;1990;3;2.3;1.1;20.9;15.1;10.7
540;5;1;1991;3;2.4;1.3;18.7;11.6;8.1
541;5;1;1992;3;2.6;1.1;31.1;19.6;13.7
542;5;1;1993;4;2.8;1.0;22.3;15.3;10.0
543;5;1;1994;4;2.5;1.2;26.8;18.3;13.2
544;5;1;1995;5;2.4;1.0;31.1;20.3;14.6
545;5;1;1996;4;2.5;1.2;25.2;16.7;11.7
546;5;1;1997;5;2.5;1.1;24.4;16.4;11.2
547;5;1;1998;5;2.3;1.2;27.0;17.6;12.7
548;5;1;1999;6;2.5;1.1;31.2;20.4;14.4
549;5;1;2000;6;2.5;1.3;26.9;17.3;12.3
550;5;2;1990;60;2.6;1.2;23.3;14.6;10.0
551;5;2;1991;63;2.5;1.2;23.3;14.6;10.2
552;5;2;1992;68;2.5;1.2;24.5;15.2;10.6
553;5;2;1993;73;2.5;1.2;24.8;15.5;10.8
554;5;2;1994;68;2.5;1.2;24.4;15.7;11.0
555;5;2;1995;71;2.5;1.2;23.4;15.7;11.0
556;5;2;1996;81;2.5;1.2;23.1;15.7;11.0
557;5;2;1997;90;2.5;1.2;23.6;16.4;11.4
558;5;2;1998;105;2.5;1.3;23.7;16.8;11.7
559;5;2;1999;118;2.5;1.3;25.4;17.7;12.3
560;5;2;2000;135;2.5;1.3;26.3;18.3;12.9
561;5;3;1990;11;2.6;2.0;23.1;15.8;10.6
562;5;3;1991;11;2.7;2.0;22.9;15.9;10.5
563;5;3;1992;10;2.8;2.1;25.2;17.4;11.5
564;5;3;1993;11;2.7;2.1;26.8;18.3;12.3
565;5;3;1994;11;2.8;2.0;27.8;19.0;12.5
566;5;3;1995;13;2.8;1.9;26.2;18.6;12.2
567;5;3;1996;12;2.8;2.1;28.5;20.0;13.1
568;5;3;1997;12;2.8;2.1;28.3;20.2;13.3
569;5;3;1998;12;2.7;2.1;27.9;20.7;13.7
570;5;3;1999;12;2.6;2.0;26.9;20.1;13.4
571;5;3;2000;14;2.7;2.1;28.7;21.5;14.3
572;5;4;1990;105;2.6;1.1;13.2;9.6;6.6
573;5;4;1991;105;2.6;1.1;13.7;9.8;6.7
574;5;4;1992;111;2.6;1.1;14.8;10.5;7.2
575;5;4;1993;114;2.6;1.1;14.6;10.6;7.2
576;5;4;1994;124;2.6;1.1;14.6;10.8;7.4
577;5;4;1995;130;2.7;1.1;14.2;11.1;7.6
578;5;4;1996;125;2.6;1.1;14.8;11.4;7.8
579;5;4;1997;121;2.7;1.1;15.1;11.9;8.1
580;5;4;1998;114;2.7;1.1;15.3;12.5;8.5
581;5;4;1999;116;2.7;1.2;16.1;13.0;8.8
582;5;4;2000;113;2.7;1.2;16.5;13.4;9.1
583;5;5;1990;3;2.7;1.0;27.8;14.8;9.9
584;5;5;1991;3;3.0;1.0;30.8;18.8;12.4
585;5;5;1992;3;2.9;1.1;34.2;18.8;12.3
586;5;5;1993;4;2.7;1.0;19.3;5.0;4.1
587;5;5;1994;5;2.6;1.0;23.9;15.3;10.4
588;5;5;1995;4;2.8;1.1;21.9;12.3;8.5
589;5;5;1996;4;2.8;1.1;24.0;13.2;9.0
590;5;5;1997;6;2.7;1.2;20.6;12.6;8.4
591;5;5;1998;4;2.7;1.2;22.8;14.1;9.5
592;5;5;1999;4;2.7;1.1;27.8;16.6;11.2
593;5;5;2000;4;2.8;1.1;25.0;16.5;11.0
594;5;6;1990;10;2.5;1.1;11.3;7.8;5.5
595;5;6;1991;10;2.5;1.0;10.7;7.4;5.2
596;5;6;1992;9;2.4;1.1;13.3;9.0;6.5
597;5;6;1993;10;2.4;1.0;11.8;8.3;6.0
598;5;6;1994;11;2.4;1.0;13.0;9.3;6.7
599;5;6;1995;10;2.3;1.0;12.0;9.1;6.6
600;5;6;1996;9;2.3;1.0;12.3;9.3;6.8
601;5;6;1997;9;2.4;1.0;12.8;9.9;7.1
602;5;6;1998;8;2.5;1.0;12.5;10.1;7.2
603;5;6;1999;9;2.4;1.0;13.5;10.6;7.7
604;5;6;2000;10;2.4;1.0;14.5;11.3;8.1
605;5;7;1990;69;2.6;1.0;14.5;10.1;7.0
606;5;7;1991;69;2.6;1.0;15.2;10.4;7.2
607;5;7;1992;71;2.6;1.0;16.3;11.0;7.7
608;5;7;1993;74;2.5;1.0;15.4;10.7;7.5
609;5;7;1994;71;2.6;1.0;15.6;11.1;7.8
610;5;7;1995;74;2.6;1.0;15.3;11.4;7.9
611;5;7;1996;74;2.6;1.0;16.5;12.1;8.4
612;5;7;1997;75;2.6;1.0;16.2;12.2;8.5
613;5;7;1998;77;2.6;1.0;16.7;12.9;9.1
614;5;7;1999;80;2.5;1.0;17.4;13.3;9.4
615;5;7;2000;79;2.5;1.0;17.9;13.8;9.8
616;5;8;1990;81;2.7;1.3;19.8;13.2;9.0
617;5;8;1991;81;2.7;1.3;20.5;13.6;9.2
618;5;8;1992;87;2.7;1.3;21.5;14.1;9.6
619;5;8;1993;89;2.7;1.2;21.4;14.0;9.4
620;5;8;1994;95;2.7;1.2;20.2;14.1;9.5
621;5;8;1995;103;2.7;1.2;19.5;14.0;9.5
622;5;8;1996;110;2.7;1.2;19.4;14.1;9.5
623;5;8;1997;112;2.7;1.3;20.1;14.7;9.9
624;5;8;1998;115;2.7;1.3;21.0;15.6;10.5
625;5;8;1999;121;2.7;1.3;22.5;16.5;11.1
626;5;8;2000;130;2.7;1.3;23.1;16.9;11.5
627;5;9;1990;19;2.4;1.5;21.5;13.6;9.3
628;5;9;1991;22;2.4;1.5;20.3;13.3;9.4
629;5;9;1992;27;2.4;1.4;22.2;14.3;10.1
630;5;9;1993;31;2.4;1.4;23.5;15.2;10.6
631;5;9;1994;32;2.4;1.4;23.8;15.6;10.9
632;5;9;1995;33;2.5;1.4;23.2;15.7;10.9
633;5;9;1996;32;2.5;1.4;24.4;16.7;11.6
634;5;9;1997;34;2.4;1.5;25.6;17.5;12.1
635;5;9;1998;37;2.4;1.5;24.8;17.9;12.5
636;5;9;1999;42;2.4;1.5;27.4;19.1;13.3
637;5;9;2000;48;2.4;1.6;29.0;20.1;14.1
638;5;Age head household 55-65 yrs;1990;4;2.1;1.4;21.6;13.4;9.7
639;5;Age head household 55-65 yrs;1991;3;2.1;1.4;18.9;12.5;9.1
640;5;Age head household 55-65 yrs;1992;2;2.2;1.4;20.0;13.0;9.3
641;5;Age head household 55-65 yrs;1993;2;2.3;1.5;22.1;14.1;10.3
642;5;Age head household 55-65 yrs;1994;2;2.3;1.4;20.8;13.9;10.0
643;5;Age head household 55-65 yrs;1995;3;2.2;1.7;24.2;16.0;11.6
644;5;Age head household 55-65 yrs;1996;3;2.4;1.5;18.9;13.0;9.1
645;5;Age head household 55-65 yrs;1997;3;2.2;1.3;21.8;15.5;11.1
646;5;Age head household 55-65 yrs;1998;3;2.3;1.7;23.9;16.8;12.0
647;5;Age head household 55-65 yrs;1999;3;2.2;1.4;24.5;17.4;12.7
648;5;Age head household 55-65 yrs;2000;4;2.1;1.5;27.1;18.9;13.8
649;5;Age head household >= 65 yrs;1990;0;;;;;
650;5;Age head household >= 65 yrs;1991;0;;;;;
651;5;Age head household >= 65 yrs;1992;0;;;;;
652;5;Age head household >= 65 yrs;1993;1;;;;;
653;5;Age head household >= 65 yrs;1994;0;;;;;
654;5;Age head household >= 65 yrs;1995;0;;;;;
655;5;Age head household >= 65 yrs;1996;0;;;;;
656;5;Age head household >= 65 yrs;1997;0;;;;;
657;5;Age head household >= 65 yrs;1998;0;;;;;
658;5;Age head household >= 65 yrs;1999;0;;;;;
659;5;Age head household >= 65 yrs;2000;0;;;;;
660;6;0;1990;1305;4.0;1.7;36.0;21.4;11.6
661;6;0;1991;1308;4.0;1.7;37.6;22.3;12.1
662;6;0;1992;1299;4.0;1.8;39.6;23.0;12.4
663;6;0;1993;1313;4.0;1.8;40.0;23.5;12.7
664;6;0;1994;1321;3.9;1.8;40.4;24.4;13.2
665;6;0;1995;1326;3.9;1.8;41.6;25.4;13.8
666;6;0;1996;1332;3.9;1.8;42.3;26.1;14.2
667;6;0;1997;1340;4.0;1.9;43.2;27.0;14.6
668;6;0;1998;1348;4.0;1.9;44.4;27.7;15.1
669;6;0;1999;1341;3.9;1.9;47.1;29.1;15.8
670;6;0;2000;1361;4.0;2.0;49.6;30.7;16.7
671;6;1;1990;115;4.1;1.6;45.6;28.9;15.3
672;6;1;1991;108;4.2;1.6;47.8;30.1;16.0
673;6;1;1992;111;4.2;1.7;46.8;28.8;15.2
674;6;1;1993;108;4.2;1.7;44.2;27.7;14.8
675;6;1;1994;109;4.2;1.8;45.6;28.7;15.2
676;6;1;1995;117;4.2;1.8;48.8;30.9;16.4
677;6;1;1996;113;4.2;1.8;48.6;31.3;16.6
678;6;1;1997;112;4.2;1.9;50.1;32.7;17.4
679;6;1;1998;117;4.1;1.9;49.5;31.6;16.9
680;6;1;1999;111;4.1;1.9;53.1;34.0;18.2
681;6;1;2000;113;4.1;1.9;53.9;35.0;18.7
682;6;2;1990;1056;3.9;1.7;36.1;21.2;11.5
683;6;2;1991;1067;3.9;1.7;37.9;22.1;12.0
684;6;2;1992;1054;3.9;1.7;40.2;23.0;12.5
685;6;2;1993;1058;3.9;1.8;41.1;23.8;13.0
686;6;2;1994;1059;3.9;1.8;41.6;24.8;13.5
687;6;2;1995;1062;3.9;1.8;42.3;25.6;14.0
688;6;2;1996;1072;3.9;1.8;43.0;26.3;14.4
689;6;2;1997;1080;3.9;1.9;43.9;27.1;14.8
690;6;2;1998;1098;3.9;1.9;45.3;28.1;15.3
691;6;2;1999;1104;3.9;1.9;47.8;29.3;16.0
692;6;2;2000;1124;3.9;2.0;50.2;30.7;16.7
693;6;3;1990;11;3.6;2.3;30.9;20.2;11.3
694;6;3;1991;10;3.6;2.2;31.9;21.2;11.8
695;6;3;1992;10;3.5;2.3;32.1;21.0;11.7
696;6;3;1993;12;3.6;2.3;32.5;21.0;11.6
697;6;3;1994;13;3.5;2.3;32.5;21.8;12.2
698;6;3;1995;12;3.6;2.3;36.9;24.5;13.6
699;6;3;1996;11;3.6;2.3;36.3;24.2;13.3
700;6;3;1997;11;3.6;2.4;36.4;25.2;13.9
701;6;3;1998;10;3.6;2.3;35.9;25.5;14.1
702;6;3;1999;9;3.6;2.4;37.8;26.7;14.8
703;6;3;2000;9;3.7;2.4;39.5;28.1;15.4
704;6;4;1990;95;4.0;1.9;19.2;12.9;7.0
705;6;4;1991;97;4.0;1.9;19.9;13.2;7.2
706;6;4;1992;99;4.0;1.9;21.9;14.4;7.8
707;6;4;1993;107;4.0;1.9;21.0;14.1;7.6
708;6;4;1994;113;4.0;1.9;21.4;14.7;7.9
709;6;4;1995;101;4.0;2.0;20.9;15.0;8.1
710;6;4;1996;97;4.0;2.0;21.0;15.1;8.2
711;6;4;1997;95;4.0;2.0;21.5;15.9;8.6
712;6;4;1998;81;4.0;2.0;20.4;15.5;8.4
713;6;4;1999;71;4.1;2.1;20.7;15.4;8.3
714;6;4;2000;68;4.1;2.1;23.4;17.5;9.3
715;6;5;1990;28;4.2;1.6;53.2;28.8;15.3
716;6;5;1991;25;4.1;1.8;54.8;30.5;16.3
717;6;5;1992;25;4.1;1.8;58.4;30.6;16.4
718;6;5;1993;28;4.1;1.8;56.0;30.6;16.4
719;6;5;1994;27;4.1;1.8;56.8;31.8;17.0
720;6;5;1995;35;4.1;1.8;58.0;32.9;17.7
721;6;5;1996;39;4.1;1.8;57.3;32.7;17.6
722;6;5;1997;42;4.1;1.8;56.9;32.2;17.3
723;6;5;1998;43;4.1;1.8;55.2;31.0;16.7
724;6;5;1999;46;4.1;1.9;58.5;33.6;18.0
725;6;5;2000;47;4.1;1.9;64.9;38.7;20.8
726;6;6;1990;15;3.2;1.7;23.0;13.8;8.1
727;6;6;1991;20;3.2;1.8;23.2;14.1;8.4
728;6;6;1992;20;3.3;1.8;23.8;14.5;8.5
729;6;6;1993;20;3.2;1.8;23.4;14.5;8.5
730;6;6;1994;18;3.3;1.9;22.7;14.6;8.6
731;6;6;1995;15;3.3;1.8;23.5;15.6;9.2
732;6;6;1996;13;3.2;1.8;23.3;15.5;9.1
733;6;6;1997;13;3.2;1.8;22.9;16.0;9.4
734;6;6;1998;11;3.2;1.8;24.8;17.5;10.3
735;6;6;1999;13;3.2;1.9;30.1;19.4;11.4
736;6;6;2000;11;3.2;1.8;30.3;19.6;11.6
737;6;7;1990;405;3.7;1.5;31.0;18.6;10.5
738;6;7;1991;402;3.7;1.6;32.6;19.5;10.9
739;6;7;1992;387;3.7;1.6;34.1;20.0;11.2
740;6;7;1993;384;3.7;1.7;34.5;20.5;11.6
741;6;7;1994;386;3.7;1.7;34.7;21.3;12.0
742;6;7;1995;377;3.7;1.7;35.5;22.2;12.6
743;6;7;1996;367;3.7;1.7;36.3;22.8;12.9
744;6;7;1997;349;3.7;1.8;37.0;23.7;13.4
745;6;7;1998;339;3.7;1.8;38.3;24.4;13.8
746;6;7;1999;313;3.6;1.8;41.1;25.8;14.7
747;6;7;2000;309;3.6;1.8;43.2;27.2;15.4
748;6;8;1990;709;4.1;1.7;38.1;22.6;12.0
749;6;8;1991;693;4.1;1.7;39.4;23.3;12.4
750;6;8;1992;690;4.1;1.8;41.6;24.1;12.8
751;6;8;1993;694;4.1;1.8;41.8;24.5;13.0
752;6;8;1994;693;4.1;1.8;42.1;25.4;13.5
753;6;8;1995;700;4.1;1.8;43.2;26.4;14.0
754;6;8;1996;712;4.1;1.8;43.5;26.8;14.3
755;6;8;1997;728;4.1;1.9;44.5;27.8;14.9
756;6;8;1998;731;4.1;1.9;45.6;28.4;15.2
757;6;8;1999;743;4.1;1.9;48.0;29.6;15.8
758;6;8;2000;751;4.1;1.9;50.6;31.2;16.7
759;6;9;1990;154;3.8;1.9;41.1;24.1;13.1
760;6;9;1991;174;3.8;2.0;44.1;25.5;13.8
761;6;9;1992;181;3.9;2.0;45.8;26.0;14.0
762;6;9;1993;193;3.9;2.0;46.2;26.6;14.4
763;6;9;1994;203;3.9;2.0;46.9;27.6;14.9
764;6;9;1995;213;3.9;2.0;48.5;28.8;15.6
765;6;9;1996;217;3.9;2.1;49.0;29.7;16.0
766;6;9;1997;227;3.9;2.1;49.3;29.9;16.1
767;6;9;1998;242;3.9;2.2;50.5;30.8;16.6
768;6;9;1999;246;3.9;2.2;53.0;32.2;17.3
769;6;9;2000;263;3.9;2.3;55.3;33.7;18.1
770;6;Age head household 55-65 yrs;1990;19;3.5;1.8;35.9;20.8;11.6
771;6;Age head household 55-65 yrs;1991;18;3.6;1.9;38.6;22.6;12.6
772;6;Age head household 55-65 yrs;1992;19;3.5;1.9;39.1;22.8;12.7
773;6;Age head household 55-65 yrs;1993;20;3.6;1.9;39.9;23.3;13.0
774;6;Age head household 55-65 yrs;1994;19;3.5;1.9;41.4;23.9;13.4
775;6;Age head household 55-65 yrs;1995;20;3.5;1.9;44.5;26.5;14.8
776;6;Age head household 55-65 yrs;1996;20;3.6;2.0;48.0;28.0;15.5
777;6;Age head household 55-65 yrs;1997;21;3.6;2.0;45.7;27.3;15.1
778;6;Age head household 55-65 yrs;1998;23;3.6;2.1;43.4;26.9;14.9
779;6;Age head household 55-65 yrs;1999;23;3.6;2.1;50.7;30.8;17.0
780;6;Age head household 55-65 yrs;2000;25;3.6;2.2;50.0;31.0;17.1
781;6;Age head household >= 65 yrs;1990;2;3.3;1.9;29.0;21.4;12.2
782;6;Age head household >= 65 yrs;1991;2;3.3;1.7;36.4;24.7;13.9
783;6;Age head household >= 65 yrs;1992;2;3.3;1.9;36.2;24.5;14.0
784;6;Age head household >= 65 yrs;1993;2;3.3;2.0;35.2;23.4;13.3
785;6;Age head household >= 65 yrs;1994;2;3.4;2.1;41.2;26.0;14.7
786;6;Age head household >= 65 yrs;1995;2;3.4;1.9;38.2;23.9;13.6
787;6;Age head household >= 65 yrs;1996;2;3.4;2.0;33.1;22.0;12.4
788;6;Age head household >= 65 yrs;1997;2;3.4;1.9;39.4;26.9;15.2
789;6;Age head household >= 65 yrs;1998;2;3.5;2.1;35.9;26.5;15.0
790;6;Age head household >= 65 yrs;1999;2;3.5;2.2;39.6;27.9;15.7
791;6;Age head household >= 65 yrs;2000;2;3.3;2.2;41.0;29.9;17.0
792;7;0;1990;301;4.8;3.1;47.8;28.7;13.7
793;7;0;1991;290;4.8;3.1;48.8;29.1;13.9
794;7;0;1992;289;4.8;3.1;50.1;29.5;14.0
795;7;0;1993;280;4.8;3.1;50.1;29.7;14.1
796;7;0;1994;275;4.8;3.1;50.4;30.8;14.7
797;7;0;1995;268;4.8;3.2;51.7;32.3;15.3
798;7;0;1996;265;4.8;3.3;53.1;33.2;15.8
799;7;0;1997;261;4.8;3.4;54.8;34.9;16.6
800;7;0;1998;258;4.9;3.4;56.6;35.9;17.0
801;7;0;1999;256;4.9;3.4;59.2;37.2;17.6
802;7;0;2000;258;4.9;3.5;63.9;40.2;19.0
803;7;1;1990;35;5.0;3.0;61.6;39.3;18.4
804;7;1;1991;32;4.9;3.1;59.9;37.7;17.7
805;7;1;1992;29;5.0;3.1;58.5;37.1;17.4
806;7;1;1993;26;5.0;3.1;58.3;37.0;17.2
807;7;1;1994;26;5.1;3.2;61.2;38.9;18.1
808;7;1;1995;26;5.1;3.3;63.5;41.3;19.1
809;7;1;1996;25;5.1;3.4;66.9;44.0;20.4
810;7;1;1997;25;5.1;3.5;63.9;42.3;19.6
811;7;1;1998;24;5.1;3.5;72.2;45.8;21.3
812;7;1;1999;23;5.0;3.6;72.0;45.9;21.3
813;7;1;2000;22;5.1;3.6;75.6;49.2;22.8
814;7;2;1990;224;4.7;3.1;47.5;28.0;13.5
815;7;2;1991;217;4.7;3.1;48.9;28.7;13.7
816;7;2;1992;219;4.7;3.2;50.9;29.4;14.1
817;7;2;1993;211;4.7;3.2;51.0;29.8;14.3
818;7;2;1994;207;4.7;3.1;51.1;30.8;14.8
819;7;2;1995;201;4.8;3.2;52.1;32.0;15.3
820;7;2;1996;202;4.8;3.3;53.3;32.9;15.7
821;7;2;1997;200;4.8;3.3;54.9;34.5;16.5
822;7;2;1998;199;4.8;3.4;56.9;36.0;17.1
823;7;2;1999;201;4.8;3.5;59.2;37.1;17.7
824;7;2;2000;204;4.8;3.6;64.7;40.3;19.2
825;7;3;1990;6;4.7;3.2;37.9;25.1;12.0
826;7;3;1991;6;4.9;3.1;38.4;25.7;12.2
827;7;3;1992;6;4.8;3.2;39.9;26.1;12.5
828;7;3;1993;6;4.8;3.2;39.0;25.8;12.4
829;7;3;1994;5;4.9;3.2;39.7;26.5;12.6
830;7;3;1995;5;4.8;3.4;40.9;28.9;13.7
831;7;3;1996;6;4.9;3.6;46.0;31.7;15.1
832;7;3;1997;5;4.9;3.5;44.2;30.5;14.5
833;7;3;1998;5;5.1;3.6;39.3;26.8;12.5
834;7;3;1999;4;4.9;3.3;49.5;34.3;16.3
835;7;3;2000;5;4.8;3.2;48.5;34.6;16.5
836;7;4;1990;28;5.0;3.1;28.0;18.6;8.7
837;7;4;1991;27;5.1;3.0;29.2;19.0;8.9
838;7;4;1992;28;5.2;3.1;30.5;19.8;9.2
839;7;4;1993;29;5.1;3.0;28.9;18.9;8.8
840;7;4;1994;28;5.1;3.0;28.8;19.6;9.2
841;7;4;1995;27;5.1;3.1;29.7;21.0;9.8
842;7;4;1996;23;5.2;3.2;30.1;21.0;9.7
843;7;4;1997;21;5.2;3.2;30.6;21.9;10.2
844;7;4;1998;20;5.2;3.2;29.8;21.4;9.9
845;7;4;1999;17;5.3;3.3;29.9;21.5;9.9
846;7;4;2000;17;5.3;3.3;34.3;24.6;11.3
847;7;5;1990;8;4.7;3.0;74.3;40.2;19.3
848;7;5;1991;8;4.7;3.0;76.7;41.9;20.1
849;7;5;1992;7;4.7;3.1;76.3;41.6;20.0
850;7;5;1993;8;4.8;3.1;82.5;43.5;20.8
851;7;5;1994;9;4.7;3.2;77.1;43.1;20.7
852;7;5;1995;9;4.7;3.2;81.3;47.5;22.8
853;7;5;1996;8;4.9;3.4;74.8;43.2;20.4
854;7;5;1997;9;4.7;3.4;87.8;53.7;26.1
855;7;5;1998;9;4.8;3.2;76.3;42.6;20.3
856;7;5;1999;10;4.8;3.3;82.4;46.9;22.4
857;7;5;2000;9;4.9;3.5;81.6;47.6;22.6
858;7;6;1990;2;5.1;3.0;40.6;24.8;11.6
859;7;6;1991;3;5.3;3.1;39.4;23.9;11.1
860;7;6;1992;3;5.4;3.3;43.0;26.4;12.0
861;7;6;1993;3;5.1;3.2;40.0;24.6;11.5
862;7;6;1994;3;5.2;3.0;34.7;22.5;10.5
863;7;6;1995;2;5.0;3.1;38.4;25.9;12.1
864;7;6;1996;2;5.1;3.0;39.2;25.8;12.0
865;7;6;1997;1;5.6;3.3;42.4;29.1;13.1
866;7;6;1998;2;5.2;3.3;44.1;30.3;13.9
867;7;6;1999;2;5.1;3.3;47.0;32.0;15.0
868;7;6;2000;2;5.1;3.5;47.5;31.8;14.7
869;7;7;1990;13;5.2;2.8;43.6;26.9;12.7
