ID;UitkeringenInRelatieMetDeAOW;RegioS;Perioden;AantalBijstandsuitkeringen_1;LeefvormAlleenstaande_2;LeefvormAlleenstaandeOuder_3;LeefvormEchtPaar_4
56;Uitkeringen totaal;Nederland;2015 september;420420.0;270280.0;83790.0;65890.0
57;Uitkeringen totaal;Nederland;2015 oktober;422080.0;271200.0;83730.0;66820.0
58;Uitkeringen totaal;Nederland;2015 november;424650.0;272680.0;83820.0;67820.0
59;Uitkeringen totaal;Nederland;2015 december;428200.0;275100.0;84050.0;68780.0
60;Uitkeringen totaal;Nederland;2016 januari;431220.0;277270.0;84140.0;69550.0
61;Uitkeringen totaal;Nederland;2016 februari;433680.0;278990.0;84320.0;70130.0
62;Uitkeringen totaal;Nederland;2016 maart;435980.0;280950.0;84390.0;70530.0
63;Uitkeringen totaal;Nederland;2016 april;437100.0;281870.0;84440.0;70670.0
64;Uitkeringen totaal;Nederland;2016 mei;438070.0;282640.0;84490.0;70800.0
65;Uitkeringen totaal;Nederland;2016 juni;437900.0;282690.0;84330.0;70720.0
66;Uitkeringen totaal;Nederland;2016 juli;438110.0;282730.0;84240.0;70640.0
67;Uitkeringen totaal;Nederland;2016 augustus;436930.0;282380.0;83580.0;70460.0
68;Uitkeringen totaal;Nederland;2016 september;436710.0;282500.0;83160.0;70540.0
69;Uitkeringen totaal;Nederland;2016 oktober;437650.0;283150.0;83100.0;70930.0
70;Uitkeringen totaal;Nederland;2016 november;439900.0;284930.0;83100.0;71430.0
71;Uitkeringen totaal;Nederland;2016 december;442380.0;286760.0;82970.0;72210.0
72;Uitkeringen totaal;Nederland;2017 januari;444040.0;288160.0;82750.0;72650.0
73;Uitkeringen totaal;Nederland;2017 februari;446110.0;290070.0;82650.0;73290.0
74;Uitkeringen totaal;Nederland;2017 maart;447490.0;290980.0;82570.0;73820.0
75;Uitkeringen totaal;Nederland;2017 april;446950.0;290240.0;82480.0;74130.0
76;Uitkeringen totaal;Nederland;2017 mei;445340.0;288910.0;82010.0;74300.0
77;Uitkeringen totaal;Nederland;2017 juni;444090.0;287580.0;81880.0;74520.0
78;Uitkeringen totaal;Nederland;2017 juli;442490.0;286240.0;81580.0;74560.0
79;Uitkeringen totaal;Nederland;2017 augustus;439100.0;283730.0;80860.0;74410.0
80;Uitkeringen totaal;Nederland;2017 september;436140.0;281630.0;80190.0;74200.0
81;Uitkeringen totaal;Nederland;2017 oktober;434640.0;280660.0;79760.0;74110.0
82;Uitkeringen totaal;Nederland;2017 november;434420.0;280580.0;79390.0;74340.0
83;Uitkeringen totaal;Nederland;2017 december;434490.0;280610.0;79240.0;74540.0
84;Uitkeringen totaal;Nederland;2018 januari;434170.0;280810.0;78630.0;74640.0
85;Uitkeringen totaal;Nederland;2018 februari;433630.0;280920.0;78050.0;74560.0
86;Uitkeringen totaal;Nederland;2018 maart;432720.0;280680.0;77480.0;74470.0
87;Uitkeringen totaal;Nederland;2018 april;430580.0;279180.0;77050.0;74240.0
88;Uitkeringen totaal;Nederland;2018 mei;428750.0;277920.0;76700.0;74020.0
89;Uitkeringen totaal;Nederland;2018 juni;426330.0;276300.0;76180.0;73740.0
90;Uitkeringen totaal;Nederland;2018 juli;424410.0;274730.0;75930.0;73650.0
91;Uitkeringen totaal;Nederland;2018 augustus;420170.0;271720.0;75140.0;73190.0
92;Uitkeringen totaal;Nederland;2018 september;416450.0;269200.0;74320.0;72780.0
93;Uitkeringen totaal;Nederland;2018 oktober;414570.0;268190.0;73840.0;72410.0
94;Uitkeringen totaal;Nederland;2018 november;413930.0;268120.0;73360.0;72340.0
95;Uitkeringen totaal;Nederland;2018 december;414070.0;268420.0;73090.0;72450.0
96;Uitkeringen totaal;Nederland;2019 januari;414060.0;268860.0;72760.0;72310.0
97;Uitkeringen totaal;Nederland;2019 februari;413710.0;268940.0;72460.0;72180.0
98;Uitkeringen totaal;Nederland;2019 maart;413270.0;269100.0;72120.0;71920.0
99;Uitkeringen totaal;Nederland;2019 april;411960.0;268700.0;71600.0;71540.0
100;Uitkeringen totaal;Nederland;2019 mei;410220.0;267750.0;71100.0;71250.0
101;Uitkeringen totaal;Nederland;2019 juni;408490.0;266770.0;70650.0;70950.0
102;Uitkeringen totaal;Nederland;2019 juli;406790.0;265670.0;70430.0;70580.0
103;Uitkeringen totaal;Nederland;2019 augustus;403530.0;263540.0;69770.0;70100.0
104;Uitkeringen totaal;Nederland;2019 september;400810.0;261860.0;69140.0;69680.0
105;Uitkeringen totaal;Nederland;2019 oktober;399820.0;261640.0;68660.0;69400.0
106;Uitkeringen totaal;Nederland;2019 november;399850.0;261810.0;68450.0;69460.0
107;Uitkeringen totaal;Nederland;2019 december;400500.0;262410.0;68380.0;69580.0
108;Uitkeringen totaal;Nederland;2020 januari;400670.0;262980.0;68020.0;69540.0
109;Uitkeringen totaal;Nederland;2020 februari;401160.0;263570.0;67860.0;69610.0
110;Uitkeringen totaal;Nederland;2020 maart;406870.0;268360.0;68180.0;70190.0
111;Uitkeringen totaal;Nederland;2020 april;412380.0;272840.0;68660.0;70740.0
112;Uitkeringen totaal;Nederland;2020 mei;414860.0;274980.0;68870.0;70870.0
113;Uitkeringen totaal;Nederland;2020 juni;415500.0;275670.0;68910.0;70790.0
114;Uitkeringen totaal;Nederland;2020 juli;415730.0;275970.0;68930.0;70690.0
115;Uitkeringen totaal;Nederland;2020 augustus;413010.0;274050.0;68440.0;70390.0
116;Uitkeringen totaal;Nederland;2020 september;411220.0;272790.0;68130.0;70170.0
117;Uitkeringen totaal;Nederland;2020 oktober;411790.0;273520.0;68010.0;70120.0
118;Uitkeringen totaal;Nederland;2020 november;412990.0;274510.0;68050.0;70290.0
119;Uitkeringen totaal;Nederland;2020 december;415270.0;276500.0;68070.0;70570.0
120;Uitkeringen totaal;Nederland;2021 januari;416310.0;277570.0;68000.0;70600.0
121;Uitkeringen totaal;Nederland;2021 februari;417450.0;278620.0;68020.0;70680.0
122;Uitkeringen totaal;Nederland;2021 maart;417430.0;278750.0;67810.0;70740.0
123;Uitkeringen totaal;Nederland;2021 april;416450.0;278150.0;67630.0;70540.0
124;Uitkeringen totaal;Nederland;2021 mei;414300.0;276600.0;67360.0;70210.0
125;Uitkeringen totaal;Nederland;2021 juni;411660.0;274740.0;66930.0;69860.0
126;Uitkeringen totaal;Nederland;2021 juli;408940.0;272850.0;66440.0;69530.0
127;Uitkeringen totaal;Nederland;2021 augustus;405010.0;270010.0;65700.0;69170.0
128;Uitkeringen totaal;Nederland;2021 september;401420.0;267360.0;64990.0;68930.0
129;Uitkeringen totaal;Nederland;2021 oktober;399690.0;266270.0;64570.0;68710.0
130;Uitkeringen totaal;Nederland;2021 november;398670.0;265620.0;64170.0;68730.0
131;Uitkeringen totaal;Nederland;2021 december;398550.0;265800.0;63720.0;68880.0
132;Uitkeringen totaal;Nederland;2022 januari;397670.0;265630.0;63160.0;68740.0
133;Uitkeringen totaal;Nederland;2022 februari ;396740.0;265150.0;62820.0;68630.0
134;Uitkeringen totaal;Nederland;2022 maart;395970.0;264760.0;62570.0;68510.0
135;Uitkeringen totaal;Nederland;2022 april;395050.0;264370.0;62150.0;68390.0
136;Uitkeringen totaal;Nederland;2022 mei;393710.0;263500.0;61770.0;68300.0
137;Uitkeringen totaal;Nederland;2022 juni;392360.0;262660.0;61300.0;68260.0
138;Uitkeringen totaal;Nederland;2022 juli;390960.0;261520.0;61190.0;68110.0
139;Uitkeringen totaal;Nederland;2022 augustus;389300.0;260460.0;60680.0;68010.0
140;Uitkeringen totaal;Nederland;2022 september;387830.0;259470.0;60260.0;67970.0
141;Uitkeringen totaal;Nederland;2022 oktober;387210.0;259200.0;59850.0;68010.0
142;Uitkeringen totaal;Nederland;2022 november;387580.0;259700.0;59610.0;68130.0
143;Uitkeringen totaal;Nederland;2022 december;388120.0;260160.0;59540.0;68280.0
144;Uitkeringen totaal;Nederland;2023 januari;388810.0;261070.0;59210.0;68300.0
145;Uitkeringen totaal;Nederland;2023 februari;389600.0;261890.0;59130.0;68360.0
146;Uitkeringen totaal;Nederland;2023 maart;390570.0;262830.0;59010.0;68500.0
147;Uitkeringen totaal;Nederland;2023 april;390610.0;262960.0;58870.0;68550.0
148;Uitkeringen totaal;Nederland;2023 mei;390570.0;263050.0;58720.0;68580.0
149;Uitkeringen totaal;Nederland;2023 juni;390610.0;263250.0;58550.0;68570.0
150;Uitkeringen totaal;Nederland;2023 juli;390820.0;263440.0;58530.0;68610.0
151;Uitkeringen totaal;Nederland;2023 augustus;390070.0;263050.0;58260.0;68520.0
152;Uitkeringen totaal;Nederland;2023 september;389510.0;262750.0;58000.0;68500.0
153;Uitkeringen totaal;Nederland;2023 oktober;390200.0;263410.0;57970.0;68550.0
154;Uitkeringen totaal;Nederland;2023 november;391160.0;264310.0;57930.0;68660.0
155;Uitkeringen totaal;Nederland;2023 december;392200.0;265100.0;57930.0;68910.0
156;Uitkeringen totaal;Nederland;2024 januari;392780.0;266010.0;57620.0;68880.0
157;Uitkeringen totaal;Nederland;2024 februari;394240.0;267290.0;57620.0;69070.0
158;Uitkeringen totaal;Nederland;2024 maart;394700.0;267780.0;57520.0;69140.0
159;Uitkeringen totaal;Nederland;2024 april;395070.0;268220.0;57400.0;69190.0
160;Uitkeringen totaal;Nederland;2024 mei;395500.0;268700.0;57280.0;69260.0
161;Uitkeringen totaal;Nederland;2024 juni;395770.0;269030.0;57190.0;69280.0
162;Uitkeringen totaal;Nederland;2024 juli;396300.0;269570.0;57160.0;69280.0
163;Uitkeringen totaal;Nederland;2024 augustus;395660.0;269140.0;56960.0;69260.0
164;Uitkeringen totaal;Nederland;2024 september;395070.0;268920.0;56690.0;69170.0
165;Uitkeringen totaal;Nederland;2024 oktober;395700.0;269560.0;56600.0;69260.0
166;Uitkeringen totaal;Nederland;2024 november;396000.0;270000.0;55500.0;69500.0
167;Uitkeringen totaal;Nederland;2024 december;398000.0;271000.0;56500.0;69500.0
168;Uitkeringen totaal;Nederland;2025 januari;398000.0;272000.0;55000.0;69500.0
169;Uitkeringen totaal;Noord-Nederland (LD);2011 januari;38570.0;25310.0;8360.0;4700.0
170;Uitkeringen totaal;Noord-Nederland (LD);2011 februari;38980.0;25620.0;8410.0;4730.0
171;Uitkeringen totaal;Noord-Nederland (LD);2011 maart;39400.0;25940.0;8470.0;4770.0
172;Uitkeringen totaal;Noord-Nederland (LD);2011 april;39410.0;25960.0;8510.0;4730.0
173;Uitkeringen totaal;Noord-Nederland (LD);2011 mei;39330.0;25860.0;8550.0;4710.0
174;Uitkeringen totaal;Noord-Nederland (LD);2011 juni;39260.0;25780.0;8600.0;4690.0
175;Uitkeringen totaal;Noord-Nederland (LD);2011 juli;39350.0;25840.0;8660.0;4660.0
176;Uitkeringen totaal;Noord-Nederland (LD);2011 augustus;39290.0;25810.0;8660.0;4630.0
177;Uitkeringen totaal;Noord-Nederland (LD);2011 september;39350.0;25830.0;8640.0;4670.0
178;Uitkeringen totaal;Noord-Nederland (LD);2011 oktober;39630.0;26050.0;8650.0;4730.0
179;Uitkeringen totaal;Noord-Nederland (LD);2011 november;39920.0;26240.0;8670.0;4810.0
180;Uitkeringen totaal;Noord-Nederland (LD);2011 december;40530.0;26710.0;8730.0;4890.0
181;Uitkeringen totaal;Noord-Nederland (LD);2012 januari;40550.0;26530.0;8690.0;5210.0
182;Uitkeringen totaal;Noord-Nederland (LD);2012 februari;40670.0;26530.0;8710.0;5310.0
183;Uitkeringen totaal;Noord-Nederland (LD);2012 maart;40670.0;26540.0;8670.0;5340.0
184;Uitkeringen totaal;Noord-Nederland (LD);2012 april;40750.0;26580.0;8660.0;5390.0
185;Uitkeringen totaal;Noord-Nederland (LD);2012 mei;40890.0;26690.0;8680.0;5420.0
186;Uitkeringen totaal;Noord-Nederland (LD);2012 juni;40950.0;26690.0;8720.0;5440.0
187;Uitkeringen totaal;Noord-Nederland (LD);2012 juli;41010.0;26730.0;8720.0;5450.0
188;Uitkeringen totaal;Noord-Nederland (LD);2012 augustus;41190.0;26890.0;8750.0;5470.0
189;Uitkeringen totaal;Noord-Nederland (LD);2012 september;41270.0;26920.0;8760.0;5500.0
190;Uitkeringen totaal;Noord-Nederland (LD);2012 oktober;41610.0;27160.0;8770.0;5600.0
191;Uitkeringen totaal;Noord-Nederland (LD);2012 november;42190.0;27520.0;8900.0;5690.0
192;Uitkeringen totaal;Noord-Nederland (LD);2012 december;42640.0;27850.0;8940.0;5770.0
193;Uitkeringen totaal;Noord-Nederland (LD);2013 januari;43320.0;28380.0;9020.0;5880.0
194;Uitkeringen totaal;Noord-Nederland (LD);2013 februari;43800.0;28740.0;9060.0;5960.0
195;Uitkeringen totaal;Noord-Nederland (LD);2013 maart;44320.0;29130.0;9090.0;6060.0
196;Uitkeringen totaal;Noord-Nederland (LD);2013 april;44810.0;29470.0;9180.0;6120.0
197;Uitkeringen totaal;Noord-Nederland (LD);2013 mei;44990.0;29590.0;9220.0;6140.0
198;Uitkeringen totaal;Noord-Nederland (LD);2013 juni;45020.0;29610.0;9240.0;6130.0
199;Uitkeringen totaal;Noord-Nederland (LD);2013 juli;45170.0;29710.0;9270.0;6150.0
200;Uitkeringen totaal;Noord-Nederland (LD);2013 augustus;45110.0;29630.0;9280.0;6170.0
201;Uitkeringen totaal;Noord-Nederland (LD);2013 september;45040.0;29520.0;9280.0;6200.0
202;Uitkeringen totaal;Noord-Nederland (LD);2013 oktober;45310.0;29700.0;9330.0;6240.0
203;Uitkeringen totaal;Noord-Nederland (LD);2013 november;45760.0;30000.0;9380.0;6340.0
204;Uitkeringen totaal;Noord-Nederland (LD);2013 december;46280.0;30370.0;9430.0;6450.0
205;Uitkeringen totaal;Noord-Nederland (LD);2014 januari;46700.0;30660.0;9480.0;6510.0
206;Uitkeringen totaal;Noord-Nederland (LD);2014 februari;47100.0;31020.0;9440.0;6590.0
207;Uitkeringen totaal;Noord-Nederland (LD);2014 maart;47370.0;31200.0;9510.0;6610.0
208;Uitkeringen totaal;Noord-Nederland (LD);2014 april;47570.0;31330.0;9550.0;6640.0
209;Uitkeringen totaal;Noord-Nederland (LD);2014 mei;47550.0;31290.0;9590.0;6620.0
210;Uitkeringen totaal;Noord-Nederland (LD);2014 juni;47570.0;31280.0;9650.0;6600.0
211;Uitkeringen totaal;Noord-Nederland (LD);2014 juli;47650.0;31330.0;9700.0;6570.0
212;Uitkeringen totaal;Noord-Nederland (LD);2014 augustus;47270.0;31020.0;9620.0;6580.0
213;Uitkeringen totaal;Noord-Nederland (LD);2014 september;47110.0;30900.0;9600.0;6560.0
214;Uitkeringen totaal;Noord-Nederland (LD);2014 oktober;47270.0;31040.0;9600.0;6590.0
215;Uitkeringen totaal;Noord-Nederland (LD);2014 november;47640.0;31330.0;9610.0;6640.0
216;Uitkeringen totaal;Noord-Nederland (LD);2014 december;47940.0;31580.0;9590.0;6720.0
217;Uitkeringen totaal;Noord-Nederland (LD);2015 januari;48140.0;31930.0;9430.0;6750.0
218;Uitkeringen totaal;Noord-Nederland (LD);2015 februari;48520.0;32250.0;9440.0;6800.0
219;Uitkeringen totaal;Noord-Nederland (LD);2015 maart;48800.0;32450.0;9450.0;6870.0
220;Uitkeringen totaal;Noord-Nederland (LD);2015 april;48920.0;32580.0;9430.0;6880.0
221;Uitkeringen totaal;Noord-Nederland (LD);2015 mei;48850.0;32540.0;9400.0;6880.0
222;Uitkeringen totaal;Noord-Nederland (LD);2015 juni;48630.0;32380.0;9360.0;6870.0
223;Uitkeringen totaal;Noord-Nederland (LD);2015 juli;48410.0;32200.0;9330.0;6850.0
224;Uitkeringen totaal;Noord-Nederland (LD);2015 augustus;47950.0;31860.0;9250.0;6810.0
225;Uitkeringen totaal;Noord-Nederland (LD);2015 september;47890.0;31850.0;9200.0;6830.0
226;Uitkeringen totaal;Noord-Nederland (LD);2015 oktober;48070.0;32000.0;9180.0;6870.0
227;Uitkeringen totaal;Noord-Nederland (LD);2015 november;48340.0;32200.0;9190.0;6930.0
228;Uitkeringen totaal;Noord-Nederland (LD);2015 december;48790.0;32550.0;9200.0;7010.0
229;Uitkeringen totaal;Noord-Nederland (LD);2016 januari;49210.0;32850.0;9210.0;7130.0
230;Uitkeringen totaal;Noord-Nederland (LD);2016 februari;49630.0;33150.0;9250.0;7210.0
231;Uitkeringen totaal;Noord-Nederland (LD);2016 maart;49900.0;33410.0;9260.0;7220.0
232;Uitkeringen totaal;Noord-Nederland (LD);2016 april;49840.0;33390.0;9230.0;7190.0
233;Uitkeringen totaal;Noord-Nederland (LD);2016 mei;49820.0;33420.0;9220.0;7160.0
234;Uitkeringen totaal;Noord-Nederland (LD);2016 juni;49670.0;33290.0;9220.0;7140.0
235;Uitkeringen totaal;Noord-Nederland (LD);2016 juli;49630.0;33330.0;9160.0;7110.0
236;Uitkeringen totaal;Noord-Nederland (LD);2016 augustus;49390.0;33220.0;9070.0;7070.0
237;Uitkeringen totaal;Noord-Nederland (LD);2016 september;49470.0;33330.0;9040.0;7070.0
238;Uitkeringen totaal;Noord-Nederland (LD);2016 oktober;49780.0;33550.0;9070.0;7120.0
239;Uitkeringen totaal;Noord-Nederland (LD);2016 november;50110.0;33750.0;9100.0;7230.0
240;Uitkeringen totaal;Noord-Nederland (LD);2016 december;50530.0;34070.0;9100.0;7320.0
241;Uitkeringen totaal;Noord-Nederland (LD);2017 januari;50760.0;34260.0;9100.0;7380.0
242;Uitkeringen totaal;Noord-Nederland (LD);2017 februari;51160.0;34560.0;9090.0;7490.0
243;Uitkeringen totaal;Noord-Nederland (LD);2017 maart;51290.0;34630.0;9110.0;7530.0
244;Uitkeringen totaal;Noord-Nederland (LD);2017 april;51160.0;34550.0;9070.0;7530.0
245;Uitkeringen totaal;Noord-Nederland (LD);2017 mei;50980.0;34350.0;9070.0;7550.0
246;Uitkeringen totaal;Noord-Nederland (LD);2017 juni;50850.0;34190.0;9070.0;7580.0
247;Uitkeringen totaal;Noord-Nederland (LD);2017 juli;50730.0;34120.0;9020.0;7570.0
248;Uitkeringen totaal;Noord-Nederland (LD);2017 augustus;50210.0;33700.0;8950.0;7550.0
249;Uitkeringen totaal;Noord-Nederland (LD);2017 september;49810.0;33400.0;8880.0;7520.0
250;Uitkeringen totaal;Noord-Nederland (LD);2017 oktober;49620.0;33260.0;8840.0;7510.0
251;Uitkeringen totaal;Noord-Nederland (LD);2017 november;49500.0;33180.0;8790.0;7510.0
252;Uitkeringen totaal;Noord-Nederland (LD);2017 december;49530.0;33200.0;8770.0;7540.0
253;Uitkeringen totaal;Noord-Nederland (LD);2018 januari;49410.0;33180.0;8700.0;7520.0
254;Uitkeringen totaal;Noord-Nederland (LD);2018 februari;49400.0;33200.0;8670.0;7520.0
255;Uitkeringen totaal;Noord-Nederland (LD);2018 maart;49260.0;33140.0;8600.0;7510.0
256;Uitkeringen totaal;Noord-Nederland (LD);2018 april;48970.0;32930.0;8540.0;7490.0
257;Uitkeringen totaal;Noord-Nederland (LD);2018 mei;48670.0;32700.0;8520.0;7440.0
258;Uitkeringen totaal;Noord-Nederland (LD);2018 juni;48220.0;32370.0;8470.0;7370.0
259;Uitkeringen totaal;Noord-Nederland (LD);2018 juli;47970.0;32140.0;8430.0;7390.0
260;Uitkeringen totaal;Noord-Nederland (LD);2018 augustus;47320.0;31680.0;8320.0;7300.0
261;Uitkeringen totaal;Noord-Nederland (LD);2018 september;46940.0;31380.0;8290.0;7240.0
262;Uitkeringen totaal;Noord-Nederland (LD);2018 oktober;46800.0;31330.0;8290.0;7170.0
263;Uitkeringen totaal;Noord-Nederland (LD);2018 november;46680.0;31320.0;8160.0;7180.0
264;Uitkeringen totaal;Noord-Nederland (LD);2018 december;46780.0;31370.0;8180.0;7210.0
265;Uitkeringen totaal;Noord-Nederland (LD);2019 januari;46820.0;31420.0;8150.0;7220.0
266;Uitkeringen totaal;Noord-Nederland (LD);2019 februari;46810.0;31490.0;8100.0;7200.0
267;Uitkeringen totaal;Noord-Nederland (LD);2019 maart;46750.0;31470.0;8070.0;7190.0
268;Uitkeringen totaal;Noord-Nederland (LD);2019 april;46640.0;31390.0;8090.0;7160.0
269;Uitkeringen totaal;Noord-Nederland (LD);2019 mei;46340.0;31210.0;8030.0;7090.0
270;Uitkeringen totaal;Noord-Nederland (LD);2019 juni;46170.0;31090.0;7980.0;7090.0
271;Uitkeringen totaal;Noord-Nederland (LD);2019 juli;45950.0;30970.0;7950.0;7020.0
272;Uitkeringen totaal;Noord-Nederland (LD);2019 augustus;45440.0;30640.0;7810.0;6970.0
273;Uitkeringen totaal;Noord-Nederland (LD);2019 september;45120.0;30490.0;7700.0;6920.0
274;Uitkeringen totaal;Noord-Nederland (LD);2019 oktober;45100.0;30550.0;7630.0;6900.0
275;Uitkeringen totaal;Noord-Nederland (LD);2019 november;45050.0;30550.0;7600.0;6890.0
276;Uitkeringen totaal;Noord-Nederland (LD);2019 december;45240.0;30700.0;7630.0;6900.0
277;Uitkeringen totaal;Noord-Nederland (LD);2020 januari;45320.0;30810.0;7580.0;6920.0
278;Uitkeringen totaal;Noord-Nederland (LD);2020 februari;45450.0;30920.0;7580.0;6940.0
279;Uitkeringen totaal;Noord-Nederland (LD);2020 maart;46070.0;31540.0;7510.0;7000.0
280;Uitkeringen totaal;Noord-Nederland (LD);2020 april;46550.0;31980.0;7520.0;7030.0
281;Uitkeringen totaal;Noord-Nederland (LD);2020 mei;46780.0;32160.0;7560.0;7040.0
282;Uitkeringen totaal;Noord-Nederland (LD);2020 juni;46750.0;32160.0;7550.0;7030.0
283;Uitkeringen totaal;Noord-Nederland (LD);2020 juli;46660.0;32090.0;7510.0;7040.0
284;Uitkeringen totaal;Noord-Nederland (LD);2020 augustus;46050.0;31660.0;7400.0;6970.0
285;Uitkeringen totaal;Noord-Nederland (LD);2020 september;45720.0;31450.0;7340.0;6910.0
286;Uitkeringen totaal;Noord-Nederland (LD);2020 oktober;45760.0;31500.0;7330.0;6910.0
287;Uitkeringen totaal;Noord-Nederland (LD);2020 november;45790.0;31530.0;7340.0;6910.0
288;Uitkeringen totaal;Noord-Nederland (LD);2020 december;45970.0;31660.0;7340.0;6960.0
289;Uitkeringen totaal;Noord-Nederland (LD);2021 januari;46010.0;31690.0;7360.0;6940.0
290;Uitkeringen totaal;Noord-Nederland (LD);2021 februari;46130.0;31810.0;7350.0;6950.0
291;Uitkeringen totaal;Noord-Nederland (LD);2021 maart;46060.0;31780.0;7320.0;6940.0
292;Uitkeringen totaal;Noord-Nederland (LD);2021 april;45800.0;31600.0;7300.0;6890.0
293;Uitkeringen totaal;Noord-Nederland (LD);2021 mei;45500.0;31380.0;7280.0;6830.0
