ID;Eigendom;RegioS;Perioden;GemiddeldeBouwkostenPerWoning_1;GemiddeldeBouwkostenPerM_2;GemiddeldeBouwkostenPerM_3;GemiddeldeInhoudWoningen_4;GemiddeldeOppervlakteVanWoningen_5
324;Koopwoningen;Noord-Nederland (LD);2019 juli - 2020 juni;174;307;892;569;196
325;Koopwoningen;Noord-Nederland (LD);2019 oktober - 2020 september;177;309;900;573;197
326;Koopwoningen;Noord-Nederland (LD);2020 januari - 2020 december;182;312;905;585;201
327;Koopwoningen;Noord-Nederland (LD);2020 april - 2021 maart;185;314;908;589;204
328;Koopwoningen;Noord-Nederland (LD);2020 juli - 2021 juni;183;316;915;578;200
329;Koopwoningen;Noord-Nederland (LD);2020 oktober - 2021 september;185;319;921;581;201
330;Koopwoningen;Noord-Nederland (LD);2021 januari - 2021 december;193;324;939;596;206
331;Koopwoningen;Noord-Nederland (LD);2021 april - 2022 maart;198;328;949;603;209
332;Koopwoningen;Noord-Nederland (LD);2021 juli - 2022 juni;211;332;959;637;220
333;Koopwoningen;Noord-Nederland (LD);2021 oktober - 2022 september;218;339;984;644;222
334;Koopwoningen;Noord-Nederland (LD);2022 januari - 2022 december;219;341;995;642;220
335;Koopwoningen;Noord-Nederland (LD);2022 april - 2023 maart;238;354;1040;673;229
336;Koopwoningen;Noord-Nederland (LD);2022 juli - 2023 juni;236;375;1104;629;214
337;Koopwoningen;Noord-Nederland (LD);2022 oktober - 2023 september;234;385;1130;609;208
338;Koopwoningen;Noord-Nederland (LD);2023 januari - 2023 december;242;407;1193;593;203
339;Koopwoningen;Noord-Nederland (LD);2023 april - 2024 maart;238;409;1206;582;198
340;Koopwoningen;Noord-Nederland (LD);2023 juli - 2024 juni;234;401;1186;583;197
341;Koopwoningen;Noord-Nederland (LD);2023 oktober - 2024 september;220;400;1189;551;185
342;Koopwoningen;Noord-Nederland (LD);2024 januari - 2024 december;215;408;1215;527;177
343;Koopwoningen;Oost-Nederland (LD);2012 januari - 2012 december;140;250;715;559;195
344;Koopwoningen;Oost-Nederland (LD);2012 april - 2013 maart;138;250;719;553;192
345;Koopwoningen;Oost-Nederland (LD);2012 juli - 2013 juni;141;249;719;566;196
346;Koopwoningen;Oost-Nederland (LD);2012 oktober - 2013 september;141;249;720;564;195
347;Koopwoningen;Oost-Nederland (LD);2013 januari - 2013 december;133;245;707;542;188
348;Koopwoningen;Oost-Nederland (LD);2013 april - 2014 maart;129;242;698;534;185
349;Koopwoningen;Oost-Nederland (LD);2013 juli - 2014 juni;126;238;686;528;184
350;Koopwoningen;Oost-Nederland (LD);2013 oktober- 2014 september;123;237;678;519;181
351;Koopwoningen;Oost-Nederland (LD);2014 januari - 2014 december;122;233;666;523;183
352;Koopwoningen;Oost-Nederland (LD);2014 april - 2015 maart;120;232;660;518;182
353;Koopwoningen;Oost-Nederland (LD);2014 juli - 2015 juni;119;232;659;513;181
354;Koopwoningen;Oost-Nederland (LD);2014 oktober - 2015 september;120;231;659;518;182
355;Koopwoningen;Oost-Nederland (LD);2015 januari - 2015 december;122;234;667;522;183
356;Koopwoningen;Oost-Nederland (LD);2015 april - 2016 maart;125;236;672;531;186
357;Koopwoningen;Oost-Nederland (LD);2015 juli - 2016 juni;131;241;686;545;191
358;Koopwoningen;Oost-Nederland (LD);2015 oktober - 2016 september;135;245;699;551;193
359;Koopwoningen;Oost-Nederland (LD);2016 januari - 2016 december;138;249;709;556;195
360;Koopwoningen;Oost-Nederland (LD);2016 april - 2017 maart;142;253;721;562;198
361;Koopwoningen;Oost-Nederland (LD);2016 juli - 2017 juni;143;257;728;559;197
362;Koopwoningen;Oost-Nederland (LD);2016 oktober - 2017 september;144;259;737;558;196
363;Koopwoningen;Oost-Nederland (LD);2017 januari - 2017 december;146;259;740;564;198
364;Koopwoningen;Oost-Nederland (LD);2017 april - 2018 maart;148;262;750;564;197
365;Koopwoningen;Oost-Nederland (LD);2017 juli - 2018 juni;151;265;760;570;199
366;Koopwoningen;Oost-Nederland (LD);2017 oktober - 2018 september;152;269;769;567;198
367;Koopwoningen;Oost-Nederland (LD);2018 januari - 2018 december;154;275;785;562;197
368;Koopwoningen;Oost-Nederland (LD);2018 april - 2019 maart;158;281;804;562;197
369;Koopwoningen;Oost-Nederland (LD);2018 juli - 2019 juni;162;287;824;562;196
370;Koopwoningen;Oost-Nederland (LD);2018 oktober - 2019 september;167;294;843;568;198
371;Koopwoningen;Oost-Nederland (LD);2019 januari - 2019 december;172;300;862;575;200
372;Koopwoningen;Oost-Nederland (LD);2019 april - 2020 maart;175;303;871;578;201
373;Koopwoningen;Oost-Nederland (LD);2019 juli - 2020 juni;176;305;873;577;201
374;Koopwoningen;Oost-Nederland (LD);2019 oktober - 2020 september;175;305;873;574;200
375;Koopwoningen;Oost-Nederland (LD);2020 januari - 2020 december;177;310;885;572;200
376;Koopwoningen;Oost-Nederland (LD);2020 april - 2021 maart;178;309;882;575;202
377;Koopwoningen;Oost-Nederland (LD);2020 juli - 2021 juni;178;311;889;573;201
378;Koopwoningen;Oost-Nederland (LD);2020 oktober - 2021 september;184;317;907;580;203
379;Koopwoningen;Oost-Nederland (LD);2021 januari - 2021 december;187;321;918;582;203
380;Koopwoningen;Oost-Nederland (LD);2021 april - 2022 maart;190;329;940;577;202
381;Koopwoningen;Oost-Nederland (LD);2021 juli - 2022 juni;196;334;951;587;206
382;Koopwoningen;Oost-Nederland (LD);2021 oktober - 2022 september;203;339;967;598;210
383;Koopwoningen;Oost-Nederland (LD);2022 januari - 2022 december;205;346;995;592;206
384;Koopwoningen;Oost-Nederland (LD);2022 april - 2023 maart;207;354;1025;585;202
385;Koopwoningen;Oost-Nederland (LD);2022 juli - 2023 juni;201;360;1052;558;191
386;Koopwoningen;Oost-Nederland (LD);2022 oktober - 2023 september;201;372;1090;540;185
387;Koopwoningen;Oost-Nederland (LD);2023 januari - 2023 december;197;377;1100;523;179
388;Koopwoningen;Oost-Nederland (LD);2023 april - 2024 maart;195;377;1108;518;176
389;Koopwoningen;Oost-Nederland (LD);2023 juli - 2024 juni;197;380;1116;517;176
390;Koopwoningen;Oost-Nederland (LD);2023 oktober - 2024 september;193;379;1116;510;173
391;Koopwoningen;Oost-Nederland (LD);2024 januari - 2024 december;197;381;1125;516;175
392;Koopwoningen;West-Nederland (LD);2012 januari - 2012 december;140;270;773;517;181
393;Koopwoningen;West-Nederland (LD);2012 april - 2013 maart;138;268;770;513;179
394;Koopwoningen;West-Nederland (LD);2012 juli - 2013 juni;135;266;758;507;178
395;Koopwoningen;West-Nederland (LD);2012 oktober - 2013 september;137;262;745;521;183
396;Koopwoningen;West-Nederland (LD);2013 januari - 2013 december;137;256;735;533;186
397;Koopwoningen;West-Nederland (LD);2013 april - 2014 maart;135;253;721;534;187
398;Koopwoningen;West-Nederland (LD);2013 juli - 2014 juni;131;251;713;520;183
399;Koopwoningen;West-Nederland (LD);2013 oktober- 2014 september;128;252;715;508;179
400;Koopwoningen;West-Nederland (LD);2014 januari - 2014 december;128;249;704;513;182
401;Koopwoningen;West-Nederland (LD);2014 april - 2015 maart;125;245;689;509;181
402;Koopwoningen;West-Nederland (LD);2014 juli - 2015 juni;127;245;690;518;184
403;Koopwoningen;West-Nederland (LD);2014 oktober - 2015 september;127;244;691;518;184
404;Koopwoningen;West-Nederland (LD);2015 januari - 2015 december;127;245;694;519;183
405;Koopwoningen;West-Nederland (LD);2015 april - 2016 maart;132;253;721;523;183
406;Koopwoningen;West-Nederland (LD);2015 juli - 2016 juni;137;261;747;522;183
407;Koopwoningen;West-Nederland (LD);2015 oktober - 2016 september;139;260;741;536;188
408;Koopwoningen;West-Nederland (LD);2016 januari - 2016 december;141;264;752;535;187
409;Koopwoningen;West-Nederland (LD);2016 april - 2017 maart;144;265;755;543;190
410;Koopwoningen;West-Nederland (LD);2016 juli - 2017 juni;144;264;753;545;191
411;Koopwoningen;West-Nederland (LD);2016 oktober - 2017 september;146;267;765;546;191
412;Koopwoningen;West-Nederland (LD);2017 januari - 2017 december;149;273;786;547;190
413;Koopwoningen;West-Nederland (LD);2017 april - 2018 maart;152;277;800;550;190
414;Koopwoningen;West-Nederland (LD);2017 juli - 2018 juni;160;286;827;560;193
415;Koopwoningen;West-Nederland (LD);2017 oktober - 2018 september;165;293;851;562;194
416;Koopwoningen;West-Nederland (LD);2018 januari - 2018 december;174;303;879;573;198
417;Koopwoningen;West-Nederland (LD);2018 april - 2019 maart;181;310;902;582;200
418;Koopwoningen;West-Nederland (LD);2018 juli - 2019 juni;178;312;905;570;197
419;Koopwoningen;West-Nederland (LD);2018 oktober - 2019 september;183;319;925;575;198
420;Koopwoningen;West-Nederland (LD);2019 januari - 2019 december;181;321;937;564;194
421;Koopwoningen;West-Nederland (LD);2019 april - 2020 maart;178;321;937;556;190
422;Koopwoningen;West-Nederland (LD);2019 juli - 2020 juni;181;323;949;559;190
423;Koopwoningen;West-Nederland (LD);2019 oktober - 2020 september;179;328;963;545;186
424;Koopwoningen;West-Nederland (LD);2020 januari - 2020 december;187;330;964;567;194
425;Koopwoningen;West-Nederland (LD);2020 april - 2021 maart;188;334;968;564;195
426;Koopwoningen;West-Nederland (LD);2020 juli - 2021 juni;187;335;969;559;194
427;Koopwoningen;West-Nederland (LD);2020 oktober - 2021 september;191;337;968;566;197
428;Koopwoningen;West-Nederland (LD);2021 januari - 2021 december;184;340;977;541;189
429;Koopwoningen;West-Nederland (LD);2021 april - 2022 maart;187;344;990;545;189
430;Koopwoningen;West-Nederland (LD);2021 juli - 2022 juni;196;350;1005;560;195
431;Koopwoningen;West-Nederland (LD);2021 oktober - 2022 september;204;357;1033;573;198
432;Koopwoningen;West-Nederland (LD);2022 januari - 2022 december;216;361;1054;598;205
433;Koopwoningen;West-Nederland (LD);2022 april - 2023 maart;224;374;1096;600;205
434;Koopwoningen;West-Nederland (LD);2022 juli - 2023 juni;231;385;1138;599;203
435;Koopwoningen;West-Nederland (LD);2022 oktober - 2023 september;228;394;1164;580;196
436;Koopwoningen;West-Nederland (LD);2023 januari - 2023 december;230;419;1233;548;186
437;Koopwoningen;West-Nederland (LD);2023 april - 2024 maart;233;420;1240;556;188
438;Koopwoningen;West-Nederland (LD);2023 juli - 2024 juni;223;417;1234;536;181
439;Koopwoningen;West-Nederland (LD);2023 oktober - 2024 september;227;423;1257;538;181
440;Koopwoningen;West-Nederland (LD);2024 januari - 2024 december;227;433;1288;523;176
441;Koopwoningen;Zuid-Nederland (LD);2012 januari - 2012 december;161;264;766;610;210
442;Koopwoningen;Zuid-Nederland (LD);2012 april - 2013 maart;159;264;769;602;206
443;Koopwoningen;Zuid-Nederland (LD);2012 juli - 2013 juni;158;261;757;606;209
444;Koopwoningen;Zuid-Nederland (LD);2012 oktober - 2013 september;158;264;771;596;205
445;Koopwoningen;Zuid-Nederland (LD);2013 januari - 2013 december;155;265;773;585;201
446;Koopwoningen;Zuid-Nederland (LD);2013 april - 2014 maart;153;265;773;578;198
447;Koopwoningen;Zuid-Nederland (LD);2013 juli - 2014 juni;152;268;784;568;194
448;Koopwoningen;Zuid-Nederland (LD);2013 oktober- 2014 september;148;260;758;569;195
449;Koopwoningen;Zuid-Nederland (LD);2014 januari - 2014 december;146;256;747;572;196
450;Koopwoningen;Zuid-Nederland (LD);2014 april - 2015 maart;142;255;747;555;190
451;Koopwoningen;Zuid-Nederland (LD);2014 juli - 2015 juni;137;251;732;546;187
452;Koopwoningen;Zuid-Nederland (LD);2014 oktober - 2015 september;140;251;734;558;191
453;Koopwoningen;Zuid-Nederland (LD);2015 januari - 2015 december;142;254;740;559;192
454;Koopwoningen;Zuid-Nederland (LD);2015 april - 2016 maart;145;255;738;567;196
455;Koopwoningen;Zuid-Nederland (LD);2015 juli - 2016 juni;151;261;756;577;199
456;Koopwoningen;Zuid-Nederland (LD);2015 oktober - 2016 september;151;262;755;577;200
457;Koopwoningen;Zuid-Nederland (LD);2016 januari - 2016 december;152;260;747;585;203
458;Koopwoningen;Zuid-Nederland (LD);2016 april - 2017 maart;154;260;747;593;206
459;Koopwoningen;Zuid-Nederland (LD);2016 juli - 2017 juni;157;262;751;601;209
460;Koopwoningen;Zuid-Nederland (LD);2016 oktober - 2017 september;156;262;758;594;206
461;Koopwoningen;Zuid-Nederland (LD);2017 januari - 2017 december;158;269;780;585;202
462;Koopwoningen;Zuid-Nederland (LD);2017 april - 2018 maart;161;274;794;588;203
463;Koopwoningen;Zuid-Nederland (LD);2017 juli - 2018 juni;162;275;799;589;202
464;Koopwoningen;Zuid-Nederland (LD);2017 oktober - 2018 september;165;279;809;591;204
465;Koopwoningen;Zuid-Nederland (LD);2018 januari - 2018 december;163;277;804;589;203
466;Koopwoningen;Zuid-Nederland (LD);2018 april - 2019 maart;162;282;821;576;198
467;Koopwoningen;Zuid-Nederland (LD);2018 juli - 2019 juni;162;286;835;567;194
468;Koopwoningen;Zuid-Nederland (LD);2018 oktober - 2019 september;163;293;857;558;191
469;Koopwoningen;Zuid-Nederland (LD);2019 januari - 2019 december;167;299;879;558;190
470;Koopwoningen;Zuid-Nederland (LD);2019 april - 2020 maart;172;301;886;571;194
471;Koopwoningen;Zuid-Nederland (LD);2019 juli - 2020 juni;171;301;887;566;193
472;Koopwoningen;Zuid-Nederland (LD);2019 oktober - 2020 september;170;298;878;569;193
473;Koopwoningen;Zuid-Nederland (LD);2020 januari - 2020 december;166;300;884;554;188
474;Koopwoningen;Zuid-Nederland (LD);2020 april - 2021 maart;163;298;879;545;185
475;Koopwoningen;Zuid-Nederland (LD);2020 juli - 2021 juni;165;304;893;544;185
476;Koopwoningen;Zuid-Nederland (LD);2020 oktober - 2021 september;167;308;907;542;184
477;Koopwoningen;Zuid-Nederland (LD);2021 januari - 2021 december;174;310;909;563;192
478;Koopwoningen;Zuid-Nederland (LD);2021 april - 2022 maart;182;315;923;579;198
479;Koopwoningen;Zuid-Nederland (LD);2021 juli - 2022 juni;192;318;934;603;205
480;Koopwoningen;Zuid-Nederland (LD);2021 oktober - 2022 september;198;325;958;610;207
481;Koopwoningen;Zuid-Nederland (LD);2022 januari - 2022 december;198;328;969;603;204
482;Koopwoningen;Zuid-Nederland (LD);2022 april - 2023 maart;197;340;1008;580;195
483;Koopwoningen;Zuid-Nederland (LD);2022 juli - 2023 juni;194;345;1028;561;188
484;Koopwoningen;Zuid-Nederland (LD);2022 oktober - 2023 september;195;350;1045;556;186
485;Koopwoningen;Zuid-Nederland (LD);2023 januari - 2023 december;194;365;1089;532;178
486;Koopwoningen;Zuid-Nederland (LD);2023 april - 2024 maart;195;359;1076;543;181
487;Koopwoningen;Zuid-Nederland (LD);2023 juli - 2024 juni;196;359;1077;545;182
488;Koopwoningen;Zuid-Nederland (LD);2023 oktober - 2024 september;192;357;1071;538;179
489;Koopwoningen;Zuid-Nederland (LD);2024 januari - 2024 december;193;361;1081;536;179
