ID;RegioS;Perioden;GemengdInkomenNetto_1;BeloningVanWerknemers_2;InkomenUitVermogenOntvangsten_3;InkomenUitVermogenBetaald_4;PrimairInkomenNetto_5;PrimairInkomenNetto_6;SocialeUitkeringenInGeld_7;OverigeInkomensoverdrachtenOntvangen_8;BelastingenOpInkomenEnVermogen_9;SocialePremies_10;OverigeInkomensoverdrachtenBetaald_11;BeschikbaarInkomenNetto_12;GemengdInkomenNetto_13;BeloningVanWerknemers_14;InkomenUitVermogenOntvangen_15;InkomenUitVermogenBetaald_16;PrimairInkomenNetto_17;PrimairInkomenNetto_18;SocialeUitkeringenInGeld_19;OverigeInkomensoverdrachtenOntvangen_20;BelastingenOpInkomenEnVermogen_21;SocialePremies_22;OverigeInkomensoverdrachtenBetaald_23;BeschikbaarInkomenNetto_24
164;Drenthe;2012;775;8066;1360;218;9983;9983;3717;163;1156;4576;525;7605;1582;16463;2776;446;20376;20376;7586;333;2359;9340;1072;15523
165;Drenthe;2013;819;8152;1290;188;10073;10073;3763;192;1159;4591;547;7731;1675;16671;2638;384;20600;20600;7695;393;2369;9389;1118;15811
166;Drenthe;2014;1020;8232;1296;182;10367;10367;3792;176;1220;4556;593;7965;2089;16849;2653;373;21218;21218;7762;360;2498;9326;1213;16303
167;Drenthe;2015;1093;8279;1305;158;10520;10520;3803;173;1357;4447;586;8106;2237;16944;2670;323;21529;21529;7783;355;2778;9100;1199;16589
168;Overijssel;1995;1976;9882;2258;785;13330;13330;4353;366;1414;5286;430;10919;1878;9392;2146;746;12669;12669;4137;348;1344;5024;409;10378
169;Overijssel;1996;2043;10270;2277;733;13858;13858;4390;401;1419;5384;478;11369;1935;9726;2157;694;13123;13123;4158;380;1343;5099;453;10766
170;Overijssel;1997;2246;10839;2467;830;14722;14722;4440;449;1340;5628;517;12126;2118;10218;2325;782;13879;13879;4186;423;1263;5306;487;11431
171;Overijssel;1998;2366;11614;2524;939;15565;15565;4480;493;1382;5885;555;12716;2217;10885;2366;880;14588;14588;4198;462;1295;5516;520;11918
172;Overijssel;1999;2464;12517;2756;1088;16648;16648;4607;521;1452;6404;599;13320;2294;11654;2566;1013;15501;15501;4289;485;1352;5962;558;12402
173;Overijssel;2000;2642;13544;2968;1352;17802;17802;4793;553;1561;6917;642;14028;2442;12518;2743;1249;16453;16453;4430;511;1442;6393;593;12966
174;Overijssel;2001;2365;14304;2842;930;18581;18581;4983;602;1631;6525;710;15301;2169;13121;2607;854;17044;17044;4571;553;1496;5985;651;14036
175;Overijssel;2002;2335;14994;3024;977;19375;19375;5300;671;1846;6958;776;15766;2128;13664;2755;891;17657;17657;4829;612;1682;6341;707;14368
176;Overijssel;2003;2364;15380;2817;926;19635;19635;5585;725;1818;7419;862;15845;2143;13942;2554;839;17800;17800;5063;657;1648;6726;781;14364
177;Overijssel;2004;2350;15581;2927;960;19899;19899;5726;747;1741;7707;896;16029;2122;14069;2643;867;17968;17968;5171;675;1572;6959;809;14473
178;Overijssel;2005;2359;15819;3110;948;20341;20341;5849;744;1983;7756;959;16236;2122;14232;2798;853;18300;18300;5263;669;1784;6978;862;14608
179;Overijssel;2006;2694;16361;2925;1300;20680;20680;6030;423;2089;8010;599;16435;2417;14674;2623;1166;18548;18548;5408;380;1874;7184;537;14740
180;Overijssel;2007;2902;17134;3326;1725;21638;21638;6227;466;2286;8232;619;17193;2595;15323;2974;1543;19351;19351;5569;417;2045;7362;554;15376
181;Overijssel;2008;2904;18138;3719;1866;22895;22895;6567;442;2392;9255;544;17714;2586;16156;3313;1662;20393;20393;5849;394;2131;8243;484;15778
182;Overijssel;2009;2031;18560;3160;1006;22746;22746;6882;474;2778;9089;779;17456;1801;16455;2802;892;20167;20167;6102;421;2463;8058;691;15477
183;Overijssel;2010;1896;18529;2846;789;22481;22481;7167;466;2827;9107;769;17412;1674;16362;2513;697;19852;19852;6329;412;2496;8042;679;15376
184;Overijssel;2011;2300;19027;2999;920;23406;23406;7483;538;2777;9779;893;17978;2024;16748;2640;810;20603;20603;6587;473;2445;8608;786;15824
185;Overijssel;2012;1896;19374;2890;520;23640;23640;7682;514;2636;10462;909;17827;1664;17004;2537;456;20748;20748;6742;451;2314;9183;798;15647
186;Overijssel;2013;2026;19384;2914;441;23883;23883;7820;529;2625;10540;908;18160;1778;17008;2557;387;20955;20955;6862;464;2303;9248;797;15934
187;Overijssel;2014;2357;19528;2921;435;24371;24371;7915;543;2766;10491;932;18641;2067;17120;2561;382;21366;21366;6939;476;2425;9197;817;16342
188;Overijssel;2015;2526;19640;2940;377;24730;24730;7937;535;3076;10238;921;18966;2207;17164;2570;329;21611;21611;6936;468;2689;8947;805;16575
189;Flevoland;1995;467;3918;545;362;4568;4568;1237;82;525;1967;120;3276;1744;14642;2038;1353;17071;17071;4622;308;1960;7349;447;12244
190;Flevoland;1996;483;4072;550;338;4767;4767;1247;90;526;2003;133;3442;1741;14692;1984;1218;17199;17199;4501;326;1899;7227;480;12420
191;Flevoland;1997;531;4297;596;383;5041;5041;1261;101;497;2094;144;3669;1847;14954;2073;1332;17542;17542;4389;352;1730;7286;500;12767
192;Flevoland;1998;559;4605;610;433;5341;5341;1273;111;513;2189;154;3868;1864;15356;2033;1443;17809;17809;4244;370;1710;7301;514;12898
193;Flevoland;1999;582;4963;665;502;5709;5709;1309;117;539;2382;167;4047;1867;15915;2134;1609;18306;18306;4197;376;1728;7640;534;12977
194;Flevoland;2000;624;5370;717;623;6088;6088;1362;124;579;2573;178;4243;1932;16622;2218;1929;18843;18843;4215;385;1793;7965;552;13134
195;Flevoland;2001;559;5672;686;429;6488;6488;1416;136;605;2427;197;4809;1666;16913;2047;1279;19347;19347;4222;404;1805;7239;589;14341
196;Flevoland;2002;552;5945;730;451;6776;6776;1506;151;685;2589;216;4944;1591;17147;2106;1300;19545;19545;4343;436;1975;7466;623;14259
197;Flevoland;2003;558;6098;680;427;6910;6910;1587;163;675;2760;240;4985;1570;17139;1912;1200;19421;19421;4460;458;1896;7758;674;14011
198;Flevoland;2004;555;6178;707;443;6997;6997;1627;168;646;2867;249;5030;1530;17025;1948;1220;19283;19283;4484;463;1781;7901;686;13862
199;Flevoland;2005;557;6272;751;437;7144;7144;1662;167;736;2885;267;5085;1513;17032;2040;1186;19398;19398;4513;455;1998;7835;724;13809
200;Flevoland;2006;728;6545;823;588;7509;7509;1676;158;775;2996;250;5322;1955;17567;2210;1577;20156;20156;4498;424;2079;8041;671;14286
201;Flevoland;2007;1015;6966;833;771;8043;8043;1686;173;865;3132;257;5647;2696;18499;2211;2047;21358;21358;4476;459;2296;8317;683;14997
202;Flevoland;2008;993;7332;972;838;8459;8459;1793;162;927;3488;241;5759;2606;19241;2551;2200;22199;22199;4705;426;2433;9152;633;15111
203;Flevoland;2009;640;7388;939;462;8505;8505;2005;158;1031;3401;333;5905;1660;19155;2435;1197;22053;22053;5200;410;2672;8818;862;15310
204;Flevoland;2010;758;7418;803;347;8632;8632;2085;267;1113;3435;271;6165;1945;19024;2059;889;22139;22139;5348;684;2855;8810;696;15810
205;Flevoland;2011;930;7580;830;390;8951;8951;2194;308;1046;3666;254;6488;2363;19252;2108;990;22733;22733;5573;781;2656;9310;645;16477
206;Flevoland;2012;682;7649;936;218;9049;9049;2358;206;1024;3903;172;6513;1711;19198;2350;548;22712;22712;5918;518;2571;9797;433;16347
207;Flevoland;2013;1043;7667;855;187;9379;9379;2463;189;1046;3967;185;6832;2609;19173;2138;467;23453;23453;6158;472;2616;9920;462;17085
208;Flevoland;2014;992;7733;872;180;9417;9417;2440;145;1057;3902;143;6899;2469;19247;2170;449;23437;23437;6073;360;2631;9713;357;17169
209;Flevoland;2015;1063;7778;878;156;9562;9562;2447;143;1175;3809;142;7026;2630;19249;2172;386;23664;23664;6056;353;2909;9425;351;17387
210;Gelderland;1995;3309;19173;4584;1532;25535;25535;7750;1162;3024;10128;1201;20094;1769;10250;2451;819;13651;13651;4143;621;1617;5415;642;10742
211;Gelderland;1996;3422;19927;4624;1429;26544;26544;7817;1273;3034;10315;1336;20948;1819;10593;2458;760;14110;14110;4155;677;1613;5483;710;11135
212;Gelderland;1997;3762;21030;5008;1619;28182;28182;7905;1424;2866;10783;1444;22418;1989;11121;2648;856;14902;14902;4180;753;1516;5702;763;11854
213;Gelderland;1998;3963;22534;5126;1831;29791;29791;7976;1562;2956;11276;1549;23548;2084;11853;2696;963;15670;15670;4195;822;1555;5931;815;12386
214;Gelderland;1999;4126;24286;5595;2123;31885;31885;8202;1651;3106;12269;1673;24689;2157;12695;2925;1110;16667;16667;4287;863;1624;6414;875;12906
215;Gelderland;2000;4425;26279;6026;2637;34093;34093;8533;1754;3338;13253;1792;25997;2296;13639;3127;1368;17695;17695;4429;910;1733;6878;930;13493
216;Gelderland;2001;3961;27755;5771;1815;35672;35672;8872;1911;3488;12502;1983;28482;2040;14294;2972;935;18371;18371;4569;984;1796;6438;1021;14668
217;Gelderland;2002;3911;29093;6139;1906;37237;37237;9436;2128;3948;13332;2168;29354;2001;14883;3141;975;19049;19049;4827;1089;2019;6820;1109;15016
218;Gelderland;2003;3959;29842;5720;1806;37714;37714;9943;2298;3889;14215;2408;29443;2016;15197;2913;920;19206;19206;5064;1170;1981;7239;1226;14994
219;Gelderland;2004;3935;30233;5944;1873;38239;38239;10195;2370;3724;14766;2502;29813;1998;15351;3018;951;19416;19416;5177;1203;1891;7497;1270;15137
220;Gelderland;2005;3951;30694;6315;1848;39111;39111;10414;2359;4241;14860;2678;30105;2002;15550;3199;936;19815;19815;5276;1195;2149;7529;1357;15252
221;Gelderland;2006;4636;31762;6342;2478;40262;40262;10739;1460;4544;15313;1963;30641;2345;16063;3207;1253;20361;20361;5431;738;2298;7744;993;15496
222;Gelderland;2007;5117;33648;7065;3346;42484;42484;11095;1474;5064;15883;2163;31942;2583;16981;3566;1689;21441;21441;5599;744;2556;8016;1092;16120
223;Gelderland;2008;5217;35270;6950;3655;43781;43781;11569;1400;5126;17623;1944;32058;2625;17746;3497;1839;22029;22029;5821;705;2579;8867;978;16130
224;Gelderland;2009;3781;35395;5880;1954;43102;43102;12299;1413;5793;17085;2340;31597;1895;17742;2948;979;21605;21605;6165;708;2904;8564;1173;15838
225;Gelderland;2010;3519;35276;5791;1525;43061;43061;12988;1507;5909;17151;2382;32114;1758;17622;2893;762;21511;21511;6488;753;2952;8568;1190;16043
226;Gelderland;2011;4193;35923;6111;1802;44425;44425;13475;1633;5796;18309;2250;33177;2089;17892;3044;898;22127;22127;6711;813;2887;9120;1121;16525
227;Gelderland;2012;4020;36640;6439;1025;46074;46074;14007;1421;5644;19623;2272;33963;1994;18177;3194;508;22857;22857;6949;705;2800;9735;1127;16849
228;Gelderland;2013;4096;36763;5941;869;45931;45931;14485;1475;5614;20218;2521;33537;2028;18202;2942;430;22742;22742;7172;731;2780;10011;1248;16605
229;Gelderland;2014;4374;36777;6143;861;46434;46434;14735;1588;5766;20124;2700;34167;2158;18147;3031;425;22912;22912;7271;784;2845;9930;1333;16860
230;Gelderland;2015;4686;36990;6182;745;47114;47114;14777;1565;6412;19640;2670;34733;2302;18174;3038;366;23148;23148;7260;769;3151;9649;1312;17065
231;Utrecht;1995;2093;14120;2782;1081;17913;17913;4652;585;2750;6999;697;12704;1961;13233;2607;1013;16788;16788;4360;548;2577;6560;653;11906
232;Utrecht;1996;2164;14675;2806;1008;18636;18636;4692;641;2759;7129;775;13306;2013;13651;2610;938;17336;17336;4364;597;2567;6632;721;12378
233;Utrecht;1997;2379;15487;3039;1142;19763;19763;4744;717;2607;7452;838;14329;2195;14290;2804;1054;18235;18235;4378;662;2405;6876;773;13221
234;Utrecht;1998;2506;16595;3111;1292;20919;20919;4787;787;2688;7792;899;15113;2291;15173;2844;1181;19127;19127;4377;719;2458;7125;822;13819
235;Utrecht;1999;2609;17885;3396;1498;22392;22392;4923;832;2825;8479;971;15872;2365;16211;3078;1358;20296;20296;4462;754;2560;7685;880;14386
236;Utrecht;2000;2798;19353;3657;1860;23947;23947;5122;884;3036;9159;1040;16718;2514;17389;3286;1671;21517;21517;4602;794;2728;8229;934;15022
237;Utrecht;2001;2505;20439;3502;1281;25166;25166;5325;963;3172;8640;1151;18491;2229;18189;3117;1140;22395;22395;4739;857;2823;7689;1024;16455
238;Utrecht;2002;2473;21425;3726;1345;26279;26279;5663;1072;3590;9214;1258;18953;2158;18694;3251;1174;22929;22929;4941;936;3132;8039;1097;16537
239;Utrecht;2003;2504;21976;3471;1274;26676;26676;5968;1158;3537;9824;1397;19044;2163;18990;3000;1101;23052;23052;5157;1000;3056;8489;1207;16457
240;Utrecht;2004;2489;22264;3607;1321;27039;27039;6119;1194;3387;10204;1451;19309;2133;19082;3091;1132;23174;23174;5245;1023;2903;8746;1244;16549
241;Utrecht;2005;2499;22603;3832;1304;27630;27630;6250;1189;3857;10270;1554;19389;2125;19226;3260;1109;23502;23502;5317;1011;3281;8735;1321;16492
242;Utrecht;2006;2869;23194;4129;1776;28415;28415;6569;752;3986;10523;1177;20050;2420;19568;3483;1498;23973;23973;5542;634;3363;8878;993;16915
243;Utrecht;2007;3184;24546;4929;2417;30242;30242;6805;806;4365;10902;1238;21349;2662;20524;4122;2021;25287;25287;5690;674;3649;9116;1035;17851
244;Utrecht;2008;3572;25708;4681;2646;31315;31315;6874;766;4344;12069;1321;21221;2962;21315;3881;2194;25964;25964;5700;635;3602;10007;1096;17595
245;Utrecht;2009;2438;26091;4111;1435;31205;31205;7223;815;4879;11729;1345;21291;2005;21458;3381;1180;25664;25664;5941;670;4013;9646;1106;17511
246;Utrecht;2010;2201;26153;4301;1123;31533;31533;7711;886;5134;11815;1430;21751;1797;21352;3512;916;25744;25744;6296;723;4191;9646;1168;17758
247;Utrecht;2011;2582;26904;4077;1307;32256;32256;7985;993;5046;12682;1653;21852;2094;21821;3306;1060;26161;26161;6476;805;4093;10286;1340;17723
248;Utrecht;2012;2316;27291;3966;739;32834;32834;8255;920;4764;13595;1546;22105;1860;21916;3185;594;26366;26366;6629;739;3825;10917;1242;17751
249;Utrecht;2013;2439;27820;3794;631;33423;33423;8632;1004;4800;14355;1693;22210;1946;22191;3027;504;26660;26660;6885;801;3829;11450;1351;17716
250;Utrecht;2014;2897;28407;3908;617;34594;34594;8841;996;5102;14434;1715;23181;2292;22481;3093;488;27378;27378;6997;788;4037;11423;1357;18345
251;Utrecht;2015;3103;28571;3933;534;35073;35073;8866;981;5674;14087;1695;23464;2437;22433;3088;419;27538;27538;6961;770;4455;11061;1331;18423
252;Noord-Holland;1995;5516;28467;6349;2082;38250;38250;11245;2429;5625;14704;2334;29262;2237;11544;2575;844;15511;15511;4560;985;2281;5962;946;11866
253;Noord-Holland;1996;5703;29586;6404;1942;39752;39752;11341;2663;5644;14976;2595;30541;2307;11970;2591;786;16083;16083;4588;1077;2284;6059;1050;12357
254;Noord-Holland;1997;6271;31224;6937;2200;42232;42232;11469;2978;5332;15654;2804;32888;2528;12588;2797;887;17026;17026;4624;1201;2150;6311;1130;13259
255;Noord-Holland;1998;6605;33457;7099;2489;44673;44673;11572;3266;5499;16369;3010;34633;2648;13412;2846;998;17908;17908;4639;1309;2204;6562;1207;13883
256;Noord-Holland;1999;6878;36058;7750;2885;47801;47801;11900;3452;5778;17812;3250;36313;2739;14362;3087;1149;19038;19038;4739;1375;2301;7094;1294;14463
257;Noord-Holland;2000;7375;39017;8346;3583;51155;51155;12381;3668;6210;19240;3481;38273;2919;15443;3303;1418;20248;20248;4900;1452;2458;7615;1378;15149
258;Noord-Holland;2001;6602;41208;7993;2467;53337;53337;12872;3996;6488;18149;3853;41715;2596;16207;3144;970;20977;20977;5063;1571;2552;7138;1515;16406
259;Noord-Holland;2002;6519;43195;8503;2591;55626;55626;13690;4451;7343;19355;4211;42858;2540;16832;3313;1010;21676;21676;5334;1734;2861;7542;1641;16700
260;Noord-Holland;2003;6599;44306;7922;2454;56373;56373;14426;4806;7234;20637;4677;43056;2557;17172;3070;951;21848;21848;5591;1863;2804;7998;1813;16687
261;Noord-Holland;2004;6559;44887;8232;2545;57134;57134;14792;4955;6928;21436;4860;43658;2530;17310;3175;981;22032;22032;5704;1911;2672;8266;1874;16836
262;Noord-Holland;2005;6586;45572;8746;2512;58392;58392;15109;4934;7889;21574;5201;43771;2530;17508;3360;965;22434;22434;5805;1896;3031;8288;1998;16816
263;Noord-Holland;2006;7786;47639;8523;3424;60524;60524;15589;3164;8507;22305;3289;45176;2983;18254;3266;1312;23191;23191;5973;1212;3260;8547;1260;17310
264;Noord-Holland;2007;8324;50504;9561;4678;63710;63710;16067;3228;9310;23065;3956;46676;3178;19279;3650;1786;24320;24320;6133;1232;3554;8805;1510;17818
265;Noord-Holland;2008;8375;53075;10064;5184;66330;66330;16691;3124;9481;25477;3870;47317;3177;20132;3818;1967;25160;25160;6331;1185;3596;9664;1468;17948
266;Noord-Holland;2009;5923;53936;8745;2852;65752;65752;17548;3406;10525;24854;3984;47343;2229;20294;3290;1073;24740;24740;6603;1282;3960;9352;1499;17813
267;Noord-Holland;2010;5380;54107;8622;2206;65902;65902;18197;3392;10912;25042;3967;47569;2007;20187;3217;823;24588;24588;6789;1265;4071;9343;1480;17748
268;Noord-Holland;2011;6018;55453;8661;2580;67551;67551;19360;3757;10827;26820;4140;48882;2228;20533;3207;955;25013;25013;7169;1391;4009;9931;1533;18100
269;Noord-Holland;2012;5301;56767;8687;1449;69306;69306;19572;3410;10201;28916;4010;49162;1946;20837;3189;532;25440;25440;7184;1252;3744;10614;1472;18046
270;Noord-Holland;2013;5674;57495;8769;1231;70708;70708;20167;3539;10208;30265;3975;49965;2070;20973;3199;449;25793;25793;7356;1291;3724;11040;1450;18226
271;Noord-Holland;2014;6910;58809;8602;1225;73096;73096;20569;3615;11067;30482;3833;51897;2502;21293;3114;444;26465;26465;7447;1309;4007;11037;1388;18790
272;Noord-Holland;2015;7403;59149;8657;1060;74149;74149;20626;3562;12308;29749;3789;52491;2658;21240;3109;381;26626;26626;7406;1279;4420;10682;1361;18849
273;Zuid-Holland;1995;5739;36703;7888;2573;47757;47757;13763;3135;6518;18941;3525;35671;1724;11025;2369;773;14346;14346;4134;942;1958;5690;1059;10715
274;Zuid-Holland;1996;5934;38146;7956;2400;49636;49636;13881;3436;6540;19292;3919;37202;1777;11425;2383;719;14866;14866;4157;1029;1959;5778;1174;11142
275;Zuid-Holland;1997;6525;40258;8617;2719;52681;52681;14037;3843;6179;20166;4235;39981;1947;12011;2571;811;15717;15717;4188;1147;1843;6016;1263;11928
276;Zuid-Holland;1998;6872;43137;8819;3076;55753;55753;14163;4216;6372;21087;4546;42126;2040;12804;2618;913;16549;16549;4204;1251;1891;6259;1349;12504
277;Zuid-Holland;1999;7157;46491;9627;3566;59708;59708;14565;4456;6695;22946;4908;44178;2112;13721;2841;1053;17622;17622;4299;1315;1976;6772;1449;13039
278;Zuid-Holland;2000;7674;50306;10368;4429;63919;63919;15153;4734;7196;24785;5258;46567;2251;14756;3041;1299;18749;18749;4445;1388;2111;7270;1542;13659
279;Zuid-Holland;2001;6869;53130;9930;3049;66881;66881;15755;5157;7519;23380;5819;51075;2002;15481;2893;888;19488;19488;4591;1503;2191;6812;1695;14882
280;Zuid-Holland;2002;6783;55692;10564;3202;69836;69836;16756;5745;8509;24933;6360;52534;1976;16228;3078;933;20349;20349;4882;1674;2479;7265;1853;15308
281;Zuid-Holland;2003;6866;57125;9842;3034;70799;70799;17657;6203;8383;26585;7064;52626;1992;16577;2856;880;20545;20545;5124;1800;2433;7715;2050;15272
282;Zuid-Holland;2004;6825;57874;10227;3145;71780;71780;18105;6395;8028;27615;7339;53298;1975;16750;2960;910;20775;20775;5240;1851;2324;7992;2124;15426
283;Zuid-Holland;2005;6853;58756;10865;3105;73369;73369;18493;6368;9143;27792;7856;53441;1981;16988;3142;898;21213;21213;5347;1841;2643;8035;2271;15451
284;Zuid-Holland;2006;8081;60805;10643;4264;75265;75265;19294;3690;9767;28490;5356;54635;2338;17589;3079;1234;21772;21772;5581;1067;2825;8241;1549;15804
285;Zuid-Holland;2007;8828;64027;12244;5726;79373;79373;19765;3739;10543;29479;5618;57236;2553;18514;3541;1656;22952;22952;5715;1081;3049;8524;1625;16551
286;Zuid-Holland;2008;8796;67592;12356;6284;82460;82460;20494;3756;10696;32802;4767;58446;2534;19471;3559;1810;23754;23754;5904;1082;3081;9449;1373;16836
287;Zuid-Holland;2009;6409;69240;10852;3419;83082;83082;21427;3969;12389;32153;5364;58571;1835;19819;3106;979;23781;23781;6133;1136;3546;9203;1535;16765
288;Zuid-Holland;2010;5731;69354;9831;2666;82250;82250;22421;4295;12875;32199;5523;58369;1629;19720;2795;758;23387;23387;6375;1221;3661;9155;1570;16596
289;Zuid-Holland;2011;6293;70443;10647;3074;84309;84309;23547;4783;12558;34279;5594;60208;1778;19897;3007;868;23814;23814;6651;1351;3547;9682;1580;17006
290;Zuid-Holland;2012;5827;71426;11086;1722;86616;86616;24293;4560;12058;36671;5494;61246;1635;20041;3111;483;24304;24304;6816;1279;3383;10290;1541;17185
291;Zuid-Holland;2013;6236;71473;10815;1463;87061;87061;25449;4703;11865;37363;5830;62154;1743;19981;3023;409;24339;24339;7114;1315;3317;10445;1630;17376
292;Zuid-Holland;2014;6818;71718;10740;1443;87833;87833;25528;4652;12112;37152;6244;62506;1894;19922;2983;401;24398;24398;7091;1292;3364;10320;1734;17363
293;Zuid-Holland;2015;7304;72132;10810;1249;88997;88997;25600;4584;13470;36258;6172;63280;2016;19913;2984;345;24569;24569;7067;1265;3719;10010;1704;17469
294;Zeeland;1995;705;3465;811;264;4717;4717;1525;90;572;1871;156;3733;1923;9453;2211;720;12867;12867;4159;245;1559;5104;425;10183
295;Zeeland;1996;729;3602;818;246;4902;4902;1538;98;574;1906;173;3886;1982;9790;2223;670;13325;13325;4180;267;1559;5180;471;10562
296;Zeeland;1997;802;3801;886;279;5209;5209;1555;110;542;1992;187;4153;2171;10296;2399;756;14110;14110;4212;298;1468;5396;507;11249
297;Zeeland;1998;844;4073;907;316;5508;5508;1569;121;559;2083;201;4355;2280;11000;2448;853;14876;14876;4238;326;1509;5626;543;11761
298;Zeeland;1999;879;4390;990;366;5892;5892;1614;127;587;2267;217;4562;2368;11825;2666;986;15873;15873;4347;343;1582;6106;585;12290
299;Zeeland;2000;943;4750;1066;455;6304;6304;1679;135;631;2448;233;4806;2525;12721;2854;1217;16882;16882;4496;363;1690;6557;623;12871
300;Zeeland;2001;844;5016;1021;313;6568;6568;1745;148;659;2310;257;5235;2244;13339;2714;832;17465;17465;4641;392;1753;6141;684;13919
301;Zeeland;2002;833;5258;1086;329;6849;6849;1856;164;746;2463;281;5379;2206;13919;2874;870;18128;18128;4914;435;1975;6519;745;14238
302;Zeeland;2003;843;5394;1012;311;6937;6937;1956;177;735;2626;312;5397;2227;14243;2671;822;18319;18319;5166;469;1941;6935;825;14252
303;Zeeland;2004;838;5464;1051;323;7031;7031;2006;183;704;2728;325;5463;2209;14399;2770;851;18527;18527;5285;482;1855;7188;856;14396
304;Zeeland;2005;842;5548;1117;319;7188;7188;2049;182;802;2745;348;5524;2215;14596;2938;838;18911;18911;5390;479;2109;7223;914;14534
305;Zeeland;2006;934;5622;1223;419;7359;7359;2176;157;825;2799;230;5838;2456;14782;3214;1103;19349;19349;5721;414;2170;7360;605;15349
306;Zeeland;2007;1260;5894;1203;571;7786;7786;2236;178;942;2863;248;6147;3311;15488;3161;1500;20460;20460;5875;469;2475;7524;652;16153
307;Zeeland;2008;1167;6118;1258;613;7930;7930;2400;167;924;3161;206;6206;3065;16066;3303;1610;20824;20824;6304;439;2426;8301;542;16297
308;Zeeland;2009;928;6271;1183;332;8051;8051;2505;185;1127;3114;245;6256;2435;16452;3104;871;21120;21120;6572;487;2957;8168;643;16411
309;Zeeland;2010;774;6229;1060;267;7796;7796;2652;193;1116;3130;219;6177;2028;16329;2780;701;20436;20436;6953;507;2926;8205;574;16192
310;Zeeland;2011;743;6448;1123;307;8008;8008;2717;215;1096;3363;215;6266;1949;16904;2944;804;20993;20993;7123;565;2874;8817;563;16426
311;Zeeland;2012;722;6503;1193;171;8247;8247;2859;273;1036;3618;201;6525;1894;17064;3132;448;21642;21642;7502;717;2718;9493;527;17123
312;Zeeland;2013;983;6595;1232;146;8664;8664;2882;240;1128;3616;265;6777;2582;17326;3236;384;22762;22762;7571;632;2963;9501;696;17804
313;Zeeland;2014;913;6677;1144;141;8592;8592;2892;225;1138;3606;187;6777;2399;17536;3005;371;22569;22569;7595;590;2990;9473;491;17801
314;Zeeland;2015;978;6715;1151;122;8723;8723;2900;221;1266;3520;185;6873;2566;17613;3020;321;22879;22879;7606;581;3321;9232;484;18028
315;Noord-Brabant;1995;4400;24136;5310;1953;31892;31892;9720;1870;3830;12801;2049;24803;1927;10571;2325;856;13967;13967;4257;819;1677;5606;897;10863
316;Noord-Brabant;1996;4550;25085;5356;1822;33168;33168;9803;2050;3843;13038;2278;25862;1980;10919;2331;793;14438;14438;4267;892;1673;5676;991;11258
317;Noord-Brabant;1997;5003;26473;5801;2064;35212;35212;9913;2293;3630;13629;2461;27697;2164;11452;2509;893;15232;15232;4288;992;1570;5896;1065;11982
318;Noord-Brabant;1998;5269;28367;5937;2335;37237;37237;10002;2515;3744;14252;2642;29117;2263;12182;2550;1003;15992;15992;4296;1080;1608;6121;1135;12505
319;Noord-Brabant;1999;5487;30572;6480;2707;39832;39832;10286;2658;3934;15508;2853;30481;2338;13027;2761;1154;16973;16973;4383;1133;1676;6608;1216;12988
320;Noord-Brabant;2000;5883;33081;6979;3362;42582;42582;10701;2824;4228;16750;3056;32072;2487;13984;2950;1421;18001;18001;4524;1194;1787;7081;1292;13558
321;Noord-Brabant;2001;5266;34938;6684;2314;44575;44575;11127;3076;4418;15801;3382;35177;2210;14661;2805;971;18704;18704;4669;1291;1854;6630;1419;14761
322;Noord-Brabant;2002;5200;36623;7111;2431;46503;46503;11833;3427;5000;16851;3696;36216;2171;15287;2968;1015;19411;19411;4939;1430;2087;7034;1543;15117
323;Noord-Brabant;2003;5264;37565;6625;2303;47151;47151;12470;3700;4926;17967;4106;36322;2190;15629;2756;958;19617;19617;5188;1539;2049;7475;1708;15112
324;Noord-Brabant;2004;5233;38058;6884;2388;47787;47787;12786;3815;4717;18663;4266;36742;2172;15797;2857;991;19835;19835;5307;1584;1958;7747;1771;15251
325;Noord-Brabant;2005;5254;38638;7314;2357;48849;48849;13060;3799;5372;18783;4566;36987;2177;16008;3030;977;20238;20238;5411;1574;2226;7782;1892;15324
326;Noord-Brabant;2006;5735;40010;7822;3179;50388;50388;13592;2055;5844;19233;2792;38166;2372;16550;3236;1315;20843;20843;5622;850;2417;7956;1155;15787
327;Noord-Brabant;2007;6566;41842;8442;4247;52602;52602;14065;2072;6262;19726;2764;39988;2711;17276;3485;1754;21719;21719;5807;856;2586;8145;1141;16511
328;Noord-Brabant;2008;6434;44145;9217;4724;55072;55072;14471;2375;6439;21882;3215;40381;2648;18169;3793;1944;22666;22666;5956;978;2650;9006;1323;16620
329;Noord-Brabant;2009;4513;44587;7310;2549;53862;53862;15394;2442;7447;21349;3048;39854;1850;18278;2997;1045;22080;22080;6311;1001;3053;8752;1250;16338
330;Noord-Brabant;2010;3839;44400;7211;1975;53476;53476;16261;2537;7645;21406;3263;39960;1568;18128;2944;806;21834;21834;6640;1036;3122;8740;1332;16315
331;Noord-Brabant;2011;4492;45897;7839;2306;55921;55921;16760;2724;7623;23048;3364;41371;1827;18665;3188;938;22742;22742;6816;1108;3100;9373;1368;16825
332;Noord-Brabant;2012;4169;46151;7246;1276;56290;56290;17221;2533;7087;24549;3179;41229;1687;18677;2932;517;22780;22780;6969;1025;2868;9935;1287;16685
