ID;Geslacht;Leeftijd;RegioIndeling2015;Perioden;TotaleBevolking_1
31;Totaal mannen en vrouwen;Totaal;Groningen (PV);2024;595.2
32;Totaal mannen en vrouwen;Totaal;Groningen (PV);2025;594.6
33;Totaal mannen en vrouwen;Totaal;Groningen (PV);2026;593.9
34;Totaal mannen en vrouwen;Totaal;Groningen (PV);2027;592.8
35;Totaal mannen en vrouwen;Totaal;Groningen (PV);2028;591.5
36;Totaal mannen en vrouwen;Totaal;Groningen (PV);2029;590.0
37;Totaal mannen en vrouwen;Totaal;Groningen (PV);2030;588.4
38;Totaal mannen en vrouwen;Totaal;Groningen (PV);2031;586.9
39;Totaal mannen en vrouwen;Totaal;Groningen (PV);2032;585.2
40;Totaal mannen en vrouwen;Totaal;Groningen (PV);2033;583.5
41;Totaal mannen en vrouwen;Totaal;Groningen (PV);2034;581.7
42;Totaal mannen en vrouwen;Totaal;Groningen (PV);2035;580.1
43;Totaal mannen en vrouwen;Totaal;Groningen (PV);2036;578.7
44;Totaal mannen en vrouwen;Totaal;Groningen (PV);2037;577.7
45;Totaal mannen en vrouwen;Totaal;Groningen (PV);2038;576.9
46;Totaal mannen en vrouwen;Totaal;Groningen (PV);2039;576.2
47;Totaal mannen en vrouwen;Totaal;Groningen (PV);2040;575.5
48;Totaal mannen en vrouwen;Totaal;Friesland (PV);2017;648.0
49;Totaal mannen en vrouwen;Totaal;Friesland (PV);2018;649.0
50;Totaal mannen en vrouwen;Totaal;Friesland (PV);2019;649.7
51;Totaal mannen en vrouwen;Totaal;Friesland (PV);2020;650.3
52;Totaal mannen en vrouwen;Totaal;Friesland (PV);2021;650.6
53;Totaal mannen en vrouwen;Totaal;Friesland (PV);2022;651.0
54;Totaal mannen en vrouwen;Totaal;Friesland (PV);2023;651.2
55;Totaal mannen en vrouwen;Totaal;Friesland (PV);2024;651.2
56;Totaal mannen en vrouwen;Totaal;Friesland (PV);2025;651.3
57;Totaal mannen en vrouwen;Totaal;Friesland (PV);2026;651.5
58;Totaal mannen en vrouwen;Totaal;Friesland (PV);2027;651.6
59;Totaal mannen en vrouwen;Totaal;Friesland (PV);2028;651.8
60;Totaal mannen en vrouwen;Totaal;Friesland (PV);2029;652.0
61;Totaal mannen en vrouwen;Totaal;Friesland (PV);2030;652.3
62;Totaal mannen en vrouwen;Totaal;Friesland (PV);2031;652.5
63;Totaal mannen en vrouwen;Totaal;Friesland (PV);2032;652.9
64;Totaal mannen en vrouwen;Totaal;Friesland (PV);2033;653.2
65;Totaal mannen en vrouwen;Totaal;Friesland (PV);2034;653.3
66;Totaal mannen en vrouwen;Totaal;Friesland (PV);2035;653.3
67;Totaal mannen en vrouwen;Totaal;Friesland (PV);2036;653.1
68;Totaal mannen en vrouwen;Totaal;Friesland (PV);2037;652.3
69;Totaal mannen en vrouwen;Totaal;Friesland (PV);2038;651.0
70;Totaal mannen en vrouwen;Totaal;Friesland (PV);2039;649.7
71;Totaal mannen en vrouwen;Totaal;Friesland (PV);2040;648.2
72;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2017;490.8
73;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2018;491.0
74;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2019;490.1
75;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2020;489.7
76;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2021;488.9
77;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2022;488.1
78;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2023;487.3
79;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2024;486.5
80;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2025;485.7
81;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2026;484.9
82;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2027;484.3
83;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2028;483.8
84;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2029;483.4
85;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2030;483.2
86;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2031;482.8
87;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2032;482.5
88;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2033;482.3
89;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2034;482.0
90;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2035;481.7
91;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2036;481.1
92;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2037;480.6
93;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2038;480.0
94;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2039;479.3
95;Totaal mannen en vrouwen;Totaal;Drenthe (PV);2040;478.4
96;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2017;1147.9
97;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2018;1151.5
98;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2019;1153.8
99;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2020;1155.5
100;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2021;1157.3
101;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2022;1158.8
102;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2023;1160.2
103;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2024;1161.4
104;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2025;1162.5
105;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2026;1163.4
106;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2027;1164.6
107;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2028;1165.6
108;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2029;1166.3
109;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2030;1167.1
110;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2031;1167.7
111;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2032;1168.3
112;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2033;1168.8
113;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2034;1169.1
114;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2035;1169.1
115;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2036;1169.0
116;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2037;1168.5
117;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2038;1167.9
118;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2039;1166.9
119;Totaal mannen en vrouwen;Totaal;Overijssel (PV);2040;1165.9
120;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2017;409.2
121;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2018;413.5
122;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2019;416.5
123;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2020;419.3
124;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2021;422.2
125;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2022;425.1
126;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2023;427.8
127;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2024;430.5
128;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2025;433.1
129;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2026;435.9
130;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2027;438.4
131;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2028;440.6
132;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2029;442.9
133;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2030;445.2
134;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2031;447.7
135;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2032;450.2
136;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2033;452.8
137;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2034;455.0
138;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2035;457.1
139;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2036;459.0
140;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2037;460.5
141;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2038;461.9
142;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2039;463.1
143;Totaal mannen en vrouwen;Totaal;Flevoland (PV);2040;464.1
144;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2017;2040.4
145;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2018;2047.2
146;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2019;2051.0
147;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2020;2054.2
148;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2021;2057.9
149;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2022;2061.8
150;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2023;2065.3
151;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2024;2068.2
152;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2025;2071.3
153;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2026;2074.3
154;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2027;2076.7
155;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2028;2079.3
156;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2029;2082.0
157;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2030;2084.4
158;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2031;2086.9
159;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2032;2089.4
160;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2033;2091.8
161;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2034;2094.0
162;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2035;2095.9
163;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2036;2097.3
164;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2037;2098.7
165;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2038;2100.0
166;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2039;2101.0
167;Totaal mannen en vrouwen;Totaal;Gelderland (PV);2040;2100.7
168;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2017;1284.4
169;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2018;1295.9
170;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2019;1305.9
171;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2020;1314.6
172;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2021;1322.9
173;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2022;1330.3
174;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2023;1337.4
175;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2024;1344.8
176;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2025;1352.2
177;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2026;1359.2
178;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2027;1366.6
179;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2028;1373.9
180;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2029;1380.7
181;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2030;1387.4
182;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2031;1394.0
183;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2032;1400.1
184;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2033;1405.8
185;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2034;1411.4
186;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2035;1416.5
187;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2036;1421.5
188;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2037;1426.2
189;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2038;1430.4
190;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2039;1434.5
191;Totaal mannen en vrouwen;Totaal;Utrecht (PV);2040;1438.6
192;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2017;2808.6
193;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2018;2837.1
194;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2019;2859.9
195;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2020;2878.8
196;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2021;2896.5
197;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2022;2913.1
198;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2023;2930.2
199;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2024;2947.3
200;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2025;2964.2
201;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2026;2980.8
202;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2027;2996.8
203;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2028;3012.6
204;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2029;3027.7
205;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2030;3042.6
206;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2031;3056.9
207;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2032;3070.6
208;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2033;3083.5
209;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2034;3096.4
210;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2035;3109.1
211;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2036;3121.1
212;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2037;3132.6
213;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2038;3143.7
214;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2039;3153.9
215;Totaal mannen en vrouwen;Totaal;Noord-Holland (PV);2040;3163.9
216;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2017;3648.4
217;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2018;3677.6
218;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2019;3700.3
219;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2020;3719.6
220;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2021;3739.1
221;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2022;3758.7
222;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2023;3776.9
223;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2024;3793.0
224;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2025;3807.8
225;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2026;3822.2
226;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2027;3835.7
227;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2028;3848.5
228;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2029;3860.9
229;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2030;3872.7
230;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2031;3883.8
231;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2032;3894.6
232;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2033;3905.0
233;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2034;3914.7
234;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2035;3923.6
235;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2036;3931.8
236;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2037;3939.6
237;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2038;3946.9
238;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2039;3953.3
239;Totaal mannen en vrouwen;Totaal;Zuid-Holland (PV);2040;3959.2
240;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2017;381.0
241;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2018;381.6
242;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2019;381.8
243;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2020;381.7
244;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2021;381.6
245;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2022;381.4
246;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2023;381.1
247;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2024;380.6
248;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2025;380.2
249;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2026;379.7
250;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2027;379.2
251;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2028;378.8
252;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2029;378.3
253;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2030;377.8
254;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2031;377.3
255;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2032;376.7
256;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2033;376.0
257;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2034;375.4
258;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2035;374.8
259;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2036;374.0
260;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2037;373.1
261;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2038;372.2
262;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2039;371.3
263;Totaal mannen en vrouwen;Totaal;Zeeland (PV);2040;370.3
264;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2017;2517.5
265;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2018;2533.6
266;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2019;2546.7
267;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2020;2558.2
268;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2021;2568.2
269;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2022;2577.3
270;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2023;2585.0
271;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2024;2592.3
272;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2025;2599.1
273;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2026;2605.5
274;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2027;2611.6
275;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2028;2617.3
276;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2029;2622.8
277;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2030;2628.1
278;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2031;2633.0
279;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2032;2637.8
280;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2033;2642.1
281;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2034;2645.8
282;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2035;2649.1
283;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2036;2652.2
284;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2037;2654.5
285;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2038;2656.0
286;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2039;2657.0
287;Totaal mannen en vrouwen;Totaal;Noord-Brabant (PV);2040;2657.9
288;Totaal mannen en vrouwen;Totaal;Limburg (PV);2017;1119.7
289;Totaal mannen en vrouwen;Totaal;Limburg (PV);2018;1121.8
290;Totaal mannen en vrouwen;Totaal;Limburg (PV);2019;1121.7
291;Totaal mannen en vrouwen;Totaal;Limburg (PV);2020;1120.4
292;Totaal mannen en vrouwen;Totaal;Limburg (PV);2021;1119.0
293;Totaal mannen en vrouwen;Totaal;Limburg (PV);2022;1117.7
294;Totaal mannen en vrouwen;Totaal;Limburg (PV);2023;1116.6
295;Totaal mannen en vrouwen;Totaal;Limburg (PV);2024;1115.4
296;Totaal mannen en vrouwen;Totaal;Limburg (PV);2025;1114.0
297;Totaal mannen en vrouwen;Totaal;Limburg (PV);2026;1112.8
298;Totaal mannen en vrouwen;Totaal;Limburg (PV);2027;1111.7
299;Totaal mannen en vrouwen;Totaal;Limburg (PV);2028;1110.4
300;Totaal mannen en vrouwen;Totaal;Limburg (PV);2029;1109.1
301;Totaal mannen en vrouwen;Totaal;Limburg (PV);2030;1107.7
302;Totaal mannen en vrouwen;Totaal;Limburg (PV);2031;1106.1
303;Totaal mannen en vrouwen;Totaal;Limburg (PV);2032;1104.3
304;Totaal mannen en vrouwen;Totaal;Limburg (PV);2033;1102.5
305;Totaal mannen en vrouwen;Totaal;Limburg (PV);2034;1100.6
306;Totaal mannen en vrouwen;Totaal;Limburg (PV);2035;1098.4
307;Totaal mannen en vrouwen;Totaal;Limburg (PV);2036;1096.1
308;Totaal mannen en vrouwen;Totaal;Limburg (PV);2037;1093.7
309;Totaal mannen en vrouwen;Totaal;Limburg (PV);2038;1091.0
310;Totaal mannen en vrouwen;Totaal;Limburg (PV);2039;1088.2
311;Totaal mannen en vrouwen;Totaal;Limburg (PV);2040;1085.2
312;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2017;151.8
313;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2018;153.1
314;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2019;151.8
315;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2020;150.4
316;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2021;149.3
317;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2022;148.2
318;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2023;147.1
319;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2024;146.3
320;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2025;145.5
321;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2026;144.8
322;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2027;144.0
323;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2028;143.3
324;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2029;142.6
325;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2030;141.8
326;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2031;141.2
327;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2032;140.8
328;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2033;140.6
329;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2034;140.5
330;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2035;140.4
331;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2036;140.4
332;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2037;139.7
333;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2038;138.5
334;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2039;137.3
335;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2040;136.0
336;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2017;47.0
337;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2018;46.7
338;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2019;46.3
339;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2020;45.9
340;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2021;45.6
341;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2022;45.2
342;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2023;44.8
343;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2024;44.4
344;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2025;44.1
345;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2026;43.7
346;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2027;43.4
347;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2028;43.1
348;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2029;42.8
349;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2030;42.6
350;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2031;42.3
351;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2032;42.0
352;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2033;41.7
353;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2034;41.3
354;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2035;40.9
355;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2036;40.5
356;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2037;40.1
357;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2038;39.7
358;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2039;39.4
359;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2040;39.1
360;Totaal mannen en vrouwen;Totaal;Overig Groningen (CR);2017;392.2
361;Totaal mannen en vrouwen;Totaal;Overig Groningen (CR);2018;395.3
362;Totaal mannen en vrouwen;Totaal;Overig Groningen (CR);2019;397.5
363;Totaal mannen en vrouwen;Totaal;Overig Groningen (CR);2020;399.0
