ID;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
831;4643 Wholesale consumer electronics etc;2015 2nd quarter;86.2;7.1
832;4643 Wholesale consumer electronics etc;2015 3rd quarter;91.4;14.9
833;4643 Wholesale consumer electronics etc;2015 4th quarter;102.5;7.0
834;4643 Wholesale consumer electronics etc;2015;91.0;9.5
835;4643 Wholesale consumer electronics etc;2016 1st quarter;84.6;1.0
836;4643 Wholesale consumer electronics etc;2016 2nd quarter;83.9;-2.7
837;4643 Wholesale consumer electronics etc;2016 3rd quarter;88.6;-3.1
838;4643 Wholesale consumer electronics etc;2016 4th quarter;117.1;14.3
839;4643 Wholesale consumer electronics etc;2016;93.6;2.9
840;4643 Wholesale consumer electronics etc;2017 1st quarter;89.1;5.3
841;4643 Wholesale consumer electronics etc;2017 2nd quarter;91.5;9.0
842;4643 Wholesale consumer electronics etc;2017 3rd quarter;96.7;9.1
843;4643 Wholesale consumer electronics etc;2017 4th quarter;117.7;0.5
844;4643 Wholesale consumer electronics etc;2017;98.7;5.5
845;4646 Wholesale of medical goods;2005 1st quarter;;
846;4646 Wholesale of medical goods;2005 2nd quarter;;
847;4646 Wholesale of medical goods;2005 3rd quarter;;
848;4646 Wholesale of medical goods;2005 4th quarter;;
849;4646 Wholesale of medical goods;2005;;
850;4646 Wholesale of medical goods;2006 1st quarter;;
851;4646 Wholesale of medical goods;2006 2nd quarter;;
852;4646 Wholesale of medical goods;2006 3rd quarter;;
853;4646 Wholesale of medical goods;2006 4th quarter;;
854;4646 Wholesale of medical goods;2006;;
855;4646 Wholesale of medical goods;2007 1st quarter;;
856;4646 Wholesale of medical goods;2007 2nd quarter;;
857;4646 Wholesale of medical goods;2007 3rd quarter;;
858;4646 Wholesale of medical goods;2007 4th quarter;;
859;4646 Wholesale of medical goods;2007;;
860;4646 Wholesale of medical goods;2008 1st quarter;;
861;4646 Wholesale of medical goods;2008 2nd quarter;;
862;4646 Wholesale of medical goods;2008 3rd quarter;;
863;4646 Wholesale of medical goods;2008 4th quarter;;
864;4646 Wholesale of medical goods;2008;;
865;4646 Wholesale of medical goods;2009 1st quarter;;
866;4646 Wholesale of medical goods;2009 2nd quarter;;
867;4646 Wholesale of medical goods;2009 3rd quarter;;
868;4646 Wholesale of medical goods;2009 4th quarter;;
869;4646 Wholesale of medical goods;2009;;
870;4646 Wholesale of medical goods;2010 1st quarter;87.2;
871;4646 Wholesale of medical goods;2010 2nd quarter;96.2;
872;4646 Wholesale of medical goods;2010 3rd quarter;102.4;
873;4646 Wholesale of medical goods;2010 4th quarter;114.2;
874;4646 Wholesale of medical goods;2010;100.0;
875;4646 Wholesale of medical goods;2011 1st quarter;99.6;14.2
876;4646 Wholesale of medical goods;2011 2nd quarter;102.7;6.8
877;4646 Wholesale of medical goods;2011 3rd quarter;100.0;-2.3
878;4646 Wholesale of medical goods;2011 4th quarter;100.4;-12.1
879;4646 Wholesale of medical goods;2011;100.7;0.7
880;4646 Wholesale of medical goods;2012 1st quarter;94.2;-5.4
881;4646 Wholesale of medical goods;2012 2nd quarter;96.7;-5.9
882;4646 Wholesale of medical goods;2012 3rd quarter;96.2;-3.8
883;4646 Wholesale of medical goods;2012 4th quarter;103.1;2.7
884;4646 Wholesale of medical goods;2012;97.6;-3.1
885;4646 Wholesale of medical goods;2013 1st quarter;98.9;5.0
886;4646 Wholesale of medical goods;2013 2nd quarter;105.6;9.3
887;4646 Wholesale of medical goods;2013 3rd quarter;102.4;6.3
888;4646 Wholesale of medical goods;2013 4th quarter;106.1;2.9
889;4646 Wholesale of medical goods;2013;103.3;5.8
890;4646 Wholesale of medical goods;2014 1st quarter;105.4;6.5
891;4646 Wholesale of medical goods;2014 2nd quarter;112.8;6.8
892;4646 Wholesale of medical goods;2014 3rd quarter;109.3;6.7
893;4646 Wholesale of medical goods;2014 4th quarter;113.2;6.7
894;4646 Wholesale of medical goods;2014;110.2;6.7
895;4646 Wholesale of medical goods;2015 1st quarter;118.9;12.8
896;4646 Wholesale of medical goods;2015 2nd quarter;122.5;8.7
897;4646 Wholesale of medical goods;2015 3rd quarter;122.3;11.9
898;4646 Wholesale of medical goods;2015 4th quarter;120.6;6.5
899;4646 Wholesale of medical goods;2015;121.1;9.9
900;4646 Wholesale of medical goods;2016 1st quarter;123.8;4.1
901;4646 Wholesale of medical goods;2016 2nd quarter;130.4;6.4
902;4646 Wholesale of medical goods;2016 3rd quarter;127.7;4.4
903;4646 Wholesale of medical goods;2016 4th quarter;141.5;17.3
904;4646 Wholesale of medical goods;2016;130.8;8.0
905;4646 Wholesale of medical goods;2017 1st quarter;138.4;11.8
906;4646 Wholesale of medical goods;2017 2nd quarter;138.7;6.4
907;4646 Wholesale of medical goods;2017 3rd quarter;134.0;5.0
908;4646 Wholesale of medical goods;2017 4th quarter;153.0;8.2
909;4646 Wholesale of medical goods;2017;141.0;7.8
910;465 Wholesale of ICT-equipment;2005 1st quarter;98.4;
911;465 Wholesale of ICT-equipment;2005 2nd quarter;99.5;
912;465 Wholesale of ICT-equipment;2005 3rd quarter;87.4;
913;465 Wholesale of ICT-equipment;2005 4th quarter;99.8;
914;465 Wholesale of ICT-equipment;2005;96.3;
915;465 Wholesale of ICT-equipment;2006 1st quarter;95.2;-3.3
916;465 Wholesale of ICT-equipment;2006 2nd quarter;95.8;-3.7
917;465 Wholesale of ICT-equipment;2006 3rd quarter;86.7;-0.8
918;465 Wholesale of ICT-equipment;2006 4th quarter;102.1;2.3
919;465 Wholesale of ICT-equipment;2006;94.9;-1.4
920;465 Wholesale of ICT-equipment;2007 1st quarter;99.5;4.6
921;465 Wholesale of ICT-equipment;2007 2nd quarter;104.4;9.0
922;465 Wholesale of ICT-equipment;2007 3rd quarter;92.0;6.1
923;465 Wholesale of ICT-equipment;2007 4th quarter;102.8;0.6
924;465 Wholesale of ICT-equipment;2007;99.7;5.0
925;465 Wholesale of ICT-equipment;2008 1st quarter;102.8;3.3
926;465 Wholesale of ICT-equipment;2008 2nd quarter;108.4;3.8
927;465 Wholesale of ICT-equipment;2008 3rd quarter;92.9;1.0
928;465 Wholesale of ICT-equipment;2008 4th quarter;100.5;-2.2
929;465 Wholesale of ICT-equipment;2008;101.1;1.5
930;465 Wholesale of ICT-equipment;2009 1st quarter;91.5;-11.0
931;465 Wholesale of ICT-equipment;2009 2nd quarter;93.5;-13.7
932;465 Wholesale of ICT-equipment;2009 3rd quarter;80.0;-13.9
933;465 Wholesale of ICT-equipment;2009 4th quarter;88.7;-11.8
934;465 Wholesale of ICT-equipment;2009;88.4;-12.6
935;465 Wholesale of ICT-equipment;2010 1st quarter;97.9;7.0
936;465 Wholesale of ICT-equipment;2010 2nd quarter;106.4;13.7
937;465 Wholesale of ICT-equipment;2010 3rd quarter;94.1;17.7
938;465 Wholesale of ICT-equipment;2010 4th quarter;101.6;14.6
939;465 Wholesale of ICT-equipment;2010;100.0;13.1
940;465 Wholesale of ICT-equipment;2011 1st quarter;102.4;4.6
941;465 Wholesale of ICT-equipment;2011 2nd quarter;96.0;-9.8
942;465 Wholesale of ICT-equipment;2011 3rd quarter;98.9;5.0
943;465 Wholesale of ICT-equipment;2011 4th quarter;110.0;8.3
944;465 Wholesale of ICT-equipment;2011;101.8;1.8
945;465 Wholesale of ICT-equipment;2012 1st quarter;100.8;-1.6
946;465 Wholesale of ICT-equipment;2012 2nd quarter;99.9;4.1
947;465 Wholesale of ICT-equipment;2012 3rd quarter;102.5;3.7
948;465 Wholesale of ICT-equipment;2012 4th quarter;114.9;4.5
949;465 Wholesale of ICT-equipment;2012;104.5;2.7
950;465 Wholesale of ICT-equipment;2013 1st quarter;104.6;3.8
951;465 Wholesale of ICT-equipment;2013 2nd quarter;95.2;-4.7
952;465 Wholesale of ICT-equipment;2013 3rd quarter;93.3;-9.0
953;465 Wholesale of ICT-equipment;2013 4th quarter;98.2;-14.6
954;465 Wholesale of ICT-equipment;2013;97.8;-6.4
955;465 Wholesale of ICT-equipment;2014 1st quarter;93.4;-10.7
956;465 Wholesale of ICT-equipment;2014 2nd quarter;90.8;-4.7
957;465 Wholesale of ICT-equipment;2014 3rd quarter;91.5;-1.9
958;465 Wholesale of ICT-equipment;2014 4th quarter;103.3;5.3
959;465 Wholesale of ICT-equipment;2014;94.8;-3.1
960;465 Wholesale of ICT-equipment;2015 1st quarter;98.3;5.3
961;465 Wholesale of ICT-equipment;2015 2nd quarter;99.9;10.0
962;465 Wholesale of ICT-equipment;2015 3rd quarter;97.3;6.4
963;465 Wholesale of ICT-equipment;2015 4th quarter;110.6;7.0
964;465 Wholesale of ICT-equipment;2015;101.5;7.1
965;465 Wholesale of ICT-equipment;2016 1st quarter;100.8;2.6
966;465 Wholesale of ICT-equipment;2016 2nd quarter;95.1;-4.8
967;465 Wholesale of ICT-equipment;2016 3rd quarter;95.6;-1.8
968;465 Wholesale of ICT-equipment;2016 4th quarter;108.7;-1.7
969;465 Wholesale of ICT-equipment;2016;100.1;-1.4
970;465 Wholesale of ICT-equipment;2017 1st quarter;105.8;4.9
971;465 Wholesale of ICT-equipment;2017 2nd quarter;102.5;7.7
972;465 Wholesale of ICT-equipment;2017 3rd quarter;97.8;2.3
973;465 Wholesale of ICT-equipment;2017 4th quarter;111.3;2.4
974;465 Wholesale of ICT-equipment;2017;104.3;4.3
975;4652 Wholesale of other electronics;2005 1st quarter;;
976;4652 Wholesale of other electronics;2005 2nd quarter;;
977;4652 Wholesale of other electronics;2005 3rd quarter;;
978;4652 Wholesale of other electronics;2005 4th quarter;;
979;4652 Wholesale of other electronics;2005;;
980;4652 Wholesale of other electronics;2006 1st quarter;;
981;4652 Wholesale of other electronics;2006 2nd quarter;;
982;4652 Wholesale of other electronics;2006 3rd quarter;;
983;4652 Wholesale of other electronics;2006 4th quarter;;
984;4652 Wholesale of other electronics;2006;;
985;4652 Wholesale of other electronics;2007 1st quarter;97.4;
986;4652 Wholesale of other electronics;2007 2nd quarter;120.1;
987;4652 Wholesale of other electronics;2007 3rd quarter;103.5;
988;4652 Wholesale of other electronics;2007 4th quarter;113.7;
989;4652 Wholesale of other electronics;2007;108.6;
990;4652 Wholesale of other electronics;2008 1st quarter;103.2;5.9
991;4652 Wholesale of other electronics;2008 2nd quarter;125.0;4.1
992;4652 Wholesale of other electronics;2008 3rd quarter;103.5;0.0
993;4652 Wholesale of other electronics;2008 4th quarter;109.3;-3.8
994;4652 Wholesale of other electronics;2008;110.3;1.5
995;4652 Wholesale of other electronics;2009 1st quarter;91.7;-11.2
996;4652 Wholesale of other electronics;2009 2nd quarter;101.1;-19.1
997;4652 Wholesale of other electronics;2009 3rd quarter;88.5;-14.5
998;4652 Wholesale of other electronics;2009 4th quarter;98.6;-9.8
999;4652 Wholesale of other electronics;2009;95.0;-13.9
1000;4652 Wholesale of other electronics;2010 1st quarter;91.1;-0.7
1001;4652 Wholesale of other electronics;2010 2nd quarter;105.4;4.2
1002;4652 Wholesale of other electronics;2010 3rd quarter;96.5;9.1
1003;4652 Wholesale of other electronics;2010 4th quarter;107.0;8.5
1004;4652 Wholesale of other electronics;2010;100.0;5.3
1005;4652 Wholesale of other electronics;2011 1st quarter;99.5;9.3
1006;4652 Wholesale of other electronics;2011 2nd quarter;101.3;-3.9
1007;4652 Wholesale of other electronics;2011 3rd quarter;98.1;1.6
1008;4652 Wholesale of other electronics;2011 4th quarter;106.3;-0.7
1009;4652 Wholesale of other electronics;2011;101.3;1.3
1010;4652 Wholesale of other electronics;2012 1st quarter;99.4;-0.1
1011;4652 Wholesale of other electronics;2012 2nd quarter;96.8;-4.4
1012;4652 Wholesale of other electronics;2012 3rd quarter;92.5;-5.7
1013;4652 Wholesale of other electronics;2012 4th quarter;103.5;-2.6
1014;4652 Wholesale of other electronics;2012;98.1;-3.2
1015;4652 Wholesale of other electronics;2013 1st quarter;97.7;-1.7
1016;4652 Wholesale of other electronics;2013 2nd quarter;93.5;-3.4
1017;4652 Wholesale of other electronics;2013 3rd quarter;92.1;-0.5
1018;4652 Wholesale of other electronics;2013 4th quarter;99.3;-4.1
1019;4652 Wholesale of other electronics;2013;95.6;-2.5
1020;4652 Wholesale of other electronics;2014 1st quarter;99.9;2.3
1021;4652 Wholesale of other electronics;2014 2nd quarter;95.0;1.7
1022;4652 Wholesale of other electronics;2014 3rd quarter;92.0;-0.1
1023;4652 Wholesale of other electronics;2014 4th quarter;105.7;6.5
1024;4652 Wholesale of other electronics;2014;98.1;2.6
1025;4652 Wholesale of other electronics;2015 1st quarter;101.8;1.9
1026;4652 Wholesale of other electronics;2015 2nd quarter;99.0;4.1
1027;4652 Wholesale of other electronics;2015 3rd quarter;96.6;5.0
1028;4652 Wholesale of other electronics;2015 4th quarter;106.9;1.2
1029;4652 Wholesale of other electronics;2015;101.1;3.0
1030;4652 Wholesale of other electronics;2016 1st quarter;107.0;5.1
1031;4652 Wholesale of other electronics;2016 2nd quarter;104.7;5.8
1032;4652 Wholesale of other electronics;2016 3rd quarter;101.3;4.9
1033;4652 Wholesale of other electronics;2016 4th quarter;113.1;5.8
1034;4652 Wholesale of other electronics;2016;106.5;5.4
1035;4652 Wholesale of other electronics;2017 1st quarter;115.3;7.7
1036;4652 Wholesale of other electronics;2017 2nd quarter;110.9;6.0
1037;4652 Wholesale of other electronics;2017 3rd quarter;106.4;5.0
1038;4652 Wholesale of other electronics;2017 4th quarter;124.3;9.9
1039;4652 Wholesale of other electronics;2017;114.2;7.2
1040;466 Wholesale of other machinery;2005 1st quarter;84.5;
1041;466 Wholesale of other machinery;2005 2nd quarter;87.7;
1042;466 Wholesale of other machinery;2005 3rd quarter;87.1;
1043;466 Wholesale of other machinery;2005 4th quarter;104.7;
1044;466 Wholesale of other machinery;2005;91.0;
1045;466 Wholesale of other machinery;2006 1st quarter;92.9;9.9
1046;466 Wholesale of other machinery;2006 2nd quarter;93.6;6.8
1047;466 Wholesale of other machinery;2006 3rd quarter;94.1;8.0
1048;466 Wholesale of other machinery;2006 4th quarter;118.2;12.8
1049;466 Wholesale of other machinery;2006;99.7;9.5
1050;466 Wholesale of other machinery;2007 1st quarter;102.7;10.5
1051;466 Wholesale of other machinery;2007 2nd quarter;103.4;10.5
1052;466 Wholesale of other machinery;2007 3rd quarter;102.3;8.7
1053;466 Wholesale of other machinery;2007 4th quarter;124.0;4.9
1054;466 Wholesale of other machinery;2007;108.1;8.4
1055;466 Wholesale of other machinery;2008 1st quarter;111.6;8.7
1056;466 Wholesale of other machinery;2008 2nd quarter;111.8;8.1
1057;466 Wholesale of other machinery;2008 3rd quarter;106.8;4.4
1058;466 Wholesale of other machinery;2008 4th quarter;121.4;-2.1
1059;466 Wholesale of other machinery;2008;112.9;4.5
1060;466 Wholesale of other machinery;2009 1st quarter;96.8;-13.3
1061;466 Wholesale of other machinery;2009 2nd quarter;94.0;-15.9
1062;466 Wholesale of other machinery;2009 3rd quarter;89.2;-16.6
1063;466 Wholesale of other machinery;2009 4th quarter;105.2;-13.3
1064;466 Wholesale of other machinery;2009;96.3;-14.7
1065;466 Wholesale of other machinery;2010 1st quarter;91.0;-6.0
1066;466 Wholesale of other machinery;2010 2nd quarter;94.1;0.1
1067;466 Wholesale of other machinery;2010 3rd quarter;96.1;7.8
1068;466 Wholesale of other machinery;2010 4th quarter;118.9;13.0
1069;466 Wholesale of other machinery;2010;100.0;3.9
1070;466 Wholesale of other machinery;2011 1st quarter;107.2;17.8
1071;466 Wholesale of other machinery;2011 2nd quarter;106.4;13.1
1072;466 Wholesale of other machinery;2011 3rd quarter;108.0;12.5
1073;466 Wholesale of other machinery;2011 4th quarter;115.0;-3.3
1074;466 Wholesale of other machinery;2011;109.2;9.2
1075;466 Wholesale of other machinery;2012 1st quarter;108.2;1.0
1076;466 Wholesale of other machinery;2012 2nd quarter;108.3;1.8
1077;466 Wholesale of other machinery;2012 3rd quarter;102.4;-5.2
1078;466 Wholesale of other machinery;2012 4th quarter;111.8;-2.7
1079;466 Wholesale of other machinery;2012;107.7;-1.4
1080;466 Wholesale of other machinery;2013 1st quarter;101.1;-6.6
1081;466 Wholesale of other machinery;2013 2nd quarter;105.9;-2.2
1082;466 Wholesale of other machinery;2013 3rd quarter;100.9;-1.4
1083;466 Wholesale of other machinery;2013 4th quarter;110.6;-1.1
1084;466 Wholesale of other machinery;2013;104.6;-2.8
1085;466 Wholesale of other machinery;2014 1st quarter;100.8;-0.3
1086;466 Wholesale of other machinery;2014 2nd quarter;104.6;-1.3
1087;466 Wholesale of other machinery;2014 3rd quarter;103.6;2.7
1088;466 Wholesale of other machinery;2014 4th quarter;116.2;5.1
1089;466 Wholesale of other machinery;2014;106.3;1.6
1090;466 Wholesale of other machinery;2015 1st quarter;107.4;6.6
1091;466 Wholesale of other machinery;2015 2nd quarter;111.3;6.4
1092;466 Wholesale of other machinery;2015 3rd quarter;104.3;0.7
1093;466 Wholesale of other machinery;2015 4th quarter;119.9;3.2
1094;466 Wholesale of other machinery;2015;110.7;4.2
1095;466 Wholesale of other machinery;2016 1st quarter;113.4;5.6
1096;466 Wholesale of other machinery;2016 2nd quarter;117.7;5.8
1097;466 Wholesale of other machinery;2016 3rd quarter;109.1;4.6
1098;466 Wholesale of other machinery;2016 4th quarter;123.7;3.2
1099;466 Wholesale of other machinery;2016;116.0;4.8
1100;466 Wholesale of other machinery;2017 1st quarter;122.0;7.6
1101;466 Wholesale of other machinery;2017 2nd quarter;123.6;5.0
1102;466 Wholesale of other machinery;2017 3rd quarter;117.8;7.9
1103;466 Wholesale of other machinery;2017 4th quarter;130.3;5.3
1104;466 Wholesale of other machinery;2017;123.4;6.4
1105;467 Other specialised wholesale;2005 1st quarter;60.1;
1106;467 Other specialised wholesale;2005 2nd quarter;70.5;
1107;467 Other specialised wholesale;2005 3rd quarter;68.4;
1108;467 Other specialised wholesale;2005 4th quarter;73.4;
1109;467 Other specialised wholesale;2005;68.1;
1110;467 Other specialised wholesale;2006 1st quarter;73.5;22.3
1111;467 Other specialised wholesale;2006 2nd quarter;83.0;17.7
1112;467 Other specialised wholesale;2006 3rd quarter;79.8;16.6
1113;467 Other specialised wholesale;2006 4th quarter;80.7;9.9
1114;467 Other specialised wholesale;2006;79.3;16.4
1115;467 Other specialised wholesale;2007 1st quarter;82.6;12.3
1116;467 Other specialised wholesale;2007 2nd quarter;89.7;8.0
1117;467 Other specialised wholesale;2007 3rd quarter;85.7;7.4
1118;467 Other specialised wholesale;2007 4th quarter;93.8;16.2
1119;467 Other specialised wholesale;2007;87.9;10.9
1120;467 Other specialised wholesale;2008 1st quarter;94.4;14.3
1121;467 Other specialised wholesale;2008 2nd quarter;112.2;25.2
1122;467 Other specialised wholesale;2008 3rd quarter;106.6;24.3
1123;467 Other specialised wholesale;2008 4th quarter;90.3;-3.7
1124;467 Other specialised wholesale;2008;100.9;14.7
1125;467 Other specialised wholesale;2009 1st quarter;78.6;-16.7
1126;467 Other specialised wholesale;2009 2nd quarter;86.6;-22.9
1127;467 Other specialised wholesale;2009 3rd quarter;86.5;-18.8
1128;467 Other specialised wholesale;2009 4th quarter;91.2;1.0
1129;467 Other specialised wholesale;2009;85.7;-15.0
1130;467 Other specialised wholesale;2010 1st quarter;92.6;17.8
1131;467 Other specialised wholesale;2010 2nd quarter;105.7;22.1
1132;467 Other specialised wholesale;2010 3rd quarter;95.1;10.0
1133;467 Other specialised wholesale;2010 4th quarter;106.6;16.8
1134;467 Other specialised wholesale;2010;100.0;16.6
1135;467 Other specialised wholesale;2011 1st quarter;111.6;20.5
1136;467 Other specialised wholesale;2011 2nd quarter;122.6;16.0
1137;467 Other specialised wholesale;2011 3rd quarter;113.2;19.1
1138;467 Other specialised wholesale;2011 4th quarter;109.9;3.2
1139;467 Other specialised wholesale;2011;114.4;14.4
1140;467 Other specialised wholesale;2012 1st quarter;110.1;-1.3
1141;467 Other specialised wholesale;2012 2nd quarter;109.6;-10.6
1142;467 Other specialised wholesale;2012 3rd quarter;107.4;-5.2
1143;467 Other specialised wholesale;2012 4th quarter;102.7;-6.6
1144;467 Other specialised wholesale;2012;107.4;-6.0
1145;467 Other specialised wholesale;2013 1st quarter;93.8;-14.8
1146;467 Other specialised wholesale;2013 2nd quarter;97.9;-10.6
1147;467 Other specialised wholesale;2013 3rd quarter;100.9;-6.0
1148;467 Other specialised wholesale;2013 4th quarter;98.5;-4.1
1149;467 Other specialised wholesale;2013;97.8;-9.0
1150;467 Other specialised wholesale;2014 1st quarter;88.6;-5.5
1151;467 Other specialised wholesale;2014 2nd quarter;94.9;-3.1
1152;467 Other specialised wholesale;2014 3rd quarter;90.0;-10.8
1153;467 Other specialised wholesale;2014 4th quarter;79.7;-19.1
1154;467 Other specialised wholesale;2014;88.3;-9.7
1155;467 Other specialised wholesale;2015 1st quarter;71.4;-19.4
1156;467 Other specialised wholesale;2015 2nd quarter;79.2;-16.5
1157;467 Other specialised wholesale;2015 3rd quarter;77.7;-13.7
1158;467 Other specialised wholesale;2015 4th quarter;72.9;-8.4
1159;467 Other specialised wholesale;2015;75.3;-14.7
1160;467 Other specialised wholesale;2016 1st quarter;64.7;-9.4
1161;467 Other specialised wholesale;2016 2nd quarter;78.0;-1.6
1162;467 Other specialised wholesale;2016 3rd quarter;78.2;0.7
1163;467 Other specialised wholesale;2016 4th quarter;83.3;14.3
1164;467 Other specialised wholesale;2016;76.1;1.0
1165;467 Other specialised wholesale;2017 1st quarter;85.8;32.7
1166;467 Other specialised wholesale;2017 2nd quarter;85.8;10.0
1167;467 Other specialised wholesale;2017 3rd quarter;82.8;5.8
1168;467 Other specialised wholesale;2017 4th quarter;88.9;6.7
1169;467 Other specialised wholesale;2017;85.8;12.8
1170;4671 Wholesale of mineral oils;2005 1st quarter;;
1171;4671 Wholesale of mineral oils;2005 2nd quarter;;
1172;4671 Wholesale of mineral oils;2005 3rd quarter;;
1173;4671 Wholesale of mineral oils;2005 4th quarter;;
1174;4671 Wholesale of mineral oils;2005;;
1175;4671 Wholesale of mineral oils;2006 1st quarter;;
1176;4671 Wholesale of mineral oils;2006 2nd quarter;;
1177;4671 Wholesale of mineral oils;2006 3rd quarter;;
1178;4671 Wholesale of mineral oils;2006 4th quarter;;
1179;4671 Wholesale of mineral oils;2006;;
1180;4671 Wholesale of mineral oils;2007 1st quarter;64.8;
1181;4671 Wholesale of mineral oils;2007 2nd quarter;66.4;
1182;4671 Wholesale of mineral oils;2007 3rd quarter;70.7;
1183;4671 Wholesale of mineral oils;2007 4th quarter;80.7;
1184;4671 Wholesale of mineral oils;2007;70.6;
1185;4671 Wholesale of mineral oils;2008 1st quarter;77.4;19.4
1186;4671 Wholesale of mineral oils;2008 2nd quarter;96.5;45.4
1187;4671 Wholesale of mineral oils;2008 3rd quarter;96.6;36.6
1188;4671 Wholesale of mineral oils;2008 4th quarter;79.5;-1.4
1189;4671 Wholesale of mineral oils;2008;87.5;23.9
1190;4671 Wholesale of mineral oils;2009 1st quarter;70.5;-9.0
1191;4671 Wholesale of mineral oils;2009 2nd quarter;78.1;-19.1
1192;4671 Wholesale of mineral oils;2009 3rd quarter;83.5;-13.5
1193;4671 Wholesale of mineral oils;2009 4th quarter;92.4;16.2
1194;4671 Wholesale of mineral oils;2009;81.1;-7.3
1195;4671 Wholesale of mineral oils;2010 1st quarter;93.5;32.7
1196;4671 Wholesale of mineral oils;2010 2nd quarter;104.1;33.3
1197;4671 Wholesale of mineral oils;2010 3rd quarter;93.3;11.7
1198;4671 Wholesale of mineral oils;2010 4th quarter;109.1;18.1
1199;4671 Wholesale of mineral oils;2010;100.0;23.3
1200;4671 Wholesale of mineral oils;2011 1st quarter;110.6;18.2
1201;4671 Wholesale of mineral oils;2011 2nd quarter;123.7;18.7
1202;4671 Wholesale of mineral oils;2011 3rd quarter;117.1;25.5
1203;4671 Wholesale of mineral oils;2011 4th quarter;112.1;2.8
1204;4671 Wholesale of mineral oils;2011;115.9;15.9
1205;4671 Wholesale of mineral oils;2012 1st quarter;109.9;-0.6
1206;4671 Wholesale of mineral oils;2012 2nd quarter;106.9;-13.5
1207;4671 Wholesale of mineral oils;2012 3rd quarter;111.8;-4.5
1208;4671 Wholesale of mineral oils;2012 4th quarter;103.8;-7.4
1209;4671 Wholesale of mineral oils;2012;108.1;-6.7
1210;4671 Wholesale of mineral oils;2013 1st quarter;90.1;-18.0
1211;4671 Wholesale of mineral oils;2013 2nd quarter;92.1;-13.8
1212;4671 Wholesale of mineral oils;2013 3rd quarter;102.7;-8.2
1213;4671 Wholesale of mineral oils;2013 4th quarter;99.1;-4.5
1214;4671 Wholesale of mineral oils;2013;96.0;-11.2
1215;4671 Wholesale of mineral oils;2014 1st quarter;81.1;-10.0
1216;4671 Wholesale of mineral oils;2014 2nd quarter;86.8;-5.8
1217;4671 Wholesale of mineral oils;2014 3rd quarter;82.9;-19.2
1218;4671 Wholesale of mineral oils;2014 4th quarter;63.9;-35.5
1219;4671 Wholesale of mineral oils;2014;78.7;-18.0
1220;4671 Wholesale of mineral oils;2015 1st quarter;50.6;-37.6
1221;4671 Wholesale of mineral oils;2015 2nd quarter;57.9;-33.3
1222;4671 Wholesale of mineral oils;2015 3rd quarter;63.0;-24.1
1223;4671 Wholesale of mineral oils;2015 4th quarter;54.6;-14.5
1224;4671 Wholesale of mineral oils;2015;56.5;-28.2
1225;4671 Wholesale of mineral oils;2016 1st quarter;42.2;-16.7
1226;4671 Wholesale of mineral oils;2016 2nd quarter;57.1;-1.5
1227;4671 Wholesale of mineral oils;2016 3rd quarter;62.5;-0.8
1228;4671 Wholesale of mineral oils;2016 4th quarter;67.5;23.6
1229;4671 Wholesale of mineral oils;2016;57.3;1.4
1230;4671 Wholesale of mineral oils;2017 1st quarter;65.8;56.0
1231;4671 Wholesale of mineral oils;2017 2nd quarter;61.9;8.6
1232;4671 Wholesale of mineral oils;2017 3rd quarter;63.1;0.9
1233;4671 Wholesale of mineral oils;2017 4th quarter;69.0;2.2
1234;4671 Wholesale of mineral oils;2017;64.9;13.3
1235;4672 Wholesale of metals and metal ores;2005 1st quarter;;
1236;4672 Wholesale of metals and metal ores;2005 2nd quarter;;
1237;4672 Wholesale of metals and metal ores;2005 3rd quarter;;
1238;4672 Wholesale of metals and metal ores;2005 4th quarter;;
1239;4672 Wholesale of metals and metal ores;2005;;
1240;4672 Wholesale of metals and metal ores;2006 1st quarter;;
1241;4672 Wholesale of metals and metal ores;2006 2nd quarter;;
1242;4672 Wholesale of metals and metal ores;2006 3rd quarter;;
1243;4672 Wholesale of metals and metal ores;2006 4th quarter;;
1244;4672 Wholesale of metals and metal ores;2006;;
1245;4672 Wholesale of metals and metal ores;2007 1st quarter;123.1;
1246;4672 Wholesale of metals and metal ores;2007 2nd quarter;138.0;
1247;4672 Wholesale of metals and metal ores;2007 3rd quarter;124.2;
1248;4672 Wholesale of metals and metal ores;2007 4th quarter;131.7;
1249;4672 Wholesale of metals and metal ores;2007;129.2;
1250;4672 Wholesale of metals and metal ores;2008 1st quarter;140.8;14.4
1251;4672 Wholesale of metals and metal ores;2008 2nd quarter;160.8;16.6
1252;4672 Wholesale of metals and metal ores;2008 3rd quarter;150.5;21.2
1253;4672 Wholesale of metals and metal ores;2008 4th quarter;124.4;-5.5
1254;4672 Wholesale of metals and metal ores;2008;144.1;11.5
1255;4672 Wholesale of metals and metal ores;2009 1st quarter;97.0;-31.1
1256;4672 Wholesale of metals and metal ores;2009 2nd quarter;95.8;-40.4
1257;4672 Wholesale of metals and metal ores;2009 3rd quarter;90.9;-39.6
1258;4672 Wholesale of metals and metal ores;2009 4th quarter;88.9;-28.6
1259;4672 Wholesale of metals and metal ores;2009;93.2;-35.4
1260;4672 Wholesale of metals and metal ores;2010 1st quarter;85.2;-12.2
