ID;Geslacht;Herkomstgroepering;Onderwijssoort;Leeftijd;Huishoudgrootte;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
876;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);18 tot 23 jaar;Huishoudgrootte onbekend;2005/'06;1250.0;180.0;1070.0;14.5
877;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);18 tot 23 jaar;Huishoudgrootte onbekend;2006/'07;3290.0;410.0;2880.0;12.5
878;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);18 tot 23 jaar;Huishoudgrootte onbekend;2007/'08;160.0;30.0;140.0;17.2
879;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);18 tot 23 jaar;Huishoudgrootte onbekend;2008/'09;;;;
880;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;Totaal huishoudgrootte;2004/'05;59590.0;12740.0;46850.0;21.4
881;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;Totaal huishoudgrootte;2005/'06;64980.0;12220.0;52760.0;18.8
882;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;Totaal huishoudgrootte;2006/'07;67840.0;11930.0;55910.0;17.6
883;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;Totaal huishoudgrootte;2007/'08;75900.0;13430.0;62470.0;17.7
884;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;Totaal huishoudgrootte;2008/'09;79350.0;12130.0;67210.0;15.3
885;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;1 tot 5 leden;2004/'05;57840.0;12390.0;45450.0;21.4
886;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;1 tot 5 leden;2005/'06;63090.0;11900.0;51200.0;18.9
887;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;1 tot 5 leden;2006/'07;65200.0;11500.0;53700.0;17.6
888;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;1 tot 5 leden;2007/'08;73890.0;13080.0;60810.0;17.7
889;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;1 tot 5 leden;2008/'09;77350.0;11850.0;65500.0;15.3
890;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;6 leden of meer;2004/'05;1480.0;270.0;1200.0;18.5
891;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;6 leden of meer;2005/'06;1530.0;230.0;1300.0;15.2
892;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;6 leden of meer;2006/'07;1750.0;300.0;1440.0;17.3
893;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;6 leden of meer;2007/'08;1970.0;330.0;1630.0;16.9
894;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;6 leden of meer;2008/'09;1990.0;290.0;1710.0;14.3
895;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;Huishoudgrootte onbekend;2004/'05;280.0;80.0;200.0;28.1
896;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;Huishoudgrootte onbekend;2005/'06;350.0;90.0;270.0;24.6
897;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;Huishoudgrootte onbekend;2006/'07;900.0;130.0;770.0;14.3
898;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;Huishoudgrootte onbekend;2007/'08;40.0;10.0;30.0;25.6
899;Totaal mannen en vrouwen;1;Mbo (exclusief extraneï);23 jaar of ouder;Huishoudgrootte onbekend;2008/'09;;;;
900;Totaal mannen en vrouwen;1;100;0;Totaal huishoudgrootte;2004/'05;;;;
901;Totaal mannen en vrouwen;1;100;0;Totaal huishoudgrootte;2005/'06;6540.0;1400.0;5130.0;21.5
902;Totaal mannen en vrouwen;1;100;0;Totaal huishoudgrootte;2006/'07;7670.0;1530.0;6150.0;19.9
903;Totaal mannen en vrouwen;1;100;0;Totaal huishoudgrootte;2007/'08;8840.0;1650.0;7190.0;18.6
904;Totaal mannen en vrouwen;1;100;0;Totaal huishoudgrootte;2008/'09;10720.0;1550.0;9160.0;14.5
905;Totaal mannen en vrouwen;1;100;0;1 tot 5 leden;2004/'05;;;;
906;Totaal mannen en vrouwen;1;100;0;1 tot 5 leden;2005/'06;6180.0;1340.0;4840.0;21.7
907;Totaal mannen en vrouwen;1;100;0;1 tot 5 leden;2006/'07;7200.0;1440.0;5750.0;20.0
908;Totaal mannen en vrouwen;1;100;0;1 tot 5 leden;2007/'08;8340.0;1560.0;6770.0;18.8
909;Totaal mannen en vrouwen;1;100;0;1 tot 5 leden;2008/'09;10100.0;1470.0;8630.0;14.6
910;Totaal mannen en vrouwen;1;100;0;6 leden of meer;2004/'05;;;;
911;Totaal mannen en vrouwen;1;100;0;6 leden of meer;2005/'06;310.0;50.0;260.0;17.2
912;Totaal mannen en vrouwen;1;100;0;6 leden of meer;2006/'07;350.0;60.0;290.0;16.7
913;Totaal mannen en vrouwen;1;100;0;6 leden of meer;2007/'08;490.0;80.0;410.0;16.4
914;Totaal mannen en vrouwen;1;100;0;6 leden of meer;2008/'09;610.0;80.0;530.0;12.9
915;Totaal mannen en vrouwen;1;100;0;Huishoudgrootte onbekend;2004/'05;;;;
916;Totaal mannen en vrouwen;1;100;0;Huishoudgrootte onbekend;2005/'06;40.0;;30.0;
917;Totaal mannen en vrouwen;1;100;0;Huishoudgrootte onbekend;2006/'07;120.0;20.0;100.0;19.4
918;Totaal mannen en vrouwen;1;100;0;Huishoudgrootte onbekend;2007/'08;;;;
919;Totaal mannen en vrouwen;1;100;0;Huishoudgrootte onbekend;2008/'09;;0.0;;0.0
920;Totaal mannen en vrouwen;1;100;22 jaar of jonger;Totaal huishoudgrootte;2004/'05;;;;
921;Totaal mannen en vrouwen;1;100;22 jaar of jonger;Totaal huishoudgrootte;2005/'06;5540.0;1020.0;4520.0;18.4
922;Totaal mannen en vrouwen;1;100;22 jaar of jonger;Totaal huishoudgrootte;2006/'07;6530.0;1090.0;5440.0;16.7
923;Totaal mannen en vrouwen;1;100;22 jaar of jonger;Totaal huishoudgrootte;2007/'08;7650.0;1310.0;6340.0;17.1
924;Totaal mannen en vrouwen;1;100;22 jaar of jonger;Totaal huishoudgrootte;2008/'09;9510.0;1240.0;8270.0;13.0
925;Totaal mannen en vrouwen;1;100;22 jaar of jonger;1 tot 5 leden;2004/'05;;;;
926;Totaal mannen en vrouwen;1;100;22 jaar of jonger;1 tot 5 leden;2005/'06;5200.0;970.0;4240.0;18.6
927;Totaal mannen en vrouwen;1;100;22 jaar of jonger;1 tot 5 leden;2006/'07;6090.0;1020.0;5070.0;16.8
928;Totaal mannen en vrouwen;1;100;22 jaar of jonger;1 tot 5 leden;2007/'08;7180.0;1230.0;5940.0;17.2
929;Totaal mannen en vrouwen;1;100;22 jaar of jonger;1 tot 5 leden;2008/'09;8920.0;1170.0;7760.0;13.1
930;Totaal mannen en vrouwen;1;100;22 jaar of jonger;6 leden of meer;2004/'05;;;;
931;Totaal mannen en vrouwen;1;100;22 jaar of jonger;6 leden of meer;2005/'06;300.0;50.0;250.0;15.2
932;Totaal mannen en vrouwen;1;100;22 jaar of jonger;6 leden of meer;2006/'07;330.0;50.0;290.0;13.6
933;Totaal mannen en vrouwen;1;100;22 jaar of jonger;6 leden of meer;2007/'08;470.0;80.0;390.0;16.0
934;Totaal mannen en vrouwen;1;100;22 jaar of jonger;6 leden of meer;2008/'09;590.0;80.0;520.0;12.7
935;Totaal mannen en vrouwen;1;100;22 jaar of jonger;Huishoudgrootte onbekend;2004/'05;;;;
936;Totaal mannen en vrouwen;1;100;22 jaar of jonger;Huishoudgrootte onbekend;2005/'06;40.0;;30.0;
937;Totaal mannen en vrouwen;1;100;22 jaar of jonger;Huishoudgrootte onbekend;2006/'07;110.0;20.0;90.0;19.4
938;Totaal mannen en vrouwen;1;100;22 jaar of jonger;Huishoudgrootte onbekend;2007/'08;;;;
939;Totaal mannen en vrouwen;1;100;22 jaar of jonger;Huishoudgrootte onbekend;2008/'09;;0.0;;0.0
940;Totaal mannen en vrouwen;1;100;17 jaar of jonger;Totaal huishoudgrootte;2004/'05;;;;
941;Totaal mannen en vrouwen;1;100;17 jaar of jonger;Totaal huishoudgrootte;2005/'06;300.0;70.0;230.0;22.8
942;Totaal mannen en vrouwen;1;100;17 jaar of jonger;Totaal huishoudgrootte;2006/'07;330.0;70.0;260.0;21.5
943;Totaal mannen en vrouwen;1;100;17 jaar of jonger;Totaal huishoudgrootte;2007/'08;390.0;70.0;320.0;18.2
944;Totaal mannen en vrouwen;1;100;17 jaar of jonger;Totaal huishoudgrootte;2008/'09;400.0;40.0;360.0;10.8
945;Totaal mannen en vrouwen;1;100;17 jaar of jonger;1 tot 5 leden;2004/'05;;;;
946;Totaal mannen en vrouwen;1;100;17 jaar of jonger;1 tot 5 leden;2005/'06;280.0;60.0;220.0;22.6
947;Totaal mannen en vrouwen;1;100;17 jaar of jonger;1 tot 5 leden;2006/'07;300.0;70.0;240.0;21.5
948;Totaal mannen en vrouwen;1;100;17 jaar of jonger;1 tot 5 leden;2007/'08;370.0;70.0;300.0;18.2
949;Totaal mannen en vrouwen;1;100;17 jaar of jonger;1 tot 5 leden;2008/'09;360.0;40.0;330.0;10.2
950;Totaal mannen en vrouwen;1;100;17 jaar of jonger;6 leden of meer;2004/'05;;;;
951;Totaal mannen en vrouwen;1;100;17 jaar of jonger;6 leden of meer;2005/'06;20.0;;10.0;
952;Totaal mannen en vrouwen;1;100;17 jaar of jonger;6 leden of meer;2006/'07;20.0;;20.0;
953;Totaal mannen en vrouwen;1;100;17 jaar of jonger;6 leden of meer;2007/'08;20.0;;20.0;
954;Totaal mannen en vrouwen;1;100;17 jaar of jonger;6 leden of meer;2008/'09;40.0;;30.0;
955;Totaal mannen en vrouwen;1;100;17 jaar of jonger;Huishoudgrootte onbekend;2004/'05;;;;
956;Totaal mannen en vrouwen;1;100;17 jaar of jonger;Huishoudgrootte onbekend;2005/'06;;;0.0;
957;Totaal mannen en vrouwen;1;100;17 jaar of jonger;Huishoudgrootte onbekend;2006/'07;;;;
958;Totaal mannen en vrouwen;1;100;17 jaar of jonger;Huishoudgrootte onbekend;2007/'08;0.0;0.0;0.0;0.0
959;Totaal mannen en vrouwen;1;100;17 jaar of jonger;Huishoudgrootte onbekend;2008/'09;;0.0;;0.0
960;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;Totaal huishoudgrootte;2004/'05;;;;
961;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;Totaal huishoudgrootte;2005/'06;5240.0;950.0;4290.0;18.2
962;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;Totaal huishoudgrootte;2006/'07;6200.0;1020.0;5180.0;16.4
963;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;Totaal huishoudgrootte;2007/'08;7260.0;1240.0;6020.0;17.1
964;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;Totaal huishoudgrootte;2008/'09;9110.0;1200.0;7920.0;13.1
965;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;1 tot 5 leden;2004/'05;;;;
966;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;1 tot 5 leden;2005/'06;4920.0;910.0;4020.0;18.4
967;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;1 tot 5 leden;2006/'07;5790.0;960.0;4830.0;16.5
968;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;1 tot 5 leden;2007/'08;6810.0;1170.0;5640.0;17.1
969;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;1 tot 5 leden;2008/'09;8560.0;1130.0;7430.0;13.2
970;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;6 leden of meer;2004/'05;;;;
971;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;6 leden of meer;2005/'06;280.0;40.0;240.0;14.7
972;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;6 leden of meer;2006/'07;310.0;40.0;270.0;12.9
973;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;6 leden of meer;2007/'08;450.0;70.0;380.0;15.9
974;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;6 leden of meer;2008/'09;550.0;70.0;480.0;12.5
975;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;Huishoudgrootte onbekend;2004/'05;;;;
976;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;Huishoudgrootte onbekend;2005/'06;40.0;;30.0;
977;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;Huishoudgrootte onbekend;2006/'07;100.0;20.0;80.0;19.6
978;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;Huishoudgrootte onbekend;2007/'08;;;;
979;Totaal mannen en vrouwen;1;100;18 tot 23 jaar;Huishoudgrootte onbekend;2008/'09;;0.0;;0.0
980;Totaal mannen en vrouwen;1;100;23 jaar of ouder;Totaal huishoudgrootte;2004/'05;;;;
981;Totaal mannen en vrouwen;1;100;23 jaar of ouder;Totaal huishoudgrootte;2005/'06;1000.0;380.0;620.0;38.3
982;Totaal mannen en vrouwen;1;100;23 jaar of ouder;Totaal huishoudgrootte;2006/'07;1150.0;440.0;710.0;38.2
983;Totaal mannen en vrouwen;1;100;23 jaar of ouder;Totaal huishoudgrootte;2007/'08;1180.0;340.0;850.0;28.4
984;Totaal mannen en vrouwen;1;100;23 jaar of ouder;Totaal huishoudgrootte;2008/'09;1200.0;310.0;890.0;26.0
985;Totaal mannen en vrouwen;1;100;23 jaar of ouder;1 tot 5 leden;2004/'05;;;;
986;Totaal mannen en vrouwen;1;100;23 jaar of ouder;1 tot 5 leden;2005/'06;980.0;370.0;610.0;38.1
987;Totaal mannen en vrouwen;1;100;23 jaar of ouder;1 tot 5 leden;2006/'07;1110.0;420.0;690.0;37.9
988;Totaal mannen en vrouwen;1;100;23 jaar of ouder;1 tot 5 leden;2007/'08;1160.0;330.0;830.0;28.5
989;Totaal mannen en vrouwen;1;100;23 jaar of ouder;1 tot 5 leden;2008/'09;1180.0;310.0;870.0;26.1
990;Totaal mannen en vrouwen;1;100;23 jaar of ouder;6 leden of meer;2004/'05;;;;
991;Totaal mannen en vrouwen;1;100;23 jaar of ouder;6 leden of meer;2005/'06;20.0;;;
992;Totaal mannen en vrouwen;1;100;23 jaar of ouder;6 leden of meer;2006/'07;20.0;10.0;;63.6
993;Totaal mannen en vrouwen;1;100;23 jaar of ouder;6 leden of meer;2007/'08;30.0;;20.0;
994;Totaal mannen en vrouwen;1;100;23 jaar of ouder;6 leden of meer;2008/'09;20.0;;20.0;
995;Totaal mannen en vrouwen;1;100;23 jaar of ouder;Huishoudgrootte onbekend;2004/'05;;;;
996;Totaal mannen en vrouwen;1;100;23 jaar of ouder;Huishoudgrootte onbekend;2005/'06;;;;
997;Totaal mannen en vrouwen;1;100;23 jaar of ouder;Huishoudgrootte onbekend;2006/'07;20.0;;10.0;
998;Totaal mannen en vrouwen;1;100;23 jaar of ouder;Huishoudgrootte onbekend;2007/'08;;0.0;;0.0
999;Totaal mannen en vrouwen;1;100;23 jaar of ouder;Huishoudgrootte onbekend;2008/'09;0.0;0.0;0.0;0.0
1000;Totaal mannen en vrouwen;Allochtonen;0;0;Totaal huishoudgrootte;2004/'05;288670.0;26070.0;262600.0;9.0
1001;Totaal mannen en vrouwen;Allochtonen;0;0;Totaal huishoudgrootte;2005/'06;312310.0;25860.0;286460.0;8.3
1002;Totaal mannen en vrouwen;Allochtonen;0;0;Totaal huishoudgrootte;2006/'07;318680.0;25060.0;293630.0;7.9
1003;Totaal mannen en vrouwen;Allochtonen;0;0;Totaal huishoudgrootte;2007/'08;323690.0;25150.0;298540.0;7.8
1004;Totaal mannen en vrouwen;Allochtonen;0;0;Totaal huishoudgrootte;2008/'09;324630.0;22190.0;302440.0;6.8
1005;Totaal mannen en vrouwen;Allochtonen;0;0;1 tot 5 leden;2004/'05;244500.0;22860.0;221650.0;9.3
1006;Totaal mannen en vrouwen;Allochtonen;0;0;1 tot 5 leden;2005/'06;266890.0;22850.0;244050.0;8.6
1007;Totaal mannen en vrouwen;Allochtonen;0;0;1 tot 5 leden;2006/'07;270640.0;21890.0;248750.0;8.1
1008;Totaal mannen en vrouwen;Allochtonen;0;0;1 tot 5 leden;2007/'08;278190.0;22300.0;255890.0;8.0
1009;Totaal mannen en vrouwen;Allochtonen;0;0;1 tot 5 leden;2008/'09;282710.0;20000.0;262700.0;7.1
1010;Totaal mannen en vrouwen;Allochtonen;0;0;6 leden of meer;2004/'05;41440.0;2820.0;38620.0;6.8
1011;Totaal mannen en vrouwen;Allochtonen;0;0;6 leden of meer;2005/'06;42230.0;2520.0;39710.0;6.0
1012;Totaal mannen en vrouwen;Allochtonen;0;0;6 leden of meer;2006/'07;42050.0;2510.0;39540.0;6.0
1013;Totaal mannen en vrouwen;Allochtonen;0;0;6 leden of meer;2007/'08;43090.0;2710.0;40390.0;6.3
1014;Totaal mannen en vrouwen;Allochtonen;0;0;6 leden of meer;2008/'09;41860.0;2180.0;39680.0;5.2
1015;Totaal mannen en vrouwen;Allochtonen;0;0;Huishoudgrootte onbekend;2004/'05;2730.0;390.0;2330.0;14.4
1016;Totaal mannen en vrouwen;Allochtonen;0;0;Huishoudgrootte onbekend;2005/'06;3190.0;490.0;2700.0;15.3
1017;Totaal mannen en vrouwen;Allochtonen;0;0;Huishoudgrootte onbekend;2006/'07;6000.0;650.0;5350.0;10.8
1018;Totaal mannen en vrouwen;Allochtonen;0;0;Huishoudgrootte onbekend;2007/'08;2420.0;150.0;2270.0;6.2
1019;Totaal mannen en vrouwen;Allochtonen;0;0;Huishoudgrootte onbekend;2008/'09;70.0;10.0;60.0;16.2
1020;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;Totaal huishoudgrootte;2004/'05;262300.0;18430.0;243870.0;7.0
1021;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;Totaal huishoudgrootte;2005/'06;280550.0;18170.0;262380.0;6.5
1022;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;Totaal huishoudgrootte;2006/'07;284110.0;17400.0;266710.0;6.1
1023;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;Totaal huishoudgrootte;2007/'08;284790.0;16780.0;268010.0;5.9
1024;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;Totaal huishoudgrootte;2008/'09;284070.0;14380.0;269700.0;5.1
1025;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;1 tot 5 leden;2004/'05;219540.0;15670.0;203870.0;7.1
1026;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;1 tot 5 leden;2005/'06;236780.0;15600.0;221180.0;6.6
1027;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;1 tot 5 leden;2006/'07;238240.0;14750.0;223500.0;6.2
1028;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;1 tot 5 leden;2007/'08;241170.0;14360.0;226810.0;6.0
1029;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;1 tot 5 leden;2008/'09;243930.0;12540.0;231380.0;5.1
1030;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;6 leden of meer;2004/'05;40260.0;2450.0;37810.0;6.1
1031;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;6 leden of meer;2005/'06;40890.0;2190.0;38700.0;5.4
1032;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;6 leden of meer;2006/'07;40490.0;2150.0;38340.0;5.3
1033;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;6 leden of meer;2007/'08;41290.0;2290.0;39000.0;5.5
1034;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;6 leden of meer;2008/'09;40090.0;1830.0;38260.0;4.6
1035;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;Huishoudgrootte onbekend;2004/'05;2500.0;310.0;2190.0;12.5
1036;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;Huishoudgrootte onbekend;2005/'06;2880.0;380.0;2500.0;13.1
1037;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;Huishoudgrootte onbekend;2006/'07;5380.0;510.0;4870.0;9.4
1038;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;Huishoudgrootte onbekend;2007/'08;2340.0;140.0;2200.0;5.9
1039;Totaal mannen en vrouwen;Allochtonen;0;22 jaar of jonger;Huishoudgrootte onbekend;2008/'09;50.0;;50.0;
1040;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;Totaal huishoudgrootte;2004/'05;175020.0;5710.0;169310.0;3.3
1041;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;Totaal huishoudgrootte;2005/'06;180110.0;5320.0;174800.0;3.0
1042;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;Totaal huishoudgrootte;2006/'07;180540.0;4750.0;175790.0;2.6
1043;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;Totaal huishoudgrootte;2007/'08;179630.0;3940.0;175690.0;2.2
1044;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;Totaal huishoudgrootte;2008/'09;178540.0;3200.0;175340.0;1.8
1045;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;1 tot 5 leden;2004/'05;143690.0;4640.0;139050.0;3.2
1046;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;1 tot 5 leden;2005/'06;149000.0;4370.0;144630.0;2.9
1047;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;1 tot 5 leden;2006/'07;148900.0;3830.0;145060.0;2.6
1048;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;1 tot 5 leden;2007/'08;149320.0;3200.0;146120.0;2.1
1049;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;1 tot 5 leden;2008/'09;151080.0;2710.0;148370.0;1.8
1050;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;6 leden of meer;2004/'05;29650.0;950.0;28700.0;3.2
1051;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;6 leden of meer;2005/'06;29300.0;830.0;28480.0;2.8
1052;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;6 leden of meer;2006/'07;28490.0;760.0;27720.0;2.7
1053;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;6 leden of meer;2007/'08;28290.0;660.0;27630.0;2.3
1054;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;6 leden of meer;2008/'09;27440.0;490.0;26950.0;1.8
1055;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;Huishoudgrootte onbekend;2004/'05;1680.0;110.0;1560.0;6.7
1056;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;Huishoudgrootte onbekend;2005/'06;1810.0;120.0;1700.0;6.6
1057;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;Huishoudgrootte onbekend;2006/'07;3150.0;150.0;3000.0;4.7
1058;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;Huishoudgrootte onbekend;2007/'08;2020.0;90.0;1940.0;4.2
1059;Totaal mannen en vrouwen;Allochtonen;0;17 jaar of jonger;Huishoudgrootte onbekend;2008/'09;30.0;;20.0;
1060;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;Totaal huishoudgrootte;2004/'05;87280.0;12730.0;74560.0;14.6
1061;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;Totaal huishoudgrootte;2005/'06;100440.0;12850.0;87590.0;12.8
1062;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;Totaal huishoudgrootte;2006/'07;103570.0;12660.0;90920.0;12.2
1063;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;Totaal huishoudgrootte;2007/'08;105160.0;12840.0;92320.0;12.2
1064;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;Totaal huishoudgrootte;2008/'09;105540.0;11180.0;94360.0;10.6
1065;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;1 tot 5 leden;2004/'05;75850.0;11030.0;64820.0;14.5
1066;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;1 tot 5 leden;2005/'06;87780.0;11230.0;76560.0;12.8
1067;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;1 tot 5 leden;2006/'07;89350.0;10910.0;78430.0;12.2
1068;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;1 tot 5 leden;2007/'08;91850.0;11160.0;80690.0;12.2
1069;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;1 tot 5 leden;2008/'09;92850.0;9840.0;83020.0;10.6
1070;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;6 leden of meer;2004/'05;10610.0;1490.0;9120.0;14.1
1071;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;6 leden of meer;2005/'06;11590.0;1370.0;10220.0;11.8
1072;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;6 leden of meer;2006/'07;12000.0;1380.0;10620.0;11.5
1073;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;6 leden of meer;2007/'08;13000.0;1620.0;11370.0;12.5
1074;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;6 leden of meer;2008/'09;12660.0;1340.0;11310.0;10.6
1075;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;Huishoudgrootte onbekend;2004/'05;820.0;200.0;620.0;24.2
1076;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;Huishoudgrootte onbekend;2005/'06;1070.0;260.0;810.0;24.3
1077;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;Huishoudgrootte onbekend;2006/'07;2220.0;360.0;1870.0;16.1
1078;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;Huishoudgrootte onbekend;2007/'08;320.0;50.0;260.0;16.8
1079;Totaal mannen en vrouwen;Allochtonen;0;18 tot 23 jaar;Huishoudgrootte onbekend;2008/'09;30.0;;30.0;
1080;Totaal mannen en vrouwen;Allochtonen;0;23 jaar of ouder;Totaal huishoudgrootte;2004/'05;26370.0;7640.0;18730.0;29.0
1081;Totaal mannen en vrouwen;Allochtonen;0;23 jaar of ouder;Totaal huishoudgrootte;2005/'06;31760.0;7690.0;24070.0;24.2
1082;Totaal mannen en vrouwen;Allochtonen;0;23 jaar of ouder;Totaal huishoudgrootte;2006/'07;34580.0;7650.0;26920.0;22.1
1083;Totaal mannen en vrouwen;Allochtonen;0;23 jaar of ouder;Totaal huishoudgrootte;2007/'08;38900.0;8370.0;30530.0;21.5
1084;Totaal mannen en vrouwen;Allochtonen;0;23 jaar of ouder;Totaal huishoudgrootte;2008/'09;40560.0;7810.0;32750.0;19.3
1085;Totaal mannen en vrouwen;Allochtonen;0;23 jaar of ouder;1 tot 5 leden;2004/'05;24960.0;7180.0;17780.0;28.8
1086;Totaal mannen en vrouwen;Allochtonen;0;23 jaar of ouder;1 tot 5 leden;2005/'06;30110.0;7250.0;22860.0;24.1
1087;Totaal mannen en vrouwen;Allochtonen;0;23 jaar of ouder;1 tot 5 leden;2006/'07;32400.0;7150.0;25250.0;22.1
