ID;Geslacht;Leeftijd;Migratiemotief;SociaaleconomischeCategorie;Nationaliteit;Verblijfsduur;JaarVanImmigratie;ImmigrantenExclusiefEUEFTA_1
89;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2013 ;48915.0
90;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2014 ;57485.0
91;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2015 ;76780.0
92;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2016;92890.0
93;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2017;83595.0
94;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2018;80545.0
95;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2019;90770.0
96;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2020;
97;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2021;
98;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2022;
99;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2023;
100;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;1999 ;55625.0
101;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2000 ;68045.0
102;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2001;70485.0
103;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2002 ;64855.0
104;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2003;53600.0
105;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2004 ;38680.0
106;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2005 ;36125.0
107;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2006;36155.0
108;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2007 ;36315.0
109;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2008;46980.0
110;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2009;49795.0
111;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2010 ;48925.0
112;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2011;49095.0
113;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2012 ;44735.0
114;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2013 ;48915.0
115;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2014 ;57485.0
116;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2015 ;76780.0
117;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2016;92890.0
118;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2017;83595.0
119;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2018;80545.0
120;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2019;
121;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2020;
122;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2021;
123;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2022;
124;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2023;
125;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;1999 ;55625.0
126;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2000 ;68045.0
127;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2001;70485.0
128;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2002 ;64855.0
129;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2003;53600.0
130;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2004 ;38680.0
131;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2005 ;36125.0
132;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2006;36155.0
133;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2007 ;36315.0
134;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2008;46980.0
135;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2009;49795.0
136;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2010 ;48925.0
137;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2011;49095.0
138;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2012 ;44735.0
139;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2013 ;48915.0
140;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2014 ;57485.0
141;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2015 ;76780.0
142;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2016;92890.0
143;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2017;83595.0
144;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2018;
145;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2019;
146;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2020;
147;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2021;
148;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2022;
149;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2023;
150;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;1999 ;55625.0
151;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2000 ;68045.0
152;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2001;70485.0
153;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2002 ;64855.0
154;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2003;53600.0
155;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2004 ;38680.0
156;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2005 ;36125.0
157;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2006;36155.0
158;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2007 ;36315.0
159;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2008;46980.0
160;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2009;49795.0
161;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2010 ;48925.0
162;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2011;49095.0
163;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2012 ;44735.0
164;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2013 ;48915.0
165;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2014 ;57485.0
166;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2015 ;76780.0
167;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2016;92890.0
168;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2017;
169;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2018;
170;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2019;
171;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2020;
172;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2021;
173;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2022;
174;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2023;
175;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;1999 ;55625.0
176;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2000 ;68045.0
177;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2001;70485.0
178;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2002 ;64855.0
179;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2003;53600.0
180;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2004 ;38680.0
181;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2005 ;36125.0
182;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2006;36155.0
183;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2007 ;36315.0
184;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2008;46980.0
185;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2009;49795.0
186;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2010 ;48925.0
187;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2011;49095.0
188;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2012 ;44735.0
189;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2013 ;48915.0
190;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2014 ;57485.0
191;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2015 ;76780.0
192;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2016;
193;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2017;
194;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2018;
195;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2019;
196;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2020;
197;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2021;
198;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2022;
199;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2023;
200;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;1999 ;55625.0
201;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2000 ;68045.0
202;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2001;70485.0
203;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2002 ;64855.0
204;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2003;53600.0
205;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2004 ;38680.0
206;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2005 ;36125.0
207;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2006;36155.0
208;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2007 ;36315.0
209;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2008;46980.0
210;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2009;49795.0
211;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2010 ;48925.0
212;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2011;49095.0
213;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2012 ;44735.0
214;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2013 ;48915.0
215;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2014 ;57485.0
216;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2015 ;
217;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2016;
218;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2017;
219;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2018;
220;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2019;
221;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2020;
222;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2021;
223;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2022;
224;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2023;
225;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;1999 ;55625.0
226;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2000 ;68045.0
227;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2001;70485.0
228;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2002 ;64855.0
229;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2003;53600.0
230;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2004 ;38680.0
231;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2005 ;36125.0
232;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2006;36155.0
233;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2007 ;36315.0
234;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2008;46980.0
235;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2009;49795.0
236;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2010 ;48925.0
237;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2011;49095.0
238;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2012 ;44735.0
239;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2013 ;48915.0
240;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2014 ;
241;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2015 ;
242;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2016;
243;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2017;
244;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2018;
245;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2019;
246;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2020;
247;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2021;
248;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2022;
249;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2023;
250;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;1999 ;55625.0
251;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2000 ;68045.0
252;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2001;70485.0
253;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2002 ;64855.0
254;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2003;53600.0
255;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2004 ;38680.0
256;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2005 ;36125.0
257;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2006;36155.0
258;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2007 ;36315.0
259;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2008;46980.0
260;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2009;49795.0
261;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2010 ;48925.0
262;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2011;49095.0
263;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2012 ;44735.0
264;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2013 ;
265;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2014 ;
266;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2015 ;
267;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2016;
268;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2017;
269;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2018;
270;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2019;
271;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2020;
272;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2021;
273;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2022;
274;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2023;
275;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;1999 ;55625.0
276;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2000 ;68045.0
277;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2001;70485.0
278;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2002 ;64855.0
279;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2003;53600.0
280;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2004 ;38680.0
281;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2005 ;36125.0
282;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2006;36155.0
283;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2007 ;36315.0
284;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2008;46980.0
285;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2009;49795.0
