ID;AantalPersonen;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishoudens_2;TotaalMeerpersoonshuishoudens_3;MeerpersoonshuishoudensZonderKinderen_4;MeerpersoonshuishoudensMetKinderen_5;NietGehuwdPaarZonderKinderen_6;NietGehuwdPaarMetKinderen_7;GehuwdPaarZonderKinderen_8;GehuwdPaarMetKinderen_9;Eenouderhuishouden_10;OverigHuishouden_11
44;Eenpersoonshuishouden;2009;2619394;2619394.0;;;;;;;;;
45;Eenpersoonshuishouden;2010;2669516;2669516.0;;;;;;;;;
46;Eenpersoonshuishouden;2011;2708251;2708251.0;;;;;;;;;
47;Eenpersoonshuishouden;2012;2761764;2761764.0;;;;;;;;;
48;Eenpersoonshuishouden;2013;2802182;2802182.0;;;;;;;;;
49;Eenpersoonshuishouden;2014;2803852;2803852.0;;;;;;;;;
50;Eenpersoonshuishouden;2015;2867797;2867797.0;;;;;;;;;
51;Eenpersoonshuishouden;2016;2906334;2906334.0;;;;;;;;;
52;Eenpersoonshuishouden;2017;2961228;2961228.0;;;;;;;;;
53;Eenpersoonshuishouden;2018;2997617;2997617.0;;;;;;;;;
54;Eenpersoonshuishouden;2019;3037622;3037622.0;;;;;;;;;
55;Eenpersoonshuishouden;2020;3079778;3079778.0;;;;;;;;;
56;Eenpersoonshuishouden;2021;3097117;3097117.0;;;;;;;;;
57;Eenpersoonshuishouden;2022;3172564;3172564.0;;;;;;;;;
58;Eenpersoonshuishouden;2023;3266042;3266042.0;;;;;;;;;
59;Eenpersoonshuishouden;2024;3340560;3340560.0;;;;;;;;;
60;Meerpersoonshuishouden: 2 personen;1995;2058351;;2058351.0;1848065.0;210286.0;416347.0;;1399522.0;;210286.0;32196.0
61;Meerpersoonshuishouden: 2 personen;1996;2097185;;2097185.0;1882188.0;214997.0;438779.0;;1410946.0;;214997.0;32463.0
62;Meerpersoonshuishouden: 2 personen;1997;2136257;;2136257.0;1919943.0;216314.0;457651.0;;1431084.0;;216314.0;31208.0
63;Meerpersoonshuishouden: 2 personen;1998;2175313;;2175313.0;1957329.0;217984.0;473562.0;;1452646.0;;217984.0;31121.0
64;Meerpersoonshuishouden: 2 personen;1999;2215293;;2215293.0;1995022.0;220271.0;483765.0;;1479396.0;;220271.0;31861.0
65;Meerpersoonshuishouden: 2 personen;2000;2242247;;2242247.0;2021363.0;220884.0;491546.0;;1496465.0;;220884.0;33352.0
66;Meerpersoonshuishouden: 2 personen;2001;2258094;;2258094.0;2030825.0;227269.0;492581.0;;1505230.0;;227269.0;33014.0
67;Meerpersoonshuishouden: 2 personen;2002;2275178;;2275178.0;2039072.0;236106.0;496739.0;;1508851.0;;236106.0;33482.0
68;Meerpersoonshuishouden: 2 personen;2003;2292756;;2292756.0;2050818.0;241938.0;497184.0;;1520383.0;;241938.0;33251.0
69;Meerpersoonshuishouden: 2 personen;2004;2302372;;2302372.0;2055309.0;247063.0;492434.0;;1529259.0;;247063.0;33616.0
70;Meerpersoonshuishouden: 2 personen;2005;2317627;;2317627.0;2065460.0;252167.0;495607.0;;1536369.0;;252167.0;33484.0
71;Meerpersoonshuishouden: 2 personen;2006;2328134;;2328134.0;2070699.0;257435.0;491914.0;;1545429.0;;257435.0;33356.0
72;Meerpersoonshuishouden: 2 personen;2007;2347504;;2347504.0;2085119.0;262385.0;493279.0;;1558296.0;;262385.0;33544.0
73;Meerpersoonshuishouden: 2 personen;2008;2371615;;2371615.0;2103804.0;267811.0;498827.0;;1570586.0;;267811.0;34391.0
74;Meerpersoonshuishouden: 2 personen;2009;2396462;;2396462.0;2122055.0;274407.0;502444.0;;1583620.0;;274407.0;35991.0
75;Meerpersoonshuishouden: 2 personen;2010;2417798;;2417798.0;2135775.0;282023.0;503019.0;;1595771.0;;282023.0;36985.0
76;Meerpersoonshuishouden: 2 personen;2011;2439795;;2439795.0;2146645.0;293150.0;508252.0;;1604617.0;;293150.0;33776.0
77;Meerpersoonshuishouden: 2 personen;2012;2455421;;2455421.0;2152221.0;303200.0;506954.0;;1611573.0;;303200.0;33694.0
78;Meerpersoonshuishouden: 2 personen;2013;2474729;;2474729.0;2163099.0;311630.0;512801.0;;1617177.0;;311630.0;33121.0
79;Meerpersoonshuishouden: 2 personen;2014;2498744;;2498744.0;2176525.0;322219.0;523676.0;;1620629.0;;322219.0;32220.0
80;Meerpersoonshuishouden: 2 personen;2015;2512123;;2512123.0;2184614.0;327509.0;526290.0;;1626525.0;;327509.0;31799.0
81;Meerpersoonshuishouden: 2 personen;2016;2530437;;2530437.0;2195555.0;334882.0;535910.0;;1628378.0;;334882.0;31267.0
82;Meerpersoonshuishouden: 2 personen;2017;2540703;;2540703.0;2205813.0;334890.0;543427.0;;1632088.0;;334890.0;30298.0
83;Meerpersoonshuishouden: 2 personen;2018;2565256;;2565256.0;2224822.0;340434.0;557765.0;;1637336.0;;340434.0;29721.0
84;Meerpersoonshuishouden: 2 personen;2019;2586739;;2586739.0;2241129.0;345610.0;570389.0;;1641398.0;;345610.0;29342.0
85;Meerpersoonshuishouden: 2 personen;2020;2610601;;2610601.0;2260935.0;349666.0;584879.0;;1646851.0;;349666.0;29205.0
86;Meerpersoonshuishouden: 2 personen;2021;2640717;;2640717.0;2288160.0;352557.0;614739.0;;1644691.0;;352557.0;28730.0
87;Meerpersoonshuishouden: 2 personen;2022;2661105;;2661105.0;2306500.0;354605.0;628022.0;;1649605.0;;354605.0;28873.0
88;Meerpersoonshuishouden: 2 personen;2023;2677788;;2677788.0;2314612.0;363176.0;633254.0;;1652136.0;;363176.0;29222.0
89;Meerpersoonshuishouden: 2 personen;2024;2706372;;2706372.0;2337191.0;369181.0;645883.0;;1660483.0;;369181.0;30825.0
90;Meerpersoonshuishouden: 3 personen;1995;903393;;903393.0;28199.0;875194.0;1639.0;54755.0;17371.0;709696.0;110743.0;9189.0
91;Meerpersoonshuishouden: 3 personen;1996;898968;;898968.0;27746.0;871222.0;1763.0;61496.0;17404.0;696863.0;112863.0;8579.0
92;Meerpersoonshuishouden: 3 personen;1997;893048;;893048.0;28681.0;864367.0;1734.0;67686.0;17514.0;682799.0;113882.0;9433.0
93;Meerpersoonshuishouden: 3 personen;1998;889824;;889824.0;28329.0;861495.0;1734.0;73858.0;17472.0;672696.0;114941.0;9123.0
94;Meerpersoonshuishouden: 3 personen;1999;892421;;892421.0;28854.0;863567.0;1779.0;80755.0;17659.0;666340.0;116472.0;9416.0
95;Meerpersoonshuishouden: 3 personen;2000;897417;;897417.0;30137.0;867280.0;2435.0;89006.0;17530.0;659135.0;119139.0;10172.0
96;Meerpersoonshuishouden: 3 personen;2001;901450;;901450.0;32088.0;869362.0;2293.0;96411.0;18173.0;649538.0;123413.0;11622.0
97;Meerpersoonshuishouden: 3 personen;2002;903183;;903183.0;33326.0;869857.0;1804.0;104807.0;18654.0;636878.0;128172.0;12868.0
98;Meerpersoonshuishouden: 3 personen;2003;903783;;903783.0;33266.0;870517.0;2129.0;111918.0;18715.0;625636.0;132963.0;12422.0
99;Meerpersoonshuishouden: 3 personen;2004;904913;;904913.0;32581.0;872332.0;2063.0;118465.0;19143.0;617134.0;136733.0;11375.0
100;Meerpersoonshuishouden: 3 personen;2005;905839;;905839.0;33136.0;872703.0;2141.0;125012.0;19590.0;606750.0;140941.0;11405.0
101;Meerpersoonshuishouden: 3 personen;2006;902872;;902872.0;32207.0;870665.0;2300.0;130071.0;19099.0;596899.0;143695.0;10808.0
102;Meerpersoonshuishouden: 3 personen;2007;900559;;900559.0;32317.0;868242.0;2123.0;135597.0;18302.0;586986.0;145659.0;11892.0
103;Meerpersoonshuishouden: 3 personen;2008;900475;;900475.0;33406.0;867069.0;1944.0;142062.0;18571.0;577641.0;147366.0;12891.0
104;Meerpersoonshuishouden: 3 personen;2009;901234;;901234.0;33415.0;867819.0;2039.0;147158.0;18392.0;571108.0;149553.0;12984.0
105;Meerpersoonshuishouden: 3 personen;2010;907781;;907781.0;34218.0;873563.0;2070.0;152630.0;18623.0;568267.0;152666.0;13525.0
106;Meerpersoonshuishouden: 3 personen;2011;904504;;904504.0;28528.0;875976.0;4766.0;159843.0;15537.0;566776.0;149357.0;8225.0
107;Meerpersoonshuishouden: 3 personen;2012;909274;;909274.0;28062.0;881212.0;4387.0;162933.0;15602.0;565266.0;153013.0;8073.0
108;Meerpersoonshuishouden: 3 personen;2013;914480;;914480.0;27860.0;886620.0;4281.0;167670.0;15717.0;563329.0;155621.0;7862.0
109;Meerpersoonshuishouden: 3 personen;2014;920496;;920496.0;27573.0;892923.0;4423.0;171961.0;15411.0;562151.0;158811.0;7739.0
110;Meerpersoonshuishouden: 3 personen;2015;923286;;923286.0;27292.0;895994.0;4370.0;176767.0;14992.0;558645.0;160582.0;7930.0
111;Meerpersoonshuishouden: 3 personen;2016;924877;;924877.0;27143.0;897734.0;4190.0;178172.0;14842.0;555195.0;164367.0;8111.0
112;Meerpersoonshuishouden: 3 personen;2017;926964;;926964.0;27519.0;899445.0;4348.0;182157.0;14611.0;551565.0;165723.0;8560.0
113;Meerpersoonshuishouden: 3 personen;2018;929901;;929901.0;26891.0;903010.0;4118.0;183283.0;14520.0;550528.0;169199.0;8253.0
114;Meerpersoonshuishouden: 3 personen;2019;932959;;932959.0;27383.0;905576.0;4037.0;183254.0;14327.0;550255.0;172067.0;9019.0
115;Meerpersoonshuishouden: 3 personen;2020;938515;;938515.0;27956.0;910559.0;4419.0;184646.0;14550.0;551436.0;174477.0;8987.0
116;Meerpersoonshuishouden: 3 personen;2021;940588;;940588.0;28902.0;911686.0;4631.0;187597.0;14606.0;549722.0;174367.0;9665.0
117;Meerpersoonshuishouden: 3 personen;2022;942346;;942346.0;29174.0;913172.0;4684.0;189947.0;14374.0;548756.0;174469.0;10116.0
118;Meerpersoonshuishouden: 3 personen;2023;956719;;956719.0;29663.0;927056.0;4794.0;192442.0;14453.0;556217.0;178397.0;10416.0
119;Meerpersoonshuishouden: 3 personen;2024;968419;;968419.0;33752.0;934667.0;4599.0;193310.0;16069.0;562316.0;179041.0;13084.0
120;Meerpersoonshuishouden: 4 personen;1995;957174;;957174.0;7128.0;950046.0;411.0;33477.0;5320.0;886638.0;29931.0;1397.0
121;Meerpersoonshuishouden: 4 personen;1996;952641;;952641.0;6721.0;945920.0;410.0;37477.0;5065.0;877715.0;30728.0;1246.0
122;Meerpersoonshuishouden: 4 personen;1997;948593;;948593.0;6940.0;941653.0;388.0;41535.0;5076.0;868856.0;31262.0;1476.0
123;Meerpersoonshuishouden: 4 personen;1998;943693;;943693.0;6729.0;936964.0;368.0;45529.0;5113.0;859821.0;31614.0;1248.0
124;Meerpersoonshuishouden: 4 personen;1999;938934;;938934.0;6797.0;932137.0;425.0;50759.0;5167.0;849278.0;32100.0;1205.0
125;Meerpersoonshuishouden: 4 personen;2000;943509;;943509.0;7702.0;935807.0;643.0;56233.0;5146.0;846317.0;33257.0;1913.0
126;Meerpersoonshuishouden: 4 personen;2001;950980;;950980.0;8011.0;942969.0;628.0;62555.0;5386.0;846106.0;34308.0;1997.0
127;Meerpersoonshuishouden: 4 personen;2002;959431;;959431.0;7367.0;952064.0;500.0;70720.0;5350.0;845605.0;35739.0;1517.0
128;Meerpersoonshuishouden: 4 personen;2003;964621;;964621.0;7754.0;956867.0;597.0;78545.0;5335.0;841139.0;37183.0;1822.0
129;Meerpersoonshuishouden: 4 personen;2004;969062;;969062.0;8057.0;961005.0;546.0;87299.0;5631.0;835592.0;38114.0;1880.0
130;Meerpersoonshuishouden: 4 personen;2005;973043;;973043.0;8208.0;964835.0;623.0;95797.0;5596.0;830171.0;38867.0;1989.0
131;Meerpersoonshuishouden: 4 personen;2006;973351;;973351.0;8775.0;964576.0;652.0;104101.0;5555.0;821115.0;39360.0;2568.0
132;Meerpersoonshuishouden: 4 personen;2007;972325;;972325.0;8407.0;963918.0;624.0;112961.0;5507.0;811629.0;39328.0;2276.0
133;Meerpersoonshuishouden: 4 personen;2008;971097;;971097.0;8165.0;962932.0;533.0;121781.0;5344.0;801911.0;39240.0;2288.0
134;Meerpersoonshuishouden: 4 personen;2009;971092;;971092.0;8391.0;962701.0;534.0;130262.0;5477.0;792861.0;39578.0;2380.0
135;Meerpersoonshuishouden: 4 personen;2010;970519;;970519.0;8391.0;962128.0;582.0;138203.0;5285.0;783950.0;39975.0;2524.0
136;Meerpersoonshuishouden: 4 personen;2011;972431;;972431.0;8671.0;963760.0;918.0;147172.0;6551.0;776030.0;40558.0;1202.0
137;Meerpersoonshuishouden: 4 personen;2012;971486;;971486.0;8271.0;963215.0;317.0;154081.0;6745.0;767776.0;41358.0;1209.0
138;Meerpersoonshuishouden: 4 personen;2013;967899;;967899.0;8327.0;959572.0;344.0;161402.0;6698.0;756974.0;41196.0;1285.0
139;Meerpersoonshuishouden: 4 personen;2014;964012;;964012.0;8626.0;955386.0;321.0;168860.0;6796.0;744635.0;41891.0;1509.0
140;Meerpersoonshuishouden: 4 personen;2015;961010;;961010.0;8685.0;952325.0;371.0;176564.0;6964.0;732715.0;43046.0;1350.0
141;Meerpersoonshuishouden: 4 personen;2016;958746;;958746.0;8928.0;949818.0;379.0;183107.0;7196.0;722802.0;43909.0;1353.0
142;Meerpersoonshuishouden: 4 personen;2017;961007;;961007.0;9295.0;951712.0;406.0;190204.0;7552.0;715731.0;45777.0;1337.0
143;Meerpersoonshuishouden: 4 personen;2018;959802;;959802.0;9377.0;950425.0;397.0;195057.0;7578.0;708677.0;46691.0;1402.0
144;Meerpersoonshuishouden: 4 personen;2019;960878;;960878.0;9405.0;951473.0;447.0;198796.0;7607.0;704805.0;47872.0;1351.0
145;Meerpersoonshuishouden: 4 personen;2020;961314;;961314.0;9657.0;951657.0;443.0;202068.0;7656.0;700770.0;48819.0;1558.0
146;Meerpersoonshuishouden: 4 personen;2021;958249;;958249.0;9911.0;948338.0;505.0;207356.0;7641.0;691732.0;49250.0;1765.0
147;Meerpersoonshuishouden: 4 personen;2022;956266;;956266.0;9688.0;946578.0;504.0;211512.0;7404.0;685656.0;49410.0;1780.0
148;Meerpersoonshuishouden: 4 personen;2023;959324;;959324.0;10059.0;949265.0;517.0;211673.0;7725.0;687013.0;50579.0;1817.0
149;Meerpersoonshuishouden: 4 personen;2024;953582;;953582.0;10522.0;943060.0;504.0;210324.0;7711.0;681655.0;51081.0;2307.0
150;Meerpersoonshuishouden: 5+ personen;1995;440615;;440615.0;3402.0;437213.0;109.0;11378.0;2403.0;416041.0;9794.0;890.0
151;Meerpersoonshuishouden: 5+ personen;1996;445231;;445231.0;2955.0;442276.0;100.0;12864.0;2032.0;419225.0;10187.0;823.0
152;Meerpersoonshuishouden: 5+ personen;1997;445484;;445484.0;3081.0;442403.0;130.0;14070.0;1913.0;418143.0;10190.0;1038.0
153;Meerpersoonshuishouden: 5+ personen;1998;445744;;445744.0;2880.0;442864.0;118.0;14665.0;1807.0;417634.0;10565.0;955.0
154;Meerpersoonshuishouden: 5+ personen;1999;444132;;444132.0;2800.0;441332.0;111.0;16031.0;1800.0;414517.0;10784.0;889.0
155;Meerpersoonshuishouden: 5+ personen;2000;445616;;445616.0;2921.0;442695.0;185.0;17531.0;1922.0;414127.0;11037.0;814.0
156;Meerpersoonshuishouden: 5+ personen;2001;449355;;449355.0;2907.0;446448.0;191.0;19426.0;1933.0;415661.0;11361.0;783.0
157;Meerpersoonshuishouden: 5+ personen;2002;451568;;451568.0;2982.0;448586.0;148.0;21572.0;2037.0;415340.0;11674.0;797.0
158;Meerpersoonshuishouden: 5+ personen;2003;450984;;450984.0;3318.0;447666.0;154.0;23673.0;2223.0;411953.0;12040.0;941.0
159;Meerpersoonshuishouden: 5+ personen;2004;448983;;448983.0;3532.0;445451.0;171.0;25744.0;2310.0;407645.0;12062.0;1051.0
160;Meerpersoonshuishouden: 5+ personen;2005;445078;;445078.0;3491.0;441587.0;142.0;27734.0;2253.0;401704.0;12149.0;1096.0
161;Meerpersoonshuishouden: 5+ personen;2006;439647;;439647.0;3176.0;436471.0;163.0;29988.0;2069.0;394603.0;11880.0;944.0
162;Meerpersoonshuishouden: 5+ personen;2007;433264;;433264.0;2884.0;430380.0;161.0;32314.0;1851.0;386557.0;11509.0;872.0
163;Meerpersoonshuishouden: 5+ personen;2008;428001;;428001.0;2902.0;425099.0;141.0;34734.0;1818.0;379078.0;11287.0;943.0
164;Meerpersoonshuishouden: 5+ personen;2009;424397;;424397.0;3111.0;421286.0;134.0;37146.0;1929.0;372769.0;11371.0;1048.0
165;Meerpersoonshuishouden: 5+ personen;2010;420530;;420530.0;3130.0;417400.0;145.0;39690.0;1939.0;366124.0;11586.0;1046.0
166;Meerpersoonshuishouden: 5+ personen;2011;418820;;418820.0;3979.0;414841.0;466.0;42594.0;2817.0;359040.0;13207.0;696.0
167;Meerpersoonshuishouden: 5+ personen;2012;414879;;414879.0;3604.0;411275.0;136.0;44154.0;2757.0;353798.0;13323.0;711.0
168;Meerpersoonshuishouden: 5+ personen;2013;410081;;410081.0;3577.0;406504.0;152.0;46093.0;2719.0;347280.0;13131.0;706.0
169;Meerpersoonshuishouden: 5+ personen;2014;403124;;403124.0;3784.0;399340.0;111.0;47639.0;2803.0;338752.0;12949.0;870.0
170;Meerpersoonshuishouden: 5+ personen;2015;400982;;400982.0;4027.0;396955.0;125.0;50184.0;2898.0;332619.0;14152.0;1004.0
171;Meerpersoonshuishouden: 5+ personen;2016;400393;;400393.0;4157.0;396236.0;152.0;52164.0;2907.0;329804.0;14268.0;1098.0
172;Meerpersoonshuishouden: 5+ personen;2017;404173;;404173.0;4564.0;399609.0;145.0;54915.0;3126.0;328960.0;15734.0;1293.0
173;Meerpersoonshuishouden: 5+ personen;2018;405338;;405338.0;4319.0;401019.0;153.0;56875.0;3160.0;328049.0;16095.0;1006.0
174;Meerpersoonshuishouden: 5+ personen;2019;406493;;406493.0;4380.0;402113.0;167.0;58909.0;3314.0;326647.0;16557.0;899.0
175;Meerpersoonshuishouden: 5+ personen;2020;407592;;407592.0;4373.0;403219.0;175.0;60570.0;3332.0;325636.0;17013.0;866.0
176;Meerpersoonshuishouden: 5+ personen;2021;406772;;406772.0;4481.0;402291.0;204.0;62691.0;3367.0;321903.0;17697.0;910.0
177;Meerpersoonshuishouden: 5+ personen;2022;406310;;406310.0;4459.0;401851.0;168.0;64624.0;3235.0;319303.0;17924.0;1056.0
178;Meerpersoonshuishouden: 5+ personen;2023;410371;;410371.0;4599.0;405772.0;198.0;66074.0;3329.0;321217.0;18481.0;1072.0
179;Meerpersoonshuishouden: 5+ personen;2024;405471;;405471.0;4445.0;401026.0;202.0;65984.0;3407.0;316289.0;18753.0;836.0
