ID;Logiesvormen;Toeristengebieden;Perioden;AlleLanden_1;Nederland_2;Buitenland_3;AlleLanden_4;Nederland_5;Buitenland_6
231;Totaal logiesvormen;Zuid-Limburg (TR);2004;1517.0;1235.0;282.1;3874.9;3293.9;580.9
232;Totaal logiesvormen;Zuid-Limburg (TR);2005;1475.9;1182.2;293.7;3755.7;3174.4;581.3
233;Totaal logiesvormen;Zuid-Limburg (TR);2006;1789.9;1432.7;357.3;4115.9;3489.8;626.1
234;Totaal logiesvormen;Zuid-Limburg (TR);2007;1823.8;1481.7;342.1;4315.5;3650.6;665.0
235;Totaal logiesvormen;Zuid-Limburg (TR);2008;1681.6;1333.9;347.7;3875.4;3220.5;655.0
236;Totaal logiesvormen;Zuid-Limburg (TR);2009;1651.9;1368.7;283.2;3856.7;3334.8;521.9
237;Totaal logiesvormen;Zuid-Limburg (TR);2010;1663.6;1347.4;316.2;3925.8;3354.7;571.1
238;Totaal logiesvormen;Zuid-Limburg (TR);2011;1731.8;1408.6;323.2;4092.1;3471.2;620.9
239;Totaal logiesvormen;Zuid-Limburg (TR);2012;1779.3;1409.4;369.8;4133.2;3411.1;722.2
240;Totaal logiesvormen;4 grote steden excl. Noordzeebadpl. (TR);1998;4699.8;749.3;3950.5;9127.6;1375.4;7752.2
241;Totaal logiesvormen;4 grote steden excl. Noordzeebadpl. (TR);1999;4935.2;851.7;4083.5;10100.4;1654.4;8445.9
242;Totaal logiesvormen;4 grote steden excl. Noordzeebadpl. (TR);2000;5137.1;921.3;4215.9;10310.9;1800.3;8510.6
243;Totaal logiesvormen;4 grote steden excl. Noordzeebadpl. (TR);2001;5007.7;875.2;4132.4;9853.7;1474.8;8378.9
244;Totaal logiesvormen;4 grote steden excl. Noordzeebadpl. (TR);2002;5289.9;1121.2;4168.6;10870.9;2224.9;8646.0
245;Totaal logiesvormen;4 grote steden excl. Noordzeebadpl. (TR);2003;4716.8;864.1;3852.6;9328.4;1480.7;7847.7
246;Totaal logiesvormen;4 grote steden excl. Noordzeebadpl. (TR);2004;5096.5;944.6;4151.8;9876.1;1580.9;8295.3
247;Totaal logiesvormen;4 grote steden excl. Noordzeebadpl. (TR);2005;5632.4;1086.2;4546.2;10413.4;1728.0;8685.4
248;Totaal logiesvormen;4 grote steden excl. Noordzeebadpl. (TR);2006;5979.7;1254.3;4725.4;11135.2;2001.0;9134.2
249;Totaal logiesvormen;4 grote steden excl. Noordzeebadpl. (TR);2007;6373.4;1584.1;4789.3;11826.4;2529.9;9296.5
250;Totaal logiesvormen;4 grote steden excl. Noordzeebadpl. (TR);2008;5807.5;1478.0;4329.5;10646.8;2443.8;8203.0
251;Totaal logiesvormen;4 grote steden excl. Noordzeebadpl. (TR);2009;5925.0;1533.7;4391.3;10900.1;2614.9;8285.3
252;Totaal logiesvormen;4 grote steden excl. Noordzeebadpl. (TR);2010;6692.1;1770.5;4921.5;12249.2;2979.3;9269.8
253;Totaal logiesvormen;4 grote steden excl. Noordzeebadpl. (TR);2011;6818.4;1711.0;5107.4;12406.1;2873.5;9532.6
254;Totaal logiesvormen;4 grote steden excl. Noordzeebadpl. (TR);2012;6967.2;1733.3;5233.9;12582.8;2881.8;9701.0
255;Totaal logiesvormen;Overig Nederland (TR);1998;2280.2;1039.6;1240.7;4111.7;2004.5;2107.2
256;Totaal logiesvormen;Overig Nederland (TR);1999;2375.7;1094.9;1280.9;4564.5;2182.5;2381.9
257;Totaal logiesvormen;Overig Nederland (TR);2000;2573.5;1289.5;1284.0;4883.5;2467.0;2416.5
258;Totaal logiesvormen;Overig Nederland (TR);2001;2481.5;1248.8;1232.7;4686.7;2455.9;2230.8
259;Totaal logiesvormen;Overig Nederland (TR);2002;2443.1;1128.3;1314.8;4652.3;2240.5;2411.8
260;Totaal logiesvormen;Overig Nederland (TR);2003;2206.8;1105.7;1101.1;4260.0;2189.6;2070.4
261;Totaal logiesvormen;Overig Nederland (TR);2004;2478.0;1253.4;1224.6;4849.4;2598.3;2251.1
262;Totaal logiesvormen;Overig Nederland (TR);2005;2549.4;1229.0;1320.4;4644.7;2320.9;2323.8
263;Totaal logiesvormen;Overig Nederland (TR);2006;2921.6;1544.8;1376.8;5385.6;2933.4;2452.3
264;Totaal logiesvormen;Overig Nederland (TR);2007;3200.7;1705.9;1494.8;6020.4;3393.7;2626.7
265;Totaal logiesvormen;Overig Nederland (TR);2008;3018.7;1667.4;1351.4;5714.1;3308.0;2406.1
266;Totaal logiesvormen;Overig Nederland (TR);2009;2956.3;1728.2;1228.1;5825.4;3517.9;2307.5
267;Totaal logiesvormen;Overig Nederland (TR);2010;3215.3;1816.3;1399.0;5748.6;3315.6;2433.0
268;Totaal logiesvormen;Overig Nederland (TR);2011;3345.4;1860.6;1484.8;5908.0;3296.2;2611.8
269;Totaal logiesvormen;Overig Nederland (TR);2012;3405.0;1878.1;1527.0;5836.7;3206.5;2630.2
270;Hotels/pensions/jeugdaccommodaties;Nederland;1998;14493.1;7061.5;7431.6;27617.7;12923.6;14694.1
271;Hotels/pensions/jeugdaccommodaties;Nederland;1999;15110.0;7560.4;7549.6;29052.9;13828.7;15224.2
272;Hotels/pensions/jeugdaccommodaties;Nederland;2000;15539.0;7800.5;7738.5;29722.3;14027.2;15695.1
273;Hotels/pensions/jeugdaccommodaties;Nederland;2001;15045.7;7600.6;7445.0;28563.2;13608.4;14954.8
274;Hotels/pensions/jeugdaccommodaties;Nederland;2002;14947.9;7515.1;7432.8;28514.6;13593.0;14921.6
275;Hotels/pensions/jeugdaccommodaties;Nederland;2003;14309.8;7379.3;6930.5;27182.2;13383.8;13798.3
276;Hotels/pensions/jeugdaccommodaties;Nederland;2004;15512.0;7911.0;7601.0;28377.0;13760.5;14616.5
277;Hotels/pensions/jeugdaccommodaties;Nederland;2005;16381.5;8300.8;8080.7;29518.5;14375.3;15143.2
278;Hotels/pensions/jeugdaccommodaties;Nederland;2006;18030.3;9463.1;8567.1;31759.3;15783.1;15976.1
279;Hotels/pensions/jeugdaccommodaties;Nederland;2007;19228.9;10515.7;8713.2;34158.5;17830.8;16327.7
280;Hotels/pensions/jeugdaccommodaties;Nederland;2008;18495.8;10461.1;8034.8;32618.6;17657.2;14961.4
281;Hotels/pensions/jeugdaccommodaties;Nederland;2009;17846.4;10092.2;7754.2;31481.0;17052.4;14428.6
282;Hotels/pensions/jeugdaccommodaties;Nederland;2010;19225.2;10498.6;8726.6;33707.5;17532.6;16174.9
283;Hotels/pensions/jeugdaccommodaties;Nederland;2011;19875.8;10849.1;9026.7;34575.7;17890.5;16685.1
284;Hotels/pensions/jeugdaccommodaties;Nederland;2012;20470.2;11113.3;9356.9;35417.7;18352.2;17065.5
285;Hotels/pensions/jeugdaccommodaties;Waddeneilanden (TR);1998;342.5;276.7;65.8;964.6;729.5;235.0
286;Hotels/pensions/jeugdaccommodaties;Waddeneilanden (TR);1999;391.3;336.6;54.7;1062.2;851.0;211.3
287;Hotels/pensions/jeugdaccommodaties;Waddeneilanden (TR);2000;433.2;367.2;65.9;1178.0;954.7;223.3
288;Hotels/pensions/jeugdaccommodaties;Waddeneilanden (TR);2001;403.9;331.0;72.9;1049.1;819.6;229.6
289;Hotels/pensions/jeugdaccommodaties;Waddeneilanden (TR);2002;409.9;346.8;63.1;1137.3;930.2;207.1
290;Hotels/pensions/jeugdaccommodaties;Waddeneilanden (TR);2003;387.3;344.4;42.9;1061.3;889.5;171.8
291;Hotels/pensions/jeugdaccommodaties;Waddeneilanden (TR);2004;376.7;323.9;52.8;954.2;782.7;171.5
292;Hotels/pensions/jeugdaccommodaties;Waddeneilanden (TR);2005;440.7;394.0;46.7;1122.3;964.6;157.6
293;Hotels/pensions/jeugdaccommodaties;Waddeneilanden (TR);2006;516.3;440.9;75.4;1117.9;923.5;194.4
294;Hotels/pensions/jeugdaccommodaties;Waddeneilanden (TR);2007;464.4;409.1;55.3;1177.3;994.5;182.7
295;Hotels/pensions/jeugdaccommodaties;Waddeneilanden (TR);2008;462.3;409.3;53.0;1099.3;938.9;160.4
296;Hotels/pensions/jeugdaccommodaties;Waddeneilanden (TR);2009;472.4;415.6;56.8;1108.3;950.4;157.8
297;Hotels/pensions/jeugdaccommodaties;Waddeneilanden (TR);2010;487.3;438.8;48.5;1132.6;988.7;143.8
298;Hotels/pensions/jeugdaccommodaties;Waddeneilanden (TR);2011;439.0;366.0;73.0;961.4;773.4;188.1
299;Hotels/pensions/jeugdaccommodaties;Waddeneilanden (TR);2012;480.4;427.2;53.2;1094.2;949.4;144.8
300;Hotels/pensions/jeugdaccommodaties;Noordzeebadplaatsen (TR);1998;1476.7;869.4;607.3;3419.8;1801.2;1618.6
301;Hotels/pensions/jeugdaccommodaties;Noordzeebadplaatsen (TR);1999;1644.0;1006.1;637.8;3769.4;2124.3;1645.2
302;Hotels/pensions/jeugdaccommodaties;Noordzeebadplaatsen (TR);2000;1661.1;998.6;662.5;3803.2;1999.5;1803.7
303;Hotels/pensions/jeugdaccommodaties;Noordzeebadplaatsen (TR);2001;1589.4;1024.6;564.8;3531.5;1992.5;1539.0
304;Hotels/pensions/jeugdaccommodaties;Noordzeebadplaatsen (TR);2002;1310.6;751.9;558.7;3082.0;1531.4;1550.5
305;Hotels/pensions/jeugdaccommodaties;Noordzeebadplaatsen (TR);2003;1740.7;1042.1;698.6;3928.7;2090.7;1838.0
306;Hotels/pensions/jeugdaccommodaties;Noordzeebadplaatsen (TR);2004;1755.1;1068.7;686.4;3658.4;2002.5;1655.9
307;Hotels/pensions/jeugdaccommodaties;Noordzeebadplaatsen (TR);2005;1845.6;1188.0;657.6;3831.1;2200.2;1630.9
308;Hotels/pensions/jeugdaccommodaties;Noordzeebadplaatsen (TR);2006;1976.4;1270.7;705.6;3953.2;2234.7;1718.5
309;Hotels/pensions/jeugdaccommodaties;Noordzeebadplaatsen (TR);2007;2030.5;1308.6;721.9;3993.1;2296.5;1696.7
310;Hotels/pensions/jeugdaccommodaties;Noordzeebadplaatsen (TR);2008;2114.6;1418.8;695.7;4046.0;2487.5;1558.5
311;Hotels/pensions/jeugdaccommodaties;Noordzeebadplaatsen (TR);2009;1982.6;1338.7;644.0;3834.3;2359.1;1475.2
312;Hotels/pensions/jeugdaccommodaties;Noordzeebadplaatsen (TR);2010;2000.3;1257.8;742.5;3785.8;2152.5;1633.3
313;Hotels/pensions/jeugdaccommodaties;Noordzeebadplaatsen (TR);2011;2012.0;1285.4;726.6;3815.4;2216.6;1598.8
314;Hotels/pensions/jeugdaccommodaties;Noordzeebadplaatsen (TR);2012;2002.1;1258.9;743.2;3821.7;2194.4;1627.2
315;Hotels/pensions/jeugdaccommodaties;IJsselmeerkust (TR);1998;329.9;163.2;166.8;579.3;283.0;296.3
316;Hotels/pensions/jeugdaccommodaties;IJsselmeerkust (TR);1999;357.9;200.6;157.3;640.5;354.8;285.8
317;Hotels/pensions/jeugdaccommodaties;IJsselmeerkust (TR);2000;383.9;204.6;179.3;664.0;343.1;320.9
318;Hotels/pensions/jeugdaccommodaties;IJsselmeerkust (TR);2001;311.0;173.3;137.8;556.4;288.7;267.7
319;Hotels/pensions/jeugdaccommodaties;IJsselmeerkust (TR);2002;393.2;238.1;155.1;649.0;385.6;263.5
320;Hotels/pensions/jeugdaccommodaties;IJsselmeerkust (TR);2003;300.2;189.8;110.4;508.6;309.5;199.1
321;Hotels/pensions/jeugdaccommodaties;IJsselmeerkust (TR);2004;321.3;198.6;122.7;572.9;344.4;228.5
322;Hotels/pensions/jeugdaccommodaties;IJsselmeerkust (TR);2005;301.0;192.8;108.2;550.8;341.9;209.0
323;Hotels/pensions/jeugdaccommodaties;IJsselmeerkust (TR);2006;381.7;243.4;138.4;597.2;374.9;222.3
324;Hotels/pensions/jeugdaccommodaties;IJsselmeerkust (TR);2007;421.0;262.4;158.7;641.4;383.0;258.4
325;Hotels/pensions/jeugdaccommodaties;IJsselmeerkust (TR);2008;435.2;291.7;143.5;680.0;440.7;239.3
326;Hotels/pensions/jeugdaccommodaties;IJsselmeerkust (TR);2009;394.8;260.5;134.3;664.7;424.6;240.1
327;Hotels/pensions/jeugdaccommodaties;IJsselmeerkust (TR);2010;451.1;320.0;131.1;734.9;496.9;238.0
328;Hotels/pensions/jeugdaccommodaties;IJsselmeerkust (TR);2011;486.8;362.8;124.0;839.1;606.6;232.5
329;Hotels/pensions/jeugdaccommodaties;IJsselmeerkust (TR);2012;595.0;446.9;148.1;1001.1;703.8;297.4
330;Hotels/pensions/jeugdaccommodaties;Deltagebied (TR);1998;317.4;194.0;123.3;562.6;309.7;252.9
331;Hotels/pensions/jeugdaccommodaties;Deltagebied (TR);1999;261.6;170.2;91.4;539.8;312.8;226.9
332;Hotels/pensions/jeugdaccommodaties;Deltagebied (TR);2000;308.4;178.3;130.1;563.9;302.1;261.9
333;Hotels/pensions/jeugdaccommodaties;Deltagebied (TR);2001;293.3;176.9;116.4;594.9;321.8;273.1
334;Hotels/pensions/jeugdaccommodaties;Deltagebied (TR);2002;272.9;172.3;100.6;546.7;305.8;240.9
335;Hotels/pensions/jeugdaccommodaties;Deltagebied (TR);2003;275.8;175.1;100.7;547.2;321.2;226.1
336;Hotels/pensions/jeugdaccommodaties;Deltagebied (TR);2004;298.7;190.6;108.0;555.5;338.4;217.1
337;Hotels/pensions/jeugdaccommodaties;Deltagebied (TR);2005;301.3;189.9;111.4;546.3;328.7;217.6
338;Hotels/pensions/jeugdaccommodaties;Deltagebied (TR);2006;339.7;237.0;102.7;601.8;388.6;213.2
339;Hotels/pensions/jeugdaccommodaties;Deltagebied (TR);2007;407.1;285.9;121.2;766.2;499.6;266.7
340;Hotels/pensions/jeugdaccommodaties;Deltagebied (TR);2008;312.5;202.1;110.4;586.6;350.1;236.4
341;Hotels/pensions/jeugdaccommodaties;Deltagebied (TR);2009;345.9;240.9;104.9;699.0;468.3;230.7
342;Hotels/pensions/jeugdaccommodaties;Deltagebied (TR);2010;363.0;251.5;111.6;726.8;458.2;268.6
343;Hotels/pensions/jeugdaccommodaties;Deltagebied (TR);2011;410.1;282.7;127.4;762.5;479.3;283.2
344;Hotels/pensions/jeugdaccommodaties;Deltagebied (TR);2012;395.6;278.5;117.0;710.6;468.8;241.8
345;Hotels/pensions/jeugdaccommodaties;Meren in Gron., Fr. en Noordw.-Ov. (TR);1998;227.6;176.9;50.7;440.0;319.0;121.0
346;Hotels/pensions/jeugdaccommodaties;Meren in Gron., Fr. en Noordw.-Ov. (TR);1999;201.4;151.5;49.8;398.2;274.2;124.0
347;Hotels/pensions/jeugdaccommodaties;Meren in Gron., Fr. en Noordw.-Ov. (TR);2000;183.4;142.2;41.2;387.6;267.7;119.9
348;Hotels/pensions/jeugdaccommodaties;Meren in Gron., Fr. en Noordw.-Ov. (TR);2001;217.8;164.6;53.3;456.7;310.6;146.0
349;Hotels/pensions/jeugdaccommodaties;Meren in Gron., Fr. en Noordw.-Ov. (TR);2002;193.6;148.3;45.3;373.0;259.2;113.7
350;Hotels/pensions/jeugdaccommodaties;Meren in Gron., Fr. en Noordw.-Ov. (TR);2003;234.6;176.1;58.6;452.0;323.2;128.8
351;Hotels/pensions/jeugdaccommodaties;Meren in Gron., Fr. en Noordw.-Ov. (TR);2004;227.5;167.6;59.9;438.6;303.3;135.3
352;Hotels/pensions/jeugdaccommodaties;Meren in Gron., Fr. en Noordw.-Ov. (TR);2005;226.4;176.5;49.9;458.7;352.6;106.1
353;Hotels/pensions/jeugdaccommodaties;Meren in Gron., Fr. en Noordw.-Ov. (TR);2006;231.2;178.3;53.0;474.3;355.1;119.2
354;Hotels/pensions/jeugdaccommodaties;Meren in Gron., Fr. en Noordw.-Ov. (TR);2007;272.1;207.4;64.7;502.9;377.9;125.0
355;Hotels/pensions/jeugdaccommodaties;Meren in Gron., Fr. en Noordw.-Ov. (TR);2008;267.8;224.7;43.1;500.7;415.6;85.1
356;Hotels/pensions/jeugdaccommodaties;Meren in Gron., Fr. en Noordw.-Ov. (TR);2009;235.7;197.8;37.9;429.7;351.6;78.1
357;Hotels/pensions/jeugdaccommodaties;Meren in Gron., Fr. en Noordw.-Ov. (TR);2010;258.9;215.5;43.4;520.0;414.6;105.5
358;Hotels/pensions/jeugdaccommodaties;Meren in Gron., Fr. en Noordw.-Ov. (TR);2011;235.6;178.9;56.7;429.4;324.8;104.6
359;Hotels/pensions/jeugdaccommodaties;Meren in Gron., Fr. en Noordw.-Ov. (TR);2012;219.1;185.6;33.5;397.7;324.9;72.8
360;Hotels/pensions/jeugdaccommodaties;Hollands-Utrechtse meren (TR);1998;211.9;108.3;103.6;359.1;170.4;188.7
361;Hotels/pensions/jeugdaccommodaties;Hollands-Utrechtse meren (TR);1999;213.6;108.2;105.4;359.1;169.8;189.3
362;Hotels/pensions/jeugdaccommodaties;Hollands-Utrechtse meren (TR);2000;230.8;116.5;114.3;378.3;170.2;208.2
363;Hotels/pensions/jeugdaccommodaties;Hollands-Utrechtse meren (TR);2001;206.6;109.8;96.8;338.3;169.1;169.2
364;Hotels/pensions/jeugdaccommodaties;Hollands-Utrechtse meren (TR);2002;218.5;118.8;99.7;353.4;190.0;163.4
365;Hotels/pensions/jeugdaccommodaties;Hollands-Utrechtse meren (TR);2003;103.1;68.0;35.1;161.1;103.1;58.0
366;Hotels/pensions/jeugdaccommodaties;Hollands-Utrechtse meren (TR);2004;107.3;58.9;48.4;164.9;85.5;79.4
367;Hotels/pensions/jeugdaccommodaties;Hollands-Utrechtse meren (TR);2005;117.6;70.6;47.0;191.6;113.9;77.7
368;Hotels/pensions/jeugdaccommodaties;Hollands-Utrechtse meren (TR);2006;142.8;72.6;70.1;219.5;107.0;112.4
369;Hotels/pensions/jeugdaccommodaties;Hollands-Utrechtse meren (TR);2007;131.7;68.1;63.5;206.3;102.8;103.5
370;Hotels/pensions/jeugdaccommodaties;Hollands-Utrechtse meren (TR);2008;119.1;71.3;47.8;181.0;104.6;76.4
371;Hotels/pensions/jeugdaccommodaties;Hollands-Utrechtse meren (TR);2009;111.9;64.4;47.5;175.8;101.7;74.1
372;Hotels/pensions/jeugdaccommodaties;Hollands-Utrechtse meren (TR);2010;96.8;48.9;47.8;152.8;81.4;71.4
373;Hotels/pensions/jeugdaccommodaties;Hollands-Utrechtse meren (TR);2011;154.9;98.7;56.2;241.1;156.8;84.3
374;Hotels/pensions/jeugdaccommodaties;Hollands-Utrechtse meren (TR);2012;144.0;92.7;51.3;224.3;144.7;79.6
375;Hotels/pensions/jeugdaccommodaties;Utrechtse Heuvelrug en 't Gooi (TR);1998;331.7;217.4;114.3;570.5;344.8;225.7
376;Hotels/pensions/jeugdaccommodaties;Utrechtse Heuvelrug en 't Gooi (TR);1999;341.7;226.7;115.0;559.4;334.4;225.0
377;Hotels/pensions/jeugdaccommodaties;Utrechtse Heuvelrug en 't Gooi (TR);2000;352.9;240.0;112.9;624.0;389.4;234.6
378;Hotels/pensions/jeugdaccommodaties;Utrechtse Heuvelrug en 't Gooi (TR);2001;344.8;221.1;123.7;594.3;356.9;237.4
379;Hotels/pensions/jeugdaccommodaties;Utrechtse Heuvelrug en 't Gooi (TR);2002;336.8;219.8;117.1;557.9;337.3;220.6
380;Hotels/pensions/jeugdaccommodaties;Utrechtse Heuvelrug en 't Gooi (TR);2003;294.1;211.1;83.0;489.9;329.4;160.5
381;Hotels/pensions/jeugdaccommodaties;Utrechtse Heuvelrug en 't Gooi (TR);2004;366.9;270.7;96.2;580.6;399.7;180.9
382;Hotels/pensions/jeugdaccommodaties;Utrechtse Heuvelrug en 't Gooi (TR);2005;415.4;282.9;132.6;684.4;441.6;242.8
383;Hotels/pensions/jeugdaccommodaties;Utrechtse Heuvelrug en 't Gooi (TR);2006;446.1;317.5;128.6;732.2;506.2;226.0
384;Hotels/pensions/jeugdaccommodaties;Utrechtse Heuvelrug en 't Gooi (TR);2007;467.4;330.0;137.4;763.8;517.5;246.4
385;Hotels/pensions/jeugdaccommodaties;Utrechtse Heuvelrug en 't Gooi (TR);2008;476.5;367.0;109.5;743.1;538.2;204.9
386;Hotels/pensions/jeugdaccommodaties;Utrechtse Heuvelrug en 't Gooi (TR);2009;444.7;331.8;112.9;676.9;485.3;191.6
387;Hotels/pensions/jeugdaccommodaties;Utrechtse Heuvelrug en 't Gooi (TR);2010;456.5;316.7;139.8;695.4;463.3;232.1
388;Hotels/pensions/jeugdaccommodaties;Utrechtse Heuvelrug en 't Gooi (TR);2011;521.8;384.9;136.9;825.1;578.3;246.8
389;Hotels/pensions/jeugdaccommodaties;Utrechtse Heuvelrug en 't Gooi (TR);2012;533.6;404.5;129.0;791.1;582.7;208.3
390;Hotels/pensions/jeugdaccommodaties;Veluwe en Veluwerand (TR);1998;842.1;680.1;162.0;1591.2;1217.7;373.5
391;Hotels/pensions/jeugdaccommodaties;Veluwe en Veluwerand (TR);1999;902.3;725.2;177.1;1657.8;1280.1;377.6
392;Hotels/pensions/jeugdaccommodaties;Veluwe en Veluwerand (TR);2000;888.8;697.5;191.3;1625.5;1202.8;422.7
393;Hotels/pensions/jeugdaccommodaties;Veluwe en Veluwerand (TR);2001;856.9;700.3;156.6;1510.2;1174.8;335.4
394;Hotels/pensions/jeugdaccommodaties;Veluwe en Veluwerand (TR);2002;822.8;694.5;128.3;1482.5;1200.7;281.9
395;Hotels/pensions/jeugdaccommodaties;Veluwe en Veluwerand (TR);2003;828.3;682.5;145.7;1534.2;1219.0;315.2
396;Hotels/pensions/jeugdaccommodaties;Veluwe en Veluwerand (TR);2004;883.2;720.1;163.1;1565.9;1245.3;320.6
397;Hotels/pensions/jeugdaccommodaties;Veluwe en Veluwerand (TR);2005;909.4;750.2;159.2;1611.3;1306.5;304.8
398;Hotels/pensions/jeugdaccommodaties;Veluwe en Veluwerand (TR);2006;924.0;749.6;174.4;1615.6;1263.8;351.8
399;Hotels/pensions/jeugdaccommodaties;Veluwe en Veluwerand (TR);2007;1079.0;933.0;146.0;1908.4;1612.0;296.4
400;Hotels/pensions/jeugdaccommodaties;Veluwe en Veluwerand (TR);2008;1118.2;975.4;142.7;1887.0;1614.4;272.5
401;Hotels/pensions/jeugdaccommodaties;Veluwe en Veluwerand (TR);2009;965.5;823.4;142.1;1671.4;1381.7;289.8
402;Hotels/pensions/jeugdaccommodaties;Veluwe en Veluwerand (TR);2010;1056.4;917.5;138.9;1775.6;1499.8;275.8
403;Hotels/pensions/jeugdaccommodaties;Veluwe en Veluwerand (TR);2011;1087.7;946.8;140.8;1858.6;1582.9;275.7
404;Hotels/pensions/jeugdaccommodaties;Veluwe en Veluwerand (TR);2012;1105.9;921.5;184.4;1863.2;1503.0;360.3
405;Hotels/pensions/jeugdaccommodaties;Gelders Rivierengebied (TR);1998;42.2;31.5;10.7;81.2;55.9;25.3
406;Hotels/pensions/jeugdaccommodaties;Gelders Rivierengebied (TR);1999;41.6;29.9;11.7;81.8;50.8;31.0
407;Hotels/pensions/jeugdaccommodaties;Gelders Rivierengebied (TR);2000;48.8;36.6;12.3;98.7;62.8;35.9
408;Hotels/pensions/jeugdaccommodaties;Gelders Rivierengebied (TR);2001;60.2;43.3;16.9;111.9;74.2;37.7
409;Hotels/pensions/jeugdaccommodaties;Gelders Rivierengebied (TR);2002;46.2;32.7;13.5;89.7;57.9;31.9
410;Hotels/pensions/jeugdaccommodaties;Gelders Rivierengebied (TR);2003;57.2;38.5;18.7;109.3;66.6;42.6
411;Hotels/pensions/jeugdaccommodaties;Gelders Rivierengebied (TR);2004;46.6;37.5;9.1;79.1;59.0;20.1
412;Hotels/pensions/jeugdaccommodaties;Gelders Rivierengebied (TR);2005;47.1;37.0;10.1;81.7;57.2;24.4
413;Hotels/pensions/jeugdaccommodaties;Gelders Rivierengebied (TR);2006;65.5;50.3;15.2;103.1;74.1;29.0
414;Hotels/pensions/jeugdaccommodaties;Gelders Rivierengebied (TR);2007;76.6;48.9;27.7;132.7;77.6;55.1
415;Hotels/pensions/jeugdaccommodaties;Gelders Rivierengebied (TR);2008;94.1;68.0;26.1;149.8;106.8;42.9
416;Hotels/pensions/jeugdaccommodaties;Gelders Rivierengebied (TR);2009;85.5;64.8;20.7;125.3;96.3;29.0
417;Hotels/pensions/jeugdaccommodaties;Gelders Rivierengebied (TR);2010;91.7;64.7;27.0;147.3;99.8;47.5
418;Hotels/pensions/jeugdaccommodaties;Gelders Rivierengebied (TR);2011;106.2;86.5;19.7;155.5;123.3;32.2
419;Hotels/pensions/jeugdaccommodaties;Gelders Rivierengebied (TR);2012;102.1;84.7;17.4;143.1;119.1;24.0
420;Hotels/pensions/jeugdaccommodaties;Achterhoek (TR);1998;211.8;189.1;22.7;443.9;392.2;51.7
421;Hotels/pensions/jeugdaccommodaties;Achterhoek (TR);1999;254.5;225.0;29.5;451.6;400.2;51.4
422;Hotels/pensions/jeugdaccommodaties;Achterhoek (TR);2000;288.1;257.2;30.9;468.8;407.5;61.4
423;Hotels/pensions/jeugdaccommodaties;Achterhoek (TR);2001;225.3;209.9;15.3;392.4;361.1;31.3
424;Hotels/pensions/jeugdaccommodaties;Achterhoek (TR);2002;195.2;168.7;26.5;354.0;313.4;40.6
425;Hotels/pensions/jeugdaccommodaties;Achterhoek (TR);2003;226.4;209.8;16.6;432.2;403.0;29.2
426;Hotels/pensions/jeugdaccommodaties;Achterhoek (TR);2004;216.8;197.2;19.6;410.9;373.9;37.0
427;Hotels/pensions/jeugdaccommodaties;Achterhoek (TR);2005;188.3;150.2;38.1;311.3;244.6;66.8
428;Hotels/pensions/jeugdaccommodaties;Achterhoek (TR);2006;209.1;191.6;17.6;373.4;347.8;25.6
429;Hotels/pensions/jeugdaccommodaties;Achterhoek (TR);2007;205.8;185.5;20.3;350.1;321.5;28.6
430;Hotels/pensions/jeugdaccommodaties;Achterhoek (TR);2008;223.9;194.3;29.6;385.8;336.1;49.7
431;Hotels/pensions/jeugdaccommodaties;Achterhoek (TR);2009;200.0;180.2;19.8;373.4;336.0;37.4
432;Hotels/pensions/jeugdaccommodaties;Achterhoek (TR);2010;203.1;184.4;18.7;354.1;317.1;37.0
433;Hotels/pensions/jeugdaccommodaties;Achterhoek (TR);2011;259.8;226.1;33.7;451.5;397.0;54.6
434;Hotels/pensions/jeugdaccommodaties;Achterhoek (TR);2012;269.0;240.8;28.2;457.9;404.1;53.8
435;Hotels/pensions/jeugdaccommodaties;Twente, Salland en Vechtstreek (TR);1998;622.5;494.3;128.2;1229.0;976.6;252.4
436;Hotels/pensions/jeugdaccommodaties;Twente, Salland en Vechtstreek (TR);1999;709.0;571.2;137.8;1395.3;1107.9;287.3
437;Hotels/pensions/jeugdaccommodaties;Twente, Salland en Vechtstreek (TR);2000;602.1;476.3;125.9;1198.2;933.8;264.5
438;Hotels/pensions/jeugdaccommodaties;Twente, Salland en Vechtstreek (TR);2001;571.2;475.4;95.9;1083.0;904.2;178.9
439;Hotels/pensions/jeugdaccommodaties;Twente, Salland en Vechtstreek (TR);2002;550.8;440.4;110.4;1092.2;873.9;218.3
440;Hotels/pensions/jeugdaccommodaties;Twente, Salland en Vechtstreek (TR);2003;589.0;434.6;154.4;1062.6;767.7;295.0
441;Hotels/pensions/jeugdaccommodaties;Twente, Salland en Vechtstreek (TR);2004;663.7;478.7;184.9;1197.4;886.0;311.4
442;Hotels/pensions/jeugdaccommodaties;Twente, Salland en Vechtstreek (TR);2005;640.7;492.9;147.8;1133.8;899.7;234.0
443;Hotels/pensions/jeugdaccommodaties;Twente, Salland en Vechtstreek (TR);2006;587.5;464.5;123.0;1023.1;822.5;200.6
444;Hotels/pensions/jeugdaccommodaties;Twente, Salland en Vechtstreek (TR);2007;682.3;553.8;128.5;1214.8;991.4;223.3
445;Hotels/pensions/jeugdaccommodaties;Twente, Salland en Vechtstreek (TR);2008;633.8;498.9;134.8;1114.4;882.1;232.3
