ID;ForecastInterval;Periods;TotalPopulation_1;k_0To20Years_2;k_20To65Years_3;k_65YearsAndOlder_4;k_0To20Years_5;k_20To65Years_6;k_65YearsAndOlder_7;TotalPressure_8;GreenPressure_9;GreyPressure_10;LiveBirths_11;TotalFertilityRate_12;Deaths_13;Total_14;Men_15;Women_16;Total_17;Men_18;Women_19;Immigration_20;EmigrationInclNetAdmCorr_21;NetMigrationInclNetAdmCorr_22
110;Upper limit 95% forecast-interval;2030;18657556.0;4147566.0;10275558.0;4507546.0;22.7;56.2;25.3;86.7;41.7;46.7;231305.0;2.07;211316.0;87.15;85.78;88.49;23.87;22.79;24.91;276075.0;219967.0;87180.0
111;Upper limit 95% forecast-interval;2031;18727060.0;4185918.0;10242941.0;4609086.0;22.9;56.0;25.8;88.4;42.4;48.0;232964.0;2.08;215241.0;87.39;86.04;88.73;24.06;22.99;25.1;275294.0;221298.0;86725.0
112;Upper limit 95% forecast-interval;2032;18840624.0;4238838.0;10239336.0;4705919.0;23.0;55.7;26.2;90.1;43.0;49.2;233451.0;2.09;218095.0;87.64;86.29;88.97;24.25;23.19;25.29;273353.0;222462.0;87551.0
113;Upper limit 95% forecast-interval;2033;18954768.0;4285341.0;10215319.0;4791635.0;23.2;55.4;26.7;91.8;43.8;50.5;234314.0;2.09;221833.0;87.89;86.54;89.22;24.45;23.38;25.49;275633.0;224693.0;87483.0
114;Upper limit 95% forecast-interval;2034;19053794.0;4344382.0;10182915.0;4878792.0;23.4;55.1;27.1;93.6;44.6;51.8;234415.0;2.1;225147.0;88.14;86.78;89.47;24.65;23.58;25.69;276203.0;226138.0;87499.0
115;Upper limit 95% forecast-interval;2035;19145590.0;4399028.0;10158327.0;4981971.0;23.6;54.8;27.6;95.6;45.5;53.2;235247.0;2.11;227911.0;88.38;87.03;89.72;24.84;23.77;25.9;278487.0;227012.0;88210.0
116;Upper limit 95% forecast-interval;2036;19234502.0;4441963.0;10125422.0;5076353.0;23.8;54.5;27.9;97.3;46.1;54.5;234940.0;2.12;229268.0;88.62;87.26;89.97;25.04;23.96;26.1;279660.0;228224.0;88699.0
117;Upper limit 95% forecast-interval;2037;19313014.0;4476233.0;10125705.0;5144325.0;23.9;54.3;28.3;98.7;46.6;55.5;235476.0;2.13;231404.0;88.87;87.5;90.22;25.23;24.14;26.31;282520.0;227521.0;88303.0
118;Upper limit 95% forecast-interval;2038;19402398.0;4528689.0;10127597.0;5201810.0;24.0;54.2;28.6;99.9;47.1;56.4;235525.0;2.14;233993.0;89.11;87.73;90.46;25.43;24.33;26.51;283560.0;226544.0;87948.0
119;Upper limit 95% forecast-interval;2039;19465584.0;4565116.0;10151017.0;5250910.0;24.1;54.2;28.8;100.0;47.3;56.9;235395.0;2.14;236252.0;89.34;87.96;90.71;25.62;24.52;26.71;282219.0;226101.0;87151.0
120;Upper limit 95% forecast-interval;2040;19565200.0;4601326.0;10185880.0;5291198.0;24.2;54.3;29.0;100.0;47.4;57.2;235695.0;2.15;237914.0;89.58;88.19;90.95;25.81;24.7;26.92;280920.0;226395.0;87263.0
121;Upper limit 95% forecast-interval;2041;19660170.0;4632083.0;10231198.0;5306288.0;24.2;54.4;29.1;100.0;47.5;57.4;235976.0;2.16;238508.0;89.81;88.42;91.18;26.01;24.88;27.11;279345.0;226207.0;86751.0
122;Upper limit 95% forecast-interval;2042;19697148.0;4662446.0;10274613.0;5326069.0;24.2;54.5;29.2;100.0;47.5;57.6;236809.0;2.16;239409.0;90.03;88.64;91.42;26.2;25.06;27.31;278966.0;228130.0;85642.0
123;Upper limit 95% forecast-interval;2043;19755162.0;4689262.0;10320455.0;5338302.0;24.3;54.7;29.2;100.0;47.7;57.6;236595.0;2.17;239260.0;90.26;88.86;91.65;26.38;25.24;27.51;279261.0;230788.0;85770.0
124;Upper limit 95% forecast-interval;2044;19813482.0;4700533.0;10364861.0;5355744.0;24.3;54.9;29.3;100.0;47.7;57.7;236887.0;2.18;239604.0;90.48;89.08;91.87;26.57;25.42;27.71;279454.0;232299.0;86103.0
125;Upper limit 95% forecast-interval;2045;19900676.0;4712166.0;10409500.0;5360400.0;24.3;55.0;29.4;100.0;47.6;57.7;237960.0;2.19;240492.0;90.7;89.3;92.1;26.75;25.59;27.9;281051.0;233069.0;84936.0
126;Upper limit 95% forecast-interval;2046;19937694.0;4741590.0;10466669.0;5357956.0;24.4;55.0;29.3;100.0;47.6;57.7;239914.0;2.19;242334.0;90.92;89.51;92.32;26.93;25.78;28.08;282026.0;233957.0;84992.0
127;Upper limit 95% forecast-interval;2047;20012908.0;4749240.0;10519702.0;5376032.0;24.4;55.1;29.4;100.0;47.5;57.6;242345.0;2.2;243746.0;91.14;89.72;92.53;27.11;25.95;28.27;282306.0;234014.0;84978.0
128;Upper limit 95% forecast-interval;2048;20086798.0;4753538.0;10587862.0;5395990.0;24.4;55.2;29.5;99.6;47.3;57.6;244696.0;2.21;244857.0;91.35;89.93;92.75;27.3;26.12;28.46;282753.0;234020.0;84712.0
129;Upper limit 95% forecast-interval;2049;20169646.0;4769836.0;10624578.0;5404624.0;24.4;55.5;29.4;99.3;47.2;57.6;246820.0;2.21;244396.0;91.56;90.14;92.96;27.47;26.29;28.64;283239.0;234264.0;84237.0
130;Upper limit 95% forecast-interval;2050;20227178.0;4799874.0;10680714.0;5415876.0;24.4;55.7;29.4;99.2;47.2;57.5;249083.0;2.22;245952.0;91.77;90.35;93.17;27.65;26.46;28.82;284603.0;234726.0;84601.0
131;Upper limit 95% forecast-interval;2051;20289596.0;4823451.0;10743565.0;5425326.0;24.5;55.8;29.5;98.9;47.2;57.4;251933.0;2.22;246656.0;91.97;90.55;93.38;27.82;26.63;29.01;285282.0;235698.0;84103.0
132;Upper limit 95% forecast-interval;2052;20372558.0;4837974.0;10787754.0;5433630.0;24.5;55.9;29.6;98.8;47.3;57.6;255161.0;2.23;248168.0;92.18;90.75;93.58;27.99;26.8;29.18;285013.0;237535.0;83773.0
133;Upper limit 95% forecast-interval;2053;20434482.0;4844959.0;10797092.0;5450308.0;24.5;56.0;29.7;98.6;47.3;57.9;257575.0;2.24;247260.0;92.38;90.95;93.78;28.18;26.97;29.36;285021.0;238195.0;83784.0
134;Upper limit 95% forecast-interval;2054;20536258.0;4858073.0;10822219.0;5473850.0;24.6;56.0;29.8;98.8;47.4;58.2;259729.0;2.24;246727.0;92.58;91.15;93.98;28.34;27.14;29.53;283996.0;239048.0;84197.0
135;Upper limit 95% forecast-interval;2055;20583048.0;4877121.0;10832508.0;5498884.0;24.7;56.1;29.8;98.9;47.4;58.2;263532.0;2.25;245201.0;92.78;91.34;94.18;28.51;27.3;29.7;283649.0;240716.0;83548.0
136;Upper limit 95% forecast-interval;2056;20609826.0;4904154.0;10847238.0;5526310.0;24.8;56.2;30.0;99.0;47.5;58.6;267094.0;2.26;243752.0;92.98;91.54;94.37;28.68;27.46;29.87;281663.0;240395.0;82855.0
137;Upper limit 95% forecast-interval;2057;20666346.0;4925597.0;10878344.0;5551947.0;24.9;56.2;30.2;99.3;47.8;58.9;271086.0;2.26;242429.0;93.16;91.73;94.56;28.84;27.62;30.04;280466.0;240839.0;82365.0
138;Upper limit 95% forecast-interval;2058;20765556.0;4959330.0;10950496.0;5569184.0;24.9;56.3;30.4;99.7;48.0;59.2;273592.0;2.27;241937.0;93.36;91.92;94.75;29.01;27.79;30.21;279354.0;241527.0;82095.0
139;Upper limit 95% forecast-interval;2059;20836482.0;4998483.0;10962124.0;5588009.0;25.0;56.3;30.5;100.0;48.2;59.7;275885.0;2.27;240904.0;93.55;92.11;94.94;29.18;27.94;30.38;280448.0;242174.0;80192.0
140;Upper limit 95% forecast-interval;2060;20903124.0;5035325.0;10993360.0;5606036.0;25.1;56.3;30.6;100.0;48.4;60.0;;2.28;;93.74;92.3;95.13;29.33;28.11;30.55;;;
141;Lower limit 67% forecast-interval;2014;;;;;;;;;;;170771.0;1.67;135230.0;81.26;79.52;82.88;19.54;18.1;20.81;165793.0;135503.0;20147.0
142;Lower limit 67% forecast-interval;2015;16881084.0;3821909.0;10053899.0;3001050.0;22.6;59.5;17.8;67.8;38.0;29.8;171924.0;1.67;134555.0;81.28;79.57;82.88;19.54;18.13;20.79;164820.0;136712.0;15628.0
143;Lower limit 67% forecast-interval;2016;16931050.0;3804846.0;10039540.0;3076912.0;22.4;59.3;18.1;68.4;37.8;30.6;173291.0;1.67;134980.0;81.29;79.61;82.87;19.53;18.15;20.76;164672.0;139143.0;11829.0
144;Lower limit 67% forecast-interval;2017;16979684.0;3790211.0;10025589.0;3148402.0;22.3;59.0;18.5;69.0;37.7;31.2;174342.0;1.67;135660.0;81.33;79.66;82.89;19.53;18.18;20.75;166154.0;142593.0;9218.0
145;Lower limit 67% forecast-interval;2018;17027984.0;3774597.0;10005774.0;3222775.0;22.1;58.7;18.8;69.7;37.6;32.0;175484.0;1.66;136834.0;81.37;79.73;82.92;19.55;18.22;20.73;162249.0;145613.0;1860.0
146;Lower limit 67% forecast-interval;2019;17068450.0;3754456.0;9991770.0;3293156.0;21.9;58.4;19.2;70.2;37.4;32.6;176290.0;1.66;138058.0;81.43;79.81;82.96;19.56;18.27;20.73;158667.0;147894.0;-3605.0
147;Lower limit 67% forecast-interval;2020;17104924.0;3731230.0;9970545.0;3362331.0;21.7;58.2;19.5;70.8;37.2;33.3;176449.0;1.65;139407.0;81.49;79.89;83.01;19.58;18.32;20.73;153681.0;148096.0;-8193.0
148;Lower limit 67% forecast-interval;2021;17133804.0;3703907.0;9948131.0;3431408.0;21.5;57.9;19.8;71.2;37.0;34.0;176634.0;1.64;140779.0;81.57;80.0;83.07;19.62;18.4;20.74;152601.0;147634.0;-8909.0
149;Lower limit 67% forecast-interval;2022;17164336.0;3682653.0;9920183.0;3499580.0;21.3;57.6;20.2;71.9;36.8;34.7;176880.0;1.63;142171.0;81.65;80.11;83.13;19.65;18.46;20.75;152156.0;147376.0;-9755.0
150;Lower limit 67% forecast-interval;2023;17190220.0;3663087.0;9888547.0;3570207.0;21.2;57.3;20.5;72.6;36.7;35.5;177114.0;1.63;143788.0;81.74;80.22;83.2;19.7;18.54;20.76;151484.0;147229.0;-10481.0
151;Lower limit 67% forecast-interval;2024;17223084.0;3638556.0;9856478.0;3640430.0;21.0;57.0;20.9;73.3;36.5;36.3;177005.0;1.62;145216.0;81.83;80.34;83.26;19.74;18.62;20.78;149846.0;146730.0;-11432.0
152;Lower limit 67% forecast-interval;2025;17244980.0;3623240.0;9807173.0;3713154.0;20.9;56.6;21.2;74.2;36.5;37.1;176785.0;1.62;147103.0;81.91;80.45;83.33;19.78;18.7;20.8;148269.0;146366.0;-11900.0
153;Lower limit 67% forecast-interval;2026;17263144.0;3615986.0;9748046.0;3782249.0;20.8;56.1;21.6;75.2;36.6;37.9;176384.0;1.61;149397.0;82.01;80.57;83.4;19.84;18.78;20.83;146940.0;145857.0;-12721.0
154;Lower limit 67% forecast-interval;2027;17274920.0;3610025.0;9690430.0;3856269.0;20.8;55.7;22.0;76.4;36.7;38.9;175977.0;1.61;151365.0;82.11;80.69;83.48;19.89;18.85;20.86;146427.0;145285.0;-13218.0
155;Lower limit 67% forecast-interval;2028;17285090.0;3606931.0;9626308.0;3929609.0;20.7;55.2;22.3;77.5;36.9;39.8;175699.0;1.6;152918.0;82.2;80.8;83.56;19.95;18.94;20.89;145746.0;144597.0;-13679.0
156;Lower limit 67% forecast-interval;2029;17304324.0;3600379.0;9558904.0;4005264.0;20.7;54.7;22.7;78.7;37.1;40.8;175401.0;1.6;154513.0;82.31;80.92;83.65;20.01;19.02;20.95;145285.0;144132.0;-14047.0
157;Lower limit 67% forecast-interval;2030;17315664.0;3595103.0;9486118.0;4077749.0;20.6;54.2;23.1;79.9;37.2;41.7;175160.0;1.59;156249.0;82.41;81.04;83.75;20.07;19.1;21.0;145182.0;144369.0;-15183.0
158;Lower limit 67% forecast-interval;2031;17327920.0;3589862.0;9417340.0;4144280.0;20.6;53.8;23.4;81.0;37.4;42.6;174907.0;1.59;158485.0;82.52;81.16;83.85;20.14;19.18;21.07;144649.0;144741.0;-15337.0
159;Lower limit 67% forecast-interval;2032;17326130.0;3587026.0;9350870.0;4202810.0;20.6;53.4;23.7;82.1;37.6;43.4;174193.0;1.58;160417.0;82.63;81.28;83.96;20.21;19.26;21.14;144596.0;145189.0;-15506.0
160;Lower limit 67% forecast-interval;2033;17317896.0;3585970.0;9285322.0;4250725.0;20.6;53.0;23.9;83.3;37.8;44.2;172931.0;1.58;162153.0;82.75;81.4;84.08;20.3;19.35;21.22;144496.0;145656.0;-15385.0
161;Lower limit 67% forecast-interval;2034;17309836.0;3592607.0;9213624.0;4300522.0;20.6;52.5;24.2;84.5;38.1;45.0;171295.0;1.58;163825.0;82.87;81.52;84.2;20.38;19.43;21.3;145109.0;145826.0;-15657.0
162;Lower limit 67% forecast-interval;2035;17324144.0;3597153.0;9133715.0;4360334.0;20.6;52.1;24.5;85.6;38.4;45.8;169701.0;1.57;165736.0;82.99;81.63;84.33;20.46;19.51;21.39;145450.0;145646.0;-15128.0
163;Lower limit 67% forecast-interval;2036;17303996.0;3598524.0;9069210.0;4408623.0;20.6;51.7;24.7;86.8;38.6;46.5;168202.0;1.57;167699.0;83.11;81.75;84.46;20.55;19.6;21.48;145744.0;145232.0;-14786.0
164;Lower limit 67% forecast-interval;2037;17288510.0;3595583.0;9022288.0;4442027.0;20.5;51.3;24.9;87.6;38.7;47.1;166840.0;1.56;169317.0;83.24;81.87;84.59;20.63;19.67;21.58;146094.0;144844.0;-14457.0
165;Lower limit 67% forecast-interval;2038;17281644.0;3595593.0;8984496.0;4471403.0;20.5;51.1;25.0;88.1;38.8;47.5;165303.0;1.56;171031.0;83.36;81.99;84.72;20.72;19.76;21.67;145359.0;144700.0;-14452.0
166;Lower limit 67% forecast-interval;2039;17261604.0;3586222.0;8958679.0;4471856.0;20.5;51.0;25.0;88.3;38.7;47.6;163838.0;1.56;172791.0;83.48;82.1;84.85;20.81;19.84;21.76;144792.0;144522.0;-14077.0
167;Lower limit 67% forecast-interval;2040;17250690.0;3575599.0;8948521.0;4462280.0;20.4;50.9;25.0;88.1;38.7;47.5;162223.0;1.55;174191.0;83.61;82.22;84.97;20.89;19.92;21.87;143974.0;144582.0;-14458.0
168;Lower limit 67% forecast-interval;2041;17225136.0;3558065.0;8949318.0;4448676.0;20.3;50.9;24.9;87.9;38.6;47.3;161309.0;1.55;175106.0;83.73;82.34;85.1;20.99;20.01;21.95;143188.0;144676.0;-15024.0
169;Lower limit 67% forecast-interval;2042;17214870.0;3542709.0;8940165.0;4432903.0;20.3;51.0;24.8;87.6;38.5;47.1;160597.0;1.55;176368.0;83.84;82.45;85.23;21.08;20.09;22.05;142909.0;144715.0;-15368.0
170;Lower limit 67% forecast-interval;2043;17197910.0;3523315.0;8947802.0;4414770.0;20.2;51.0;24.7;87.2;38.2;46.8;159977.0;1.54;177422.0;83.97;82.57;85.35;21.16;20.17;22.14;142885.0;144432.0;-15475.0
171;Lower limit 67% forecast-interval;2044;17160320.0;3508599.0;8948854.0;4403305.0;20.1;51.1;24.6;86.9;38.0;46.4;159450.0;1.54;178074.0;84.09;82.68;85.47;21.25;20.25;22.24;143724.0;144388.0;-15508.0
172;Lower limit 67% forecast-interval;2045;17141430.0;3494168.0;8959474.0;4383855.0;20.0;51.1;24.5;86.4;37.8;46.1;159033.0;1.53;178538.0;84.2;82.8;85.6;21.33;20.33;22.33;143504.0;144200.0;-14793.0
173;Lower limit 67% forecast-interval;2046;17096364.0;3479539.0;8955250.0;4372737.0;19.9;51.2;24.5;86.2;37.6;45.8;158681.0;1.53;178925.0;84.32;82.91;85.71;21.42;20.42;22.41;143575.0;144074.0;-14361.0
174;Lower limit 67% forecast-interval;2047;17072300.0;3457086.0;8962542.0;4357774.0;19.9;51.2;24.4;85.8;37.4;45.6;157994.0;1.53;179772.0;84.44;83.02;85.83;21.5;20.5;22.5;143478.0;143982.0;-14211.0
175;Lower limit 67% forecast-interval;2048;17038720.0;3436034.0;8984051.0;4329934.0;19.8;51.3;24.3;85.3;37.1;45.2;157643.0;1.53;180406.0;84.55;83.13;85.95;21.59;20.58;22.59;144324.0;144065.0;-14303.0
176;Lower limit 67% forecast-interval;2049;16996230.0;3412142.0;8996090.0;4298632.0;19.7;51.4;24.2;84.7;36.8;44.9;157508.0;1.52;180964.0;84.66;83.24;86.06;21.67;20.66;22.68;145398.0;144264.0;-14402.0
177;Lower limit 67% forecast-interval;2050;16973340.0;3397567.0;9005114.0;4272134.0;19.6;51.4;24.0;84.4;36.7;44.6;157654.0;1.52;181356.0;84.78;83.35;86.18;21.76;20.74;22.77;146348.0;144224.0;-15006.0
178;Lower limit 67% forecast-interval;2051;16958684.0;3376263.0;9004152.0;4263828.0;19.6;51.5;23.9;83.9;36.5;44.3;157682.0;1.52;181941.0;84.89;83.46;86.29;21.84;20.82;22.85;146316.0;144155.0;-15685.0
179;Lower limit 67% forecast-interval;2052;16941010.0;3356476.0;9012871.0;4247907.0;19.5;51.5;23.8;83.6;36.3;44.0;157826.0;1.51;182628.0;85.0;83.57;86.4;21.92;20.9;22.93;145692.0;144029.0;-16004.0
180;Lower limit 67% forecast-interval;2053;16899710.0;3346708.0;9013540.0;4227988.0;19.4;51.5;23.7;83.3;36.2;43.9;157979.0;1.51;182884.0;85.11;83.68;86.51;22.01;20.98;23.02;144624.0;143946.0;-16125.0
181;Lower limit 67% forecast-interval;2054;16874880.0;3326154.0;9009832.0;4213131.0;19.4;51.5;23.6;83.0;36.1;43.7;158051.0;1.51;182500.0;85.22;83.79;86.62;22.09;21.06;23.1;144462.0;143735.0;-16328.0
182;Lower limit 67% forecast-interval;2055;16851756.0;3314970.0;8994996.0;4199949.0;19.3;51.5;23.6;82.8;35.9;43.5;157749.0;1.5;182138.0;85.33;83.9;86.73;22.17;21.13;23.18;144141.0;143812.0;-16423.0
183;Lower limit 67% forecast-interval;2056;16822264.0;3294410.0;8977858.0;4199810.0;19.3;51.5;23.6;82.9;35.8;43.5;157652.0;1.5;181915.0;85.44;84.0;86.84;22.25;21.21;23.26;143982.0;143592.0;-16129.0
184;Lower limit 67% forecast-interval;2057;16789940.0;3288752.0;8961257.0;4195569.0;19.2;51.5;23.5;83.2;35.8;43.5;157446.0;1.5;181593.0;85.54;84.11;86.94;22.32;21.28;23.34;143174.0;143113.0;-15988.0
185;Lower limit 67% forecast-interval;2058;16771300.0;3274843.0;8945554.0;4197883.0;19.2;51.4;23.5;83.3;35.8;43.4;157478.0;1.49;180800.0;85.65;84.21;87.04;22.4;21.37;23.42;143532.0;143157.0;-15371.0
186;Lower limit 67% forecast-interval;2059;16735465.0;3271257.0;8935360.0;4196678.0;19.3;51.4;23.5;83.3;35.8;43.5;157471.0;1.49;179627.0;85.75;84.32;87.15;22.48;21.44;23.5;143294.0;142841.0;-15457.0
187;Lower limit 67% forecast-interval;2060;16726865.0;3262890.0;8916342.0;4204003.0;19.2;51.4;23.5;83.4;35.8;43.4;;1.49;;85.86;84.42;87.25;22.56;21.52;23.58;;;
188;Upper limit 67% forecast-interval;2014;;;;;;;;;;;178327.0;1.74;146105.0;82.02;80.28;83.64;20.12;18.66;21.39;194135.0;153803.0;50624.0
189;Upper limit 67% forecast-interval;2015;16916464.0;3832435.0;10077597.0;3010344.0;22.7;59.6;17.8;68.0;38.1;29.9;182730.0;1.78;149175.0;82.36;80.64;83.95;20.36;18.93;21.63;204428.0;159900.0;57572.0
190;Upper limit 67% forecast-interval;2016;17009436.0;3828276.0;10093562.0;3097675.0;22.5;59.4;18.2;68.7;38.0;30.8;186912.0;1.8;152579.0;82.61;80.92;84.19;20.53;19.13;21.78;213604.0;166014.0;61676.0
191;Upper limit 67% forecast-interval;2017;17105404.0;3827853.0;10113333.0;3181407.0;22.4;59.2;18.7;69.5;38.0;31.6;190175.0;1.82;155538.0;82.85;81.18;84.41;20.69;19.32;21.93;221246.0;171758.0;63175.0
192;Upper limit 67% forecast-interval;2018;17198370.0;3829365.0;10127666.0;3269786.0;22.3;58.9;19.1;70.4;38.0;32.5;193163.0;1.83;158192.0;83.07;81.43;84.62;20.85;19.5;22.07;222149.0;177190.0;59708.0
193;Upper limit 67% forecast-interval;2019;17287904.0;3826230.0;10143439.0;3353860.0;22.2;58.8;19.5;71.2;38.0;33.4;195730.0;1.84;160816.0;83.29;81.67;84.82;21.0;19.67;22.19;222720.0;181106.0;56480.0
194;Upper limit 67% forecast-interval;2020;17376550.0;3825054.0;10158042.0;3438012.0;22.1;58.6;19.9;71.9;37.9;34.2;197786.0;1.85;163900.0;83.49;81.9;85.02;21.14;19.84;22.33;222210.0;183116.0;53336.0
195;Upper limit 67% forecast-interval;2021;17463580.0;3818821.0;10172258.0;3523402.0;22.0;58.4;20.4;72.7;37.8;35.1;199549.0;1.86;166519.0;83.71;82.15;85.22;21.28;20.02;22.46;225107.0;184254.0;53770.0
196;Upper limit 67% forecast-interval;2022;17549290.0;3816431.0;10180652.0;3611814.0;21.9;58.2;20.8;73.6;37.8;36.1;201653.0;1.86;169237.0;83.93;82.39;85.41;21.43;20.2;22.57;226666.0;185067.0;53987.0
197;Upper limit 67% forecast-interval;2023;17634830.0;3816356.0;10182066.0;3702080.0;21.8;58.0;21.2;74.5;37.9;37.0;203503.0;1.87;171944.0;84.14;82.63;85.6;21.58;20.38;22.7;227835.0;185962.0;53517.0
198;Upper limit 67% forecast-interval;2024;17717996.0;3820711.0;10178588.0;3794960.0;21.7;57.7;21.7;75.6;38.0;38.0;205201.0;1.88;174931.0;84.35;82.86;85.78;21.72;20.54;22.82;227701.0;186848.0;53548.0
199;Upper limit 67% forecast-interval;2025;17801140.0;3829580.0;10166705.0;3887759.0;21.7;57.4;22.2;76.8;38.2;39.1;206652.0;1.88;178288.0;84.55;83.08;85.96;21.86;20.72;22.94;228580.0;188018.0;53366.0
200;Upper limit 67% forecast-interval;2026;17886556.0;3852964.0;10143889.0;3981521.0;21.7;57.1;22.6;78.2;38.5;40.2;207809.0;1.89;181111.0;84.75;83.31;86.14;22.0;20.88;23.05;228655.0;189181.0;53091.0
201;Upper limit 67% forecast-interval;2027;17960836.0;3879049.0;10117751.0;4077418.0;21.8;56.7;23.1;79.7;38.9;41.4;209169.0;1.89;183909.0;84.95;83.53;86.32;22.15;21.05;23.18;229735.0;190035.0;53186.0
202;Upper limit 67% forecast-interval;2028;18035544.0;3903902.0;10088182.0;4169243.0;21.8;56.3;23.6;81.2;39.4;42.5;210065.0;1.9;186348.0;85.14;83.75;86.51;22.29;21.22;23.31;230523.0;191100.0;53732.0
203;Upper limit 67% forecast-interval;2029;18111710.0;3925796.0;10054730.0;4263366.0;21.9;56.0;24.0;82.8;39.8;43.7;210895.0;1.9;188872.0;85.35;83.96;86.69;22.43;21.38;23.45;230941.0;191649.0;53735.0
204;Upper limit 67% forecast-interval;2030;18175710.0;3952012.0;10014099.0;4358505.0;21.9;55.6;24.5;84.3;40.2;44.9;211612.0;1.91;191598.0;85.55;84.17;86.88;22.59;21.54;23.58;231889.0;192138.0;53968.0
205;Upper limit 67% forecast-interval;2031;18251720.0;3978175.0;9976172.0;4444150.0;22.0;55.2;25.0;85.8;40.7;46.1;211815.0;1.91;194259.0;85.74;84.38;87.08;22.74;21.7;23.73;232509.0;192550.0;53534.0
206;Upper limit 67% forecast-interval;2032;18324020.0;4014369.0;9935104.0;4525576.0;22.1;54.9;25.3;87.3;41.2;47.2;211781.0;1.92;196974.0;85.95;84.59;87.27;22.89;21.86;23.88;232778.0;193168.0;53341.0
207;Upper limit 67% forecast-interval;2033;18385500.0;4045443.0;9896546.0;4603993.0;22.2;54.6;25.7;88.8;41.7;48.3;211263.0;1.92;199745.0;86.15;84.8;87.48;23.04;22.01;24.04;233396.0;193395.0;53047.0
208;Upper limit 67% forecast-interval;2034;18440880.0;4080671.0;9857602.0;4682321.0;22.4;54.2;26.1;90.5;42.3;49.4;211038.0;1.92;202495.0;86.35;85.0;87.68;23.2;22.17;24.2;233500.0;194132.0;52855.0
209;Upper limit 67% forecast-interval;2035;18506240.0;4114431.0;9805628.0;4762076.0;22.5;53.9;26.5;92.1;42.9;50.6;210848.0;1.93;205169.0;86.55;85.2;87.89;23.36;22.33;24.37;234660.0;194932.0;52697.0
210;Upper limit 67% forecast-interval;2036;18558764.0;4138068.0;9766858.0;4836662.0;22.6;53.5;26.9;93.6;43.5;51.7;210679.0;1.93;207467.0;86.75;85.4;88.1;23.51;22.48;24.54;234780.0;195443.0;53060.0
211;Upper limit 67% forecast-interval;2037;18621720.0;4170968.0;9754600.0;4899422.0;22.7;53.3;27.2;94.8;43.9;52.6;209846.0;1.94;209841.0;86.96;85.59;88.31;23.67;22.63;24.7;235835.0;196218.0;52763.0
212;Upper limit 67% forecast-interval;2038;18675196.0;4174705.0;9742670.0;4950958.0;22.8;53.2;27.5;95.8;44.1;53.3;209018.0;1.94;211677.0;87.16;85.79;88.51;23.84;22.78;24.87;236405.0;196988.0;52639.0
213;Upper limit 67% forecast-interval;2039;18711936.0;4197728.0;9750767.0;4987506.0;22.8;53.1;27.6;96.3;44.3;53.8;208367.0;1.94;213718.0;87.36;85.98;88.72;23.99;22.94;25.04;237261.0;197483.0;52251.0
214;Upper limit 67% forecast-interval;2040;18755784.0;4210602.0;9756309.0;5011052.0;22.9;53.2;27.8;96.4;44.4;54.0;208370.0;1.95;214912.0;87.55;86.17;88.92;24.15;23.08;25.21;236893.0;197848.0;52103.0
215;Upper limit 67% forecast-interval;2041;18799900.0;4213326.0;9767622.0;5021263.0;22.9;53.2;27.8;96.4;44.5;54.0;208024.0;1.95;216453.0;87.75;86.36;89.12;24.31;23.23;25.37;236802.0;198506.0;52129.0
216;Upper limit 67% forecast-interval;2042;18838810.0;4220748.0;9791976.0;5034330.0;22.9;53.3;27.8;96.2;44.5;54.0;207844.0;1.95;217185.0;87.94;86.54;89.32;24.46;23.37;25.53;237040.0;198628.0;52484.0
217;Upper limit 67% forecast-interval;2043;18845360.0;4216910.0;9828206.0;5036406.0;22.9;53.4;27.8;96.0;44.4;53.9;208012.0;1.96;217640.0;88.13;86.73;89.51;24.62;23.53;25.7;236797.0;198683.0;52372.0
218;Upper limit 67% forecast-interval;2044;18873360.0;4223539.0;9859817.0;5037725.0;22.9;53.5;27.8;95.8;44.3;53.8;208783.0;1.96;218559.0;88.31;86.91;89.7;24.77;23.67;25.86;235914.0;198829.0;52664.0
219;Upper limit 67% forecast-interval;2045;18899276.0;4230351.0;9884427.0;5032282.0;22.8;53.6;27.8;95.6;44.1;53.7;209592.0;1.97;219243.0;88.5;87.09;89.89;24.91;23.81;26.01;235767.0;199250.0;52554.0
220;Upper limit 67% forecast-interval;2046;18911170.0;4241694.0;9912470.0;5036043.0;22.8;53.7;27.8;95.5;44.0;53.7;210637.0;1.97;220822.0;88.68;87.27;90.08;25.06;23.96;26.17;236825.0;199349.0;52267.0
221;Upper limit 67% forecast-interval;2047;18940180.0;4248234.0;9934611.0;5036540.0;22.8;53.8;27.8;95.2;43.9;53.7;211720.0;1.97;221598.0;88.86;87.45;90.26;25.22;24.1;26.32;237953.0;199420.0;51852.0
222;Upper limit 67% forecast-interval;2048;18971860.0;4252105.0;9964102.0;5030993.0;22.8;54.0;27.8;95.0;43.8;53.5;213176.0;1.97;222611.0;89.05;87.63;90.44;25.37;24.24;26.47;238121.0;200253.0;51439.0
223;Upper limit 67% forecast-interval;2049;18996356.0;4257506.0;10003844.0;5030868.0;22.8;54.1;27.7;94.7;43.8;53.4;214917.0;1.98;223097.0;89.22;87.8;90.62;25.51;24.38;26.62;238122.0;200883.0;50813.0
