ID;AantalMaatwerkvoorzieningen;RegioS;Perioden;ClientenMetMaatwerkvoorzieningen_1;HuishoudensMetMaatwerkvoorzieningen_2;ClientenMetMaatwerkvoorzieningen_3;HuishoudensMetMaatwerkvoorzieningen_4
27;Totaal;Berg en Dal;1e halfjaar 2024;2530.0;2330.0;71.0;136.0
28;Totaal;Bergeijk;1e halfjaar 2024;1085.0;1005.0;56.0;119.0
29;Totaal;Bergen (L.);1e halfjaar 2024;875.0;800.0;67.0;136.0
30;Totaal;Bergen (NH.);1e halfjaar 2024;2010.0;1875.0;67.0;126.0
31;Totaal;Bergen op Zoom;1e halfjaar 2024;6945.0;6250.0;100.0;189.0
32;Totaal;Berkelland;1e halfjaar 2024;2985.0;2765.0;68.0;139.0
33;Totaal;Bernheze;1e halfjaar 2024;1930.0;1795.0;59.0;128.0
34;Totaal;Best;1e halfjaar 2024;1520.0;1435.0;49.0;103.0
35;Totaal;Beuningen;1e halfjaar 2024;1595.0;1485.0;60.0;125.0
36;Totaal;Beverwijk;1e halfjaar 2024;2565.0;2425.0;60.0;119.0
37;Totaal;De Bilt;1e halfjaar 2024;2380.0;2240.0;54.0;111.0
38;Totaal;Bladel;1e halfjaar 2024;1385.0;1270.0;66.0;135.0
39;Totaal;Blaricum;1e halfjaar 2024;530.0;500.0;41.0;91.0
40;Totaal;Bloemendaal;1e halfjaar 2024;1455.0;1340.0;61.0;127.0
41;Totaal;Bodegraven-Reeuwijk;1e halfjaar 2024;955.0;870.0;26.0;56.0
42;Totaal;Boekel;1e halfjaar 2024;655.0;610.0;58.0;128.0
43;Totaal;Borger-Odoorn;1e halfjaar 2024;1965.0;1810.0;76.0;153.0
44;Totaal;Borne;1e halfjaar 2024;1835.0;1710.0;74.0;160.0
45;Totaal;Borsele;1e halfjaar 2024;1630.0;1515.0;70.0;149.0
46;Totaal;Boxtel;1e halfjaar 2024;2220.0;2090.0;65.0;131.0
47;Totaal;Breda;1e halfjaar 2024;14595.0;13175.0;78.0;139.0
48;Totaal;Bronckhorst;1e halfjaar 2024;1835.0;1750.0;51.0;108.0
49;Totaal;Brummen;1e halfjaar 2024;1395.0;1315.0;66.0;134.0
50;Totaal;Brunssum;1e halfjaar 2024;3030.0;2795.0;109.0;197.0
51;Totaal;Bunnik;1e halfjaar 2024;735.0;695.0;46.0;98.0
52;Totaal;Bunschoten;1e halfjaar 2024;1370.0;1260.0;61.0;138.0
53;Totaal;Buren;1e halfjaar 2024;1195.0;1125.0;43.0;95.0
54;Totaal;Capelle aan den IJssel;1e halfjaar 2024;;;;
55;Totaal;Castricum;1e halfjaar 2024;1960.0;1840.0;54.0;110.0
56;Totaal;Coevorden;1e halfjaar 2024;2325.0;2195.0;65.0;134.0
57;Totaal;Cranendonck;1e halfjaar 2024;1180.0;1120.0;57.0;118.0
58;Totaal;Culemborg;1e halfjaar 2024;1760.0;1630.0;59.0;121.0
59;Totaal;Dalfsen;1e halfjaar 2024;1490.0;1420.0;50.0;113.0
60;Totaal;Dantumadiel;1e halfjaar 2024;1395.0;1320.0;73.0;157.0
61;Totaal;Delft;1e halfjaar 2024;6685.0;6260.0;61.0;97.0
62;Totaal;Deurne;1e halfjaar 2024;2750.0;2485.0;83.0;166.0
63;Totaal;Deventer;1e halfjaar 2024;7780.0;7235.0;75.0;145.0
64;Totaal;Diemen;1e halfjaar 2024;2030.0;1780.0;61.0;105.0
65;Totaal;Dijk en Waard;1e halfjaar 2024;3885.0;3695.0;43.0;94.0
66;Totaal;Dinkelland;1e halfjaar 2024;1805.0;1670.0;67.0;150.0
67;Totaal;Doesburg;1e halfjaar 2024;720.0;695.0;65.0;126.0
68;Totaal;Doetinchem;1e halfjaar 2024;4665.0;4395.0;78.0;157.0
69;Totaal;Dongen;1e halfjaar 2024;1370.0;1305.0;51.0;106.0
70;Totaal;Dordrecht;1e halfjaar 2024;9780.0;9155.0;80.0;154.0
71;Totaal;Drechterland;1e halfjaar 2024;1350.0;1225.0;66.0;137.0
72;Totaal;Drimmelen;1e halfjaar 2024;1950.0;1795.0;69.0;140.0
73;Totaal;Dronten;1e halfjaar 2024;2385.0;2180.0;54.0;109.0
74;Totaal;Druten;1e halfjaar 2024;1605.0;1415.0;82.0;163.0
75;Totaal;Duiven;1e halfjaar 2024;1605.0;1515.0;65.0;137.0
76;Totaal;Echt-Susteren;1e halfjaar 2024;2655.0;2430.0;83.0;159.0
77;Totaal;Edam-Volendam;1e halfjaar 2024;1700.0;1595.0;46.0;101.0
78;Totaal;Ede;1e halfjaar 2024;7910.0;7280.0;64.0;133.0
79;Totaal;Eemnes;1e halfjaar 2024;375.0;360.0;38.0;84.0
80;Totaal;Eemsdelta;1e halfjaar 2024;2650.0;2530.0;59.0;116.0
81;Totaal;Eersel;1e halfjaar 2024;1265.0;1175.0;63.0;132.0
82;Totaal;Eijsden-Margraten;1e halfjaar 2024;980.0;965.0;38.0;82.0
83;Totaal;Eindhoven;1e halfjaar 2024;17405.0;16250.0;71.0;124.0
84;Totaal;Elburg;1e halfjaar 2024;1205.0;1130.0;50.0;113.0
85;Totaal;Emmen;1e halfjaar 2024;8765.0;8250.0;80.0;159.0
86;Totaal;Enkhuizen;1e halfjaar 2024;1475.0;1370.0;78.0;150.0
87;Totaal;Enschede;1e halfjaar 2024;16025.0;14720.0;99.0;174.0
88;Totaal;Epe;1e halfjaar 2024;1760.0;1685.0;53.0;112.0
89;Totaal;Ermelo;1e halfjaar 2024;1810.0;1710.0;65.0;132.0
90;Totaal;Etten-Leur;1e halfjaar 2024;3615.0;3270.0;80.0;160.0
91;Totaal;De Fryske Marren;1e halfjaar 2024;3070.0;2860.0;59.0;122.0
92;Totaal;Geertruidenberg;1e halfjaar 2024;2105.0;1865.0;95.0;184.0
93;Totaal;Geldrop-Mierlo;1e halfjaar 2024;2430.0;2265.0;60.0;121.0
94;Totaal;Gemert-Bakel;1e halfjaar 2024;2005.0;1865.0;64.0;136.0
95;Totaal;Gennep;1e halfjaar 2024;1390.0;1240.0;78.0;147.0
96;Totaal;Gilze en Rijen;1e halfjaar 2024;2035.0;1890.0;74.0;157.0
97;Totaal;Goeree-Overflakkee;1e halfjaar 2024;3045.0;2830.0;59.0;122.0
98;Totaal;Goes;1e halfjaar 2024;4030.0;3690.0;102.0;189.0
99;Totaal;Goirle;1e halfjaar 2024;1615.0;1515.0;66.0;140.0
100;Totaal;Gooise Meren;1e halfjaar 2024;3395.0;3180.0;56.0;114.0
101;Totaal;Gorinchem;1e halfjaar 2024;2855.0;2655.0;74.0;146.0
102;Totaal;Gouda;1e halfjaar 2024;4970.0;4655.0;66.0;128.0
103;Totaal;'s-Gravenhage (gemeente);1e halfjaar 2024;33400.0;31535.0;59.0;109.0
104;Totaal;Groningen (gemeente);1e halfjaar 2024;14690.0;13905.0;60.0;94.0
105;Totaal;Gulpen-Wittem;1e halfjaar 2024;1030.0;960.0;73.0;140.0
106;Totaal;Haaksbergen;1e halfjaar 2024;1510.0;1440.0;62.0;133.0
107;Totaal;Haarlem;1e halfjaar 2024;9810.0;9155.0;59.0;110.0
108;Totaal;Haarlemmermeer;1e halfjaar 2024;8660.0;7925.0;53.0;112.0
109;Totaal;Halderberge;1e halfjaar 2024;2285.0;2085.0;73.0;148.0
110;Totaal;Hardenberg;1e halfjaar 2024;4305.0;3990.0;68.0;150.0
111;Totaal;Harderwijk;1e halfjaar 2024;3350.0;3155.0;68.0;142.0
112;Totaal;Hardinxveld-Giessendam;1e halfjaar 2024;1165.0;1095.0;62.0;144.0
113;Totaal;Harlingen;1e halfjaar 2024;1330.0;1215.0;82.0;150.0
114;Totaal;Hattem;1e halfjaar 2024;690.0;645.0;55.0;118.0
115;Totaal;Heemskerk;1e halfjaar 2024;2535.0;2355.0;64.0;129.0
116;Totaal;Heemstede;1e halfjaar 2024;1730.0;1625.0;63.0;126.0
117;Totaal;Heerde;1e halfjaar 2024;580.0;550.0;30.0;66.0
118;Totaal;Heerenveen;1e halfjaar 2024;4310.0;3985.0;83.0;162.0
119;Totaal;Heerlen;1e halfjaar 2024;7720.0;7220.0;88.0;152.0
120;Totaal;Heeze-Leende;1e halfjaar 2024;835.0;780.0;50.0;104.0
121;Totaal;Heiloo;1e halfjaar 2024;1360.0;1265.0;56.0;111.0
122;Totaal;Den Helder;1e halfjaar 2024;4465.0;4170.0;79.0;145.0
123;Totaal;Hellendoorn;1e halfjaar 2024;2515.0;2350.0;69.0;150.0
124;Totaal;Helmond;1e halfjaar 2024;7400.0;6755.0;77.0;153.0
125;Totaal;Hendrik-Ido-Ambacht;1e halfjaar 2024;1800.0;1665.0;55.0;127.0
126;Totaal;Hengelo (O.);1e halfjaar 2024;6815.0;6390.0;82.0;157.0
127;Totaal;'s-Hertogenbosch;1e halfjaar 2024;10650.0;9860.0;66.0;124.0
128;Totaal;Heumen;1e halfjaar 2024;;;;
129;Totaal;Heusden;1e halfjaar 2024;2615.0;2475.0;57.0;121.0
130;Totaal;Hillegom;1e halfjaar 2024;1265.0;1180.0;55.0;111.0
131;Totaal;Hilvarenbeek;1e halfjaar 2024;995.0;940.0;62.0;133.0
132;Totaal;Hilversum;1e halfjaar 2024;6425.0;5965.0;68.0;129.0
133;Totaal;Hoeksche Waard;1e halfjaar 2024;4505.0;4275.0;50.0;108.0
134;Totaal;Hof van Twente;1e halfjaar 2024;2370.0;2210.0;67.0;140.0
135;Totaal;Het Hogeland;1e halfjaar 2024;3615.0;3250.0;75.0;144.0
136;Totaal;Hollands Kroon;1e halfjaar 2024;1455.0;1395.0;29.0;62.0
137;Totaal;Hoogeveen;1e halfjaar 2024;4530.0;4225.0;80.0;161.0
138;Totaal;Hoorn;1e halfjaar 2024;5470.0;5075.0;72.0;143.0
139;Totaal;Horst aan de Maas;1e halfjaar 2024;2365.0;2210.0;54.0;110.0
140;Totaal;Houten;1e halfjaar 2024;1695.0;1625.0;33.0;75.0
141;Totaal;Huizen;1e halfjaar 2024;2310.0;2180.0;56.0;112.0
142;Totaal;Hulst;1e halfjaar 2024;1380.0;1340.0;50.0;100.0
143;Totaal;IJsselstein;1e halfjaar 2024;1380.0;1330.0;41.0;90.0
144;Totaal;Kaag en Braassem;1e halfjaar 2024;;;;
145;Totaal;Kampen;1e halfjaar 2024;2865.0;2685.0;51.0;112.0
146;Totaal;Kapelle;1e halfjaar 2024;940.0;880.0;72.0;157.0
147;Totaal;Katwijk;1e halfjaar 2024;4035.0;3720.0;60.0;131.0
148;Totaal;Kerkrade;1e halfjaar 2024;5085.0;4665.0;112.0;195.0
149;Totaal;Koggenland;1e halfjaar 2024;1090.0;1020.0;46.0;100.0
150;Totaal;Krimpen aan den IJssel;1e halfjaar 2024;1745.0;1630.0;59.0;127.0
151;Totaal;Krimpenerwaard;1e halfjaar 2024;3150.0;2880.0;55.0;115.0
152;Totaal;Laarbeek;1e halfjaar 2024;1295.0;1200.0;56.0;118.0
153;Totaal;Land van Cuijk;1e halfjaar 2024;5445.0;4915.0;59.0;120.0
154;Totaal;Landgraaf;1e halfjaar 2024;3865.0;3530.0;104.0;190.0
155;Totaal;Landsmeer;1e halfjaar 2024;585.0;545.0;50.0;108.0
156;Totaal;Lansingerland;1e halfjaar 2024;2785.0;2505.0;42.0;96.0
157;Totaal;Laren (NH.);1e halfjaar 2024;635.0;595.0;56.0;106.0
158;Totaal;Leeuwarden;1e halfjaar 2024;9585.0;8980.0;74.0;131.0
159;Totaal;Leiden;1e halfjaar 2024;7835.0;7335.0;60.0;98.0
160;Totaal;Leiderdorp;1e halfjaar 2024;1375.0;1310.0;50.0;101.0
161;Totaal;Leidschendam-Voorburg;1e halfjaar 2024;4340.0;4100.0;55.0;106.0
162;Totaal;Lelystad;1e halfjaar 2024;4310.0;4070.0;51.0;107.0
163;Totaal;Leudal;1e halfjaar 2024;2080.0;1930.0;58.0;115.0
164;Totaal;Leusden;1e halfjaar 2024;1570.0;1495.0;50.0;105.0
165;Totaal;Lingewaard;1e halfjaar 2024;2995.0;2785.0;63.0;134.0
166;Totaal;Lisse;1e halfjaar 2024;1355.0;1250.0;58.0;116.0
167;Totaal;Lochem;1e halfjaar 2024;2200.0;2075.0;64.0;130.0
168;Totaal;Loon op Zand;1e halfjaar 2024;1885.0;1755.0;79.0;163.0
169;Totaal;Lopik;1e halfjaar 2024;470.0;450.0;32.0;74.0
170;Totaal;Losser;1e halfjaar 2024;1675.0;1580.0;72.0;153.0
171;Totaal;Maasdriel;1e halfjaar 2024;1590.0;1465.0;61.0;126.0
172;Totaal;Maasgouw;1e halfjaar 2024;1945.0;1760.0;80.0;149.0
173;Totaal;Maashorst;1e halfjaar 2024;3570.0;3375.0;60.0;126.0
174;Totaal;Maassluis;1e halfjaar 2024;2535.0;2355.0;71.0;144.0
175;Totaal;Maastricht;1e halfjaar 2024;11130.0;10240.0;89.0;136.0
176;Totaal;Medemblik;1e halfjaar 2024;2320.0;2145.0;50.0;105.0
177;Totaal;Meerssen;1e halfjaar 2024;1540.0;1400.0;83.0;158.0
178;Totaal;Meierijstad;1e halfjaar 2024;5145.0;4790.0;61.0;127.0
179;Totaal;Meppel;1e halfjaar 2024;2575.0;2400.0;72.0;139.0
180;Totaal;Middelburg (Z.);1e halfjaar 2024;3380.0;3160.0;68.0;127.0
181;Totaal;Midden-Delfland;1e halfjaar 2024;920.0;840.0;48.0;103.0
182;Totaal;Midden-Drenthe;1e halfjaar 2024;1605.0;1545.0;47.0;100.0
183;Totaal;Midden-Groningen;1e halfjaar 2024;5085.0;4610.0;83.0;157.0
184;Totaal;Moerdijk;1e halfjaar 2024;2485.0;2305.0;65.0;133.0
185;Totaal;Molenlanden;1e halfjaar 2024;2390.0;2155.0;53.0;120.0
186;Totaal;Montferland;1e halfjaar 2024;2895.0;2635.0;78.0;158.0
187;Totaal;Montfoort;1e halfjaar 2024;;;;
188;Totaal;Mook en Middelaar;1e halfjaar 2024;455.0;430.0;56.0;111.0
189;Totaal;Neder-Betuwe;1e halfjaar 2024;1325.0;1240.0;52.0;124.0
190;Totaal;Nederweert;1e halfjaar 2024;925.0;865.0;53.0;109.0
191;Totaal;Nieuwegein;1e halfjaar 2024;3305.0;3160.0;50.0;101.0
192;Totaal;Nieuwkoop;1e halfjaar 2024;1535.0;1385.0;52.0;108.0
193;Totaal;Nijkerk;1e halfjaar 2024;1370.0;1315.0;30.0;69.0
194;Totaal;Nijmegen;1e halfjaar 2024;11640.0;11015.0;62.0;104.0
195;Totaal;Nissewaard;1e halfjaar 2024;7685.0;6870.0;88.0;170.0
196;Totaal;Noardeast-Fryslân;1e halfjaar 2024;3280.0;3030.0;72.0;146.0
197;Totaal;Noord-Beveland;1e halfjaar 2024;660.0;620.0;83.0;154.0
198;Totaal;Noordenveld;1e halfjaar 2024;2120.0;1980.0;67.0;133.0
199;Totaal;Noordoostpolder;1e halfjaar 2024;2835.0;2620.0;57.0;119.0
200;Totaal;Noordwijk;1e halfjaar 2024;2610.0;2380.0;57.0;109.0
201;Totaal;Nuenen, Gerwen en Nederwetten;1e halfjaar 2024;1120.0;1050.0;46.0;97.0
202;Totaal;Nunspeet;1e halfjaar 2024;1610.0;1510.0;55.0;124.0
203;Totaal;Oegstgeest;1e halfjaar 2024;1185.0;1120.0;46.0;95.0
204;Totaal;Oirschot;1e halfjaar 2024;910.0;870.0;47.0;103.0
205;Totaal;Oisterwijk;1e halfjaar 2024;2060.0;1925.0;62.0;127.0
206;Totaal;Oldambt;1e halfjaar 2024;4155.0;3805.0;105.0;194.0
207;Totaal;Oldebroek;1e halfjaar 2024;745.0;720.0;31.0;73.0
208;Totaal;Oldenzaal;1e halfjaar 2024;2795.0;2620.0;88.0;177.0
209;Totaal;Olst-Wijhe;1e halfjaar 2024;1280.0;1180.0;68.0;141.0
210;Totaal;Ommen;1e halfjaar 2024;1235.0;1145.0;65.0;137.0
211;Totaal;Oost Gelre;1e halfjaar 2024;1670.0;1560.0;56.0;116.0
212;Totaal;Oosterhout;1e halfjaar 2024;5270.0;4765.0;91.0;178.0
213;Totaal;Ooststellingwerf;1e halfjaar 2024;1935.0;1790.0;75.0;147.0
214;Totaal;Oostzaan;1e halfjaar 2024;430.0;395.0;44.0;93.0
215;Totaal;Opmeer;1e halfjaar 2024;625.0;600.0;51.0;111.0
216;Totaal;Opsterland;1e halfjaar 2024;1675.0;1600.0;56.0;119.0
217;Totaal;Oss;1e halfjaar 2024;8070.0;7350.0;85.0;168.0
218;Totaal;Oude IJsselstreek;1e halfjaar 2024;2730.0;2565.0;69.0;141.0
219;Totaal;Ouder-Amstel;1e halfjaar 2024;985.0;860.0;68.0;127.0
220;Totaal;Oudewater;1e halfjaar 2024;495.0;470.0;48.0;104.0
221;Totaal;Overbetuwe;1e halfjaar 2024;2595.0;2415.0;53.0;115.0
222;Totaal;Papendrecht;1e halfjaar 2024;2420.0;2225.0;75.0;153.0
223;Totaal;Peel en Maas;1e halfjaar 2024;2180.0;2015.0;48.0;97.0
224;Totaal;Pekela;1e halfjaar 2024;1115.0;1025.0;89.0;174.0
225;Totaal;Pijnacker-Nootdorp;1e halfjaar 2024;2085.0;1880.0;36.0;80.0
226;Totaal;Purmerend;1e halfjaar 2024;7915.0;7205.0;83.0;162.0
227;Totaal;Putten;1e halfjaar 2024;1170.0;1100.0;47.0;105.0
228;Totaal;Raalte;1e halfjaar 2024;2795.0;2595.0;73.0;154.0
229;Totaal;Reimerswaal;1e halfjaar 2024;;;;
230;Totaal;Renkum;1e halfjaar 2024;2585.0;2395.0;82.0;151.0
231;Totaal;Renswoude;1e halfjaar 2024;190.0;185.0;33.0;81.0
232;Totaal;Reusel-De Mierden;1e halfjaar 2024;730.0;685.0;54.0;116.0
233;Totaal;Rheden;1e halfjaar 2024;3480.0;3275.0;80.0;146.0
234;Totaal;Rhenen;1e halfjaar 2024;1110.0;1020.0;55.0;116.0
235;Totaal;Ridderkerk;1e halfjaar 2024;3655.0;3395.0;77.0;155.0
236;Totaal;Rijssen-Holten;1e halfjaar 2024;2150.0;2005.0;56.0;132.0
237;Totaal;Rijswijk (ZH.);1e halfjaar 2024;4485.0;4030.0;75.0;136.0
238;Totaal;Roerdalen;1e halfjaar 2024;1465.0;1375.0;70.0;139.0
239;Totaal;Roermond;1e halfjaar 2024;4075.0;3830.0;67.0;126.0
240;Totaal;De Ronde Venen;1e halfjaar 2024;2075.0;1945.0;45.0;96.0
241;Totaal;Roosendaal;1e halfjaar 2024;6145.0;5560.0;79.0;149.0
242;Totaal;Rotterdam;1e halfjaar 2024;51945.0;48255.0;77.0;138.0
243;Totaal;Rozendaal;1e halfjaar 2024;45.0;40.0;25.0;54.0
244;Totaal;Rucphen;1e halfjaar 2024;1400.0;1320.0;59.0;124.0
245;Totaal;Schagen;1e halfjaar 2024;2225.0;2120.0;47.0;96.0
246;Totaal;Scherpenzeel;1e halfjaar 2024;600.0;555.0;58.0;129.0
247;Totaal;Schiedam;1e halfjaar 2024;5180.0;4800.0;63.0;121.0
248;Totaal;Schiermonnikoog;1e halfjaar 2024;50.0;50.0;50.0;82.0
249;Totaal;Schouwen-Duiveland;1e halfjaar 2024;2410.0;2250.0;70.0;136.0
250;Totaal;Simpelveld;1e halfjaar 2024;745.0;690.0;73.0;139.0
251;Totaal;Sint-Michielsgestel;1e halfjaar 2024;1765.0;1640.0;59.0;127.0
252;Totaal;Sittard-Geleen;1e halfjaar 2024;9205.0;8485.0;99.0;178.0
253;Totaal;Sliedrecht;1e halfjaar 2024;2375.0;2120.0;90.0;181.0
254;Totaal;Sluis;1e halfjaar 2024;2030.0;1845.0;88.0;158.0
255;Totaal;Smallingerland;1e halfjaar 2024;4455.0;4115.0;79.0;153.0
256;Totaal;Soest;1e halfjaar 2024;2425.0;2320.0;51.0;106.0
257;Totaal;Someren;1e halfjaar 2024;1045.0;990.0;52.0;112.0
258;Totaal;Son en Breugel;1e halfjaar 2024;1040.0;940.0;58.0;120.0
259;Totaal;Stadskanaal;1e halfjaar 2024;3790.0;3450.0;118.0;223.0
260;Totaal;Staphorst;1e halfjaar 2024;575.0;540.0;32.0;84.0
261;Totaal;Stede Broec;1e halfjaar 2024;1570.0;1420.0;71.0;144.0
262;Totaal;Steenbergen;1e halfjaar 2024;2005.0;1805.0;82.0;159.0
263;Totaal;Steenwijkerland;1e halfjaar 2024;3025.0;2865.0;67.0;138.0
264;Totaal;Stein (L.);1e halfjaar 2024;;;;
265;Totaal;Stichtse Vecht;1e halfjaar 2024;;;;
266;Totaal;Súdwest-Fryslân;1e halfjaar 2024;6835.0;6340.0;76.0;149.0
267;Totaal;Terneuzen;1e halfjaar 2024;3760.0;3570.0;68.0;131.0
268;Totaal;Terschelling;1e halfjaar 2024;270.0;250.0;55.0;94.0
269;Totaal;Texel;1e halfjaar 2024;705.0;680.0;51.0;96.0
270;Totaal;Teylingen;1e halfjaar 2024;1810.0;1690.0;47.0;98.0
271;Totaal;Tholen;1e halfjaar 2024;1365.0;1310.0;51.0;115.0
272;Totaal;Tiel;1e halfjaar 2024;3140.0;2850.0;74.0;144.0
273;Totaal;Tilburg;1e halfjaar 2024;17205.0;16110.0;75.0;135.0
274;Totaal;Tubbergen;1e halfjaar 2024;1415.0;1330.0;66.0;154.0
275;Totaal;Twenterand;1e halfjaar 2024;2375.0;2230.0;70.0;160.0
276;Totaal;Tynaarlo;1e halfjaar 2024;1680.0;1575.0;48.0;101.0
277;Totaal;Tytsjerksteradiel;1e halfjaar 2024;1635.0;1560.0;50.0;107.0
278;Totaal;Uitgeest;1e halfjaar 2024;560.0;520.0;42.0;90.0
279;Totaal;Uithoorn;1e halfjaar 2024;1825.0;1695.0;58.0;120.0
280;Totaal;Urk;1e halfjaar 2024;760.0;705.0;35.0;99.0
281;Totaal;Utrecht (gemeente);1e halfjaar 2024;18405.0;17260.0;49.0;88.0
282;Totaal;Utrechtse Heuvelrug;1e halfjaar 2024;3150.0;2825.0;62.0;120.0
283;Totaal;Vaals;1e halfjaar 2024;385.0;380.0;38.0;66.0
284;Totaal;Valkenburg aan de Geul;1e halfjaar 2024;1465.0;1345.0;89.0;158.0
285;Totaal;Valkenswaard;1e halfjaar 2024;2300.0;2165.0;72.0;142.0
286;Totaal;Veendam;1e halfjaar 2024;2200.0;2035.0;80.0;155.0
287;Totaal;Veenendaal;1e halfjaar 2024;4500.0;4195.0;65.0;138.0
288;Totaal;Veere;1e halfjaar 2024;880.0;855.0;40.0;85.0
289;Totaal;Veldhoven;1e halfjaar 2024;3550.0;3250.0;76.0;151.0
290;Totaal;Velsen;1e halfjaar 2024;4605.0;4310.0;66.0;132.0
291;Totaal;Venlo;1e halfjaar 2024;8200.0;7640.0;79.0;150.0
292;Totaal;Venray;1e halfjaar 2024;2800.0;2635.0;63.0;125.0
293;Totaal;Vijfheerenlanden;1e halfjaar 2024;3535.0;3235.0;57.0;124.0
294;Totaal;Vlaardingen;1e halfjaar 2024;5870.0;5455.0;77.0;146.0
295;Totaal;Vlieland;1e halfjaar 2024;70.0;60.0;55.0;81.0
296;Totaal;Vlissingen;1e halfjaar 2024;4135.0;3875.0;91.0;163.0
297;Totaal;Voerendaal;1e halfjaar 2024;905.0;825.0;73.0;144.0
298;Totaal;Voorne aan Zee;1e halfjaar 2024;5230.0;4600.0;70.0;134.0
299;Totaal;Voorschoten;1e halfjaar 2024;1255.0;1180.0;49.0;100.0
300;Totaal;Voorst;1e halfjaar 2024;1675.0;1540.0;66.0;138.0
301;Totaal;Vught;1e halfjaar 2024;1685.0;1595.0;52.0;107.0
302;Totaal;Waadhoeke;1e halfjaar 2024;3170.0;2940.0;68.0;136.0
303;Totaal;Waalre;1e halfjaar 2024;1100.0;1015.0;61.0;126.0
304;Totaal;Waalwijk;1e halfjaar 2024;3540.0;3330.0;70.0;141.0
305;Totaal;Waddinxveen;1e halfjaar 2024;1385.0;1300.0;41.0;92.0
306;Totaal;Wageningen;1e halfjaar 2024;2470.0;2295.0;58.0;88.0
307;Totaal;Wassenaar;1e halfjaar 2024;1230.0;1175.0;45.0;94.0
308;Totaal;Waterland;1e halfjaar 2024;1125.0;1040.0;64.0;130.0
309;Totaal;Weert;1e halfjaar 2024;3370.0;3155.0;66.0;128.0
310;Totaal;West Betuwe;1e halfjaar 2024;2630.0;2415.0;50.0;109.0
311;Totaal;West Maas en Waal;1e halfjaar 2024;890.0;855.0;44.0;94.0
312;Totaal;Westerkwartier;1e halfjaar 2024;4245.0;3915.0;65.0;137.0
313;Totaal;Westerveld;1e halfjaar 2024;1240.0;1175.0;62.0;124.0
314;Totaal;Westervoort;1e halfjaar 2024;1015.0;965.0;67.0;138.0
315;Totaal;Westerwolde;1e halfjaar 2024;2490.0;2285.0;94.0;190.0
316;Totaal;Westland;1e halfjaar 2024;5975.0;5580.0;52.0;109.0
317;Totaal;Weststellingwerf;1e halfjaar 2024;1540.0;1465.0;58.0;120.0
318;Totaal;Wierden;1e halfjaar 2024;1420.0;1335.0;57.0;130.0
319;Totaal;Wijchen;1e halfjaar 2024;2780.0;2585.0;67.0;138.0
320;Totaal;Wijdemeren;1e halfjaar 2024;1370.0;1290.0;56.0;116.0
321;Totaal;Wijk bij Duurstede;1e halfjaar 2024;;;;
322;Totaal;Winterswijk;1e halfjaar 2024;1830.0;1745.0;63.0;127.0
