ID;Opdrachtgever;Functies;Perioden;TotaalGemaakteKostenGWW_1;KleinOnderhoud_2;Kapitaalswerken_3;TotaalInEigenBeheer_4;KleinOnderhoud_5;Kapitaalswerken_6;TotaalUitbesteed_7;KleinOnderhoud_8;Kapitaalswerken_9
990;Rijk;Totaal functies;1992 1e kwartaal;146;40;106;0;0;0;146;39;106
991;Rijk;Totaal functies;1992 2e kwartaal;175;49;126;1;1;0;174;49;126
992;Rijk;Totaal functies;1992 3e kwartaal;219;69;150;0;0;0;218;69;150
993;Rijk;Totaal functies;1992 4e kwartaal;391;141;250;2;1;0;389;140;250
994;Rijk;Totaal functies;1992;931;299;631;4;3;0;927;296;631
995;Rijk;Totaal functies;1993 1e kwartaal;153;41;112;0;0;0;152;41;112
996;Rijk;Totaal functies;1993 2e kwartaal;181;52;129;0;0;0;181;52;129
997;Rijk;Totaal functies;1993 3e kwartaal;227;61;166;0;0;0;226;60;166
998;Rijk;Totaal functies;1993 4e kwartaal;496;160;336;0;0;0;495;160;336
999;Rijk;Totaal functies;1993;1055;313;742;1;0;0;1055;312;742
1000;Rijk;Totaal functies;1994 1e kwartaal;151;41;109;1;1;0;149;40;109
1001;Rijk;Totaal functies;1994 2e kwartaal;188;63;125;1;1;0;187;62;125
1002;Rijk;Totaal functies;1994 3e kwartaal;243;79;163;1;1;0;242;79;163
1003;Rijk;Totaal functies;1994 4e kwartaal;483;148;335;1;1;0;482;147;335
1004;Rijk;Totaal functies;1994;1065;332;733;5;4;1;1060;328;732
1005;Rijk;Totaal functies;1995 1e kwartaal;145;40;105;1;1;0;144;39;105
1006;Rijk;Totaal functies;1995 2e kwartaal;189;55;134;1;1;0;188;54;134
1007;Rijk;Totaal functies;1995 3e kwartaal;231;67;163;1;0;0;230;67;163
1008;Rijk;Totaal functies;1995 4e kwartaal;523;144;379;2;1;0;521;142;378
1009;Rijk;Totaal functies;1995;1088;306;781;4;4;0;1084;303;781
1010;Rijk;Totaal functies;1996 1e kwartaal;172;45;128;0;0;0;172;44;128
1011;Rijk;Totaal functies;1996 2e kwartaal;271;70;201;1;1;0;270;69;201
1012;Rijk;Totaal functies;1996 3e kwartaal;298;79;218;1;0;0;297;79;218
1013;Rijk;Totaal functies;1996 4e kwartaal;507;156;351;2;1;1;505;155;350
1014;Rijk;Totaal functies;1996;1248;350;898;4;3;1;1244;347;898
1015;Rijk;Totaal functies;1997 1e kwartaal;206;62;144;1;1;0;205;61;144
1016;Rijk;Totaal functies;1997 2e kwartaal;317;84;232;0;0;0;316;83;232
1017;Rijk;Totaal functies;1997 3e kwartaal;316;82;234;1;0;0;315;81;234
1018;Rijk;Totaal functies;1997 4e kwartaal;345;101;245;1;1;0;344;100;244
1019;Rijk;Totaal functies;1997;1184;329;855;4;3;0;1180;326;854
1020;Rijk;Totaal functies;1998 1e kwartaal;207;62;146;1;1;0;206;61;145
1021;Rijk;Totaal functies;1998 2e kwartaal;312;84;228;0;0;0;311;83;228
1022;Rijk;Totaal functies;1998 3e kwartaal;314;82;231;1;0;0;313;82;231
1023;Rijk;Totaal functies;1998 4e kwartaal;341;101;241;1;1;0;340;100;241
1024;Rijk;Totaal functies;1998;1174;329;845;4;3;0;1171;326;844
1025;Rijk;Totaal functies;1999 1e kwartaal;243;72;171;1;1;0;242;71;171
1026;Rijk;Totaal functies;1999 2e kwartaal;376;97;280;0;0;0;375;96;279
1027;Rijk;Totaal functies;1999 3e kwartaal;383;97;287;1;0;0;383;96;287
1028;Rijk;Totaal functies;1999 4e kwartaal;414;118;296;1;1;0;412;117;296
1029;Rijk;Totaal functies;1999;1416;383;1033;4;3;0;1413;380;1032
1030;Rijk;Totaal functies;2000 1e kwartaal;206;59;146;1;1;0;205;59;146
1031;Rijk;Totaal functies;2000 2e kwartaal;312;80;233;5;0;4;308;79;228
1032;Rijk;Totaal functies;2000 3e kwartaal;638;163;475;1;0;0;638;162;475
1033;Rijk;Totaal functies;2000 4e kwartaal;732;233;499;1;1;0;731;232;499
1034;Rijk;Totaal functies;2000;1888;535;1353;8;3;5;1880;531;1349
1035;Rijk;Totaal functies;2001 1e kwartaal;263;110;152;1;1;0;262;109;152
1036;Rijk;Totaal functies;2001 2e kwartaal;372;163;209;0;0;0;372;163;209
1037;Rijk;Totaal functies;2001 3e kwartaal;690;363;326;0;0;0;690;363;326
1038;Rijk;Totaal functies;2001 4e kwartaal;460;242;218;0;0;0;460;242;218
1039;Rijk;Totaal functies;2001;1785;879;905;1;1;0;1784;878;905
1040;Rijk;Totaal functies;2002 1e kwartaal;248;109;140;0;0;0;248;109;140
1041;Rijk;Totaal functies;2002 2e kwartaal;306;77;229;1;1;0;305;76;229
1042;Rijk;Totaal functies;2002 3e kwartaal;474;249;225;4;4;0;470;245;225
1043;Rijk;Totaal functies;2002 4e kwartaal;904;368;536;6;6;0;898;362;536
1044;Rijk;Totaal functies;2002;1933;802;1131;11;11;0;1922;792;1131
1045;Rijk;Totaal functies;2003 1e kwartaal;202;74;127;3;3;0;199;72;127
1046;Rijk;Totaal functies;2003 2e kwartaal;308;110;198;1;1;0;307;109;198
1047;Rijk;Totaal functies;2003 3e kwartaal;521;230;291;4;4;0;518;227;291
1048;Rijk;Totaal functies;2003 4e kwartaal;782;348;434;6;6;0;776;342;434
1049;Rijk;Totaal functies;2003;1802;761;1041;14;14;0;1789;747;1041
1050;Rijk;Wegverkeer;1989 1e kwartaal;79;18;61;0;0;0;79;18;61
1051;Rijk;Wegverkeer;1989 2e kwartaal;105;21;84;0;0;0;105;21;84
1052;Rijk;Wegverkeer;1989 3e kwartaal;150;30;119;0;0;0;150;30;119
1053;Rijk;Wegverkeer;1989 4e kwartaal;271;46;226;0;0;0;271;45;226
1054;Rijk;Wegverkeer;1989;604;114;490;1;1;0;604;114;490
1055;Rijk;Wegverkeer;1990 1e kwartaal;91;18;73;0;0;0;91;18;73
1056;Rijk;Wegverkeer;1990 2e kwartaal;126;21;105;0;0;0;126;21;105
1057;Rijk;Wegverkeer;1990 3e kwartaal;156;38;118;0;0;0;155;38;118
1058;Rijk;Wegverkeer;1990 4e kwartaal;205;51;154;0;0;0;205;51;154
1059;Rijk;Wegverkeer;1990;577;128;449;1;1;0;576;128;449
1060;Rijk;Wegverkeer;1991 1e kwartaal;87;28;59;0;0;0;87;28;59
1061;Rijk;Wegverkeer;1991 2e kwartaal;108;41;68;0;0;0;108;41;68
1062;Rijk;Wegverkeer;1991 3e kwartaal;149;59;89;0;0;0;148;59;89
1063;Rijk;Wegverkeer;1991 4e kwartaal;199;85;114;0;0;0;199;84;114
1064;Rijk;Wegverkeer;1991;543;213;329;1;1;0;542;212;329
1065;Rijk;Wegverkeer;1992 1e kwartaal;92;34;58;0;0;0;92;34;58
1066;Rijk;Wegverkeer;1992 2e kwartaal;91;37;54;0;0;0;91;37;54
1067;Rijk;Wegverkeer;1992 3e kwartaal;118;56;62;0;0;0;118;56;62
1068;Rijk;Wegverkeer;1992 4e kwartaal;222;115;108;0;0;0;222;114;108
1069;Rijk;Wegverkeer;1992;524;242;282;1;1;0;522;241;281
1070;Rijk;Wegverkeer;1993 1e kwartaal;97;35;63;0;0;0;97;35;63
1071;Rijk;Wegverkeer;1993 2e kwartaal;93;38;55;0;0;0;93;38;55
1072;Rijk;Wegverkeer;1993 3e kwartaal;128;50;78;0;0;0;128;50;78
1073;Rijk;Wegverkeer;1993 4e kwartaal;273;137;136;0;0;0;273;137;136
1074;Rijk;Wegverkeer;1993;592;260;332;0;0;0;592;260;332
1075;Rijk;Wegverkeer;1994 1e kwartaal;95;35;60;0;0;0;95;35;60
1076;Rijk;Wegverkeer;1994 2e kwartaal;114;45;69;0;0;0;113;45;69
1077;Rijk;Wegverkeer;1994 3e kwartaal;150;59;90;0;0;0;149;59;90
1078;Rijk;Wegverkeer;1994 4e kwartaal;326;120;205;0;0;0;325;120;205
1079;Rijk;Wegverkeer;1994;684;260;424;1;1;0;683;260;423
1080;Rijk;Wegverkeer;1995 1e kwartaal;88;30;57;0;0;0;88;30;57
1081;Rijk;Wegverkeer;1995 2e kwartaal;125;45;80;0;0;0;125;45;80
1082;Rijk;Wegverkeer;1995 3e kwartaal;156;57;99;0;0;0;156;56;99
1083;Rijk;Wegverkeer;1995 4e kwartaal;381;126;255;1;0;0;380;126;255
1084;Rijk;Wegverkeer;1995;750;259;491;1;1;0;749;258;491
1085;Rijk;Wegverkeer;1996 1e kwartaal;112;36;76;0;0;0;111;36;76
1086;Rijk;Wegverkeer;1996 2e kwartaal;193;54;139;0;0;0;192;54;139
1087;Rijk;Wegverkeer;1996 3e kwartaal;216;65;150;0;0;0;215;65;150
1088;Rijk;Wegverkeer;1996 4e kwartaal;359;130;230;1;0;0;358;129;229
1089;Rijk;Wegverkeer;1996;879;285;594;1;1;0;878;284;594
1090;Rijk;Wegverkeer;1997 1e kwartaal;127;47;80;0;0;0;127;47;80
1091;Rijk;Wegverkeer;1997 2e kwartaal;209;63;146;0;0;0;209;63;146
1092;Rijk;Wegverkeer;1997 3e kwartaal;211;63;147;0;0;0;211;63;147
1093;Rijk;Wegverkeer;1997 4e kwartaal;237;82;155;0;0;0;237;82;155
1094;Rijk;Wegverkeer;1997;784;255;529;1;1;0;783;254;529
1095;Rijk;Wegverkeer;1998 1e kwartaal;127;47;80;0;0;0;127;47;80
1096;Rijk;Wegverkeer;1998 2e kwartaal;209;63;146;0;0;0;209;63;146
1097;Rijk;Wegverkeer;1998 3e kwartaal;211;63;147;0;0;0;211;63;147
1098;Rijk;Wegverkeer;1998 4e kwartaal;237;82;155;0;0;0;237;82;155
1099;Rijk;Wegverkeer;1998;784;255;529;1;1;0;783;254;529
1100;Rijk;Wegverkeer;1999 1e kwartaal;156;55;100;0;0;0;155;55;100
1101;Rijk;Wegverkeer;1999 2e kwartaal;261;73;188;0;0;0;260;73;188
1102;Rijk;Wegverkeer;1999 3e kwartaal;261;74;187;0;0;0;261;74;187
1103;Rijk;Wegverkeer;1999 4e kwartaal;296;97;200;0;0;0;296;96;200
1104;Rijk;Wegverkeer;1999;974;299;675;1;1;0;973;298;675
1105;Rijk;Wegverkeer;2000 1e kwartaal;128;45;82;0;0;0;127;45;82
1106;Rijk;Wegverkeer;2000 2e kwartaal;213;59;154;0;0;0;213;59;154
1107;Rijk;Wegverkeer;2000 3e kwartaal;442;126;316;0;0;0;441;125;316
1108;Rijk;Wegverkeer;2000 4e kwartaal;564;201;362;0;0;0;564;201;362
1109;Rijk;Wegverkeer;2000;1346;432;914;1;1;0;1345;431;914
1110;Rijk;Wegverkeer;2001 1e kwartaal;185;64;121;0;0;0;184;64;121
1111;Rijk;Wegverkeer;2001 2e kwartaal;275;95;180;0;0;0;275;95;180
1112;Rijk;Wegverkeer;2001 3e kwartaal;476;198;279;0;0;0;476;198;279
1113;Rijk;Wegverkeer;2001 4e kwartaal;318;132;186;0;0;0;318;132;186
1114;Rijk;Wegverkeer;2001;1254;488;766;0;0;0;1254;488;766
1115;Rijk;Wegverkeer;2002 1e kwartaal;184;63;120;0;0;0;184;63;120
1116;Rijk;Wegverkeer;2002 2e kwartaal;268;68;200;0;0;0;268;68;200
1117;Rijk;Wegverkeer;2002 3e kwartaal;318;132;186;0;0;0;318;132;186
1118;Rijk;Wegverkeer;2002 4e kwartaal;586;207;379;0;0;0;586;207;379
1119;Rijk;Wegverkeer;2002;1355;470;885;0;0;0;1355;470;885
1120;Rijk;Wegverkeer;2003 1e kwartaal;151;50;101;0;0;0;151;50;101
1121;Rijk;Wegverkeer;2003 2e kwartaal;234;76;157;0;0;0;233;76;157
1122;Rijk;Wegverkeer;2003 3e kwartaal;325;120;205;0;0;0;325;120;205
1123;Rijk;Wegverkeer;2003 4e kwartaal;487;180;307;0;0;0;487;180;307
1124;Rijk;Wegverkeer;2003;1190;426;764;0;0;0;1190;426;764
1125;Rijk;Waterverkeer/beheersing;1989 1e kwartaal;21;11;10;0;0;0;21;11;10
1126;Rijk;Waterverkeer/beheersing;1989 2e kwartaal;29;15;15;0;0;0;29;15;14
1127;Rijk;Waterverkeer/beheersing;1989 3e kwartaal;41;21;20;1;0;0;40;21;19
1128;Rijk;Waterverkeer/beheersing;1989 4e kwartaal;97;49;48;1;0;0;96;49;48
1129;Rijk;Waterverkeer/beheersing;1989;189;97;93;3;1;2;186;96;90
1130;Rijk;Waterverkeer/beheersing;1990 1e kwartaal;34;15;19;0;0;0;33;15;19
1131;Rijk;Waterverkeer/beheersing;1990 2e kwartaal;32;23;10;0;0;0;32;23;9
1132;Rijk;Waterverkeer/beheersing;1990 3e kwartaal;45;26;19;0;0;0;44;26;18
1133;Rijk;Waterverkeer/beheersing;1990 4e kwartaal;108;58;50;1;0;0;108;58;49
1134;Rijk;Waterverkeer/beheersing;1990;220;122;98;3;1;2;217;121;95
1135;Rijk;Waterverkeer/beheersing;1991 1e kwartaal;51;21;30;1;0;0;50;20;29
1136;Rijk;Waterverkeer/beheersing;1991 2e kwartaal;52;25;28;0;0;0;52;25;27
1137;Rijk;Waterverkeer/beheersing;1991 3e kwartaal;64;32;32;0;0;0;63;31;31
1138;Rijk;Waterverkeer/beheersing;1991 4e kwartaal;124;55;69;1;0;0;123;55;68
1139;Rijk;Waterverkeer/beheersing;1991;290;133;158;3;1;2;287;132;156
1140;Rijk;Waterverkeer/beheersing;1992 1e kwartaal;40;5;36;0;0;0;40;5;36
1141;Rijk;Waterverkeer/beheersing;1992 2e kwartaal;56;8;49;0;0;0;56;7;49
1142;Rijk;Waterverkeer/beheersing;1992 3e kwartaal;72;10;62;0;0;0;71;10;62
1143;Rijk;Waterverkeer/beheersing;1992 4e kwartaal;129;25;105;0;0;0;129;24;105
1144;Rijk;Waterverkeer/beheersing;1992;298;47;251;0;0;0;297;46;250
1145;Rijk;Waterverkeer/beheersing;1993 1e kwartaal;43;5;38;0;0;0;43;5;38
1146;Rijk;Waterverkeer/beheersing;1993 2e kwartaal;54;8;46;0;0;0;54;8;46
1147;Rijk;Waterverkeer/beheersing;1993 3e kwartaal;71;10;61;0;0;0;71;10;61
1148;Rijk;Waterverkeer/beheersing;1993 4e kwartaal;192;22;170;0;0;0;192;22;170
1149;Rijk;Waterverkeer/beheersing;1993;359;45;314;0;0;0;359;45;314
1150;Rijk;Waterverkeer/beheersing;1994 1e kwartaal;42;5;37;0;0;0;42;5;37
1151;Rijk;Waterverkeer/beheersing;1994 2e kwartaal;47;14;33;0;0;0;46;14;32
1152;Rijk;Waterverkeer/beheersing;1994 3e kwartaal;62;18;43;0;0;0;61;18;43
1153;Rijk;Waterverkeer/beheersing;1994 4e kwartaal;127;26;100;0;0;0;126;26;100
1154;Rijk;Waterverkeer/beheersing;1994;277;64;213;2;1;1;275;63;212
1155;Rijk;Waterverkeer/beheersing;1995 1e kwartaal;44;8;35;0;0;0;43;8;35
1156;Rijk;Waterverkeer/beheersing;1995 2e kwartaal;43;10;34;0;0;0;43;10;34
1157;Rijk;Waterverkeer/beheersing;1995 3e kwartaal;48;9;39;0;0;0;48;9;39
1158;Rijk;Waterverkeer/beheersing;1995 4e kwartaal;107;16;91;0;0;0;107;16;91
1159;Rijk;Waterverkeer/beheersing;1995;242;44;198;1;1;0;241;43;198
1160;Rijk;Waterverkeer/beheersing;1996 1e kwartaal;40;8;32;0;0;0;40;8;32
1161;Rijk;Waterverkeer/beheersing;1996 2e kwartaal;62;13;49;0;0;0;62;12;49
1162;Rijk;Waterverkeer/beheersing;1996 3e kwartaal;66;13;53;0;0;0;65;13;53
1163;Rijk;Waterverkeer/beheersing;1996 4e kwartaal;126;25;101;0;0;0;126;25;101
1164;Rijk;Waterverkeer/beheersing;1996;294;59;235;1;0;0;293;59;235
1165;Rijk;Waterverkeer/beheersing;1997 1e kwartaal;68;14;54;0;0;0;68;14;54
1166;Rijk;Waterverkeer/beheersing;1997 2e kwartaal;90;18;72;0;0;0;90;18;72
1167;Rijk;Waterverkeer/beheersing;1997 3e kwartaal;91;18;73;0;0;0;90;18;73
1168;Rijk;Waterverkeer/beheersing;1997 4e kwartaal;88;18;71;0;0;0;88;17;71
1169;Rijk;Waterverkeer/beheersing;1997;337;67;270;1;0;0;336;67;270
1170;Rijk;Waterverkeer/beheersing;1998 1e kwartaal;69;14;55;0;0;0;69;14;55
1171;Rijk;Waterverkeer/beheersing;1998 2e kwartaal;90;18;72;0;0;0;90;18;72
1172;Rijk;Waterverkeer/beheersing;1998 3e kwartaal;91;18;73;0;0;0;90;18;73
1173;Rijk;Waterverkeer/beheersing;1998 4e kwartaal;88;18;71;0;0;0;88;17;71
1174;Rijk;Waterverkeer/beheersing;1998;338;67;270;1;0;0;337;67;270
1175;Rijk;Waterverkeer/beheersing;1999 1e kwartaal;80;16;64;0;0;0;80;16;64
1176;Rijk;Waterverkeer/beheersing;1999 2e kwartaal;103;21;83;0;0;0;103;20;83
1177;Rijk;Waterverkeer/beheersing;1999 3e kwartaal;107;21;86;0;0;0;107;21;86
1178;Rijk;Waterverkeer/beheersing;1999 4e kwartaal;100;20;80;0;0;0;100;20;80
1179;Rijk;Waterverkeer/beheersing;1999;391;78;313;1;0;0;390;77;313
1180;Rijk;Waterverkeer/beheersing;2000 1e kwartaal;66;13;53;0;0;0;65;13;53
1181;Rijk;Waterverkeer/beheersing;2000 2e kwartaal;85;17;68;4;0;4;80;17;64
1182;Rijk;Waterverkeer/beheersing;2000 3e kwartaal;181;36;145;0;0;0;181;36;145
1183;Rijk;Waterverkeer/beheersing;2000 4e kwartaal;151;30;121;0;0;0;151;30;121
1184;Rijk;Waterverkeer/beheersing;2000;482;96;386;5;0;4;477;96;382
1185;Rijk;Waterverkeer/beheersing;2001 1e kwartaal;65;46;20;0;0;0;65;46;20
1186;Rijk;Waterverkeer/beheersing;2001 2e kwartaal;97;68;29;0;0;0;97;68;29
1187;Rijk;Waterverkeer/beheersing;2001 3e kwartaal;214;166;48;0;0;0;214;166;48
1188;Rijk;Waterverkeer/beheersing;2001 4e kwartaal;142;111;32;0;0;0;142;111;32
1189;Rijk;Waterverkeer/beheersing;2001;518;390;128;0;0;0;518;390;128
1190;Rijk;Waterverkeer/beheersing;2002 1e kwartaal;65;45;19;0;0;0;65;45;19
1191;Rijk;Waterverkeer/beheersing;2002 2e kwartaal;35;6;29;0;0;0;35;6;29
1192;Rijk;Waterverkeer/beheersing;2002 3e kwartaal;142;111;32;0;0;0;142;111;32
1193;Rijk;Waterverkeer/beheersing;2002 4e kwartaal;294;150;144;0;0;0;294;150;144
1194;Rijk;Waterverkeer/beheersing;2002;536;312;224;0;0;0;536;312;224
1195;Rijk;Waterverkeer/beheersing;2003 1e kwartaal;42;20;21;0;0;0;42;20;21
1196;Rijk;Waterverkeer/beheersing;2003 2e kwartaal;63;31;32;0;0;0;63;31;32
1197;Rijk;Waterverkeer/beheersing;2003 3e kwartaal;183;104;79;0;0;0;183;104;79
1198;Rijk;Waterverkeer/beheersing;2003 4e kwartaal;274;156;118;0;0;0;274;156;118
1199;Rijk;Waterverkeer/beheersing;2003;562;312;250;0;0;0;562;312;250
1200;Rijk;Luchtverkeer;1989 1e kwartaal;0;0;0;0;0;0;0;0;0
1201;Rijk;Luchtverkeer;1989 2e kwartaal;0;0;0;0;0;0;0;0;0
1202;Rijk;Luchtverkeer;1989 3e kwartaal;0;0;0;0;0;0;0;0;0
1203;Rijk;Luchtverkeer;1989 4e kwartaal;3;0;3;0;0;0;3;0;3
1204;Rijk;Luchtverkeer;1989;5;0;5;0;0;0;5;0;5
1205;Rijk;Luchtverkeer;1990 1e kwartaal;0;0;0;0;0;0;0;0;0
1206;Rijk;Luchtverkeer;1990 2e kwartaal;0;0;0;0;0;0;0;0;0
1207;Rijk;Luchtverkeer;1990 3e kwartaal;0;0;0;0;0;0;0;0;0
1208;Rijk;Luchtverkeer;1990 4e kwartaal;3;0;3;0;0;0;3;0;3
1209;Rijk;Luchtverkeer;1990;5;0;5;0;0;0;5;0;5
1210;Rijk;Luchtverkeer;1991 1e kwartaal;0;0;0;0;0;0;0;0;0
1211;Rijk;Luchtverkeer;1991 2e kwartaal;7;0;7;0;0;0;7;0;7
1212;Rijk;Luchtverkeer;1991 3e kwartaal;3;0;3;0;0;0;3;0;3
1213;Rijk;Luchtverkeer;1991 4e kwartaal;0;0;0;0;0;0;0;0;0
1214;Rijk;Luchtverkeer;1991;11;0;11;0;0;0;11;0;11
1215;Rijk;Luchtverkeer;1992 1e kwartaal;3;0;3;0;0;0;3;0;3
1216;Rijk;Luchtverkeer;1992 2e kwartaal;2;0;2;0;0;0;2;0;2
1217;Rijk;Luchtverkeer;1992 3e kwartaal;3;0;3;0;0;0;3;0;3
1218;Rijk;Luchtverkeer;1992 4e kwartaal;0;0;0;0;0;0;0;0;0
1219;Rijk;Luchtverkeer;1992;9;0;9;0;0;0;9;0;9
1220;Rijk;Luchtverkeer;1993 1e kwartaal;0;0;0;0;0;0;0;0;0
1221;Rijk;Luchtverkeer;1993 2e kwartaal;1;0;1;0;0;0;1;0;1
1222;Rijk;Luchtverkeer;1993 3e kwartaal;4;0;4;0;0;0;4;0;4
1223;Rijk;Luchtverkeer;1993 4e kwartaal;2;0;2;0;0;0;2;0;2
1224;Rijk;Luchtverkeer;1993;7;0;7;0;0;0;7;0;7
1225;Rijk;Luchtverkeer;1994 1e kwartaal;0;0;0;0;0;0;0;0;0
1226;Rijk;Luchtverkeer;1994 2e kwartaal;5;0;5;0;0;0;5;0;5
1227;Rijk;Luchtverkeer;1994 3e kwartaal;5;0;5;0;0;0;5;0;5
1228;Rijk;Luchtverkeer;1994 4e kwartaal;0;0;0;0;0;0;0;0;0
1229;Rijk;Luchtverkeer;1994;10;0;10;0;0;0;10;0;10
1230;Rijk;Luchtverkeer;1995 1e kwartaal;0;0;0;0;0;0;0;0;0
1231;Rijk;Luchtverkeer;1995 2e kwartaal;6;0;6;0;0;0;6;0;6
1232;Rijk;Luchtverkeer;1995 3e kwartaal;5;0;5;0;0;0;5;0;5
1233;Rijk;Luchtverkeer;1995 4e kwartaal;0;0;0;0;0;0;0;0;0
1234;Rijk;Luchtverkeer;1995;12;0;12;0;0;0;12;0;12
1235;Rijk;Luchtverkeer;1996 1e kwartaal;0;0;0;0;0;0;0;0;0
1236;Rijk;Luchtverkeer;1996 2e kwartaal;0;0;0;0;0;0;0;0;0
1237;Rijk;Luchtverkeer;1996 3e kwartaal;0;0;0;0;0;0;0;0;0
1238;Rijk;Luchtverkeer;1996 4e kwartaal;0;0;0;0;0;0;0;0;0
1239;Rijk;Luchtverkeer;1996;0;0;0;0;0;0;0;0;0
1240;Rijk;Luchtverkeer;1997 1e kwartaal;0;0;0;0;0;0;0;0;0
1241;Rijk;Luchtverkeer;1997 2e kwartaal;0;0;0;0;0;0;0;0;0
1242;Rijk;Luchtverkeer;1997 3e kwartaal;0;0;0;0;0;0;0;0;0
1243;Rijk;Luchtverkeer;1997 4e kwartaal;0;0;0;0;0;0;0;0;0
1244;Rijk;Luchtverkeer;1997;0;0;0;0;0;0;0;0;0
1245;Rijk;Luchtverkeer;1998 1e kwartaal;0;0;0;0;0;0;0;0;0
1246;Rijk;Luchtverkeer;1998 2e kwartaal;0;0;0;0;0;0;0;0;0
1247;Rijk;Luchtverkeer;1998 3e kwartaal;0;0;0;0;0;0;0;0;0
1248;Rijk;Luchtverkeer;1998 4e kwartaal;0;0;0;0;0;0;0;0;0
1249;Rijk;Luchtverkeer;1998;0;0;0;0;0;0;0;0;0
1250;Rijk;Luchtverkeer;1999 1e kwartaal;1;0;1;0;0;0;1;0;1
1251;Rijk;Luchtverkeer;1999 2e kwartaal;0;0;0;0;0;0;0;0;0
1252;Rijk;Luchtverkeer;1999 3e kwartaal;0;0;0;0;0;0;0;0;0
1253;Rijk;Luchtverkeer;1999 4e kwartaal;0;0;0;0;0;0;0;0;0
1254;Rijk;Luchtverkeer;1999;1;0;1;0;0;0;1;0;1
1255;Rijk;Luchtverkeer;2000 1e kwartaal;1;0;1;0;0;0;1;0;1
1256;Rijk;Luchtverkeer;2000 2e kwartaal;0;0;0;0;0;0;0;0;0
1257;Rijk;Luchtverkeer;2000 3e kwartaal;0;0;0;0;0;0;0;0;0
1258;Rijk;Luchtverkeer;2000 4e kwartaal;0;0;0;0;0;0;0;0;0
1259;Rijk;Luchtverkeer;2000;1;0;1;0;0;0;1;0;1
1260;Rijk;Luchtverkeer;2001 1e kwartaal;1;0;1;0;0;0;1;0;1
1261;Rijk;Luchtverkeer;2001 2e kwartaal;0;0;0;0;0;0;0;0;0
1262;Rijk;Luchtverkeer;2001 3e kwartaal;0;0;0;0;0;0;0;0;0
1263;Rijk;Luchtverkeer;2001 4e kwartaal;0;0;0;0;0;0;0;0;0
1264;Rijk;Luchtverkeer;2001;1;0;1;0;0;0;1;0;1
1265;Rijk;Luchtverkeer;2002 1e kwartaal;0;0;0;0;0;0;0;0;0
1266;Rijk;Luchtverkeer;2002 2e kwartaal;0;0;0;0;0;0;0;0;0
1267;Rijk;Luchtverkeer;2002 3e kwartaal;0;0;0;0;0;0;0;0;0
1268;Rijk;Luchtverkeer;2002 4e kwartaal;0;0;0;0;0;0;0;0;0
1269;Rijk;Luchtverkeer;2002;0;0;0;0;0;0;0;0;0
1270;Rijk;Luchtverkeer;2003 1e kwartaal;0;0;0;0;0;0;0;0;0
1271;Rijk;Luchtverkeer;2003 2e kwartaal;0;0;0;0;0;0;0;0;0
1272;Rijk;Luchtverkeer;2003 3e kwartaal;0;0;0;0;0;0;0;0;0
1273;Rijk;Luchtverkeer;2003 4e kwartaal;0;0;0;0;0;0;0;0;0
1274;Rijk;Luchtverkeer;2003;0;0;0;0;0;0;0;0;0
1275;Rijk;Railvervoer;1989 1e kwartaal;0;0;0;0;0;0;0;0;0
1276;Rijk;Railvervoer;1989 2e kwartaal;0;0;0;0;0;0;0;0;0
1277;Rijk;Railvervoer;1989 3e kwartaal;0;0;0;0;0;0;0;0;0
1278;Rijk;Railvervoer;1989 4e kwartaal;0;0;0;0;0;0;0;0;0
1279;Rijk;Railvervoer;1989;0;0;0;0;0;0;0;0;0
1280;Rijk;Railvervoer;1990 1e kwartaal;0;0;0;0;0;0;0;0;0
1281;Rijk;Railvervoer;1990 2e kwartaal;0;0;0;0;0;0;0;0;0
1282;Rijk;Railvervoer;1990 3e kwartaal;0;0;0;0;0;0;0;0;0
1283;Rijk;Railvervoer;1990 4e kwartaal;0;0;0;0;0;0;0;0;0
1284;Rijk;Railvervoer;1990;0;0;0;0;0;0;0;0;0
1285;Rijk;Railvervoer;1991 1e kwartaal;0;0;0;0;0;0;0;0;0
1286;Rijk;Railvervoer;1991 2e kwartaal;0;0;0;0;0;0;0;0;0
1287;Rijk;Railvervoer;1991 3e kwartaal;0;0;0;0;0;0;0;0;0
1288;Rijk;Railvervoer;1991 4e kwartaal;0;0;0;0;0;0;0;0;0
1289;Rijk;Railvervoer;1991;0;0;0;0;0;0;0;0;0
1290;Rijk;Railvervoer;1992 1e kwartaal;0;0;0;0;0;0;0;0;0
1291;Rijk;Railvervoer;1992 2e kwartaal;0;0;0;0;0;0;0;0;0
1292;Rijk;Railvervoer;1992 3e kwartaal;0;0;0;0;0;0;0;0;0
1293;Rijk;Railvervoer;1992 4e kwartaal;0;0;0;0;0;0;0;0;0
1294;Rijk;Railvervoer;1992;0;0;0;0;0;0;0;0;0
1295;Rijk;Railvervoer;1993 1e kwartaal;0;0;0;0;0;0;0;0;0
1296;Rijk;Railvervoer;1993 2e kwartaal;0;0;0;0;0;0;0;0;0
1297;Rijk;Railvervoer;1993 3e kwartaal;0;0;0;0;0;0;0;0;0
1298;Rijk;Railvervoer;1993 4e kwartaal;0;0;0;0;0;0;0;0;0
1299;Rijk;Railvervoer;1993;0;0;0;0;0;0;0;0;0
