ID;TypeMaatwerkvoorziening;RegioS;Perioden;WmoClienten_1;WmoClientenPer1000Inwoners_2
1578;Totaal;Goirle;1e halfjaar 2020;1525.0;64.0
1579;Totaal;Goirle;2e halfjaar 2020;1570.0;66.0
1580;Totaal;Goirle;2020;1700.0;71.0
1581;Totaal;Goirle;1e halfjaar 2021;1595.0;67.0
1582;Totaal;Goirle;2e halfjaar 2021;1615.0;67.0
1583;Totaal;Goirle;2021;1740.0;73.0
1584;Totaal;Goirle;1e halfjaar 2022;1575.0;66.0
1585;Totaal;Goirle;2e halfjaar 2022;1605.0;67.0
1586;Totaal;Goirle;2022;1725.0;72.0
1587;Totaal;Goirle;1e halfjaar 2023;1610.0;67.0
1588;Totaal;Goirle;2e halfjaar 2023;1625.0;67.0
1589;Totaal;Goirle;2023;1765.0;73.0
1590;Totaal;Gooise Meren;1e halfjaar 2019;;
1591;Totaal;Gooise Meren;2e halfjaar 2019;;
1592;Totaal;Gooise Meren;2019;;
1593;Totaal;Gooise Meren;1e halfjaar 2020;;
1594;Totaal;Gooise Meren;2e halfjaar 2020;3120.0;54.0
1595;Totaal;Gooise Meren;2020;;
1596;Totaal;Gooise Meren;1e halfjaar 2021;3325.0;57.0
1597;Totaal;Gooise Meren;2e halfjaar 2021;3300.0;56.0
1598;Totaal;Gooise Meren;2021;3595.0;61.0
1599;Totaal;Gooise Meren;1e halfjaar 2022;3530.0;60.0
1600;Totaal;Gooise Meren;2e halfjaar 2022;;
1601;Totaal;Gooise Meren;2022;;
1602;Totaal;Gooise Meren;1e halfjaar 2023;3430.0;57.0
1603;Totaal;Gooise Meren;2e halfjaar 2023;3390.0;56.0
1604;Totaal;Gooise Meren;2023;3700.0;61.0
1605;Totaal;Gorinchem;1e halfjaar 2019;2380.0;65.0
1606;Totaal;Gorinchem;2e halfjaar 2019;2465.0;67.0
1607;Totaal;Gorinchem;2019;2615.0;71.0
1608;Totaal;Gorinchem;1e halfjaar 2020;2450.0;66.0
1609;Totaal;Gorinchem;2e halfjaar 2020;2490.0;67.0
1610;Totaal;Gorinchem;2020;2665.0;72.0
1611;Totaal;Gorinchem;1e halfjaar 2021;2520.0;67.0
1612;Totaal;Gorinchem;2e halfjaar 2021;2555.0;68.0
1613;Totaal;Gorinchem;2021;2740.0;73.0
1614;Totaal;Gorinchem;1e halfjaar 2022;2580.0;69.0
1615;Totaal;Gorinchem;2e halfjaar 2022;2635.0;70.0
1616;Totaal;Gorinchem;2022;2815.0;75.0
1617;Totaal;Gorinchem;1e halfjaar 2023;2755.0;72.0
1618;Totaal;Gorinchem;2e halfjaar 2023;2790.0;73.0
1619;Totaal;Gorinchem;2023;2970.0;77.0
1620;Totaal;Gouda;1e halfjaar 2019;4710.0;64.0
1621;Totaal;Gouda;2e halfjaar 2019;4910.0;67.0
1622;Totaal;Gouda;2019;5220.0;71.0
1623;Totaal;Gouda;1e halfjaar 2020;4955.0;67.0
1624;Totaal;Gouda;2e halfjaar 2020;5020.0;68.0
1625;Totaal;Gouda;2020;5395.0;73.0
1626;Totaal;Gouda;1e halfjaar 2021;4875.0;66.0
1627;Totaal;Gouda;2e halfjaar 2021;4900.0;67.0
1628;Totaal;Gouda;2021;5305.0;72.0
1629;Totaal;Gouda;1e halfjaar 2022;4940.0;67.0
1630;Totaal;Gouda;2e halfjaar 2022;4985.0;67.0
1631;Totaal;Gouda;2022;5375.0;73.0
1632;Totaal;Gouda;1e halfjaar 2023;5020.0;67.0
1633;Totaal;Gouda;2e halfjaar 2023;5035.0;67.0
1634;Totaal;Gouda;2023;5435.0;72.0
1635;Totaal;Grave;1e halfjaar 2019;815.0;65.0
1636;Totaal;Grave;2e halfjaar 2019;830.0;66.0
1637;Totaal;Grave;2019;890.0;71.0
1638;Totaal;Grave;1e halfjaar 2020;850.0;68.0
1639;Totaal;Grave;2e halfjaar 2020;845.0;68.0
1640;Totaal;Grave;2020;915.0;74.0
1641;Totaal;Grave;1e halfjaar 2021;835.0;67.0
1642;Totaal;Grave;2e halfjaar 2021;835.0;67.0
1643;Totaal;Grave;2021;905.0;72.0
1644;Totaal;Grave;1e halfjaar 2022;;
1645;Totaal;Grave;2e halfjaar 2022;;
1646;Totaal;Grave;2022;;
1647;Totaal;Grave;1e halfjaar 2023;;
1648;Totaal;Grave;2e halfjaar 2023;;
1649;Totaal;Grave;2023;;
1650;Totaal;'s-Gravenhage (gemeente);1e halfjaar 2019;35845.0;67.0
1651;Totaal;'s-Gravenhage (gemeente);2e halfjaar 2019;35650.0;66.0
1652;Totaal;'s-Gravenhage (gemeente);2019;38085.0;71.0
1653;Totaal;'s-Gravenhage (gemeente);1e halfjaar 2020;35985.0;66.0
1654;Totaal;'s-Gravenhage (gemeente);2e halfjaar 2020;35945.0;66.0
1655;Totaal;'s-Gravenhage (gemeente);2020;38475.0;70.0
1656;Totaal;'s-Gravenhage (gemeente);1e halfjaar 2021;34850.0;64.0
1657;Totaal;'s-Gravenhage (gemeente);2e halfjaar 2021;34885.0;64.0
1658;Totaal;'s-Gravenhage (gemeente);2021;37070.0;68.0
1659;Totaal;'s-Gravenhage (gemeente);1e halfjaar 2022;33355.0;60.0
1660;Totaal;'s-Gravenhage (gemeente);2e halfjaar 2022;33145.0;60.0
1661;Totaal;'s-Gravenhage (gemeente);2022;35605.0;64.0
1662;Totaal;'s-Gravenhage (gemeente);1e halfjaar 2023;32470.0;58.0
1663;Totaal;'s-Gravenhage (gemeente);2e halfjaar 2023;33010.0;59.0
1664;Totaal;'s-Gravenhage (gemeente);2023;35040.0;62.0
1665;Totaal;Groningen (gemeente);1e halfjaar 2019;15690.0;68.0
1666;Totaal;Groningen (gemeente);2e halfjaar 2019;15805.0;68.0
1667;Totaal;Groningen (gemeente);2019;16960.0;73.0
1668;Totaal;Groningen (gemeente);1e halfjaar 2020;15800.0;68.0
1669;Totaal;Groningen (gemeente);2e halfjaar 2020;15840.0;68.0
1670;Totaal;Groningen (gemeente);2020;17055.0;73.0
1671;Totaal;Groningen (gemeente);1e halfjaar 2021;15415.0;66.0
1672;Totaal;Groningen (gemeente);2e halfjaar 2021;15125.0;65.0
1673;Totaal;Groningen (gemeente);2021;16610.0;71.0
1674;Totaal;Groningen (gemeente);1e halfjaar 2022;14920.0;64.0
1675;Totaal;Groningen (gemeente);2e halfjaar 2022;14340.0;61.0
1676;Totaal;Groningen (gemeente);2022;15640.0;67.0
1677;Totaal;Groningen (gemeente);1e halfjaar 2023;14660.0;62.0
1678;Totaal;Groningen (gemeente);2e halfjaar 2023;14630.0;61.0
1679;Totaal;Groningen (gemeente);2023;15790.0;66.0
1680;Totaal;Gulpen-Wittem;1e halfjaar 2019;995.0;70.0
1681;Totaal;Gulpen-Wittem;2e halfjaar 2019;980.0;69.0
1682;Totaal;Gulpen-Wittem;2019;1100.0;77.0
1683;Totaal;Gulpen-Wittem;1e halfjaar 2020;990.0;70.0
1684;Totaal;Gulpen-Wittem;2e halfjaar 2020;970.0;68.0
1685;Totaal;Gulpen-Wittem;2020;1085.0;77.0
1686;Totaal;Gulpen-Wittem;1e halfjaar 2021;1030.0;73.0
1687;Totaal;Gulpen-Wittem;2e halfjaar 2021;1030.0;73.0
1688;Totaal;Gulpen-Wittem;2021;1110.0;78.0
1689;Totaal;Gulpen-Wittem;1e halfjaar 2022;1035.0;73.0
1690;Totaal;Gulpen-Wittem;2e halfjaar 2022;1030.0;73.0
1691;Totaal;Gulpen-Wittem;2022;1120.0;79.0
1692;Totaal;Gulpen-Wittem;1e halfjaar 2023;1010.0;71.0
1693;Totaal;Gulpen-Wittem;2e halfjaar 2023;1035.0;73.0
1694;Totaal;Gulpen-Wittem;2023;1110.0;78.0
1695;Totaal;Haaksbergen;1e halfjaar 2019;1390.0;57.0
1696;Totaal;Haaksbergen;2e halfjaar 2019;1405.0;58.0
1697;Totaal;Haaksbergen;2019;1490.0;61.0
1698;Totaal;Haaksbergen;1e halfjaar 2020;1375.0;57.0
1699;Totaal;Haaksbergen;2e halfjaar 2020;1370.0;56.0
1700;Totaal;Haaksbergen;2020;1470.0;60.0
1701;Totaal;Haaksbergen;1e halfjaar 2021;1360.0;56.0
1702;Totaal;Haaksbergen;2e halfjaar 2021;1395.0;58.0
1703;Totaal;Haaksbergen;2021;1500.0;62.0
1704;Totaal;Haaksbergen;1e halfjaar 2022;1405.0;58.0
1705;Totaal;Haaksbergen;2e halfjaar 2022;1430.0;59.0
1706;Totaal;Haaksbergen;2022;1545.0;64.0
1707;Totaal;Haaksbergen;1e halfjaar 2023;1475.0;60.0
1708;Totaal;Haaksbergen;2e halfjaar 2023;1490.0;61.0
1709;Totaal;Haaksbergen;2023;1610.0;66.0
1710;Totaal;Haaren;1e halfjaar 2019;675.0;48.0
1711;Totaal;Haaren;2e halfjaar 2019;715.0;50.0
1712;Totaal;Haaren;2019;760.0;54.0
1713;Totaal;Haaren;1e halfjaar 2020;880.0;61.0
1714;Totaal;Haaren;2e halfjaar 2020;885.0;62.0
1715;Totaal;Haaren;2020;950.0;66.0
1716;Totaal;Haaren;1e halfjaar 2021;;
1717;Totaal;Haaren;2e halfjaar 2021;;
1718;Totaal;Haaren;2021;;
1719;Totaal;Haaren;1e halfjaar 2022;;
1720;Totaal;Haaren;2e halfjaar 2022;;
1721;Totaal;Haaren;2022;;
1722;Totaal;Haaren;1e halfjaar 2023;;
1723;Totaal;Haaren;2e halfjaar 2023;;
1724;Totaal;Haaren;2023;;
1725;Totaal;Haarlem;1e halfjaar 2019;10755.0;67.0
1726;Totaal;Haarlem;2e halfjaar 2019;11135.0;69.0
1727;Totaal;Haarlem;2019;11880.0;74.0
1728;Totaal;Haarlem;1e halfjaar 2020;10885.0;67.0
1729;Totaal;Haarlem;2e halfjaar 2020;11070.0;68.0
1730;Totaal;Haarlem;2020;11775.0;72.0
1731;Totaal;Haarlem;1e halfjaar 2021;10655.0;66.0
1732;Totaal;Haarlem;2e halfjaar 2021;10645.0;65.0
1733;Totaal;Haarlem;2021;11500.0;71.0
1734;Totaal;Haarlem;1e halfjaar 2022;10325.0;63.0
1735;Totaal;Haarlem;2e halfjaar 2022;10525.0;65.0
1736;Totaal;Haarlem;2022;11210.0;69.0
1737;Totaal;Haarlem;1e halfjaar 2023;10135.0;61.0
1738;Totaal;Haarlem;2e halfjaar 2023;10060.0;61.0
1739;Totaal;Haarlem;2023;10870.0;66.0
1740;Totaal;Haarlemmermeer;1e halfjaar 2019;4935.0;32.0
1741;Totaal;Haarlemmermeer;2e halfjaar 2019;5275.0;34.0
1742;Totaal;Haarlemmermeer;2019;5460.0;35.0
1743;Totaal;Haarlemmermeer;1e halfjaar 2020;6160.0;39.0
1744;Totaal;Haarlemmermeer;2e halfjaar 2020;6495.0;42.0
1745;Totaal;Haarlemmermeer;2020;6810.0;44.0
1746;Totaal;Haarlemmermeer;1e halfjaar 2021;8145.0;52.0
1747;Totaal;Haarlemmermeer;2e halfjaar 2021;8160.0;52.0
1748;Totaal;Haarlemmermeer;2021;8710.0;55.0
1749;Totaal;Haarlemmermeer;1e halfjaar 2022;8235.0;52.0
1750;Totaal;Haarlemmermeer;2e halfjaar 2022;8385.0;53.0
1751;Totaal;Haarlemmermeer;2022;8995.0;56.0
1752;Totaal;Haarlemmermeer;1e halfjaar 2023;8470.0;52.0
1753;Totaal;Haarlemmermeer;2e halfjaar 2023;8310.0;51.0
1754;Totaal;Haarlemmermeer;2023;8965.0;55.0
1755;Totaal;Halderberge;1e halfjaar 2019;2025.0;67.0
1756;Totaal;Halderberge;2e halfjaar 2019;2055.0;68.0
1757;Totaal;Halderberge;2019;2195.0;73.0
1758;Totaal;Halderberge;1e halfjaar 2020;2070.0;68.0
1759;Totaal;Halderberge;2e halfjaar 2020;2125.0;70.0
1760;Totaal;Halderberge;2020;2245.0;74.0
1761;Totaal;Halderberge;1e halfjaar 2021;2140.0;70.0
1762;Totaal;Halderberge;2e halfjaar 2021;2170.0;71.0
1763;Totaal;Halderberge;2021;2330.0;77.0
1764;Totaal;Halderberge;1e halfjaar 2022;2205.0;72.0
1765;Totaal;Halderberge;2e halfjaar 2022;2245.0;73.0
1766;Totaal;Halderberge;2022;2405.0;78.0
1767;Totaal;Halderberge;1e halfjaar 2023;2210.0;71.0
1768;Totaal;Halderberge;2e halfjaar 2023;2245.0;72.0
1769;Totaal;Halderberge;2023;2390.0;77.0
1770;Totaal;Hardenberg;1e halfjaar 2019;;
1771;Totaal;Hardenberg;2e halfjaar 2019;;
1772;Totaal;Hardenberg;2019;;
1773;Totaal;Hardenberg;1e halfjaar 2020;;
1774;Totaal;Hardenberg;2e halfjaar 2020;;
1775;Totaal;Hardenberg;2020;;
1776;Totaal;Hardenberg;1e halfjaar 2021;;
1777;Totaal;Hardenberg;2e halfjaar 2021;;
1778;Totaal;Hardenberg;2021;;
1779;Totaal;Hardenberg;1e halfjaar 2022;;
1780;Totaal;Hardenberg;2e halfjaar 2022;4240.0;69.0
1781;Totaal;Hardenberg;2022;;
1782;Totaal;Hardenberg;1e halfjaar 2023;4300.0;69.0
1783;Totaal;Hardenberg;2e halfjaar 2023;4270.0;68.0
1784;Totaal;Hardenberg;2023;4600.0;74.0
1785;Totaal;Harderwijk;1e halfjaar 2019;3130.0;66.0
1786;Totaal;Harderwijk;2e halfjaar 2019;3300.0;69.0
1787;Totaal;Harderwijk;2019;3480.0;73.0
1788;Totaal;Harderwijk;1e halfjaar 2020;3340.0;69.0
1789;Totaal;Harderwijk;2e halfjaar 2020;3415.0;71.0
1790;Totaal;Harderwijk;2020;3635.0;75.0
1791;Totaal;Harderwijk;1e halfjaar 2021;3405.0;70.0
1792;Totaal;Harderwijk;2e halfjaar 2021;3410.0;70.0
1793;Totaal;Harderwijk;2021;3690.0;76.0
1794;Totaal;Harderwijk;1e halfjaar 2022;3405.0;70.0
1795;Totaal;Harderwijk;2e halfjaar 2022;3370.0;69.0
1796;Totaal;Harderwijk;2022;3665.0;75.0
1797;Totaal;Harderwijk;1e halfjaar 2023;3275.0;67.0
1798;Totaal;Harderwijk;2e halfjaar 2023;3295.0;67.0
1799;Totaal;Harderwijk;2023;3535.0;72.0
1800;Totaal;Hardinxveld-Giessendam;1e halfjaar 2019;1065.0;59.0
1801;Totaal;Hardinxveld-Giessendam;2e halfjaar 2019;1095.0;61.0
1802;Totaal;Hardinxveld-Giessendam;2019;1155.0;64.0
1803;Totaal;Hardinxveld-Giessendam;1e halfjaar 2020;1095.0;60.0
1804;Totaal;Hardinxveld-Giessendam;2e halfjaar 2020;1120.0;61.0
1805;Totaal;Hardinxveld-Giessendam;2020;1185.0;65.0
1806;Totaal;Hardinxveld-Giessendam;1e halfjaar 2021;1120.0;61.0
1807;Totaal;Hardinxveld-Giessendam;2e halfjaar 2021;1130.0;61.0
1808;Totaal;Hardinxveld-Giessendam;2021;1200.0;65.0
1809;Totaal;Hardinxveld-Giessendam;1e halfjaar 2022;1140.0;62.0
1810;Totaal;Hardinxveld-Giessendam;2e halfjaar 2022;1165.0;63.0
1811;Totaal;Hardinxveld-Giessendam;2022;1230.0;66.0
1812;Totaal;Hardinxveld-Giessendam;1e halfjaar 2023;1155.0;62.0
1813;Totaal;Hardinxveld-Giessendam;2e halfjaar 2023;1140.0;61.0
1814;Totaal;Hardinxveld-Giessendam;2023;1230.0;66.0
1815;Totaal;Harlingen;1e halfjaar 2019;1190.0;76.0
1816;Totaal;Harlingen;2e halfjaar 2019;1245.0;79.0
1817;Totaal;Harlingen;2019;1325.0;84.0
1818;Totaal;Harlingen;1e halfjaar 2020;1260.0;80.0
1819;Totaal;Harlingen;2e halfjaar 2020;1320.0;84.0
1820;Totaal;Harlingen;2020;1400.0;89.0
1821;Totaal;Harlingen;1e halfjaar 2021;1310.0;83.0
1822;Totaal;Harlingen;2e halfjaar 2021;1330.0;84.0
1823;Totaal;Harlingen;2021;1435.0;91.0
1824;Totaal;Harlingen;1e halfjaar 2022;1325.0;83.0
1825;Totaal;Harlingen;2e halfjaar 2022;1305.0;82.0
1826;Totaal;Harlingen;2022;1440.0;91.0
1827;Totaal;Harlingen;1e halfjaar 2023;1305.0;81.0
1828;Totaal;Harlingen;2e halfjaar 2023;1315.0;81.0
1829;Totaal;Harlingen;2023;1410.0;87.0
1830;Totaal;Hattem;1e halfjaar 2019;585.0;48.0
1831;Totaal;Hattem;2e halfjaar 2019;620.0;51.0
1832;Totaal;Hattem;2019;675.0;55.0
1833;Totaal;Hattem;1e halfjaar 2020;650.0;53.0
1834;Totaal;Hattem;2e halfjaar 2020;670.0;55.0
1835;Totaal;Hattem;2020;725.0;59.0
1836;Totaal;Hattem;1e halfjaar 2021;655.0;54.0
1837;Totaal;Hattem;2e halfjaar 2021;680.0;56.0
1838;Totaal;Hattem;2021;740.0;61.0
1839;Totaal;Hattem;1e halfjaar 2022;665.0;54.0
1840;Totaal;Hattem;2e halfjaar 2022;670.0;54.0
1841;Totaal;Hattem;2022;725.0;59.0
1842;Totaal;Hattem;1e halfjaar 2023;685.0;55.0
1843;Totaal;Hattem;2e halfjaar 2023;680.0;54.0
1844;Totaal;Hattem;2023;755.0;60.0
1845;Totaal;Heemskerk;1e halfjaar 2019;2840.0;73.0
1846;Totaal;Heemskerk;2e halfjaar 2019;2975.0;76.0
1847;Totaal;Heemskerk;2019;3135.0;80.0
1848;Totaal;Heemskerk;1e halfjaar 2020;2980.0;76.0
1849;Totaal;Heemskerk;2e halfjaar 2020;2945.0;75.0
1850;Totaal;Heemskerk;2020;3180.0;81.0
1851;Totaal;Heemskerk;1e halfjaar 2021;2955.0;75.0
1852;Totaal;Heemskerk;2e halfjaar 2021;2990.0;76.0
1853;Totaal;Heemskerk;2021;3210.0;82.0
1854;Totaal;Heemskerk;1e halfjaar 2022;2990.0;76.0
1855;Totaal;Heemskerk;2e halfjaar 2022;3025.0;77.0
1856;Totaal;Heemskerk;2022;3230.0;82.0
1857;Totaal;Heemskerk;1e halfjaar 2023;2650.0;67.0
1858;Totaal;Heemskerk;2e halfjaar 2023;2570.0;65.0
1859;Totaal;Heemskerk;2023;2830.0;72.0
1860;Totaal;Heemstede;1e halfjaar 2019;1775.0;65.0
1861;Totaal;Heemstede;2e halfjaar 2019;1810.0;66.0
1862;Totaal;Heemstede;2019;1945.0;71.0
1863;Totaal;Heemstede;1e halfjaar 2020;1780.0;65.0
1864;Totaal;Heemstede;2e halfjaar 2020;1750.0;64.0
1865;Totaal;Heemstede;2020;1905.0;70.0
1866;Totaal;Heemstede;1e halfjaar 2021;1705.0;62.0
1867;Totaal;Heemstede;2e halfjaar 2021;1700.0;62.0
1868;Totaal;Heemstede;2021;1845.0;67.0
1869;Totaal;Heemstede;1e halfjaar 2022;1680.0;61.0
1870;Totaal;Heemstede;2e halfjaar 2022;1695.0;62.0
1871;Totaal;Heemstede;2022;1835.0;67.0
1872;Totaal;Heemstede;1e halfjaar 2023;1740.0;63.0
1873;Totaal;Heemstede;2e halfjaar 2023;1745.0;63.0
1874;Totaal;Heemstede;2023;1900.0;68.0
1875;Totaal;Heerde;1e halfjaar 2019;560.0;30.0
1876;Totaal;Heerde;2e halfjaar 2019;585.0;32.0
1877;Totaal;Heerde;2019;670.0;36.0
1878;Totaal;Heerde;1e halfjaar 2020;575.0;31.0
1879;Totaal;Heerde;2e halfjaar 2020;555.0;30.0
1880;Totaal;Heerde;2020;645.0;35.0
1881;Totaal;Heerde;1e halfjaar 2021;525.0;28.0
1882;Totaal;Heerde;2e halfjaar 2021;530.0;28.0
1883;Totaal;Heerde;2021;595.0;32.0
1884;Totaal;Heerde;1e halfjaar 2022;545.0;29.0
1885;Totaal;Heerde;2e halfjaar 2022;525.0;28.0
1886;Totaal;Heerde;2022;615.0;32.0
1887;Totaal;Heerde;1e halfjaar 2023;585.0;30.0
1888;Totaal;Heerde;2e halfjaar 2023;595.0;31.0
1889;Totaal;Heerde;2023;685.0;36.0
1890;Totaal;Heerenveen;1e halfjaar 2019;3015.0;60.0
1891;Totaal;Heerenveen;2e halfjaar 2019;3160.0;63.0
1892;Totaal;Heerenveen;2019;3405.0;68.0
1893;Totaal;Heerenveen;1e halfjaar 2020;4040.0;80.0
1894;Totaal;Heerenveen;2e halfjaar 2020;4125.0;82.0
1895;Totaal;Heerenveen;2020;4420.0;88.0
1896;Totaal;Heerenveen;1e halfjaar 2021;4090.0;81.0
1897;Totaal;Heerenveen;2e halfjaar 2021;4155.0;82.0
1898;Totaal;Heerenveen;2021;4485.0;89.0
1899;Totaal;Heerenveen;1e halfjaar 2022;4215.0;82.0
1900;Totaal;Heerenveen;2e halfjaar 2022;4310.0;84.0
1901;Totaal;Heerenveen;2022;4670.0;91.0
1902;Totaal;Heerenveen;1e halfjaar 2023;4330.0;84.0
1903;Totaal;Heerenveen;2e halfjaar 2023;4310.0;83.0
1904;Totaal;Heerenveen;2023;4690.0;91.0
1905;Totaal;Heerhugowaard;1e halfjaar 2019;1780.0;31.0
1906;Totaal;Heerhugowaard;2e halfjaar 2019;1915.0;34.0
1907;Totaal;Heerhugowaard;2019;2085.0;37.0
1908;Totaal;Heerhugowaard;1e halfjaar 2020;1995.0;35.0
1909;Totaal;Heerhugowaard;2e halfjaar 2020;2045.0;36.0
1910;Totaal;Heerhugowaard;2020;2245.0;39.0
1911;Totaal;Heerhugowaard;1e halfjaar 2021;2200.0;38.0
1912;Totaal;Heerhugowaard;2e halfjaar 2021;2185.0;37.0
1913;Totaal;Heerhugowaard;2021;2405.0;41.0
1914;Totaal;Heerhugowaard;1e halfjaar 2022;;
1915;Totaal;Heerhugowaard;2e halfjaar 2022;;
1916;Totaal;Heerhugowaard;2022;;
1917;Totaal;Heerhugowaard;1e halfjaar 2023;;
1918;Totaal;Heerhugowaard;2e halfjaar 2023;;
1919;Totaal;Heerhugowaard;2023;;
1920;Totaal;Heerlen;1e halfjaar 2019;7430.0;86.0
1921;Totaal;Heerlen;2e halfjaar 2019;7620.0;88.0
1922;Totaal;Heerlen;2019;8225.0;95.0
1923;Totaal;Heerlen;1e halfjaar 2020;7315.0;84.0
1924;Totaal;Heerlen;2e halfjaar 2020;7280.0;84.0
1925;Totaal;Heerlen;2020;7910.0;91.0
1926;Totaal;Heerlen;1e halfjaar 2021;6845.0;79.0
1927;Totaal;Heerlen;2e halfjaar 2021;6810.0;78.0
1928;Totaal;Heerlen;2021;7430.0;85.0
1929;Totaal;Heerlen;1e halfjaar 2022;6825.0;79.0
1930;Totaal;Heerlen;2e halfjaar 2022;;
1931;Totaal;Heerlen;2022;;
1932;Totaal;Heerlen;1e halfjaar 2023;7360.0;84.0
1933;Totaal;Heerlen;2e halfjaar 2023;7610.0;87.0
1934;Totaal;Heerlen;2023;8190.0;94.0
1935;Totaal;Heeze-Leende;1e halfjaar 2019;810.0;51.0
1936;Totaal;Heeze-Leende;2e halfjaar 2019;830.0;52.0
1937;Totaal;Heeze-Leende;2019;910.0;57.0
1938;Totaal;Heeze-Leende;1e halfjaar 2020;870.0;54.0
1939;Totaal;Heeze-Leende;2e halfjaar 2020;865.0;54.0
1940;Totaal;Heeze-Leende;2020;940.0;58.0
1941;Totaal;Heeze-Leende;1e halfjaar 2021;865.0;53.0
1942;Totaal;Heeze-Leende;2e halfjaar 2021;860.0;53.0
1943;Totaal;Heeze-Leende;2021;945.0;58.0
1944;Totaal;Heeze-Leende;1e halfjaar 2022;850.0;52.0
1945;Totaal;Heeze-Leende;2e halfjaar 2022;835.0;51.0
1946;Totaal;Heeze-Leende;2022;940.0;57.0
1947;Totaal;Heeze-Leende;1e halfjaar 2023;845.0;51.0
1948;Totaal;Heeze-Leende;2e halfjaar 2023;850.0;51.0
1949;Totaal;Heeze-Leende;2023;925.0;56.0
1950;Totaal;Heiloo;1e halfjaar 2019;1000.0;43.0
1951;Totaal;Heiloo;2e halfjaar 2019;1100.0;47.0
1952;Totaal;Heiloo;2019;1145.0;49.0
1953;Totaal;Heiloo;1e halfjaar 2020;1140.0;48.0
1954;Totaal;Heiloo;2e halfjaar 2020;1175.0;49.0
1955;Totaal;Heiloo;2020;1255.0;52.0
1956;Totaal;Heiloo;1e halfjaar 2021;1155.0;48.0
1957;Totaal;Heiloo;2e halfjaar 2021;1180.0;49.0
1958;Totaal;Heiloo;2021;1295.0;54.0
1959;Totaal;Heiloo;1e halfjaar 2022;1370.0;56.0
1960;Totaal;Heiloo;2e halfjaar 2022;1405.0;58.0
1961;Totaal;Heiloo;2022;1495.0;61.0
1962;Totaal;Heiloo;1e halfjaar 2023;1370.0;56.0
1963;Totaal;Heiloo;2e halfjaar 2023;1385.0;57.0
1964;Totaal;Heiloo;2023;1480.0;61.0
1965;Totaal;Den Helder;1e halfjaar 2019;3410.0;61.0
1966;Totaal;Den Helder;2e halfjaar 2019;3640.0;65.0
1967;Totaal;Den Helder;2019;3825.0;69.0
1968;Totaal;Den Helder;1e halfjaar 2020;3855.0;68.0
1969;Totaal;Den Helder;2e halfjaar 2020;3945.0;70.0
1970;Totaal;Den Helder;2020;4190.0;74.0
1971;Totaal;Den Helder;1e halfjaar 2021;3920.0;69.0
1972;Totaal;Den Helder;2e halfjaar 2021;3870.0;68.0
1973;Totaal;Den Helder;2021;4165.0;74.0
1974;Totaal;Den Helder;1e halfjaar 2022;4110.0;73.0
1975;Totaal;Den Helder;2e halfjaar 2022;4190.0;74.0
1976;Totaal;Den Helder;2022;4465.0;79.0
1977;Totaal;Den Helder;1e halfjaar 2023;4275.0;76.0
1978;Totaal;Den Helder;2e halfjaar 2023;4395.0;78.0
1979;Totaal;Den Helder;2023;4670.0;83.0
1980;Totaal;Hellendoorn;1e halfjaar 2019;2430.0;68.0
1981;Totaal;Hellendoorn;2e halfjaar 2019;2445.0;68.0
1982;Totaal;Hellendoorn;2019;2620.0;73.0
1983;Totaal;Hellendoorn;1e halfjaar 2020;2390.0;67.0
1984;Totaal;Hellendoorn;2e halfjaar 2020;2390.0;67.0
1985;Totaal;Hellendoorn;2020;2555.0;71.0
1986;Totaal;Hellendoorn;1e halfjaar 2021;2395.0;67.0
1987;Totaal;Hellendoorn;2e halfjaar 2021;2430.0;68.0
1988;Totaal;Hellendoorn;2021;2605.0;72.0
1989;Totaal;Hellendoorn;1e halfjaar 2022;2425.0;67.0
1990;Totaal;Hellendoorn;2e halfjaar 2022;2470.0;69.0
1991;Totaal;Hellendoorn;2022;2640.0;73.0
1992;Totaal;Hellendoorn;1e halfjaar 2023;2470.0;68.0
1993;Totaal;Hellendoorn;2e halfjaar 2023;2480.0;68.0
1994;Totaal;Hellendoorn;2023;2680.0;74.0
1995;Totaal;Hellevoetsluis;1e halfjaar 2019;;
1996;Totaal;Hellevoetsluis;2e halfjaar 2019;;
1997;Totaal;Hellevoetsluis;2019;;
1998;Totaal;Hellevoetsluis;1e halfjaar 2020;;
1999;Totaal;Hellevoetsluis;2e halfjaar 2020;2055.0;51.0
2000;Totaal;Hellevoetsluis;2020;;
2001;Totaal;Hellevoetsluis;1e halfjaar 2021;2155.0;53.0
2002;Totaal;Hellevoetsluis;2e halfjaar 2021;2160.0;54.0
2003;Totaal;Hellevoetsluis;2021;2380.0;59.0
2004;Totaal;Hellevoetsluis;1e halfjaar 2022;2525.0;62.0
2005;Totaal;Hellevoetsluis;2e halfjaar 2022;2645.0;65.0
2006;Totaal;Hellevoetsluis;2022;2845.0;70.0
2007;Totaal;Hellevoetsluis;1e halfjaar 2023;;
2008;Totaal;Hellevoetsluis;2e halfjaar 2023;;
2009;Totaal;Hellevoetsluis;2023;;
2010;Totaal;Helmond;1e halfjaar 2019;8150.0;89.0
2011;Totaal;Helmond;2e halfjaar 2019;8245.0;90.0
2012;Totaal;Helmond;2019;8710.0;95.0
2013;Totaal;Helmond;1e halfjaar 2020;8300.0;90.0
