ID;Geslacht;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1;TotaalWerkzaamOpWoonadres_2;Thuiswerkers_3;WerkzaamInEigenWoning_4;WerkzaamMetThuisAlsUitvalsbasis_5;WerkzaamInAparteRuimteOfGrondstuk_6;VastWerkadres_7;GeenVastWerkadres_8;LiggingWerkadresOnbekend_9;k_0Tot8Kilometer_10;k_8Tot18Kilometer_11;k_18Tot32Kilometer_12;k_32KilometerEnMeer_13;ReisafstandOnbekend_14;Auto_15;Fiets_16;BusTramMetro_17;Trein_18;TeVoet_19;OverigVervoermiddel_20;OnbekendVervoermiddel_21
305;Mannen en vrouwen;4060;1997;133.0;7.0;;;;;108.0;12.0;6.0;55.0;25.0;16.0;9.0;28.0;51.0;34.0;12.0;6.0;6.0;3.0;22.0
306;Mannen en vrouwen;4060;1998;143.0;8.0;;;;;115.0;14.0;6.0;60.0;28.0;16.0;9.0;30.0;57.0;36.0;12.0;3.0;4.0;4.0;25.0
307;Mannen en vrouwen;4060;1999;155.0;7.0;;;;;127.0;13.0;9.0;73.0;30.0;16.0;8.0;29.0;60.0;43.0;17.0;5.0;5.0;4.0;23.0
308;Mannen en vrouwen;4060;2000;171.0;7.0;;;;;142.0;13.0;10.0;80.0;33.0;16.0;12.0;30.0;73.0;45.0;13.0;5.0;6.0;4.0;25.0
309;Mannen en vrouwen;4060;2001 voor revisie;180.0;11.0;;;;;141.0;16.0;12.0;76.0;37.0;19.0;9.0;38.0;75.0;39.0;17.0;6.0;7.0;5.0;30.0
310;Mannen en vrouwen;4060;2001 na revisie;166.0;11.0;;;;;131.0;14.0;11.0;71.0;35.0;18.0;8.0;35.0;69.0;36.0;16.0;6.0;7.0;5.0;28.0
311;Mannen en vrouwen;4060;2002;183.0;8.0;;;;;150.0;18.0;7.0;77.0;36.0;21.0;11.0;39.0;80.0;41.0;15.0;6.0;7.0;5.0;30.0
312;Mannen en vrouwen;4060;2003;195.0;11.0;;;;;158.0;19.0;8.0;86.0;34.0;20.0;12.0;43.0;78.0;46.0;15.0;7.0;8.0;5.0;35.0
313;Mannen en vrouwen;4060;2004;195.0;11.0;;;;;159.0;19.0;6.0;85.0;35.0;22.0;9.0;43.0;79.0;46.0;16.0;6.0;7.0;5.0;36.0
314;Mannen en vrouwen;4060;2005;211.0;9.0;;;;;175.0;20.0;6.0;86.0;44.0;23.0;13.0;45.0;88.0;49.0;15.0;8.0;6.0;6.0;37.0
315;Mannen en vrouwen;4060;2006;223.0;10.0;;;;;183.0;21.0;9.0;89.0;46.0;26.0;15.0;48.0;98.0;50.0;16.0;9.0;7.0;5.0;38.0
316;Mannen en vrouwen;4060;2007;242.0;13.0;;;;;197.0;22.0;10.0;97.0;46.0;31.0;14.0;55.0;104.0;56.0;16.0;8.0;10.0;6.0;43.0
317;Mannen en vrouwen;4060;2008;258.0;28.0;25.0;6.0;19.0;3.0;207.0;22.0;;94.0;51.0;28.0;14.0;71.0;105.0;57.0;17.0;10.0;6.0;7.0;56.0
318;Mannen en vrouwen;4060;2009;269.0;31.0;27.0;7.0;20.0;4.0;211.0;27.0;;91.0;51.0;29.0;17.0;80.0;109.0;57.0;17.0;8.0;8.0;6.0;65.0
319;Mannen en vrouwen;4060;2010;266.0;31.0;27.0;6.0;21.0;4.0;209.0;26.0;;;;;;;;;;;;;
320;Mannen en vrouwen;4060;2011;266.0;29.0;26.0;9.0;16.0;3.0;212.0;25.0;;;;;;;;;;;;;
321;Mannen en vrouwen;4060;2012;262.0;36.0;33.0;10.0;23.0;2.0;204.0;22.0;;;;;;;;;;;;;
322;Mannen en vrouwen;4060;2013;280.0;35.0;32.0;13.0;19.0;4.0;220.0;24.0;;;;;;;;;;;;;
323;Mannen en vrouwen;4090;1996;1926.0;109.0;;;;;1579.0;186.0;51.0;662.0;396.0;278.0;220.0;369.0;906.0;406.0;75.0;89.0;54.0;67.0;329.0
324;Mannen en vrouwen;4090;1997;1958.0;111.0;;;;;1606.0;192.0;50.0;666.0;391.0;274.0;242.0;384.0;924.0;408.0;75.0;87.0;51.0;74.0;339.0
325;Mannen en vrouwen;4090;1998;2075.0;111.0;;;;;1710.0;203.0;52.0;715.0;419.0;292.0;250.0;398.0;989.0;417.0;86.0;96.0;55.0;79.0;353.0
326;Mannen en vrouwen;4090;1999;2100.0;107.0;;;;;1735.0;208.0;50.0;712.0;424.0;299.0;270.0;394.0;1017.0;413.0;88.0;98.0;55.0;75.0;354.0
327;Mannen en vrouwen;4090;2000;2109.0;132.0;;;;;1717.0;198.0;61.0;725.0;429.0;296.0;252.0;407.0;1011.0;414.0;90.0;100.0;53.0;78.0;363.0
328;Mannen en vrouwen;4090;2001 voor revisie;2050.0;113.0;;;;;1700.0;195.0;43.0;704.0;412.0;296.0;252.0;387.0;1004.0;398.0;80.0;95.0;53.0;79.0;341.0
329;Mannen en vrouwen;4090;2001 na revisie;1875.0;115.0;;;;;1537.0;183.0;40.0;648.0;373.0;265.0;220.0;369.0;902.0;362.0;72.0;88.0;49.0;74.0;329.0
330;Mannen en vrouwen;4090;2002;1877.0;129.0;;;;;1518.0;183.0;46.0;647.0;364.0;255.0;221.0;390.0;891.0;363.0;79.0;80.0;49.0;75.0;341.0
331;Mannen en vrouwen;4090;2003;1887.0;128.0;;;;;1521.0;191.0;48.0;636.0;370.0;270.0;213.0;399.0;890.0;380.0;65.0;78.0;51.0;70.0;354.0
332;Mannen en vrouwen;4090;2004;1855.0;131.0;;;;;1488.0;188.0;48.0;615.0;367.0;252.0;223.0;399.0;873.0;365.0;63.0;85.0;46.0;76.0;349.0
333;Mannen en vrouwen;4090;2005;1870.0;133.0;;;;;1502.0;185.0;50.0;593.0;372.0;264.0;229.0;411.0;874.0;377.0;67.0;85.0;48.0;68.0;352.0
334;Mannen en vrouwen;4090;2006;1929.0;126.0;;;;;1547.0;205.0;51.0;628.0;371.0;268.0;238.0;423.0;898.0;385.0;68.0;93.0;46.0;76.0;364.0
335;Mannen en vrouwen;4090;2007;1932.0;123.0;;;;;1556.0;204.0;49.0;608.0;367.0;280.0;253.0;425.0;911.0;379.0;66.0;94.0;45.0;76.0;359.0
336;Mannen en vrouwen;4090;2008;2045.0;288.0;226.0;59.0;167.0;62.0;1586.0;169.0;2.0;613.0;385.0;278.0;224.0;545.0;881.0;389.0;65.0;108.0;44.0;79.0;480.0
337;Mannen en vrouwen;4090;2009;2095.0;308.0;254.0;67.0;187.0;54.0;1621.0;166.0;;626.0;377.0;272.0;246.0;575.0;901.0;397.0;64.0;110.0;48.0;81.0;495.0
338;Mannen en vrouwen;4090;2010;2067.0;296.0;237.0;65.0;172.0;59.0;1601.0;169.0;;;;;;;;;;;;;
339;Mannen en vrouwen;4090;2011;2010.0;287.0;237.0;76.0;161.0;50.0;1580.0;141.0;2.0;;;;;;;;;;;;
340;Mannen en vrouwen;4090;2012;1993.0;281.0;239.0;68.0;170.0;42.0;1553.0;156.0;3.0;;;;;;;;;;;;
341;Mannen en vrouwen;4090;2013;1952.0;298.0;259.0;82.0;178.0;38.0;1485.0;166.0;4.0;;;;;;;;;;;;
342;Mannen en vrouwen;4100;1996;2596.0;214.0;;;;;2035.0;286.0;61.0;892.0;509.0;333.0;247.0;615.0;1188.0;558.0;65.0;77.0;58.0;104.0;547.0
343;Mannen en vrouwen;4100;1997;2684.0;225.0;;;;;2103.0;293.0;64.0;926.0;524.0;332.0;260.0;642.0;1182.0;590.0;70.0;87.0;68.0;116.0;571.0
344;Mannen en vrouwen;4100;1998;2761.0;207.0;;;;;2196.0;295.0;62.0;960.0;537.0;372.0;267.0;624.0;1267.0;606.0;69.0;83.0;60.0;120.0;556.0
345;Mannen en vrouwen;4100;1999;2809.0;207.0;;;;;2262.0;278.0;62.0;984.0;540.0;381.0;283.0;620.0;1313.0;592.0;77.0;93.0;68.0;124.0;543.0
346;Mannen en vrouwen;4100;2000;2906.0;216.0;;;;;2323.0;304.0;62.0;1023.0;580.0;378.0;283.0;643.0;1364.0;598.0;74.0;98.0;72.0;125.0;576.0
347;Mannen en vrouwen;4100;2001 voor revisie;2988.0;205.0;;;;;2405.0;317.0;61.0;1036.0;604.0;395.0;296.0;657.0;1422.0;608.0;79.0;96.0;71.0;134.0;579.0
348;Mannen en vrouwen;4100;2001 na revisie;3071.0;221.0;;;;;2457.0;332.0;62.0;1064.0;615.0;399.0;301.0;692.0;1450.0;620.0;79.0;96.0;75.0;141.0;611.0
349;Mannen en vrouwen;4100;2002;3116.0;233.0;;;;;2472.0;347.0;64.0;1076.0;604.0;396.0;298.0;742.0;1463.0;645.0;86.0;87.0;55.0;144.0;637.0
350;Mannen en vrouwen;4100;2003;3112.0;221.0;;;;;2482.0;346.0;63.0;1072.0;625.0;381.0;293.0;741.0;1456.0;648.0;77.0;90.0;67.0;137.0;638.0
351;Mannen en vrouwen;4100;2004;3125.0;237.0;;;;;2495.0;336.0;57.0;1044.0;612.0;409.0;302.0;758.0;1464.0;626.0;92.0;95.0;60.0;143.0;644.0
352;Mannen en vrouwen;4100;2005;3142.0;232.0;;;;;2502.0;351.0;58.0;998.0;625.0;416.0;328.0;776.0;1469.0;622.0;78.0;103.0;60.0;146.0;663.0
353;Mannen en vrouwen;4100;2006;3179.0;236.0;;;;;2509.0;371.0;64.0;999.0;612.0;410.0;344.0;814.0;1494.0;624.0;75.0;109.0;60.0;135.0;683.0
354;Mannen en vrouwen;4100;2007;3255.0;230.0;;;;;2603.0;360.0;63.0;1028.0;632.0;437.0;352.0;807.0;1537.0;645.0;74.0;110.0;65.0;143.0;680.0
355;Mannen en vrouwen;4100;2008;3284.0;494.0;384.0;91.0;293.0;110.0;2502.0;287.0;;993.0;603.0;418.0;301.0;969.0;1469.0;608.0;76.0;101.0;59.0;127.0;844.0
356;Mannen en vrouwen;4100;2009;3248.0;485.0;376.0;79.0;296.0;109.0;2499.0;264.0;;954.0;612.0;415.0;311.0;956.0;1430.0;611.0;76.0;115.0;56.0;140.0;821.0
357;Mannen en vrouwen;4100;2010;3238.0;512.0;406.0;100.0;307.0;106.0;2471.0;254.0;;;;;;;;;;;;;
358;Mannen en vrouwen;4100;2011;3263.0;507.0;405.0;106.0;299.0;101.0;2506.0;246.0;4.0;;;;;;;;;;;;
359;Mannen en vrouwen;4100;2012;3301.0;519.0;422.0;125.0;297.0;98.0;2529.0;251.0;2.0;;;;;;;;;;;;
360;Mannen en vrouwen;4100;2013;3204.0;532.0;451.0;133.0;318.0;81.0;2428.0;243.0;;;;;;;;;;;;;
361;Mannen en vrouwen;4140;1996;720.0;34.0;;;;;537.0;61.0;88.0;266.0;156.0;82.0;68.0;148.0;284.0;176.0;41.0;21.0;20.0;58.0;119.0
362;Mannen en vrouwen;4140;1997;751.0;28.0;;;;;565.0;70.0;87.0;274.0;162.0;91.0;66.0;158.0;283.0;187.0;46.0;25.0;25.0;61.0;124.0
363;Mannen en vrouwen;4140;1998;722.0;24.0;;;;;557.0;58.0;82.0;275.0;148.0;87.0;70.0;141.0;275.0;176.0;48.0;27.0;23.0;61.0;111.0
364;Mannen en vrouwen;4140;1999;744.0;24.0;;;;;571.0;66.0;84.0;295.0;156.0;78.0;67.0;147.0;289.0;180.0;50.0;24.0;26.0;64.0;112.0
365;Mannen en vrouwen;4140;2000;759.0;20.0;;;;;588.0;63.0;88.0;318.0;160.0;84.0;53.0;143.0;289.0;182.0;56.0;36.0;28.0;62.0;106.0
366;Mannen en vrouwen;4140;2001 voor revisie;800.0;24.0;;;;;616.0;73.0;87.0;339.0;158.0;87.0;55.0;162.0;298.0;193.0;66.0;31.0;29.0;62.0;122.0
367;Mannen en vrouwen;4140;2001 na revisie;827.0;27.0;;;;;635.0;76.0;88.0;348.0;163.0;90.0;58.0;168.0;310.0;199.0;64.0;32.0;30.0;64.0;128.0
368;Mannen en vrouwen;4140;2002;821.0;27.0;;;;;629.0;79.0;86.0;331.0;168.0;86.0;57.0;179.0;309.0;193.0;66.0;28.0;27.0;60.0;138.0
369;Mannen en vrouwen;4140;2003;777.0;23.0;;;;;606.0;64.0;84.0;329.0;154.0;83.0;53.0;158.0;295.0;190.0;61.0;32.0;28.0;54.0;118.0
370;Mannen en vrouwen;4140;2004;758.0;27.0;;;;;583.0;67.0;81.0;315.0;152.0;78.0;48.0;164.0;299.0;182.0;53.0;28.0;23.0;50.0;124.0
371;Mannen en vrouwen;4140;2005;756.0;22.0;;;;;578.0;61.0;95.0;305.0;148.0;83.0;57.0;163.0;298.0;187.0;53.0;33.0;23.0;48.0;114.0
372;Mannen en vrouwen;4140;2006;740.0;22.0;;;;;558.0;66.0;94.0;293.0;152.0;77.0;48.0;169.0;283.0;186.0;53.0;33.0;24.0;44.0;117.0
373;Mannen en vrouwen;4140;2007;782.0;23.0;;;;;587.0;71.0;102.0;307.0;154.0;81.0;55.0;185.0;291.0;200.0;61.0;36.0;22.0;49.0;125.0
374;Mannen en vrouwen;4140;2008;809.0;38.0;29.0;7.0;22.0;8.0;677.0;95.0;;321.0;147.0;80.0;48.0;212.0;277.0;211.0;57.0;31.0;27.0;50.0;156.0
375;Mannen en vrouwen;4140;2009;764.0;37.0;22.0;5.0;17.0;15.0;641.0;86.0;;301.0;135.0;77.0;49.0;202.0;259.0;187.0;66.0;34.0;24.0;52.0;144.0
376;Mannen en vrouwen;4140;2010;722.0;37.0;28.0;7.0;21.0;10.0;610.0;73.0;2.0;;;;;;;;;;;;
377;Mannen en vrouwen;4140;2011;759.0;41.0;33.0;10.0;23.0;8.0;641.0;76.0;;;;;;;;;;;;;
378;Mannen en vrouwen;4140;2012;741.0;37.0;27.0;10.0;17.0;10.0;638.0;64.0;2.0;;;;;;;;;;;;
379;Mannen en vrouwen;4140;2013;708.0;49.0;38.0;11.0;27.0;10.0;595.0;64.0;;;;;;;;;;;;;
380;Mannen;1;1996;3870.0;264.0;;;;;2981.0;480.0;145.0;1217.0;745.0;524.0;436.0;949.0;1747.0;766.0;100.0;132.0;85.0;203.0;837.0
381;Mannen;1;1997;3940.0;258.0;;;;;3049.0;488.0;144.0;1223.0;754.0;527.0;471.0;965.0;1748.0;790.0;99.0;144.0;90.0;226.0;843.0
382;Mannen;1;1998;4036.0;243.0;;;;;3151.0;504.0;138.0;1272.0;761.0;553.0;488.0;962.0;1802.0;795.0;116.0;148.0;101.0;230.0;844.0
383;Mannen;1;1999;4105.0;239.0;;;;;3231.0;497.0;139.0;1286.0;784.0;562.0;511.0;962.0;1877.0;778.0;119.0;160.0;95.0;241.0;834.0
384;Mannen;1;2000;4162.0;257.0;;;;;3252.0;514.0;138.0;1316.0;797.0;567.0;495.0;986.0;1905.0;764.0;129.0;169.0;93.0;240.0;861.0
385;Mannen;1;2001 voor revisie;4185.0;242.0;;;;;3287.0;530.0;126.0;1314.0;795.0;561.0;518.0;997.0;1924.0;760.0;120.0;174.0;100.0;245.0;862.0
386;Mannen;1;2001 na revisie;4176.0;258.0;;;;;3250.0;538.0;130.0;1317.0;788.0;550.0;504.0;1018.0;1893.0;759.0;116.0;174.0;100.0;250.0;886.0
387;Mannen;1;2002;4176.0;274.0;;;;;3215.0;552.0;136.0;1277.0;784.0;545.0;503.0;1067.0;1895.0;749.0;129.0;148.0;82.0;256.0;917.0
388;Mannen;1;2003;4111.0;276.0;;;;;3157.0;535.0;143.0;1262.0;765.0;544.0;468.0;1072.0;1844.0;762.0;110.0;144.0;93.0;246.0;912.0
389;Mannen;1;2004;4068.0;294.0;;;;;3113.0;528.0;134.0;1227.0;735.0;533.0;491.0;1082.0;1825.0;732.0;111.0;153.0;80.0;247.0;919.0
390;Mannen;1;2005;4069.0;278.0;;;;;3112.0;537.0;142.0;1162.0;749.0;542.0;521.0;1095.0;1825.0;732.0;106.0;156.0;83.0;249.0;919.0
391;Mannen;1;2006;4100.0;276.0;;;;;3117.0;563.0;144.0;1173.0;749.0;529.0;523.0;1126.0;1841.0;731.0;107.0;160.0;84.0;242.0;935.0
392;Mannen;1;2007;4185.0;267.0;;;;;3212.0;558.0;149.0;1191.0;758.0;562.0;549.0;1126.0;1876.0;758.0;103.0;179.0;85.0;258.0;927.0
393;Mannen;1;2008;4266.0;638.0;521.0;91.0;430.0;117.0;3171.0;456.0;;1170.0;737.0;533.0;475.0;1352.0;1760.0;741.0;104.0;173.0;78.0;246.0;1164.0
394;Mannen;1;2009;4200.0;646.0;527.0;84.0;443.0;119.0;3127.0;428.0;;1122.0;720.0;509.0;492.0;1357.0;1716.0;720.0;109.0;176.0;75.0;258.0;1147.0
395;Mannen;1;2010;4119.0;660.0;543.0;107.0;436.0;118.0;3062.0;394.0;3.0;;;;;;;;;;;;
396;Mannen;1;2011;4095.0;652.0;545.0;124.0;421.0;107.0;3059.0;380.0;5.0;;;;;;;;;;;;
397;Mannen;1;2012;4069.0;645.0;542.0;123.0;419.0;102.0;3046.0;373.0;5.0;;;;;;;;;;;;
398;Mannen;1;2013;3999.0;691.0;601.0;152.0;449.0;90.0;2933.0;370.0;5.0;;;;;;;;;;;;
399;Mannen;53050;1996;408.0;13.0;;;;;294.0;44.0;57.0;149.0;81.0;44.0;39.0;95.0;143.0;97.0;19.0;13.0;15.0;41.0;79.0
400;Mannen;53050;1997;420.0;10.0;;;;;308.0;50.0;52.0;156.0;81.0;44.0;45.0;94.0;146.0;105.0;19.0;17.0;14.0;42.0;77.0
401;Mannen;53050;1998;406.0;9.0;;;;;299.0;46.0;51.0;157.0;78.0;44.0;38.0;88.0;135.0;101.0;25.0;15.0;17.0;41.0;73.0
402;Mannen;53050;1999;437.0;9.0;;;;;329.0;49.0;50.0;175.0;85.0;43.0;41.0;92.0;154.0;111.0;23.0;16.0;17.0;41.0;75.0
403;Mannen;53050;2000;444.0;8.0;;;;;333.0;47.0;55.0;185.0;92.0;44.0;31.0;92.0;152.0;104.0;31.0;23.0;14.0;44.0;75.0
404;Mannen;53050;2001 voor revisie;452.0;9.0;;;;;340.0;51.0;52.0;194.0;84.0;43.0;35.0;97.0;159.0;108.0;29.0;19.0;16.0;46.0;75.0
405;Mannen;53050;2001 na revisie;452.0;9.0;;;;;340.0;52.0;51.0;196.0;84.0;41.0;36.0;96.0;159.0;111.0;26.0;19.0;16.0;45.0;76.0
406;Mannen;53050;2002;448.0;9.0;;;;;335.0;56.0;48.0;183.0;83.0;43.0;33.0;106.0;156.0;108.0;29.0;16.0;17.0;39.0;84.0
407;Mannen;53050;2003;432.0;10.0;;;;;334.0;43.0;46.0;184.0;81.0;43.0;30.0;95.0;155.0;103.0;27.0;15.0;20.0;40.0;72.0
408;Mannen;53050;2004;409.0;10.0;;;;;310.0;45.0;44.0;173.0;76.0;39.0;29.0;91.0;152.0;98.0;23.0;14.0;15.0;32.0;76.0
409;Mannen;53050;2005;403.0;9.0;;;;;303.0;41.0;49.0;159.0;74.0;45.0;31.0;94.0;151.0;99.0;23.0;18.0;13.0;28.0;71.0
410;Mannen;53050;2006;409.0;11.0;;;;;305.0;46.0;48.0;166.0;79.0;41.0;28.0;95.0;149.0;105.0;22.0;18.0;13.0;29.0;74.0
411;Mannen;53050;2007;432.0;11.0;;;;;320.0;45.0;56.0;169.0;80.0;41.0;35.0;106.0;153.0;110.0;21.0;21.0;13.0;36.0;78.0
412;Mannen;53050;2008;447.0;22.0;19.0;5.0;14.0;3.0;364.0;60.0;;176.0;79.0;39.0;27.0;125.0;134.0;118.0;24.0;21.0;16.0;33.0;100.0
413;Mannen;53050;2009;422.0;23.0;19.0;4.0;14.0;5.0;341.0;57.0;;171.0;66.0;37.0;28.0;120.0;133.0;107.0;25.0;14.0;13.0;35.0;95.0
414;Mannen;53050;2010;398.0;21.0;17.0;4.0;13.0;3.0;333.0;45.0;;;;;;;;;;;;;
415;Mannen;53050;2011;401.0;17.0;15.0;4.0;11.0;2.0;338.0;45.0;;;;;;;;;;;;;
416;Mannen;53050;2012;391.0;20.0;16.0;6.0;11.0;3.0;331.0;40.0;;;;;;;;;;;;;
417;Mannen;53050;2013;374.0;24.0;20.0;7.0;13.0;4.0;305.0;44.0;;;;;;;;;;;;;
418;Mannen;53500;1996;1160.0;52.0;;;;;924.0;142.0;41.0;356.0;230.0;162.0;153.0;259.0;573.0;219.0;29.0;36.0;22.0;59.0;222.0
419;Mannen;53500;1997;1158.0;50.0;;;;;921.0;147.0;40.0;344.0;217.0;174.0;160.0;263.0;556.0;218.0;29.0;44.0;21.0;67.0;223.0
420;Mannen;53500;1998;1182.0;44.0;;;;;944.0;160.0;34.0;351.0;216.0;175.0;171.0;269.0;566.0;202.0;35.0;50.0;28.0;70.0;230.0
421;Mannen;53500;1999;1163.0;44.0;;;;;932.0;154.0;33.0;337.0;220.0;167.0;174.0;265.0;567.0;190.0;35.0;49.0;24.0;70.0;229.0
422;Mannen;53500;2000;1139.0;44.0;;;;;912.0;156.0;27.0;344.0;213.0;161.0;160.0;262.0;568.0;182.0;33.0;44.0;20.0;71.0;222.0
423;Mannen;53500;2001 voor revisie;1101.0;45.0;;;;;886.0;144.0;26.0;323.0;205.0;163.0;159.0;251.0;550.0;158.0;34.0;58.0;23.0;66.0;212.0
424;Mannen;53500;2001 na revisie;1111.0;48.0;;;;;885.0;149.0;30.0;327.0;207.0;163.0;155.0;258.0;547.0;161.0;33.0;60.0;24.0;66.0;221.0
425;Mannen;53500;2002;1072.0;50.0;;;;;844.0;147.0;31.0;311.0;200.0;153.0;149.0;259.0;533.0;162.0;36.0;40.0;18.0;60.0;222.0
426;Mannen;53500;2003;1012.0;49.0;;;;;793.0;142.0;27.0;296.0;184.0;142.0;133.0;255.0;485.0;170.0;24.0;39.0;22.0;57.0;215.0
427;Mannen;53500;2004;981.0;48.0;;;;;770.0;132.0;30.0;286.0;174.0;133.0;140.0;248.0;466.0;155.0;30.0;44.0;18.0;61.0;207.0
428;Mannen;53500;2005;942.0;34.0;;;;;741.0;133.0;34.0;263.0;166.0;137.0;142.0;234.0;457.0;148.0;28.0;41.0;19.0;56.0;192.0
429;Mannen;53500;2006;924.0;37.0;;;;;721.0;135.0;30.0;264.0;167.0;122.0;136.0;235.0;437.0;150.0;28.0;43.0;19.0;56.0;191.0
430;Mannen;53500;2007;924.0;31.0;;;;;734.0;129.0;30.0;258.0;163.0;134.0;139.0;230.0;437.0;153.0;29.0;50.0;17.0;57.0;180.0
431;Mannen;53500;2008;913.0;104.0;94.0;14.0;80.0;10.0;702.0;107.0;;252.0;151.0;124.0;120.0;265.0;403.0;144.0;27.0;48.0;15.0;54.0;222.0
432;Mannen;53500;2009;885.0;104.0;97.0;12.0;85.0;8.0;685.0;95.0;;231.0;142.0;119.0;123.0;269.0;384.0;136.0;29.0;52.0;16.0;55.0;214.0
433;Mannen;53500;2010;868.0;109.0;98.0;15.0;83.0;11.0;671.0;88.0;;;;;;;;;;;;;
434;Mannen;53500;2011;854.0;112.0;103.0;22.0;81.0;9.0;656.0;86.0;;;;;;;;;;;;;
435;Mannen;53500;2012;855.0;105.0;96.0;22.0;75.0;9.0;659.0;91.0;;;;;;;;;;;;;
436;Mannen;53500;2013;840.0;126.0;119.0;24.0;95.0;6.0;633.0;81.0;;;;;;;;;;;;;
437;Mannen;53700;1996;1096.0;66.0;;;;;870.0;138.0;22.0;333.0;215.0;165.0;129.0;253.0;503.0;221.0;27.0;47.0;21.0;52.0;224.0
438;Mannen;53700;1997;1110.0;66.0;;;;;890.0;130.0;24.0;337.0;221.0;161.0;135.0;256.0;507.0;228.0;25.0;43.0;23.0;62.0;224.0
439;Mannen;53700;1998;1138.0;69.0;;;;;901.0;144.0;25.0;342.0;220.0;169.0;140.0;268.0;519.0;232.0;28.0;43.0;19.0;62.0;235.0
440;Mannen;53700;1999;1155.0;72.0;;;;;923.0;136.0;24.0;346.0;218.0;174.0;151.0;267.0;538.0;222.0;30.0;47.0;21.0;67.0;230.0
441;Mannen;53700;2000;1185.0;70.0;;;;;943.0;144.0;28.0;348.0;238.0;176.0;152.0;271.0;554.0;213.0;37.0;53.0;25.0;66.0;238.0
442;Mannen;53700;2001 voor revisie;1200.0;66.0;;;;;962.0;153.0;20.0;358.0;232.0;168.0;163.0;279.0;570.0;217.0;28.0;48.0;25.0;70.0;242.0
443;Mannen;53700;2001 na revisie;1211.0;72.0;;;;;960.0;158.0;21.0;360.0;232.0;167.0;161.0;291.0;566.0;217.0;27.0;48.0;26.0;73.0;253.0
444;Mannen;53700;2002;1202.0;76.0;;;;;942.0;159.0;26.0;348.0;230.0;166.0;156.0;302.0;573.0;209.0;31.0;41.0;18.0;74.0;256.0
445;Mannen;53700;2003;1185.0;79.0;;;;;917.0;160.0;29.0;331.0;221.0;160.0;157.0;317.0;557.0;203.0;25.0;40.0;19.0;74.0;267.0
446;Mannen;53700;2004;1177.0;84.0;;;;;907.0;161.0;25.0;324.0;213.0;169.0;153.0;318.0;553.0;200.0;23.0;38.0;17.0;76.0;269.0
447;Mannen;53700;2005;1186.0;85.0;;;;;912.0;166.0;24.0;301.0;229.0;161.0;165.0;330.0;543.0;196.0;24.0;43.0;19.0;81.0;279.0
448;Mannen;53700;2006;1199.0;79.0;;;;;920.0;172.0;27.0;302.0;223.0;166.0;170.0;338.0;571.0;189.0;26.0;42.0;18.0;74.0;279.0
449;Mannen;53700;2007;1191.0;74.0;;;;;927.0;166.0;24.0;305.0;219.0;163.0;175.0;329.0;574.0;194.0;22.0;46.0;15.0;71.0;269.0
450;Mannen;53700;2008;1195.0;190.0;162.0;23.0;139.0;27.0;882.0;124.0;;299.0;205.0;156.0;148.0;388.0;533.0;174.0;22.0;45.0;18.0;71.0;332.0
451;Mannen;53700;2009;1151.0;202.0;172.0;25.0;147.0;30.0;836.0;113.0;;272.0;202.0;152.0;138.0;388.0;499.0;169.0;24.0;41.0;16.0;67.0;335.0
452;Mannen;53700;2010;1101.0;198.0;171.0;32.0;139.0;27.0;791.0;110.0;;;;;;;;;;;;;
453;Mannen;53700;2011;1061.0;190.0;168.0;32.0;136.0;23.0;770.0;99.0;;;;;;;;;;;;;
454;Mannen;53700;2012;1028.0;180.0;159.0;34.0;125.0;21.0;758.0;88.0;2.0;;;;;;;;;;;;
455;Mannen;53700;2013;981.0;185.0;166.0;35.0;131.0;19.0;712.0;83.0;;;;;;;;;;;;;
456;Mannen;53800;1996;921.0;79.0;;;;;705.0;118.0;19.0;289.0;177.0;121.0;92.0;241.0;415.0;180.0;19.0;28.0;21.0;40.0;216.0
457;Mannen;53800;1997;953.0;83.0;;;;;725.0;125.0;20.0;296.0;185.0;114.0;105.0;253.0;417.0;187.0;20.0;32.0;24.0;45.0;228.0
458;Mannen;53800;1998;987.0;76.0;;;;;770.0;122.0;19.0;315.0;190.0;128.0;111.0;242.0;444.0;197.0;23.0;33.0;25.0;46.0;219.0
459;Mannen;53800;1999;1002.0;69.0;;;;;796.0;116.0;20.0;322.0;198.0;139.0;111.0;231.0;468.0;195.0;25.0;37.0;25.0;49.0;203.0
460;Mannen;53800;2000;1016.0;84.0;;;;;791.0;122.0;19.0;319.0;190.0;142.0;114.0;250.0;461.0;201.0;23.0;40.0;22.0;45.0;224.0
461;Mannen;53800;2001 voor revisie;1025.0;72.0;;;;;802.0;132.0;19.0;314.0;202.0;138.0;120.0;252.0;466.0;202.0;22.0;38.0;25.0;49.0;224.0
462;Mannen;53800;2001 na revisie;1016.0;76.0;;;;;791.0;131.0;19.0;316.0;196.0;135.0;115.0;254.0;455.0;201.0;22.0;36.0;25.0;50.0;226.0
463;Mannen;53800;2002;1006.0;78.0;;;;;772.0;134.0;22.0;300.0;196.0;127.0;124.0;259.0;445.0;190.0;26.0;38.0;19.0;61.0;227.0
464;Mannen;53800;2003;1002.0;81.0;;;;;765.0;130.0;25.0;300.0;196.0;141.0;102.0;262.0;438.0;199.0;21.0;35.0;22.0;58.0;230.0
