ID;SoortTeler;RegioS;Perioden;BoomteeltEnVastePlantenTotaal_1;GewassenTotaal_2;BosEnHaagplantsoen_3;LaanEnParkbomenTotaal_4;Onderstammen_5;Spillen_6;Opzetters_7;Rozenstruiken_8;Sierconiferen_9;SierheestersEnKlimplantenTotaal_10;Buxus_11;Ericaceae_12;TrekEnBesheester_13;OverigeSierheestersEnKlimplanten_14;VastePlanten_15;VruchtbomenTotaal_16;Moerbomen_17;Onderstammen_18;OverigeVruchtbomen_19;TeeltwijzeTotaal_20;TeeltInDeVolleGrond_21;TeeltInPottenEnContainers_22;OnderGlasTotaal_23;Vermeerdering_24;VolledigeTeeltOnderGlas_25;BoomteeltEnVastePlantenTotaal_26;GewassenTotaal_27;BosEnHaagplantsoen_28;LaanEnParkbomenTotaal_29;Onderstammen_30;Spillen_31;Opzetters_32;Rozenstruiken_33;Sierconiferen_34;SierheestersEnKlimplantenTotaal_35;Buxus_36;Ericaceae_37;TrekEnBesheester_38;OverigeSierheestersEnKlimplanten_39;VastePlanten_40;VruchtbomenTotaal_41;Moerbomen_42;Onderstammen_43;OverigeVruchtbomen_44;TeeltwijzeTotaal_45;TeeltInDeVolleGrond_46;TeeltInPottenEnContainers_47;OnderGlasTotaal_48;Vermeerdering_49;VolledigeTeeltOnderGlas_50
13;Alle soorten telers;Noord-Nederland (LD);2003;580.0;569.0;176.0;50.0;;;;12.0;175.0;79.0;;;;;71.0;6.0;;;;569.0;534.0;36.0;10.0;4.0;7.0;227.0;220.0;62.0;32.0;;;;11.0;105.0;103.0;;;;;64.0;19.0;;;;220.0;201.0;64.0;56.0;41.0;28.0
14;Alle soorten telers;Noord-Nederland (LD);2004;601.0;587.0;169.0;37.0;;;;10.0;170.0;94.0;;;;;101.0;6.0;;;;587.0;555.0;31.0;14.0;10.0;4.0;231.0;224.0;53.0;30.0;;;;11.0;99.0;110.0;;;;;64.0;19.0;;;;224.0;204.0;67.0;56.0;41.0;29.0
15;Alle soorten telers;Noord-Nederland (LD);2005;666.0;656.0;234.0;35.0;;;;5.0;159.0;102.0;;;;;115.0;6.0;;;;656.0;621.0;35.0;10.0;6.0;4.0;222.0;211.0;56.0;29.0;;;;8.0;92.0;105.0;;;;;62.0;18.0;;;;211.0;192.0;64.0;62.0;51.0;25.0
16;Alle soorten telers;Noord-Nederland (LD);2006;738.0;724.0;139.0;57.0;10.0;6.0;41.0;37.0;126.0;136.0;56.0;3.0;7.0;71.0;205.0;24.0;6.0;5.0;12.0;724.0;674.0;49.0;14.0;7.0;6.0;217.0;208.0;47.0;24.0;9.0;10.0;13.0;15.0;83.0;99.0;37.0;3.0;8.0;77.0;63.0;15.0;3.0;2.0;12.0;208.0;185.0;60.0;57.0;44.0;27.0
17;Alle soorten telers;Noord-Nederland (LD);2007;736.0;723.0;169.0;44.0;21.0;17.0;6.0;33.0;145.0;184.0;85.0;4.0;5.0;90.0;129.0;18.0;7.0;4.0;8.0;723.0;692.0;31.0;13.0;5.0;9.0;211.0;202.0;48.0;23.0;7.0;8.0;11.0;13.0;78.0;99.0;46.0;9.0;6.0;72.0;45.0;17.0;5.0;2.0;10.0;202.0;184.0;55.0;57.0;45.0;25.0
18;Alle soorten telers;Noord-Nederland (LD);2008;750.0;739.0;174.0;50.0;1.0;8.0;41.0;46.0;143.0;180.0;73.0;8.0;23.0;76.0;131.0;15.0;3.0;5.0;6.0;739.0;709.0;30.0;11.0;2.0;9.0;195.0;189.0;49.0;22.0;5.0;9.0;13.0;14.0;62.0;92.0;44.0;11.0;13.0;53.0;40.0;12.0;4.0;2.0;7.0;189.0;174.0;49.0;40.0;26.0;22.0
19;Alle soorten telers;Noord-Nederland (LD);2009;752.0;742.0;124.0;49.0;1.0;5.0;43.0;41.0;207.0;180.0;59.0;8.0;11.0;103.0;122.0;18.0;2.0;9.0;6.0;742.0;714.0;28.0;10.0;2.0;8.0;184.0;177.0;43.0;17.0;5.0;6.0;9.0;13.0;64.0;86.0;40.0;8.0;8.0;53.0;34.0;13.0;2.0;5.0;7.0;177.0;165.0;43.0;35.0;24.0;20.0
20;Alle soorten telers;Oost-Nederland (LD);2000;2865.0;2812.0;134.0;1226.0;;;;10.0;640.0;225.0;;;;;153.0;423.0;;;;2812.0;2666.0;146.0;54.0;32.0;22.0;926.0;905.0;133.0;250.0;;;;24.0;377.0;284.0;;;;;221.0;105.0;;;;905.0;822.0;217.0;188.0;142.0;76.0
21;Alle soorten telers;Oost-Nederland (LD);2001;2786.0;2730.0;182.0;1225.0;;;;9.0;627.0;259.0;;;;;116.0;311.0;;;;2730.0;2556.0;174.0;57.0;30.0;27.0;891.0;866.0;125.0;236.0;;;;20.0;340.0;279.0;;;;;204.0;96.0;;;;866.0;772.0;221.0;188.0;144.0;77.0
22;Alle soorten telers;Oost-Nederland (LD);2002;3066.0;3014.0;156.0;1306.0;;;;10.0;723.0;279.0;;;;;157.0;385.0;;;;3014.0;2849.0;165.0;52.0;27.0;25.0;861.0;841.0;126.0;235.0;;;;19.0;322.0;268.0;;;;;201.0;94.0;;;;841.0;752.0;210.0;176.0;138.0;70.0
23;Alle soorten telers;Oost-Nederland (LD);2003;3042.0;2985.0;187.0;1369.0;;;;7.0;657.0;292.0;;;;;148.0;326.0;;;;2985.0;2831.0;154.0;57.0;31.0;26.0;818.0;789.0;118.0;225.0;;;;10.0;292.0;241.0;;;;;189.0;74.0;;;;789.0;715.0;183.0;179.0;139.0;68.0
24;Alle soorten telers;Oost-Nederland (LD);2004;3090.0;3033.0;172.0;1300.0;;;;7.0;629.0;323.0;;;;;235.0;368.0;;;;3033.0;2865.0;168.0;57.0;29.0;28.0;805.0;780.0;112.0;222.0;;;;11.0;277.0;250.0;;;;;189.0;78.0;;;;780.0;702.0;189.0;170.0;130.0;67.0
25;Alle soorten telers;Oost-Nederland (LD);2005;3272.0;3206.0;189.0;1344.0;;;;8.0;724.0;395.0;;;;;150.0;397.0;;;;3206.0;3002.0;205.0;66.0;37.0;28.0;774.0;745.0;106.0;222.0;;;;11.0;275.0;236.0;;;;;155.0;73.0;;;;745.0;666.0;195.0;172.0;136.0;62.0
26;Alle soorten telers;Oost-Nederland (LD);2006;3378.0;3327.0;222.0;1264.0;149.0;341.0;774.0;20.0;724.0;509.0;243.0;6.0;12.0;247.0;146.0;442.0;69.0;96.0;277.0;3327.0;3159.0;168.0;51.0;20.0;31.0;779.0;755.0;122.0;193.0;101.0;104.0;101.0;15.0;281.0;282.0;123.0;13.0;12.0;203.0;142.0;78.0;14.0;25.0;55.0;755.0;690.0;181.0;159.0;115.0;74.0
27;Alle soorten telers;Oost-Nederland (LD);2007;3672.0;3610.0;241.0;1473.0;162.0;474.0;837.0;21.0;638.0;666.0;400.0;13.0;22.0;231.0;142.0;429.0;98.0;99.0;232.0;3610.0;3459.0;151.0;62.0;31.0;32.0;761.0;727.0;120.0;189.0;101.0;109.0;96.0;8.0;250.0;282.0;152.0;16.0;21.0;164.0;134.0;73.0;17.0;28.0;46.0;727.0;676.0;159.0;149.0;112.0;65.0
28;Alle soorten telers;Oost-Nederland (LD);2008;3843.0;3787.0;219.0;1566.0;182.0;551.0;834.0;12.0;702.0;745.0;445.0;20.0;18.0;262.0;121.0;421.0;74.0;90.0;258.0;3787.0;3661.0;126.0;56.0;25.0;31.0;741.0;716.0;108.0;189.0;101.0;116.0;97.0;8.0;231.0;267.0;146.0;15.0;21.0;151.0;116.0;68.0;13.0;23.0;46.0;716.0;672.0;126.0;129.0;91.0;66.0
29;Alle soorten telers;Oost-Nederland (LD);2009;3954.0;3892.0;145.0;1664.0;177.0;580.0;907.0;11.0;832.0;666.0;407.0;25.0;15.0;218.0;131.0;444.0;79.0;94.0;271.0;3892.0;3778.0;115.0;62.0;20.0;42.0;714.0;684.0;84.0;186.0;98.0;124.0;98.0;8.0;224.0;258.0;143.0;23.0;20.0;146.0;121.0;62.0;13.0;19.0;41.0;684.0;643.0;101.0;136.0;90.0;74.0
30;Alle soorten telers;West-Nederland (LD);2000;2463.0;2299.0;94.0;181.0;;;;38.0;331.0;916.0;;;;;589.0;150.0;;;;2299.0;1941.0;358.0;164.0;72.0;92.0;1962.0;1863.0;116.0;94.0;;;;77.0;579.0;1026.0;;;;;690.0;100.0;;;;1863.0;1689.0;626.0;733.0;572.0;302.0
31;Alle soorten telers;West-Nederland (LD);2001;2536.0;2368.0;96.0;186.0;;;;37.0;318.0;1040.0;;;;;561.0;131.0;;;;2368.0;2003.0;365.0;168.0;69.0;99.0;1849.0;1758.0;104.0;94.0;;;;67.0;525.0;990.0;;;;;639.0;95.0;;;;1758.0;1605.0;614.0;663.0;512.0;279.0
32;Alle soorten telers;West-Nederland (LD);2002;2558.0;2379.0;106.0;169.0;;;;46.0;349.0;933.0;;;;;624.0;152.0;;;;2379.0;2010.0;369.0;179.0;79.0;100.0;1753.0;1668.0;100.0;84.0;;;;69.0;489.0;921.0;;;;;603.0;85.0;;;;1668.0;1492.0;597.0;645.0;492.0;279.0
33;Alle soorten telers;West-Nederland (LD);2003;2326.0;2160.0;98.0;173.0;;;;35.0;290.0;818.0;;;;;623.0;121.0;;;;2160.0;1819.0;341.0;167.0;71.0;96.0;1666.0;1587.0;87.0;86.0;;;;62.0;460.0;886.0;;;;;568.0;75.0;;;;1587.0;1434.0;536.0;632.0;498.0;273.0
34;Alle soorten telers;West-Nederland (LD);2004;2427.0;2254.0;109.0;177.0;;;;35.0;274.0;946.0;;;;;621.0;91.0;;;;2254.0;1862.0;392.0;173.0;67.0;106.0;1611.0;1521.0;101.0;86.0;;;;54.0;432.0;855.0;;;;;536.0;62.0;;;;1521.0;1357.0;587.0;633.0;490.0;293.0
35;Alle soorten telers;West-Nederland (LD);2005;2229.0;2033.0;92.0;142.0;;;;26.0;260.0;813.0;;;;;622.0;78.0;;;;2033.0;1662.0;371.0;196.0;72.0;124.0;1528.0;1428.0;90.0;83.0;;;;47.0;402.0;804.0;;;;;514.0;54.0;;;;1428.0;1269.0;567.0;623.0;483.0;282.0
36;Alle soorten telers;West-Nederland (LD);2006;2407.0;2227.0;150.0;154.0;41.0;55.0;58.0;49.0;250.0;961.0;203.0;14.0;157.0;586.0;529.0;135.0;17.0;9.0;108.0;2227.0;1844.0;383.0;179.0;59.0;121.0;1455.0;1384.0;88.0;74.0;29.0;28.0;23.0;48.0;352.0;870.0;257.0;35.0;122.0;639.0;418.0;74.0;12.0;16.0;51.0;1384.0;1242.0;543.0;528.0;400.0;266.0
37;Alle soorten telers;West-Nederland (LD);2007;2506.0;2339.0;200.0;230.0;41.0;86.0;103.0;53.0;249.0;933.0;221.0;19.0;168.0;525.0;555.0;119.0;9.0;13.0;97.0;2339.0;2009.0;330.0;167.0;54.0;113.0;1373.0;1306.0;109.0;78.0;33.0;36.0;27.0;42.0;319.0;808.0;277.0;42.0;125.0;568.0;397.0;74.0;10.0;19.0;52.0;1306.0;1167.0;515.0;480.0;364.0;236.0
38;Alle soorten telers;West-Nederland (LD);2008;2471.0;2312.0;174.0;254.0;29.0;32.0;193.0;50.0;224.0;947.0;225.0;24.0;193.0;505.0;565.0;98.0;9.0;6.0;83.0;2312.0;2019.0;294.0;159.0;55.0;104.0;1294.0;1236.0;95.0;70.0;29.0;33.0;31.0;36.0;303.0;753.0;257.0;48.0;152.0;497.0;378.0;47.0;8.0;13.0;36.0;1236.0;1137.0;415.0;431.0;332.0;211.0
39;Alle soorten telers;West-Nederland (LD);2009;2390.0;2213.0;106.0;225.0;37.0;37.0;151.0;31.0;185.0;948.0;245.0;28.0;162.0;513.0;614.0;105.0;10.0;17.0;77.0;2213.0;1953.0;261.0;176.0;42.0;135.0;1228.0;1158.0;73.0;62.0;33.0;26.0;27.0;29.0;274.0;722.0;258.0;54.0;131.0;481.0;368.0;44.0;7.0;14.0;29.0;1158.0;1087.0;319.0;408.0;282.0;230.0
40;Alle soorten telers;Zuid-Nederland (LD);2000;7077.0;6938.0;1866.0;1710.0;;;;519.0;1220.0;571.0;;;;;394.0;657.0;;;;6938.0;6506.0;432.0;139.0;71.0;68.0;2029.0;1994.0;706.0;358.0;;;;217.0;756.0;554.0;;;;;285.0;139.0;;;;1994.0;1827.0;479.0;460.0;344.0;201.0
41;Alle soorten telers;Zuid-Nederland (LD);2001;7084.0;6941.0;1914.0;1791.0;;;;442.0;1321.0;593.0;;;;;321.0;558.0;;;;6941.0;6482.0;458.0;144.0;80.0;63.0;1918.0;1878.0;657.0;348.0;;;;176.0;721.0;552.0;;;;;251.0;109.0;;;;1878.0;1729.0;454.0;453.0;351.0;190.0
42;Alle soorten telers;Zuid-Nederland (LD);2002;7562.0;7412.0;1905.0;1970.0;;;;423.0;1399.0;628.0;;;;;426.0;661.0;;;;7412.0;6957.0;456.0;150.0;88.0;62.0;1974.0;1939.0;644.0;355.0;;;;162.0;702.0;541.0;;;;;301.0;114.0;;;;1939.0;1792.0;450.0;442.0;357.0;176.0
43;Alle soorten telers;Zuid-Nederland (LD);2003;7582.0;7437.0;1922.0;1865.0;;;;433.0;1425.0;704.0;;;;;412.0;675.0;;;;7437.0;7034.0;403.0;145.0;70.0;75.0;1890.0;1851.0;625.0;346.0;;;;148.0;667.0;528.0;;;;;287.0;104.0;;;;1851.0;1715.0;425.0;438.0;335.0;189.0
44;Alle soorten telers;Zuid-Nederland (LD);2004;8027.0;7876.0;1849.0;2078.0;;;;411.0;1659.0;771.0;;;;;428.0;679.0;;;;7876.0;7339.0;537.0;151.0;67.0;84.0;1823.0;1781.0;588.0;340.0;;;;139.0;623.0;514.0;;;;;280.0;100.0;;;;1781.0;1636.0;433.0;440.0;334.0;191.0
45;Alle soorten telers;Zuid-Nederland (LD);2005;8841.0;8680.0;2125.0;2214.0;;;;470.0;1799.0;869.0;;;;;428.0;775.0;;;;8680.0;8235.0;445.0;161.0;80.0;81.0;1800.0;1761.0;610.0;335.0;;;;136.0;598.0;509.0;;;;;266.0;87.0;;;;1761.0;1616.0;441.0;425.0;329.0;179.0
46;Alle soorten telers;Zuid-Nederland (LD);2006;9226.0;9067.0;2094.0;2354.0;178.0;610.0;1567.0;545.0;1623.0;1236.0;515.0;25.0;49.0;648.0;398.0;818.0;170.0;86.0;562.0;9067.0;8627.0;441.0;159.0;76.0;83.0;1817.0;1782.0;582.0;299.0;101.0;131.0;159.0;128.0;592.0;694.0;328.0;26.0;34.0;443.0;232.0;120.0;32.0;35.0;81.0;1782.0;1648.0;418.0;396.0;305.0;181.0
47;Alle soorten telers;Zuid-Nederland (LD);2007;9686.0;9513.0;2294.0;2502.0;154.0;454.0;1895.0;470.0;1666.0;1331.0;654.0;25.0;56.0;596.0;422.0;827.0;187.0;92.0;549.0;9513.0;9072.0;440.0;173.0;81.0;92.0;1820.0;1774.0;596.0;287.0;99.0;138.0;151.0;114.0;545.0;689.0;373.0;26.0;27.0;396.0;230.0;110.0;30.0;33.0;72.0;1774.0;1643.0;401.0;401.0;292.0;202.0
48;Alle soorten telers;Zuid-Nederland (LD);2008;10061.0;9882.0;2321.0;2576.0;173.0;324.0;2078.0;439.0;1970.0;1373.0;648.0;32.0;46.0;647.0;412.0;791.0;159.0;106.0;526.0;9882.0;9534.0;348.0;179.0;91.0;88.0;1804.0;1759.0;558.0;283.0;85.0;122.0;167.0;107.0;557.0;659.0;367.0;37.0;27.0;367.0;196.0;112.0;29.0;31.0;76.0;1759.0;1660.0;323.0;357.0;273.0;168.0
49;Alle soorten telers;Zuid-Nederland (LD);2009;10476.0;10292.0;2385.0;2597.0;264.0;432.0;1901.0;461.0;1927.0;1602.0;771.0;39.0;45.0;747.0;431.0;890.0;183.0;125.0;582.0;10292.0;9928.0;364.0;184.0;74.0;109.0;1771.0;1722.0;519.0;289.0;104.0;128.0;148.0;99.0;534.0;660.0;386.0;39.0;23.0;369.0;205.0;102.0;29.0;34.0;65.0;1722.0;1643.0;256.0;331.0;242.0;175.0
50;Alle soorten telers;Groningen (PV);2000;257.0;255.0;144.0;19.0;;;;39.0;19.0;9.0;;;;;8.0;16.0;;;;255.0;252.0;3.0;2.0;1.0;0.0;93.0;91.0;37.0;13.0;;;;19.0;35.0;25.0;;;;;19.0;6.0;;;;91.0;88.0;14.0;12.0;10.0;3.0
51;Alle soorten telers;Groningen (PV);2001;216.0;215.0;125.0;17.0;;;;17.0;23.0;10.0;;;;;8.0;15.0;;;;215.0;204.0;12.0;1.0;1.0;0.0;78.0;78.0;33.0;12.0;;;;12.0;33.0;25.0;;;;;15.0;6.0;;;;78.0;73.0;16.0;9.0;8.0;2.0
52;Alle soorten telers;Groningen (PV);2002;192.0;191.0;111.0;17.0;;;;11.0;20.0;7.0;;;;;11.0;13.0;;;;191.0;178.0;12.0;1.0;0.0;1.0;69.0;68.0;30.0;10.0;;;;9.0;28.0;16.0;;;;;17.0;7.0;;;;68.0;62.0;15.0;9.0;6.0;4.0
53;Alle soorten telers;Groningen (PV);2003;202.0;198.0;123.0;18.0;;;;10.0;22.0;11.0;;;;;12.0;3.0;;;;198.0;187.0;11.0;4.0;1.0;3.0;67.0;66.0;26.0;10.0;;;;5.0;28.0;19.0;;;;;17.0;3.0;;;;66.0;62.0;13.0;11.0;9.0;3.0
54;Alle soorten telers;Groningen (PV);2004;190.0;188.0;106.0;17.0;;;;9.0;21.0;9.0;;;;;23.0;3.0;;;;188.0;184.0;4.0;2.0;1.0;1.0;67.0;67.0;20.0;9.0;;;;6.0;28.0;23.0;;;;;18.0;2.0;;;;67.0;63.0;16.0;11.0;10.0;3.0
55;Alle soorten telers;Groningen (PV);2005;227.0;224.0;142.0;18.0;;;;4.0;25.0;11.0;;;;;20.0;3.0;;;;224.0;219.0;5.0;3.0;2.0;1.0;68.0;66.0;22.0;10.0;;;;4.0;26.0;23.0;;;;;19.0;2.0;;;;66.0;61.0;17.0;13.0;12.0;3.0
56;Alle soorten telers;Groningen (PV);2006;229.0;227.0;81.0;33.0;1.0;2.0;31.0;37.0;20.0;20.0;6.0;0.0;2.0;11.0;24.0;12.0;4.0;4.0;4.0;227.0;223.0;4.0;2.0;1.0;2.0;62.0;60.0;17.0;7.0;2.0;3.0;5.0;14.0;21.0;25.0;10.0;0.0;1.0;20.0;16.0;4.0;1.0;1.0;2.0;60.0;57.0;16.0;14.0;11.0;5.0
57;Alle soorten telers;Groningen (PV);2007;209.0;209.0;77.0;23.0;6.0;15.0;2.0;33.0;27.0;25.0;5.0;0.0;0.0;20.0;11.0;12.0;4.0;3.0;5.0;209.0;206.0;3.0;1.0;0.0;0.0;59.0;58.0;17.0;7.0;1.0;3.0;4.0;12.0;20.0;17.0;7.0;0.0;0.0;16.0;12.0;5.0;1.0;1.0;3.0;58.0;56.0;14.0;13.0;11.0;3.0
58;Alle soorten telers;Groningen (PV);2008;233.0;233.0;74.0;34.0;0.0;2.0;33.0;43.0;29.0;28.0;8.0;0.0;1.0;18.0;11.0;13.0;3.0;5.0;5.0;233.0;229.0;4.0;1.0;0.0;1.0;60.0;59.0;19.0;7.0;0.0;3.0;6.0;11.0;13.0;20.0;9.0;3.0;1.0;14.0;14.0;5.0;2.0;2.0;2.0;59.0;56.0;14.0;9.0;5.0;5.0
59;Alle soorten telers;Groningen (PV);2009;248.0;247.0;77.0;32.0;1.0;1.0;31.0;38.0;55.0;19.0;2.0;0.0;5.0;12.0;9.0;16.0;2.0;9.0;4.0;247.0;243.0;4.0;1.0;0.0;1.0;60.0;58.0;18.0;5.0;1.0;1.0;4.0;12.0;13.0;20.0;8.0;2.0;3.0;13.0;11.0;8.0;1.0;5.0;3.0;58.0;54.0;13.0;9.0;6.0;5.0
60;Alle soorten telers;Friesland (PV);2000;131.0;129.0;6.0;12.0;;;;2.0;64.0;21.0;;;;;24.0;0.0;;;;129.0;113.0;16.0;2.0;1.0;1.0;65.0;61.0;13.0;10.0;;;;6.0;27.0;28.0;;;;;24.0;6.0;;;;61.0;52.0;22.0;14.0;11.0;9.0
61;Alle soorten telers;Friesland (PV);2001;142.0;140.0;5.0;11.0;;;;1.0;85.0;22.0;;;;;15.0;0.0;;;;140.0;127.0;13.0;2.0;1.0;1.0;62.0;56.0;13.0;10.0;;;;5.0;27.0;32.0;;;;;18.0;5.0;;;;56.0;50.0;15.0;17.0;12.0;8.0
62;Alle soorten telers;Friesland (PV);2002;141.0;138.0;7.0;12.0;;;;1.0;81.0;24.0;;;;;13.0;0.0;;;;138.0;127.0;11.0;3.0;1.0;1.0;53.0;51.0;13.0;11.0;;;;3.0;26.0;27.0;;;;;16.0;5.0;;;;51.0;44.0;17.0;13.0;11.0;5.0
63;Alle soorten telers;Friesland (PV);2003;166.0;164.0;7.0;12.0;;;;1.0;97.0;33.0;;;;;13.0;0.0;;;;164.0;152.0;11.0;3.0;1.0;1.0;59.0;56.0;14.0;10.0;;;;3.0;27.0;34.0;;;;;15.0;7.0;;;;56.0;49.0;19.0;15.0;12.0;11.0
64;Alle soorten telers;Friesland (PV);2004;156.0;153.0;7.0;12.0;;;;1.0;90.0;34.0;;;;;9.0;0.0;;;;153.0;144.0;9.0;3.0;1.0;1.0;55.0;53.0;15.0;10.0;;;;3.0;25.0;32.0;;;;;12.0;7.0;;;;53.0;47.0;19.0;15.0;11.0;12.0
