ID;Verbruiksbestemming;Landen;CPA2008;Perioden;InvoerGoederenNaarEigendomsoverdracht_1
21;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;01 Producten van de landbouw en de jacht;2020;23557.0
22;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;01 Producten van de landbouw en de jacht;2021;25353.0
23;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;01 Producten van de landbouw en de jacht;2022;27932.0
24;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;011 Eenjarige gewassen;2015;12577.0
25;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;011 Eenjarige gewassen;2016;12346.0
26;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;011 Eenjarige gewassen;2017;12176.0
27;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;011 Eenjarige gewassen;2018;12130.0
28;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;011 Eenjarige gewassen;2019;13713.0
29;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;011 Eenjarige gewassen;2020;15910.0
30;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;011 Eenjarige gewassen;2021;17935.0
31;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;011 Eenjarige gewassen;2022;14128.0
32;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;012 Meerjarige gewassen;2015;7289.0
33;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;012 Meerjarige gewassen;2016;7990.0
34;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;012 Meerjarige gewassen;2017;8237.0
35;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;012 Meerjarige gewassen;2018;8767.0
36;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;012 Meerjarige gewassen;2019;9168.0
37;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;012 Meerjarige gewassen;2020;9764.0
38;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;012 Meerjarige gewassen;2021;10179.0
39;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;012 Meerjarige gewassen;2022;10693.0
40;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;013 Plantmateriaal: levende planten..;2015;762.0
41;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;013 Plantmateriaal: levende planten..;2016;855.0
42;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;013 Plantmateriaal: levende planten..;2017;940.0
43;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;013 Plantmateriaal: levende planten..;2018;1030.0
44;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;013 Plantmateriaal: levende planten..;2019;1053.0
45;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;013 Plantmateriaal: levende planten..;2020;1149.0
46;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;013 Plantmateriaal: levende planten..;2021;1328.0
47;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;013 Plantmateriaal: levende planten..;2022;1165.0
48;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;014 Levende dieren en dierlijke..;2015;1467.0
49;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;014 Levende dieren en dierlijke..;2016;1584.0
50;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;014 Levende dieren en dierlijke..;2017;2436.0
51;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;014 Levende dieren en dierlijke..;2018;1671.0
52;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;014 Levende dieren en dierlijke..;2019;1751.0
53;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;014 Levende dieren en dierlijke..;2020;1611.0
54;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;014 Levende dieren en dierlijke..;2021;2472.0
55;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;014 Levende dieren en dierlijke..;2022;2120.0
56;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;02 Producten van de bosbouw en diensten;2015;345.0
57;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;02 Producten van de bosbouw en diensten;2016;383.0
58;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;02 Producten van de bosbouw en diensten;2017;387.0
59;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;02 Producten van de bosbouw en diensten;2018;383.0
60;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;02 Producten van de bosbouw en diensten;2019;367.0
61;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;02 Producten van de bosbouw en diensten;2020;358.0
62;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;02 Producten van de bosbouw en diensten;2021;518.0
63;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;02 Producten van de bosbouw en diensten;2022;475.0
64;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;03 Vis en andere visserijproducten..;2015;536.0
65;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;03 Vis en andere visserijproducten..;2016;669.0
66;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;03 Vis en andere visserijproducten..;2017;685.0
67;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;03 Vis en andere visserijproducten..;2018;749.0
68;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;03 Vis en andere visserijproducten..;2019;737.0
69;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;03 Vis en andere visserijproducten..;2020;679.0
70;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;03 Vis en andere visserijproducten..;2021;824.0
71;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;03 Vis en andere visserijproducten..;2022;1004.0
72;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;030 Vis en andere visserijproducten..;2015;536.0
73;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;030 Vis en andere visserijproducten..;2016;669.0
74;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;030 Vis en andere visserijproducten..;2017;685.0
75;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;030 Vis en andere visserijproducten..;2018;869.0
76;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;030 Vis en andere visserijproducten..;2019;737.0
77;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;030 Vis en andere visserijproducten..;2020;681.0
78;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;030 Vis en andere visserijproducten..;2021;825.0
79;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;030 Vis en andere visserijproducten..;2022;1004.0
80;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;B Winning van delfstoffen;2015;34296.0
81;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;B Winning van delfstoffen;2016;27159.0
82;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;B Winning van delfstoffen;2017;33423.0
83;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;B Winning van delfstoffen;2018;41392.0
84;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;B Winning van delfstoffen;2019;40244.0
85;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;B Winning van delfstoffen;2020;27411.0
86;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;B Winning van delfstoffen;2021;49580.0
87;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;B Winning van delfstoffen;2022;106990.0
88;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;05 Steenkool en bruinkool;2015;1868.0
89;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;05 Steenkool en bruinkool;2016;1813.0
90;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;05 Steenkool en bruinkool;2017;2307.0
91;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;05 Steenkool en bruinkool;2018;2042.0
92;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;05 Steenkool en bruinkool;2019;1606.0
93;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;05 Steenkool en bruinkool;2020;864.0
94;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;05 Steenkool en bruinkool;2021;1783.0
95;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;05 Steenkool en bruinkool;2022;5095.0
96;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;06 Ruwe aardolie en aardgas;2015;30231.0
97;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;06 Ruwe aardolie en aardgas;2016;23268.0
98;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;06 Ruwe aardolie en aardgas;2017;28686.0
99;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;06 Ruwe aardolie en aardgas;2018;36581.0
100;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;06 Ruwe aardolie en aardgas;2019;35642.0
101;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;06 Ruwe aardolie en aardgas;2020;23533.0
102;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;06 Ruwe aardolie en aardgas;2021;44152.0
103;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;06 Ruwe aardolie en aardgas;2022;98058.0
104;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;061 Ruwe aardolie;2015;22836.0
105;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;061 Ruwe aardolie;2016;18526.0
106;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;061 Ruwe aardolie;2017;21811.0
107;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;061 Ruwe aardolie;2018;27253.0
108;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;061 Ruwe aardolie;2019;27417.0
109;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;061 Ruwe aardolie;2020;17732.0
110;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;061 Ruwe aardolie;2021;31258.0
111;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;061 Ruwe aardolie;2022;56416.0
112;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;062 Aardgas, vloeibaar gemaakt of..;2015;14442.0
113;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;062 Aardgas, vloeibaar gemaakt of..;2016;10615.0
114;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;062 Aardgas, vloeibaar gemaakt of..;2017;13702.0
115;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;062 Aardgas, vloeibaar gemaakt of..;2018;18673.0
116;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;062 Aardgas, vloeibaar gemaakt of..;2019;16617.0
117;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;062 Aardgas, vloeibaar gemaakt of..;2020;11322.0
118;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;062 Aardgas, vloeibaar gemaakt of..;2021;22610.0
119;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;062 Aardgas, vloeibaar gemaakt of..;2022;73994.0
120;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;07 Metaalertsen;2015;1245.0
121;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;07 Metaalertsen;2016;1099.0
122;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;07 Metaalertsen;2017;1412.0
123;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;07 Metaalertsen;2018;1665.0
124;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;07 Metaalertsen;2019;1800.0
125;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;07 Metaalertsen;2020;1825.0
126;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;07 Metaalertsen;2021;2380.0
127;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;07 Metaalertsen;2022;2169.0
128;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;08 Andere delfstoffen;2015;952.0
129;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;08 Andere delfstoffen;2016;979.0
130;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;08 Andere delfstoffen;2017;1018.0
131;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;08 Andere delfstoffen;2018;1104.0
132;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;08 Andere delfstoffen;2019;1196.0
133;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;08 Andere delfstoffen;2020;1189.0
134;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;08 Andere delfstoffen;2021;1265.0
135;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;08 Andere delfstoffen;2022;1668.0
136;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;C Industrieproducten;2015;299347.0
137;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;C Industrieproducten;2016;307456.0
138;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;C Industrieproducten;2017;333808.0
139;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;C Industrieproducten;2018;349825.0
140;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;C Industrieproducten;2019;366522.0
141;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;C Industrieproducten;2020;345496.0
142;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;C Industrieproducten;2021;411424.0
143;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;C Industrieproducten;2022;490333.0
144;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;10 Voedingsmiddelen;2015;29050.0
145;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;10 Voedingsmiddelen;2016;30049.0
146;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;10 Voedingsmiddelen;2017;32130.0
147;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;10 Voedingsmiddelen;2018;32685.0
148;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;10 Voedingsmiddelen;2019;33668.0
149;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;10 Voedingsmiddelen;2020;33366.0
150;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;10 Voedingsmiddelen;2021;36900.0
151;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;10 Voedingsmiddelen;2022;45533.0
152;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;101 Verduurzaamd vlees en..;2015;4904.0
153;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;101 Verduurzaamd vlees en..;2016;5482.0
154;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;101 Verduurzaamd vlees en..;2017;5676.0
155;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;101 Verduurzaamd vlees en..;2018;6645.0
156;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;101 Verduurzaamd vlees en..;2019;5634.0
157;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;101 Verduurzaamd vlees en..;2020;5289.0
158;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;101 Verduurzaamd vlees en..;2021;5806.0
159;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;101 Verduurzaamd vlees en..;2022;7614.0
160;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;102 Vis, schaaldieren en weekdieren..;2015;1868.0
161;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;102 Vis, schaaldieren en weekdieren..;2016;2057.0
162;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;102 Vis, schaaldieren en weekdieren..;2017;2431.0
163;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;102 Vis, schaaldieren en weekdieren..;2018;2682.0
164;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;102 Vis, schaaldieren en weekdieren..;2019;2440.0
165;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;102 Vis, schaaldieren en weekdieren..;2020;2650.0
166;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;102 Vis, schaaldieren en weekdieren..;2021;2878.0
167;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;102 Vis, schaaldieren en weekdieren..;2022;3206.0
168;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;103 Groenten en fruit, verwerkt en..;2015;3823.0
169;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;103 Groenten en fruit, verwerkt en..;2016;3778.0
170;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;103 Groenten en fruit, verwerkt en..;2017;3638.0
171;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;103 Groenten en fruit, verwerkt en..;2018;4571.0
172;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;103 Groenten en fruit, verwerkt en..;2019;3864.0
173;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;103 Groenten en fruit, verwerkt en..;2020;4269.0
174;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;103 Groenten en fruit, verwerkt en..;2021;3927.0
175;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;103 Groenten en fruit, verwerkt en..;2022;4569.0
176;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;104 Plantaardige en dierlijke oliën..;2015;8084.0
177;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;104 Plantaardige en dierlijke oliën..;2016;5827.0
178;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;104 Plantaardige en dierlijke oliën..;2017;5344.0
179;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;104 Plantaardige en dierlijke oliën..;2018;5814.0
180;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;104 Plantaardige en dierlijke oliën..;2019;7482.0
181;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;104 Plantaardige en dierlijke oliën..;2020;6389.0
182;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;104 Plantaardige en dierlijke oliën..;2021;7902.0
183;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;104 Plantaardige en dierlijke oliën..;2022;11315.0
184;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;105 Zuivelproducten;2015;3338.0
185;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;105 Zuivelproducten;2016;3582.0
186;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;105 Zuivelproducten;2017;4212.0
187;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;105 Zuivelproducten;2018;4617.0
188;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;105 Zuivelproducten;2019;4290.0
189;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;105 Zuivelproducten;2020;4140.0
190;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;105 Zuivelproducten;2021;4685.0
191;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;105 Zuivelproducten;2022;5853.0
192;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;106 Maalderijproducten, zetmeel en..;2015;1654.0
193;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;106 Maalderijproducten, zetmeel en..;2016;1721.0
194;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;106 Maalderijproducten, zetmeel en..;2017;1808.0
195;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;106 Maalderijproducten, zetmeel en..;2018;1850.0
196;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;106 Maalderijproducten, zetmeel en..;2019;1839.0
197;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;106 Maalderijproducten, zetmeel en..;2020;1972.0
198;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;106 Maalderijproducten, zetmeel en..;2021;2067.0
199;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;106 Maalderijproducten, zetmeel en..;2022;2554.0
200;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;107 Bakkerijproducten en deegwaren;2015;1041.0
201;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;107 Bakkerijproducten en deegwaren;2016;1152.0
202;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;107 Bakkerijproducten en deegwaren;2017;1166.0
203;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;107 Bakkerijproducten en deegwaren;2018;1262.0
204;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;107 Bakkerijproducten en deegwaren;2019;1338.0
205;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;107 Bakkerijproducten en deegwaren;2020;1323.0
206;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;107 Bakkerijproducten en deegwaren;2021;1508.0
207;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;107 Bakkerijproducten en deegwaren;2022;1817.0
208;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;108 Andere voedingsmiddelen;2015;9767.0
209;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;108 Andere voedingsmiddelen;2016;10326.0
210;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;108 Andere voedingsmiddelen;2017;11028.0
211;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;108 Andere voedingsmiddelen;2018;11469.0
212;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;108 Andere voedingsmiddelen;2019;12069.0
213;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;108 Andere voedingsmiddelen;2020;11206.0
214;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;108 Andere voedingsmiddelen;2021;11516.0
215;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;108 Andere voedingsmiddelen;2022;13484.0
216;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;109 Bereide diervoeders;2015;909.0
217;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;109 Bereide diervoeders;2016;911.0
218;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;109 Bereide diervoeders;2017;1000.0
219;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;109 Bereide diervoeders;2018;1158.0
220;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;109 Bereide diervoeders;2019;1170.0
221;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;109 Bereide diervoeders;2020;1255.0
222;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;109 Bereide diervoeders;2021;1427.0
223;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;109 Bereide diervoeders;2022;1850.0
224;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;11 Dranken;2015;3007.0
225;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;11 Dranken;2016;3151.0
226;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;11 Dranken;2017;3297.0
227;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;11 Dranken;2018;3559.0
228;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;11 Dranken;2019;3772.0
229;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;11 Dranken;2020;3757.0
230;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;11 Dranken;2021;4247.0
231;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;11 Dranken;2022;4903.0
232;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;110 Dranken;2015;3011.0
233;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;110 Dranken;2016;3155.0
234;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;110 Dranken;2017;3297.0
235;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;110 Dranken;2018;3559.0
236;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;110 Dranken;2019;3886.0
237;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;110 Dranken;2020;3828.0
238;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;110 Dranken;2021;4329.0
239;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;110 Dranken;2022;4903.0
240;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;12 Tabaksproducten;2015;1011.0
241;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;12 Tabaksproducten;2016;1091.0
242;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;12 Tabaksproducten;2017;1155.0
243;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;12 Tabaksproducten;2018;1050.0
244;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;12 Tabaksproducten;2019;951.0
245;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;12 Tabaksproducten;2020;938.0
246;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;12 Tabaksproducten;2021;894.0
247;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;12 Tabaksproducten;2022;879.0
248;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;120 Tabaksproducten;2015;1011.0
249;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;120 Tabaksproducten;2016;1092.0
250;"Goedereninvoer; eigendomsoverdracht; tot";Totaal landen;120 Tabaksproducten;2017;1155.0
