ID;BronTechniek;Energietoepassingen;Perioden;VermedenVerbruik_1;VermedenVerbruikRelatief_2;VermedenEmissie_3;VermedenEmissieRelatief_4
1384;Totaal bodemenergie;Totaal energietoepassingen;2014;3149.0;0.1;147.0;0.09
1385;Totaal bodemenergie;Totaal energietoepassingen;2015;3243.0;0.1;135.0;0.08
1386;Totaal bodemenergie;Totaal energietoepassingen;2016;3601.0;0.11;170.0;0.1
1387;Totaal bodemenergie;Totaal energietoepassingen;2017;3956.0;0.12;193.0;0.12
1388;Totaal bodemenergie;Totaal energietoepassingen;2018;4173.0;0.13;208.0;0.13
1389;Totaal bodemenergie;Totaal energietoepassingen;2019;4469.0;0.15;236.0;0.15
1390;Totaal bodemenergie;Totaal energietoepassingen;2020;5014.0;0.17;282.0;0.2
1391;Totaal bodemenergie;Totaal energietoepassingen;2021;5110.0;0.17;268.0;0.19
1392;Totaal bodemenergie;Totaal energietoepassingen;2022;5365.0;0.18;281.0;0.2
1393;Totaal bodemenergie;Totaal energietoepassingen;2023;5855.0;0.2;330.0;0.26
1394;Totaal bodemenergie;Elektriciteit;1990;;;;
1395;Totaal bodemenergie;Elektriciteit;1991;;;;
1396;Totaal bodemenergie;Elektriciteit;1992;;;;
1397;Totaal bodemenergie;Elektriciteit;1993;;;;
1398;Totaal bodemenergie;Elektriciteit;1994;;;;
1399;Totaal bodemenergie;Elektriciteit;1995;;;;
1400;Totaal bodemenergie;Elektriciteit;1996;;;;
1401;Totaal bodemenergie;Elektriciteit;1997;;;;
1402;Totaal bodemenergie;Elektriciteit;1998;;;;
1403;Totaal bodemenergie;Elektriciteit;1999;;;;
1404;Totaal bodemenergie;Elektriciteit;2000;;;;
1405;Totaal bodemenergie;Elektriciteit;2001;;;;
1406;Totaal bodemenergie;Elektriciteit;2002;;;;
1407;Totaal bodemenergie;Elektriciteit;2003;;;;
1408;Totaal bodemenergie;Elektriciteit;2004;;;;
1409;Totaal bodemenergie;Elektriciteit;2005;;;;
1410;Totaal bodemenergie;Elektriciteit;2006;;;;
1411;Totaal bodemenergie;Elektriciteit;2007;;;;
1412;Totaal bodemenergie;Elektriciteit;2008;;;;
1413;Totaal bodemenergie;Elektriciteit;2009;;;;
1414;Totaal bodemenergie;Elektriciteit;2010;;;;
1415;Totaal bodemenergie;Elektriciteit;2011;;;;
1416;Totaal bodemenergie;Elektriciteit;2012;;;;
1417;Totaal bodemenergie;Elektriciteit;2013;;;;
1418;Totaal bodemenergie;Elektriciteit;2014;;;;
1419;Totaal bodemenergie;Elektriciteit;2015;;;;
1420;Totaal bodemenergie;Elektriciteit;2016;;;;
1421;Totaal bodemenergie;Elektriciteit;2017;;;;
1422;Totaal bodemenergie;Elektriciteit;2018;;;;
1423;Totaal bodemenergie;Elektriciteit;2019;;;;
1424;Totaal bodemenergie;Elektriciteit;2020;;;;
1425;Totaal bodemenergie;Elektriciteit;2021;;;;
1426;Totaal bodemenergie;Elektriciteit;2022;;;;
1427;Totaal bodemenergie;Elektriciteit;2023;;;;
1428;Totaal bodemenergie;Warmte;1990;4.0;0.0;0.0;0.0
1429;Totaal bodemenergie;Warmte;1991;5.0;0.0;0.0;0.0
1430;Totaal bodemenergie;Warmte;1992;9.0;0.0;1.0;0.0
1431;Totaal bodemenergie;Warmte;1993;14.0;0.0;1.0;0.0
1432;Totaal bodemenergie;Warmte;1994;40.0;0.0;2.0;0.0
1433;Totaal bodemenergie;Warmte;1995;56.0;0.0;3.0;0.0
1434;Totaal bodemenergie;Warmte;1996;79.0;0.0;5.0;0.0
1435;Totaal bodemenergie;Warmte;1997;118.0;0.0;7.0;0.0
1436;Totaal bodemenergie;Warmte;1998;174.0;0.01;10.0;0.01
1437;Totaal bodemenergie;Warmte;1999;229.0;0.01;13.0;0.01
1438;Totaal bodemenergie;Warmte;2000;286.0;0.01;17.0;0.01
1439;Totaal bodemenergie;Warmte;2001;354.0;0.01;21.0;0.01
1440;Totaal bodemenergie;Warmte;2002;453.0;0.01;26.0;0.01
1441;Totaal bodemenergie;Warmte;2003;549.0;0.02;32.0;0.02
1442;Totaal bodemenergie;Warmte;2004;670.0;0.02;37.0;0.02
1443;Totaal bodemenergie;Warmte;2005;848.0;0.03;46.0;0.03
1444;Totaal bodemenergie;Warmte;2006;1085.0;0.03;58.0;0.03
1445;Totaal bodemenergie;Warmte;2007;1305.0;0.04;68.0;0.04
1446;Totaal bodemenergie;Warmte;2008;1616.0;0.05;84.0;0.05
1447;Totaal bodemenergie;Warmte;2009;1969.0;0.06;102.0;0.06
1448;Totaal bodemenergie;Warmte;2010;2383.0;0.07;125.0;0.07
1449;Totaal bodemenergie;Warmte;2011;2618.0;0.08;136.0;0.08
1450;Totaal bodemenergie;Warmte;2012;2841.0;0.09;141.0;0.08
1451;Totaal bodemenergie;Warmte;2013;3097.0;0.1;149.0;0.09
1452;Totaal bodemenergie;Warmte;2014;3149.0;0.1;147.0;0.09
1453;Totaal bodemenergie;Warmte;2015;3243.0;0.1;135.0;0.08
1454;Totaal bodemenergie;Warmte;2016;3601.0;0.11;170.0;0.1
1455;Totaal bodemenergie;Warmte;2017;3956.0;0.12;193.0;0.12
1456;Totaal bodemenergie;Warmte;2018;4173.0;0.13;208.0;0.13
1457;Totaal bodemenergie;Warmte;2019;4469.0;0.15;236.0;0.15
1458;Totaal bodemenergie;Warmte;2020;5014.0;0.17;282.0;0.2
1459;Totaal bodemenergie;Warmte;2021;5110.0;0.17;268.0;0.19
1460;Totaal bodemenergie;Warmte;2022;5365.0;0.18;281.0;0.2
1461;Totaal bodemenergie;Warmte;2023;5855.0;0.2;330.0;0.26
1462;Totaal bodemenergie;Vervoer;1990;;;;
1463;Totaal bodemenergie;Vervoer;1991;;;;
1464;Totaal bodemenergie;Vervoer;1992;;;;
1465;Totaal bodemenergie;Vervoer;1993;;;;
1466;Totaal bodemenergie;Vervoer;1994;;;;
1467;Totaal bodemenergie;Vervoer;1995;;;;
1468;Totaal bodemenergie;Vervoer;1996;;;;
1469;Totaal bodemenergie;Vervoer;1997;;;;
1470;Totaal bodemenergie;Vervoer;1998;;;;
1471;Totaal bodemenergie;Vervoer;1999;;;;
1472;Totaal bodemenergie;Vervoer;2000;;;;
1473;Totaal bodemenergie;Vervoer;2001;;;;
1474;Totaal bodemenergie;Vervoer;2002;;;;
1475;Totaal bodemenergie;Vervoer;2003;;;;
1476;Totaal bodemenergie;Vervoer;2004;;;;
1477;Totaal bodemenergie;Vervoer;2005;;;;
1478;Totaal bodemenergie;Vervoer;2006;;;;
1479;Totaal bodemenergie;Vervoer;2007;;;;
1480;Totaal bodemenergie;Vervoer;2008;;;;
1481;Totaal bodemenergie;Vervoer;2009;;;;
1482;Totaal bodemenergie;Vervoer;2010;;;;
1483;Totaal bodemenergie;Vervoer;2011;;;;
1484;Totaal bodemenergie;Vervoer;2012;;;;
1485;Totaal bodemenergie;Vervoer;2013;;;;
1486;Totaal bodemenergie;Vervoer;2014;;;;
1487;Totaal bodemenergie;Vervoer;2015;;;;
1488;Totaal bodemenergie;Vervoer;2016;;;;
1489;Totaal bodemenergie;Vervoer;2017;;;;
1490;Totaal bodemenergie;Vervoer;2018;;;;
1491;Totaal bodemenergie;Vervoer;2019;;;;
1492;Totaal bodemenergie;Vervoer;2020;;;;
1493;Totaal bodemenergie;Vervoer;2021;;;;
1494;Totaal bodemenergie;Vervoer;2022;;;;
1495;Totaal bodemenergie;Vervoer;2023;;;;
1496;Bodemwarmte, totaal;Totaal energietoepassingen;1990;;;;
1497;Bodemwarmte, totaal;Totaal energietoepassingen;1991;1.0;0.0;0.0;0.0
1498;Bodemwarmte, totaal;Totaal energietoepassingen;1992;2.0;0.0;0.0;0.0
1499;Bodemwarmte, totaal;Totaal energietoepassingen;1993;4.0;0.0;0.0;0.0
1500;Bodemwarmte, totaal;Totaal energietoepassingen;1994;27.0;0.0;1.0;0.0
1501;Bodemwarmte, totaal;Totaal energietoepassingen;1995;31.0;0.0;2.0;0.0
1502;Bodemwarmte, totaal;Totaal energietoepassingen;1996;38.0;0.0;2.0;0.0
1503;Bodemwarmte, totaal;Totaal energietoepassingen;1997;55.0;0.0;3.0;0.0
1504;Bodemwarmte, totaal;Totaal energietoepassingen;1998;82.0;0.0;4.0;0.0
1505;Bodemwarmte, totaal;Totaal energietoepassingen;1999;105.0;0.0;5.0;0.0
1506;Bodemwarmte, totaal;Totaal energietoepassingen;2000;133.0;0.0;6.0;0.0
1507;Bodemwarmte, totaal;Totaal energietoepassingen;2001;159.0;0.0;7.0;0.0
1508;Bodemwarmte, totaal;Totaal energietoepassingen;2002;199.0;0.01;8.0;0.0
1509;Bodemwarmte, totaal;Totaal energietoepassingen;2003;245.0;0.01;10.0;0.01
1510;Bodemwarmte, totaal;Totaal energietoepassingen;2004;331.0;0.01;14.0;0.01
1511;Bodemwarmte, totaal;Totaal energietoepassingen;2005;443.0;0.01;18.0;0.01
1512;Bodemwarmte, totaal;Totaal energietoepassingen;2006;588.0;0.02;24.0;0.01
1513;Bodemwarmte, totaal;Totaal energietoepassingen;2007;777.0;0.02;32.0;0.02
1514;Bodemwarmte, totaal;Totaal energietoepassingen;2008;987.0;0.03;40.0;0.02
1515;Bodemwarmte, totaal;Totaal energietoepassingen;2009;1236.0;0.04;52.0;0.03
1516;Bodemwarmte, totaal;Totaal energietoepassingen;2010;1507.0;0.04;66.0;0.04
1517;Bodemwarmte, totaal;Totaal energietoepassingen;2011;1747.0;0.05;77.0;0.05
1518;Bodemwarmte, totaal;Totaal energietoepassingen;2012;1873.0;0.06;72.0;0.04
1519;Bodemwarmte, totaal;Totaal energietoepassingen;2013;2086.0;0.07;74.0;0.04
1520;Bodemwarmte, totaal;Totaal energietoepassingen;2014;2169.0;0.07;74.0;0.05
1521;Bodemwarmte, totaal;Totaal energietoepassingen;2015;2293.0;0.07;66.0;0.04
1522;Bodemwarmte, totaal;Totaal energietoepassingen;2016;2547.0;0.08;88.0;0.05
1523;Bodemwarmte, totaal;Totaal energietoepassingen;2017;2814.0;0.09;108.0;0.07
1524;Bodemwarmte, totaal;Totaal energietoepassingen;2018;3072.0;0.1;128.0;0.08
1525;Bodemwarmte, totaal;Totaal energietoepassingen;2019;3405.0;0.11;168.0;0.11
1526;Bodemwarmte, totaal;Totaal energietoepassingen;2020;3775.0;0.13;212.0;0.15
1527;Bodemwarmte, totaal;Totaal energietoepassingen;2021;3845.0;0.12;189.0;0.13
1528;Bodemwarmte, totaal;Totaal energietoepassingen;2022;4055.0;0.14;198.0;0.14
1529;Bodemwarmte, totaal;Totaal energietoepassingen;2023;4536.0;0.16;246.0;0.19
1530;Bodemwarmte, totaal;Elektriciteit;1990;;;;
1531;Bodemwarmte, totaal;Elektriciteit;1991;;;;
1532;Bodemwarmte, totaal;Elektriciteit;1992;;;;
1533;Bodemwarmte, totaal;Elektriciteit;1993;;;;
1534;Bodemwarmte, totaal;Elektriciteit;1994;;;;
1535;Bodemwarmte, totaal;Elektriciteit;1995;;;;
1536;Bodemwarmte, totaal;Elektriciteit;1996;;;;
1537;Bodemwarmte, totaal;Elektriciteit;1997;;;;
1538;Bodemwarmte, totaal;Elektriciteit;1998;;;;
1539;Bodemwarmte, totaal;Elektriciteit;1999;;;;
1540;Bodemwarmte, totaal;Elektriciteit;2000;;;;
1541;Bodemwarmte, totaal;Elektriciteit;2001;;;;
1542;Bodemwarmte, totaal;Elektriciteit;2002;;;;
1543;Bodemwarmte, totaal;Elektriciteit;2003;;;;
1544;Bodemwarmte, totaal;Elektriciteit;2004;;;;
1545;Bodemwarmte, totaal;Elektriciteit;2005;;;;
1546;Bodemwarmte, totaal;Elektriciteit;2006;;;;
1547;Bodemwarmte, totaal;Elektriciteit;2007;;;;
1548;Bodemwarmte, totaal;Elektriciteit;2008;;;;
1549;Bodemwarmte, totaal;Elektriciteit;2009;;;;
1550;Bodemwarmte, totaal;Elektriciteit;2010;;;;
1551;Bodemwarmte, totaal;Elektriciteit;2011;;;;
1552;Bodemwarmte, totaal;Elektriciteit;2012;;;;
1553;Bodemwarmte, totaal;Elektriciteit;2013;;;;
1554;Bodemwarmte, totaal;Elektriciteit;2014;;;;
1555;Bodemwarmte, totaal;Elektriciteit;2015;;;;
1556;Bodemwarmte, totaal;Elektriciteit;2016;;;;
1557;Bodemwarmte, totaal;Elektriciteit;2017;;;;
1558;Bodemwarmte, totaal;Elektriciteit;2018;;;;
1559;Bodemwarmte, totaal;Elektriciteit;2019;;;;
1560;Bodemwarmte, totaal;Elektriciteit;2020;;;;
1561;Bodemwarmte, totaal;Elektriciteit;2021;;;;
1562;Bodemwarmte, totaal;Elektriciteit;2022;;;;
1563;Bodemwarmte, totaal;Elektriciteit;2023;;;;
1564;Bodemwarmte, totaal;Warmte;1990;;;;
1565;Bodemwarmte, totaal;Warmte;1991;1.0;0.0;0.0;0.0
1566;Bodemwarmte, totaal;Warmte;1992;2.0;0.0;0.0;0.0
1567;Bodemwarmte, totaal;Warmte;1993;4.0;0.0;0.0;0.0
1568;Bodemwarmte, totaal;Warmte;1994;27.0;0.0;1.0;0.0
1569;Bodemwarmte, totaal;Warmte;1995;31.0;0.0;2.0;0.0
1570;Bodemwarmte, totaal;Warmte;1996;38.0;0.0;2.0;0.0
1571;Bodemwarmte, totaal;Warmte;1997;55.0;0.0;3.0;0.0
1572;Bodemwarmte, totaal;Warmte;1998;82.0;0.0;4.0;0.0
1573;Bodemwarmte, totaal;Warmte;1999;105.0;0.0;5.0;0.0
1574;Bodemwarmte, totaal;Warmte;2000;133.0;0.0;6.0;0.0
1575;Bodemwarmte, totaal;Warmte;2001;159.0;0.0;7.0;0.0
1576;Bodemwarmte, totaal;Warmte;2002;199.0;0.01;8.0;0.0
1577;Bodemwarmte, totaal;Warmte;2003;245.0;0.01;10.0;0.01
1578;Bodemwarmte, totaal;Warmte;2004;331.0;0.01;14.0;0.01
1579;Bodemwarmte, totaal;Warmte;2005;443.0;0.01;18.0;0.01
1580;Bodemwarmte, totaal;Warmte;2006;588.0;0.02;24.0;0.01
1581;Bodemwarmte, totaal;Warmte;2007;777.0;0.02;32.0;0.02
1582;Bodemwarmte, totaal;Warmte;2008;987.0;0.03;40.0;0.02
1583;Bodemwarmte, totaal;Warmte;2009;1236.0;0.04;52.0;0.03
1584;Bodemwarmte, totaal;Warmte;2010;1507.0;0.04;66.0;0.04
1585;Bodemwarmte, totaal;Warmte;2011;1747.0;0.05;77.0;0.05
1586;Bodemwarmte, totaal;Warmte;2012;1873.0;0.06;72.0;0.04
1587;Bodemwarmte, totaal;Warmte;2013;2086.0;0.07;74.0;0.04
1588;Bodemwarmte, totaal;Warmte;2014;2169.0;0.07;74.0;0.05
1589;Bodemwarmte, totaal;Warmte;2015;2293.0;0.07;66.0;0.04
1590;Bodemwarmte, totaal;Warmte;2016;2547.0;0.08;88.0;0.05
1591;Bodemwarmte, totaal;Warmte;2017;2814.0;0.09;108.0;0.07
1592;Bodemwarmte, totaal;Warmte;2018;3072.0;0.1;128.0;0.08
1593;Bodemwarmte, totaal;Warmte;2019;3405.0;0.11;168.0;0.11
1594;Bodemwarmte, totaal;Warmte;2020;3775.0;0.13;212.0;0.15
1595;Bodemwarmte, totaal;Warmte;2021;3845.0;0.12;189.0;0.13
1596;Bodemwarmte, totaal;Warmte;2022;4055.0;0.14;198.0;0.14
1597;Bodemwarmte, totaal;Warmte;2023;4536.0;0.16;246.0;0.19
1598;Bodemwarmte, totaal;Vervoer;1990;;;;
1599;Bodemwarmte, totaal;Vervoer;1991;;;;
1600;Bodemwarmte, totaal;Vervoer;1992;;;;
1601;Bodemwarmte, totaal;Vervoer;1993;;;;
1602;Bodemwarmte, totaal;Vervoer;1994;;;;
1603;Bodemwarmte, totaal;Vervoer;1995;;;;
1604;Bodemwarmte, totaal;Vervoer;1996;;;;
1605;Bodemwarmte, totaal;Vervoer;1997;;;;
1606;Bodemwarmte, totaal;Vervoer;1998;;;;
1607;Bodemwarmte, totaal;Vervoer;1999;;;;
1608;Bodemwarmte, totaal;Vervoer;2000;;;;
1609;Bodemwarmte, totaal;Vervoer;2001;;;;
1610;Bodemwarmte, totaal;Vervoer;2002;;;;
1611;Bodemwarmte, totaal;Vervoer;2003;;;;
1612;Bodemwarmte, totaal;Vervoer;2004;;;;
1613;Bodemwarmte, totaal;Vervoer;2005;;;;
1614;Bodemwarmte, totaal;Vervoer;2006;;;;
1615;Bodemwarmte, totaal;Vervoer;2007;;;;
1616;Bodemwarmte, totaal;Vervoer;2008;;;;
1617;Bodemwarmte, totaal;Vervoer;2009;;;;
1618;Bodemwarmte, totaal;Vervoer;2010;;;;
1619;Bodemwarmte, totaal;Vervoer;2011;;;;
1620;Bodemwarmte, totaal;Vervoer;2012;;;;
1621;Bodemwarmte, totaal;Vervoer;2013;;;;
1622;Bodemwarmte, totaal;Vervoer;2014;;;;
1623;Bodemwarmte, totaal;Vervoer;2015;;;;
1624;Bodemwarmte, totaal;Vervoer;2016;;;;
1625;Bodemwarmte, totaal;Vervoer;2017;;;;
1626;Bodemwarmte, totaal;Vervoer;2018;;;;
1627;Bodemwarmte, totaal;Vervoer;2019;;;;
1628;Bodemwarmte, totaal;Vervoer;2020;;;;
1629;Bodemwarmte, totaal;Vervoer;2021;;;;
1630;Bodemwarmte, totaal;Vervoer;2022;;;;
1631;Bodemwarmte, totaal;Vervoer;2023;;;;
1632;Bodemwarmte, warmtepompen;Totaal energietoepassingen;1990;;;;
1633;Bodemwarmte, warmtepompen;Totaal energietoepassingen;1991;;;;
1634;Bodemwarmte, warmtepompen;Totaal energietoepassingen;1992;;;;
1635;Bodemwarmte, warmtepompen;Totaal energietoepassingen;1993;;;;
1636;Bodemwarmte, warmtepompen;Totaal energietoepassingen;1994;23.0;0.0;1.0;0.0
1637;Bodemwarmte, warmtepompen;Totaal energietoepassingen;1995;24.0;0.0;1.0;0.0
1638;Bodemwarmte, warmtepompen;Totaal energietoepassingen;1996;27.0;0.0;1.0;0.0
1639;Bodemwarmte, warmtepompen;Totaal energietoepassingen;1997;39.0;0.0;2.0;0.0
1640;Bodemwarmte, warmtepompen;Totaal energietoepassingen;1998;58.0;0.0;2.0;0.0
1641;Bodemwarmte, warmtepompen;Totaal energietoepassingen;1999;72.0;0.0;3.0;0.0
1642;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2000;91.0;0.0;3.0;0.0
1643;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2001;105.0;0.0;4.0;0.0
1644;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2002;135.0;0.0;5.0;0.0
1645;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2003;170.0;0.01;6.0;0.0
1646;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2004;247.0;0.01;9.0;0.0
1647;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2005;339.0;0.01;13.0;0.01
1648;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2006;460.0;0.01;16.0;0.01
1649;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2007;644.0;0.02;24.0;0.01
1650;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2008;830.0;0.03;31.0;0.02
1651;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2009;1064.0;0.03;42.0;0.02
1652;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2010;1312.0;0.04;55.0;0.03
1653;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2011;1582.0;0.05;67.0;0.04
1654;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2012;1700.0;0.05;62.0;0.04
1655;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2013;1908.0;0.06;64.0;0.04
1656;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2014;2007.0;0.07;65.0;0.04
1657;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2015;2138.0;0.07;57.0;0.03
1658;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2016;2374.0;0.08;78.0;0.05
1659;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2017;2645.0;0.08;98.0;0.06
1660;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2018;2905.0;0.09;118.0;0.07
1661;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2019;3241.0;0.11;158.0;0.1
1662;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2020;3590.0;0.12;201.0;0.15
1663;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2021;3658.0;0.12;178.0;0.12
1664;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2022;3865.0;0.13;187.0;0.13
1665;Bodemwarmte, warmtepompen;Totaal energietoepassingen;2023;4346.0;0.15;236.0;0.18
1666;Bodemwarmte, warmtepompen;Elektriciteit;1990;;;;
1667;Bodemwarmte, warmtepompen;Elektriciteit;1991;;;;
1668;Bodemwarmte, warmtepompen;Elektriciteit;1992;;;;
1669;Bodemwarmte, warmtepompen;Elektriciteit;1993;;;;
1670;Bodemwarmte, warmtepompen;Elektriciteit;1994;;;;
1671;Bodemwarmte, warmtepompen;Elektriciteit;1995;;;;
1672;Bodemwarmte, warmtepompen;Elektriciteit;1996;;;;
1673;Bodemwarmte, warmtepompen;Elektriciteit;1997;;;;
1674;Bodemwarmte, warmtepompen;Elektriciteit;1998;;;;
1675;Bodemwarmte, warmtepompen;Elektriciteit;1999;;;;
1676;Bodemwarmte, warmtepompen;Elektriciteit;2000;;;;
1677;Bodemwarmte, warmtepompen;Elektriciteit;2001;;;;
1678;Bodemwarmte, warmtepompen;Elektriciteit;2002;;;;
1679;Bodemwarmte, warmtepompen;Elektriciteit;2003;;;;
1680;Bodemwarmte, warmtepompen;Elektriciteit;2004;;;;
1681;Bodemwarmte, warmtepompen;Elektriciteit;2005;;;;
1682;Bodemwarmte, warmtepompen;Elektriciteit;2006;;;;
1683;Bodemwarmte, warmtepompen;Elektriciteit;2007;;;;
1684;Bodemwarmte, warmtepompen;Elektriciteit;2008;;;;
1685;Bodemwarmte, warmtepompen;Elektriciteit;2009;;;;
1686;Bodemwarmte, warmtepompen;Elektriciteit;2010;;;;
1687;Bodemwarmte, warmtepompen;Elektriciteit;2011;;;;
1688;Bodemwarmte, warmtepompen;Elektriciteit;2012;;;;
1689;Bodemwarmte, warmtepompen;Elektriciteit;2013;;;;
1690;Bodemwarmte, warmtepompen;Elektriciteit;2014;;;;
1691;Bodemwarmte, warmtepompen;Elektriciteit;2015;;;;
1692;Bodemwarmte, warmtepompen;Elektriciteit;2016;;;;
1693;Bodemwarmte, warmtepompen;Elektriciteit;2017;;;;
1694;Bodemwarmte, warmtepompen;Elektriciteit;2018;;;;
1695;Bodemwarmte, warmtepompen;Elektriciteit;2019;;;;
1696;Bodemwarmte, warmtepompen;Elektriciteit;2020;;;;
1697;Bodemwarmte, warmtepompen;Elektriciteit;2021;;;;
1698;Bodemwarmte, warmtepompen;Elektriciteit;2022;;;;
1699;Bodemwarmte, warmtepompen;Elektriciteit;2023;;;;
1700;Bodemwarmte, warmtepompen;Warmte;1990;;;;
1701;Bodemwarmte, warmtepompen;Warmte;1991;;;;
1702;Bodemwarmte, warmtepompen;Warmte;1992;;;;
1703;Bodemwarmte, warmtepompen;Warmte;1993;;;;
1704;Bodemwarmte, warmtepompen;Warmte;1994;23.0;0.0;1.0;0.0
1705;Bodemwarmte, warmtepompen;Warmte;1995;24.0;0.0;1.0;0.0
1706;Bodemwarmte, warmtepompen;Warmte;1996;27.0;0.0;1.0;0.0
1707;Bodemwarmte, warmtepompen;Warmte;1997;39.0;0.0;2.0;0.0
1708;Bodemwarmte, warmtepompen;Warmte;1998;58.0;0.0;2.0;0.0
1709;Bodemwarmte, warmtepompen;Warmte;1999;72.0;0.0;3.0;0.0
1710;Bodemwarmte, warmtepompen;Warmte;2000;91.0;0.0;3.0;0.0
1711;Bodemwarmte, warmtepompen;Warmte;2001;105.0;0.0;4.0;0.0
1712;Bodemwarmte, warmtepompen;Warmte;2002;135.0;0.0;5.0;0.0
1713;Bodemwarmte, warmtepompen;Warmte;2003;170.0;0.01;6.0;0.0
1714;Bodemwarmte, warmtepompen;Warmte;2004;247.0;0.01;9.0;0.0
1715;Bodemwarmte, warmtepompen;Warmte;2005;339.0;0.01;13.0;0.01
1716;Bodemwarmte, warmtepompen;Warmte;2006;460.0;0.01;16.0;0.01
1717;Bodemwarmte, warmtepompen;Warmte;2007;644.0;0.02;24.0;0.01
1718;Bodemwarmte, warmtepompen;Warmte;2008;830.0;0.03;31.0;0.02
1719;Bodemwarmte, warmtepompen;Warmte;2009;1064.0;0.03;42.0;0.02
1720;Bodemwarmte, warmtepompen;Warmte;2010;1312.0;0.04;55.0;0.03
1721;Bodemwarmte, warmtepompen;Warmte;2011;1582.0;0.05;67.0;0.04
1722;Bodemwarmte, warmtepompen;Warmte;2012;1700.0;0.05;62.0;0.04
1723;Bodemwarmte, warmtepompen;Warmte;2013;1908.0;0.06;64.0;0.04
1724;Bodemwarmte, warmtepompen;Warmte;2014;2007.0;0.07;65.0;0.04
1725;Bodemwarmte, warmtepompen;Warmte;2015;2138.0;0.07;57.0;0.03
1726;Bodemwarmte, warmtepompen;Warmte;2016;2374.0;0.08;78.0;0.05
1727;Bodemwarmte, warmtepompen;Warmte;2017;2645.0;0.08;98.0;0.06
1728;Bodemwarmte, warmtepompen;Warmte;2018;2905.0;0.09;118.0;0.07
1729;Bodemwarmte, warmtepompen;Warmte;2019;3241.0;0.11;158.0;0.1
1730;Bodemwarmte, warmtepompen;Warmte;2020;3590.0;0.12;201.0;0.15
1731;Bodemwarmte, warmtepompen;Warmte;2021;3658.0;0.12;178.0;0.12
1732;Bodemwarmte, warmtepompen;Warmte;2022;3865.0;0.13;187.0;0.13
1733;Bodemwarmte, warmtepompen;Warmte;2023;4346.0;0.15;236.0;0.18
1734;Bodemwarmte, warmtepompen;Vervoer;1990;;;;
1735;Bodemwarmte, warmtepompen;Vervoer;1991;;;;
1736;Bodemwarmte, warmtepompen;Vervoer;1992;;;;
1737;Bodemwarmte, warmtepompen;Vervoer;1993;;;;
1738;Bodemwarmte, warmtepompen;Vervoer;1994;;;;
1739;Bodemwarmte, warmtepompen;Vervoer;1995;;;;
1740;Bodemwarmte, warmtepompen;Vervoer;1996;;;;
1741;Bodemwarmte, warmtepompen;Vervoer;1997;;;;
1742;Bodemwarmte, warmtepompen;Vervoer;1998;;;;
1743;Bodemwarmte, warmtepompen;Vervoer;1999;;;;
1744;Bodemwarmte, warmtepompen;Vervoer;2000;;;;
1745;Bodemwarmte, warmtepompen;Vervoer;2001;;;;
1746;Bodemwarmte, warmtepompen;Vervoer;2002;;;;
1747;Bodemwarmte, warmtepompen;Vervoer;2003;;;;
1748;Bodemwarmte, warmtepompen;Vervoer;2004;;;;
1749;Bodemwarmte, warmtepompen;Vervoer;2005;;;;
1750;Bodemwarmte, warmtepompen;Vervoer;2006;;;;
1751;Bodemwarmte, warmtepompen;Vervoer;2007;;;;
1752;Bodemwarmte, warmtepompen;Vervoer;2008;;;;
1753;Bodemwarmte, warmtepompen;Vervoer;2009;;;;
1754;Bodemwarmte, warmtepompen;Vervoer;2010;;;;
1755;Bodemwarmte, warmtepompen;Vervoer;2011;;;;
1756;Bodemwarmte, warmtepompen;Vervoer;2012;;;;
1757;Bodemwarmte, warmtepompen;Vervoer;2013;;;;
1758;Bodemwarmte, warmtepompen;Vervoer;2014;;;;
1759;Bodemwarmte, warmtepompen;Vervoer;2015;;;;
1760;Bodemwarmte, warmtepompen;Vervoer;2016;;;;
1761;Bodemwarmte, warmtepompen;Vervoer;2017;;;;
1762;Bodemwarmte, warmtepompen;Vervoer;2018;;;;
1763;Bodemwarmte, warmtepompen;Vervoer;2019;;;;
1764;Bodemwarmte, warmtepompen;Vervoer;2020;;;;
